управниот	drejtues
сали	sully
сали	suli
сали	sali
сали	sulley
сали	sally
секција	seksionin
секција	seksioni
секција	seksion
плеј	playoff
воспаление	inflamacion
максимум	maksimal
максимум	maksimale
максимум	maksimumin
максимум	maksimumi
максимум	maksimum
фил	fili
фил	phil
фил	fil
фил	fill
течности	lëngje
течности	lëngjet
течности	lëngje
течности	lëngjet
охајо	ohio
охајо	ohajo
јакоб	jakob
јакоб	jakobi
јакоб	jacob
јакоб	jakubin
јакоб	jacobi
нејзе	saj
нејзе	asaj
ломбардија	lombardia
вршење	kryerjen
бакар	bakrit
бакар	bakri
бакар	bakër
мерења	matjet
усвоено	miratuar
усвоено	adoptuar
варираат	ndryshojnë
известување	këshillim
известување	njoftim
индивидуи	individët
индивидуи	individë
индивидуи	individëve
жица	teli
жица	tela
жица	tel
жица	telin
педесет	pesëdhjetë
нормални	normale
нормални	normal
адријан	adriani
адријан	adrian
дрим	drin
бангладеш	bangladeshi
измислен	imagjinar
измислен	imagjinare
бронза	bronxi
бронза	bronzi
хепберн	hepburn
цигари	cigare
цигари	cigaret
цигари	cigare
цигари	cigaren
цигари	cigarja
заклучи	lock
заклучи	brava
синоним	sinonim
синоним	sinonimi
велосипед	bicikleta
велосипед	motorr
велосипед	biçikletë
велосипед	bike
велосипед	biçikleta
судијата	gjykoj
судијата	gjyqtar
судијата	gjykoni
судијата	gjykatësi
судијата	gjyqtari
судијата	arbitër
судијата	arbitri
сандерленд	sunderland
опозиција	opozitës
опозиција	opozita
опозиција	opozitar
опозиција	opozitë
дизајнер	designer
екран	ekran
екран	ekrani
екран	ekranin
роза	rose
роза	trendafil
роза	trëndafil
роза	roza
роза	trëndafili
роза	rosa
роза	roza
роза	roza
ејми	amy
ејми	emi
ејми	ame
водопади	bjen
водопади	bie
водопади	falls
водопади	ujëvara
водопади	ujvara
потпис	firma
потпис	nënshkrimi
потпис	firmë
потпис	firmën
пронајдена	gjet
пронајдена	gjetur
волт	walt
дискриминација	diskriminimin
дискриминација	diskriminim
дискриминација	diskriminimi
наслови	titujt
наслови	titujt
наслови	tituj
наслови	titujve
ага	aga
куско	cusco
произведе	prodhojnë
произведе	prodhojmë
одделно	veçmas
одделно	ndahen
судска	gjyqësore
судска	gjyqësor
судска	gjyqësorë
убијци	vrasësit
убијци	vrasesit
убијци	vrasësve
убијци	vrasësit
убијци	vrasës
убијци	vrasësit
магдалена	magdalena
магдалена	magdalena
данскиот	danez
осудени	denuar
осудени	dënohet
осудени	dënuar
осудени	dënohet
осудени	dënuar
просториите	lokalet
просториите	ambientet
просториите	mjediset
кирибати	kiribati
монро	monro
монро	monroe
патувал	udhëtuan
патувал	udhëtuar
патувал	udhëtoi
патувал	udhëtuan
патувал	udhëtuar
патувал	udhëtoi
изгубени	humbi
изгубени	humba
изгубени	humbe
изгубени	humbur
етички	etike
стрес	stresi
стрес	stres
лукас	lucas
лукас	lukas
лукас	lukas
фотографијата	foto
фотографијата	fotografi
секаде	gjithkah
секаде	gjithkund
секаде	kudo
секаде	gjithandej
секаде	çdokund
тибет	tibet
заработи	fitoni
заработи	fituat
автономни	autonome
паралелни	paralel
паралелни	paralele
паралелни	paralelisht
линкови	lidhje
линкови	lidhjet
мара	mara
новела	roman
новела	romani
новела	novela
новела	romanin
прослава	festim
прослава	festimi
сок	lëng
сок	lëngu
родно	vendase
родно	amtare
родно	vendas
кану	kanoe
номинирана	propozohet
номинирана	propozoi
александра	aleksandra
симетрија	simetri
физиологија	fiziologjia
оперски	opera
злото	keqen
архив	arkivi
архив	arkiv
архив	arkiva
архив	arkivat
архив	arkivave
накратко	shkurtimisht
возови	trenave
возови	trenat
возови	trena
изабела	isabella
изабела	izabela
опции	opsione
опции	opsionet
опции	mundësitë
опции	opcionet
хасан	hasan
хасан	hasan
корисна	dobishëm
корисна	dobishme
преведени	përkthyer
жолти	verdhë
испраќање	derguar
испраќање	dërgimi
богатства	thesare
богатства	depot
богатства	thesaret
богатства	pasuri
богатства	pasuritë
богатства	pasuria
соберат	mblidhen
соберат	mblidhuni
јон	jon
отиде	shkuan
отиде	shkoi
отиде	vajti
отиде	shkove
босански	boshnjak
босански	boshnjaku
босански	bosnjes
босански	boshnjake
партизани	partizanët
ракометна	hendboll
ракометна	hendbollit
сахара	sahara
раѓа	lindur
раѓа	lindë
раѓа	lind
наводнување	vaditës
должности	detyrat
сфати	kuptohet
сфати	kuptova
сфати	kupto
сфати	kuptoni
сфати	kupton
сфати	kuptoje
сфати	realizuar
хром	kromit
хром	kromi
лед	akulli
лед	akull
лед	ice
електронско	elektronik
електронско	elektronike
опстанок	mbijetese
опстанок	mbijetesa
опстанок	mbijetesë
демо	demo
демо	demonstrimi
доза	doza
доза	dozë
доза	dozë
воздушни	ajrore
воздушни	ajror
германци	gjermanet
германци	gjermanë
германци	gjermanët
намибија	namibinë
спроведена	kryer
спроведена	kryhen
гласа	voton
гласа	votat
гласа	vota
бронзен	bronxi
бронзен	bronzi
викенд	fundjave
викенд	fundjava
викенд	fundjavë
заменета	zëvendësoi
заменета	zëvendësua
заменета	zëvendësohet
фабрики	fabrikat
фабрики	fabrikave
емирати	emiratet
минимум	minimum
минимум	minimumi
минимум	minimale
недоволно	pamjaftueshëm
недоволно	pamjaftueshme
универзален	universal
универзален	universale
спортист	atlet
спортист	atletja
спортист	atletë
спортист	sportist
ангола	angola
поглавје	kapitulli
поглавје	kapitull
поглавје	sure
намален	pakësuar
намален	zvogëluar
намален	zvogëluar
намален	zvogëlohet
намален	reduktuar
намален	reduktohet
достигнат	arritur
достигнат	arrihet
достигнат	arrit
достигнат	mbulimi
достигнат	arrije
достигнат	arrini
стотина	njëqind
стотина	qindra
стотина	qindra
алтернативен	alternativ
кемал	qemal
кемал	kemal
видлива	dukshëm
сведочи	deshmon
сведочи	dëshmon
сведочи	dëshmon
сведочи	dëshmoni
откриваат	shfaqe
вратен	kthyer
просечен	mesatare
просечен	mesatar
просечен	mesatarja
инка	inka
инка	gyp
ротација	rrotullimi
тенкови	tanke
тенкови	tanket
загрозен	rrezikohet
загрозен	rrezikuar
загрозен	kërcënoi
загрозен	kërcënohet
загрозен	kërcënuar
човечко	njerëzore
човечко	njerzore
човечко	njerëzor
човечко	human
човечко	njeri
опен	hape
опен	hap
опен	hapur
опен	hapu
публикации	botime
публикации	botimet
теодора	theodora
заболување	sëmundje
заболување	semundje
заболување	sëmundjen
заболување	sëmundja
заболување	sëmundjet
прстени	unaza
прстени	unazat
воведува	prezanton
практики	praktikat
практики	praktika
младоста	rinisë
младоста	rinia
младоста	rinor
младоста	rini
болки	dhimbje
болки	dhimbja
академска	akademik
академска	akademike
практична	praktike
практична	praktik
тврдејќи	argumentuar
панама	panama
театарска	teatrore
театарска	teatrale
мастерс	mjeshtra
мастерс	mjeshtrat
каталонија	katalonia
сенка	hije
сенка	hija
сенка	hije
привилегии	privilegji
привилегии	privilegj
привилегии	privilegjet
привилегии	privilegje
подигнат	ngritur
витези	kalorës
витези	kalorësve
витези	kalorësit
скијање	ski
скијање	skijim
брест	brest
анастасија	anastasia
оман	oman
диригент	punetor
супстанции	substanca
супстанции	substancë
супстанции	substancat
супстанции	substancave
супстанции	substancat
супстанции	substanca
вечери	mbrëmjet
гнездо	fole
гнездо	nest
гнездо	foleja
пфалц	pfalz
кралско	mbretërore
кралско	mbretëror
кралско	royal
кралско	mbreterore
кралско	perandorake
кралско	imperial
резерват	rezervë
религиозна	fetar
религиозна	fetarë
религиозна	fetare
топлината	ngrohtësi
вага	peshorja
вага	peshore
фрази	fraza
лорен	lorena
лорен	loren
лорен	lauren
лорен	loren
кнежевство	principata
кози	dhi
кози	dhitë
установа	strukturë
установа	struktura
карибите	karaibe
теологија	teologjinë
исклучоци	përjashtime
оператор	operatori
оператор	operator
јачина	intensiteti
јачина	magnitudë
утрински	mengjesi
утрински	mengjes
утрински	morning
неуспешен	pasuksesshëm
носејќи	bartja
преовладува	mbizotëron
наша	tona
наша	tone
наша	tonë
наша	jone
наша	tane
наша	jona
наша	tonat
грмушки	shkurret
грмушки	shkurre
грмушки	bush
грмушки	bushit
грмушки	bushi
сегменти	segmentet
ремо	remo
зајак	lepur
зајак	lepuri
доволна	mjafton
доволна	mjaft
доволна	boll
наставници	mësuesit
лош	bad
лош	keq
кал	balta
кал	baltë
кал	kal
кал	kall
кал	kal
дан	dan
дан	dun
дан	dun
дан	dun
соочи	fytyrën
соочи	surrat
соочи	face
соочи	fytyra
урбана	urban
урбана	urbane
шести	gjashti
шести	gjashta
предизвик	sfide
предизвик	sfida
предизвик	sfidë
исполнети	përmbushur
творба	artikulim
матеј	matthew
матеј	mateu
претседателството	presidencës
претседателството	presidencë
претседателството	presidenca
претседателството	presidencën
ријана	rihanna
пенали	ndëshkime
пенали	dënimet
пенали	ndëshkimet
радиус	rreze
радиус	rrezja
незадоволство	pakënaqësinë
незадоволство	pakënaqësi
незадоволство	pakënaqësia
незадоволство	pakënaqësinë
незадоволство	pakënaqësia
незадоволство	pakënaqësi
свештеникот	prifti
свештеникот	prift
свештеникот	priftin
празни	boshe
празни	bosh
шефот	shef
шефот	shefi
шефот	shef
шефот	bos
шефот	boss
шефот	bosi
четворица	katër
гледајќи	shikuar
пластика	plastikë
пластика	plastikë
пластика	plastike
пластика	plastik
јемен	jemen
уран	urani
обоени	lyer
обоени	pikturuar
портрети	portrete
алба	alba
глетка	shikimi
идентификува	identifikon
божиќ	krishtlindje
божиќ	krishtlindjet
божиќ	krishtlindja
алгебра	algebra
боби	bobi
боби	bobby
ранети	plagosur
роси	rossi
мештаните	vendasit
мештаните	banoret
покриен	mbulohet
покриен	mbuluar
покриен	mbulua
покриен	mbuluara
точна	saktë
точна	ekzakte
точна	ekzakt
точна	saktë
точна	korrekte
точна	korrekt
точна	sakt
подот	pandara
подот	dysheme
подот	kati
подот	kat
обемот	volum
обемот	volumin
обемот	volumi
обемот	vëllimi
дипломат	diplomat
дипломат	diplomati
месопотамија	mesopotami
должноста	detyrë
должноста	detyre
должноста	detyrën
должноста	detyra
пури	cigare
пури	puro
пури	cigarja
инцидент	incidenti
инцидент	incident
инцидент	uck
работеше	punoi
работеше	punonte
работеше	punuar
вторник	marten
вирус	virusi
вирус	virus
вирус	virusin
добиток	kafshët
добиток	bagëti
добиток	bagëtitë
посредник	ndërmjetësues
посредник	ndërmjetës
посредник	ndërmjetës
посредник	ndërmjetësues
посредник	ndërmjetësues
посредник	ndërmjetësi
посредник	ndërmjetës
траат	zgjat
состаноци	mbledhjet
состаноци	takime
состаноци	takimet
сиромаштија	skamja
сиромаштија	varfëria
сиромаштија	varfërisë
сиромаштија	varfëri
геолошки	gjeologjike
шер	sher
шер	cher
обележани	shënoi
обележани	shënuar
обележани	shënohet
курсеви	kurset
курсеви	kurseve
фокус	focus
фокус	fokusi
дејан	dejan
конкретни	specifik
конкретни	specifikë
конкретни	specifike
конкретни	konkret
конкретни	konkrete
конкретни	beton
конкретни	betoni
супстанца	substanca
супстанца	substancë
супстанца	substancat
наназад	mbrapsht
лејди	ledi
лејди	zonjë
лејди	zonja
рап	rep
рап	rap
скали	shkallët
скали	shkallë
скали	shkallët
скали	shkallët
скали	shkallet
раководители	drejtuesit
ресурсите	burime
ресурсите	burimet
ресурсите	burimesh
очекувања	shpresat
очекувања	pritjet
очекувања	shpresa
примарна	kryesor
примарна	parësore
примарна	primare
примарна	primar
примарна	parësor
времетраење	kohëzgjatja
времетраење	zgjatja
лесна	lehtë
лесна	avash
мадагаскар	madagaskarit
едрене	edirne
праќа	dergon
праќа	dërgon
типични	tipik
типични	tipike
џордан	jordani
џордан	jordan
џордан	xhordan
постоечки	ekzistuese
постоечки	ekzistues
јапонска	japoneze
јапонска	japonez
јапонска	japonezë
јапонска	japonisht
џузепе	giuseppe
џејсон	jason
извршат	kryej
вегас	vegas
статистичка	statistikore
големини	përmasat
големини	madhësive
признат	njohur
признат	njohur
остро	fiks
остро	sharp
формирано	formohet
формирано	formuan
формирано	formuar
експлоатација	shfrytëzimit
експлоатација	shfrytëzimi
експлоатација	eksplorimin
конечен	finalja
конечен	finale
конечен	final
конечен	përfundimtar
пештери	shpella
пештери	shpellat
вишок	tepricë
вишок	tepërt
вишок	tepri
вишок	tepërt
стенфорд	stanford
нормандија	normandi
изложеност	ekspozim
изложеност	ekspozimi
изложеност	ekspozimin
антропологија	antropologji
хаити	haiti
свадба	dasem
свадба	martesë
свадба	dasmes
свадба	dasëm
свадба	dasme
свадба	dasma
крајбрежјето	ujore
оценка	rezultati
оценка	pikët
оценка	klasifikim
сони	sony
сони	soni
сони	sonny
нирнберг	nuremberg
изолација	izolim
изолација	izolimi
ралф	ralf
ралф	ralph
самуил	samueli
самуил	samuel
следна	tjetër
следна	tjetra
следна	tjetri
следна	tjeter
следна	next
стравот	frik
стравот	frikën
стравот	frika
стравот	frikë
стравот	friken
почитува	respekton
ритуали	ritualet
ритуали	ritet
ритуали	rituale
интензитет	intensiteti
обнови	rikthyer
обнови	rivendosur
обнови	rinovojë
промовирање	promovimi
промовирање	promovim
промовирање	promovimin
поразена	mposhtur
поразена	mundën
поразена	mundur
поразена	mundi
поразена	mposhtet
упатува	referenca
упатува	referencat
согорување	djegia
заседа	pritë
заседа	prita
континуирано	vazhdimisht
континуирано	vazhdueshëm
континуирано	vazhdueshme
факултети	kolegjet
факултети	fakultetet
евиденција	records
евиденција	log
индиректно	indirekte
индиректно	indirekt
индиректно	indirect
индиректно	tërthorazi
индиректно	indirekt
спротивни	ndryshme
спротивни	kundërta
спротивни	përballë
спротивни	kundërt
кралевите	kings
кралевите	mbretër
кралевите	mbretërit
пеколот	ferri
пеколот	ferr
пеколот	ferrit
сознанија	gjetje
сознанија	përfundimet
сознанија	zbulimet
сознанија	gjetjet
тениско	tenis
тениско	tenisi
протест	proteste
протест	protestë
протест	protest
протест	protesta
рајот	parajsë
рајот	parajsa
рајот	qielli
рајот	qiell
рајот	parajse
панорама	panorama
почина	vdiqën
почина	vdiqen
почина	viq
почина	vdiq
ангели	engjëjt
ангели	engjujve
ангели	engjujt
ангели	engjejt
ангели	engjëj
еми	emmy
еми	emmys
шеми	modelet
шеми	skemat
среда	merkuren
врат	qafën
врат	qafen
врат	qafa
врат	qafë
собири	ndyta
играчки	lodrat
играчки	lodra
масовни	mesha
масовни	meshë
масовни	masiv
масовни	masive
масовни	masive
масовни	masiv
групна	grup
групна	grupin
групна	grupi
ник	nik
ник	nick
ник	niku
ник	nic
ник	nik
идол	idhulli
идол	idhull
идол	idol
витамин	vitaminat
витамин	vitamin
витамин	vitaminë
витамин	vitamina
одби	refuzohet
одби	refuzuar
одби	refuzuar
одби	refuzoi
одење	ecje
одење	ecin
одење	ecja
граѓанин	qytetari
граѓанин	shtetasi
граѓанин	qytetare
граѓанин	qytetar
материјална	materiale
комесар	komisioner
комесар	komisar
комесар	komisari
комесар	komisioneri
комесар	komisari
професионалец	profesioniste
професионалец	profesionale
професионалец	profesional
професионалец	profesionist
професионалец	pro
декларацијата	deklaratë
декларацијата	deklarata
декларацијата	deklarimi
декларацијата	deklaratën
религиски	fetar
религиски	fetarë
религиски	fetare
брегови	brigjet
брегови	brigje
индекси	treguesit
мајмуни	majmune
мајмуни	majmunë
мајмуни	majmunët
спартак	spartaku
спартак	spartak
спартак	spartak
докторат	doktoraturën
докторат	doktoraturës
докторат	doktoraturë
верувањето	besim
моќност	fuqi
моќност	fuqin
моќност	power
моќност	fuqia
моќност	pushteti
артисти	artistët
артисти	artista
артисти	artistet
артисти	artistë
врзани	lidhur
англо	anglo
клун	sqepin
празен	boshe
празен	bosh
празен	bosh
протеини	proteina
протеини	proteinat
мастејн	mustaine
михаел	majkell
михаел	michael
михаел	majkëll
михаел	majkëlli
тел	tel
стразбур	strasburg
стразбур	strasbourg
предвидување	parashikimi
предвидување	parashikim
лил	lil
лил	lille
длабоки	thelle
длабоки	thell
длабоки	deep
длабоки	thellë
барбара	barbara
осло	oslo
пристигнува	mbërritjes
пристигнува	mbërrin
пристигнува	arrin
армстронг	armstrong
цветови	lulet
цветови	lule
руси	rusëve
руси	rusë
руси	ruset
руси	rusët
бесплатно	lirë
бесплатно	lira
бесплатно	falas
бесплатно	free
милтон	milton
фрлање	hedhjen
фрлање	hidh
фрлање	hedhe
фрлање	hedh
фрлање	flak
фрлање	hidhe
гари	geri
гари	geri
гари	gary
милошевиќ	millosheviçin
милошевиќ	millosheviçi
милошевиќ	millosheviçit
милошевиќ	millosheviç
базен	bilardo
базен	pishina
базен	pishinë
базен	pool
капацитети	struktura
капацитети	strukturat
капацитети	njësitë
капацитети	kapacitetet
капацитети	objektet
грос	shpifur
грос	gros
грос	bruto
грос	groß
рус	rus
учествуваа	shfaqi
одраз	mendojnë
одраз	reflektim
одраз	reflektimi
одраз	pasqyrim
одраз	pasqyrimi
шарлот	charlotte
ататурк	ataturk
ататурк	atatürk
хумор	humori
хумор	humori
работничка	punëtori
работничка	punetor
работничка	punëtor
католици	katolikë
католици	katolikët
утро	mengjesi
утро	mengjes
утро	morning
мис	miss
сооднос	raporti
реми	remi
реми	remi
претставништво	përfaqësimi
претставништво	përfaqësim
претставништво	përfaqësimin
претставништво	përfaqësimit
пазарите	tregjet
пазарите	tregjeve
пазарите	tregje
планетите	planete
планетите	planetet
планетите	planetë
клајн	klein
атлетико	atletico
атлетико	atlético
кафеава	brown
кафеава	kafe
кафеава	braun
уганда	uganda
брана	dam
брана	diga
украси	stoli
украси	dekorime
привремена	përkohshme
привремена	përkohshëm
привремена	puntore
неопходни	nevojshëm
половината	belin
половината	beli
половината	bel
половината	gjysmën
половината	gjysem
половината	gjysmë
половината	gjysma
изолирани	izoluar
френклин	franklin
бродовите	anije
бродовите	anijet
бродовите	lundra
предупредување	paralajmërim
предупредување	paralajmerim
кршење	dhunim
кршење	shkelje
кршење	shkelja
кршење	thyerje
кршење	thyerja
кршење	thyen
државјанство	shtetësia
државјанство	shtetësi
државјанство	shtetësinë
предци	paraardhësit
предци	stërgjyshërit
натписи	artikujt
натписи	artikuj
натписи	nenet
харисон	harrison
леви	levi
обама	obama
раскажувач	tregimtar
осветлување	ndriçim
прославата	festim
прославата	festimi
славко	slavko
експериментални	eksperimentale
експериментални	eksperimental
масти	yndyrë
масти	fet
масти	trashë
масти	trash
семејствата	familjet
семејствата	familjeve
семејствата	familjaret
паскал	paskal
вавилон	babiloni
вавилон	babilon
скандинавија	skandinavi
обреди	rite
обреди	ritet
сакаше	kërkohet
сакаше	donte
сакаше	donin
сакаше	dasht
сакаше	deshte
конкретно	konkretisht
конкретно	specifikisht
конкретно	konkretisht
конкретно	veçanërisht
роберто	roberto
бетмен	batman
правник	avokat
правник	avokati
манифестација	manifestim
запишување	shkrimi
запишување	shkruan
запишување	shkrim
тропски	tropikale
пит	pete
пит	pit
ненадејно	papritur
ненадејно	befas
ненадејно	papritmas
ненадејно	papritur
ненадејно	befas
дебелина	trashësia
евангелие	ungjilli
ловат	hunt
ловат	gjueti
волк	ujku
волк	ujk
бањи	spas
бањи	banjot
распад	shkatërrim
господин	zotëria
прилики	raste
грама	gram
сместување	strehim
сместување	strehimi
крила	krahe
крила	krahë
крила	krahët
курт	kurt
курт	curt
регионална	rajonal
регионална	rajonale
регионална	regjionale
регионална	rajonalë
боуви	bowie
летно	verë
пушки	pushkët
пушки	armët
пушки	armë
умерена	moderuar
цивилизации	qytetërimeve
цивилизации	qytetërimeve
болни	dhimbshëm
болни	dhimbshme
болни	sëmur
болни	semure
болни	semur
болни	sëmurë
лаос	laos
полот	gjinia
полот	gjini
гравитација	graviteti
памук	pamuk
памук	pambuk
памук	pambuku
редовна	rregullt
олимпија	olimpia
погодни	volitshme
клинтон	klinton
клинтон	clinton
учеснички	pjesëmarrëse
учеснички	pjesëmarrës
учеснички	pjesmarrësit
учеснички	pjesëmarrës
учеснички	pjesëmarrësit
варна	varna
климатските	klimatike
валути	monedhën
валути	monedhë
валути	monedha
дно	poshtë
бега	tave
среќен	gezuar
среќен	gëzuar
постава	formacion
азиски	aziatik
азиски	aziatike
идентични	identike
идентични	identik
поканети	ftua
поканети	ftuar
сведок	dëshmitare
сведок	dëshmitar
сведок	dëshmitari
сведок	dëshmoni
сведок	dëshmuar
арапска	arab
арапска	arabe
уста	gojë
уста	buze
уста	goja
уста	goje
уста	gojës
хив	hiv
дилан	dylan
антиохија	antiokia
болката	dhimbje
болката	dhimbja
вработен	puntor
вработен	punonjësi
вработен	punonjës
вработен	punësuar
стручно	eksperti
стручно	eksperte
стручно	ekspert
ладен	laden
бернард	bernard
девојче	qik
девојче	goce
девојче	vajzë
девојче	vajz
девојче	girl
мајнц	mainz
сценарист	skenarist
моќни	fuqishëm
моќни	fuqishem
реда	rreshta
реда	rreshtat
мисисипи	misisipi
добиена	korri
добиена	won
добиена	fitoi
добиена	fituan
преспанско	prespës
мигел	miguel
мигел	migel
чуда	mrekullitë
чуда	mrekullira
чуда	mrekullitë
чуда	mrekullite
чуда	mrekullive
покани	ftesat
покани	ftesa
покани	ftesat
покани	fton
покани	ftesa
робот	robot
робот	roboti
одредби	dispozitat
рамен	banesë
рамен	dur
гледал	shikuar
обележја	emblema
обележја	emblemat
детално	detajuara
детално	detajuar
детално	detaje
детално	detaj
детално	hollësi
предаваат	mësoj
предаваат	mesoni
хранливи	ushqyese
модни	moda
модни	modë
модни	fashion
модни	mode
модни	modës
имплементација	zbatimi
имплементација	zbatim
имплементација	zbatimin
имплементација	realizimi
имплементација	realizim
сини	blu
сини	blue
сини	kaltër
пијалаци	pijet
пијалаци	pije
пијалаци	pijet
онтарио	ontario
нивите	grurit
додатни	shtesë
ген	gjen
ген	gene
ген	gen
штети	lëndimin
штети	dëmshpërblim
штети	dëmet
штети	dëmtimi
штети	dëmi
штети	dëme
штети	dëm
штети	dëmtim
веста	vesta
антониј	antony
антониј	antonius
континенти	kontinente
надмине	kapërcehet
надмине	kapërcyer
надмине	kapërcimin
ризици	rreziqet
ризици	rrezikon
ризици	rreziqe
трик	truk
трик	hile
трик	marifet
придружен	shoqërohet
придружен	shoqëruar
емоции	emocionet
емоции	emocion
емоции	emocioni
емоции	emocionet
емоции	emocione
тери	terri
тери	teri
тери	terri
тери	terrin
тери	teri
тери	terry
бич	ahu
бич	plazh
бич	plazhi
доминантен	mbizotëruese
судење	gjyq
судење	gjyqin
судење	gjyqi
протестанти	protestantët
протестанти	protestues
протестанти	protestuesve
протестанти	protestuesit
исполнет	mbushen
исполнет	mbushur
конференции	konference
конференции	konferenca
конференции	konferencë
конференции	konferenca
конференции	konferencat
мажот	shoq
мажот	burrit
мажот	shoqi
мажот	burri
татковината	atdhe
избегнува	shmang
заклучоци	gjetje
заклучоци	përfundimet
заклучоци	zbulimet
заклучоци	gjetjet
заклучоци	përfundime
заклучоци	përfundimet
кабинет	kabinetin
кабинет	kabineti
кабинет	kabinetit
кабинет	kabinet
зачуван	shpëtuar
зачуван	ruajtur
зачуван	shpëtoi
зачуван	shpëtuan
зачуван	shpëtuam
арагон	aragoni
значителна	konsiderueshëm
значителна	konsiderueshme
значителна	domethënëse
сончев	sani
здраво	përshëndetje
здраво	hello
здраво	pershendetje
корпорација	korporata
корпорација	corporation
корпорација	korporatë
корпорација	korporatën
радијација	rrezatimi
радијација	rrezatim
анимација	animacion
помогнале	ndihmoi
неутрони	neutronet
краков	krakov
едвај	mezi
едвај	zor
едвај	zor
одеднаш	papritur
одеднаш	befas
одеднаш	papritmas
одеднаш	papritur
ферари	ferrarit
ферари	ferrari
ферари	ferrarin
прописи	rregullat
прописи	rregulloret
прописи	rregullore
премиери	premiera
дуран	durant
дуран	duran
кремљ	kremlin
кромид	qepë
кромид	qepët
кромид	qepë
кромид	qepa
мередит	meredith
продукт	produkti
продукт	prodhim
продукт	produktin
продукт	produktit
продукт	produkt
пролог	prologu
античко	antikitetit
свесни	vetëdije
свесни	vetëdijshëm
свесни	ndërgjegjshëm
свесни	ndërgjegjshme
свесни	vetëdijshëm
висорамнина	malor
освојувач	pushtuesi
викиликс	wikileaks
налог	mandat
започната	nisi
започната	nisur
задоволува	kënaq
југословенска	jugosllav
југословенска	jugosllavë
југословенска	jugosllave
џеф	xhef
џеф	jeff
подигање	buti
подигање	but
подигање	rrite
мак	mac
мак	mek
мак	mack
мак	mek
мак	mak
колона	kolona
колона	kollona
колона	kolonë
нијанси	nuancat
нијанси	hijet
облаци	retë
облаци	reve
адамс	adams
шират	përhapja
шират	përhapje
самоа	samoa
иновации	risi
топла	nxehtë
топла	nxeht
топла	hot
топла	seksi
топла	ngrohtë
топла	ngroht
топла	ngrohte
заинтересиран	interesuar
спроведени	zbatuar
спроведени	zbatohen
спроведени	zbatoi
спроведени	zbatohet
корпорации	korporata
корпорации	korporatat
тропските	tropik
спротивна	kundërta
спротивна	përballë
спротивна	kundërt
забави	palët
забави	partitë
грло	fytin
грло	fyti
грло	fytit
грло	fyt
зборник	zbornik
потсетува	kujton
бизниси	bizneset
бизниси	biznese
теоретичар	teoricien
жорж	xhorxh
моќен	forti
моќен	fuqishëm
моќен	fuqishem
воспоставена	themeluar
зими	dimrat
пилот	piloti
пилот	pilot
линколн	lincoln
линколн	linkoln
линколн	linkolni
вируси	virale
вируси	viruset
