miestni	kohalikud
náčelník	ülem
sociálny	sotsiaalsed
sociálny	sotsiaalne
porto	porto
rozdielne	teistsugune
rozdielne	erinevad
rozdielne	erinev
deutsche	deutsche
adresu	aadress
rumunský	rumeenia
lebky	kolju
lebky	pealuu
úseky	lõigud
priemyselná	tööstusliku
priemyselná	tööstus
priemyselná	tööstuslik
pretekár	racer
uhlie	süsi
uhlie	kivisüsi
uhlie	süsi
abeceda	tähestik
komédie	komöödia
kopa	kuhi
kopa	kuhja
duchovné	vaimne
duchovné	hingeline
extra	ekstra
extra	extra
vzdať	alistu
vzdať	loobumine
snahu	jõupingutusi
snahu	jõupingutused
snahu	pingutus
nárok	nõue
nárok	nõude
nárok	väide
chýb	vigu
chýb	vead
chýb	vead
chýb	putukad
medi	vask
medi	vase
pokryté	hõlmatud
pokryté	kattis
pokryté	kaetud
zavedený	tutvustas
zavedený	tutvustati
jednotlivcov	üksikisikute
jednotlivcov	üksikisikud
archeológ	arheoloog
organizmus	organism
junior	juunior
junior	junior
životy	elud
životy	elab
frekvencie	sagedused
frekvencie	esinemissagedus
frekvencie	sagedus
autobus	buss
autobus	bussi
autobus	bussiga
výrobcu	produtsent
výrobcu	tootja
výrobcu	valmistaja
výrobcu	tootja
tisícročia	aastatuhande
prednášky	loeng
ulrich	ulrich
akademický	akadeemiline
akademický	akadeemilise
návrhov	soovitused
návrhov	ettepanekud
praktické	praktiline
praktické	praktilised
počasie	ilm
nominácia	kandidatuuri
nominácia	nimetamine
trio	trio
skúsenosť	kogemus
skúsenosť	kogemused
najmladší	noorim
sklo	klaasi
sklo	klaasist
sklo	klaas
preložené	tõlgitud
disciplíne	distsipliini
disciplíne	distsipliin
nešpecifikovaná	määratlemata
nešpecifikovaná	määramata
elektrických	elektrilised
elektrických	elektriline
elektrických	elektriline
elektrických	elektrilised
elektrických	elekter
adresy	aadressid
family	pere
family	perekond
operáciu	kirurgia
operáciu	lõikus
operáciu	operatsioon
vzdialený	kauge
vzdialený	pult
naučil	õppis
naučil	õpitud
naučil	õppinud
naučil	õppisin
naučil	õpetatud
naučil	õpetas
porasty	istandused
dmitrij	dmitri
pohlavia	sugu
pohlavia	sugu
pohlavia	seks
pohlavia	sex
wars	sõjad
wars	sõdu
dallas	dallas
karibiku	kariibi
zrýchlenie	kiirendamine
zrýchlenie	kiirendus
core	core
core	tuum
core	tuuma
paralelne	paralleelsed
paralelne	paralleelne
paralelne	paralleelselt
lipa	lipa
challenger	väljakutsuja
bytov	korterid
bytov	baiti
bytov	korterid
bytov	kortereid
centrálny	kesksed
centrálny	kesk
centrálny	keskosa
centrálny	keskne
rodičmi	vanemad
rodičmi	lapsevanemad
eddie	eddie
ross	rossi
ross	ross
média	meedia
fritz	fritz
afganistane	afganistan
afganistane	afganistani
prístupné	ligipääsetav
prístupné	juurdepääsetav
prístupné	kättesaadav
rádia	raadio
rádia	radio
afrických	aafrika
terminál	terminal
terminál	terminali
konstantin	konstantin
výstupy	väljundite
bruins	bruins
armstrong	armstrong
lekára	arst
lekára	arsti
lekára	arst
lekára	arsti
lekára	doktor
rukopis	käsikiri
rukopis	käsikirja
shoemaker	kingsepp
projektom	projektid
prózy	proosa
margaret	margaret
nebezpečné	ohtlikud
nebezpečné	ohtlik
nebezpečné	ohtlikud
nebezpečné	ohtlik
pristáli	maandunud
pristáli	maandus
škótsku	šotimaal
škótsku	šotimaa
škótsku	viski
berkeley	berkeley
outline	kontuur
venovaná	pühendatud
venovaná	pühendunud
platnosť	kehtiv
platnosť	kehtib
platnosť	kehtivus
výchovu	kasvatus
child	laps
child	lapse
zostať	jäämine
zostať	püsi
polo	polo
sporné	küsitav
sporné	vaidlustatud
neba	taevas
baktérie	bakterid
main	põhi
main	peamised
main	main
main	peamine
grafika	graafika
grafika	kunstiteos
grafika	graafika
vodcov	liidrid
vodcov	juhid
estónsko	eesti
estónsko	estonia
sodný	naatrium
sodný	naatriumi
schopností	võimed
medzinárodne	rahvusvaheliselt
médium	meedia
médium	selgeltnägija
médium	keskmise
médium	keskmine
médium	keskmised
médium	andmekandja
vyhláška	edikti
vyhláška	dekreet
úteku	põgenemine
geometrie	geomeetria
fakticky	faktiliselt
zachránil	päästetud
zachránil	salvestatud
zachránil	päästis
pravdepodobnosť	tõenäosus
pravdepodobnosť	tõenäosus
guide	juhend
guide	giid
airbus	airbus
komentár	kommentaari
komentár	kommentaar
komentár	kommentaarid
komentár	märkused
neskoro	hilja
neskoro	hiline
neskoro	hilinenud
dokázať	demonstreerida
dokázať	tõestada
dokázať	tõesta
vybraný	valitud
vybraný	valitud
zvon	kella
zvon	belli
zvon	bell
kult	kultus
usb	usb
veží	tornid
tajne	salaja
dodáva	toimetab
dodáva	tarnitud
kryštály	kristallid
unit	ühik
unit	üksus
belfort	belfort
riadil	sõitsin
riadil	sõitis
príbuzných	sugulased
polomer	raadius
nákladné	kulukas
nákladné	kaubavedu
nechce	soovib
nechce	tahab
užitočné	kasulikud
užitočné	kasulik
užitočné	abivalmis
športovcov	sportlased
dos	dos
terénu	maastik
plemena	tõug
plemena	tõu
otázok	küsimused
širokú	laia
širokú	laiad
širokú	lai
širokú	laia
buffalo	buffalo
pripravený	valmis
chemickej	keemiline
chemickej	keemilised
chemickej	kemikaal
špecifikácie	spetsifikatsioonid
obnoviť	taastamine
obnoviť	taasta
obnoviť	jätka
vodiča	juht
vodiča	autojuht
vajíčka	mune
vajíčka	munad
zavedené	tutvustas
zavedené	tutvustati
zavedené	rakendatud
odborník	eksperdi
odborník	asjatundja
odborník	ekspert
odborník	spetsialist
odborník	spetsialiseerunud
bordeaux	bordeaux
sietí	võrgud
sietí	võrgustikud
sietí	võrgud
matematické	matemaatiline
magazín	ajakiri
chápe	mõistab
hrdinovia	kangelased
bloky	tükid
bloky	plokid
bloky	plokkide
bloky	kvartalit
táborov	laagrid
predkov	esivanemad
guinea	guinea
ralph	ralf
ralph	ralph
dáma	daam
dáma	neiu
dáma	leedi
populárna	populaarne
populárna	populaarsed
drámy	draama
pavilón	paviljon
hospodárska	majanduslik
hodnotenia	hinnangud
hodnotenia	hinnangud
hodnotenia	hinnangud
robotník	töötaja
robotník	tööline
premena	teisendamine
premena	muundamise
premena	metamorfoos
premena	ümberkujundamine
premena	muutumine
vyriešiť	lahendada
vyriešiť	lahenda
vyriešiť	lahenda
vyriešiť	lahendada
mobile	liikuv
mobile	liikuva
mobile	mobiil
mobile	mobiilne
živí	toidab
živí	elusana
živí	elus
živí	elusalt
pietro	pietro
roland	roland
spracovania	töötlus
spracovania	töötlemine
výslovnosť	hääldus
priehrady	tammide
vydávanie	väljastamine
vydávanie	väljaandmine
vydávanie	väljaandmine
vydávanie	emissiooni
vydávanie	emissioon
vydávanie	avaldamise
vydávanie	avaldamine
autorka	autor
politikov	poliitikud
uzavretá	kinnine
uzavretá	suletud
jeruzalem	jeruusalemma
stôp	jalad
stôp	jäljed
stôp	rajad
stôp	jäljed
stôp	traces
kennedy	kennedy
odráža	kajastatud
odráža	peegeldatud
odráža	peegeldab
odráža	kajastab
spoločná	ühine
spoločná	ühise
dolu	alla
dolu	maha
dolu	maas
progress	edusammud
progress	edasiminek
progress	progress
progress	edenemine
obľúbené	lemmik
obľúbené	populaarne
obľúbené	populaarsed
obľúbené	lemmikud
obľúbené	lemmik
obľúbené	lemmikud
kino	kino
kino	kino
značku	brand
bomba	pomm
aplikácia	taotlus
aplikácia	rakendus
aplikácia	kohaldamine
aplikácia	app
aplikácia	rakendus
vyšetrenie	läbivaatus
vyšetrenie	eksam
uplatnenie	kohaldamine
ázijské	aasia
zástupcu	asetäitja
štandardný	vaikimisi
štandardný	standardne
štandardný	standard
psychológie	psühholoogia
zameranie	keskendudes
zameranie	keskendumine
zameranie	suunatud
zameranie	fookus
zameranie	fookuses
meter	meetri
meter	meeter
meter	meetri
meter	meeter
príbehov	lood
príbehov	lugusid
príbehov	lood
príbehov	jutud
jevgenij	jevgeni
pozor	tähelepanu
podrobnosti	detailid
podrobnosti	üksikasjad
podrobnosti	detaili
podrobnosti	detail
podrobnosti	üksikasjad
obnovenie	taastamine
obnovenie	uuendamine
obnovenie	pikendamine
metódu	meetod
malta	miinipilduja
malta	malta
uzol	sõlm
uzol	sõlme
uzol	sõlm
uzol	sõlme
prednosť	prioriteet
prednosť	eelistus
káder	ajatolla
menšiny	vähemuste
menšiny	vähemus
menšiny	vähemuste
menšiny	vähemused
prietok	voo
prietok	voolu
prietok	vool
prietok	voog
striedavo	vahelduva
striedavo	vahelduv
striedavo	vaheldumisi
prevzaté	võetud
mŕtvy	surnud
vyrábali	valmistatud
vyrábali	toodetud
leonard	leonard
menšiu	väiksemaks
menšiu	väiksem
menšiu	väiksemad
algoritmus	algoritm
ovládanie	kontroll
ovládanie	tõrje
strieborná	hõbeda
strieborná	silver
strieborná	hõbe
vchod	sissepääs
vchod	sisenemine
popravený	hukatud
popravený	hukati
bel	bel
neoficiálne	mitteametlikult
chicagu	chicagos
chicagu	chicago
tvoj	sinu
tvoj	teie
tvoj	sinu
sekundárne	teisene
sekundárne	teisesed
sekundárne	teisese
sekundárne	teisejärguline
skok	hüpe
zoskupenie	klaster
zoskupenie	rühmitamine
zoskupenie	rühmitus
gnu	gnu
obmedzenia	piirangud
obmedzenia	piirangud
obmedzenia	piirmäärad
obmedzenia	piirid
obmedzenia	piirangud
obmedzenia	piirangud
reakciu	reaktsioon
tisíce	tuhanded
tisíce	tuhandetes
tisíce	tuhandeid
pec	ahju
pec	ahi
pec	ahju
pec	ahi
pec	ahju
testovanie	katsed
testovanie	testimine
testovanie	katsetamine
železníc	raudteed
železníc	raudteede
otvorene	avatult
otvorene	avalikult
original	originaalne
original	originaal
original	algne
ekvivalent	ekvivalent
ekvivalent	samaväärne
ekvivalent	võrdväärsed
formáte	vorming
formáte	vormindus
formáte	formaat
kapitánom	kapten
belo	belo
šľachtic	aadlik
bejzbal	pesapalli
bejzbal	pesapall
križovatky	risttee
hollywood	hollywood
hollywood	hollywoodi
obchodník	ettevõtja
obchodník	kaupmees
vegas	vegas
široko	laialt
široko	laialdaselt
rekonštrukcie	ülesehitamise
rekonštrukcie	ülesehitus
ken	ken
sedimenty	setted
žiadal	väidetud
žiadal	väitis
chaos	kaos
viacej	rohkem
schneider	schneider
collins	collins
vysielač	saatja
symbolizuje	sümboliseerib
symbolizuje	sümboliseerib
chýbajú	puuduvad
chýbajú	kadunud
chýbajú	puudu
chýbajú	puudub
alba	alba
sledovanie	jälgimine
sledovanie	järelevalve
sledovanie	jälgimine
sledovanie	seire
sledovanie	järelevalve
sledovanie	follow
sledovanie	järgi
sledovanie	järgne
scénu	stseen
scénu	stseeni
bohatstvo	varandus
bohatstvo	rikkus
bohatstvo	rikkusi
bohatstvo	rikkust
bohatstvo	rikkuse
bohatstvo	rikkus
titulok	pealkiri
titulok	pealdis
titulok	caption
titulok	pealkiri
titulok	ametinimetus
titulok	tiitel
ovocie	puuviljad
ovocie	vili
ovocie	puuvili
ovocie	puuvilja
ovocie	viljad
ovocie	puuviljad
kamery	kaamerad
proste	lihtsalt
minca	münt
minca	mündi
označiť	sildi
označiť	tag
označiť	silt
označiť	märgi
označiť	märk
označiť	mark
videli	märgatud
videli	nähtud
videli	näinud
videli	saag
videli	nägin
baptiste	baptiste
náboženská	usklik
náboženská	religioosne
nápad	idee
nápad	mõte
morgan	morgan
albánska	albaania
albánska	albaania
hovoril	räägitud
hovoril	rääkinud
hovoril	rääkisime
hovoril	rääkis
navrhnutá	kujundatud
navrhnutá	disainitud
navrhnutá	projekteeritud
navrhnutá	kavandatud
miestnosť	tuppa
miestnosť	ruum
miestnosť	tuba
letel	lennanud
letel	lendasid
letel	lendas
zásob	varude
zásob	inventuuri
zásob	varud
zásob	varu
zásob	varude
hole	auk
hole	auku
brothers	vennad
tóth	tóth
vládcu	valitseja
monika	monika
monika	monica
ovplyvnená	mõjutanud
ovplyvnená	mõjutas
ovplyvnená	mõjutatud
ovplyvnená	mõjutatud
presnosť	täpsus
presnosť	täpsus
presnosť	täpsusega
presnosť	täpsust
presnosť	täpsus
presnosť	täpsust
presnosť	täpsuse
jam	moos
jam	moosi
komplexné	põhjaliku
komplexné	kõikehõlmav
komplexné	keerukas
komplexné	kompleks
uložená	päästetud
uložená	salvestatud
uložená	päästis
turecký	türgi
zemetrasenie	maavärin
pochopiť	mõista
pochopiť	arusaamine
pochopiť	mõistmist
pochopiť	mõistmine
pochopiť	arusaam
efekty	mõjud
efekty	mõju
efekty	toime
zeppelin	zeppelin
plošina	platvorm
plošina	platoo
myslel	mõtlesin
myslel	arvas
myslel	arvasin
myslel	mõtlemine
myslel	mõeldes
myslel	mõtled
myslel	mõtleb
his	piiripunkti
obmedzená	piiratud
obmedzená	limited
obmedzená	piiratud
uverejnil	kursis
uverejnil	lähetatud
beck	beck
obchody	poed
obchody	kauplustes
obchody	poode
obchody	kauplused
obchody	äri
obchody	äritegevus
obchody	poed
obchody	poode
obchody	kauplused
realizácia	realiseerimise
realizácia	rakendamine
realizácia	elluviimine
realizácia	hukkamine
realizácia	täitmine
realizácia	teostus
kriticky	kriitiliselt
zachrániť	salvestamine
zachrániť	salvesta
zachrániť	päästmine
zachrániť	päästa
zachrániť	pääste
pohrebu	matustel
pohrebu	matus
pohrebu	matused
pohrebu	matuse
slabo	kehvasti
slabo	halvasti
zvukové	kuuldav
dosiahne	saavutab
dosiahne	jõuab
rozpad	lagunemine
rozpad	kõdu
houston	houston
slabé	nõrk
slabé	nõrga
slabé	nõrgad
hercegovina	hertsegoviina
pearl	pearl
pearl	pärl
pearl	pärli
priemerne	keskmine
presadiť	jõustada
kolesá	veljed
kolesá	rattad
prichádzajú	saabub
mississippi	mississippi
zajatcov	vange
zajatcov	vangid
blog	blogi
blog	blogis
samec	meessoost
samec	isane
ramená	õlad
ramená	relvad
ramená	käed
plní	täidab
western	läänemaa
western	lääne
western	western
špecifický	konkreetne
špecifický	spetsiifilised
špecifický	konkreetsete
špecifický	spetsiifiline
trvalé	vastupidav
trvalé	alalise
trvalé	alalised
trvalé	alaline
trvalé	püsiv
trvalé	kestev
baňa	minu
fci	fci
gilbert	gilbert
double	topelt
dakota	dakota
očí	silmad
vrstvu	kiht
vrstvu	kihi
formáty	vormid
baker	pagar
baker	baker
utiekol	põgenesid
utiekol	põgenenud
utiekol	põgenes
utiekol	põgenes
mini	mini
pracovníci	töötajad
pracovníci	töölised
kolumbii	kolumbia
kolumbii	colombia
zoskupenia	klaster
zoskupenia	klastrite
zoskupenia	rühmitused
zoskupenia	rühmitamine
zoskupenia	rühmitus
urobila	tegi
ovplyvnené	mõjutanud
ovplyvnené	mõjutas
ovplyvnené	mõjutatud
ovplyvnené	mõjutatud
kansas	kansas
kansas	kansases
ľudská	inimene
ľudská	inimlik
šťastný	õnnelik
konfliktov	konfliktid
trek	treki
breh	kalda
breh	kaldal
breh	shore
mladí	noored
mladí	young
mladí	noor
povinný	kohustuslikud
povinný	kohustuslik
povinný	kohustuslikud
povinný	kohustuslik
graz	grazi
krásne	kaunist
krásne	ilus
krásne	kaunid
krásne	ilusad
krásne	kaunis
krásne	armsad
krásne	armas
známky	margid
známky	hinded
rektor	rektor
predal	müüdud
obor	hiiglane
obor	hiiglaslik
ira	ira
bohatá	rikkaks
bohatá	rikkad
bohatá	rikkalik
bohatá	rich
bohatá	rikas
turecká	türgi
site	sõela
site	saidi
site	ala
martín	martín
maxim	maksim
príbuzné	sugulased
príbuzné	seonduv
príbuzné	seotud
rozmer	mõõtmed
rozmer	mõõde
primátor	linnapea
jordan	jordan
jordan	jordaania
rozpočet	eelarve
philipp	filipp
franklin	franklin
franklin	franklini
batérie	patarei
batérie	aku
batérie	patareid
batérie	akud
neplatný	vigane
academia	academia
knižnici	raamatukogu
knižnici	teegi
zriadené	asutatud
alkoholu	alkohol
alkoholu	alkoholi
maría	maría
dublin	dublini
dublin	dublinis
veronika	veronica
veronika	veronika
upravená	korrigeeritud
upravená	kohandatud
rom	rom
terry	terry
výmenu	vahetus
okolnosti	asjaolud
okolnosti	asjaolud
vianoce	jõulud
zaútočili	rünnati
zaútočili	rünnatud
zaútočili	ründasid
zaútočili	ründas
predpoklad	eeldus
predpoklad	hüpotees
predpoklad	eeldus
predpoklad	eeltingimus
fedor	fedor
pokoj	peace
pokoj	rahu
pokoj	rahulik
atentát	mõrvamine
bonaparte	bonaparte
plánovaná	ajastatud
plánovaná	planeeritud
plánovaná	plaanitud
plánovaná	kavandatud
aspekty	aspekte
aspekty	aspektid
vyvoláva	tõstab
pacienta	patsient
letiská	lennuväljade
letiská	lennujaamade
letiská	lennujaamad
matke	ema
diamond	diamond
diamond	teemant
zajatí	vangistus
zajatí	vangistuses
hrobky	haud
hrobky	haua
hrobky	hauakambrid
jadrová	tuuma
jadrová	tuumaenergia
über	über
kľúčové	võtme
kľúčové	key
kľúčové	võti
desaťročia	aastakümnete
desaťročia	aastakümneid
grace	grace
cestoval	reisinud
cestoval	reisinud
kartu	kaart
kartu	tab
kartu	kaardiga
kartu	kaart
kartu	kaardi
dana	dana
edgar	edgar
stuart	stuart
študuje	õppimine
dokazuje	tõendab
zákone	testament
toulouse	toulouse
tokov	vood
tokov	voolab
urán	uraan
urán	uraan
urán	uraani
strecha	katus
strecha	katus
utiecť	põgene
utiecť	põgenemine
kampane	kampaaniad
kampane	kampaaniaid
kampane	kampaaniate
danny	danny
obyvateľom	elanikke
obyvateľom	elanikud
obyvateľom	elanikud
obyvateľom	residendid
magic	maagiline
magic	võlu
magic	magic
magic	maagia
stráca	kaotamine
stráca	kaotab
materskej	emaduse
materskej	vanem
materskej	lapsevanem
bonus	preemia
bonus	bonus
bonus	boonus
náhrada	tagastamine
náhrada	hüvitamine
náhrada	hüvitis
náhrada	hüvitamine
náhrada	asendaja
náhrada	asendus
náhrada	asendamine
dominika	dominique
dominika	dominica
autorských	autoriõigused
autorských	autoriõigus
marcela	marcel
jakob	jakob
dostupná	saadaval
dostupná	kättesaadav
obmedzenie	piirang
obmedzenie	piirang
obmedzenie	piiramine
obmedzenie	piir
obmedzenie	piirang
obmedzenie	limiit
obmedzenie	piirangu
obmedzenie	piirang
true	tõene
true	tõsi
topenia	sulavad
nariadenia	määrused
nariadenia	reguleerimine
nariadenia	regulatsioon
nariadenia	määrus
nariadenia	eeskiri
moru	rannik
moru	mereäärne
interakcie	suhtlemine
interakcie	koostoime
sedan	sedaan
als	als
pobočky	filiaalid
pobočky	oksad
kritiku	kriitikat
kritiku	kriitika
kritiku	kriitikat
kritiku	kriitika
téme	teema
meč	mõõk
chad	tšaadi
chad	chad
inštitúcia	institutsioon
inštitúcia	institutsiooni
inštitúcia	asutus
federálny	föderaalne
nádeje	lootused
nádeje	loodab
externý	välised
externý	välise
externý	väline
voyager	voyager
zeus	zeusi
zeus	zeus
experimentálne	eksperimentaalne
ostro	tugevalt
ostro	teravad
ostro	sharp
