sultán	szultán
skutočné	real
skutočné	valós
skutočné	igazi
skutočné	valódi
skutočné	őszinte
skutočné	valódi
skutočné	tényleges
domény	tartományok
návštevy	látogatók
návštevy	látogatói
návštevy	látogató
návštevy	látogatás
návštevy	látogatás
návštevy	látogatások
citát	idézet
citát	idézet
odborov	szakszervezet
odborov	szakszervezetek
štvrté	negyedszer
štvrté	negyedik
vzduchom	levegőben
jonas	jonas
barry	barry
equus	equus
licencie	engedélyek
licencie	engedélyek
licencie	engedély
licencie	engedélyezési
licencie	engedélyezés
nákladu	rakomány
nákladu	szállítmány
budovať	építsünk
budovať	építeni
hlboké	mély
odhad	becsült
odhad	becsült
odhad	becslés
odhad	becslési
odhad	becslés
vojnový	háború
koalície	koalíció
charakteristiky	mutatók
charakteristiky	jellemzők
charakteristiky	jellemzői
charakteristiky	tulajdonságok
charakteristiky	funkciók
charakteristiky	jellemzők
charakteristiky	jellemzői
briti	britek
briti	angol
briti	brit
briti	britek
čínske	kínai
čínske	kínaiak
mama	mama
mama	anyu
mama	anya
mama	édesanyám
mama	anya
mama	anyu
mama	anya
zisku	profit
zisku	haszon
zisku	nyereség
zaznamenané	rögzített
zaznamenané	rögzítve
zaznamenané	regisztrált
zaznamenané	nyilvántartott
zaznamenané	megjegyzendő
zaznamenané	megjegyeztem
venuša	vénusz
väzení	börtön
väzení	börtönben
centrálne	központi
centrálne	központilag
porážku	vereség
porážku	legyőzni
budúci	következő
harvard	harvard
olympic	olimpiai
nepriateľov	ellenségek
nepriateľov	ellenségei
nepriateľov	ellenség
geometria	geometria
reprezentácia	képviselet
reprezentácia	képviselete
priatelia	barátokkal
priatelia	barátok
priatelia	barátaim
priatelia	ismerősök
verše	verseket
socialistická	szocialista
socialistická	szocialisták
prince	herceg
prince	prince
vrtuľníky	helikopter
vrtuľníky	helikopterek
titan	titán
cook	cook
cook	főzni
cook	főz
cook	szakács
cook	főzés
diely	alkatrész
diely	alkatrészek
diely	részek
diely	vágás
diely	vágások
charlotte	charlotte
veciach	számít
počuť	hallani
chemicky	kémiailag
matthew	matthew
matthew	máté
emanuel	emanuel
oskar	oskar
oskar	oscar
predstavenie	előadás
predstavenie	teljesítmény
predstavenie	mutasd
predstavenie	show
vraždy	emberölés
vraždy	gyilkosság
vraždy	gyilkosság
vraždy	gyilkosságok
podvozok	alváz
podvozok	forgóváz
zavedená	bevezetett
zavedená	bemutatott
ensign	zászlós
lisa	lisa
lisa	liza
vybrať	válasszon
vybrať	választás
vybrať	kiválasztás
činiteľ	faktor
činiteľ	tényező
premenné	változtatható
premenné	változó
premenné	változók
fred	fred
adrian	adrian
dvořák	dvořák
štandardy	standardok
štandardy	előírások
štandardy	szabványok
planéte	planet
planéte	bolygónak
planéte	bolygónk
planéte	bolygó
čisté	háló
čisté	nettó
čisté	net
čisté	tisztán
čisté	tiszta
čisté	tiszta
čisté	clean
súbežne	egyszerre
súbežne	egyidejűleg
súbežne	párhuzamos
súbežne	párhuzamosan
tvrdenia	állítások
tvrdenia	követelés
tvrdenia	követelések
tvrdenia	igények
tvrdenia	állítások
tvrdenia	állításokat
tvrdenia	érvek
tvrdenia	állítások
ručne	kézzel
ručne	manuálisan
ručne	manuális
súkromný	magán
súkromný	privát
plody	gyümölcs
plody	gyümölcsök
plody	gyümölcsöt
plody	gyümölcs
plody	gyümölcsök
fórum	fórumokon
fórum	fórum
fórum	fórumon
pestovanie	növekszik
pestovanie	növekvő
pestovanie	telepítési
relácia	ülés
cooper	cooper
nahradená	levált
nahradená	helyébe
logiky	logika
logiky	logikai
pohyby	mozgását
pohyby	mozog
psychológ	pszichológus
slávnosti	fesztivál
terminológia	terminológia
bytosti	lények
bytosti	teremtmények
bytosti	lények
samice	nőstények
samice	nőnemű
samice	nő
samice	női
samice	nőstény
súradnice	koordináta
súradnice	koordinálja
súradnice	koordináták
súradnice	koordináta
súradnice	koordinátákat
senátu	szenátus
senátu	szenátusi
grafický	grafikus
grafický	grafikai
grafický	grafikus
plukovník	ezredes
michelangelo	michelangelo
potomkov	utódok
potomkov	leszármazottai
melbourne	melbourne
korunu	koronát
korunu	crown
korunu	korona
agent	ügynök
tém	témák
kapitola	fejezet
železo	vas
železo	vasat
spisy	írások
podvozku	forgóváz
konečný	döntő
konečný	végleges
konečný	záró
konečný	utolsó
konečný	végső
efektívne	hatékony
efektívne	hatékonyan
efektívne	eredményes
efektívne	hatékonyan
efektívne	eredményesen
efektívne	hatékony
efektívne	hatásos
efektívne	effektív
efektívne	eredményes
efektívne	hatékonyan
efektívne	eredményesen
najnovšie	nemrég
najnovšie	legutóbbi
najnovšie	legújabb
najnovšie	legújabb
najnovšie	legutóbbi
najnovšie	legfrissebb
poľnohospodárske	mezőgazdasági
poľnohospodárske	mezőgazdaság
dolní	dolní
kaplnke	kápolna
sasko	szászország
sasko	szász
modra	kék
modra	blue
jadrom	mag
papiera	papír
platňa	tányér
platňa	lemez
platňa	tányért
spol	társai
hlasovať	szavazz
hlasovať	szavazás
hlasovať	szavazat
hlasovať	szavazzatok
hlasovať	szavazás
hlasovať	szavazati
hlasovať	szavazó
liverpool	liverpool
opravy	korrekció
opravy	javítások
opravy	javítások
opravy	javítás
opravy	javítások
opravy	javítási
opravy	javítást
opravy	javításra
opravy	javítás
dia	dia
mačky	macskák
mačky	cicák
trestné	bűnöző
trestné	bűnözői
brigády	brigádok
brigády	brigád
teológia	teológia
varšave	varsó
ľudský	ember
ľudský	emberi
potrieb	kell
potrieb	szükséglet
potrieb	szükségletei
potrieb	szükségletek
útek	megszökni
útek	szökés
útek	menekülés
útek	megszökni
zaťaženie	terhelés
zaťaženie	terhek
zaťaženie	terhelések
zaťaženie	terhelés
zaťaženie	betöltése
tal	tal
vlastnil	birtokolt
vlastnil	tulajdonában
sarah	sarah
československo	csehszlovákia
spolupracovať	együttműködni
spolupracovať	együttműködni
vyhlásenia	kimutatások
vyhlásenia	állítások
vyhlásenia	nyilatkozatok
vyhlásenia	nyilatkozatok
vyhlásenia	bejelentések
sebastian	sebastian
klaus	klaus
obsahujúce	tartalmazó
dôsledky	következmény
dôsledky	következmények
dôsledky	következményei
chomutov	chomutov
váhy	mérleg
váhy	mérleg
váhy	súlyokat
zámer	szándék
zámer	szándéka
zámer	szándék
zámer	szándéka
hladina	szint
hladina	szintű
čreva	bél
iniciatívy	kezdeményezéseket
iniciatívy	kezdeményezések
iniciatívy	kezdeményező
iniciatívy	kezdeményezés
symbolov	jelek
symbolov	jelölések
symbolov	szimbólumok
symbolov	szimbólum
mons	mons
empire	birodalom
empire	empire
vietname	vietnam
vietname	vietnami
piatok	péntek
piatok	pénteki
piatok	pénteken
tvarov	formák
štúdiá	studios
používateľ	felhasználó
používateľ	felhasználói
made	készítette
made	készült
made	tett
etapy	szakaszok
pristál	leszállt
pristál	landolt
rozširuje	kiterjed
rozširuje	kiterjeszti
rozširuje	kitágul
rozširuje	kiterjeszti
osád	telepek
osád	települések
žltý	sárgák
žltý	sárga
abd	abd
odmietli	elutasított
odmietli	elutasítva
novšie	újabb
jamie	jamie
náčelník	főnök
náčelník	törzsfőnök
sociálny	társadalmi
sociálny	szociális
porto	porto
rozdielne	más
rozdielne	különböző
rozdielne	eltérő
rozdielne	eltérő
deutsche	deutsche
adresu	cím
adresu	címe
rumunský	román
rumunský	románia
rumunský	romániai
lebky	koponyák
lebky	koponya
lebky	koponyát
úseky	szakaszok
úseky	szelvény
priemyselná	ipari
pretekár	racer
pretekár	versenyző
uhlie	szén
uhlie	szenet
uhlie	faszén
abeceda	ábécé
abeceda	abc
komédie	vígjáték
komédie	humor
komédie	komédia
komédie	vígjátékokat
vrh	alom
kopa	kupac
kopa	halom
duchovné	spirituális
duchovné	szellemi
duchovné	lelki
extra	extra
nickelback	nickelback
udržanie	fenntartása
snahu	erőkifejtés
snahu	erőfeszítés
snahu	erőfeszítések
nárok	követelés
nárok	állítás
nárok	igény
nárok	jogosultság
chýb	hibák
chýb	hibákat
chýb	hibák
chýb	hibákat
chýb	rovarok
chýb	bogarak
medi	réz
pokryté	fedett
pokryté	lefedett
pokryté	fedezett
pokryté	borított
zavedený	bevezetett
zavedený	bemutatott
jednotlivcov	magánszemélyek
jednotlivcov	egyének
archeológ	régész
archeológ	régész
organizmus	élőlény
organizmus	organizmus
junior	junior
životy	él
životy	életek
frekvencie	frekvenciákat
frekvencie	frekvencia
frekvencie	gyakoriság
frekvencie	gyakorisága
autobus	busz
autobus	autóbusz
autobus	busszal
výrobcu	gyártó
výrobcu	termelő
výrobcu	producer
výrobcu	termelői
výrobcu	gyártó
tisícročia	millennium
prednášky	előadások
prednášky	előadás
ulrich	ulrich
akademický	akadémiai
návrhov	ajánlások
návrhov	javaslatok
praktické	gyakorlati
praktické	praktikus
estadio	estadio
počasie	időjárás
nominácia	jelölés
nominácia	jelölést
trio	trió
skúsenosť	élmény
skúsenosť	tapasztalat
skúsenosť	tapasztalatok
skúsenosť	tapasztalattal
najmladší	legfiatalabb
sklo	glass
sklo	üveg
sklo	pohár
preložené	lefordított
disciplíne	fegyelem
wwe	wwe
nešpecifikovaná	meghatározatlan
elektrických	elektromos
elektrických	villamos
elektrických	villany
elektrických	elektromos
adresy	címek
family	családi
family	családtag
family	család
operáciu	műtét
operáciu	sebészet
vzdialený	távoli
vzdialený	távirányító
vzdialený	távoli
naučil	tanult
naučil	megtanult
naučil	tanultam
naučil	tanított
existoval	léteztek
existoval	létezett
porasty	ültetvények
dmitrij	dmitri
pohlavia	nemek
pohlavia	nemi
pohlavia	neme
pohlavia	szex
pohlavia	sex
wars	háborúk
dallas	dallasban
dallas	dallasi
dallas	dallas
karibiku	karibi
zrýchlenie	gyorsulás
core	mag
paralelne	párhuzamos
paralelne	párhuzamosan
lipa	lipa
challenger	kihívó
bytov	lakások
bytov	bájt
bytov	apartman
bytov	lakások
bytov	apartmanok
centrálny	központi
rodičmi	szülei
rodičmi	szülők
rodičmi	szüleim
eddie	eddie
nymburk	nymburk
ross	ross
média	media
média	média
fritz	fritz
afganistane	afganisztán
afganistane	afganisztáni
prístupné	elérhető
prístupné	hozzáférhető
prístupné	megközelíthető
prístupné	érhető
rádia	rádió
rádia	rádiós
rádia	radio
afrických	afrikai
terminál	terminál
konstantin	konsztantyin
bruins	bruins
armstrong	armstrong
lekára	orvos
lekára	orvos
rukopis	kéziratot
rukopis	kézirat
shoemaker	shoemaker
projektom	projektek
prózy	próza
margaret	margaret
margaret	margit
pridáva	növeli
nebezpečné	veszélyes
nebezpečné	veszélyes
pristáli	leszállt
pristáli	landolt
škótsku	skócia
škótsku	scotch
škótsku	whisky
berkeley	berkeley
outline	vázlat
venovaná	elkötelezett
bočné	oldalirányú
bočné	oldalsó
platnosť	érvényes
platnosť	érvényessége
platnosť	érvényességi
výchovu	nevelés
child	gyermek
child	gyermeke
child	gyermekem
child	gyerek
zostať	marad
zostať	maradni
zostať	maradj
polo	póló
polo	polo
polo	vízilabda
sporné	megkérdőjelezhető
sporné	kérdéses
sporné	vitatható
sporné	vitás
sporné	vitatta
sporné	vitatott
neba	mennyben
neba	mennyország
neba	menny
baktérie	baktériumok
baktérie	baktérium
main	fő
main	main
main	főbb
grafika	műalkotás
grafika	grafika
grafika	grafikus
vodcov	vezetői
vodcov	vezetők
estónsko	észtország
estónsko	észtországban
sodný	nátrium
schopností	képességeit
schopností	képességek
medzinárodne	nemzetközileg
médium	media
médium	média
médium	látnok
médium	pszichés
médium	médium
médium	közepes
vyhláška	rendelet
vyhláška	rendelet
úteku	megszökni
úteku	szökevény
geometrie	geometria
fakticky	tényszerűen
zachránil	megmentette
zachránil	mentve
zachránil	mentett
pravdepodobnosť	esélyek
pravdepodobnosť	esély
pravdepodobnosť	esélyes
pravdepodobnosť	valószínűsége
pravdepodobnosť	valószínűsége
pravdepodobnosť	valószínűség
guide	kalauz
guide	útmutató
airbus	airbus
komentár	hozzászólás
komentár	megjegyzés
komentár	megjegyzések
komentár	hozzászólás
komentár	megjegyzés
komentár	hozzászólások
komentár	észrevételek
neskoro	későn
neskoro	késő
neskoro	késve
dokázať	bizonyítani
vybraný	választott
vybraný	kiválasztottak
vybraný	kiválasztott
vybraný	kijelölt
vybraný	kiválasztva
vybraný	kiválasztott
zvon	csengő
zvon	bell
zvon	harang
kult	szekta
usb	usb
veží	tornyok
tajne	titokban
dodáva	szállít
dodáva	növeli
dodáva	szolgáltatott
kryštály	kristályok
unit	egység
unit	unit
belfort	belfort
riadil	vezetett
riadil	hajtott
príbuzných	hozzátartozók
príbuzných	rokonok
polomer	körzetben
polomer	sugár
nákladné	költséges
nákladné	rakomány
nechce	akarja
nechce	akar
užitočné	hasznos
užitočné	segítőkész
užitočné	hasznos
športovcov	sportolók
športovcov	sportolók
dos	dos
terénu	terep
plemena	fajta
otázok	kérdés
otázok	kérdéseket
otázok	kérdések
širokú	tág
širokú	széles
širokú	széles
buffalo	bölény
buffalo	bivaly
buffalo	buffalo
pripravený	kész
chemickej	kémiai
špecifikácie	leírások
špecifikácie	előírások
obnoviť	visszaállítani
obnoviť	helyreállítása
obnoviť	visszaállítása
obnoviť	frissítés
obnoviť	folytatás
ueda	ueda
vodiča	sofőr
vodiča	vezető
vodiča	meghajtó
vodiča	kocsis
vodiča	járművezető
vajíčka	tojást
vajíčka	tojások
vajíčka	tojás
zavedené	bevezetett
zavedené	bemutatott
zavedené	végrehajtott
zavedené	megvalósított
odborník	szakember
odborník	szakértő
odborník	szakember
odborník	specialista
bordeaux	bordeaux
sietí	háló
sietí	hálók
sietí	hálózatok
matematické	matematika
matematické	matematikai
magazín	magazin
magazín	tár
magazín	újság
chápe	megért
hrdinovia	hősök
bloky	tömb
táborov	táborok
predkov	őseink
predkov	ősök
guinea	guinea
guinea	guineai
ralph	ralph
dáma	hölgy
populárna	népszerű
populárna	népszerűek
drámy	dráma
drámy	drama
pavilón	pavilon
hospodárska	gazdasági
hodnotenia	értékelések
hodnotenia	vélemények
hodnotenia	minősítések
hodnotenia	nézettség
hodnotenia	értékelések
hodnotenia	értékelések
hodnotenia	értékelések
robotník	dolgozó
robotník	munkavállaló
robotník	munkás
premena	konverziós
premena	átalakítás
premena	metamorfózis
premena	átalakulás
premena	átalakítás
vyriešiť	megoldani
vyriešiť	megoldani
mobile	mobilos
mobile	mobile
mobile	mobil
živí	táplálja
živí	táplálkozik
živí	élve
živí	életben
živí	él
pietro	pietro
roland	roland
spracovania	feldolgozás
výslovnosť	kiejtés
priehrady	gátak
vydávanie	kiállító
vydávanie	kibocsátó
vydávanie	kiadás
vydávanie	kiadó
vydávanie	közzététel
autorka	író
autorka	szerző
politikov	politikusok
uzavretá	mellékelt
uzavretá	bezárt
uzavretá	zárva
uzavretá	zárt
jeruzalem	jeruzsálem
stôp	lábak
stôp	láb
stôp	nyomok
stôp	nyomokat
stôp	sínek
stôp	traces
stôp	nyomokban
kennedy	kennedy
pilotov	pilóták
odráža	tükröződik
odráža	tükrös
odráža	tükrözze
odráža	tükrözi
spoločná	ízületi
spoločná	joint
spoločná	együttes
spoločná	közös
dolu	lefelé
dolu	le
progress	előrehaladás
progress	előrelépés
progress	fejlődés
progress	haladás
obľúbené	kedvenc
obľúbené	kedvencem
obľúbené	népszerű
obľúbené	népszerűek
obľúbené	kedvencek
obľúbené	kedvenc
obľúbené	kedvencem
obľúbené	kedvencek
kino	kino
kino	mozi
značku	brand
značku	márka
bomba	bomba
aplikácia	kérelem
aplikácia	alkalmazás
aplikácia	jelentkezés
aplikácia	app
aplikácia	alkalmazás
vyšetrenie	vizsgálat
vyšetrenie	vizsga
uplatnenie	alkalmazhatóságát
ázijské	ázsiai
zástupcu	helyettes
zástupcu	megbízott
štandardný	alapértelmezés
štandardný	alapértelmezett
štandardný	normál
štandardný	szabványos
štandardný	szabvány
štandardný	standard
psychológie	pszichológiai
psychológie	pszichológia
zameranie	célzás
meter	méter
meter	méter
meter	mérő
príbehov	mesék
príbehov	történetek
príbehov	történeteket
príbehov	mesék
príbehov	bejegyzések
jevgenij	jevgenyij
pozor	óvatosan
podrobnosti	részletek
podrobnosti	részleteket
podrobnosti	részlet
podrobnosti	részletes
obnovenie	helyreállítási
obnovenie	helyreállítása
obnovenie	felújítás
metódu	módszer
malta	aknavető
malta	máltai
malta	málta
uzol	csomópont
uzol	csomót
uzol	csomó
prednosť	prioritás
prednosť	elsőbbséget
prednosť	előnyben
prednosť	elsőbbség
káder	ajatollah
menšiny	kisebbségi
menšiny	kisebbség
menšiny	kisebbségek
prietok	flow
prietok	áramlás
striedavo	váltakozó
striedavo	felváltva
prevzaté	foglalt
mŕtvy	halott
mŕtvy	halottak
vyrábali	gyártottak
vyrábali	előállított
vyrábali	gyártott
leonard	leonard
menšiu	kisebbet
menšiu	kisebbek
menšiu	kisebb
algoritmus	algoritmust
algoritmus	algoritmus
ovládanie	kontroll
ovládanie	irányítás
ovládanie	vezérlő
ovládanie	ellenőrzési
ovládanie	ellenőrzés
ovládanie	ellenőrzések
strieborná	silver
strieborná	ezüst
vchod	belépő
vchod	bejárat
popravený	kivégezték
bel	bel
chicagu	chicagóban
chicagu	chicagói
chicagu	chicago
sekundárne	középfokú
sekundárne	másodlagos
skok	ugorj
skok	ugrás
zoskupenie	klaszter
zoskupenie	csoportosulás
gnu	gnu
obmedzenia	korlátok
obmedzenia	korlátozások
obmedzenia	korlátozás
obmedzenia	korlátozások
obmedzenia	korlátozás
obmedzenia	megszorítások
obmedzenia	korlátok
obmedzenia	korlátozások
obmedzenia	határok
obmedzenia	határértékek
obmedzenia	korlátok
reakciu	reagálás
reakciu	reakció
reakciu	reakciók
tisíce	ezrek
tisíce	ezer
nezahŕňa	kizárja
pec	kazán
pec	kemence
pec	sütő
pec	kemence
pec	kemence
pec	pec
testovanie	tesztelés
testovanie	vizsgálati
testovanie	vizsgálat
testovanie	próba
testovanie	teszt
železníc	vasút
železníc	vasutak
otvorene	nyíltan
original	eredeti
ekvivalent	egyenértékű
ekvivalent	megfelelője
formáte	formátuma
formáte	formátum
kapitánom	kapitány
belo	belo
bejzbal	baseball
križovatky	kereszteződés
križovatky	csomópont
križovatky	junction
križovatky	crossroads
križovatky	csomópontok
hollywood	hollywood
hollywood	hollywoodban
hollywood	hollywoodi
obchodník	kereskedő
vegas	vegas
vegas	vegasban
vegas	vegasi
rekonštrukcie	felújítás
rekonštrukcie	felújítási
rekonštrukcie	újjáépítési
ken	ken
ken	kene
žiadal	igényelt
žiadal	állította
chaos	káosz
viacej	több
viacej	more
viacej	további
viacej	tobb
schneider	schneider
collins	collins
vysielač	jeladó
symbolizuje	szimbolizálja
nominácie	jelölések
nominácie	jelöléseket
chýbajú	hiányzik
chýbajú	eltűnt
chýbajú	hiányzó
alba	alba
sledovanie	nyomkövető
sledovanie	követés
sledovanie	monitoring
sledovanie	megfigyelés
sledovanie	ellenőrzés
sledovanie	felügyelet
sledovanie	megfigyelés
sledovanie	felügyeleti
sledovanie	követni
sledovanie	kövesd
scénu	jelenet
bohatstvo	vagyon
bohatstvo	szerencse
bohatstvo	vagyont
bohatstvo	gazdagság
bohatstvo	gazdagság
bohatstvo	jólét
bohatstvo	vagyon
titulok	főcím
titulok	felirat
titulok	cím
titulok	címe
titulok	beosztás
ovocie	gyümölcs
ovocie	gyümölcsök
ovocie	gyümölcsöt
ovocie	gyümölcs
ovocie	gyümölcsök
kamery	kamerák
observatórium	obszervatórium
proste	csak
minca	érme
označiť	címke
označiť	megjelölés
označiť	tag
označiť	megjelölése
označiť	mark
videli	foltos
videli	láttam
videli	látta
videli	látták
videli	láttam
videli	látta
videli	fűrész
baptiste	baptiste
náboženská	vallásos
náboženská	vallás
náboženská	vallási
kvapaliny	folyadék
kvapaliny	folyadékok
kvapaliny	folyadékot
kvapaliny	folyadékok
nápad	ötletem
nápad	elképzelés
nápad	ötlet
morgan	morgan
albánska	albán
albánska	albánia
hovoril	beszélt
hovoril	beszélt
hovoril	beszéltem
hovoril	beszélt
hovoril	beszéltem
navrhnutá	tervezett
navrhnutá	megtervezett
miestnosť	terem
miestnosť	szoba
letel	repült
letel	repült
zásob	leltár
zásob	készlet
zásob	részvény
hole	lyuk
hole	gödör
brothers	testvérek
vládcu	uralkodó
monika	monika
monika	monica
monika	mónika
ovplyvnená	befolyásolták
ovplyvnená	érintett
ovplyvnená	érintettek
heineken	heineken
presnosť	pontosság
presnosť	precíziós
presnosť	pontosság
presnosť	pontosság
jam	jam
jam	lekvár
komplexné	átfogó
komplexné	összetett
komplexné	komplex
uložená	megmentette
uložená	mentve
uložená	mentett
turecký	török
zemetrasenie	földrengés
zemetrasenie	földrengés
zemetrasenie	földrengés
zemetrasenie	földrengések
pochopiť	értem
pochopiť	megértés
pochopiť	egyetértés
pochopiť	megértő
pochopiť	megértést
zväzkov	köteg
zväzkov	csomagok
efekty	hatások
efekty	hatásai
efekty	hatás
zeppelin	zeppelin
plošina	platform
plošina	fennsík
myslel	hittem
myslel	gondoltam
myslel	gondolat
myslel	gondolkodás
myslel	gondolkodik
myslel	gondolkodom
myslel	gondolkodó
his	bip
obmedzená	limited
obmedzená	limitált
obmedzená	korlátozott
obmedzená	korlátolt
obmedzená	korlátozott
obmedzená	korlátozottak
uverejnil	közzétette
uverejnil	kiküldött
uverejnil	közzétett
beck	beck
obchody	boltok
obchody	boltokban
obchody	üzletek
obchody	üzleti
obchody	üzlet
obchody	foglalkozik
obchody	boltok
obchody	boltokban
obchody	üzletek
kentaur	kentaur
realizácia	megvalósításához
realizácia	megvalósítás
realizácia	végrehajtás
realizácia	végrehajtására
realizácia	megvalósítás
realizácia	felismerés
realizácia	megvalósítás
realizácia	kivégzés
realizácia	végrehajtás
realizácia	kivitelezés
kriticky	kritikusan
kužele	kúpok
zachrániť	mentés
zachrániť	megmenteni
zachrániť	mentése
zachrániť	megmentési
zachrániť	mentő
zachrániť	mentés
pohrebu	temetésen
pohrebu	temetés
pohrebu	temetése
slabo	rosszul
zvukové	hallható
dosiahne	eléri
rozpad	szétesés
rozpad	bomlás
apoštolov	apostolok
houston	houston
houston	houstonban
slabé	gyenge
slabé	gyengék
hercegovina	hercegovina
pearl	pearl
pearl	gyöngy
priemerne	átlagos
priemerne	átlagosan
priemerne	átlag
presadiť	érvényesíteni
kolesá	kerekek
kolesá	kerekes
kolesá	kerék
uzavretý	mellékelt
prichádzajú	érkezem
prichádzajú	érkezik
mississippi	mississippi
zajatcov	rabok
zajatcov	foglyok
blog	blog
samec	férfi
samec	hím
ramená	vállak
ramená	váll
ramená	karok
ramená	fegyvert
ramená	karokat
ramená	kar
