분류	loại
추가	thêm
육군	quân
육군	army
라운드	hiệp
라운드	vòng
어머니	mẹ
소설	fiction
편곡	arranger
만화	comic
만화	manga
만화	manhwa
만화	cartoon
모델	model
사진	ảnh
사진	ảnh
사진	ảnh
사진	photo
사진	foto
사진	ảnh
시스템	hệ
뉴스	tin
지하철	metro
유명한	nổi
육상	athletics
연결	hã
그들의	nhị
도로	đường
도로	road
최대	đa
최대	max
이야기	truyện
이야기	chuyện
문제	đề
하나	xả
하나	một
하나	one
관리자	admin
엔터테인먼트	entertainment
상징	iconic
알려진	quen
위키백과의	wikipedia
정규	thường
정규	chuẩn
정규	thường
기술	ktv
독립	lập
사고	nạn
월드	giới
주변	khoảng
주변	vòng
그녀의	her
그녀의	cổ
런던	đôn
런던	london
그들은	quất
그들은	những
그들은	chúng
그들은	họ
말했다	nói
말했다	bảo
말했다	said
음력	lunar
미국인	american
미국인	mỹ
윈도우	windows
항상	luôn
기독교	nguyen
기독교	christian
자기	babe
전기	điện
전기	điện
전기	điện
캐나다	canada
가족	gia
가족	đình
개월	tháng
폐지	phổi
폐지	ớt
인천	incheon
아래	dưới
아래	dưới
아래	bậc
아래	đáy
아래	bottom
실제로	thực
파리	paris
구조	cứu
최근	lately
지금	giờ
지금	ngay
자유	do
자유	free
자유	rảnh
등급	magnitude
대표	chê
대표	rep
강한	mạnh
강한	strong
유형	kiểu
유형	gõ
유형	loại
유형	loại
버스	bus
그런데	nhưng
제임스	james
세가	sega
밴드	ban
밴드	band
밴드	bands
연방	commonwealth
연방	federation
아프리카	phi
자동차	car
자동차	xe
자동차	oto
자동차	ôtô
최다	choi
대구	daegu
대구	cod
나중에	sau
뮤직	nhạc
투수	pitchers
쉽게	nhẹ
오후	chiều
임대	thuê
임대	rentals
임대	thuê
임대	thuê
포함	chứa
포함	gồm
포함	gồm
포함	kèm
영업	bán
영업	lô
과학	khoa
조지	george
평균	avg
시작	khởi
시작	startup
사실	sự
사실	thực
폴란드	polish
제도	đảo
타이틀	tựa
중앙	tâm
중앙	centre
군인	binh
군인	lính
대상	đo
산업	ngành
오른쪽	phải
오른쪽	đúng
베트남	việt
베트남	vietnam
베트남	vietnamese
후지	fuji
지구	đất
낮은	low
낮은	thấp
홋카이도	hokkaido
홋카이도	hokkaidō
몇몇	vài
해군	navies
표준	chuẩn
표준	standard
다중	nhiều
네이버	naver
윌리엄	william
윌리엄	bill
유로	euro
오스트리아	áo
베이징	kinh
베이징	kinh
그린	greene
그린	greens
그린	lục
분쟁	xung
보컬	vocals
보컬	vocalist
보컬	thanh
보컬	vocal
광주	gwangju
온라인	online
회사	ty
통합	trộn
통합	integrated
미디어	media
미디어	vừa
미디어	medium
미디어	trung
센터	tâm
센터	centre
제목	tựa
워싱턴	washington
코미디	hài
부인	madam
부인	phu
아주	cực
아주	rất
일본어	nhật
연출	rendition
사망	chết
사망	chết
네덜란드	netherland
네덜란드	bản
네덜란드	hoà
네덜란드	dutch
이용	dùng
브라질	brazil
브라질	brasil
브라질	bra
브라질	brazil
브라질	brazilian
오스트레일리아	australia
오스트레일리아	úc
네트워크	mạng
네트워크	mạng
네트워크	mạng
뮤지컬	nhạc
뮤지컬	musical
뮤지컬	musicals
스타크래프트	starcraft
종류	kiểu
종류	gõ
종류	loại
종료	thoát
종료	end
종료	kết
종료	thoát
종료	exit
종료	shutdown
여전히	côn
여전히	vẫn
차량	oto
차량	ôtô
차량	car
차량	xe
차량	xe
그냥	chỉ
그냥	funny
스타	stars
부분	saga
부분	part
부분	phần
부분	phần
아일랜드	ireland
스페셜	cống
학사	bachelor
유나이티드	united
유나이티드	hoa
크기	cỡ
크기	thước
크기	chiều
크기	cỡ
크기	size
작곡가	composers
기자	giza
기자	khmer
전자	electron
후쿠오카	fukuoka
남부	nambu
남부	nam
동물	vật
동물	vật
출처	vạn
출처	nguồn
출처	nguồn
거리	phố
거리	street
인천광역시	incheon
교토	kyoto
이동	dời
이동	chuyển
젊은	trẻ
젊은	young
코치	coaches
코치	hlv
히로시마	hiroshima
충분히	đủ
아메리카	châu
아메리카	mỹ
슈퍼	super
슈퍼	siêu
조약	treaties
따로	skill
요코하마	yokohama
왼쪽	trái
단지	chỉ
단지	funny
상태	status
상태	bang
공연	suất
공연	xem
공연	hiện
공연	show
득점	điểm
득점	điểm
사랑	love
사랑	yêu
마이클	michael
종종	jong
모스크바	moscow
모스크바	moskva
아이돌	idols
아이돌	idol
친구	bè
친구	bạn
친구	hiền
면적	loạt
면적	vực
면적	vùng
오픈	download
오픈	mở
오픈	má
버전	phiên
버전	bản
특별한	cống
코드	code
코드	mã
코드	codes
코드	mã
다섯	năm
공간	khoảng
빠른	mau
빠른	nhanh
문자	chữ
문자	script
문학	thơ
소련	soviet
여기에	đây
약간	hơi
멕시코	mễ
멕시코	mexico
에너지	thụ
에너지	lượng
메이지	meiji
차트	chart
나고야	nagoya
마리아	mary
마리아	chư
마리아	maria
로버트	robert
문장	câu
문장	câu
디자인	designs
짧은	bài
짧은	ngắn
짧은	short
짧은	lá
짧은	lùn
짧은	shorty
지도자	leader
장소	nơi
장소	chỗ
훨씬	nhiều
마을	phố
마을	làng
마을	làng
대구광역시	daegu
작전	thao
유명하다	nổi
특수	cống
텍사스	texas
우선	trước
우선	đầu
수영	bơi
수영	bơi
스위스	swiss
북부	bắc
북부	bắc
보호	vệ
연합	union
연합	hợp
베이스볼	chày
시티	phố
시티	by
베스트	nhất
미니시리즈	miniseries
롯데	lotte
요리	dish
요리	món
인간	human
태풍	bão
태풍	typhoon
반대	ngược
조직	mô
드래프트	nháp
왕조	triều
오스트레일리아의	australia
오스트레일리아의	úc
아름다운	đẹp
스튜디오	studios
스튜디오	studio
라이브	sống
라이브	live
음성	voice
음성	giọng
음성	âm
음성	ám
국립	gạt
교차로	lô
울산	ulsan
데이비드	david
루이	louis
루이	louie
경찰	cớm
경찰	cop
경찰	cảnh
페이지	page
페이지	trang
페이지	trang
픽처스	ảnh
이제	giờ
이제	ngay
명단	kê
명단	list
명단	danh
공격	công
공격	assault
거대한	huge
시카고	chicago
동부	đông
터키	turkish
전문	chuyên
환경	ctp
오래된	cũ
오래된	tuổi
오래된	già
넓은	rộng
넓은	vid
넓은	rộng
경주	xáo
경주	đua
경주	nhung
경주	đua
경주	gyeongju
조사	bê
학생	bmi
생활	sống
생활	living
생활	đời
법률	luật
법률	luật
계획	plan
헨리	hanley
헨리	henley
헨리	henry
카드	bài
카드	thẻ
카드	bài
카드	thẻ
카드	card
촬영	bắn
촬영	bắn
시장	chợ
소년	boy
소년	trai
소년	bé
소년	boys
서부	tây
서부	tây
시인	thơ
메일	mail
메일	evolution
메일	thư
지바	chiba
임시	nháp
임시	temp
내부	nội
내부	nội
대형	lớn
교회	thờ
레이블	nhãn
레이블	labeling
레이블	thẻ
레이블	nhãn
기관	sở
엔진	tơ
붉은	đỏ
이론	thuyết
달러	đôla
필리핀	philippines
필리핀	philippine
군주	symposiachrus
군주	monarch
지하	hầm
노벨	nobel
여름	summer
여름	hè
다르다	khác
차원	chiều
차원	chiều
헝가리	hungary
헝가리	hung
헝가리	hungary
사단	division
챔피언	champ
챔피언	cọc
챔피언	champion
챔피언	champions
베를린	berlin
블로그	blog
블로그	blogger
반대로	ngược
출시	launch
출시	phóng
출시	đến
출시	tới
출시	release
출시	nhả
번지	bungee
자동	auto
자동	động
자동	tự
신문	báo
잘못된	sai
잘못된	lỗi
잘못된	nhầm
장군	tướng
장군	chung
깊은	deep
깊은	sâu
에어	khí
에어	air
솔로	solo
확인	tra
비트	đánh
비트	phật
비트	bit
비트	cắn
비트	bit
비트	hê
비트	sọc
피아노	piano
투구	mũ
특별	cống
참여	tooltip
손자	cháu
우크라이나	ukraine
우크라이나	ucraina
우크라이나	ukraina
남성	nam
남성	buồng
남성	đực
남성	nam
남성	hãm
남성	người
남성	man
어려운	khó
아사히	asahi
방법	cách
과정	hải
맨체스터	manchester
기반으로	dựa
댄스	điệu
댄스	múa
승리	thang
승리	win
승리	thắng
승리	winning
승리	thắng
만나	meet
만나	gặp
수학	toán
수학	toán
수학	toán
오스만	ottoman
오스만	osman
콘서트	concert
공원	viên
공원	park
공원	parks
아르헨티나	argentina
아르헨티나	argentina
아르헨티나	argentine
블랙	đen
액션	hành
둘러보기	duyệt
둘러보기	tour
사람들	người
예술	art
자매	ruột
공작	duke
국적	nationalities
카를	karl
프로필	sơ
클래식	classic
태양	nắng
태양	cn
태양	solar
분리	detachment
분리	skill
마리	marie
마리	mari
전주	jeonju
한글	han
국기	cờ
찰스	charles
타이완	taiwan
베이스	base
베이스	bass
골든	vầng
골든	golden
골든	đỏi
모바일	mobile
모바일	mobil
벨기에	bỉ
벨기에	bỉ
연장	cục
연장	extra
형태	mẫu
형태	hình
형태	form
아내	vợ
아내	vợ
아내	vơ
아내	vk
루이스	lewis
루이스	louis
보아	boa
투어	tour
투어	tours
유지	giữ
마이크로소프트	micro
마이크로소프트	microsoft
자막	caption
중심	tâm
남쪽	nam
규슈	kyushu
확장	bung
공개	công
행성	tinh
정말	thực
정말	thật
결혼	marry
결혼	cưới
결혼	marriages
바이에른	bayern
바이에른	bavaria
이미지	nh
이미지	hình
이미지	ảnh
포르투갈	portugal
세로	dọc
출생	sinh
출생	sinh
코파	copa
이슬람	islam
그들이	quất
그들이	những
그들이	chúng
그들이	họ
오페라	opera
신장	thận
신장	cật
신장	thận
하루	ngày
하루	day
둘째	giây
이유	chi
트랙	vết
트랙	rãnh
트랙	vết
트랙	rãnh
나무	gỗ
나무	củi
나무	cây
나무	cây
화학	hóa
화학	hóa
화학	lờ
기후	gifu
출신지	quê
회의	thảo
회의	họp
회의	conferences
통신	telecom
소녀	girl
소녀	gái
소녀	girls
소녀	gái
챔피언십	cọc
챔피언십	champion
빠르게	nhanh
기념	commemoration
제주	jeju
마크	marc
마크	mác
마크	mark
문서로	liệu
타이	thailand
타이	thái
타이	tai
코리아	korea
코리아	hàn
힙합	hiphop
힙합	hop
함수	hàm
가치가	giá
사이타마	saitama
대략	khoảng
대략	về
대략	ban
자이언츠	giants
상호	chung
오직	chỉ
오직	duy
표창	citation
권한	phép
권한	ngập
권한	quyền
식민지	khu
화가	angry
메인	chính
메인	main
메인	maine
리처드	richard
자연	chích
중간	trung
중간	giữa
중간	đọng
중간	vừa
중간	medium
중간	trung
보잉	boeing
조지아	georgian
조지아	gruzia
조지아	georgia
북쪽	bắc
비밀	secrets
비밀	mật
비밀	bí
스코틀랜드	scots
스코틀랜드	scotland
스코틀랜드	scottish
마드리드	madrid
러브	love
러브	yêu
다리	cầu
다리	chân
다리	xương
다리	bridges
다리	cầu
다리	chân
일정	lịch
심각한	bách
동쪽	đông
오리지널	gốc
오리지널	tác
단계	bước
단계	bước
레코드	records
레코드	album
소개	bio
소개	khoảng
소개	về
소개	ban
소개	intro
대전광역시	daejeon
문신	săm
문신	tattoo
문신	xăm
문신	xăm
번역	dịch
번역	dịch
번역	dịch
번역	dịch
방향	hướng
방향	hướng
아침	sáng
아침	sáng
연맹	union
연맹	hợp
연맹	federation
은퇴	hưu
평가	unplugged
교사	dạy
교사	thầy
갤럭시	galaxy
메모리	ức
선거구	constituency
닛폰	nippon
미리	advance
트위터	twitter
보니	bonnie
말로	marlowe
이스라엘	israel
논의	dóc
극장	rạp
에드워드	edward
남편	chồng
남편	mun
남편	husband
집에	nhà
덴마크	danish
대사	sứ
서버	phục
서버	server
에피소드	tập
에피소드	episodes
에피소드	tập
에피소드	episode
이토	ito
이토	itō
호텔	hotel
판타지	fantasy
판타지	fantasies
프리드리히	friedrich
프리드리히	frederick
지상	terrestrial
레알	real
레알	thực
레알	thật
레알	thiệt
수정	sửa
기반	dựa
신화	shinhwa
신화	myth
형식으로	format
무기	khí
무기	súng
무기	khí
무기	tay
아메리칸	american
아메리칸	mỹ
그렇다면	rồi
즉시	ngay
즉시	instant
즉시	tức
소유	chính
플로리다	florida
소수	prime
소수	decimals
드럼	drum
드럼	trống
드럼	trống
라인	line
라인	dòng
라인	lines
라인	dòng
라인	rhine
라인	rhein
적도	equatorial
항공사	airlines
항공사	airline
독특한	unique
이닝	yining
밝은	sáng
밝은	mẻ
밝은	brighter
플레이	play
플레이	chơi
플레이	at
위키	wiki
집합	đặt
집합	set
서쪽	tây
떠나	bỏ
입고	mặc
입고	đeo
스즈키	suzuki
연구소	viện
연구소	laboratories
여행	du
여행	tour
여행	tý
여행	lượt
여행	trip
노르웨이	nauy
분할	tách
분할	chia
언제나	luôn
판매	bán
판매	bán
판매	bán
판매	bán
판매	lô
판매	bán
판매	lô
판매	sale
사토	eisaku
사토	sato
세종	sejong
머리	tóc
머리	đầu
머리	đàu
머리	head
머리	murray
검색	tìm
검색	ve
상위	upper
미술	art
페이스북	facebook
미스	miss
미스	nhớ
아래에	dưới
그래픽	graphic
번호	số
중화	chunghwa
테니스	tennis
미터	mét
미터	mét
미터	mét
필요	nhu
뮌헨	münchen
뮌헨	munchen
뮌헨	munich
축제	festival
만들기	tạo
만들기	tạo
만들기	tạo
토론토	toronto
아날로그	analogue
아날로그	analog
도카이	tokai
전차	tank
전차	tăng
전차	bể
전차	tăng
보스턴	boston
소재	nguyên
피터	pete
피터	peter
피터	phêrô
목소리	voice
목소리	giọng
모리	mori
레드	đỏ
라이트	wright
라이트	châm
라이트	đèn
라이트	nhạt
왕자	hoàng
왕자	prince
파크	viên
파크	park
파크	parks
창원시	changwon
장미	rose
장미	ngợi
이라크	iraq
이라크	iraq
블루	xanh
부모	song
유리	cốc
유리	kính
유리	ly
유리	yuri
마음	tim
마음	heart
마음	phiền
하버드	havard
하버드	harvard
연기	diễn
연기	hút
연기	khói
고베	kobe
세이부	seibu
충분한	đủ
소니	sony
영역	miền
영역	zone
영역	múi
영역	vùng
영역	loạt
영역	vực
영역	vùng
개봉	release
개봉	nhả
개봉	mở
산맥	núi
안드로이드	android
집단	group
집단	nhóm
아직도	côn
아직도	vẫn
유명	nổi
한국인	hàn
투표	vote
투표	bầu
바다	biển
바다	biển
속도	gear
소나무	thông
소나무	pine
싱가포르	singapore
싱가포르	singapore
핵심	lõi
핵심	hạt
핵심	nhân
조카	cháu
나이	tuổi
세부	cebu
메탈	co
해리	harry
학원	trường
학원	học
좋다	tốt
좋다	hay
좋다	ngon
프랑스어	pháp
시드니	sidney
시드니	sydney
그랜드	grand
오프닝	mở
생성	tạo
생성	tạo
생성	tạo
생성	tạo
후쿠시마	fukushima
일본인	nhật
절대	bao
인도네시아	indonesia
인도네시아	indonesia
겨울	winter
구글	google
인용	quote
인용	citations
아이치	aichi
총액	tổng
시험	test
시험	thử
시험	thi
시험	thi
타임	gian
타임	thời
화산	volcanoes
우리의	plr
귀족	aristocracy
브라운	brown
브라운	nâu
브라운	braun
브라운	browne
엄마	mẹ
엄마	mom
엄마	mẹ
미니	mini
미니	minnie
종이	giấy
종이	trát
매사추세츠	massachusetts
주장	nhận
주장	ngợi
주장	khai
샤를	charles
빅토리아	victoria
은행	banks
은행	ngân
은행	bank
고전	classic
터미널	trạm
터미널	tận
분석	analytics
내각	tủ
할아버지	nội
할아버지	nội
가고시마	kagoshima
파워	sục
파워	lực
국민	gạt
국민	người
발행	đăng
버지니아	virginia
회전	xoay
회전	xoay
회전	quay
회전	xoay
회전	quay
사가	saga
크리스	chris
선택	chọn
선택	chọn
선택	chồn
선택	chọn
선택	đặt
단일	single
단일	đơn
단일	unitary
세트	đặt
세트	set
세트	dong
지휘	lệnh
지휘	huy
지휘	lềnh
스토리	truyện
스토리	chuyện
스토리	truyện
스토리	tin
규모	phóng
규모	magnitude
은하	galactic
은하	galaxies
은하	galaxy
항구	cảng
항구	cảng
항구	cổng
항구	port
항구	cảng
플레이오프	playoffs
플레이오프	playoff
토머스	thomas
기계	máy
무역	trade
경쟁	đua
경쟁	nhung
식물	cây
식물	gieo
식물	trồng
식물	cấy
주니어	nhỏ
주니어	junior
심지어	chính
동료	per
사전	điển
토마스	thomas
디즈니	disney
수비수	defender
수비수	cọc
칠레	chile
칠레	chile
형식	kiểu
형식	gõ
형식	loại
형식	mẫu
형식	format
변수	biến
오늘	nay
체계	hệ
중부	trung
중부	central
마쓰다이라	matsudaira
조정	chỉnh
나가사키	nagasaki
제한	hạn
여섯	six
여섯	sáu
스티븐	stephen
스티븐	steven
계급	ranks
계급	hạng
계급	lớp
계급	rang
계급	rank
세르비아	serbia
세르비아	serbia
나가노	nagano
테마	thái
대륙	continental
나쁜	xấu
나쁜	bad
나쁜	kém
나쁜	khiếp
나쁜	tệ
야마구치	yamaguchi
발견	discovery
로고	logo
빌보드	billboard
센트럴	trung
센트럴	central
일리노이	illinois
가끔	đôi
인기	nắp
인기	top
인기	đỉnh
주말	weekend
보안	ninh
세포	cell
점수	điểm
점수	điểm
점수	điểm
포털	portal
포털	cổng
이상한	weird
이상한	rar
이상한	lạ
이상한	lạ
화이트	trắng
화이트	white
화이트	bạch
아마추어	amateur
위키미디어	wikimedia
전설	legend
플레이스테이션	playstation
실험	nghiệm
레이	ray
시리아	syria
시리아	syria
시리아	syrian
내셔널	gạt
최근에	lately
설계	designs
단편	fragments
바르셀로나	barcelona
작업	jobs
작업	task
구마모토	kumamoto
오키나와	okinawa
강제	buộc
레벨	cấp
레벨	mức
레벨	tầng
레벨	cấp
엘리자베스	elizabeth
엘리자베스	elisabeth
오하이오	ohio
경북	gyeongbuk
게스트	khách
게스트	khách
폭스	fox
폭스	cáo
그때	rồi
고속도로	freeway
디스크	đĩa
디스크	discs
디스크	đĩa
좁은	hẹp
청주시	cheongju
서양	tây
독일어	đức
로맨스	romance
관광	tour
소스	nguồn
소스	ngao
소스	sốt
소스	nguồn
열대	tropical
열대	tropics
진짜	real
진짜	thực
진짜	thật
진짜	thiệt
나카무라	nakamura
마틴	martin
공장	gieo
공장	trồng
공장	cấy
시민	civic
재즈	jazz
화면	bày
질량	nhái
질량	mass
니가타	niigata
루마니아	rumani
루마니아	romania
루마니아	românia
펜실베이니아	pennsylvania
금지	ban
금지	cấm
금지	cấm
금지	cấm
비판	critique
로봇	robot
로봇	robot
로봇	robots
국경	viền
국경	viền
국경	biên
또다른	khác
타격	nháy
로드	nạp
로드	tải
로드	rod
로드	đường
로드	road
굵은	đậm
굵은	bold
오토	otto
능력	capability
전사	warriors
저장	lưu
저장	bích
저장	cứu
모험	adventures
작성	soạn
병원	viện
병원	xá
행사	dịp
여동생	chị
인치	inch
인치	cm
변화	đổi
변화	thay
실내	indoor
리눅스	linux
결승전	final
안전	an
통일	unity
밀라노	milan
밀라노	milano
밀라노	milanese
말레이시아	malaysia
말레이시아	malaysia
동일	cùng
만화가	comic
만화가	manga
디젤	diesel
가스	gas
가스	xăng
거기에	kia
거기에	đó
아테네	athens
숫자	số
숫자	số
체중	cân
탄생	sinh
탄생	sinh
이해	hiểu
이해	hiểu
이해	hieu
전원	powered
정원	vườn
정원	garden
정원	vườn
정원	gardens
출판	đăng
명예	vinh
청주	cheongju
카메라	camera
배경	backgrounds
배경	nền
배경	background
혼자	độc
하우스	ốc
하우스	nhà
찾기	finding
찾기	tìm
찾기	tìm
천체	tượng
트윈스	twins
시즈오카	shizuoka
확대	zoom
확대	bung
리더	reader
리더	leader
닌텐도	nintendo
타이거즈	tigers
타이거즈	hổ
경주시	gyeongju
백만	triệu
약한	yếu
약한	nhược
중국어	mandarin
중국어	quýt
온타리오	ontario
호수	hồ
호수	hồ
호수	lakes
일곱	seven
일곱	bảy
인종	xáo
인종	đua
인종	nhung
코어	lõi
코어	hạt
코어	nhân
생방송	sống
생방송	live
프로덕션	production
프로덕션	productions
고양이	mèo
고양이	cats
고양이	mèo
고양이	cat
미키	mickey
미키	miki
크리스마스	christmas
크리스마스	xmas
클래스	hạng
클래스	hạng
클래스	lớp
주제	topic
케이블	cáp
법칙	luật
법칙	luật
아마	chu
나이에	tuổi
벡터	vector
벡터	vectors
존스	jones
지나	gina
앨런	allen
앨런	alan
메리	mary
시각	visual
시각	vision
스릴러	thriller
저녁	tối
저녁	tối
편지	mail
편지	evolution
편지	thư
편지	thư
편지	chữ
편지	chữ
편지	thư
와타나베	watanabe
하늘	trời
하늘	sky
하늘	bien
조건	tiêm
조건	trạng
푸른	xanh
뒤로	ngược
하키	hockey
대장	colon
인텔	intel
녹색	lục
병합	trộn
병합	annexation
확실히	kĩ
세인트	saint
세인트	thánh
코너	góc
코너	connors
코너	connor
의학	thuốc
페스티벌	festival
희극인	comedian
라틴어	latin
달린	darlene
스미스	smith
스미스	smiths
웨일스	wales
여왕	hậu
대우	daewoo
크로아티아	croatia
캠퍼스	trượng
물이	nước
스테레오	stereo
가상	ảo
광장	đc
광장	square
광장	vuông
히로시	hiroshi
쌍둥이	twin
쌍둥이	song
쌍둥이	twins
사이드	bên
사이드	phe
사이드	trang
불가리아	bun
불가리아	bulgaria
스카이	skye
스카이	trời
스카이	sky
훌륭한	đan
쉬운	nhẹ
또다시	lại
기호	vẽ
체코	séc
카페	café
카페	cafe
카페	café
이글스	eagles
별명	nickname
보스니아	bô
장기	organ
무대	stage
녹음	album
녹음	chảy
래퍼	rapper
아랍	arab
항성	star
항성	stars
선생님	sếp
선생님	thầy
로켓	tiễn
로켓	rocket
간사이	kansai
파이널	final
읽기	đọc
읽기	truyện
읽기	đọc
평화	hòa
리가	riga
리가	liga
합계	sum
나이트	kị
나이트	đêm
웨스트	tây
하와이	hawaii
하와이	hawai
하와이	hawaii
삿포로	sapporo
아레나	arena
훈련	luyện
훈련	training
훈련	khoan
진주	pearl
진주	trân
범위	tầm
에릭	eric
에릭	erik
콩고	congo
화려한	glamorous
나폴레옹	napoléon
나폴레옹	napoleon
필라델피아	philly
필라델피아	philadelphia
아베	abe
표시	xem
표시	hiện
표시	show
표시	mác
표시	mark
표시	bien
시드	syd
시드	sid
아서	arthur
명령	lệnh
명령	lệnh
명령	huy
명령	lềnh
전력	điện
전력	sục
전력	lực
주인	hữu
행동	hành
보조	ass
보조	auxiliary
통화	gọi
통화	call
통화	cẩm
컬럼비아	columbia
센다이	sendai
부족	vitamin
스테이지	stage
가게	shop
가게	shop
가게	tùng
소유자	hữu
동경	tokyo
원인	chi
체조	turn
해안	bờ
해안	shore
해안	coast
익스프레스	express
동영상	video
동영상	video
동영상	videos
출력	xuất
마법	thuật
마법	magic
금속	co
잠수함	submarines
야마모토	yamamoto
시코쿠	shikoku
드래곤	rồng
드래곤	rồng
드래곤	diều
드래곤	long
드래곤	dragon
어두운	dark
어두운	tối
어두운	darker
대화	chuỗi
대화	thread
대화	threads
유고슬라비아	yugoslavia
포트	fort
포트	cảng
포트	cổng
포트	port
열심히	cứng
열심히	khó
열심히	khổ
열심히	đắng
주일	tuần
미스터	mister
브라이언	brian
브라이언	bryan
금요일	fri
도카이도	tōkaidō
고급	thiệp
개혁	reformer
물질	nguyên
물질	chất
전환	switch
전환	chuyển
베어스	gấu
발사	launch
발사	phóng
성별	sex
레이더	radar
레이더	rađa
종업원	bồi
음식	mat
음식	foods
