லாவோஸ்	laos
விலகல்	écart
விலகல்	déviation
விலகல்	ecart
அர்ஜென்டினா	argentine
அர்ஜென்டினா	argentins
அர்ஜென்டினா	argentin
அர்ஜென்டினா	argentine
ரத்தம்	sang
ரத்தம்	sanguin
ரத்தம்	blood
தாமான்	taman
வெடி	explosion
வெடி	explosions
வெடி	explosions
பழமொழி	proverbe
நர்மதா	narmada
உறிஞ்சி	suceur
கற்பனைக்	imaginaire
கற்பனைக்	fantasy
கற்பனைக்	fantasme
கற்பனைக்	fantaisie
கம்	gomme
கம்	gum
மெசியா	messie
ஹெப்பர்ன்	hepburn
குட்டை	courte
குட்டை	court
குட்டை	courts
குட்டை	courtes
காதலர்	amoureux
காதலர்	amant
யூரியா	urée
மீறல்	violation
மீறல்	infraction
குப்தா	gupta
மாணவன்	étudiant
மாணவன்	étudiante
மாணவன்	étudiants
மாணவன்	etudiant
டானியல்	daniel
கனரக	heavy
கனரக	lourde
கனரக	lourd
கனரக	lourds
சந்தா	souscrire
சந்தா	abonnement
சந்தா	souscription
சந்தா	abonnements
சந்தா	abonnement
தொங்கும்	suspendus
தொங்கும்	pendu
தொங்கும்	pendaison
ஒருமை	singulière
ஒருமை	singulier
கொண்டாடுகின்றனர்	fêter
கொண்டாடுகின்றனர்	célébrer
கொண்டாடுகின்றனர்	célébration
கொண்டாடுகின்றனர்	célébrant
வாங்குதல்	achats
வாங்குதல்	acheter
வாங்குதல்	achat
வாங்குதல்	achetez
வாங்குதல்	achats
வாங்குதல்	achat
வாங்குதல்	achat
வாங்குதல்	achetant
நதிகள்	fleuves
நதிகள்	rivières
ஊடுருவல்	transparence
ஊடுருவல்	transparente
ஊடுருவல்	transparent
ஊடுருவல்	transparents
ஊடுருவல்	transparence
ஏர்பஸ்	airbus
தவளை	grenouille
கரம்	karam
பிரடெரிக்	frédéric
பிரடெரிக்	frederick
வேலைவாய்ப்பின்மை	chômage
வேலைவாய்ப்பின்மை	chômeurs
டில்லி	delhi
ராதாகிருஷ்ணன்	radhakrishnan
துளு	tulu
நான்சி	nancy
ஹார்மோன்	hormonale
ஹார்மோன்	hormonal
ஹார்மோன்	hormonaux
ஆறுதல்	confort
ஆறுதல்	réconfort
ஆறுதல்	comfort
சுங்	chung
பலவீனமான	faiblesse
பலவீனமான	faible
பலவீனமான	faibles
தகடுகள்	assiettes
தகடுகள்	plaques
வலியை	souffrance
வலியை	douleur
வலியை	peine
வலியை	douleurs
விதிமுறைகளை	termes
தாள்கள்	feuilles
தாள்கள்	draps
கல்வியாளர்கள்	universitaires
கல்வியாளர்கள்	éducateurs
நாத்	nath
கிரீஸ்	grece
கிரீஸ்	grèce
சீக்கியம்	sikhisme
உதயம்	lever
உதயம்	sunrise
மேத்தா	mehta
கரீபியன்	caraïbes
கரீபியன்	antilles
கரீபியன்	caraïbe
ஹோலி	holly
ஏற்கவில்லை	désaccord
சண்டைகள்	combats
பானம்	boisson
பானம்	bois
பானம்	boire
பானம்	verre
பானம்	boissons
நித்திய	éternité
நித்திய	eternel
நித்திய	éternelle
நித்திய	éternel
மடத்தில்	monastère
மடத்தில்	monastères
மண்டை	crâne
மண்டை	crânes
சிபிஐ	ipc
சிபிஐ	cpi
பெய்யும்	pei
மாலி	malien
மாலி	mali
டைலர்	tyler
பேபி	bébé
பேபி	baby
புகழை	renommée
புகழை	notoriété
புகழை	réputation
குயின்ஸ்லாந்து	queensland
எத்தனால்	éthanol
சீக்ரெட்	secrets
சீக்ரெட்	secret
சீக்ரெட்	secrète
ஓட்டோமான்	ottoman
ஓட்டோமான்	ottomane
தொப்பி	casquette
தொப்பி	pac
தொப்பி	cap
தொப்பி	capuchon
தொப்பி	casquette
தொப்பி	hat
தொப்பி	chapeau
ஒத்ததாக	synonyme
ஈதர்	éther
சிக்மா	sigma
இழக்க	perdez
இழக்க	perdre
இழக்க	perd
துப்பறியும்	inspectrice
துப்பறியும்	inspecteur
துப்பறியும்	détective
உபகரணம்	équipements
உபகரணம்	équipement
உபகரணம்	equipements
உபகரணம்	matériel
உபகரணம்	equipement
உபகரணம்	appareil
உபகரணம்	appareillage
வண்ணங்கள்	colorants
வண்ணங்கள்	coloris
வண்ணங்கள்	couleurs
வண்ணங்கள்	teintes
வண்ணங்கள்	coloris
வண்ணங்கள்	couleurs
கோலி	kohli
கடினமானது	difficiles
கடினமானது	difficile
நுனி	pourboire
நுனி	pointe
நுனி	astuce
படவில்லை	slide
படவில்லை	glisser
படவில்லை	glisse
பெண்ணுக்கு	fille
பெண்ணுக்கு	fillette
கதாநாயகன்	héro
கதாநாயகன்	héros
கதாநாயகன்	hero
பீரங்கிகள்	mortiers
பீரங்கிகள்	mortier
பீரங்கிகள்	réservoirs
பீரங்கிகள்	chars
பீரங்கிகள்	citernes
பீரங்கிகள்	cuves
காஸ்ட்ரோ	castro
பருந்து	kite
உறவுகளை	relations
கட்டளைகள்	commandements
கட்டளைகள்	commandes
ஜன	jan
ஜன	yann
ஜன	jana
காஜா	gajah
உரித்தான	mérité
உரித்தான	méritait
உரித்தான	méritée
பெருக்க	gain
மேம்படுத்தவும்	améliorer
கசிவு	fuite
கசிவு	fuites
மகரிஷி	maharishi
பிளாஸ்மா	plasma
முதலாளி	boss
முதலாளி	patron
முதலாளி	patronne
வடிவமைப்புகள்	formats
லாபம்	profit
லாபம்	bénéfice
லாபம்	profits
லாபம்	bénéfices
ஆடைகளை	vêtements
ஆடைகளை	vêtement
பட்டாம்பூச்சி	butterfly
பட்டாம்பூச்சி	papillons
பட்டாம்பூச்சி	papillon
ஆடுகள்	chèvres
ஆடுகள்	caprins
ஆடுகள்	chèvre
நாட்களை	jours
நாட்களை	journées
சிம்லா	shimla
சிம்லா	simla
நியாயம்	justice
நியாயம்	foire
நியாயம்	justes
நியாயம்	équitable
நியாயம்	équitables
இடவியல்	topologie
பிறப்பிடம்	indigènes
பிறப்பிடம்	natif
பிறப்பிடம்	indigène
பிறப்பிடம்	autochtone
குளுக்கோஸ்	glucose
முனி	muni
எரிக்சன்	ericsson
காதில்	murmure
காதில்	murmurer
காதில்	oreille
காதில்	épi
காதில்	oreilles
நகர்த்த	déplacé
நகர்த்த	ému
நகர்த்த	déménagé
நகர்த்த	déplacée
ஹாங்	hong
சிறப்பை	excellence
மறுமொழி	réponse
மறுமொழி	réplique
மறுமொழி	répondez
மறுமொழி	répondre
மறுமொழி	reponse
கின்	kin
பெட்ரோலிய	pétrole
தேசாய்	desai
அன்பே	chère
அன்பே	cher
அன்பே	chers
அன்பே	chérie
பிரதிநிதித்துவம்	représenter
பிரதிநிதித்துவம்	représentent
சிமெண்ட்	ciments
சிமெண்ட்	ciment
ஷங்கர்	shankar
போய்விட்டது	partis
போய்விட்டது	parti
போய்விட்டது	gone
மின்சுற்று	circuit
நாகா	naga
கலப்பை	charrue
உடைமை	biens
உடைமை	propriété
பில்போர்ட்	panneau
பயணித்த	voyageait
பயணித்த	voyagé
மாடி	etage
மாடி	étage
மாடி	sol
மாடி	plancher
கர்னல்	colonel
புதுமையான	novatrices
புதுமையான	innovante
புதுமையான	innovantes
புதுமையான	innovatrice
புதுமையான	innovant
புதுமையான	innovateur
ஷான்	shan
கன்னித்	virgin
கன்னித்	vierges
கன்னித்	vierge
கன்னித்	puceau
கோவிந்த்	govind
வந்தேன்	vint
வௌவால்	bat
வௌவால்	batte
பல்லி	lézards
பல்லி	lézard
டயர்	pneumatique
டயர்	pneu
டயர்	tyr
டயர்	pneu
மோட்டார்ஸ்	moteurs
நைக்	nike
ஆங்	ang
ஆங்	ong
ஆங்	aung
கிணறுகள்	puits
கிணறுகள்	wells
கதவுகள்	portes
வாசகர்கள்	lecteurs
கலிலியோ	galileo
கலிலியோ	galilée
அப்பாஸ்	abbas
ரசிகர்	ventilateur
ரசிகர்	fan
ரசிகர்	éventail
ரசிகர்	ventilateurs
ரசிகர்	adepte
விரல்கள்	doigts
கனவுகள்	reves
கனவுகள்	rêve
கனவுகள்	dreams
கனவுகள்	rêves
பிரையன்	brian
பிரையன்	bryan
பாலஸ்தீன	palestinienne
பாலஸ்தீன	palestinien
பாலஸ்தீன	palestiniens
கப்பம்	chantage
கப்பம்	clochard
ஜார்க்கண்ட்	jharkhand
காணவில்லை	manquants
காணவில்லை	manquante
காணவில்லை	manque
காணவில்லை	manquant
காணவில்லை	disparu
பிச்சை	mendiant
பிச்சை	mendicité
பிச்சை	mendier
பிச்சை	supplier
பிச்சை	suppliant
பிச்சை	supplier
பிச்சை	supplie
பிச்சை	mendier
ஜோஸ்	jose
ஜோஸ்	josé
ஜோஸ்	jos
ஜோஸ்	jose
ஜோஸ்	josé
ஜோஸ்	joss
நேரான	hétéro
நேரான	linéaires
நேரான	linéaire
உயிரோடு	vivante
உயிரோடு	vivants
உயிரோடு	vivant
உயிரோடு	vivantes
உயிரோடு	alive
பிலிப்பைன்	philippin
பிலிப்பைன்	philippins
பிலிப்பைன்	philippine
பிலிப்பைன்	philippines
பிரார்த்தனை	priez
பிரார்த்தனை	prie
பிரார்த்தனை	prier
பிரார்த்தனை	priant
பிரார்த்தனை	prières
பிரார்த்தனை	prier
பிரார்த்தனை	prières
பிரார்த்தனை	prière
பிரார்த்தனை	prier
பொருத்தி	montées
பொருத்தி	montée
பொருத்தி	montés
பொருத்தி	monté
கார்பனேட்டு	carbonate
தொழிலாளி	travailleur
தொழிலாளி	travailleuse
தொழிலாளி	ouvrier
அகர்வால்	agrawal
ஆன்ம	spirituelle
ஆன்ம	spirituel
ஆன்ம	spirituelles
ருபீடியம்	rubidium
மஹால்	mahal
யுத்த	bataille
யுத்த	combat
விலா	vila
விலா	côtes
விலா	côtelettes
கனமான	heavy
கனமான	lourde
கனமான	lourd
கனமான	lourds
வியாழக்கிழமை	jeudi
நெகிரி	negeri
எரிசக்தி	combustible
எரிசக்தி	carburant
எரிசக்தி	calories
எரிசக்தி	calorique
எரிசக்தி	énergie
எரிசக்தி	énergies
எரிசக்தி	energie
பிரித்தல்	séparation
புத்தி	intelligente
புத்தி	malin
புத்தி	intelligent
புத்தி	smart
புத்தி	futé
டாட்	tot
டாட்	dot
ஹன்னா	hannah
ஹன்னா	hanna
அழியாத	indestructible
மடியில்	lap
மடியில்	giron
தட்டில்	assiette
தட்டில்	plaque
சலுகைகள்	offres
சலுகைகள்	offre
ஹாக்கி	hockey
ஹசன்	hassan
ஹசன்	hasan
ஹசன்	hassan
நைஜீரியா	nigeria
நைஜீரியா	nigéria
திசைமாற்றி	pilotage
வரைதல்	tirage
வரைதல்	dessine
வரைதல்	dessiner
வரைதல்	dessin
வரைதல்	tirage
வரைதல்	dessiner
கொண்டாட்டங்கள்	festivités
கொண்டாட்டங்கள்	célébrations
உருண்டை	orbe
உருண்டை	boulette
உருண்டை	boulettes
உருண்டை	boulettes
காமன்வெல்த்	commonwealth
அணுகும்	accès
அணுகும்	accéder
ஃபீஸ்டா	fiesta
மதிப்பெண்கள்	marquer
மதிப்பெண்கள்	score
மதிப்பெண்கள்	partition
மதிப்பெண்கள்	partitions
மதிப்பெண்கள்	scores
அவதூறு	diffamation
அவதூறு	jurons
அவதூறு	blasphème
அவதூறு	injures
அவதூறு	calomnie
அவதூறு	diffamation
அவதூறு	calomnies
அவதூறு	agacé
அவதூறு	ennuyé
அவதூறு	contrarié
அதிகாரிகளின்	officiers
யமுனா	yamuna
மொழிபெயர்ப்புகள்	traductions
மொழிபெயர்ப்புகள்	traduction
முதலீடுகள்	investissements
முதலீடுகள்	investissement
சுடுதல்	shooter
சுடுதல்	tireur
யூதா	judah
யூதா	judée
முன்னோர்கள்	ancêtres
மனிதனுக்கு	man
மனிதனுக்கு	mec
மனிதனுக்கு	homme
பதில்கள்	réactions
பதில்கள்	réponses
பதில்கள்	réponses
பதில்கள்	réponses
வெனிஸ்	venise
தொல்லை	trouble
தொல்லை	perturbation
தொல்லை	nuisance
தொல்லை	nuisances
தலைகள்	tête
தலைகள்	têtes
கண்காணிப்பாளர்	observatrice
கண்காணிப்பாளர்	observateur
அஹ்மத்	ahmed
அஹ்மத்	ahmad
அரிசோனா	arizona
ஜூல்	joule
கூட்டத்தை	foule
கறி	mouton
கறி	curry
ஈராக்கிய	irakiens
ஈராக்கிய	irakien
ஈராக்கிய	irakienne
ஜெஃப்	jeff
வர்ஜீனியா	virginie
வர்ஜீனியா	virginia
மந்திரங்கள்	chants
மந்திரங்கள்	mantras
பென்சைல்	benzylique
படேல்	patel
சுழி	zero
சுழி	zéro
உணர்ச்சிகள்	réactions
போர்டு	planche
இருப்பை	présence
மாடலிங்	modélisation
மாடலிங்	modelage
மாடலிங்	mannequin
சல்மான்	salman
பித்தளை	cuivre
பித்தளை	cuivres
பித்தளை	laiton
ஹைதர்	haider
பிடிப்பு	capturer
பிடிப்பு	capture
பிடிப்பு	capter
நீரிலி	anhydride
நகைகள்	joyaux
நகைகள்	bijoux
நகைகள்	bijouterie
நகைகள்	joaillerie
நகைகள்	bijoux
நகைகள்	bijouterie
நகைகள்	joaillerie
நகைகள்	bijoux
பெப்	pep
டச்	toucher
டச்	touchez
டச்	touch
டச்	touche
டச்	hollandaise
டச்	néerlandaise
டச்	néerlandais
டச்	hollandais
பெரும	galactique
நெல்லி	nelly
வளைத்து	plier
வளைத்து	virage
கோரிக்கைகள்	demandes
கோரிக்கைகள்	requêtes
இடி	thunder
இடி	tonnerre
மிசிசிப்பி	mississippi
தியாகி	martyr
தியாகி	martyre
யாரையும்	quiconque
ஆல்கஹால்	alcools
ஆல்கஹால்	alcool
வேட்டையாடும்	prédateurs
வேட்டையாடும்	prédateur
ரொட்டி	pain
கும்பல்	gang
கும்பல்	bande
கொசு	moustiques
கொசு	moustique
பெரியவர்கள்	adultes
பெரியவர்கள்	adulte
புளோரின்	fluor
புளோரின்	fluorés
டியான்	dion
மிலன்	milan
திருப்பம்	twist
திருப்பம்	torsion
உருளைக்கிழங்கு	patates
உருளைக்கிழங்கு	patate
தெரிந்தது	connues
தெரிந்தது	connue
தெரிந்தது	connus
தெரிந்தது	connu
கரீனா	kareena
விழுந்தது	tombé
விழுந்தது	tombée
விழுந்தது	tomba
சொர்க்கம்	paradis
சொர்க்கம்	heaven
சொர்க்கம்	cieux
சொர்க்கம்	ciel
சொர்க்கம்	paradis
சொர்க்கம்	paradisiaque
சொர்க்கம்	paradise
வேடிக்கை	fun
வேடிக்கை	plaisir
வேடிக்கை	marrant
வேடிக்கை	amusant
வேடிக்கை	drole
வேடிக்கை	drôle
வேடிக்கை	rigolo
வேடிக்கை	marrant
வேடிக்கை	amusant
ஜோத்பூர்	jodhpur
எதிர்பார்த்த	attendus
எதிர்பார்த்த	escompté
எதிர்பார்த்த	attendue
எதிர்பார்த்த	attendu
வடிகட்டி	filtres
வடிகட்டி	filtrer
வடிகட்டி	filtre
வடிகட்டி	filtrage
வடிகட்டி	filtrant
நுட்பங்களை	techniques
சூத்திரங்கள்	formules
புனல்	entonnoir
துவங்குகிறது	débute
துவங்குகிறது	démarre
துவங்குகிறது	commence
துவங்குகிறது	démarrer
துவங்குகிறது	démarrage
தீவிரவாதி	terroriste
தீவிரவாதி	terroristes
பிளாக்பெர்ரி	mûres
பிளாக்பெர்ரி	mûre
பிளாக்பெர்ரி	blackberry
ஆதரிக்கிறது	supporte
ஆதரிக்கிறது	soutient
ஆதரிக்கிறது	soutiens
ஆதரிக்கிறது	supports
தந்தைக்கு	pére
தந்தைக்கு	pere
தந்தைக்கு	père
மதியம்	midi
இம்மானுவேல்	emmanuel
தஞ்சோங்	tanjung
லோபஸ்	lópez
லோபஸ்	lópez
லோபஸ்	lopez
ஹாலே	halle
பழங்குடியின	aborigène
பழங்குடியின	autochtones
பழங்குடியின	aborigènes
பழங்குடியின	autochtone
வலைப்பூ	blog
வலைப்பூ	blogue
பெங்காலி	bengali
காதர்	kader
அத்தி	figues
காற்றியக்கவியல்	aérodynamique
காற்றியக்கவியல்	aérodynamiques
படகில்	ferry
படகில்	traversier
படகில்	traversiers
சுரங்கங்கள்	tunnels
போற்றப்படுகிறது	adoré
போற்றப்படுகிறது	adorait
போற்றப்படுகிறது	adorée
உற்று	observatrice
அழுத்தி	compresseur
பழுது	réparations
பழுது	réparation
பழுது	réparer
பழுது	réparateur
பழுது	réparation
பழுது	réparations
மௌலானா	maulana
அறுகோண	hexagonal
ஊஞ்சல்	balançoire
ஊஞ்சல்	swing
பைபிள்	biblique
பைபிள்	bible
அடியார்கள்	serviteurs
ஹம்	hum
தோற்றங்கள்	images
புன்னகை	sourire
புன்னகை	souriez
புன்னகை	sourire
புன்னகை	souriante
புன்னகை	souriant
சைரஸ்	cyrus
கால்களை	cuisses
கால்களை	jambes
கால்களை	pattes
பரிமாணம்	dimension
இவான்	ivan
இவான்	evan
அரபிக்	arabe
அரபிக்	arabes
லில்லி	lilly
லில்லி	lily
லில்லி	lys
வார்த்தைகளை	mots
முன்பதிவு	réservation
முன்பதிவு	réserver
முன்பதிவு	réservations
முன்பதிவு	réserve
முன்பதிவு	réserver
குறிப்பிடவில்லை	précisé
குறிப்பிடவில்லை	spécifiés
குறிப்பிடவில்லை	spécifiée
குறிப்பிடவில்லை	spécifié
எடையை	poids
பராமரிக்க	maintenir
கியூரி	curie
கட்டமைக்கப்பட்ட	structurés
கட்டமைக்கப்பட்ட	structuré
கட்டமைக்கப்பட்ட	structurées
கட்டமைக்கப்பட்ட	structurée
பிரெட்	brett
பிரெட்	fred
பாரா	bara
பாரா	para
திறந்தவெளி	forains
அவளின்	her
சுறா	requins
சுறா	requin
சுறா	shark
கொம்புகள்	cornes
கொம்புகள்	avertisseurs
கொம்புகள்	cors
அகராதிகள்	dictionnaires
அணிய	usure
ராஞ்சி	ranchi
உருகுவே	uruguay
சோப்ரா	chopra
நிபந்தனை	état
நிபந்தனை	condition
அச்சுப்பொறிகள்	imprimeurs
அச்சுப்பொறிகள்	imprimantes
அச்சுப்பொறிகள்	imprimeries
பின்னம்	fraction
மீட்டரில்	challenger
போராடினார்	combattu
டேல்	dale
ஓடை	flux
ஓடை	ruisseau
எந்திர	usinage
ஊற்று	fontaines
ஊற்று	fontaine
விளையாடுபவர்	joueurs
விளையாடுபவர்	joueur
விளையாடுபவர்	lecteur
விளையாடுபவர்	joueurs
விமானத்தை	avion
வெங்காயம்	oignons
வெங்காயம்	oignon
வெங்காயம்	oignons
வெங்காயம்	oignon
விசைகள்	clés
விசைகள்	clefs
விசைகள்	gâchette
விசைகள்	déclencher
விசைகள்	déclenchement
விசைகள்	déclencheur
விளையாடுகிறார்	jouer
விளையாடுகிறார்	jouant
பலரை	choisit
பலரை	choisi
அழிப்பு	nettoyant
அழிப்பு	purification
நுண்ணுயிரியல்	microbiologie
மஞ்சு	manju
மஞ்சு	manchu
அன்றாடம்	quotidien
அன்றாடம்	quotidiens
அன்றாடம்	journalier
அன்றாடம்	quotidienne
சக்கரங்கள்	roulettes
சக்கரங்கள்	roues
நிவாரணம்	soulagé
நிவாரணம்	relief
நிவாரணம்	soulagement
நிவாரணம்	secours
நாடா	ruban
நாடா	cassette
நாடா	bande
பூச்சு	plâtre
முகாமில்	campement
முகாமில்	camping
குறைந்துள்ளது	diminution
குறைந்துள்ளது	diminuer
குறைந்துள்ளது	réduire
குறைந்துள்ளது	baisse
மாலிப்டினம்	molybdène
தீர்ப்பை	jugement
வைத்திருந்தது	gardé
காயத்ரி	gayatri
தினேஷ்	dinesh
தோ	tho
தோ	toa
அங்க	anga
முகவரியை	allocution
முகவரியை	adresse
வோல்ட்	volts
யூசுப்	yousuf
பைன்	pine
பைன்	pin
வாரன்	warren
நிறுவுதல்	montage
நிறுவுதல்	installation
டவர்	tour
டவர்	tower
பிராக்	brac
தனியுரிமை	intimité
தனியுரிமை	confidentialité
அடைதல்	rodage
அணிவகுப்பு	défilé
அணிவகுப்பு	parade
ஆன்டர்சன்	anderson
கேமரா	appareil
கேமரா	caméra
குவாலியர்	gwalior
இறுதியான	définitif
இறுதியான	finale
இறுதியான	final
இறுதியான	définitive
இறுதியான	ultimes
இறுதியான	ultimate
இறுதியான	ultime
போக்குகள்	tendances
உணரப்பட்டது	réalisé
சாலமன்	salomon
சாலமன்	solomon
மட்டை	bat
மட்டை	batte
மங்கள	mangala
திரௌபதி	draupadi
வெளியேற்றி	éjecter
வெளியேற்றி	éjection
கார்ட்டூன்	cartoon
சிந்தனையாளர்	penseur
சிகரெட்	clope
சிகரெட்	cigarette
சிகரெட்	cigarettes
சிகரெட்	cigarettes
காரம்	piquant
காரம்	épicée
காரம்	épicé
காரம்	piquante
வேன்	camionnette
வேன்	fourgonnette
வேன்	fourgon
வேன்	van
மூத்தவர்	seniors
மூத்தவர்	aîné
மூத்தவர்	senior
வெண்ணெய்	beurre
மரியாள்	madeleine
சிங்கர்	chanteur
சிங்கர்	chanteuse
இடையிலுள்ள	authenticité
மனோ	mano
நிழல்கள்	ombre
நிழல்கள்	ombres
கலவரங்கள்	émeutes
ஆர்சனல்	arsenal
வின்ஸ்டன்	winston
குடிசை	hut
குடிசை	cabane
குடிசை	baraque
குடிசை	hutte
புதுப்பிக்கப்பட்டது	actualisé
அனிமேஷன்	animées
அனிமேஷன்	animé
அனிமேஷன்	animés
அனிமேஷன்	animée
அனிமேஷன்	animé
அனிமேஷன்	anime
தேரை	crapaud
லக்ஷ்மி	laxmi
மகேஷ்	mahesh
மூவி	film
கொள்வனவு	achats
கொள்வனவு	shopping
பேரிடர்	sinistre
பேரிடர்	désastre
பேரிடர்	catastrophe
பேரிடர்	catastrophes
எறும்புகள்	fourmis
தட்டி	appuyez
தட்டி	touchez
தட்டி	tap
தட்டி	robinet
