और	dan
वर्ग	segiempat
वर्ग	kelas
वर्ग	kelas
वर्ग	class
शरीर	body
शरीर	bodi
शरीर	badan
अंग्रेजी	inggeris
माध्यम	medium
मानव	manusia
मानव	human
पाकिस्तान	pakistan
भूमिका	pengantar
भूमिका	pengenalan
भूमिका	perkenalan
भूमिका	peranan
हर	har
हर	setiap
हर	hur
अतिरिक्त	spare
अतिरिक्त	tambahan
अतिरिक्त	tambahan
अतिरिक्त	extra
पिता	ayah
पिता	bapa
पिता	father
पिता	ayahanda
समाज	masyarakat
उत्पन्न	dijana
उत्पन्न	dihasilkan
उत्पन्न	menjana
नीचे	down
नीचे	kebawah
नीचे	dibawah
नीचे	bawah
नीचे	bawahnya
दुनिया	world
दुनिया	dunia
आधुनिक	moden
ध्यान	meditasi
ध्यान	perhatian
हिंदी	hindi
दे	give
दे	kasi
सभा	jemaah
सभा	perhimpunan
सभा	assembly
सभा	gathering
सभा	perhimpunan
सभा	sabha
परिवार	family
परिवार	keluarga
विषय	topic
विषय	topik
विषय	subjek
अधिकार	hak
रंग	warna
रंग	colour
रंग	warna
रंग	colours
रंग	warna
रंग	warna
बाहर	tamatkan
बाहर	quit
बाहर	outdoor
बाहर	luaran
बाहर	luar
बाहर	diluar
बाहर	luaran
बाहर	keluar
बाहर	out
खेल	play
खेल	main
खेल	sukan
खेल	game
खेल	permainan
खेल	permain
खेल	permainan
खेल	games
खेल	game
खेल	sport
खेल	sukan
जहाँ	mana
समान	seragam
समान	sama
समान	same
समान	serupa
समान	seiras
सितंबर	september
दूर	far
दूर	jauh
दूर	away
दूर	jauhnya
दूर	jauh
पता	alamat
पता	alamat
शक्ति	kekuatan
शक्ति	tenaga
शक्ति	power
शक्ति	kuasa
शक्ति	shakti
ब्रिटिश	british
कला	seni
कला	kesenian
कला	seni
कला	kesenian
घर	rumah
घर	rumah
संस्कृत	sanskrit
प्रकाशित	terbit
प्रकाशित	publish
प्रकाशित	terbitkan
प्रकाशित	diterbitkan
मई	may
मई	mei
प्रक्रिया	process
प्रक्रिया	proses
प्रक्रिया	proses
प्रक्रिया	procedure
प्रक्रिया	prosedur
सेना	sena
सेना	tentera
सेना	army
पार्टी	parti
हम	hum
रेलवे	railways
पश्चिम	west
पश्चिम	barat
अंत	hujung
अंत	penghujung
दशक	dekad
पूरी	keseluruhan
पूरी	whole
नए	terbaharu
बिना	tanpa
क्या	alahai
क्या	ape
अगस्त	ogos
अगस्त	aug
विकसित	dikembangkan
विकसित	dibangunkan
विकसित	berevolusi
संबंध	perhubungan
संबंध	hubungan
संबंध	perhubungan
संबंध	hubungan
संबंध	relationship
संबंध	hubungan
संबंध	bonding
संबंध	ikatan
संबंध	kaitan
प्रदर्शन	performance
प्रदर्शन	prestasi
प्रदर्शन	pertunjukan
प्रदर्शन	display
प्रदर्शन	dedahan
मार्ग	hala
मार्ग	way
पर्यटन	pelancongan
ज्ञान	ilmu
ज्ञान	pengetahuan
लगा	dirasakan
लगा	dirasai
दिसम्बर	disember
दिसम्बर	ogos
प्रदर्शित	diperincikan
प्रदर्शित	dipaparkan
प्रदर्शित	display
अक्सर	kerap
अक्सर	sering
अक्सर	kerap
सहायता	pertolongan
सहायता	bantu
सहायता	bantuan
सहायता	help
सहायता	membantu
सहायता	sokongan
सहायता	support
सहायता	sokong
सहायता	aid
सहायता	bantuan
पहला	pertama
पहला	first
पहला	dulu
पहला	dahulu
मृत्यु	kematian
मृत्यु	death
मृत्यु	maut
मृत्यु	ajal
मृत्यु	mortality
स्वयं	diri
स्वयं	kendiri
स्वयं	sendiri
विकिपीडिया	wiki
विकिपीडिया	wikipedia
तैयार	ready
तैयार	siap
आवश्यक	dikehendaki
आवश्यक	diperlukan
आवश्यक	urgent
देखा	ditonton
देखा	diperhatikan
देखा	menonton
देखा	diawasi
देखा	dilihat
देखा	seen
देखा	gergaji
देखा	saw
उत्पादन	production
उत्पादन	pengeluaran
उत्पादन	produksi
रोग	penyakit
संबंधित	berkaitan
संबंधित	terkait
संबंधित	related
संबंधित	berkait
शताब्दी	abad
शताब्दी	century
गये	went
चीन	china
चीन	cina
अभी	sekarang
अभी	skrg
अभी	now
अभी	kini
संघ	union
संघ	kesatuan
संघ	penyatuan
संघ	persekutuan
संघ	persatuan
संघ	association
संघ	perkaitan
यात्रा	melancong
यात्रा	travel
यात्रा	pelancongan
यात्रा	kembara
यात्रा	trip
मात्रा	jumlah
मात्रा	amaun
मात्रा	kuantiti
मात्रा	ikhtiar
रचना	penciptaan
रचना	komposisi
रचना	gubahan
रचना	penggubahan
रचना	rachana
जगह	penjarakan
जगह	place
जगह	tempat
जगह	ruang
जगह	space
जगह	angkasa
भिन्न	diskret
भिन्न	berbeza
भिन्न	pecahan
लोक	loka
लोक	awam
लोक	rakyat
सब	sab
सब	semua
पूरा	completed
पूरा	dilengkapkan
पूरा	full
पूरा	kenyang
पूरा	penuh
पूरा	keseluruhan
पूरा	whole
पूरा	complete
पूरा	lengkap
आवश्यकता	memerlukan
प्रकाश	ringan
प्रकाश	cahaya
प्रकाश	light
प्रकाश	prakash
प्रकाश	lampu
नई	new
नई	baharu
नई	baru
नई	terbaharu
चिकित्सा	medik
चिकित्सा	perubatan
चिकित्सा	therapy
चिकित्सा	terapi
दूसरी	second
दूसरी	kedua
कार्यक्रम	program
कार्यक्रम	peristiwa
कार्यक्रम	acara
कार्यक्रम	program
कार्यक्रम	peristiwa
कार्यक्रम	event
कार्यक्रम	acara
कार्यक्रम	program
पुराने	tua
पुराने	old
पुराने	older
सदी	abad
सदी	century
भगवान	allah
भगवान	bhagavan
भगवान	tuhan
भगवान	lord
लिखा	bertulis
लिखा	ditulis
लिखा	menulis
संस्थान	institute
संस्थान	institut
संस्कृति	kebudayaan
संस्कृति	budaya
अंग्रेज़ी	inggeris
पूर्ण	perfect
पूर्ण	sempurna
पूर्ण	full
पूर्ण	kenyang
पूर्ण	penuh
पूर्ण	complete
पूर्ण	lengkap
पूर्ण	completed
पूर्ण	dilengkapkan
परिवर्तन	penukaran
परिवर्तन	peralihan
परिवर्तन	perubahan
परिवर्तन	transformasi
परिवर्तन	perubahannya
परिवर्तन	perubahan
परिवर्तन	ubah
टीम	pasukan
टीम	teams
टीम	pasukan
टीम	team
चर्चा	perbincangan
चर्चा	diskusi
संगठन	organisasi
संगठन	pertubuhan
संगठन	organisasi
संगठन	pertubuhan
संगठन	organisasi
संगठन	pertubuhan
शैली	style
शैली	gaya
शैली	subjenis
शैली	bergaya
शैली	stail
शैली	cengkerang
शैली	shelly
तुलना	perbandingan
स्कूल	sekolah
स्कूल	mazhab
स्कूल	sekolah
पुस्तक	kitab
पुस्तक	tempah
पुस्तक	book
लेखक	penulis
लेखक	pengarang
लेखक	penulis
लेखक	penulis
लेखक	pengarang
लेखक	penulis
लेखक	author
संस्करण	edition
संस्करण	edisi
संस्करण	versi
संस्करण	version
संस्करण	versi
संस्करण	edisi
खिलाड़ी	pemain
खिलाड़ी	atlet
खिलाड़ी	atlit
खिलाड़ी	player
खिलाड़ी	pemain
ट्रेन	keretapi
ट्रेन	kereta
ट्रेन	latih
ट्रेन	keretapi
आकार	shape
आकार	bentukkan
आकार	bentuk
आकार	saiz
आकार	saiz
आकार	ukuran
आकार	size
उत्तरी	utara
उत्तरी	northern
सीमा	hadkan
सीमा	had
सीमा	limit
सीमा	sima
सीमा	sempadan
सीमा	julat
सीमा	batas
सीमा	hadkan
सीमा	had
पश्चिमी	barat
पश्चिमी	western
व्यवस्था	susunan
आर्थिक	ekonomi
राजधानी	capitals
राजधानी	modal
राजधानी	capital
दर्शन	darshan
दर्शन	falsafah
दर्शन	penglihatan
दर्शन	visi
वहाँ	ada
विधि	kaedah
विधि	perundangan
विधि	law
विधि	kaedah
विधि	mod
अवधि	jangkamasa
अवधि	tempoh
अवधि	tempoh
अवधि	tempoh
दृष्टि	visual
दृष्टि	penglihatan
दृष्टि	visi
सिद्धांत	teori
सिद्धांत	siddhanta
सिद्धांत	prinsip
सिद्धांत	tenet
सिद्धांत	dogma
कलाकार	artis
कलाकार	seniman
कलाकार	artis
कलाकार	artist
बैंक	banks
बैंक	bank
बैंक	bank
ज्यादा	lebih
ज्यादा	lagi
ज्यादा	more
अंतिम	last
अंतिम	muktamad
अंतिम	final
विशिष्ट	spesifik
विशिष्ट	specific
विशिष्ट	tertentu
विशिष्ट	dibezakan
हिन्दू	hindu
लाल	reds
लाल	merah
लाल	red
पूर्वी	timur
पूर्वी	timur
समर्थन	sokongan
समर्थन	support
समर्थन	sokong
समर्थन	pengendorsan
समर्थन	sokongan
व्यापार	trading
व्यापार	perniagaan
व्यापार	bisnes
व्यापार	niaga
व्यापार	perdagangan
व्यापार	trade
प्रयास	cubaan
प्रयास	percubaan
प्रयास	usaha
महिला	wanita
महिला	perempuan
महिला	lady
महिला	betina
परियोजना	projek
जीवित	alive
जीवित	survive
नामांकन	pencalonan
अभिनेता	pelakon
अभिनेता	pelakon
क्षमता	kapasiti
क्षमता	kebolehan
क्षमता	keupayaan
क्षमता	kemampuan
क्षमता	keupayaan
क्षमता	kemampuan
क्षमता	keupayaan
क्षमता	kemampuan
क्षमता	potensi
पाया	nemu
पाया	terjumpa
पाया	dijumpai
स्पष्ट	obvious
वो	she
पृथ्वी	bumi
गति	gerakan
गति	pergerakan
गति	gerak
गति	velocity
गति	halaju
गति	speed
गति	kelajuan
गति	gerakan
गति	pergerakan
परिणाम	result
परिणाम	hasil
परिणाम	keputusan
राजस्थान	rajasthan
होगा	will
होगा	akan
भर	dipenuhi
भर	diisi
पुत्र	nak
पुत्र	putra
पुत्र	son
सहित	termasuk
शासन	peraturan
शासन	rule
शासन	tadbir
शासन	rejim
शासन	regime
नियंत्रण	kawalan
नियंत्रण	kawalan
प्रभावित	terpengaruh
प्रभावित	terjejas
प्रभावित	dipengaruhi
प्रभावित	kagum
प्रभावित	terkesan
छत्तीसगढ़	durg
वर्णन	description
क्रिकेट	kriket
योजना	skema
योजना	scheme
योजना	skim
योजना	plan
आरम्भ	awai
एशिया	asia
सन	ahd
सन	sun
सन	matahari
सन	mentari
राजनीतिक	politik
राजनीतिक	rajkot
प्राकृतिक	natural
प्राकृतिक	semulajadi
स्थानीय	tempatan
स्थानीय	tempatan
कहानी	cerita
कहानी	story
कहानी	naratif
वृद्धि	escalation
वृद्धि	rise
वृद्धि	bangkit
वृद्धि	meningkat
वृद्धि	tingkatkan
वृद्धि	lif
वृद्धि	angkat
वृद्धि	pertumbuhan
वृद्धि	tumbesaran
वृद्धि	tokokan
वृद्धि	increment
वृद्धि	kenaikkan
सुरक्षा	sekuriti
सुरक्षा	keselamatan
सुरक्षा	perlindungan
सुरक्षा	keselamatan
लोकप्रिय	popular
कवि	penyair
कवि	pujangga
कवि	kavi
हिस्सा	bahagian
पद	posisi
पद	kedudukan
पद	jawatan
पद	terma
पद	darjat
पद	pangkat
पद	rank
हाथ	tangan
हाथ	tangan
जनता	awam
विस्तार	perluasan
विस्तार	pengembangan
विस्तार	kembang
पूरे	keseluruhan
पूरे	whole
युग	yuga
युग	epok
द्वितीय	second
द्वितीय	kedua
चुनाव	pilihanraya
चुनाव	pilihan
चुनाव	election
चुनाव	pilihanraya
चुनाव	pilihan
चुनाव	choice
व्यक्तिगत	personal
व्यक्तिगत	peribadi
व्यक्तिगत	individu
व्यक्तिगत	followers
व्यक्तिगत	individualisme
मेल	mail
दूसरा	second
दूसरा	kedua
आता	comes
प्रवेश	kemasukkan
प्रवेश	kemasukan
प्रवेश	entrance
यूरोप	eropah
शुरुआत	awai
दूरी	jarak
दूरी	penjarakan
निर्मित	dibina
निर्मित	dicipta
सामग्री	kandungan
सामग्री	bahan
सामग्री	material
सामग्री	kandungannya
सामग्री	kandungan
सामग्री	bahan
ऊर्जा	tenaga
घटनाएँ	peristiwa
घटनाएँ	acara
ली	lee
वैज्ञानिक	saintis
वैज्ञानिक	saintifik
वैज्ञानिक	saintis
कुमार	kumar
उद्देश्य	objektif
उद्देश्य	aim
उद्देश्य	purpose
उद्देश्य	objektif
प्रस्तुत	dipersembahkan
प्रस्तुत	disajikan
प्रान्त	wilayah
प्रान्त	provinsi
ऐतिहासिक	bersejarah
ऐतिहासिक	bersejarah
ऐतिहासिक	sejarah
सर्वश्रेष्ठ	terbaik
सर्वश्रेष्ठ	best
धार्मिक	agama
धार्मिक	keagamaan
द्वीप	pulau
द्वीप	island
केंद्र	pusat
केंद्र	centre
केंद्र	pusat
जनसंख्या	penduduk
जनसंख्या	populasi
दर	kadar
दर	rate
सामने	front
सामने	depan
सामने	hadapan
ठीक	okey
ठीक	okay
ठीक	sihat
ठीक	fine
रेल	railways
रेल	rail
रेल	rel
रेल	keretapi
दिए	diberikan
दिए	diberi
पदार्थ	jirim
पदार्थ	bahan
पदार्थ	material
पदार्थ	zat
पदार्थ	bahan
तथ्य	fakta
तथ्य	hakikat
तथ्य	fakta
तथ्य	fact
लाभ	faedah
लाभ	manfaat
लाभ	keuntungan
लाभ	advantage
लाभ	profit
लाभ	benefit
लाभ	manfaat
लाभ	kelebihan
लाभ	dapatan
लाभ	gandaan
लाभ	gain
साम्राज्य	empire
साम्राज्य	kerajaan
साम्राज्य	empayar
सदस्यों	ahli
सदस्यों	members
देवी	dewi
देवी	devi
भूमि	land
भूमि	tanah
भूमि	darat
भूमि	kontang
व्यापक	menyeluruh
व्यापक	huraikan
व्यापक	lebar
व्यापक	luas
व्यापक	luas
किमी	kms
किमी	bsj
किमी	mph
प्रबंधन	urus
प्रबंधन	uruskan
प्रबंधन	menguruskan
प्रबंधन	pengurusan
प्रबंधन	management
परीक्षण	test
परीक्षण	ujian
परीक्षण	cubaan
परीक्षण	percubaan
परीक्षण	testing
अनुसंधान	research
अनुसंधान	kajian
अनुसंधान	penyelidikan
आन्ध्र	andhra
गीत	lagu
गीत	songs
गीत	lirik
गीत	lagu
गीत	song
गणना	kiraan
गणना	pengiraan
गणना	dikira
गणना	kira
गणना	computation
निम्न	rendah
निम्न	low
खोज	carian
खोज	carian
खोज	gelintar
खोज	penjelajahan
खोज	penerokaan
खोज	teroka
खोज	terokai
खोज	menerokai
खोज	terokai
खोज	teroka
खोज	penerokaan
खोज	penemuan
खोज	discovery
सांस्कृतिक	kebudayaan
सांस्कृतिक	budaya
जाति	genre
जाति	perlumbaan
जाति	race
जाति	ras
