kalaj	шапочка
ruševine	руїни
donesena	taken
donesena	взято
donesena	забрала
donesena	зроблено
stevens	стівенс
proglašenja	декларацію
proglašenja	оголошувати
patuljasta	карлик
patuljasta	гном
jennifer	дженніфер
preuzimanja	поглинання
jonas	йонас
prunus	слива
prunus	вишня
away	відійшов
away	відсутність
away	away
away	геть
svjedok	свідок
partnera	партнер
partnera	напарник
partnera	партнерські
troškovi	витрати
troškovi	кошти
troškovi	коштує
rpm	rpm
višak	надлишок
prazan	порожнім
prazan	порожнє
prazan	порожня
prazan	порожні
prazan	порожній
mayer	маєр
zabranjena	заборонили
zabranjena	заборонене
dimitrije	дмитро
krive	звинувачувати
krive	гідні
krive	звинуватити
tačna	точним
tačna	точні
tačna	точний
tačna	істина
tačna	правда
zavise	залежать
räikkönen	ряйкконен
rick	рік
sive	сіра
sive	сірий
sive	грей
bilje	трав
kopno	материка
živote	життів
živote	живе
vojvodina	воєводина
neophodan	необхідно
neophodan	необхідні
neophodan	необхідним
okus	смак
konjanika	вершники
orbitalni	орбіталь
darije	даріус
ubila	убитий
ubila	вбив
ubila	вбили
brine	тривоги
opremljena	обладнаний
bitan	важлива
bitan	важливі
bitan	важливий
bitan	важливе
bitan	важливо
prihvati	обійми
prihvati	прийняти
prihvati	прийміть
prihvati	приймаємо
prihvati	погодитися
prihvati	приймаю
ruta	маршрут
nina	ніна
sima	сима
sima	сіма
invazija	вторгнення
gosti	гості
povukla	зняв
malezija	малайзії
afričkih	африканська
afričkih	африканський
afričkih	африканські
afričkih	африканських
kovanica	монет
kovanica	монети
droga	наркотики
droga	наркотиків
droga	ліків
droga	препарати
droga	наркотик
efikasno	ефективна
efikasno	ефективний
efikasno	ефективна
efikasno	ефективно
istraživača	дослідники
kontroli	контроль
kontroli	контрольна
kontroli	керування
testovi	перевірки
testovi	тести
kontinent	континенті
kontinent	континент
kontinent	континенту
obnova	реконструкція
obnova	реконструкції
pristalica	прихильником
pristalica	прихильники
pristalica	збудника
pregovori	узгодження
pregovori	перемовини
pregovori	розповідає
pregovori	розмовляє
pregovori	говорить
pregovori	переговори
rizika	ризики
dnf	dnf
tumačenje	інтерпретація
tumačenje	тлумачення
prijeti	лякає
prijeti	погрожує
plaća	зарплата
plaća	зарплати
stranim	іноземних
stranim	іноземні
stranim	іноземний
remek	шедевр
kal	кал
platiti	заплатити
platiti	платять
platiti	заплатить
emma	емма
dobara	товари
dobara	гарного
ekologija	екологія
izbjeći	уникнути
izbjeći	уникайте
izbjeći	уникати
referendum	референдум
izazvala	призвела
izazvala	викликала
izazvala	завдали
odjednom	раптово
odjednom	раптом
odjednom	несподівано
odjednom	зненацька
jin	цзінь
made	зробила
made	made
muzičari	музикантів
muzičari	музиканти
odredi	визначити
vlasnici	власники
angažman	заручини
angažman	взаємодія
punom	повна
punom	повний
punom	повне
klement	климент
klement	клеман
klement	клемент
oslanja	покладається
mon	мон
mon	mon
metak	кулю
metak	постріли
metak	позначки
metak	куля
rupe	дірки
rupe	отвори
rupe	дір
hemijsku	перо
hemijsku	ручка
osiguranja	страхування
futsal	футзалу
futsal	футзал
ivanov	ivanov
ivanov	іванов
gana	гани
express	express
express	експрес
sane	розумних
sane	нормальним
pozicijama	позиції
pozicijama	позицій
divlji	дикі
divlji	дикий
divlji	wild
divlji	диких
polazi	листочки
polazi	листя
skali	скаллі
litara	літри
litara	літрів
bratstvo	братство
bratstvo	братство
plamen	flame
sna	сон
sna	dream
sna	мрія
bafta	bafta
jarac	козеріг
čudo	диво
čudo	чудо
krk	крк
doyle	дойль
dobit	прибуток
rommel	роммель
napadača	нападників
napadača	атак
duboka	глибока
duboka	deep
duboka	глибоко
duboka	глибокий
weber	вебер
ustavni	конституційний
ustavni	конституційного
thomson	томсон
zatvaranje	закриття
zatvaranje	замикання
zatvaranje	закриття
zaštitnik	захисник
étienne	етьєн
profesionalna	фахівець
profesionalna	професійний
profesionalna	професіонал
profesionalna	professional
profesionalna	професійні
mjuzikl	музична
mjuzikl	музичний
mjuzikl	мюзикл
mjuzikl	музичні
mačke	коти
mačke	кішки
campbell	кемпбелл
azijski	азійський
romeo	ромео
dometa	асортимент
dometa	діапазон
dometa	хребет
sirija	сирія
sirija	сирії
egipatska	єгипетський
egipatska	єгипетська
pijeska	пісок
wta	wta
ward	палаті
arhipelag	архіпелаг
coli	паличка
pozadina	тло
pozadina	тла
pogubljen	виконано
razdvajanje	розділення
razdvajanje	відокремлення
razdvajanje	розділення
razdvajanje	поділ
pečat	штамп
pečat	марку
pečat	марка
pečat	печатка
pečat	печатки
pečat	емблема
pečat	котик
pečat	сіл
programima	програми
programima	програми
franco	франко
celtic	кельтські
grešku	помилка
inspiracija	натхнення
odobrenje	згоду
odobrenje	схвалення
odobrenje	затвердження
odobrenje	підтвердження
odobrenje	кліренс
palata	палац
koristan	корисне
koristan	корисні
koristan	корисна
koristan	корисно
koristan	корисний
najraniji	найперший
najraniji	найшвидше
primati	примати
fleming	флемінг
izborni	виборна
mol	кріт
mol	моль
mol	мол
mol	моль
staklo	скло
povreda	травми
povreda	ушкоджень
povreda	ушкодження
povreda	травм
sisari	ссавців
sisari	ссавці
barthel	бартель
uređajima	пристроями
uređajima	пристроїв
uređajima	пристрої
specifičan	точні
specifičan	точний
specifičan	окремий
specifičan	явний
automobili	автомобілі
automobili	тачки
distribuciju	розподіл
obilježena	помічено
resursi	виконавців
resursi	виконавці
resursi	ресурси
davies	девіс
zastupnik	представник
zastupnik	представника
vezir	візир
bonus	бонус
plaža	пляжний
plaža	біч
plaža	пляж
lucy	люсі
lokacijama	розташування
lokacijama	адреси
lokacijama	місця
lokacijama	адрес
lokacijama	venues
specijalno	спеціально
specijalno	особливий
specijalno	спеціальний
specijalno	особливі
specijalno	особливе
specijalno	спеціальні
specijalno	особлива
ateizam	атеїзм
drevne	давніх
drevne	стародавні
drevne	давні
drevne	стародавній
drevne	давній
parma	парма
rejting	рейтинг
rejting	оцінкою
rejting	оцінка
rejting	оцінок
rejting	оцінки
lipa	липа
konji	коней
konji	коні
babić	бабіч
mhz	мгц
peći	плита
peći	піч
peći	печі
phillips	філліпс
lars	ларс
donijeti	принести
donijeti	принесе
donijeti	привезти
označeni	позначено
označeni	позначене
označeni	відмічені
označeni	позначені
lazar	лазар
kupiti	купити
kupiti	придбати
foto	світлину
foto	світлина
foto	світлині
foto	фото
minimum	мінімальна
minimum	мінімальний
minimum	мінімум
minimum	мінімально
minimum	мінімальне
shu	шу
kora	кора
kora	кора
norma	норма
norma	норм
norma	норма
kuka	застібка
kuka	гак
kuka	гук
kuka	гачок
hana	ганна
paralelne	паралельний
paralelne	паралельні
paralelne	паралельно
piero	piero
hitchcock	гічкок
crkava	церкви
crkava	церквах
crkava	храми
crkava	церков
tokio	токіо
tokio	tokyo
gibson	гібсон
himne	гімн
kraća	коротше
kraća	виступи
zakletvu	запеклий
kepler	kepler
primaju	отримувати
ole	оле
vjerovatnoća	ймовірність
concat	concat
krilima	крила
lakši	легше
lakši	простіше
uništava	нищить
uništava	знищує
vozi	драйв
vozi	пристрій
vozi	привід
vozi	drive
rado	радо
disney	дісней
disney	disney
meti	цільовий
tehnološki	технологічних
tehnološki	технологічного
tehnološki	технічного
tehnološki	технологічний
poglavlja	подається
poglavlja	розділи
poglavlja	глави
geobox	geobox
slo	slo
napulj	неаполь
napetosti	накопичення
bonaparte	бонапарт
ahmet	ахмет
prijem	прийом
rekli	сказала
rekli	казали
rekli	сказали
rekli	сказав
rekli	казав
rekli	саїд
gilles	жиль
blato	бруд
stavi	додаю
stavi	ставимо
stavi	класти
stavi	поставити
pravna	правові
pravna	правова
pravna	юридична
pravna	юридичні
pravna	юридичний
postanu	стануть
postanu	стати
postanu	стають
detektiv	детектив
italia	italia
norme	норм
norme	норма
obnovljen	оновлена
administrator	адміністратор
administrator	адміністратора
administrator	адміністратором
javier	javier
proizvoditi	виготовлення
proizvoditi	виробляють
povod	нагоди
društava	товариств
bek	бек
depresija	депресія
uzorka	зразки
uzorka	зразок
uzorka	приклад
uzorka	зразка
senna	сенна
nih	nih
španci	іспанці
maksimum	максимальний
maksimum	максимальне
maksimum	максимальна
maksimum	максимум
mok	мок
dec	схилення
dec	схил
dec	dec
pješak	пішохідна
pješak	пішак
hronološki	хронологічний
imajući	курс
nou	ноу
zubi	зуби
ted	ted
ted	тед
formirane	сформована
formirane	оформлено
formirane	сформовано
opticaju	обіг
brad	бред
obroncima	схили
tunela	тунелів
tunela	тунелі
posmatra	спостереження
posmatra	годинники
posmatra	зацікавленість
posmatra	спостерігає
posmatra	дивиться
posmatra	дивитися
posmatra	дивлюсь
laurie	лорі
zabrana	заборонити
zabrana	заборону
zabrana	заблокувати
zabrana	бан
suárez	суарес
komunistička	комуністичний
komunistička	комуністична
srb	srb
markus	маркус
talas	хвиля
sierra	сьєрра
bush	буш
upada	рейд
pjevao	співав
pjevao	співали
pjevao	заспівав
pjevao	співала
pjevao	заспівали
slab	слабка
slab	слабкий
hitovi	hits
alexis	алексіс
alexis	алена
banda	банда
banda	gang
banda	банди
krista	кріста
jelo	блюдо
jelo	страва
pilota	пілотів
hiv	віл
koplja	списів
koplja	метання
bra	бюстгальтер
lakers	лейкерс
pušenje	курити
pušenje	куріння
pušenje	палити
pušenje	паління
direktan	пряма
direktan	прямий
direktan	direct
direktan	прямі
betula	береза
mergedrow	mergedrow
okoliša	довкілля
okoliša	екологічна
allahu	божі
allahu	боже
allahu	бога
allahu	бог
allahu	богу
boli	болить
boli	боляче
sdp	сдп
otkrije	розкривати
otkrije	знайдіть
jakih	силі
kum	хрещеним
operativnu	кооперативів
papua	папуа
kriterij	критерій
stepa	степ
pijanist	піаніст
misty	туманний
iznose	суми
administracija	адміністрація
administracija	адміністрації
administracija	адміністрування
čarobnjak	майстер
čarobnjak	чарівник
čarobnjak	майстра
suđenja	спроб
suđenja	випробувань
suđenja	випробування
tragovima	питань
tragovima	слідами
upravljaju	добровільного
theodor	теодор
udp	udp
paz	пас
ikona	ікона
ikona	значок
glad	голод
glad	голод
francuza	француза
francuza	француз
parc	parc
planirana	запланована
planirana	заплановано
planirana	запланований
planirana	заплановане
access	доступ
emitira	трансляції
stalnih	постійного
stalnih	постійні
stalnih	стійкий
stalnih	постійний
principi	засади
principi	принципи
izgubi	втратить
izgubi	програє
izgubi	втратити
izgubi	програти
homer	гомер
republikanska	республіканська
gan	ганн
bruto	валовий
classic	класична
classic	класичні
classic	класичний
classic	класика
classic	класичне
alel	алелі
gandhi	ганді
jednaki	дорівнює
jednaki	рівне
izdavanje	видачі
hubble	габбл
einstein	ейнштейн
civilna	цивільно
civilna	цивільний
civilna	громадянська
civilna	цивільних
civilna	цивільний
teritorijalna	територіальних
mine	мін
mine	копальні
mine	міни
stabilan	стабільна
stabilan	стійкий
emily	емілі
ferenc	ференц
nosača	авіаносець
kuna	куна
dođu	come
dođu	приходь
dođu	приходьте
attr	attr
operacijama	дії
operacijama	операцій
operacijama	операції
hepburn	хепберн
ribolov	рибалку
ribolov	рибалити
ribolov	тунця
naboj	заряд
siva	сірий
siva	сірі
siva	сіра
siva	сірий
siva	грей
kane	кейн
šupljina	лопатки
pokrivaju	обкладинку
pokrivaju	cover
pokrivaju	обкладинка
pokrivaju	обкладинки
osmi	восьмий
hamlet	гамлет
bekr	бакр
udata	одружені
udata	заміжня
udata	одружена
udata	заміж
udata	одружений
skladištenje	зберігання
skladištenje	носії
skladištenje	сховище
idejama	ідеї
obnovio	оновлена
ponuda	пропозиція
ponuda	пропонуємо
ekspedicija	мкс
ekspedicija	експедиція
rumunski	румунська
dugogodišnji	багаторічну
tvorac	творець
tvorac	автор
tvorac	створив
studijama	студій
studijama	вивчає
studijama	дослідження
upravnik	ворден
budizam	буддизм
čovječnosti	людство
čovječnosti	людяності
potpuna	завершене
potpuna	завершити
potpuna	повний
potpuna	завершення
potpuna	завершений
kasiopeja	кассіопея
logos	логос
princeton	princeton
izdavačke	видавництво
izdavačke	оприлюднення
izdavačke	публікацією
izdavačke	публікація
izdavačke	публікування
arheološka	археологічний
levi	леві
mečeva	збігається
mečeva	матчів
mečeva	відповідає
mečeva	сірники
brz	швидко
brz	швидкі
brz	швидке
brz	швидка
brz	фаст
brz	швидкий
javi	хаві
leslie	леслі
uzorak	зразки
uzorak	зразок
uzorak	приклад
uzorak	зразка
melbourne	мельбурн
vjerskim	релігійна
vjerskim	релігійні
govornika	спікерів
odabran	вибраний
odabran	обрані
odabran	вибрані
odabran	вибране
odabran	вибрано
srijemska	сремська
izvrši	виконати
izloženi	відкритий
basic	базові
basic	базове
basic	основні
basic	базовий
basic	основний
prijelaza	міграційних
držala	тримали
držala	проведено
gómez	гомес
kornjača	черепашка
kornjača	черепаха
kornjača	черепашки
kornjača	черепахи
čeljusti	кігті
jabuke	яблуками
jabuke	яблука
jedinstveno	однозначно
jedinstveno	унікальний
jedinstveno	унікальне
jedinstveno	унікальні
uzimajući	веду
uzimajući	взяти
uzimajući	беру
tajno	таємно
ravnoteža	рівноваги
ravnoteža	рівновага
jutro	morning
jutro	ранку
jutro	ранок
jutro	утро
ostvaruju	дістане
roosevelt	рузвельт
arg	arg
pokrenuta	запустили
pokrenuta	розпочали
deutsche	deutsche
auguste	огюст
roberts	робертс
lociran	розташовані
lociran	знаходиться
lociran	розташовано
lociran	розташований
jednakost	рівність
jednakost	доходів
advokat	адвокат
advokat	прокурора
advokat	адвокат
advokat	юрист
shell	оболонка
shell	оболонки
mehanika	механіка
fer	фер
fer	ярмарок
fer	справедливо
fer	справедлива
fer	справедливий
prolaza	проході
ltd	ltd
gradonačelnika	мера
carlsen	карлсен
nazvane	названий
nazvane	назвали
nazvane	названо
svjestan	уважні
svjestan	відомо
svjestan	усвідомлює
objavljivanje	публікацію
objavljivanje	публікація
sony	sony
avanture	пригоди
bros	застібка
bros	bros
organska	органічні
organska	органічне
trend	тренд
bogovima	боги
pažljivo	уважно
uništenja	руйнування
uništenja	знищення
ramos	рамос
baka	бабуся
vjerska	релігійна
vjerska	релігійні
utvrđenje	форт
utvrđenje	fort
zagradi	дужки
dominantni	домінанта
logika	логічна
logika	логіка
logika	логічні
wesley	веслі
proizvedena	виготовлено
proizvedena	виготовлена
ubijena	убитий
ubijena	вбив
ubijena	вбили
vene	вени
vene	вена
vene	венах
rastao	виросла
moldavija	молдова
moldavija	молдові
moldavija	молдови
ogromna	неймовірні
relacija	еквівалентності
misle	думаю
misle	think
misle	думайте
misle	згадай
misle	подумайте
olympique	olympique
motivima	мотиви
vlažnost	вологість
šalju	надіслати
šalju	відправити
šalju	надсилати
šalju	відіслати
šalju	надсилання
alge	водорості
hebrejski	єврейська
hebrejski	іврит
rect	rect
augustin	augustin
pivo	пиво
enciklopedije	encyclopaedia
granate	патрони
granate	оболонки
granate	мушлі
šerif	шериф
ograničenje	ліміт
ograničenje	межа
ograničenje	обмежити
ograničenje	обмеження
kukuruz	кукурудза
kukuruz	кукурудзу
iupac	iupac
turner	тернер
psihologija	психологія
geometrija	геометрія
pravno	законного
pravno	юридично
alfons	альфонсо
kut	кут
libija	лівії
klarinet	кларнет
prebačen	перенесені
prebačen	перевели
zadatke	призначення
zadatke	доручення
ostavi	залиште
ostavi	leave
ostavi	залишити
sistematski	систематично
jamie	джеймі
izložena	відкритий
specifičnosti	характеристики
nafta	нафтовий
nafta	нафту
nafta	нафта
željeznički	залізничний
željeznički	трамвая
željeznički	залізнична
željeznički	залізниця
luz	луз
šesnaest	шістнадцять
sarađivao	співпрацювати
bomba	бомба
lloyd	ллойд
stop	стоп
stop	припинити
stop	зупинки
stop	зупинити
stop	зупинка
stop	зупинитись
kuba	кубі
kuba	куби
kuba	куба
elektronska	електронне
elektronska	електронні
elektronska	електроніка
elektronska	електронна
elektronska	електронний
dole	вниз
dole	down
dole	униз
dole	даун
dole	внизу
dole	додолу
instrumente	інструментів
instrumente	інструментами
navare	віана
poručnik	лейтенант
poručnik	лейтенанта
iure	юре
zaustavlja	стоп
zaustavlja	припинити
zaustavlja	зупинки
zaustavlja	зупинити
zaustavlja	зупинка
zaustavlja	зупинитись
nestala	відсутній
odsustvo	відсутність
odsustvo	відсутності
tragova	слідів
slobodi	випустити
okružena	оточують
okružena	оточили
spomenut	згадала
spomenut	згадав
spomenut	згадував
ponedjeljak	понеділок
arhitektonski	архітектурний
ofanziva	наступ
ofanziva	операція
geometrijski	геометричних
postotak	відсотки
postotak	відсоток
panama	панами
spriječi	запобігти
spriječi	запобігати
datumi	дати
interese	інтереси
interese	зацікавлення
interese	інтересів
tajvan	тайвань
panzer	panzer
izložen	відкритий
kenneth	кеннет
izdavača	видавців
carska	імператорський
carska	імперський
carska	imperial
tame	темряву
tame	темрява
tame	темряви
počast	честь
počast	пошани
ozbiljne	серйозне
ozbiljne	серйозно
ozbiljne	серйозні
ozbiljne	серйозна
ozbiljne	серйозний
vice	віце
vice	заступник
franaka	франків
nuklearni	ядерної
nuklearni	ядерні
nuklearni	ядерна
nuklearni	ядерний
prisiljeni	примусово
prisiljeni	змусили
prisiljeni	вимушена
hronika	хроніки
hronika	літопис
hronika	хроніка
prezentacija	презентацію
prezentacija	презентації
prezentacija	презентація
metan	метан
dubai	дубай
dubai	дубаї
friends	друзями
friends	друзів
friends	друзі
kancelar	канцлер
britannica	britannica
born	народження
born	народився
born	борн
born	народилась
born	народилася
poplave	повінь
ukrajinci	українцям
ukrajinci	українці
demokratija	демократія
vivo	vivo
schmidt	шмідт
reforma	реформи
reforma	реформа
usmjeren	орієнтований
usmjeren	направлена
profesionalne	фахівець
profesionalne	професійний
profesionalne	професіонал
profesionalne	professional
profesionalne	професійні
andersson	андерссон
doors	двері
znajući	відмітили
znajući	знаючи
znajući	знати
talasi	хвилі
talasi	хвилями
pobunjenika	повстанців
pobunjenika	повстанці
pobunjenika	rebel
hronologija	хронологія
hronologija	життєписі
hronologija	життєпис
hronologija	життєпису
hronologija	розклад
lane	вуличка
nowrap	nowrap
sljedbenici	читачів
sljedbenici	читачі
zalihe	запаси
baterije	батарейки
delfin	дельфін
delfin	dolphin
delfin	дельфіни
crtež	ескіз
crtež	креслення
crtež	малюнок
crtež	малювання
grah	бін
grah	сабін
grah	смаки
plata	плата
plata	плати
darwin	дарвін
oklopnih	танкові
inteligencija	інтелект
inteligencija	розвідка
hassan	хассан
memorija	спогад
dizel	дизель
izgubiti	втратити
izgubiti	програти
strategije	стратегії
noviji	новіші
trave	трава
trave	трави
sirius	sirius
karbonat	карбонат
unix	unix
romi	roma
romi	роми
romi	рома
ključanja	кипіння
planova	змови
planova	плани
dem	дем
laboratorija	labs
laboratorija	лабораторії
laboratorija	лабораторія
laboratorija	lab
laboratorija	лабораторії
doza	доз
doza	доза
robovi	рабів
robovi	раби
din	ад
din	дін
svuda	всюди
svuda	скрізь
predaja	здатися
obnovu	відновлення
obnovu	реставрація
obnovu	реабілітація
ključa	клавіші
ključa	ключі
senegal	сенегалу
receptore	рецептори
sergei	сергій
otrov	venom
otrov	отрути
otrov	отруту
otrov	отрута
sutra	завтра
sutra	tomorrow
pogodan	вдале
pogodan	підходить
konzul	консул
diane	даян
zahtjevi	запити
zahtjevi	запитів
zahtjevi	запит
zahtjevi	вимоги
zahtjevi	вимагає
mostovi	мости
mostovi	мостів
opremljen	обладнаний
povuče	зняти
bon	бон
počeci	початки
nasilje	насилля
nasilje	насильство
povećane	зросли
povećane	збільшили
nekako	добрі
nekako	вид
nekako	різновид
nekako	якось
tooltip	підказка
poljaci	поляків
poljaci	поляки
tehnička	технічні
tehnička	технічна
tehnička	технічний
beskonačno	нескінченні
beskonačno	нескінченний
beskonačno	безмежний
beskonačno	нескінченна
beskonačno	нескінченно
ljubomir	любомир
everton	евертон
wells	веллс
fran	френ
fran	фран
dalmacija	далмація
legio	legio
fragmenti	фрагменти
kate	kate
kate	кейт
abo	abo
procjenu	оцінка
move	пересунути
move	хід
move	перемістити
move	пересування
baterija	батареї
baterija	акумулятор
baterija	акумулятори
baterija	батарея
socijalno	морально
socijalno	соціально
blogs	блоги
kuvajt	кувейт
puk	полк
spontano	спонтанно
uništi	знищить
uništi	знищити
sveukupno	загальна
sveukupno	загальний
promocija	підвищення
promocija	просування
promocija	заохочення
ispunjava	наповнюється
ispunjava	заповнює
mil	mil
gvatemala	гватемали
individualne	окремих
individualne	індивідуальна
individualne	індивідуальні
individualne	індивідуальне
individualne	окремі
individualne	індивідуальний
sfere	сфер
sfere	кулі
oštećenje	ламати
oštećenje	пошкодження
palo	пало
stanislav	станіслав
uspješnu	успішно
uspješnu	успішне
uspješnu	вдало
uspješnu	успішний
uspješnu	вдалась
arterije	судини
afrička	африканська
afrička	африканський
afrička	африканські
afrička	африканських
slavni	відома
