категория	kategória
союза	szakszervezet
союза	unión
союза	uniós
кто	ki
кто	aki
связи	linkek
связи	hivatkozások
связи	kapcsolatok
связи	kommunikáció
связи	távközlés
связи	kommunikációs
день	nap
день	napon
день	nappal
день	napot
именно	pontosan
период	időszak
период	időtartam
период	periódus
община	közösség
община	közösségi
индексы	mutatók
индексы	indexek
индексы	indexek
округа	körzetek
округа	megyék
франции	franciaország
франции	france
группа	csoport
группа	csoportban
имя	neve
имя	név
игры	játék
игры	játékok
цифровой	digitális
поэтому	ezért
идентификатор	azonosító
ширина	szélessége
ширина	szélesség
просто	csak
регион	régió
регион	régiók
тогда	akkor
тогда	aztán
конце	befejezés
конце	vége
конце	vég
отечественной	hazafias
вот	itt
работал	bevált
работал	dolgozott
работал	működött
церкви	templomok
церкви	templom
церкви	egyház
клуб	klub
клуб	club
наук	tudományok
ввп	gdp
больше	több
больше	more
больше	további
больше	tobb
федерации	föderáció
федерации	szövetség
федерации	szövetségek
наиболее	legtöbb
изображения	képeket
изображения	képek
изображения	kép
изображения	képet
советский	szovjetek
советский	szovjet
степени	fokban
степени	fok
степени	fokozat
степени	diploma
степени	fok
северо	northwestern
северо	északnyugati
изображение	kép
изображение	képet
награды	kitüntetés
награды	jutalmat
награды	jutalom
награды	díjak
награды	gála
ранее	korábban
ранее	korábban
ранее	korábbi
википедия	wikipédia
перед	előtte
перед	előtt
перед	mielőtt
германии	németül
германии	német
германии	németország
владимир	vladimír
владимир	vlagyimir
владимир	vladimir
москва	moszkvai
москва	moszkvában
москва	moszkva
системы	rendszerek
системы	systems
стала	lettem
стала	lett
стала	vált
стороны	bulik
стороны	pártok
стороны	felek
стороны	partik
совет	tanács
академии	akadémia
две	kettő
николай	nicolai
николай	nyikolaj
николай	nikolai
николай	nyikolaj
николай	nicholas
николай	miklós
некоторые	néhány
менее	kevesebbet
менее	kevesebb
менее	kevésbé
роль	szerepet
роль	szerep
роль	szerepe
юго	délnyugat
дом	otthon
дом	itthon
дом	haza
дом	dom
дом	house
дом	ház
дом	házon
значимость	jelentősége
значимость	relevánsak
значимость	jelentősége
высоты	heights
русский	orosz
русский	oroszul
русский	oroszország
член	tag
член	pénisz
член	fasz
член	dick
член	farok
член	fasz
член	farok
член	kakas
орден	megrendelés
орден	rendelés
орден	rend
орден	parancs
сам	magam
сын	fiam
сын	fiuk
пока	szia
общины	közösségek
общины	települések
общины	közösség
общины	közösségi
число	szám
число	száma
эта	ezt
эта	ez
нужно	kell
нужно	szükséges
большой	nagyok
большой	nagyméretű
большой	nagy
большой	nagyok
большой	nagy
количество	szám
количество	száma
количество	mennyiség
институт	intézet
институт	intézmény
институт	institut
институт	intézmény
институт	intézmények
компании	társaság
компании	vállalat
компании	cég
компании	század
компании	vállalatok
компании	társaságok
компании	cégek
компании	vállalkozások
церковь	templom
церковь	egyház
советского	szovjetek
советского	szovjet
проект	projekt
проект	project
проект	vázlat
проект	tervezetét
проект	huzat
проект	tervezet
много	sok
много	sok
много	sokan
много	sok
много	sokat
сельский	vidék
сельский	vidéki
сельский	rusztikus
вопрос	kérdés
новый	újdonság
новый	új
образование	oktatási
образование	oktatás
тоже	is
тоже	túl
момент	pillanat
момент	nyomaték
фильмы	filmek
фильмы	filmeket
фильмы	mozi
фильмы	filmek
фильмы	filmeket
часто	gyakran
часто	gyakran
часто	gyakori
почти	majdnem
почти	majdnem
сокорро	socorro
партии	bulik
партии	pártok
партии	felek
партии	partik
глава	fejezet
настоящее	ajándék
настоящее	jelen
стали	steel
стали	acél
европы	európa
европы	europe
европы	európában
организации	szervezés
организации	szervezet
организации	szervezetek
сейчас	most
империи	birodalmak
империи	birodalom
империи	empire
река	folyami
река	folyó
участников	résztvevőknek
участников	résztvevők
участников	résztvevő
альбом	album
одна	egyedül
одна	egy
станции	állomás
станции	pályaudvar
станции	állomások
людей	emberek
возможно	talán
возможно	talán
возможно	lehetséges
возможно	valószínű
возможно	valószínűleg
сергей	szergej
сергей	sergei
сергей	szergej
окончил	végzett
иван	ivan
иван	iván
иван	iván
пояс	öv
команды	parancsok
команды	parancsol
команды	csapatok
такие	ilyen
шаблон	minta
шаблон	sablon
ссылки	hivatkozás
ссылки	hivatkozásokat
ссылки	hivatkozások
ссылки	linkek
ссылки	hivatkozások
ссылки	kapcsolatok
многие	sok
многие	sokan
жизнь	élet
жизнь	életem
жизнь	life
серии	sorozat
участники	résztvevőknek
участники	résztvevők
участники	résztvevő
участники	részvétel
участники	jelenlét
участники	tagjai
участники	tagok
участники	tagoknak
участники	képviselők
начал	kezdődött
начал	kezdte
начал	elkezdődött
культуры	kultúrák
часовой	őrszem
часовой	sentinel
часовой	őrszem
проекта	projekt
проекта	project
команда	legénység
команда	személyzet
команда	brigád
команда	osztag
команда	parancsnokság
команда	parancs
команда	csapat
команда	team
достаточно	elég
краткое	rövid
краткое	tömör
позже	később
другой	egyéb
другой	más
источники	forrás
источники	források
данные	adatok
данные	adat
данные	adatforgalom
война	háború
школы	iskolákban
школы	iskolák
школы	iskola
школы	iskolában
школы	iskola
школы	suli
герой	hős
михаил	mihail
михаил	michael
михаил	mihály
текст	sms
текст	szöveg
первая	először
первая	első
песни	dalok
песни	dalokat
которое	ami
которое	melyik
которое	mely
которое	amely
женщин	nők
женщин	asszonyok
женщин	női
женщин	nő
участником	résztvevő
книги	könyveket
книги	könyvek
книги	könyv
полностью	teljesen
полностью	teljesen
полностью	teljesen
жителей	lakói
жителей	lakók
жителей	lakosok
честь	becsület
честь	megtiszteltetés
честь	megtisztelő
честь	megtiszteltetés
честь	becsület
честь	megtiszteltetés
звание	rang
звание	rangja
решение	döntés
решение	határozat
решение	megoldást
решение	megoldás
решение	oldat
чемпионат	bajnokság
деятельность	tevékenységei
деятельность	tevékenységek
деятельность	tevékenység
деятельность	tevékenységek
деятельность	tevékenység
деятельность	aktivitás
еще	több
еще	more
еще	további
еще	tobb
данных	adatok
данных	adat
данных	adatforgalom
назначен	hozzárendelve
назначен	kijelölt
назначен	kijelölt
назначен	kinevezett
плотность	sűrűség
плотность	sűrűsége
берегу	partra
берегу	part
берегу	shore
итог	végeredmény
россия	oroszország
ничего	semmi
села	ültem
села	ült
названия	címeket
названия	címek
названия	nevek
названия	neveket
сан	szan
сан	san
должен	kéne
должен	kellene
должен	kell
ним	nim
права	jogai
права	jogokkal
права	jogok
король	kinga
края	szélek
края	edge
обычно	általában
обычно	rendszerint
обычно	általában
обычно	jellemzően
обычно	tipikusan
обычно	általában
умер	meghalt
умер	halott
умер	halottak
власти	hatóságok
службы	szolgáltatások
службы	szolgáltatás
службы	kiszolgálás
службы	szerviz
службы	szolgálat
службы	szolgáltatás
система	rendszer
система	system
университет	university
университет	egyetem
должны	kéne
должны	kellene
должны	kell
слова	szavakat
слова	szavak
флаг	zászló
флаг	megjelölés
флаг	lobogó
версии	verzió
версии	változat
версии	változatok
различных	más
различных	különböző
различных	eltérő
различных	sokszínű
различных	többféle
различных	különféle
различных	különböző
вновь	újra
отец	apa
отец	apu
общества	társadalom
общества	társadalmak
обсуждение	vita
обсуждение	megbeszélés
обсуждение	beszélgetés
рода	rhoda
многих	sok
многих	sokan
войска	katonák
войска	csapatok
детей	gyerekek
детей	gyermekeknek
детей	gyermek
детей	gyermekek
источник	forrás
вскоре	hamarosan
вскоре	nemsokára
члены	tagjai
члены	tagok
члены	tagoknak
члены	képviselők
должность	állás
должность	pozíció
должность	álláspont
обсуждения	beszélgetések
обсуждения	megbeszélések
обсуждения	viták
обсуждения	vita
обсуждения	megbeszélés
обсуждения	beszélgetés
действия	művelet
действия	fellépés
действия	cselekvési
действия	cselekvés
действия	akció
действия	műveletek
действия	fellépések
действия	akciók
действия	intézkedések
действия	cselekvések
действия	tevékenységek
действия	tevékenység
действия	aktivitás
дивизии	körzetek
дивизии	osztályok
участника	résztvevő
музей	múzeumi
музей	múzeum
музей	museum
ряд	sort
ряд	sor
душу	lélek
душу	soul
душу	lelkem
душу	lelked
дома	otthon
дома	itthon
дома	haza
дома	házak
дома	házakat
некоторых	néhány
почему	miért
школа	iskolában
школа	iskola
школа	suli
выше	magasabbak
выше	magasabb
выше	fölötte
выше	felett
выше	fölött
выше	fent
выше	fenti
выше	felette
выше	feljebb
выше	magasabb
выше	nagyobb
чел	cel
чел	férfi
чел	ember
медаль	érem
медаль	medál
медаль	kitüntetés
земли	földeket
земли	földek
земли	föld
земли	földterület
земли	szárazföld
земли	telek
земли	földterületek
режиссёр	rendező
режиссёр	igazgató
режиссёр	filmes
правила	szabályok
правила	szabály
правила	szabályzat
правила	szabályzat
правила	rendeletek
правила	szabályozások
правила	szabályozás
полка	polc
полка	polcon
полка	ezred
линии	line
линии	sor
линии	vonal
линии	vonalak
линии	sorok
места	helyszínek
места	helyek
места	helyszínek
места	helyek
места	ülések
места	ülés
существует	létezik
категории	kategória
категории	kategória
категории	kategóriák
ссылка	hivatkozás
ссылка	kapcsolat
ссылка	link
ссылка	linket
ссылка	hivatkozást
ссылка	hivatkozás
ссылка	referencia
ссылка	utalás
компания	társaság
компания	vállalat
компания	cég
компания	század
используется	használt
используется	felhasznált
тысяч	ezer
начало	start
начало	kezdés
начало	kezdeni
начало	kezdetek
начало	kezdete
начало	eleje
начало	kezdet
начало	kezdem
начало	kezdő
начало	kezdve
начало	kezdetek
италии	olaszország
италии	olasz
италии	olaszország
положение	szituáció
положение	helyzet
положение	állás
положение	pozíció
положение	álláspont
мужчин	hímek
мужчин	férfi
мужчин	férfiak
мужчин	emberek
северной	észak
северной	északi
северной	északra
северной	észak
северной	északi
острова	szigetek
острова	szigeteket
острова	sziget
острова	szigeten
дело	ügy
дело	case
дело	eset
полк	ezred
полк	polk
теперь	most
станция	állomás
станция	pályaudvar
профессор	professzor
особенно	különösen
особенно	különösen
особенно	főleg
американский	amerikai
право	jogszabályok
право	jog
право	jogszabály
право	törvény
великобритании	britek
великобритании	angol
великобритании	brit
чемпион	bajnok
чемпион	bajnok
лучше	jobb
лучше	jobban
шаблоны	sablonok
шаблоны	minták
шаблоны	mintákat
правило	szabály
андрей	andrej
андрей	andrej
андрей	andrej
андрей	andrás
андрей	andrew
роли	szerepet
роли	szerep
роли	szerepe
роли	raleigh
роли	szerepei
сезон	szezont
сезон	idény
сезон	évszak
сезон	évad
сезон	szezon
люди	emberek
люди	emberek
управление	kontroll
управление	irányítás
управление	vezérlő
управление	ellenőrzési
управление	ellenőrzés
управление	menedzsment
управление	irányítás
управление	vezetőség
управление	gazdálkodás
управление	irányítási
управление	kormányzás
управление	irányítás
длина	hossza
длина	hossz
длина	hosszúság
хорошо	jó
иногда	néha
вместо	helyett
вместо	ehelyett
вместо	helyette
тип	típus
тип	típusa
кладбище	temetőben
кладбище	temető
кладбище	temetőben
кладбище	temető
средняя	középre
средняя	közép
средняя	középső
средняя	átlagos
средняя	átlagosan
средняя	átlag
средняя	közepes
театр	színház
театр	színházi
театр	színház
художник	festő
художник	művész
художник	előadó
российская	orosz
российская	oroszul
российская	oroszország
одно	egy
алексей	alekszej
алексей	alexis
коммуны	települések
возможность	lehetőséget
возможность	lehetőség
возможность	lehetőség
создания	létrehozása
создания	alkotás
создания	teremtés
премия	prémium
премия	felár
премия	díj
премия	jutalom
премия	nyeremény
премия	díj
премия	díjat
выпускники	nyugdíjasok
выпускники	végzősök
выпускники	öregdiák
выпускники	diplomások
выпускники	végzősök
сср	ssr
новые	újdonság
новые	új
основные	fő
основные	main
основные	főbb
основные	alap
основные	alapvető
всегда	mindig
известные	ismeretes
известные	ismertek
известные	ismert
южной	dél
южной	déli
южной	dél
южной	délre
южной	déli
метров	méter
метров	méter
практически	majdnem
практически	gyakorlatilag
корпуса	hadtest
корпуса	alakulat
президент	elnök
четыре	négy
стоит	érdemes
стоит	megéri
стоит	worth
информация	info
информация	infó
информация	információ
информация	infók
информация	információk
информация	információ
информация	tájékoztatás
информация	információk
большая	nagyok
большая	nagyméretű
большая	nagy
большая	nagyok
большая	nagy
большинство	legtöbb
большинство	többségi
большинство	többség
кино	kino
кино	filmet
кино	mozi
кино	film
кино	mozi
кино	filmek
кино	filmeket
кино	fólia
кино	film
кино	mozi
номер	szám
номер	száma
деревни	falvak
силы	force
силы	erő
силы	erők
государства	államok
государства	államokat
примерно	durván
примерно	nagyjából
примерно	megközelítőleg
примерно	hozzávetőleg
примерно	körülbelül
александра	alexandra
писатель	író
движения	mozgását
движения	közlekedés
движения	forgalom
движения	dugó
роман	római
роман	roman
роман	újszerű
роман	regény
дней	napok
дней	napokban
дней	napokat
дней	napokon
новых	újdonság
новых	új
клубы	klubok
джон	john
джон	jános
джон	jon
граф	gróf
граф	grafikon
процент	százalék
процент	százalékban
провинции	tartományok
новая	újdonság
новая	új
известен	ismeretes
известен	ismertek
известен	ismert
мини	mini
памятник	emlékmű
сил	erők
каждый	mindenki
каждый	mindenkinek
каждый	minden
каждый	mindegyik
потом	akkor
потом	aztán
герб	gyógynövény
герб	herb
герб	jelkép
герб	címere
герб	embléma
счёт	fiók
счёт	figyelembe
счёт	számla
счёт	pontszám
книга	könyv
книга	könyvet
отношения	kapcsolatok
отношения	kapcsolatok
отношения	kapcsolat
доктор	orvos
использовать	használat
использовать	használata
использовать	felhasználás
использовать	használni
стран	országokban
стран	országok
происходит	történik
заголовок	főcím
заголовок	felirat
заголовок	fejléc
заголовок	fejes
заголовок	irány
заголовок	cím
заголовок	címe
заголовок	beosztás
лучший	legjobbak
лучший	legjobb
лучший	best
восточной	keleti
восточной	kelet
восточной	keleti
видов	faj
видов	állatfaj
видов	fajok
удалось	sikerült
удалось	sikerült
западной	nyugati
западной	nyugat
западной	western
всем	mindenki
всем	mindenkinek
всем	mindegyik
всем	mind
всем	minden
всем	mindenki
всем	mindenkinek
здание	épület
слово	szó
слово	szava
дочь	lányom
дочь	lánya
фон	háttér
фон	háttere
фон	háttérben
последний	utoljára
последний	utolsónak
последний	last
последний	utolsó
представляет	képviseli
правил	szabályok
правил	szabály
правил	szabályzat
точки	pontokat
точки	pontok
точки	pont
точки	pontok
мария	mary
мария	mária
мария	mária
мария	maria
коммуна	kommuna
партия	party
партия	buli
партия	parti
партия	tétel
страницы	lapok
страницы	oldalakon
страницы	oldalak
страницы	oldalt
страницы	oldal
спасибо	köszönöm
спасибо	köszi
спасибо	koszi
позднее	később
включает	tartalmazza
актёр	színésznek
актёр	színész
включая	beleértve
дмитрий	dmitri
дмитрий	dmitry
дмитрий	dimitri
правительства	kormányok
председатель	elnök
председатель	széket
председатель	szék
председатель	elnök
моря	tengerek
моря	tengeren
моря	tengeri
моря	tenger
страна	ország
страна	országban
вариант	változat
вариант	opció
вариант	lehetőség
одновременно	egyidejű
одновременно	egyidejűleg
одновременно	egyszerre
одновременно	egyidejűleg
дороги	utakon
дороги	utak
имел	volt
русские	orosz
русские	oroszul
русские	oroszország
русские	oroszok
александрович	alekszandrovics
виктор	viktor
виктор	víctor
виктор	victor
виктор	viktor
мир	világ
мир	world
мир	vilag
мир	béke
мир	mir
работа	állás
работа	meló
работа	munka
работа	munkahelyi
работа	munka
работа	dolgozó
работа	dolgozik
работа	dolgozom
работа	dolgozok
японии	japán
японии	japán
японии	japánok
серия	sorozat
серия	epizód
серия	rész
песня	dal
песня	dalt
песня	song
становится	válik
василий	basil
василий	vaszil
василий	vaszilij
вопросы	problémák
вопросы	kérdések
вопросы	kérdés
вопросы	kérdéseket
вопросы	kérdések
испании	spanyolország
завод	üzem
завод	növény
завод	gyár
завод	gyári
завод	üzem
завод	gyárban
штат	állapot
штат	állami
штат	állam
проблемы	kihívások
проблемы	kihívás
проблемы	kihívásokkal
проблемы	gond
проблемы	probléma
проблемы	baj
проблемы	gondok
проблемы	probléma
проблемы	problémák
проблемы	problémákat
проблемы	problémákkal
проблемы	problémák
проблемы	kérdések
юрий	yuri
юрий	jurij
ниже	alul
ниже	alatt
ниже	alatta
ниже	alább
ниже	lent
ниже	alacsonyabb
ниже	alsó
ниже	lejjebb
улицы	utcákon
улицы	utcák
рядом	közel
рядом	közelben
рядом	közeli
найти	találni
найти	megtalálni
вклад	beviteli
вклад	bevitel
вклад	bemeneti
вклад	járulék
вклад	hozzájárulás
вклад	hozzájárulások
вклад	járulékok
вклад	hozzájárulás
вклад	járulék
развитие	fejlesztés
развитие	fejlődés
развитие	fejlesztési
лиги	league
лиги	liga
научно	tudományosan
директор	rendező
директор	igazgató
директор	igazgató
командир	parancsnok
друг	barát
друг	barátom
вернулся	visszatért
заслуженный	megtisztelő
заслуженный	megtiszteltetés
считается	számít
рок	szikla
рок	kő
рок	rock
пор	erp
футболист	labdarúgó
футболист	focista
мой	enyém
отличие	különbség
журнал	magazin
журнал	tár
журнал	újság
журнал	journal
журнал	napló
журнал	lap
журнал	lapjában
журнал	napló
журнал	log
министр	miniszter
значение	érték
значение	értéke
комитета	bizottság
производства	előállítás
производства	gyártás
производства	termelés
производства	termelési
премьер	fővezér
премьер	prime
премьер	elsődleges
премьер	premier
сначала	először
сначала	első
действительно	valóban
действительно	valóban
действительно	igazán
действительно	tényleg
действительно	igazán
игра	játék
игра	game
игра	meccs
решения	döntések
решения	határozatok
решения	megoldások
решения	megoldásokat
строительство	épület
строительство	építkezés
строительство	építési
строительство	építés
пункт	tárgy
пункт	tétel
пункт	elem
пункт	bekezdés
мать	édesanyám
мать	anya
старший	idősebb
старший	rangidős
старший	senior
старший	végzős
снова	újra
здания	épületek
тренер	edző
тренер	edző
поле	mező
написал	írt
написал	irtam
написал	írta
написал	írtam
значения	érték
значения	értékek
пути	módok
женщины	nőstények
женщины	nőnemű
женщины	nő
женщины	női
женщины	nőstény
женщины	nők
женщины	asszonyok
женщины	női
женщины	nő
майор	őrnagy
провинция	tartomány
провинция	tartományban
программы	programok
программы	programok
храм	templom
храм	szentély
храм	temploma
храм	temple
исследования	vizsgálatok
исследования	tanulmányok
исследования	kutatás
исследования	kutatások
исследования	kutatási
обороны	védelem
обороны	védekezés
обороны	védelmi
обороны	védelem
обороны	védekezés
обороны	védelmi
мнение	vélemény
мнение	véleményt
мнение	vélemények
мнение	vélemény
мнение	vélemények
сообщения	kommunikáció
сообщения	távközlés
сообщения	kommunikációs
сообщения	üzenetek
сообщения	üzeneteket
раздел	részleg
раздел	szakasz
раздел	szekció
раздел	partíció
матч	mérkőzés
матч	egyezés
матч	találat
матч	meccs
матч	gyufa
матч	egyezik
востоке	keletre
востоке	keleti
востоке	kelet
быстро	gyorsan
быстро	gyors
быстро	gyorsan
быстро	gyors
быстро	gyorsan
удаление	eltávolítása
удаление	eltávolítás
удаление	eltávolítása
удаление	törlése
удаление	töröld
удаление	törlés
влияние	ütközés
влияние	becsapódás
влияние	hatás
влияние	hatása
влияние	befolyása
влияние	befolyással
влияние	befolyás
епископ	futó
епископ	bishop
епископ	püspök
следующий	következő
максимальная	legfeljebb
максимальная	maximum
максимальная	maximális
англии	anglia
англии	england
англии	angliai
капитан	kapitány
никто	senki
работает	működik
довольно	csinos
ленина	lenin
должно	kell
интернет	interneten
интернет	internet
руководитель	felügyelő
руководитель	vezér
руководитель	leader
руководитель	vezető
армия	sereg
армия	hadsereg
степень	fokozat
степень	diploma
степень	fok
науки	tudomány
науки	tudományok
версия	verzió
версия	változat
школе	iskolában
школе	iskola
школе	suli
думаю	gondolkodás
думаю	gondolkodik
думаю	gondolkodom
думаю	gondolkodó
полковник	ezredes
воды	víz
воды	vizet
совместно	közösen
титул	cím
титул	címe
титул	beosztás
сражения	csaták
князь	herceg
князь	prince
стадион	stadion
стадион	stadionban
деревне	vidék
деревне	település
деревне	falusi
деревне	falu
кубок	copa
кубок	kupa
кубок	csésze
кубок	cup
кубок	pohár
кубок	bögre
помимо	túl
пять	öt
пять	öten
движение	mozgás
движение	indítvány
движение	közlekedés
движение	forgalom
движение	dugó
движение	mozgás
выпуск	kimeneti
выпуск	kibocsátás
выпуск	kimenő
теории	elméletek
святой	saint
святой	szent
святой	szent
союз	union
союз	unió
союз	szakszervezet
союз	unión
союз	uniós
союз	szojuz
удалено	törölve
удалено	törölt
удалено	eltávolították
удалено	eltávolított
удалено	eltávolította
ван	furgon
ван	wang
удалить	eltávolítás
удалить	eltávolítása
удалить	törlése
удалить	töröld
удалить	törlés
остров	sziget
остров	szigeten
прав	jogai
прав	jogokkal
прав	jogok
операции	műveletek
операции	üzemeltetés
операции	tranzakció
операции	ügyletek
операции	tranzakciók
французский	francia
французский	franciák
издание	kiadás
издание	kiadvány
издание	közzététel
необходимо	szükségesek
необходимо	szükséges
результаты	eredmény
результаты	eredmények
результаты	eredményei
говорит	beszél
говорит	mondja
павел	paul
павел	pál
павел	pavlo
павел	paweł
павел	pavel
пётр	peter
пётр	péter
пётр	piotr
золотой	golden
золотой	arany
золотой	arany
последние	utoljára
последние	utolsónak
последние	last
последние	utolsó
последние	nemrég
последние	legutóbbi
известный	ismeretes
известный	ismertek
известный	ismert
известный	híres
известный	híresség
известный	neves
флота	flotta
использование	használat
использование	használatával
использование	használata
использование	felhasználva
использование	használat
использование	használata
использование	felhasználás
использование	használni
далее	tovább
далее	további
далее	következő
немецкий	németül
немецкий	német
империя	birodalom
империя	empire
совершенно	teljesen
совершенно	teljesen
очередь	sorba
очередь	sor
очередь	sorban
очередь	fordulj
записи	feljegyzések
записи	records
записи	nyilvántartások
записи	nyilvántartás
записи	bejegyzések
мог	lehetne
термин	távú
термин	kifejezés
вокруг	körül
вокруг	körbe
вторая	másodszor
вторая	másodperc
вторая	második
использования	használat
дети	gyerekek
дети	kölykök
дети	gyerekek
дети	gyermekeknek
дети	gyermek
дети	gyermekek
дети	babák
дети	csecsemők
издательство	kiadó
издательство	kiadás
издательство	kiadó
издательство	közzététel
действий	művelet
действий	fellépés
действий	cselekvési
действий	cselekvés
действий	akció
карьера	karrier
карьера	karrier
