srbijo	סרביה
realno	ריאלי
realno	מציאותית
trinajst	thirteen
casa	קאסה
virusi	נגיף
virusi	וירוס
virusi	וירוסים
snega	שלג
mach	מאך
leteči	עפה
leteči	טיסה
hitra	מהיר
reynolds	ריינולדס
ureditve	סידורים
ekonomska	כלכלי
ekonomska	כלכלית
zastrupitve	הרעלה
zastrupitve	הרעלת
warren	וורן
komunikacija	תקשורת
rick	ריק
commons	commons
alkohol	ליקר
alkohol	אלכוהול
kras	קראסוס
kras	הסלובקי
terry	טרי
osebje	סגל
osebje	סגל
osebje	צוות
zbrane	אסף
zbrane	נאסף
zbrane	אסף
jelka	עץ
izvajalci	מפעילים
izvajalci	קבלנים
izvajalci	קבלן
mile	מייל
toto	טוטו
rolling	מצלמים
rolling	גלגול
rolling	רולינג
rolling	מתגלגלת
rolling	מתגלגל
dodatki	בונוסים
dodatki	תוספי
dodatki	אביזרים
mass	מיסה
mass	מסת
mass	המסה
mass	מסה
dušo	הנשמה
dušo	נפש
dušo	נשמה
simetrija	סימטריה
lakote	רעב
bertrand	ברטרנד
zaščitena	מוגן
zaščitena	מוגנים
zaščitena	מוגנת
zaščitena	המוגן
kvalifikacije	הכשרה
kvalifikacije	כישורים
pari	זוגי
pari	זוגות
pari	זוגות
irana	איראן
irana	אירן
turbina	טורבינת
augusta	אוגוסטה
sen	סאן
sen	סן
hrbet	אחורה
hrbet	בחזרה
hrbet	חזרה
hrbet	לאחור
bach	באך
tonumber	tonumber
skriva	מסתור
skriva	מסתתרת
skriva	מסתיר
skriva	מתחבאת
skriva	מתחבא
skriva	מסתתר
televizija	טלוויזיה
televizija	טלויזיה
osvojitev	כיבוש
rena	הריין
rena	ריין
rena	רינו
rena	רנו
benečani	ונציאנים
poj	לשיר
poj	שרים
poj	שירו
deveto	התשיעית
deveto	התשיעי
pomanjkljivosti	פגמים
pomanjkljivosti	החולשות
pomanjkljivosti	חולשות
člena	כתבה
člena	המאמר
člena	מאמר
upravnik	מנהל
upravnik	סוהר
resnico	האמת
resnico	אמת
strup	ארס
strup	רעל
ignacij	איגנטיוס
preživi	שורדים
preživi	לשרוד
preživi	שורד
preživi	שורדת
živčni	עצבני
živčni	עצבים
živčni	לחוצה
živčni	עצבנית
živčni	מתוחה
živčni	מתוח
novinarjev	עיתונאים
zadaj	אחורה
zadaj	בחזרה
zadaj	חזרה
zadaj	לאחור
zadaj	אחורי
zadaj	אחורית
zadaj	אחוריים
opisi	תיאורים
predavanj	הרצאות
poskusil	ניסית
poskusil	ניסיתי
poskusil	ניסתה
poskusil	ניסה
poskusil	ניסו
pooblastila	חסויות
pooblastila	פאוורס
pooblastila	כוחות
pooblastila	סמכויות
pooblastila	הכוחות
pooblastila	המנדט
guido	גוידו
guido	גווידו
violinist	כנר
udeležili	השתתף
udeležili	השתתפו
udeležili	נכח
najmanjša	מינימום
najmanjša	המינימום
metalec	משגר
metalec	המגיש
metalec	מגיש
kneževine	נסיכויות
navade	הרגלים
navade	הרגלי
navade	מנהג
navade	הרגל
con	קון
vittorio	ויטוריו
religija	דת
častniki	קצינים
častniki	שוטרים
pravokotno	מלבני
groba	קשוח
groba	מחוספס
groba	גס
groba	קבר
seme	זרע
seme	גרעינים
seme	זרעים
seme	זרע
verigo	שרשרת
izboljša	משתפרת
izboljša	משפר
izboljša	לשפר
poznavanje	ידע
duncan	דאנקן
duncan	דנקן
hansen	הנסן
horst	הורסט
poznano	מוכרת
poznano	מוכר
ujel	תפס
ujel	נתפס
ujel	נתפסה
ujel	נתפסו
preiskave	חקירה
preiskave	חקירות
preiskave	חקירה
preiskave	חקירות
nameščeni	התקין
nameščeni	מותקן
dramo	דרמה
jürgen	יורגן
minute	דקות
uničiti	הורסים
uničiti	להרוס
uničiti	השמד
uničiti	להשמיד
identiteto	זהות
mehansko	מכני
mehansko	מכנית
izjavo	הצהרה
izjavo	ההצהרה
police	מדיניות
police	מדפים
thierry	תיירי
demokratične	דמוקרטי
demokratične	דמוקרטית
dano	בהינתן
dano	שניתנו
dano	ניתנה
dano	ניתנו
dano	נתון
klobuk	כובע
photo	תמונה
uspehi	הצלחות
izobraževalno	חינוכית
izobraževalno	חינוכי
greene	גרין
pierce	פירס
japonci	יפני
japonci	יפנית
japonci	יפנים
objavljeni	פורסם
objavljeni	פרסם
nikdar	מעולם
nikdar	לעולם
elektroni	אלקטרונים
predala	נכנעה
predala	נכנעו
predala	נכנע
škotske	סקוטלנד
škotske	סקוטית
škotske	סקוטי
leona	לאונה
leona	ליאונה
robertson	רוברטסון
postavljeno	גידלה
budistični	בודהיסטי
potniški	הנוסע
potniški	נוסע
potniški	נוסעת
sonja	סוניה
umetni	מלאכותי
umetni	מלאכותית
umetni	מלאכותיים
angeli	מלאכיות
angeli	מלאכים
bruselj	בריסל
razmišljanje	חושבת
razmišljanje	חשיבה
razmišljanje	חושב
razmišljanje	התבוננות
umetne	מלאכותי
umetne	מלאכותית
umetne	מלאכותיים
prisilil	כפייה
prisilil	הכריח
prisilil	כפה
prisilil	מאולץ
misijonar	מיסיונרית
širitev	הרחבה
širitev	התרחבות
širitev	התפשטות
legend	אגדות
legend	האגדה
legend	אגדה
malmö	מאלמה
dimenzije	ממדי
dimenzije	מימדים
dimenzije	ממדים
dimenzije	מידות
oblikovan	בצורת
porta	פורטה
ayrton	איירטון
klein	קליין
zob	שן
cesarica	קיסרית
cesarica	הקיסרית
domovina	המולדת
domovina	המולדת
domovina	מולדת
wiener	וינר
petja	מזמר
petja	מזמרים
petja	שרים
petja	שירה
petja	שר
opisan	מתואר
opisan	תאר
opisan	תיאר
lennon	לנון
žita	גרגיר
žita	תבואה
žita	דגן
podaljšana	המורחבת
podaljšana	מורחב
podaljšana	מורחבת
podaljšana	ממושכת
podaljšana	ממושך
podaljšana	מאורכים
prispel	הגיעה
prispel	הגיעו
prispel	הגיע
kde	kde
christoph	כריסטוף
spencer	ספנסר
dar	דאר
marta	מרטה
marta	מרתה
marta	מרתה
sadje	פרי
sadje	פירות
sadje	פירות
jevgenij	יבגני
presenetljivo	במפתיע
presenetljivo	מפתיעה
presenetljivo	מפתיע
presenetljivo	מפתיעים
trditve	תביעות
trditve	טענות
trditve	טוען
trditve	טענות
trditve	האשמות
trditve	ויכוחים
trditve	טיעונים
sara	שרה
sara	שרה
nizki	שפל
nizki	נמוך
nizki	נמוכה
plodovi	פירות
priljubljeno	פופולרי
priljubljeno	אהוד
priljubljeno	פופולרית
priljubljeno	פופולריים
priljubljeno	פופולריות
priljubljeno	מועדף
priljubljeno	פופולרי
priljubljeno	פופולריות
priljubljeno	פופולריים
priljubljeno	אהובים
priljubljeno	מועדפת
priljubljeno	מועדף
priljubljeno	אהוב
dale	דייל
premera	קוטר
kampanje	קמפיינים
kampanje	קמפיין
kampanje	הקמפיין
zasnovana	עיצב
zasnovana	מעוצב
zasnovana	עוצב
zasnovana	מעוצבת
zasnovana	מתוכנן
zasnovana	תוכנן
doseženo	הושלמה
doseženo	בוצעה
doseženo	הושג
doseženo	השיג
doseženo	הושגה
simbolizira	מסמלת
simbolizira	מסמל
posamezna	הפרט
motive	המניעים
motive	מניעים
rjavo	בראון
rjavo	חומה
rjavo	חומות
rjavo	חום
dukla	דוקלה
prehrani	תזונה
nielsen	נילסן
obremenitev	עומס
obremenitev	טען
obremenitev	לטעון
obremenitev	טוען
obremenitev	טעינה
obremenitev	חיוב
roll	רול
roll	גלגול
roll	גליל
čelo	מצח
zavrne	מסרבת
zavrne	מסרב
zavrne	לסרב
zavrne	תסרב
zavrne	סרב
zavrne	מסרב
tekmovanj	תחרויות
pojave	תופעות
pojave	תופעה
odpovedi	ביטולים
gašper	הנרי
lola	לולה
slavi	תפארת
slavi	תהילה
slavi	גלורי
lesen	מעץ
sklical	כינס
blog	בלוג
jpl	jpl
ettore	אטורה
vrtovi	גנים
vrtovi	גני
potrjuje	מאשרת
potrjuje	מאמת
vožnje	נהיגה
vožnje	נוהג
eugen	אויגן
imunski	חסין
imunski	מחוסן
imunski	החיסונית
danijel	דניאל
stresa	מתח
stresa	דחק
stresa	לחץ
einstein	אינשטיין
einstein	איינשטיין
simone	סימון
castro	קסטרו
senator	סנאטור
senator	סנטור
podružnica	ענף
podružnica	סניף
izpostavljeni	חשופה
izpostavljeni	נחשף
izpostavljeni	חשוף
izpostavljeni	חשופים
podvozje	התושבת
kmečka	איכר
betty	בטי
ilustracije	האיורים
križišču	הצומת
križišču	צומת
prepovedal	אסר
alabama	אלבמה
odstranjevanje	סילוק
odstranjevanje	הסרת
odstranjevanje	מסיר
odstranjevanje	הסרה
odstranjevanje	הסרת
odstranjevanje	הסרה
zaman	שחצן
prefekt	פרפקט
siegfried	זיגפריד
sodobnost	המודרניות
sodobnost	מודרניות
bomba	פצצה
bomba	פצצת
scene	סצנות
scene	סצינות
navidezni	וירטואלי
navidezni	וירטואלית
mera	דרג
mera	קצב
mera	שיעור
sulfat	גופרתי
tito	טיטו
izdelane	יוצר
izdelane	מיוצר
izdelane	יוצרו
izdelane	מיוצרים
izmenjavo	החלפה
deseti	עשירי
deseti	עשירית
deseti	tenth
deseti	העשירי
dim	דים
dim	סמוק
dim	עשן
obred	טכס
obred	הטקס
obred	טקס
obred	טכס
obred	פולחן
obred	טקס
veronika	ורוניקה
veronika	ורוניקה
skale	אבנים
skale	סלעים
označeno	מתויגים
označeno	מתויג
označeno	מסומנים
označeno	מסומן
označeno	מסומנת
označeno	סומן
catherine	קתרין
razlage	פרשנויות
razlage	הסברים
odkrito	בכנות
medicinsko	רפואה
medicinsko	רפואי
realna	מציאותי
realna	מציאותיים
realna	ריאלי
realna	מציאותית
mejah	גבולות
puščavi	מדבר
puščavi	המדבר
zajec	שפן
zajec	ראביט
zajec	ארנבת
zajec	ארנב
vezan	כבול
vezan	מחויב
pripadnost	שיוך
pripadnost	שייכות
pripadnost	השייך
twin	תאומה
twin	התאום
twin	תאום
disciplina	משמעת
soproga	אשתו
soproga	אשה
soproga	רעיה
soproga	אישה
dorothy	דורותי
teoretik	תאורטיקן
lars	לארס
malta	מלטה
cona	אזור
zaupanje	אמון
zaupanje	ביטחון
zaupanje	לבטוח
zaupanje	אמון
široki	רחבה
široki	רחב
prejeti	התקבלה
prejeti	שהתקבלו
prejeti	התקבל
prejeti	קיבל
prejeti	התקבלו
izginila	נעלמים
izginila	תיעלם
izginila	להיעלם
izginila	נעלמו
izginila	נעלמה
izginila	נעלם
primerjavo	השוואה
primerjavo	משווה
primerjavo	השוואת
diska	דיסק
zgleda	נראה
garcia	גרסיה
garcia	גרסייה
haas	האס
vrhovi	פסגות
vrhovi	פיקס
testiranje	בדיקה
testiranje	בדיקות
selena	סלניום
selena	סלינה
navdušen	נרגשת
navdušen	נרגש
navdušen	מתרשמת
navdušen	מתרשם
navdušen	התרשם
navdušen	התרשמתי
navdušen	מתרגשת
navdušen	מתרגש
navdušen	נרגש
navdušen	נרגשת
navdušen	מתרגשים
nakup	לרכישה
nakup	קנייה
nakup	רכישה
nakup	קנה
nakup	קנייה
nakup	תקנה
nakup	קונים
nakup	לקנות
nakup	קנייה
nakup	קונה
bishop	בישופ
bishop	בישוף
brauchitsch	בראוכיטש
modrosti	חכמה
modrosti	חוכמה
modrosti	תבונה
cepivo	חיסון
ozračje	אווירה
gospodarstvu	מחזיקים
gospodarstvu	מחזיקה
gospodarstvu	מחזיק
kocke	קוביות
kocke	הקוביות
kocke	קוביות
kocke	דייס
kocke	קובייה
curtis	קרטיס
curtis	קורטיס
hladno	קולד
hladno	קרים
hladno	קור
hladno	קר
sls	sls
čebele	דבורים
pruski	הפרוסי
pruski	פרוסיה
encimov	אנזימים
sužnji	עבדים
rgb	rgb
ravnotežje	יתרה
ravnotežje	מאזן
ravnotežje	איזון
zbrani	אסף
desetletij	עשורים
zmanjšati	להפחית
spore	נבגים
spore	מחלוקות
spore	סכסוכים
minuto	דקה
pojasnjuje	מסבירה
pojasnjuje	מסביר
piper	פייפר
ust	מאות
ust	פיות
makarova	מקרובה
telefon	הטלפון
telefon	טלפון
telefon	טלפון
razmnoževanje	כפל
razmnoževanje	הרבייה
razmnoževanje	רבייה
pojasnil	הסבירה
pojasnil	הסברתי
pojasnil	הסביר
priznan	מזוהה
priznan	זוהה
priznan	מזוהה
priznan	מוכר
priznan	מוכרת
urbana	עירונית
urbana	עירוני
sio	sio
kovanci	מטבעות
kovanci	מטבע
možgani	מוח
možgani	המוח
možgani	מח
možgani	מוח
možgani	מוחות
prazen	ריקה
prazen	ריק
prazen	בלאנק
usposabljanja	אימונים
usposabljanja	אימון
usposabljanja	הכשרה
omenil	להזכיר
omenil	איזכור
omenil	אזכור
stroji	מכונות
stroji	מכונה
izboljšati	לשפר
foster	אומנה
foster	פוסטר
organizirana	מאורגן
organizirana	מאורגנת
organizirana	מאורגן
organizirana	מסודרת
organizirana	מאורגנת
organizirana	מאורגנים
dean	דין
dean	דיקן
junaki	גיבורים
poteze	תנועות
poteze	מהלכים
premikanje	נע
premikanje	נעה
premikanje	עובר
premikanje	זז
premikanje	תנועה
vreden	שווי
vreden	שווים
vreden	שווה
vreden	ראויים
vreden	ראויה
vreden	ראוי
ujetništvu	בשבי
ujetništvu	שבוי
storia	storia
čevljev	נעלי
čevljev	נעליים
železnico	רכבת
povabilo	הזמנה
povabilo	להזמנה
povabilo	ההזמנה
povabilo	הזמנה
povabilo	להזמנה
rotor	הרוטור
protokol	פרוטוקול
protokol	הפרוטוקול
prepovedi	האיסורים
prepovedi	האיסור
prepovedi	איסור
prepovedi	באן
nizek	שפל
nizek	נמוך
nizek	נמוכה
kronanje	ההכתרה
žogo	כדור
hodi	הליכה
hodi	הליכה
hodi	ללכת
martini	מרטיני
pisatelji	כותבים
pisatelji	סופרים
pel	שרתי
pel	סאנג
duhovne	רוחנית
duhovne	רוחני
duhovne	רוחניות
temna	אפל
temna	אפלה
temna	חושך
temna	כהה
hollywood	הוליווד
zidovi	חומות
zidovi	קירות
šesta	שישי
šesta	שישית
šesta	השישית
šesta	השישי
kentucky	קנטקי
kentucky	קנטאקי
lepi	יפה
lepi	יפים
lepi	יפות
lepi	חתיך
chiron	כיירון
sonata	סונטה
zaposlene	עובדים
zaposlene	עובדי
jelen	צבי
jelen	אייל
houston	יוסטון
sullivan	סאליבן
sullivan	סוליבן
centralno	סנטרל
centralno	מרכזית
centralno	מרכז
centralno	מרכזי
ohrani	לשמר
ohrani	שמור
ohrani	לשמור
ohrani	לתחזק
sanj	חלומות
sigismund	זיגיסמונד
michaela	מיכאלה
dram	dram
antibiotiki	אנטיביוטיקה
leseno	מעץ
leseno	עץ
leseno	ווד
petrov	פטרוב
gene	גן
gene	הגן
skrivaj	בסתר
skrivaj	בחשאי
skrivaj	בסודיות
skrivaj	בחשאיות
trupa	גווייה
trupa	הפגר
označeni	מתויגים
označeni	מתויג
označeni	מסומנים
označeni	מסומן
označeni	מסומנת
označeni	סומן
sporno	במחלוקת
sporno	מחלוקת
subjekt	נושא
subjekt	הישות
subjekt	ישות
apr	apr
leslie	לזלי
leslie	לסלי
kuga	המגפה
kuga	מגפה
žile	ורידי
žile	ורידים
daljnogled	משקפת
daljnogled	הטלסקופ
daljnogled	טלסקופ
specifični	ספציפית
specifični	ספציפי
specifični	ספציפיות
specifični	ספציפיים
rane	פצע
rane	פצעי
rane	פצעים
trdne	מוצק
trdne	מוצקה
kupole	כיפות
profesionalno	מקצועיות
profesionalno	מקצוען
profesionalno	מקצועית
profesionalno	מקצועי
profesionalno	מקצועית
branilec	מגן
valentina	ולנטינה
valentina	ולנטינו
švico	שוויץ
švico	שווייץ
plesni	עובש
plesni	עובש
akt	מערכה
akt	לפעול
akt	להתנהג
spremljanje	ניטור
spremljanje	צג
spremljanje	מוניטור
demokracija	דמוקרטיה
demokracija	הדמוקרטיה
wang	ואנג
wang	וונג
wang	וואנג
leipzig	לייפציג
stefano	סטפנו
vojvodino	הדוכסות
dežja	גשם
okrogle	עגולה
okrogle	עגול
okrogle	סיבוב
okrogle	עגולים
nika	ניקה
nika	ניקה
uporabljeno	משומש
uporabljeno	בשימוש
four	four
four	ארבעה
four	ארבע
zaposlena	מועסק
zaposlena	עמוס
zaposlena	עסוק
zaposlena	עסוקה
zaposlena	עסוקים
oxfordu	אוקספורד
čista	טהורה
čista	טהורים
čista	טהור
biološke	הביולוגי
biološke	ביולוגי
biološke	ביולוגית
zmaja	עפיפון
zmaja	העפיפון
deseto	עשירי
deseto	עשירית
deseto	tenth
deseto	העשירי
flora	פלורה
nevarna	מסוכנים
nevarna	מסוכנת
nevarna	מסוכן
