инцидент	incident
археолог	arqueòleg
отмечена	etiquetat
отмечена	etiquetada
отмечена	etiquetats
отмечена	marcat
баскетбол	basquetbol
баскетбол	bàsquet
константинополь	constantinoble
гектаров	hectàrees
предпочтение	preferència
предпочтение	preferit
общение	comunicació
общение	comunicant
встретились	met
джефф	geoff
джефф	jeff
абд	abd
луч	feix
противоречия	contradiccions
противоречия	contradicció
амстердам	amsterdam
эми	amy
антуан	antoine
цветок	flor
философские	filosòfic
частная	privat
частная	privats
цру	cia
цру	cia
калия	potassi
морган	morgan
прокурор	fiscal
мигель	miguel
равных	iguals
коммуне	comuna
сомали	somàlia
сомали	somali
арк	arc
арк	ark
чай	tea
чай	te
этапы	fases
этапы	etapes
этапы	passes
этапы	passos
этапы	fites
родственники	familiars
родственники	parents
содержащий	contenint
доверие	confiar
доверие	confia
доверие	confiança
интерьер	interior
уничтожено	destruït
уничтожено	destruïda
мэтт	matt
блоки	blocs
михаэль	michael
хью	hug
хью	hugh
леопольд	leopold
склоне	desnivell
склоне	talussos
сер	senyor
нормальная	normal
нормальная	normals
нос	nas
произношение	pronunciació
наследника	hereu
пит	pete
пит	piet
адама	adam
ионизации	ionització
кишинёв	chișinău
уверенно	confiat
анп	anp
абрамович	abramóvitx
кукол	nines
кукол	dolls
луций	luci
зерна	gra
марг	marg
еврейские	jueva
еврейские	jueu
габриэль	gabriel
габриэль	gabrielle
дракон	drac
тенденции	tendències
монархии	monarquia
разбил	destrosses
пекин	pequín
пекин	beijing
девочек	xiques
девочек	nenes
девочек	noies
девочек	girls
дарья	darya
дарья	daria
жозе	jose
жозе	josé
поставки	trameses
поставки	abastament
поставки	subministrament
поставки	entregues
поставки	lliuraments
поставки	subministraments
грудь	pit
грудь	mamella
грудь	pits
новиков	nóvikov
интересует	interessat
интересует	interessats
бросил	abandonat
бросил	planten
самолет	aeronau
самолет	aeronaus
самолет	plànol
самолет	avió
самолет	avió
картер	carter
противостояние	confrontació
противостояние	oposició
изабелла	isabel
изабелла	isabella
союзники	aliats
заговора	conspiració
противники	opositors
тула	tula
грузинская	georgià
расчёт	càlcul
расчёт	calcula
расчёт	calcular
хотела	volia
хотела	volien
чудо	marvel
чудо	miracle
чудо	pregunto
чудо	meravella
юристы	advocats
четвёртая	quart
четвёртая	quarta
рак	càncer
редкие	rars
редкие	rares
доходы	ingrés
доходы	ingressos
миссури	missouri
алматы	almati
первоначальный	inicial
поддерживается	subvencionat
поддерживается	recolzada
потребления	consum
женское	femení
женское	femella
университеты	universitats
привлечения	atraure
вместимость	capacitat
венесуэла	veneçuela
заговор	trama
заговор	conspiració
добавлен	afegits
добавлен	afegit
монтаж	muntar
монтаж	muntatge
монтаж	edició
программирование	programacions
программирование	programació
защищал	defensat
торжественно	solemne
торжественно	solemnement
священников	cures
вселенная	univers
панели	plafons
панели	panells
панели	tauler
панели	panell
панели	plafó
резерва	reserva
зимние	hivern
бич	platja
оливер	oliver
слышал	escoltat
макаров	makarov
сун	sol
горький	gorki
горький	amarg
горький	amarga
удобно	convenient
удобно	calaixera
удобно	còmodes
лёгкие	pulmó
лёгкие	pulmons
послание	missatge
препарат	droga
произведено	produït
океании	oceania
скрипка	violí
избежание	evitant
молекулы	molècula
молекулы	molècules
скрипач	violinista
азербайджанская	azerbaidjanès
допускается	permesos
допускается	permès
формах	formularis
формах	formes
собраний	assemblees
собраний	muntatges
померания	pomerània
терминологии	terminologia
монреаль	montreal
вены	veins
вены	venes
вены	viena
бонус	bonus
бонус	gratificació
бонус	bonificació
тимофей	timofei
ирак	iraq
стамбул	istanbul
кнессета	kenésset
изобретения	invents
гнездо	niu
индию	índia
стратегия	estratègia
специальность	especialitat
важная	important
холокоста	holocaust
никарагуа	nicaragua
массе	missa
массе	massa
представительство	representació
местная	local
местная	locals
порты	ports
сообщили	comunicat
перес	peres
перес	matamala
перес	perez
перес	pérez
реагирует	reacciona
маркус	marcus
маркус	markus
энрике	enrique
энрике	henrique
уничтожен	destruït
уничтожен	destruïda
розы	roses
национальностей	nacionalitats
батарей	bateries
батарей	piles
визит	visiteu
визит	visita
празднования	celebracions
александро	alexandro
уругвай	uruguai
акад	akad
готова	preparats
готова	preparat
готова	preparades
виконт	vicomte
индиана	indiana
зайцев	zàitsev
пабло	pablo
канзас	kansas
цветной	multicolor
самолета	aeronau
самолета	aeronaus
конференций	conferències
разрушение	enderroc
разрушение	demolició
разрушение	destrucció
дина	dinah
дина	dina
обновления	actualitzacions
обновления	actualització
колонна	columna
колонна	comboi
ахмад	àhmad
ахмад	ahmad
объявления	anuncis
объявления	ads
персидского	persa
предположения	assumpció
предположения	supòsits
живет	vides
спасает	salvaments
полости	cavitat
монголия	mongòlia
перемещения	desplaçaments
перемещения	desplaçament
гамма	gamma
профсоюзов	sindicatura
профсоюзов	unions
гроссмейстер	grandmaster
посвященный	dedicat
посвященный	dedicada
забыл	oblidats
забыл	oblidat
полос	carrils
последовало	seguí
последовало	seguit
методики	metodologies
тропических	tropical
изменилась	canviades
изменилась	canviat
изменилась	canviada
долг	deure
долг	deute
ален	allen
колебаний	dubtar
бернар	bernard
бернар	bernat
беременности	embaràs
полезные	útil
полезные	útils
совместное	conjunta
лонг	llarga
лонг	llarg
лонг	long
полезно	útil
полезно	útils
санчес	sánchez
санчес	sanchez
гэри	gary
инфраструктура	infraestructures
инфраструктура	infraestructura
металл	metall
металл	metal
уход	assistencial
ребята	nois
неизвестен	desconegut
неизвестен	desconeguda
скалы	cingles
скалы	roques
романенко	romanenko
домашний	domicili
домашний	llar
домашний	casolans
лунный	lunar
комиссара	comissionat
комиссара	comissari
оскорбление	insultant
оскорбление	insult
марс	mart
марс	mars
моды	moda
моды	fashion
моды	mods
применить	aplica
преподавания	ensenyament
преподавания	docència
сервера	servidors
сервера	servidor
зарегистрировано	registrat
зарегистрировано	inscrits
единое	unificada
единое	unificats
этнографии	etnografia
рекомендую	recomanar
рекомендую	recomana
рекомендую	recomanen
комбинации	combinacions
комбинации	combinació
указатель	index
указатель	índex
указатель	punter
указатель	apuntador
рог	banya
рог	horn
поместье	manor
различие	distinció
различие	diferència
зла	maldat
окружение	entorn
адриан	adrien
адриан	adrian
порода	raça
альманах	almanac
хранение	possessió
хранение	emmagatzematge
хранение	emmagatzemament
возможен	possible
возможен	possibles
жертву	sacrifici
коалиция	coalició
спорить	discutint
документальных	documental
правильное	corregeix
правильное	corregir
правильное	correctes
исследовал	explorat
исследовал	investigat
пропаганда	propaganda
зубы	dents
треки	vies
треки	peces
треки	pistes
опасаясь	tement
специализированных	especialitzats
специализированных	especialitzat
кучу	pila
ущелье	congost
ущелье	barranc
доминик	dominick
доминик	dominic
доминик	domènec
доминик	dominique
доминик	dominik
шахматы	escacs
будапешт	budapest
фактором	factor
казимир	casimir
животное	animal
тюрингия	turíngia
дракона	drac
углерода	carboni
свидетелей	testimonis
кпм	pcf
преодолеть	superar
усиление	enfortiment
усиление	reforç
усиление	reforçament
атаковали	atacat
легион	legió
дискография	discografia
взвод	esquadra
точная	precisa
точная	precís
точная	exacte
точная	exactes
богатства	riqueses
богатства	riquesa
рейна	rin
заключить	conclouen
заключить	concloure
организм	organisme
обряд	ritu
личинки	larves
сообщается	comunicat
панорама	panorama
исключить	excloure
исключить	exclou
исключить	exclouen
исключить	esborra
опер	òperes
белок	proteïna
белок	proteïnes
свердловская	sverdlovsk
временный	temporal
завершена	completat
завершена	finalitzats
завершена	acabada
завершена	finalitzat
завершена	acabat
груневельд	groeneveld
консульство	consolat
консульство	consulat
кастро	castro
матрицы	matrius
матрицы	matriu
взрослые	adults
взрослые	adult
арестованы	detingut
документальные	documentals
медичи	mèdici
медичи	medicis
ранний	primerenc
исчезновения	desaparició
знакомство	familiaritat
знакомство	conegut
иисус	jesús
итальянские	italià
компонент	component
объяснил	explicat
искренне	genuïnament
удобства	conveniència
вэй	wei
хорхе	jorge
спутники	llunes
опытом	experiències
рон	ruano
рон	ron
наблюдение	monitoratge
наблюдение	observació
наблюдение	vigilància
деда	avi
деда	avi
черепа	calaveres
черепа	crani
герберт	herbert
якоб	jacob
якоб	jakob
словакия	eslovàquia
интеграции	integració
женщину	dona
актер	actor
мальчиков	nois
мальчиков	boys
агломерации	aglomeració
марке	marche
костей	ossos
парков	parcs
сделки	transaccions
сделки	oficis
сделки	tractes
попробуйте	prova
черт	maleïda
избирательного	selectius
избирательного	selectiu
избирательного	selectiva
девиз	lema
девиз	eslògan
николо	nicolò
сек	sec
салон	saló
греческая	grec
тысячелетия	millennium
серийный	serial
земледелия	agricultura
лекарственных	medicinal
частное	privat
частное	privats
риска	risc
зеркало	mirall
беседы	converses
беседы	entrevistes
пересадка	trasplantament
пересадка	trasplantament
регулярный	regulars
регулярный	regular
грей	gris
грей	grey
райт	wright
вертолёт	helicòpter
мали	maliana
мали	mali
реакций	reaccions
независимая	independents
независимая	independent
грузовых	mercaderies
украшения	decoracions
правду	veritat
уровни	tiers
уровни	nivells
организатором	organitzador
священники	cures
влиятельных	influents
разнообразие	diversitat
разнообразие	varietat
хирург	cirurgià
брони	armadura
признано	reconeguts
признано	reconegut
патрон	cartutx
зомби	zombie
зомби	zombi
зомби	zombies
поворот	gir
поворот	torn
поворот	girar
поворот	gira
поворот	pivot
царей	tsars
гражданства	nacionalitat
молитвы	precs
молитвы	preguem
босния	bòsnia
дэйв	dave
алжир	alger
алжир	algèria
коричневые	marró
коричневые	brown
саймон	simó
саймон	simon
саймон	simón
нила	neil
нила	nil
бтр	btr
саид	sayid
саид	syed
саид	saeed
декан	degà
декан	dean
декан	vicedegà
декан	degana
низким	baix
низким	baixes
феномен	fenòmens
феномен	fenomen
руды	mineral
исправления	correccions
исправления	rectificacions
электрических	elèctrics
истины	veritats
джеффри	geoffrey
джеффри	jeffrey
блюз	blues
блюз	blaus
ценные	valuós
ценные	valuosa
эмблемы	emblema
нефть	oli
нефть	petroleum
нефть	petroli
существенное	significatives
существенное	significatius
снег	nevant
снег	neu
снег	snow
виа	via
детройт	detroit
показывать	mostra
показывать	espectacle
целые	sencer
целые	sencera
водный	aquosa
преступников	criminals
воля	will
воля	voluntat
экономии	austeritat
теннесси	tennessee
дженнифер	jennifer
форд	ford
шар	char
шар	globus
шар	pilota
шар	orbe
подарок	presents
подарок	present
подарок	regal
очко	puntuació
очко	punt
субрегион	subregió
группировка	facció
группировка	agrupació
группировка	agrupament
стрелка	tirador
стрелка	arrow
стрелка	fletxa
жидкость	fluid
жидкость	líquid
жидкость	liquid
свойство	propietat
этаж	pis
гранди	grandi
гродно	grodno
выполнено	complerta
филологии	filologia
заявив	acreditant
сербов	serbis
контекста	context
тяжести	severitat
люксембурга	luxemburg
эна	ena
соловьёв	soloviov
курорт	resort
вектор	vector
фантастический	fantàstic
фантастический	fantàstica
леона	leona
закончить	acabat
закончить	finalitza
мирное	pacífica
барабанщик	timbaler
нож	ganivet
трудах	escrits
тянет	treta
тянет	traient
акция	acció
изобретение	invent
навыки	aptituds
навыки	habilitats
навыки	competències
навыки	destresa
навыки	habilitat
грубо	groller
грубо	rude
бранденбург	brandenburg
уменьшение	reducció
уменьшение	reductor
уменьшение	reduint
уменьшение	disminució
санкции	sancions
санкции	sancions
физическая	físic
ботаника	botànica
рей	rey
рей	rae
рей	ray
викимедиа	wikimedia
индивидуальные	individu
индивидуальные	individuals
индивидуальные	individual
спасение	desant
спасение	estalvi
спасение	rescat
спасение	salvament
спасение	salvació
мичиган	michigan
минас	minas
кросс	creu
кросс	cross
нельсон	nelson
снимок	instantània
кисти	pinzells
западное	western
фильтр	filtre
герцогиня	duquessa
электроники	electrònica
квебек	quebec
сотрудничает	coopera
колеса	roda
колеса	rodes
аудио	àudio
лукас	lucas
лукас	lukas
пал	caigut
мужские	masculí
мужские	mascle
компакт	compacte
компакт	compacta
вычисления	computa
вычисления	computar
вычисления	computació
продал	venut
продал	venuda
акул	taurons
реализм	realisme
химическая	chemical
химическая	químic
правильный	corregeix
правильный	corregir
правильный	correctes
операторов	operaris
операторов	operadors
операторов	operadores
поляки	polonesos
тереза	teresa
четверть	trimestre
приобрести	compra
приобрести	adquirir
защищает	protegeix
особая	especial
особая	especials
буддизм	budisme
ген	gene
ген	gen
смешанные	mixta
смешанные	mixt
смешанные	mesclat
призы	premis
призы	trofeus
адамс	adams
мятеж	motí
социальное	socials
социальное	social
просмотр	navega
просмотр	explora
просмотр	vista
просмотр	visualitza
просмотр	visualització
подъёма	vocal
максимальное	màxim
рика	rick
рика	rica
телефоны	telèfons
неизвестный	desconegut
неизвестный	desconeguda
социалистов	socialistes
шарлотта	charlotte
шарлотта	carlota
буш	bush
тайвань	taiwan
миф	mite
убежище	aixopluc
убежище	refugi
убежище	santuari
убежище	asil
убежище	refugi
мышь	ratolí
тенденция	tendència
кузьмин	kuzmin
биг	bih
тезис	tesi
тезис	tesis
потребности	necessitats
потребности	requeriments
потребности	requisits
автомат	determinista
катера	embarcacions
катера	vaixells
катера	barques
кен	ken
подтверждена	confirmat
координации	coordenada
рождество	nadal
ральф	ralf
стандартный	estàndard
отделений	oficines
отделений	branques
сул	sul
поло	polo
чистый	depurat
чистый	net
чистый	purs
чистый	pura
чистый	pur
тепло	calor
тепло	warm
тепло	càlid
мартинес	martinez
мартинес	martínez
мартинес	martínez
таджикистан	tadjikistan
погода	weather
удаляется	retirats
удаляется	eliminat
суды	tribunals
герцогства	ducat
бака	baka
приобрел	adquirit
приобрел	adquirits
джейми	jamie
предпочитает	prefereix
раннее	primerenc
днепропетровск	dnipropetrovsk
днепропетровск	dnepropetrovsk
болота	pantà
болота	pantans
избегать	evitant
избегать	evitar
окружности	cercles
окружности	circumferència
пригороде	arrabal
пригороде	suburbia
пригороде	urbanitzacions
празднование	celebrant
празднование	celebracions
празднование	commemoració
празднование	celebració
спорных	contenciosa
спорных	disputada
спорных	controvertit
спорных	polèmic
римлян	romans
длинная	llarga
длинная	llarg
длинная	long
дождь	pluja
рено	renaud
рено	reno
рено	renault
мкф	icf
вов	wwii
уменьшается	disminucions
уменьшается	disminueix
продать	vendre
колесо	roda
федеральное	federal
клиент	client
таллин	tallinn
быков	braus
быков	toros
быков	bous
сохранять	preserva
сохранять	preservar
сохранять	desa
ударных	percussió
лингвист	lingüista
шум	soroll
сталь	acer
говард	howard
скот	scott
скот	ramaderia
скот	bestiar
скот	boví
органических	organic
органических	orgànic
органических	orgànica
серп	falç
кальция	calci
робот	robot
ева	eva
ева	eve
паркер	parker
бурбон	bourbon
бурбон	borbó
вызова	convocant
филиппины	filipines
восстановлено	restaurada
восстановлено	restaurat
заболевание	malaltia
ствол	barril
ствол	pistola
ствол	arma
шер	cher
справедливо	fira
тренеров	autocars
тренеров	entrenadors
запрещены	prohibida
братства	germandat
братства	germanor
братства	hermandad
разрушена	arruïnat
цифра	dígit
цифра	figura
отражения	reflexions
отражения	reflexes
кэти	kathy
кэти	cathy
кэти	katy
кэти	katie
сосудов	receptacles
водителя	xofer
водителя	conductor
лиссабон	lisboa
серого	gray
осуществление	implementació
творческих	creatius
творческих	creativa
творческих	creative
творческих	creatiu
творческих	creatives
джорджия	georgia
джорджия	geòrgia
спектра	espectre
норт	nord
домохозяйства	llars
нести	portar
побег	escapant
побег	escapar
побег	fugida
побег	fuga
побег	escape
визита	visiteu
визита	visita
ввод	input
ввод	aportació
ввод	mecanografia
ввод	introdueix
атомов	àtoms
измерений	mesuraments
документация	documentació
бордо	bordeus
спора	litigi
спора	controvèrsia
спора	disputa
производительность	actuació
производительность	rendiment
производительность	productivitat
заняты	ocupat
существенные	substancial
существенные	significatives
существенные	significatius
регент	regent
двигаться	mou
двигаться	movent
уважение	respect
уважение	respecte
эскадрилья	esquadró
подтверждаю	confirmat
капитаны	capitans
воздушная	aèria
воздушная	aeris
самоубийство	suïcidi
томпсон	thompson
определены	definides
определены	definit
определены	definits
определены	determinat
определены	determinada
голландский	neerlandès
голландский	holandès
захаров	zakharov
снаряда	projectil
мемуары	memòries
живые	vivint
фбр	fbi
винсент	vincent
винсент	vicent
варвара	varvara
обитатели	habitants
рикардо	ricardo
противостоять	confronten
змей	serp
змей	serpent
змей	serps
авария	accident
авария	crash
миграции	migració
предприниматели	emprenedores
предприниматели	empresaris
предприниматели	emprenedors
квартале	trimestre
включено	inclòs
включено	habilitat
костюмы	vestuari
костюмы	disfresses
бан	veta
бан	ban
бан	bun
повстанцы	insurgents
повстанцы	rebels
ромео	romeu
доводы	arguments
удэ	ude
бронза	bronze
невозможности	impossibilitat
редактировать	edita
шаги	passes
шаги	passos
шаги	passos
вставить	insereix
вставить	enganxa
квартет	quartet
вину	culpa
вину	culpabilitat
алжира	algerià
алжира	algèria
филип	felip
филип	filip
николя	nicolas
николя	nicola
квалификация	titulacions
квалификация	titulació
сантос	santos
организаторы	organitzadors
организаторы	organitzadors
организаторы	amfitrions
переводить	tradueix
переводить	traduir
интеллигенции	intelligentsia
грамотности	alfabetització
свод	redd
походы	càmping
походы	acampada
походы	excursionisme
походы	senderisme
моряков	mariners
потеря	perdent
потеря	pèrdua
профессионально	professionalment
кентукки	kentucky
получен	rebut
получен	rebé
получен	rebuda
французское	francès
имеющихся	disponibles
имеющихся	disponible
секрет	secret
электрические	elèctrics
иерархии	jerarquia
иерархии	jerarquies
камеру	càmera
сопровождал	acompanyats
сопровождал	acompanyat
этнических	ètnica
зимы	hiverns
зимы	winters
чужой	alien
излучение	radiació
излучение	radiacions
методика	metodologia
семян	llavor
прекращено	rescindit
электрический	elèctrics
электрический	elèctric
электрический	electric
комплект	estableix
комплект	conjunt
комплект	kit
чэнь	chen
лоуренс	laurence
лоуренс	lawrence
полицейские	polis
полицейские	policies
полицейские	policies
полицейские	policia
утвержден	aprovades
утвержден	aprovat
утвержден	aprovada
утвержден	aprovats
префектуре	prefectura
сухопутные	terrestre
собственная	propi
собственная	propis
богиня	deessa
проход	passatge
рид	reid
рид	reed
аппараты	màquines
отпуск	vacances
мэттью	mathew
мэттью	matthew
мэттью	mateu
медицинское	mèdica
замки	castells
замки	panys
эрнест	ernest
уверены	confiat
треугольник	triangle
дональд	donald
автоматического	automàtic
автоматического	automàtica
мыши	ratolins
мыши	ratolí
лагерей	campaments
реабилитации	rehabilitació
симона	simone
симона	simona
рик	rick
оригинальная	original
богатый	ric
богатый	rich
богатый	rics
грэм	graeme
грэм	graham
необходимое	necessàries
призыв	recurs
чехов	txékhov
ибрагим	ibrahim
протокола	protocol
канадская	canadenc
послов	ambaixadors
ходит	passeigs
ходит	caminades
моисей	moses
моисей	moisès
моисей	mussa
моисей	musa
предки	avantpassats
дайте	donar
записано	enregistrat
теоретические	teòrica
теоретические	teòric
корень	arrel
черный	black
черный	negre
коллегой	contrapartida
коллегой	contrapart
аполлон	apollo
кении	kenya
иностранный	exteriors
шансы	probabilitats
раса	cursa
точные	precisa
точные	precís
бондаренко	bondarenko
решительно	fortament
решительно	decisivament
непрерывно	ininterrompudament
непрерывно	continu
прованс	provença
определять	determinar
определять	determinen
определять	determini
низами	nizami
опасных	perillós
опасных	perillosos
недопустимо	inacceptable
недопустимо	inadmissible
филиппин	filipines
предпринимателей	emprenedores
предпринимателей	empresaris
предпринимателей	emprenedors
пятое	cinquè
пятое	cinquena
подозрения	sospita
подозрения	sospites
шеф	chef
шеф	xef
исчезает	desapareix
исчезает	desapareixent
фестивалей	festivals
физически	físicament
инди	indie
инди	indy
пособия	manuals
пособия	prestacions
пособия	beneficis
сайга	saiga
покрытием	recoberta
активисты	activistes
ничто	res
новость	notícia
новость	notícies
новость	història
чешской	txeca
чешской	txec
идеология	ideologia
идеология	ideologies
двина	dvinà
вилла	villa
нейтральной	neutre
нейтральной	neutral
тень	ombra
тень	shadow
предоставление	atorgament
рассуждения	raonament
терминал	terminal
упор	èmfasi
племен	tribus
активистов	activistes
консоли	consola
тепла	calor
традиционная	tradicional
традиционная	tradicionals
купол	cúpula
