aug	август
növelése	увеличаване
növelése	увеличение
növelése	повишаване
növelése	увеличи
samantha	саманта
emily	емили
hbo	hbo
szingapúr	сингапур
giacomo	джакомо
hektáros	акър
oszlopok	стълбове
oszlopok	колони
oszlopok	колони
martina	мартина
darwin	дарвин
domenico	доменико
küld	изпраща
küld	изпращане
küld	изпращането
küld	изпращане
küld	изпрати
küld	изпратете
doug	дъг
lakók	пребиваващи
lakók	обитатели
lakók	жители
lakók	наемателите
lakók	наематели
lakók	обитатели
republikánus	републиканец
republikánus	републикански
republikánus	републиканска
republikánus	републиканци
rosszindulatú	злоупотреба
rosszindulatú	злонамерени
rosszindulatú	злокачествени
rövidítések	съкращения
rövidítések	акроними
arabok	арабите
arabok	араби
elemzés	анализиране
elemzés	анализи
elemzés	анализ
tehetségét	талантите
tehetségét	таланти
veronika	вероника
nomád	номадски
járvány	епидемия
járvány	огнище
járvány	чумата
járvány	чума
járvány	пандемия
járvány	епидемия
járvány	епидемията
járvány	епидемии
kötni	плета
megfigyelő	наблюдател
lille	лил
vicces	забавен
vicces	забавно
vicces	смешна
vicces	смешно
vicces	весело
hónapok	месеца
hónapok	месеци
hónapok	месеците
laurent	лоран
gázok	газове
válás	развод
chan	чан
másképpen	иначе
halászat	риболов
halászat	рибарство
halászat	риболовен
halászat	риболов
évkönyv	годишника
lánc	вериги
lánc	окови
lánc	верига
lánc	вериги
lánc	верижка
lánc	веригата
oxid	оксид
oxid	окис
illetékes	компетентни
illetékes	компетентна
illetékes	компетентен
fortuna	фортуна
nielsen	нилсен
leeds	лийдс
vega	вега
vega	вегетарианец
vega	веган
vega	вегетариански
befejeződött	завършена
befejeződött	завършени
befejeződött	завършен
befejeződött	завършено
boris	борис
fenyegeti	заплашва
kliens	клиент
koalíció	коалиция
koalíció	коалицията
tűzoltó	пожарникар
tűzoltó	пожарникар
szex	секс
szex	секса
szex	сексът
utazók	пътешественици
utazók	пътешественик
utazók	пътник
utazók	пътешественици
utazók	пътници
kőolaj	нефт
kőolaj	петрол
kőolaj	олио
kőolaj	масло
kőolaj	нефт
kőolaj	петрол
kőolaj	нефтени
kőolaj	нефтена
spin	завъртане
spin	въртене
spin	завърти
hallottam	чул
hallottam	чух
hálózatok	мрежи
hálózatok	мрежите
krónikus	хроничен
krónikus	хронично
krónikus	хронични
krónikus	хронична
rajza	рисуване
rajza	рисунка
mónika	моника
evolúciós	еволюционна
logikus	логически
logikus	логично
utasítások	инструкция
utasítások	инструкции
utasítások	указания
kertészeti	градинарство
kertészeti	градинарство
hasi	коремна
hasi	коремни
jürgen	юрген
jürgen	юрген
vád	заряди
vád	обвинения
vád	обвинение
lábai	крака
lábai	краката
lábai	крачета
