本體	온톨로지
殘酷	잔혹한
殘酷	잔인한
牧場	목장
牧場	목장
單身	싱글
單身	단일
大自然	자연
犀	코뿔소
九個	아홉
雇用	고용
雇用	고용
悲傷	슬픔
悲傷	슬픔
悲傷	슬픈
悲傷	슬프다
僧侶	몽크
恐嚇	협박
沒收	몰수
沒收	몰수
粉紅	분홍색
粉紅	분홍
粉紅	핑크
浴	목욕
浴	목욕탕
浴	바스
浴	목욕
浴	욕조
感恩	추수감사절
生氣	앵그리
生氣	화나
生氣	화난
生氣	화가
星期天	일요일
星期天	일요일
塵埃	먼지
平滑	부드럽게
加速器	가속기
穆爾	무어
薄弱	약점
薄弱	약한
薄弱	약해
指明	지정하기
指明	지정합니다
指明	지정
謊言	거짓말
謊言	거짓말
宙斯	제우스
野獸	짐승
野獸	비스트
填充	채우기
填充	채워
填充	fill
填充	채우기
起因	원인
水分	습기
水分	수분
縫	바느질
縫	바느질
高分子	중합체
反省	반영
反省	반사
敲	노크
頂端	인기
頂端	top
角落	구석
角落	모퉁이
角落	코너
角落	모서리
郵輪	크루즈
郵輪	크루즈
燈光	불빛
燈光	조명
燈光	가볍게
燈光	가벼운
燈光	라이트
燈光	가벼움
瑪利亞	마리아
太陽能	태양광
太陽能	태양
藤本	후지모토
池塘	연못
講話	연설
講話	음성
離任	송신
離任	발신
禁忌	금기
禁忌	금지
禁忌	금기
假說	가설
邪教	숭배
邪教	컬트
醚	에테르
噴	스프레이
榮耀	영광
榮耀	글로리
偽裝	변장
偽裝	변장
鳩	비둘기
叛軍	반란군
叛軍	반군
叛軍	반군
叛軍	반란군
家園	조국
層次	레이어
層次	레벨
層次	수준
矽	규소
矽	실리콘
繡	자수
匹茲堡	피츠버그
笨	멍청이
笨	바보
笨	멍청한
康復	힐링
康復	재활
康復	복구
康復	회복
大院	화합물
大院	복합
大院	복합체
布希	부시
欺騙	부정행위
欺騙	속임수
內政	인테리어
內政	내부
花朵	꽃이
花朵	꽃이
花朵	플라워
炸藥	다이너마이트
炸藥	폭발물
炸藥	폭발물
皮革	가죽
下限	바닥
牛仔	카우보이
牛仔	카우보이
親戚	상대
親戚	상대적
親戚	친척
親戚	친척
勘探	탐험
勘探	탐사
追查	추적
疑慮	의심
疑慮	의심
公孫	공손
上學	학교
上學	학교는
上學	스쿨
上學	학원
路線圖	로드맵
窯	웨어
乳房	유방
乳房	가슴
乳房	가슴
正宗	정통
流血	출혈
諾亞	노아
下落	행방
歸屬	저작자
感興趣	관심사
感興趣	관심
館長	큐레이터
偷偷	몰래
骨折	골절
骨折	골절
史學	역사학
泳池	수영장
舉例	예시
舉例	예제
灰姑娘	신데렐라
牙買加	자메이카
迦太基	카르타고
渡假	방학
渡假	휴가
偏差	편차
偏差	편견
偏差	편향
陰影	섀도
陰影	그림자
陰影	섀도우
陰影	섀도
陰影	그림자
陰影	그늘
鱷魚	악어
殘骸	잔해
幾內亞	기니
籽	씨앗
付款	지불
付款	결제
付款	송금
付款	결제
付款	송금
付款	지불
付款	결제
白銀	실버
水牛	버팔로
水牛	버펄로
水牛	버펄로스
面部	안면
護航	호위
共生	공생
厭惡	혐오
厭惡	혐오
孫子	손자
孫子	손자
黑幫	깡패
黑幫	갱스터
黑幫	갱스
師父	마스터스
師父	마스터
瑞穗	미즈호
寶寶	베이비
寶寶	아기
車庫	차고
車庫	주차장
綠黨	녹색당
無畏	fearless
損傷	부상
損傷	피해
損傷	손상
損傷	손해
缺口	틈새
缺口	간격
缺口	간격
列舉	열거
精華	본질
刮	스크래치
蟒	python
蟒	파이썬
發起人	개시
力學	역학
處罰	페널티
處罰	처벌
處罰	징벌
處罰	처벌
名聲	평판
名聲	명성
序幕	전주곡
序幕	prologue
醋	식초
代理商	에이전시
代理商	대행사
代理商	대리점
代理商	에이전트
代理商	에이전트
代理商	요원
代理商	대리인
舒適	위안
舒適	위안부
嘲笑	모의
充電	청구
充電	충전
充電	전하
鎳	니켈
飛翔	날아라
飛翔	플라이
飛翔	flying
飛翔	플라잉
飛翔	날아라
飛翔	비행
礦業	광산
礦業	마이닝
礦業	광업
地勢	지형
人馬座	궁수
人馬座	궁수자리
谷地	골짜기
谷地	밸리
谷地	계곡
桃子	복숭아
桃子	모모코
桃子	복숭아
桃子	피치
電纜	배선
電纜	케이블
電纜	케이블
電纜	케이블
田野	필드
腐敗	부패
腐敗	부정부패
腐敗	부패
少數民族	소수
無聊	지루한
藉口	핑계
藉口	변명
造船廠	조선소
女朋友	여자친구
顎	턱시도
酒館	술집
政治學	정치
政治學	정치학
飛碟	ufo
郊外	교외
供給	공급
荒漠	사막
荒漠	사막
潟湖	석호
偽造	위조
偽造	위조
鹿特丹	로테르담
好奇	궁금해
好奇	호기심
盎司	온스
盎司	온스
放逐	망명
放逐	exile
利息	이자
利息	관심사
利息	관심
利息	흥미
物料	물질
物料	재료
物料	소재
物料	재료
打壓	억압
蟻	개미
蟻	개미
鏢	다트
石英	쿼츠
辯護	방위
辯護	국방
辯護	방어
辯護	디펜스
波浪	파도
波浪	파도
波浪	웨이브
波浪	물결
波浪	파동
成龍	재키
猶太教	유대인
猶太教	유대교
猶太教	유대교
血清	혈청
小澤	오자와
愛人	연인
愛人	연인들
愛人	연인
愛人	애인
前列腺	전립선
無奈	무기력
化妝	화장
化妝	메이크업
演示	데모
演示	시위
演示	시연
游擊隊	게릴라
倡議	이니셔티브
倡議	이니셔티브
聘用	고용
盒子	box
盒子	상자
盒子	박스
勉強	간신히
液態	액체
液態	리퀴드
法郎	프랑
博弈	게임
博弈	경기
百分比	백분율
百分比	퍼센트
百分比	백분율
百分比	비율
百分比	퍼센트
百分比	비율
製造業	제조
製造業	제조업
製造業	제조
妥協	타협
動議	모션
動議	움직임
解雇	해고
狙擊手	저격수
狙擊手	스나이퍼
鍋爐	보일러
鍋爐	보일러
經文	성서
沙丘	사구
沙丘	사구
會津	아이즈
奉獻	헌신
奉獻	헌신
奉獻	헌신
川上	가와카미
禮堂	오디토리움
藥品	의학
藥品	약물
藥品	의약품
藥品	약품
藥品	마약
藥品	의약품
藥品	약물
籌款	모금
盔	헬멧
盔	투구
清新	신선
清新	신선한
寧波	닝보
雇主	고용주
雇主	직장
升起	상승
升起	rise
憂鬱	우울
吃了	먹기
吃了	먹어
創始	창립
詐騙	사기꾼
詐騙	사기
詐騙	사기
偷渡	밀수
任用	예약
任用	약속
任用	예약
階梯	사다리
階梯	계단
黃蜂	wasp
煙火	불꽃놀이
煙火	불꽃놀이
反彈	리바운드
反彈	바운스
屏障	장벽
屏障	장벽
節點	노드
節點	노드
姿勢	포즈
姿勢	자세
孤兒	고아
孤兒	고아
週四	목요일
協奏曲	협주곡
希伯來	히브리어
希伯來	히브리
碉堡	벙커
碉堡	벙커
魔術師	마법사
魔術師	마술사
葬禮	장례식장
葬禮	장례식
葬禮	장례
寶座	왕좌
寶座	왕위
電子郵件	이메일로
電子郵件	이메일
高能	활기
招聘	모집
招聘	모집
招聘	채용
招聘	고용
加速度	가속도
加速度	가속
不平等	불평등
不平等	부등식
不平等	불평등
晶體	크리스털
晶體	크리스탈
晶體	크리스탈
開花	블룸
熵	엔트로피
收養	입양
收養	채택
收養	입양
音訊	오디오
叛逆	반란
外甥	조카
密封	물개
快車	익스프레스
重現	반복
信賴	신뢰
彌撒	미사
彌撒	매스
彌撒	대량
彌撒	질량
古物	고고학
古物	고대
撞球	당구
撞球	수영장
後援	백업
鼓舞	격려
關稅	관세
關稅	관세
關稅	관세
關稅	세관
關稅	관습
讀取	읽음
讀取	읽어보기
讀取	읽기
讀取	읽는다
讀取	읽고
讀取	독서
讀取	읽고
讀取	읽기
紙幣	지폐
紙幣	지폐
調動	모빌리티
調動	mobility
獨唱	solo
獨唱	솔로
十字軍	십자군
十字軍	십자군
十字軍	크루세이더
十字軍	크루세이더
十字軍	십자군
體力	체력
平均值	평균
平均值	평균
興奮	흥분
興奮	흥분
神龍	드래곤볼
神龍	드래곤
希臘文	그리스어
希臘文	그리스
紫外線	자외선
大介	다이스케
申報	선포
投注	도박
投注	내기
鯊魚	상어
鯊魚	상어
大腦	두뇌
大腦	브레인
孤獨	외로움
孤獨	외로워
孤獨	외로운
孤獨	외로움
單字	워드
單字	word
單字	단어
套房	스위트
套房	스위트
老兵	베테랑
更低	아래쪽
變速箱	기어박스
過濾	필터링
過濾	필터
過濾	필터링
過濾	필터링
過濾	필터
駕駛艙	조종실
駕駛艙	조종석
救護	구급차
蒸氣	증기
蒸氣	증기
蒸氣	스팀
蒸氣	증기
天命	운명
提問	질문
遼寧	랴오닝
斜坡	경사
輪椅	휠체어
輪椅	휠체어
袋鼠	왈라비
袋鼠	캥거루
袋鼠	캥거루
袋鼠	캥거루과
弱勢	취약
開羅	카이로
不適	불편함
服從	복종
服從	순종
向日葵	해바라기
向日葵	해바라기
轉讓	전송
轉讓	할당
轉讓	할당
轉讓	전송
博愛	박애
早餐	아침밥
早餐	아침식사
早餐	아침
早餐	조식
肉體	육체
動力學	동역학
動力學	역학
動力學	다이내믹스
緯度	위도
靈活	융통성
靈活	유연성
凍結	냉동
凍結	프로즌
凍結	냉동
凍結	동결
凍結	꼼짝
副本	복사
副本	카피
副本	복사본
副本	사본
副本	복사
副本	복사본
副本	사본
橫向	수평
雄心	야망
幼蟲	라바
癱瘓	마비
癱瘓	마비
航運	배송
航運	발송
開關	스위치
開關	스위치
開關	switch
開關	전환
開關	바꾸기
邦聯	연맹
邦聯	연방
主婦	가정주부
填寫	채워
填寫	fill
填寫	채우기
疣	사마귀
陸戰隊	해병대
扣除	추리
扣除	공제
以色列人	이스라엘인
錄取	입장료
錄取	입학
肯亞	케냐
扔	던지기
母音	모음
巧合	우연
堪薩斯	캔자스
戰地	배틀필드
進食	먹기
居留	레지던트
新兵	모집
上線	온라인
老年人	선배
老年人	노인
幸存者	생존
幸存者	생존자
幸存者	survivor
幸存者	생존자
水災	홍수
水災	홍수
水災	대홍수
水災	홍수
貂	밍크
煎	프라이
遙控	리모콘
遙控	원격
遙控	리모컨
石榴	석류
多餘	연장
多餘	초과
受害人	희생자
受害人	피해자
受害人	희생자
受害人	피해자
美學	미학
美學	미학
堅強	강한
堅強	스트롱
政客	정치인들
政客	정치인
政客	정치가
政客	정치인
政客	정치가
政客	정치
季刊	분기
水母	해파리
電阻	저항운동
電阻	저항성
電阻	저항
震動	진동
煞車	브레이크
煞車	브레이크
嫌犯	용의자
嫌犯	용의자
薪水	급여
薪水	월급
釀酒	양조
多面體	다면체
妨礙	장애물
薪資	급여
薪資	월급
薪資	임금
埋伏	매복
抵押	모기지
大方	관대
扣押	발작
元老院	상원
元老院	상원의원
美化	조경
配方	공식
配方	포뮬러
備忘錄	메모
備忘錄	각서
許可證	라이선스
許可證	라이센스
許可證	면허
許可證	허가서
許可證	라이선스
許可證	라이센스
許可證	면허
許可證	허가
許可證	허용
許可證	라이선스
許可證	사용권
許可證	라이센스
許可證	면허
巴塞隆納	바르셀로나
流體	수분
流體	수액
流體	액체
流體	액체
流體	수분
強硬	힘든
強硬	터프
素質	품질
素質	퀄리티
素質	화질
素質	화질이
伯父	삼촌
伯父	아저씨
突變	돌연변이
突變	돌연변이
塞內加爾	세네갈
模具	곰팡이
椅子	의자
琥珀	앰버
琥珀	호박
慾望	욕망
慾望	욕구
慾望	욕망이
慾望	욕망
慾望	성욕
慾望	욕망
慾望	욕구
插座	소켓
插座	소켓
聖徒	성인인
愛好	취미
愛好	취미
肥胖	비만
墜落	떨어지고
墜落	falling
墜落	떨어지는
菊花	데이지
募款	모금
募款	모금
駭客	해커
駭客	해커
漂	드리프트
病房	워드
突尼西亞	튀니지
突尼西亞	튀니스
平野	히라노
劇作家	극작가
熊貓	팬더
縱火	방화
頭條	헤드라인
頭條	제목
正直	무결성
寫信	쓰기
寫信	글쓰기
彈珠	대리석
彈珠	대리석
乙烯	에틸렌
乙烯	비닐
鈉	나트륨
硒	셀레늄
傷心	슬픔
傷心	슬픈
傷心	슬프다
衣物	의류
衣物	옷이
今夜	tonight
今夜	오늘밤
固態	단색
固態	고체
固態	입체
固態	솔리드
染料	염색
避難	망명
避難	어사일럼
唐人街	차이나타운
從來沒有	절대
從來沒有	never
從來沒有	절대로
鴉片	아편
延誤	지연
延誤	지연이
延誤	지연
延誤	지연
界線	경계
獲利	이익
獲利	수익성
領事	영사
圍城	포위전
愛滋病	에이즈
托管	호스팅
托管	주최
國度	왕국
國度	킹덤
無窮	인피니트
無窮	무한
無窮	인피니티
無窮	무한
頻寬	대역폭
加固	강화
藻類	녹조류
藻類	조류
打字	타이핑
巫師	마법사
巫師	마법사
美咲	미사키
玩偶	인형
玩偶	인형
寫入	쓰기
寫入	글쓰기
寫入	쓰기
寫入	글쓰기
有色	채색
鈔	지폐
貧困	가난
貧困	빈곤
黑社會	깡패
黑社會	갱스터
競爭力	경쟁
競爭力	경쟁력
競爭力	경쟁력
荒野	황무지
粉末	가루
粉末	파우더
義工	자원봉사자
義工	자원봉사
過境	트랜싯
過境	환승
矩形	사각형
矩形	직사각형
矩形	사각형
矩形	직사각형
貪	욕심쟁이
貪	욕심
貪	탐욕
貪	욕심
貪	탐욕
毆打	폭행
毆打	공격
毆打	뛰고
暴徒	갱스터
壁畫	벽화
壁畫	벽화
傳言	소문
職能	함수
爵士樂	재즈
女童	소녀
女童	소녀들
女童	걸스
蘑菇	버섯
蘑菇	버섯
牲畜	가축
底片	원판
葡萄牙語	포르투갈령
葡萄牙語	포르투갈어
氧氣	산소
傑克遜	잭슨
獲釋	발매
獲釋	개봉
原告	원고
原告	원고
梵蒂岡	바티칸
寮國	라오스
寮國	라오스
騷亂	폭동
騷亂	폭동
蠟筆	크레용
弱點	약점
弱點	약점
弱點	취약점
淺野	아사노
午餐	도시락
午餐	점심
增益	이득
增益	이득
增益	이득이
亞當斯	애덤스
亞當斯	아담스
匙	숟가락
匙	스푼
徘徊	방황
可樂	코카콜라
可樂	콜라
可樂	콜라보
摺疊	접어
摺疊	fold
摺疊	접힘
蝸牛	달팽이
蝸牛	달팽이
鷺	헤론
奮鬥	투쟁
蜂蜜	여보
蜂蜜	허니
稱謂	명명법
稱謂	명명
瑕疵	결함
瑕疵	결함
瑕疵	결점
瑕疵	불완전
瑕疵	불완전성
燈籠	랜턴
受益	혜택
變體	에디션
俯衝	dive
俯衝	다이빙
俯衝	잠수
扶梯	에스컬레이터
活著	alive
遺留	레거시
烹飪	요리
檸檬	레몬
摩登	모던
摩登	현대
摩登	근대
摩登	근황
旅途	여행
配給	배급
配給	배급
叛徒	배신자
叛徒	반역자
群組	그룹
群組	집단
群組	그룹
跟蹤	트래킹
跟蹤	추적
跟蹤	스토킹
天國	하늘
天國	천국
梵語	산스크리트어
喝酒	음료
喝酒	음료수
多樣性	다양성
檀香山	호놀룰루
處置	기질
警探	형사
警探	탐정
工作站	워크스테이션
工作站	워크스테이션
曲率	곡률
草稿	초안
草稿	드래프트
草稿	임시
草稿	임시
量度	측정
量度	계측
量度	측정
量度	측도
按摩	안마
按摩	안마사
按摩	안마
按摩	마사지
寶馬	bmw
獵戶座	오리온자리
獵戶座	오리온
寓言	우화
變異	돌연변이
變異	변수
變異	돌연변이
變異	변동
變異	변동이
變異	변이
欄位	필드
欄位	현장
欄位	필드
領事館	영사관
曆法	달력
曆法	캘린더
饒舌	랩핑
饒舌	랩터
忽視	무시
忽視	무시해
忽視	방치
誓言	맹세
顆粒	입자
顆粒	입자
效用	유틸리티
瀝青	아스팔트
清單	리스트
清單	목록
清單	명단
夜總會	나이트클럽
保養	유지보수
保養	정비
保養	점검
奶油	버터
奶油	크림
家庭教師	가정교사
審訊	심문
審訊	재판
萃取	추출
萃取	추출
萃取	풀기
壓迫	억압
壓迫	박해
填補	채우기
填補	채워
填補	fill
填補	채우기
木偶	꼭두각시
木偶	인형극
木偶	꼭두각시
政令	칙령
政令	법령
甄選	선택
困惑	혼란
困惑	혼돈
困惑	혼동
困惑	혼란
困惑	혼란
聖地亞哥	산티아고
營地	캠프
營地	캠프
石橋	이시바시
壓倒性	압도적
大綱	윤곽
中繼	릴레이
透鏡	렌즈
背包	배낭
背包	배낭
樂天	롯데
素描	스케치
素描	스케치
素描	스케치
舅舅	삼촌
舅舅	아저씨
融化	녹음
融化	녹아
嫉妒	질투
嫉妒	질투
邂逅	조우
邂逅	만남
共存	공존
共存	공존
放大器	증폭
放大器	amp
放大器	증폭기
放大器	증폭기
放大器	앰프
放大器	앰프
現況	상태
鬍子	수염
油脂	그리스
擠	짜장면
貝多芬	베토벤
強姦	강간
棕櫚	손바닥
棕櫚	palm
棕櫚	손바닥
秘書處	사무국
點心	스낵
點心	간식
點心	스낵
點心	간식
批發	도매
勒索	협박
和睦	하모니
和睦	조화
和睦	화합
突顯	하이라이트
突顯	강조하기
突顯	강조
突顯	강조
突顯	하이라이트
浴室	욕실
浴室	화장실
浴室	욕실
僱員	직원
僱員	직원
僱員	직원들
鎂	마그네슘
附帶	부수
行進	행진
獨奏	solo
獨奏	솔로
敏捷	민첩성
自豪	자존심
自豪	프라이드
自豪	자랑
天花板	천장
天花板	천장
致電	통화
致電	전화
致電	호출
報仇	복수
可變	변광성
可變	변수
刑罰	페널티
刑罰	처벌
刑罰	징벌
刑罰	처벌
債券	채권
債券	결합
債券	본드
債券	채권
山洞	케이브
山洞	동굴
山洞	동굴
中介	중개인
中介	브로커
中介	중개
中介	중개인
折射	굴절
課室	교실
課室	교실
藝術品	예술
藝術品	미술
藝術品	아트
藝術品	아트워크
藝術品	삽화
藝術品	예술작품
亞裔	아시아인
頭盔	헬멧
頭盔	투구
頭盔	헬멧
飽和	포화
飽和	포화
異形	에이리언
異形	외계인
異形	외계인
同學會	동창회
畫廊	갤러리
畫廊	화랑
畫廊	갤러리
耕作	농업
耕作	농사
耕作	농장
耕作	경작
英特爾	인텔
籃	바스켓
籃	바구니
籃	바구니
稅務	납세
稅務	세금
稅務	세금
哥倫布	콜롬버스
哥倫布	콜럼버스
西瓜	수박
西瓜	수박
婆羅洲	보르네오
印章	우표
印章	스탬프
印章	물개
負荷	로드
負荷	로딩
負荷	부하
槍手	총잡이
威士忌	위스키
威士忌	위스키
靜態	정적
熱火	더위
熱火	히트
土豆	감자
土豆	감자
塗鴉	낙서
塗鴉	낙서
蜱	눈금
蜱	진드기
蜱	체크
收縮	수축
收縮	축소
收縮	수축
重量級	헤비웨이트
重量級	헤비
彈簧	봄이
彈簧	스프링
彈簧	스프링
彈簧	스프링스
鎧甲	갑옷
豬肉	돼지고기
狹義	좁은
狹義	좁아
狹義	좁다
中風	뇌졸중
馬尾	포니테일
崇高	귀족
崇高	노블
均勻	유니폼
遺忘	망각
遺忘	잊혀진
謹慎	경고
謹慎	주의
歌舞伎	가부키
控制權	통제
控制權	제어
控制權	제어하기
控制權	컨트롤
錘	망치
錘	해머
篩選	필터링
篩選	필터
篩選	필터링
篩選	상영
篩選	시사회
篩選	필터
香草	바닐라
博覽	엑스포
博覽	박람회
劫掠	전리품
重逢	동창회
噴泉	분수
噴泉	분수
絕地	제다이
變態	변태
預估	예측
預估	추정치
預估	추정
預估	추산
預估	추정
盲人	블라인드
羚羊	오릭스
羚羊	영양
田納西州	테네시
鉀	칼륨
火藥	가루
火藥	파우더
盧布	루블
遺失	분실
遺失	로스트
遺失	잃어버린
遺失	실종
遺失	누락
遺失	missing
心智	멘탈
心智	정신
羊毛	양모
羊毛	양모
羊毛	양털
毒蛇	독사
泥土	토양
泥土	먼지
撕裂	찢어진
撕裂	torn
價值觀	가치관
價值觀	가치
激動	흥분
早先	아까
造假	위조
造假	위조
畫像	초상화
畫像	세로
畫像	인물
畫像	portraits
畫像	초상화
所有者	주인
所有者	소유자
所有者	소유자
解碼	디코딩
園藝	원예
園藝	원예
園藝	가든
園藝	정원
幻象	신기루
閃耀	shine
閃耀	빛나
閃耀	빛나고
閃耀	빛나
閃耀	빛나는
格子	격자
信使	messenger
信使	메신저
信使	택배
監測	모니터링
監測	모니터링
監測	모니터
監測	모니터링
創世	제네시스
創世	창세기
創世	천지창조
巴格達	바그다드
羽球	배드민턴
鴞	올빼미
鴞	부엉이
絲帶	리본
限期	마감
名流	연예인
盔甲	갑옷
盔甲	기갑
盔甲	갑옷
鈦	타이타늄
鈦	티타늄
斷裂	골절
斷裂	골절
簡訊	sms
著陸	착륙
著陸	랜딩
佛教徒	불교
佛教徒	불교
釘	손톱
釘	발톱
水管	파이프
開車	드라이브
班長	분대
班長	스쿼드
沙子	모래
沙子	모래시계
比對	매칭
比對	일치하는
比對	일치
比對	일치하기
比對	일치합니다
比對	매치
比對	일치
化妝品	화장
化妝品	메이크업
化妝品	화장품
化妝品	화장품
化妝品	성형
精簡	간소화된
精簡	간소화
創傷	트라우마
創傷	외상
含義	의미
地毯	융단
地毯	카펫
地毯	융단
鼻音	비강
一致性	일관성
一致性	일관성
維生素	비타민
維生素	비타민
營救	구출
營救	구조
冥王	하데스
跳板	springboard
跳板	스프링보드
韃靼	타타르스탄
韃靼	타타르족
韃靼	타타르어
韃靼	타타르
勘察	측량
再婚	재혼
再婚	재혼
古蘭經	꾸란
古蘭經	코란
護衛艦	프리깃
護衛艦	프리깃함
護衛艦	호위함
教訓	레슨
教訓	교훈
教訓	수업
妊娠	임신
妊娠	잉태
妊娠	임신
孫女	손녀
男朋友	보이프렌드
男朋友	남자친구
男朋友	남친
護送	호위
橘色	오렌지
橘色	오렌지색
骨髓	골수
暗戀	크러쉬
墳墓	무덤
墳墓	무덤
墳墓	무덤
校正	보정
校正	교정
校正	보정
校正	교정
格陵蘭	그린란드
抽取	추출
萬代	반다이
發酵	발효
石灰	라임
有效率	효율적
製圖	맵핑
製圖	매핑
手錶	시계
手錶	시계
本能	본능이
本能	본능적
本能	본능
冷凍	냉동
冷凍	프로즌
冷凍	냉동
冷凍	동결
冷凍	꼼짝
分居	분리됨
分居	별거
分居	분리
堅固	단색
堅固	고체
堅固	입체
堅固	솔리드
賺取	적립
賺取	획득
賺取	획득한
罪惡	sin
催眠	최면
催眠	최면
催眠	수면제
自動化	자동
自動化	자동화
自動化	자동화
自動化	자동화
大都市	메트로폴리스
品味	취향
品味	맛이
洗手間	변기
洗手間	화장실
洗手間	욕실
洗手間	화장실
赫爾辛基	헬싱키
爬升	오르기
挫折	좌절
全息	홀로그램
身後	뒤에
笑容	미소
笑容	스마일
笑容	웃어
技師	기술자
年長	이전
遊說	로비
內在	인사이드
內在	내부
內在	내부
侏儒	난쟁이
侏儒	왜소은하
通話	통화
通話	전화
通話	호출
人行道	보도
人行道	도로
老公	남편
炒作	과장
同班同學	동창
搶劫	강도
咽	인두
飢餓	굶주림
飢餓	기아
飢餓	배고픈
飢餓	굶주림
飢餓	헝거
飢餓	배고픔
批次	배치
批次	일괄
錯過	놓쳤다
極地	극성
極地	폴란드인
停戰	휴전
停戰	휴전
負載	로드
負載	로딩
負載	부하
門戶	포탈
門戶	포털
門戶	포탈
門戶	포털
門戶	게이트웨이
集群	클러스터링
集群	클러스터
集群	클러스터
集群	성단
集群	클러스터
兌換	사용하기
兌換	사용
兌換	교환
無論如何	어쨌든
無論如何	어쨌거나
裝載	로드
裝載	로딩
裝載	로딩
阿爾卑斯山	알프스
假的	허위
假的	가짜
視力	시력
視力	광경
十字路口	교차로
十字路口	교차
十字路口	교차점
十字路口	교차로
十字路口	크로스로드
十字路口	교차로
婁	루키
西班牙文	스페인어
浸信會	침례
浸信會	침례교
煙草	담배
獎盃	트로피
獎盃	트로피
酵母	효모
農夫	농부
農夫	농부
泰晤士河	템스
誇張	과장
疑犯	용의자
疑犯	용의자
傷口	상처
傷口	부상
傷口	상처
冬至	동지
轉運	트랜스
轉運	트랜스월드
轉運	트랜스포트
掠奪	전리품
馬克思主義	마르크스주의
牧野	마키노
展覽會	박람회
展覽會	전시회
展覽會	전람회
展覽會	전시관
展覽會	박람회
展覽會	전시회
濾波器	필터링
濾波器	필터
前沿	프런티어
前沿	프론티어
對流	대류
精子	정액
精子	정자
精子	정액
青銅	청동기
青銅	청동
賓州	펜실베이니아
誹謗	명예훼손
誹謗	명예훼손
負傷	부상당한
馬術	승마
烏鴉	까마귀
烏鴉	crow
烏鴉	까마귀
烏鴉	까마귀
烏鴉	레이븐
牆壁	성벽
淨化	정화
淨化	정화
香味	향수
香味	향기
今後	미래
今後	퓨처
無盡	인피니트
無盡	무한
無盡	끝없는
洛基	록키
洛基	로키
白血病	백혈병
白血病	백혈병
仙境	원더랜드
雞蛋	계란
雞蛋	달걀
雞蛋	계란
雞蛋	달걀
激勵	인센티브
激勵	영감
激勵	영감을
等效	동등성
處女	버진
處女	처녀
孟買	봄베이
孟買	뭄바이
大米	라이스
代詞	대명사
代詞	성별
翻修	수리
舊的	늙은
舊的	오래된
中級	중간
期貨	미래
圍牆	담장
圍牆	울타리
調解	화해
資歷	자격
資歷	자격증
鋼琴家	피아니스트
泡泡	거품
泡泡	거품
泡泡	버블
擔憂	걱정
擔憂	걱정
園林	가든
園林	정원
眼鏡蛇	코브라
潮濕	촉촉한
潮濕	습기
潮濕	수분
老鷹	eagles
老鷹	이글스
老鷹	호크스
老鷹	독수리
老鷹	이글
被動	수동적
腳踏車	자전거
腳踏車	자전거
鞋子	신발
鞋子	신발
鞋子	구두
視角	관점
視角	관점
憎恨	증오
憎恨	혐오
軍刀	세이버스
露營	캠프
露營	캠핑
手腕	손목
封存	봉인
女高音	소프라노
鈔票	지폐
陌生	이방인
抗拒	저항
素食	채식주의
素食	채식주의자
素食	채식
海藻	미역
海藻	녹조류
海藻	조류
褲	바지
褲	바지
胡蜂	wasp
考古學	고고학
考古學	고고학
考古學	고고학
火化	화장
嵌入式	임베디드
宴會	party
宴會	파티
宴會	연회장
宴會	연회
打電話	통화
打電話	전화
