ve	at
çeşitli	variety
çeşitli	miscellaneous
çeşitli	kalokohan
açıklama	caption
açıklama	paliwanag
açıklama	paliwanag
açıklama	paglalarawan
team	team
bilgileri	info
fransa	pransiya
fransa	france
ingilizce	tagalog
ingilizce	ingles
olmak	pagiging
olmak	nagiging
amerika	amerika
amerika	america
amerika	usa
el	kamay
burada	rito
burada	dito
burada	nandito
yok	wala
gol	lawa
gol	layunin
gol	goals
sağlayan	pinapagana
ana	pangunahing
ana	pangunahin
ana	ana
ana	nanay
ana	ina
suyu	katas
suyu	juice
özellikle	partikular
ilköğretim	elementary
ilköğretim	elementarya
birleşik	unified
birleşik	united
birleşik	nagkakaisa
ödülü	gantimpala
ödülü	prize
ödülü	premyo
ödülü	award
altyapı	imprastraktura
yerine	instead
yerine	palitan
gün	araw
geçen	pagpasa
geçen	passing
geçen	ipinapasa
geçen	lumipas
doğu	silangan
doğu	east
doğu	oriental
doğu	orient
doğu	silangang
süre	panahon
süre	oras
süre	time
süre	tagal
sabit	steady
sabit	naayos
sabit	inayos
sabit	constant
sabit	matatag
sabit	stable
eğitim	pagsasanay
eğitim	edukasyon
eğitim	educational
eğitim	tutorial
su	tubig
uluslararası	internasyonal
uluslararası	international
uluslararası	internasyunal
uluslararası	pandaigdig
olur	mangyayari
yaklaşık	approx
yaklaşık	tungkol
yaklaşık	tinantiyang
alman	aleman
az	kaunti
az	maliit
az	kaunti
az	less
millî	national
millî	pambansa
millî	pambansang
millî	nasyonal
kaynak	source
kaynak	pinagkunan
kaynak	mapagkukunan
kaynak	resource
kaynak	mapagkukunan
kaynak	yaman
kaynak	kayamanan
kaynak	hinang
ali	ali
kullanılan	ginamit
kullanılan	nagamit
kullanılan	ginagamit
paşa	pasha
ligi	league
ligi	liga
görev	duty
görev	tungkulin
görev	gawain
görev	assignment
görev	pagtatalaga
görev	misyon
halk	publiko
halk	pampubliko
halk	tao
tv	telebisyon
onun	kanyang
onun	her
onun	kanya
onun	siya
yine	ulit
yine	again
yine	muli
yine	nanaman
ekonomisi	ekonomiya
yılı	taon
telefon	phone
telefon	telepono
telefon	telephone
telefon	telepono
yeniden	ulit
yeniden	again
yeniden	muli
yeniden	nanaman
yeniden	manumbalik
içme	inuman
içme	inom
etki	epekto
etki	impluwensiya
etki	impluwensya
etki	effect
etki	epekto
ben	ben
sezon	panahon
john	juan
john	john
albüm	album
albüm	album
albüm	albums
ingiliz	brit
ingiliz	british
ingiliz	tagalog
ingiliz	ingles
puan	puntong
puan	punto
puan	point
puan	rating
puan	score
puan	iskor
puan	rated
puan	points
nedeniyle	due
nedeniyle	dahil
nüfus	populasyong
nüfus	populasyon
batı	west
batı	kanluran
batı	kanluranin
batı	western
altında	ilalim
tür	genre
tür	type
tür	uri
tür	species
amerikan	amerikano
savaş	labanan
savaş	digmaan
savaş	digmaang
savaş	combat
savaş	labanan
savaş	lumaban
tekrar	ulit
tekrar	again
tekrar	muli
tekrar	nanaman
tekrar	ulitin
tekrar	replay
anadolu	anatolia
anadolu	anadolu
anadolu	asya
söz	pangako
söz	promise
söz	salitang
söz	salita
rağmen	kabila
grubu	grupo
grubu	pangkat
grubu	group
bgcolor	bgcolor
elde	nakuha
elde	nakamit
elde	nakakamit
elde	achieved
elde	makakamit
elde	makamit
elde	achieve
https	https
ait	belong
ait	nabibilang
kadın	babae
kadın	babae
kadın	female
kadın	kababaihan
türkçe	tagalog
türkçe	ingles
türkçe	turko
wikipedia	wikipedia
kullanıcı	gumagamit
kullanıcı	user
tam	busog
tam	full
tam	buo
tam	buong
tam	complete
tam	kumpletuhin
tam	kompleto
tam	kumpleto
tam	tam
birliği	unyon
birliği	union
birliği	unyong
maç	mac
maç	game
maç	laro
maç	laban
maç	tugma
white	maputi
white	puti
http	http
roma	rome
roma	roma
roma	roma
at	kabayo
at	throw
at	ihagis
bölüm	chapter
bölüm	kabanata
bölüm	division
bölüm	dibisyon
bölüm	episode
bölüm	section
bölüm	seksyon
bölüm	seksiyon
bölüm	bahagi
bölüm	part
bölüm	parte
bölüm	kagawaran
bölüm	departamento
yazar	manunulat
yazar	author
sıra	hilera
sıra	row
ulusal	national
ulusal	pambansa
ulusal	pambansang
ulusal	nasyonal
köyü	nayon
teknik	teknikal
teknik	pamamaraan
teknik	tech
nüfusu	populasyong
nüfusu	populasyon
deniz	marine
deniz	dagat
uygun	kasya
uygun	fit
uygun	magkasya
uygun	karapat
uygun	maginhawa
uygun	naaangkop
uygun	angkop
uygun	angkop
bütün	whole
bütün	buo
bütün	buong
yakın	closer
yakın	palapit
yakın	malapit
yakın	close
yakın	malapit
yakın	isara
yakın	malapit
yakın	kalapit
listesi	listahang
listesi	listahan
eder	eder
dört	apat
iç	panloob
iç	hininga
iç	inumin
iç	uminom
club	club
club	samahan
ingiltere	inglatera
ingiltere	england
from	mula
alt	lower
alt	sub
alt	rap
alt	ibaba
alt	ilalim
alt	matalo
alt	alt
asfalt	asphalt
fransız	frenchie
mehmet	mehmed
belediye	munisipalidad
belediye	munisipyo
belediye	munisipyo
stadyumu	stadium
rusya	belarus
rusya	rusya
rusya	russia
genellikle	kadalasan
genellikle	kadalasan
space	space
space	kalawakan
space	puwang
space	espasyo
com	com
bar	hadlangan
bar	bar
bar	pub
sonunda	wakas
parti	partido
parti	party
parti	pagdiriwang
parti	pagtitipon
erkek	kalalakihan
erkek	male
erkek	lalaki
erkek	lalaking
erkek	lalaki
erkek	man
beyaz	maputi
beyaz	puti
beyaz	caucasian
bölge	rehiyon
bölge	teritoryo
bölge	distrito
bölge	zone
bölge	lugar
bölge	area
bölge	lawak
italya	italya
onu	kaniya
onu	niya
onu	siya
onu	kanya
onu	her
onu	kanya
onu	siya
hava	panahon
hava	hangin
hava	himpapawid
verilen	binigay
verilen	given
verilen	ibinigay
çünkü	kc
çünkü	kasi
çünkü	dahil
çünkü	sanhi
çünkü	cause
birkaç	ilang
il	probinsya
il	province
il	probinsiya
il	lalawigan
dönem	term
dönem	termino
dönem	kataga
dönem	panahon
dönem	sem
açık	burahin
açık	malinaw
açık	buksan
açık	bukas
açık	open
futbolcu	putbolista
insan	taong
insan	person
insan	tao
insan	lalaking
insan	lalaki
insan	man
insan	pantao
insan	tao
insan	makatao
insan	human
merkez	headquarters
merkez	central
merkez	gitnang
merkez	center
merkez	sentro
merkez	sentro
merkez	centre
düşük	nakunan
düşük	mababang
düşük	mababa
düşük	low
olmayan	non
altın	golden
altın	ginintuang
altın	ginto
altın	gold
bilinen	kilala
neden	bakit
bin	bin
bin	libong
bin	libo
genç	teen
genç	tinedyer
genç	bata
genç	kabataan
genç	binatilyo
dışında	puwera
dışında	maliban
dışında	pwera
kır	break
nowrap	nowrap
stadyum	stadium
ülke	bansa
ülke	makabayan
dil	dila
dil	wika
dil	alangan
dil	wikang
dil	tausug
pozisyon	posisyon
pozisyon	opinyon
mustafa	mustafa
dahil	kasama
dahil	nasama
dahil	magsama
dahil	isama
dahil	kasama
dahil	nagsasama
an	sandali
an	moment
iş	trabaho
iş	job
iş	trabaho
iş	magtrabaho
iş	work
iş	negosyong
iş	negosyo
bölümü	section
bölümü	seksyon
bölümü	seksiyon
bölümü	kagawaran
bölümü	departamento
gelir	kita
gelir	kita
gelir	income
kullanım	paggamit
kullanım	gamitin
sanat	sining
sanat	art
sanat	sining
arasındaki	pagitan
üçüncü	ikatlong
üçüncü	pangatlo
bunu	ito
bunu	nito
bunu	na
bunu	yan
sonraki	kasunod
sonraki	susunod
sonraki	next
ele	conquer
ele	lupigin
ele	masakop
güzel	ganda
güzel	maganda
güzel	mabait
güzel	mabuti
güzel	ganda
güzel	sarap
güzel	nice
güzel	pretty
güzel	lovely
web	web
alır	tumatagal
alır	inaabot
çocuk	boy
çocuk	bata
çocuk	kid
çocuk	anak
çocuk	bata
sinema	pelikula
sinema	sine
sinema	movie
sinema	movies
sinema	sinehan
sinema	cinema
askeri	military
askeri	pangmilitar
askeri	militar
örneğin	halimbawa
üst	itaas
üst	upper
üst	tuktok
üst	nangunguna
üst	itaas
paris	paris
paris	parokya
kara	kara
kara	itim
kara	lupain
kara	lupa
oyun	gaming
oyun	paglalaro
oyun	game
oyun	laro
oyun	games
oyun	dula
oyun	play
oyun	makipaglaro
oyun	maglaro
beraber	sama
beraber	magkasama
sırada	kasunod
sırada	susunod
sırada	next
york	york
şablon	template
şablon	pattern
şablon	template
aday	aplikante
aday	nominate
aday	kandidato
aday	candidate
milyon	milyon
milyon	milyon
milyon	millions
top	cannon
top	tuktok
top	nangunguna
top	itaas
top	bola
hakem	referee
ay	buwan
ay	buwan
ay	months
ay	buwan
ay	moon
imparatorluğu	imperyo
imparatorluğu	monggol
internet	web
internet	internet
herhangi	any
tiyatro	drama
tiyatro	dulang
tiyatro	sinehan
tiyatro	theater
tiyatro	teatro
tiyatro	tanghalan
oldukça	ganap
oldukça	lubos
kazandı	nanalo
kazandı	panalo
kazandı	nanalo
kazandı	panalo
kültür	kultura
kültür	nok
kültür	pangkultura
kültür	cultural
karar	verdict
karar	desisyon
karar	nagpasya
karar	naisipang
karar	nagdesisyon
karar	napagdesisyunan
tarih	date
tarih	petsa
tarih	kasaysayan
tarih	history
ilçe	county
ilçe	kondado
ilçe	distrito
temel	pundasyong
temel	foundation
temel	pundasyon
temel	basic
konu	paksa
konu	sasailalim
konu	paksa
konu	subject
bağlantı	koneksyon
bağlantı	connection
bağlantı	ugnayan
bağlantı	contact
bağlantı	link
çin	tsina
çin	china
ünlü	famous
ünlü	sikat
ünlü	celebrity
spor	palakasan
spor	sport
spor	isport
spor	palakasan
spor	isports
spor	sports
kalan	natitira
kalan	natitirang
meslek	propesyon
meslek	vocational
meslek	bokasyon
sultan	sultana
sultan	sultan
iran	iran
iran	persian
telif	royalties
telif	copyright
ahmet	ahmet
ahmet	ahmed
ahmet	ahmad
çıktı	output
ispanya	espanya
ispanya	spain
php	php
bile	kahit
izmir	smyrna
izmir	izmir
sosyal	palakaibigan
sosyal	panlipunan
sosyal	social
sosyal	sosyal
cm	pulgada
japonya	japan
japonya	hapon
ün	fame
geldi	dumating
liste	listahang
liste	listahan
liste	listahan
isbn	isbn
caps	caps
oy	boto
oy	bumoto
oy	votes
oy	boto
oy	pagboto
oy	voting
oy	boboto
geniş	malapad
geniş	malawak
geniş	large
geniş	malaki
geniş	malaking
geniş	maaliwalas
geniş	maluwang
ev	tahanan
ev	bahay
ev	makauwi
ev	bahay
transfer	paglilipat
transfer	ilipat
transfer	transfer
transfer	paglilipat
transfer	paglipat
önceki	dating
önceki	nakaraang
önceki	prev
önceki	noon
önceki	dati
önceki	bago
mısır	ehipto
mısır	mais
mısır	egyptian
rus	russian
rus	ruso
yarı	semi
yarı	kalahati
yarı	kalahating
yarı	half
afrika	africa
afrika	aprika
afrika	aprikano
afrika	african
hareket	galaw
hareket	mosyon
hareket	gumagalaw
hareket	gumalaw
hareket	move
hareket	ilipat
hareket	galawin
hareket	paggalaw
hareket	kilusan
adil	patas
bölgesi	rehiyon
bölgesi	teritoryo
kontrol	kontrol
kontrol	kontrolin
kontrol	checking
kontrol	tinitingnan
kontrol	tinitignan
kontrol	pagkontrol
kontrol	tingnan
kontrol	check
bilim	science
bilim	agham
william	william
yanında	katabi
sistemi	sistemang
sistemi	system
sistemi	sistema
başarılı	matagumpay
başarılı	matagumpay
başarılı	tagumpay
çoğu	pinaka
çoğu	karamihan
ordu	military
ordu	pangmilitar
ordu	militar
ordu	hukbo
ordu	army
verdi	nagbigay
verdi	verdi
yaşayan	buhay
yaşayan	tinitirahan
yaşayan	pamumuhay
profesyonel	professional
profesyonel	propesyonal
profesyonel	pro
süper	napakahusay
süper	super
süper	astig
süper	cool
hiç	wala
hiç	never
hiç	ever
ngc	ngc
ifade	ipahayag
ifade	express
ifade	pahayag
ifade	patotoo
ifade	pagpapahayag
ifade	expression
şey	bagay
rol	tungkulin
islam	islamic
islam	islam
rapor	iulat
rapor	ulat
kullanılır	ginamit
kullanılır	nagamit
kullanılır	ginagamit
yerel	locale
yerel	lokal
yönetim	management
yönetim	pamamahala
yönetim	tagapamahala
yönetim	pangangasiwa
yönetim	pangasiwaan
yönetim	pamamahala
video	video
video	videos
kurulan	itinatag
kurulan	itinatag
beş	limang
beş	lima
beş	singko
altı	anim
final	finale
final	pinal
final	pangwakas
final	final
final	panghuling
final	finals
forma	uniporme
forma	uniform
forma	jersey
dizi	serye
dizi	series
dizi	array
dizi	sequence
şeklinde	hugis
gerekli	kinakailangan
gerekli	mahahalaga
gerekli	kinakailangan
gerekli	kailangan
gerekli	mahalaga
gerekli	mahahalagang
iklim	klima
ayrı	hiwalay
ayrı	hiwalay
ayrı	bukod
veri	datos
veri	data
şampiyonası	championships
şampiyonası	kampeonato
şampiyonası	championship
yerleşim	residential
yerleşim	tirahan
yerleşim	settlement
yerleşim	layout
kariyeri	career
kariyeri	karera
adet	regla
adet	panahon
yaz	magsulat
yaz	sumulat
yaz	isulat
yaz	summer
kuvvetleri	pwersa
kuvvetleri	sandatahan
tespit	detection
tespit	pagtuklas
tespit	natukoy
tespit	nakilalang
tespit	detect
göz	browse
göz	mata
göz	mata
mö	moo
televizyon	telebisyon
galatasaray	galatasaray
galatasaray	liverpool
sezonu	panahon
yayın	broadcast
yayın	pagsasahimpapawid
yayın	publikasyon
yayın	publication
yayın	paglalathala
yayın	publishing
karasal	panlupa
durum	status
durum	katayuan
durum	situation
durum	sitwasyon
durum	kalagayan
durum	kondisyon
durum	kundisyon
yıldız	stellar
yıldız	asterisk
yıldız	bituin
yıldız	star
yıldız	stars
gelenek	tradisyon
gelenek	kaugalian
gelenek	tradisyon
nasıl	paano
nasıl	pano
tip	type
tip	uri
city	lungsod
city	siyudad
city	city
mücadele	aaway
mücadele	fighting
mücadele	lumaban
mücadele	pakikibaka
mücadele	struggle
yeri	kinalalagyan
yeri	lokasyon
yardımcı	assistant
yardımcı	katulong
yardımcı	deputy
yıllık	taunang
yıllık	yearbook
kız	sis
kız	sisters
kız	girl
kız	gal
cumhuriyet	commonwealth
cumhuriyet	republican
cumhuriyet	republika
bağımsız	indie
bağımsız	malayang
bağımsız	independent
yanlış	mali
yanlış	mali
yanlış	maling
yanlış	false
al	kumuha
al	makuha
al	makakuha
al	kunin
al	kumuha
kurulu	lupon
kurulu	board
kurulu	installed
kurulu	install
kurulu	nakaluklok
msj	msg
gerçek	real
gerçek	totoo
gerçek	true
gerçek	katunayan
gerçek	fact
gerçek	katotohanan
gerçek	katotohanan
ses	tunog
ses	boses
ses	audio
ses	ingay
ses	volume
david	david
rock	rockin
rock	bato
rock	rock
milli	national
milli	pambansa
milli	pambansang
milli	nasyonal
kitap	book
kitap	libro
kitap	aklat
kitap	libro
kitap	aklat
uefa	uefa
temsil	representasyon
temsil	pagsasalarawan
temsil	kumakatawan
temsil	representing
temsil	represent
temsil	kumatawan
temsil	kinakatawan
temsil	kumakatawan
temsil	representasyon
ten	balat
world	mundo
ödülleri	parangal
ödülleri	awards
ödülleri	prizes
ödülleri	premyo
with	kay
saat	nanunuod
saat	relo
saat	oras
saat	orasan
güneş	sun
güneş	araw
güneş	sunshine
güneş	solar
yazarı	author
san	san
haline	maging
kaldı	natitira
kaldı	natitirang
kaldı	nanatili
iii	iii
bakanı	ministro
bakanı	minister
geçti	lumipas
geçti	pasado
modern	makabagong
modern	modern
modern	modernong
modern	makabago
siyasi	pulitikal
siyasi	politikal
siyasi	pampulitika
benzer	kapareho
benzer	magkatulad
benzer	katulad
benzer	kamukhang
benzer	kamukha
krallık	kaharian
doğal	likas
doğal	natural
inşa	gusali
inşa	bumuo
inşa	magtayo
inşa	nakapaloob
inşa	binuo
doğdu	ipinanganak
doğdu	pinanganak
yeterli	husto
yeterli	sapat
yeterli	sapat
ortak	partners
ortak	partner
ortak	kasosyo
ortak	kapareha
michael	michael
londra	london
londra	londres
türü	genre
türü	type
türü	uri
göç	ilipat
göç	exodo
göç	paglilipat
göç	migration
göç	imigrasyon
göç	pandarayuhan
göç	immigration
james	james
as	aces
as	hang
as	dalubhasa
as	ace
bakanlığı	ministry
kurulmuştur	itinatag
van	van
logo	logo
logo	logo
örnek	sample
örnek	halimbawa
örnek	halimbawa
kemal	kamal
kemal	kemal
durumu	status
durumu	katayuan
durumu	kalagayan
durumu	kondisyon
durumu	kundisyon
israil	israel
veren	giver
kırmızı	pula
kırmızı	red
yönetmen	direktor
yönetmen	director
yönetmen	itinuro
yönetmen	filmmaker
ön	harapan
ön	harap
tamamen	lubos
tamamen	ganap
tamamen	totally
atatürk	atatürk
tipi	type
tipi	uri
tipi	blizzard
araştırma	pagtatanong
araştırma	katanungan
araştırma	pananaliksik
araştırma	pagsisiyasat
araştırma	research
orijinal	orihinal
orijinal	originals
avusturya	austria
yardım	tulong
yardım	tulong
yardım	tulungan
serbest	bitawan
serbest	ilabas
serbest	pakawalan
serbest	freestyle
serbest	freelance
serbest	libreng
serbest	free
serbest	libre
serbest	malaya
serbest	pinakawalan
değer	halaga
oranı	rate
oranı	ratio
şarkıcı	singer
destek	sumusuporta
destek	suportahan
destek	support
destek	sumusuporta
destek	suporta
destek	sumuporta
destek	sinusuportahan
destek	backup
destek	pagsuporta
destek	sinusuportahan
katıldı	pumasok
katıldı	pinapasukan
katıldı	dumalo
katıldı	sumali
katıldı	nakasali
bugün	ngayon
single	single
single	solong
hafta	linggo
hafta	lingguhan
hafta	lingo
hafta	linggo
ekonomik	ekonomiya
ekonomik	economic
ekonomik	matipid
ekonomik	ekonomiya
adam	guy
adam	adam
adam	adan
adam	lalaking
adam	lalaki
adam	man
it	push
etkili	epektibo
etkili	epektibong
etkili	effective
etkili	mabisa
resmî	official
resmî	opisyal
nehri	ilog
hizmet	serbisyo
hizmet	magsilbi
hizmet	paglingkuran
hizmet	serve
hizmet	maglingkod
hizmet	serbisyo
hizmet	paglilingkod
düzenlenen	hinawakan
düzenlenen	gaganapin
güçlü	lumakas
güçlü	malakas
güçlü	strong
güçlü	powerful
güçlü	makapangyarihang
güçlü	pinapagana
güçlü	hatid
arası	pagitan
asya	asyano
asya	asian
asya	asya
yolu	landas
yolu	path
girdi	input
girdi	ipinasok
girdi	inilagay
girdi	pinasok
girdi	naipasok
girdi	entry
girdi	pagpasok
sayı	score
sayı	iskor
sayı	bilang
çalışma	aral
çalışma	trabaho
çalışma	magtrabaho
çalışma	work
yıllar	taon
başlar	begins
başlar	magsisimula
başlar	nagsisimula
başlar	magsisimula
başlar	nagsisimula
hukuk	batas
roman	roman
roman	romano
roman	nobela
roman	fiction
ilan	anunsyo
ilan	anunsiyo
ilan	advertisement
ilan	patalastas
başlık	headline
başlık	header
başlık	caption
başlık	paliwanag
başlık	titulo
başlık	pamagat
başlık	title
robert	robert
sürekli	tuloy
kral	king
kral	hari
kral	haring
hatta	kahit
aile	kapamilya
aile	pamilya
metre	metro
metre	meters
metre	metro
metre	meter
basketbol	basketbol
basketbol	basketball
kullanımı	paggamit
kullanımı	paggamit
kullanımı	gamitin
vardı	ay
vardı	had
vardı	nagkaroon
sovyet	sobyet
bursa	bursa
kıbrıs	cyprus
ticaret	commerce
ticaret	trading
ticaret	negosyong
ticaret	negosyo
ticaret	kalakalan
ticaret	ipagpalit
ticaret	magnegosyo
ticaret	trade
üzerinden	via
can	pwede
can	maari
can	bell
kardeş	sister
kardeş	ate
kardeş	kuya
kardeş	kapatid
benim	akin
benim	mine
belli	tiyak
belli	halata
öldü	namatay
öldü	patay
hızlı	mabilis
hızlı	kabilis
hızlı	fast
hızlı	speedy
hızlı	mabilisan
hızlı	dali
hızlı	bilis
yabancı	alien
yabancı	stranger
yabancı	foreigner
yabancı	foreign
yabancı	dayuhang
yabancı	strangers
der	der
yerli	domestic
yerli	katutubo
yerli	indigenous
yerli	indian
yerli	lokal
yerli	katutubo
yerli	katutubong
ağır	mabigat
ağır	timbangin
oynadı	naglaro
oynadı	nilalaro
oynadı	nilaro
kiralık	rental
kiralık	umupa
kiralık	upahan
kiralık	rent
kiralık	upa
ticari	pangkalakal
ticari	commercial
ticari	komersyal
ticari	komersiyal
aslında	actually
avustralya	australia
avustralya	australya
enerji	enerhiya
yunan	hellenic
madalya	medalya
madalya	medal
madalya	medals
mevcut	available
mevcut	magagamit
mevcut	makukuha
mevcut	current
mevcut	kasalukuyan
mevcut	kasalukuyang
mevcut	kasalukuyan
mevcut	umiiral
yarışması	paligsahan
yarışması	contest
akdeniz	mediterranean
azerbaycan	azerbaijan
azerbaycan	aserbayan
güç	lakas
güç	tibay
güç	puwersa
güç	power
güç	kapangyarihan
milletvekili	congressman
ileri	sulong
ileri	pasulong
ileri	ipasa
ileri	sugod
ileri	pauna
ileri	advanced
yüzyıl	siglo
yüzyıl	century
hakları	karapatan
hakları	rights
sol	natitira
sol	pakaliwa
sol	iniwan
sol	naiwan
sol	kaliwa
sayfası	pahinang
sayfası	pahina
sayfası	page
çalışmalar	araling
