ve	そして
iş	ジョブ
iş	求人
iş	営業
iş	事業
iş	ビジネス
bölümü	セクション
bölümü	部署
bölümü	学科
bölümü	部門
gelir	収入
gelir	収益
gelir	収入
gelir	歳入
gelir	収入
gelir	所得
kullanım	使い方
kullanım	使用
sanat	arts
sanat	芸術
sanat	art
sanat	アート
sanat	芸術
sanat	美術
üçüncü	番目
üçüncü	サード
bunu	この
bunu	これ
sonraki	next
ele	征服
güzel	美しい
güzel	ビューティフル
güzel	良い
güzel	グッド
güzel	ナイス
güzel	ニース
güzel	素敵
güzel	可愛い
güzel	素敵
web	web
web	ウェブ
çocuk	男の子
çocuk	少年
çocuk	ボーイ
çocuk	キッド
çocuk	子供
çocuk	子供
çocuk	児童
sinema	映画
sinema	ムービー
sinema	映画
sinema	映画
sinema	シネマ
askeri	軍事
askeri	軍隊
üst	top
üst	上部
üst	トップ
paris	パリス
paris	パリ
kara	カラ
kara	黒い
kara	ブラック
kara	ランド
kara	土地
oyun	ゲーム
oyun	ゲーム
oyun	ゲーム
oyun	遊ぶ
oyun	プレイ
oyun	遊び
beraber	together
sırada	next
york	ヨーク
şablon	テンプレート
şablon	パターン
şablon	テンプレート
aday	申請者
aday	候補者
aday	候補
milyon	ミリオン
milyon	million
milyon	百万
top	大砲
top	top
top	上部
top	トップ
top	ボール
hakem	審判員
hakem	審判員
ay	月間
ay	ヶ月
ay	months
ay	ムーン
imparatorluğu	帝国
imparatorluğu	帝政
imparatorluğu	エンパイア
internet	web
internet	ウェブ
internet	インターネット
herhangi	any
tiyatro	ドラマ
tiyatro	劇場
tiyatro	シアター
tiyatro	演劇
tiyatro	演劇
tiyatro	劇場
bey	ベグ
kazandı	勝利
kazandı	ウォン
kazandı	won
kültür	文化
kültür	カルチャー
karar	評決
karar	決断
karar	決定
karar	決定
tarih	デート
tarih	日付
tarih	履歴
tarih	由緒
tarih	歴史
tarih	沿革
ilçe	カウンティ
ilçe	地区
ilçe	ディストリクト
temel	財団
temel	ファンデーション
temel	ファウンデーション
temel	基本
temel	基本
temel	ベーシック
temel	basic
konu	話題
konu	トピック
konu	主体
konu	件名
bağlantı	つながり
bağlantı	接続
bağlantı	コンタクト
bağlantı	リンク
çin	中国
çin	チャイナ
ünlü	セレブリティ
ünlü	有名人
spor	スポーツ
spor	スポーツ
kalan	残り
kalan	残額
meslek	職業
meslek	占領
meslek	職業
sultan	スルタン
sultan	スルターン
iran	イラン
iran	ペルシャ
telif	ロイヤリティ
ahmet	アーメド
ahmet	アフマド
çıktı	アウトプット
çıktı	出力
ispanya	スペイン
php	php
bile	偶数
bile	even
sosyal	社交
sosyal	ソーシャル
cm	インチ
japonya	日本
ün	名声
liste	リスト
liste	リスト
isbn	isbn
oy	投票
oy	投票
geniş	ワイド
geniş	広い
geniş	大きい
clubnat	clubnat
ev	自宅
ev	ホーム
ev	帰宅
ev	ハウス
transfer	移転
transfer	転送
transfer	乗り換え
transfer	譲渡
transfer	転送
önceki	以前
mısır	エジプト
mısır	コーン
mısır	トウモロコシ
mısır	とうもろこし
rus	ロシア
yarı	半分
yarı	ハーフ
afrika	アフリカ
afrika	アフリカ
hareket	モーション
hareket	ムーブ
hareket	移動
hareket	ムーブメント
hareket	楽章
hareket	運動
adil	フェア
bölgesi	リージョン
bölgesi	地域
bölgesi	縄張り
kontrol	コントロール
kontrol	チェック
sahibi	オーナー
sahibi	所有者
bilim	サイエンス
bilim	科学
üreten	製造業
sistemi	システム
başarılı	成功
başarılı	サクセス
başarılı	成功
ordu	軍事
ordu	軍隊
ordu	オルドゥ
ordu	アーミー
ordu	軍隊
ordu	陸軍
verdi	ヴェルディ
yaşayan	リビング
yaşayan	living
profesyonel	プロフェッショナル
profesyonel	プロ
profesyonel	pro
profesyonel	プロフェッショナル
süper	絶品
süper	スーパー
süper	クール
süper	涼しい
hiç	なし
hiç	ever
ngc	ngc
ifade	エクスプレス
ifade	急行
ifade	ステートメント
ifade	声明
ifade	証言
ifade	表現
ifade	expression
rol	役割
rol	役割
islam	イスラム教
rapor	レポート
rapor	報告
yerel	ローカル
yerel	地元
yönetim	経営
yönetim	マネジメント
yönetim	マネージメント
yönetim	管理
yönetim	ガバナンス
video	ビデオ
video	動画
video	動画
kurulan	設立
beş	ファイブ
beş	五つ
beş	five
altı	シックス
altı	six
final	フィナーレ
final	最終
final	決勝
final	ファイナル
final	ファイナル
forma	ユニフォーム
forma	制服
forma	ジャージー
dizi	シリーズ
dizi	配列
dizi	アレイ
dizi	シーケンス
gerekli	essentials
gerekli	必需品
gerekli	必須
iklim	気候
ayrı	apart
veri	データ
şampiyonası	選手権
şampiyonası	チャンピオンシップ
şampiyonası	選手権
yerleşim	住宅
yerleşim	住宅地
yerleşim	決済
yerleşim	和解
yerleşim	集落
yerleşim	レイアウト
kariyeri	経歴
kariyeri	キャリア
adet	月経
adet	期間
adet	ピリオド
yaz	書き込み
yaz	書く
yaz	書き込む
yaz	summer
yaz	サマー
tespit	検知
tespit	検出
tespit	検知
tespit	検知
tespit	検出
göz	閲覧
göz	ブラウズ
göz	アイズ
mö	moo
televizyon	テレビ
galatasaray	リヴァプール
galatasaray	リバプール
sezonu	季節
sezonu	シーズン
yayın	放送
yayın	配信
yayın	ブロードキャスト
yayın	出版物
yayın	出版
yayın	公表
yayın	出版
yayın	パブリッシング
fenerbahçe	フェネルバフチェ
karasal	地上波
durum	近況
durum	ステータス
durum	状況
durum	シチュエーション
durum	状態
durum	条件
yıldız	恒星
yıldız	アスタリスク
yıldız	スター
yıldız	恒星
yıldız	star
yıldız	stars
yıldız	スターズ
gelenek	伝統
gelenek	伝統
nasıl	how
tip	種類
tip	タイプ
city	シティ
city	都市
mücadele	ファイティング
mücadele	ファイト
mücadele	闘争
mücadele	格闘
yeri	所在地
yeri	ロケーション
yeri	場所
yardımcı	助手
yardımcı	アシスタント
yıllık	年次
kız	姉妹
kız	ガール
kız	少女
kız	女の子
kız	ギャル
kız	ガル
cumhuriyet	コモンウェルス
cumhuriyet	共和制
cumhuriyet	共和国
bağımsız	インディー
bağımsız	独立
bağımsız	インディペンデント
bunlar	これらの
bunlar	これら
bunlar	それら
yanlış	false
yanlış	虚偽
al	take
al	ゲット
al	get
kurulu	ボード
msj	msg
gerçek	real
gerçek	本物
gerçek	リアル
gerçek	トゥルー
gerçek	true
gerçek	本当
gerçek	事実
gerçek	真実
gerçek	真理
ses	サウンド
ses	ボイス
ses	音声
ses	音声
ses	オーディオ
ses	audio
ses	ノイズ
ses	騒音
ses	音量
ses	ボリューム
ses	体積
david	デイヴィッド
david	ダビデ
david	デビッド
david	デヴィッド
rock	ロック
milli	国民
milli	ナショナル
kitap	書物
kitap	ブック
kitap	書物
kitap	帳簿
kitap	書籍
temsil	表現
temsil	表現
ten	スキン
ten	皮膚
world	世界
world	ワールド
ödülleri	受賞
ödülleri	表彰
ödülleri	懸賞
ödülleri	賞品
saat	腕時計
saat	時間
saat	クロック
saat	時計
güneş	太陽
güneş	sun
güneş	サンシャイン
güneş	日光
güneş	日差し
güneş	ソーラー
yazarı	作家
yazarı	著者
yazarı	作者
san	san
san	サン
kaldı	残り
kaldı	残額
kaldı	滞在
iii	iii
bakanı	公使
bakanı	大臣
geçti	合格
modern	モダン
krallık	王国
doğal	自然
doğal	ナチュラル
inşa	建物
inşa	構築
yeterli	足りる
ortak	パートナー
ortak	パートナー
michael	ミヒャエル
michael	マイケル
londra	ロンドン
türü	ジャンル
türü	種類
türü	タイプ
başkanlığı	総裁
göç	移行
göç	移住
göç	exodus
göç	移行
göç	入国
göç	移民
james	ジェームス
james	ジェームズ
as	ハング
as	エース
kurulmuştur	設立
van	バン
van	ヴァン
logo	ロゴ
logo	ロゴ
logo	ロゴス
örnek	サンプリング
örnek	サンプル
kemal	カマル
durumu	近況
durumu	ステータス
durumu	状態
durumu	条件
israil	イスラエル
kırmızı	赤い
kırmızı	赤色
kırmızı	レッド
yönetmen	監督
yönetmen	ディレクター
yönetmen	取締役
ön	フロント
ön	表側
ön	前面
atatürk	アタテュルク
tipi	種類
tipi	タイプ
tipi	吹雪
araştırma	探究
araştırma	照会
araştırma	問い合わせ
araştırma	研究
araştırma	リサーチ
orijinal	オリジナル
orijinal	オリジナル
avusturya	オーストリア
yardım	援助
yardım	ヘルプ
serbest	釈放
serbest	リリース
serbest	フリー
serbest	無料
serbest	自由
değer	バリュー
değer	価額
oranı	レート
oranı	評価
oranı	比率
şarkıcı	シンガー
destek	サポート
destek	支持
destek	バックアップ
bugün	トゥデイ
bugün	今日
single	シングル
single	独身
hafta	週間
hafta	週間
ekonomik	経済
adam	ガイ
adam	アダム
adam	男性
adam	man
it	プッシュ
it	押す
kendisi	独学
kendisi	自身
etkili	効率
etkili	実効
yayınları	出版物
resmî	公式
resmî	職員
nehri	河川
hizmet	サービス
hizmet	サーブ
hizmet	サービス
düzenlenen	開催
güçlü	強い
güçlü	濃い
güçlü	パワフル
asya	アジア
yolu	パス
girdi	入力
girdi	エントリー
girdi	エントリ
sayı	スコア
sayı	得点
sayı	番号
sayı	数値
sayı	ナンバー
çalışma	勉強
çalışma	作業
çalışma	仕事
çalışma	ワーク
yıllar	年数
hukuk	法律
hukuk	法学
roman	ローマン
roman	ロマン
roman	ローマ
roman	小説
roman	フィクション
ilan	広告
başlık	見出し
başlık	ヘッダ
başlık	ヘッダー
başlık	キャプション
başlık	肩書
başlık	称号
başlık	タイトル
robert	ロベルト
robert	ロベール
robert	ロバート
sürekli	常時
sürekli	絶えず
sürekli	連続
kral	king
kral	国王
kral	キング
sonrasında	余波
sonrasında	アフター
hatta	偶数
hatta	even
aile	家族
metre	メートル
metre	メートル
metre	メートル
metre	メーター
metre	メーター
basketbol	バスケ
basketbol	バスケットボール
kullanımı	使い方
kullanımı	使用
vardı	had
sovyet	ソビエト
sovyet	sov
bursa	ブルサ
kıbrıs	キプロス
ticaret	商業
ticaret	コマース
ticaret	取引
ticaret	営業
ticaret	事業
ticaret	ビジネス
ticaret	貿易
ticaret	トレード
ticaret	取引
üzerinden	via
can	can
can	ベル
kardeş	姉妹
kardeş	シスター
kardeş	兄弟
kardeş	ブラザー
benim	鉱山
öldü	デッド
hızlı	速い
hızlı	高速
hızlı	スピーディー
hızlı	クイック
hızlı	速度
hızlı	スピード
yabancı	エイリアン
yabancı	よそ者
yabancı	外国
der	デア
yerli	国内
yerli	先住民
yerli	ローカル
yerli	地元
yerli	ネイティブ
ağır	重い
ağır	ヘビー
kiralık	レンタル
kiralık	レンタル
kiralık	レンタル
kiralık	家賃
kiralık	借りる
kiralık	レント
ticari	コマーシャル
ticari	商用
ticari	商業
avustralya	オーストラリア
enerji	エネルギー
zaten	すでに
zaten	既に
madalya	メダル
madalya	メダル
mevcut	現在
mevcut	現在
mevcut	present
mevcut	プレゼント
mevcut	既存
yarışması	コンテスト
akdeniz	地中海
azerbaycan	アゼルバイジャン
güç	体力
güç	強度
güç	フォース
güç	権力
güç	パワー
ileri	進む
ileri	フォワード
ileri	転送
ileri	上級
ileri	進む
yüzyıl	世紀
yüzyıl	センチュリー
hakları	権利
sol	左側
sayfası	ページ
çalışmalar	研究
italyan	イタリアン
değişiklik	変更
değişiklik	改変
değişiklik	改造
değişiklik	チェンジ
değişiklik	変更
değişiklik	変化
saha	フィールド
sık	スクイーズ
tur	ツアー
japon	日本人
japon	ジャパニーズ
japon	日本語
dili	ディリ
dili	言語
yüzey	表面
yüzey	曲面
başkan	大統領
başkan	プレジデント
başkan	社長
başkan	会長
başkan	議長
ek	加算
ek	加法
ek	別館
konusu	主体
konusu	件名
metal	メタル
metal	金属
metal	金属
yaygın	共通
kulübü	クラブ
kulübü	棍棒
tanımlar	定義
fark	斑点
fark	告示
fark	通知
fark	告知
fark	実現
fark	換価
fark	差異
fark	違い
fark	差分
şampiyon	チャンプ
şampiyon	チャンピオン
şampiyon	チャンピオンズ
şampiyon	チャンピオン
yunanistan	ギリシャ
ölüm	デス
bizans	ビザンチウム
radyo	ラジオ
hasan	ハサン
hasan	ハッサン
hasan	ハサン
bölgede	リージョン
bölgede	地域
kanada	カナダ
ilçesi	地区
ilçesi	ディストリクト
gitar	ギター
arap	アラブ
posta	郵便
posta	メール
posta	ポスタル
yalnızca	のみ
yapı	構造
yapı	構成
eyalet	都道府県
eyalet	状態
not	メモ
not	ノート
not	注記
not	メモ
not	備考
not	ノート
güncelleme	アップデート
güncelleme	更新
hüseyin	フセイン
hüseyin	フセイン
sanatçı	芸術家
sanatçı	アーティスト
sanatçı	芸術家
sanatçı	アーティスト
tartışma	ディスカッション
tartışma	話し合い
tartışma	ディスカッション
tartışma	申し立て
tartışma	論証
tartışma	ディベート
kapak	ふた
kapak	表紙
kapak	被覆
kapak	カバー
kapak	cover
kapak	ハッチ
kapak	孵化
paul	ポール
paul	パウル
baş	head
baş	ヘッド
baş	頭部
barış	ピース
barış	平和
düşünüyorum	考え
düşünüyorum	思考
tan	タン
yaşam	生活
yaşam	生命
yaşam	人生
yaşam	ライフ
black	黒い
black	ブラック
ibrahim	イブラヒム
kanal	運河
kanal	チャネル
kanal	チャンネル
kanal	チャネル
kanal	チャンネル
kanal	海峡
para	お金
para	貨幣
para	マネー
para	金銭
para	硬貨
para	コイン
para	生地
para	硬貨
para	コイン
kötü	バッド
kötü	悪い
geçmişi	背景
geçmişi	バックグラウンド
genelde	通常
festivali	フェスティバル
festivali	祭事
festivali	祭り
festivali	お祭り
festivali	fest
çalışmaları	研究
normal	レギュラー
normal	普通
normal	ノーマル
han	ハーン
han	カーン
han	ハン
gerek	ニーズ
sayfa	ページ
isim	名詞
isim	名前
isim	氏名
isim	名称
uzay	スペース
uzay	空間
pop	ポップス
pop	ポップ
pop	pop
sonrası	アフター
rowspan	rowspan
mezun	卒業
mezun	卒業生
mezun	同窓会
mezun	卒業生
mezun	卒業
berlin	ベルリン
hale	ヘール
george	ジョージ
jean	ジャン
jean	ジーン
derece	学位
gece	ナイト
emin	自信
united	ユナイテッド
kent	ケント
charles	シャルル
muhammed	ムハンマド
muhammed	モハメッド
bilgiler	情報
bilgiler	情報
çift	ペア
çift	ダブル
çift	二重
çift	カップル
olay	イベント
olay	行事
çalışan	社員
çalışan	職員
çalışan	社員
çalışan	働く
çalışan	作業
peter	ペーター
peter	peter
peter	ピーター
trabzon	トラブゾン
suriye	シリア
dolayısıyla	エルゴ
sonuç	結果
sonuç	結果
sonuç	結論
sonuç	エンディング
kişisel	パーソナル
kişisel	個人
yüzde	割合
yüzde	パーセンテージ
yüzde	パーセント
yüzde	割合
yüzde	パーセント
halen	スティル
halen	それでも
halen	まだ
site	ウェブサイト
site	サイト
site	敷地
sınıf	教室
sınıf	階級
sınıf	クラス
dizisi	シーケンス
yapılmış	made
oyunları	ゲーム
general	全般
general	一般
general	将軍
antik	アンティーク
antik	古代
sivas	スィヴァス
yukarıda	上の
yukarıda	上記
yukarıda	二階
yapmak	メイキング
hollanda	ロッテルダム
hollanda	アムステルダム
hollanda	オランダ
hollanda	オランダ
yana	ヤナ
yana	サイド
kategori	カテゴリー
kategori	区分
kategori	カテゴリ
kategori	分類
kazanan	勝者
kazanan	ウィナー
savunma	ディフェンス
savunma	防御
savunma	ディフェンス
savunma	防御
savunma	抗弁
savunma	防衛
yedi	seven
yedi	セブン
belediyesi	市町村
polonya	ポーランド
los	los
yaş	age
yaş	年齢
yapıldı	made
yoğun	忙しい
yoğun	ビジー
yoğun	濃密
yoğun	激しい
yoğun	icu
park	パーク
park	公園
park	駐車
isveç	スウェーデン
siyasetçi	政治家
edebiyat	文学
edebiyat	文芸
müzesi	美術館
müzesi	博物館
et	食肉
et	ビーフ
et	牛肉
haber	news
haber	ニュース
annesi	おかあさん
annesi	母親
all	all
all	すべて
kupa	トロフィー
kupa	マグカップ
kupa	カップ
kupa	コップ
kupa	cup
verildi	与えられた
klasik	ビンテージ
klasik	古典
klasik	クラシカル
klasik	クラシック
klasik	古典
klasik	クラシック
klasik	古典
klasik	classic
yönetimi	経営
yönetimi	マネジメント
yönetimi	マネージメント
yönetimi	管理
doğan	ファルコン
antalya	アンタルヤ
toprak	土壌
toprak	ランド
toprak	土地
