ve	és
maç	meccs
maç	mérkőzés
maç	egyezés
maç	találat
maç	meccs
maç	gyufa
maç	egyezik
white	fehér
http	http
roma	róma
roma	romák
roma	roma
at	lovas
at	ló
at	dob
at	dobd
at	dobás
bölüm	fejezet
bölüm	hadosztály
bölüm	körzet
bölüm	részleg
bölüm	divízió
bölüm	epizód
bölüm	rész
bölüm	részleg
bölüm	szakasz
bölüm	szekció
bölüm	részben
bölüm	rész
bölüm	része
bölüm	részleg
bölüm	megye
yazar	író
yazar	író
yazar	szerző
sıra	sorok
sıra	sort
sıra	sor
ulusal	nemzeti
ulusal	országos
ulusal	national
köyü	település
köyü	falusi
köyü	falu
teknik	műszaki
teknik	technikai
teknik	technika
teknik	technikus
teknik	tech
nüfusu	populáció
nüfusu	népesség
nüfusu	lakosság
deniz	tengerész
deniz	tengeri
deniz	tengerészgyalogos
deniz	deniz
deniz	tengeren
deniz	tengeri
deniz	tenger
uygun	fit
uygun	fitt
uygun	jogosult
uygun	támogatható
uygun	kényelmes
uygun	helyénvaló
uygun	megfelelő
uygun	alkalmas
uygun	megfelelő
bütün	egészben
bütün	egész
yakın	közelebb
yakın	közel
yakın	szoros
yakın	közel
yakın	bezárása
yakın	közeli
yakın	közelben
yakın	közeli
listesi	jegyzék
listesi	lista
dört	négy
iç	belső
iç	belseje
iç	sóhaj
iç	igyál
iç	ital
iç	igy
club	klub
club	club
ingiltere	anglia
ingiltere	england
ingiltere	angliai
from	től
from	tól
from	from
alt	alacsonyabb
alt	alsó
alt	lejjebb
alt	tengeralattjáró
alt	alul
alt	alja
alt	alsó
alt	fenék
alt	legyőzni
alt	alt
asfalt	aszfalt
fransız	francia
fransız	franciák
mehmet	mehmet
belediye	község
belediye	település
belediye	önkormányzat
belediye	önkormányzati
stadyumu	stadion
stadyumu	stadionban
sonucu	következmény
sonucu	következménye
rusya	fehéroroszország
rusya	belarusz
rusya	oroszország
genellikle	leginkább
genellikle	főleg
genellikle	főként
genellikle	többnyire
genellikle	általánosságban
genellikle	általában
genellikle	általában
genellikle	rendszerint
genellikle	általában
genellikle	jellemzően
genellikle	tipikusan
space	űr
space	tér
com	com
bar	bar
bar	bár
bar	kocsma
bar	kocsmában
sonunda	végre
parti	party
parti	buli
parti	parti
erkek	férfi
erkek	férfiak
erkek	emberek
erkek	férfi
erkek	hím
erkek	férfi
erkek	ember
beyaz	fehér
beyaz	kaukázusi
bölge	régió
bölge	régiók
bölge	terület
bölge	területe
bölge	körzet
bölge	járás
bölge	kerület
bölge	övezet
bölge	zóna
bölge	terület
bölge	környék
italya	olaszország
onu	őt
onu	neki
hava	időjárás
hava	levegő
hava	air
verilen	megadott
verilen	adva
verilen	megadva
verilen	adott
çünkü	mert
birkaç	kevesen
birkaç	pár
birkaç	kevés
birkaç	kevesek
birkaç	néhány
birkaç	számos
il	tartomány
il	tartományban
dönem	távú
dönem	kifejezés
dönem	időszak
dönem	időtartam
dönem	periódus
dönem	szemeszter
dönem	félév
dönem	félévben
açık	világos
açık	tiszta
açık	nyitva
futbolcu	labdarúgó
futbolcu	focista
insan	személy
insan	személyre
insan	férfi
insan	ember
insan	ember
insan	emberi
merkez	főhadiszállás
merkez	székhely
merkez	központi
merkez	középre
merkez	központ
merkez	center
merkez	középre
merkez	központ
merkez	centrum
düşük	vetélés
düşük	alacsonyan
düşük	alacsony
altın	golden
altın	arany
altın	arany
bilinen	ismeretes
bilinen	ismertek
bilinen	ismert
neden	miért
bin	bin
bin	kuka
bin	ezer
genç	tinédzser
genç	tini
genç	fiatalabbnak
genç	fiatalabb
genç	fiatalabbak
genç	fiatalok
genç	fiatal
genç	fiatalos
genç	fiatalok
genç	ifjúsági
genç	fiatalság
genç	ifjúság
genç	tinédzser
genç	tizenéves
genç	tini
dışında	kivéve
kır	szünet
kır	törés
stadyum	stadion
stadyum	stadionban
ülke	ország
ülke	országban
dil	nyelveket
dil	nyelvek
dil	nyelveken
dil	nyelve
dil	nyelv
dil	nyelv
pozisyon	állás
pozisyon	pozíció
pozisyon	álláspont
pozisyon	pozíciók
pozisyon	pozíció
mustafa	mustafa
dahil	beleértve
dahil	tartalmazza
an	pillanat
iş	állás
iş	meló
iş	munka
iş	munkahelyi
iş	munka
iş	állás
iş	állások
iş	munkahelyek
iş	üzleti
iş	üzlet
bölümü	részleg
bölümü	szakasz
bölümü	szekció
bölümü	részleg
bölümü	megye
gelir	jövedelmek
gelir	bevétel
gelir	bevételek
gelir	jövedelem
gelir	bevétel
gelir	jövedelmek
gelir	bevételek
gelir	jövedelme
kullanım	használat
kullanım	használat
kullanım	használata
kullanım	felhasználás
kullanım	használni
sanat	művészet
sanat	művészetek
sanat	művészeti
sanat	művészet
sanat	art
arasındaki	között
üçüncü	harmadik
üçüncü	harmadszor
bunu	ezt
bunu	ez
bunu	ez
sonraki	következő
ele	uralkodj
güzel	gyönyörű
güzel	jó
güzel	szep
güzel	szép
güzel	csinos
güzel	bájos
güzel	kedves
web	web
web	háló
web	webes
alır	veszi
çocuk	fiú
çocuk	kölyök
çocuk	gyerek
çocuk	gyerekek
çocuk	gyermekeknek
çocuk	gyermek
çocuk	gyermekek
çocuk	gyermek
çocuk	gyermeke
çocuk	gyermekem
çocuk	gyerek
sinema	filmet
sinema	mozi
sinema	film
sinema	mozi
sinema	filmek
sinema	filmeket
sinema	mozi
askeri	katonaság
askeri	katonai
askeri	hadsereg
örneğin	példa
üst	felső
üst	felül
üst	top
üst	csúcs
üst	felső
üst	legfelső
paris	párizs
paris	párizsi
paris	párizsban
kara	kara
kara	fekete
kara	black
kara	föld
kara	földterület
kara	szárazföld
kara	telek
kara	földterületek
oyun	szerencsejáték
oyun	játék
oyun	game
oyun	meccs
oyun	játék
oyun	játékok
oyun	játék
oyun	játszani
oyun	play
oyun	játssz
beraber	együtt
sırada	következő
york	yorkban
york	york
york	yorki
şablon	sablonok
şablon	minta
şablon	sablon
aday	kérelmező
aday	jelentkező
aday	felperes
aday	jelöltek
aday	jelölt
aday	tagjelölt
aday	pályázó
aday	jelölt
milyon	millió
milyon	milliók
milyon	millió
top	ágyú
top	cannon
top	felül
top	top
top	csúcs
top	felső
top	legfelső
top	bál
top	labdát
top	golyó
top	labda
top	ball
hakem	bíró
hakem	bíró
ay	hónap
ay	hónapja
ay	hónap
ay	hónapokig
ay	hónapok
ay	hold
ay	holdon
ay	holdat
ay	moon
imparatorluğu	birodalom
imparatorluğu	empire
internet	web
internet	háló
internet	webes
internet	interneten
internet	internet
herhangi	bármelyik
herhangi	bármely
herhangi	bármilyen
tiyatro	dráma
tiyatro	drama
tiyatro	színház
tiyatro	színházi
tiyatro	színház
kazandı	győz
kazandı	nyert
kazandı	nyert
kültür	tenyésztés
kültür	kultúra
kültür	kulturális
kültür	kultúrák
karar	ítélet
karar	döntés
karar	határozat
karar	döntések
karar	határozatok
tarih	dátum
tarih	időpont
tarih	történelme
tarih	előzmények
tarih	történelem
ilçe	megyei
ilçe	megye
ilçe	körzet
ilçe	járás
ilçe	kerület
temel	alap
temel	alapítvány
temel	alapokat
temel	alapok
temel	alap
temel	alapvető
konu	téma
konu	alany
konu	figyelemmel
konu	tárgy
bağlantı	kapcsolat
bağlantı	kapcsolódás
bağlantı	csatlakozás
bağlantı	kapcsolatfelvétel
bağlantı	kapcsolattartó
bağlantı	kontakt
bağlantı	érintkezés
bağlantı	kapcsolat
bağlantı	kapcsolatba
bağlantı	hivatkozás
bağlantı	kapcsolat
bağlantı	link
bağlantı	linket
bağlantı	hivatkozást
çin	porcelán
çin	kína
çin	china
ünlü	híres
ünlü	híresség
ünlü	híresség
ünlü	celeb
ünlü	hírességek
spor	sport
spor	sport
spor	sportban
kalan	megmaradt
kalan	megmaradó
kalan	fennmaradó
meslek	foglalkozása
meslek	szakma
meslek	foglalkozás
meslek	hivatás
meslek	foglalkozása
meslek	megszállás
meslek	foglalkozás
sultan	szultán
günümüzde	napjainkban
günümüzde	manapság
iran	iráni
iran	irán
iran	perzsa
telif	jogdíjak
telif	copyright
ahmet	ahmet
ahmet	ahmed
ahmet	ahmed
ahmet	ahmad
çıktı	kimeneti
çıktı	kibocsátás
çıktı	kimenő
ispanya	spanyolország
php	php
bile	még
izmir	izmirben
sosyal	társadalmi
sosyal	szociális
cm	centi
cm	hüvelyk
japonya	japán
ün	hírnév
geldi	megérkezett
geldi	megérkeztek
liste	jegyzék
liste	lista
liste	listák
liste	listákat
isbn	isbn
caps	sapkát
oy	szavazz
oy	szavazás
oy	szavazat
oy	szavazzatok
oy	szavazatok
oy	szavazat
oy	szavazás
oy	szavazati
oy	szavazó
geniş	széles
geniş	tág
geniş	széles
geniş	nagyok
geniş	nagyméretű
geniş	nagy
geniş	tágas
ev	otthon
ev	itthon
ev	haza
ev	house
ev	ház
ev	házon
transfer	átvitel
transfer	áthelyezés
transfer	transzfer
transfer	átadó
transfer	transzfer
önceki	előző
önceki	korábbi
önceki	előtte
önceki	előtt
önceki	mielőtt
mısır	egyiptom
mısır	kukoricát
mısır	kukorica
mısır	egyiptomi
rus	orosz
rus	oroszul
rus	oroszország
yarı	félúton
yarı	félig
yarı	fele
afrika	afrikai
afrika	afrika
afrika	afrikai
hareket	mozgás
hareket	indítvány
hareket	mozgás
hareket	mozgás
adil	vásár
adil	korrekt
adil	tisztességes
adil	fair
adil	igazságos
bölgesi	régió
bölgesi	régiók
bölgesi	terület
bölgesi	területe
kontrol	kontroll
kontrol	irányítás
kontrol	vezérlő
kontrol	ellenőrzési
kontrol	ellenőrzés
kontrol	ellenőrzése
kontrol	irányítja
kontrol	csekk
kontrol	csekket
kontrol	ellenőrzés
sahibi	tulaj
sahibi	tulajdonos
sahibi	tulajdonosa
bilim	tudomány
üreten	gyárt
william	william
william	vilmos
yanında	amellett
yanında	mellett
yanında	mellé
sistemi	rendszer
sistemi	system
başarılı	sikeres
başarılı	sikeresen
başarılı	sikeresen
başarılı	sikeres
başarılı	siker
çoğu	legtöbb
ordu	katonaság
ordu	katonai
ordu	hadsereg
ordu	sereg
ordu	hadsereg
verdi	adta
verdi	adott
verdi	verdi
yaşayan	élni
yaşayan	élő
profesyonel	szakmai
profesyonel	profi
profesyonel	professzionális
profesyonel	pro
profesyonel	profi
profesyonel	profik
profesyonel	szakemberek
süper	super
süper	szuper
süper	király
süper	menő
hiç	sosem
hiç	soha
hiç	valaha
ifade	express
ifade	expressz
ifade	meghallgatás
ifade	nyilatkozat
ifade	nyilatkozata
ifade	kimutatás
ifade	állítás
ifade	kijelentés
ifade	vallomása
ifade	vallomás
ifade	kifejezés
şey	izé
şey	dolog
rol	szerepet
rol	szerep
rol	szerepe
rol	szerepei
islam	iszlám
islam	iszlám
rapor	jelentést
rapor	jelentés
rapor	beszámoló
kullanılır	használt
kullanılır	felhasznált
yerel	lokál
yerel	helyi
yönetim	menedzsment
yönetim	irányítás
yönetim	vezetőség
yönetim	gazdálkodás
yönetim	irányítási
yönetim	adminisztráció
yönetim	közigazgatás
yönetim	ügyintézés
yönetim	igazgatás
yönetim	kormányzás
yönetim	irányítás
video	videó
video	video
video	videót
video	videók
kurulan	letelepedett
kurulan	alapították
kurulan	alapított
kurulan	alapította
kurulan	megalapozott
beş	öt
beş	öten
altı	hat
final	finálé
final	döntő
final	végleges
final	záró
final	utolsó
final	végső
final	döntő
final	vizsgák
forma	egységes
forma	egyenruhás
forma	egyenruha
forma	jersey
dizi	sorozat
dizi	szekvencia
dizi	sorrend
şeklinde	alakú
gerekli	szükségesek
gerekli	szükséges
gerekli	essentials
gerekli	szükséges
gerekli	elengedhetetlen
gerekli	nélkülözhetetlen
gerekli	lényeges
gerekli	alapvető
iklim	éghajlat
iklim	klíma
ayrı	külön
ayrı	különálló
ayrı	elkülönített
ayrı	külön
ayrı	szét
veri	adatok
veri	adat
veri	adatforgalom
şampiyonası	bajnokság
yerleşim	bentlakásos
yerleşim	lakossági
yerleşim	megegyezés
yerleşim	elszámolási
yerleşim	rendezés
yerleşim	egyezség
yerleşim	település
yerleşim	elszámolás
yerleşim	elrendezés
kariyeri	karrier
adet	menstruáció
adet	időszak
adet	időtartam
adet	periódus
yaz	írj
yaz	írni
yaz	írjon
yaz	summer
yaz	nyári
yaz	nyáron
yaz	nyár
kuvvetleri	erők
tespit	kimutatás
tespit	feltárt
tespit	észlelt
tespit	észlelni
göz	szemed
göz	szeme
göz	szem
göz	szemek
göz	szemet
göz	szeme
göz	eye
göz	szem
mö	moo
televizyon	tv
televizyon	televízió
galatasaray	liverpool
sezonu	szezont
sezonu	idény
sezonu	évszak
sezonu	évad
sezonu	szezon
yayın	közvetítés
yayın	adás
yayın	kiadvány
yayın	közzététel
yayın	kiadás
yayın	kiadó
yayın	közzététel
karasal	földi
karasal	földfelszíni
karasal	szárazföldi
durum	állapot
durum	státusz
durum	szituáció
durum	helyzet
durum	állapota
durum	feltétel
durum	állapot
yıldız	csillagos
yıldız	csillag
yıldız	sztár
yıldız	csillagok
yıldız	sztárok
yıldız	csillag
gelenek	hagyományok
gelenek	hagyomány
gelenek	tradíció
gelenek	hagyomány
nasıl	hogyan
tip	típus
tip	típusa
city	city
city	városi
city	város
mücadele	harcok
mücadele	harc
mücadele	harcol
mücadele	küzdelem
mücadele	verekedés
mücadele	harcolni
mücadele	harc
mücadele	harcolni
mücadele	küzdelem
yeri	helyszín
yeri	hely
yeri	elhelyezkedés
yardımcı	asszisztens
yardımcı	segéd
yardımcı	helyettes
yardımcı	megbízott
yıllık	éves
yıllık	évenkénti
yıllık	évenként
yıllık	évente
yıllık	éves
yıllık	évente
yıllık	évkönyv
kız	nővérek
kız	testvérek
kız	kislány
kız	csaj
kız	lány
kız	gal
cumhuriyet	republikánusok
cumhuriyet	republikánus
cumhuriyet	köztársaság
bağımsız	indie
bağımsız	független
bağımsız	önálló
bağımsız	függetlenek
bunlar	ezek
bunlar	ezeket
bunlar	azok
yanlış	helytelen
yanlış	rossz
yanlış	helytelen
yanlış	hamis
al	vedd
kurulu	deszka
kurulu	fedélzeten
kurulu	tábla
kurulu	telepítve
kurulu	beépített
kurulu	telepített
gerçek	real
