और	وال
पुरस्कार	جائزة
पुरस्कार	جوائز
पुरस्कार	الجوائز
पुरस्कार	جوائز
पुरस्कार	الجوائز
पुरस्कार	ثواب
लेख	مقالات
लेख	المقالات
लेख	اطروحة
लेख	الفرضية
लेख	مقالة
लेख	مقال
लेख	المقالة
लेख	المادة
अब	الان
अब	والان
दौरान	اثناء
दौरान	خلال
अमेरिका	امريكا
अमेरिका	اميركا
मंदिर	المعبد
मंदिर	تمبل
मंदिर	معبد
वार्ता	محادثات
वार्ता	المحادثات
दक्षिण	جنوبي
दक्षिण	جنوبا
दक्षिण	الجنوب
दक्षिण	جنوب
दक्षिण	ساوث
स्थल	المكان
विभिन्न	شتى
विभिन्न	المتنوعة
विभिन्न	متنوع
विभिन्न	متنوعة
इतिहास	التاريخ
इतिहास	تاريخ
लिया	اخذ
लिया	ماخوذ
लिया	تؤخذ
लिया	المتخذة
फ़िल्म	الفيلم
फ़िल्म	فيلم
फ़िल्म	الفلم
फ़िल्म	الفيلم
फ़िल्म	فيلم
क्योंकि	لان
क्योंकि	لانه
क्योंकि	عشان
क्योंकि	لانني
क्योंकि	بسبب
क्योंकि	لاني
पास	مرر
पास	تمرير
विस्तृत	مفصلة
विस्तृत	مفصل
विस्तृत	المفصل
विस्तृत	متقدم
विस्तृत	متقدمة
विस्तृत	المتقدمة
विस्तृत	المتقدم
दिन	اليوم
दिन	يوم
दिन	نهار
दिन	نهارا
दिन	النهار
दिन	نهار
दिन	الايام
दिन	ايام
कृषि	الزراعة
कृषि	زراعة
कृषि	الحراثة
शुरू	بدات
शुरू	بدا
व्यक्ति	شخص
व्यक्ति	الشخص
व्यक्ति	فرد
व्यक्ति	فردية
व्यक्ति	فردي
व्यक्ति	الفردية
व्यक्ति	الفرد
व्यक्ति	الفردية
व्यक्ति	فردية
विज्ञान	العلوم
विज्ञान	علوم
विज्ञान	العلم
सदस्य	عضوة
सदस्य	عضو
सदस्य	العضو
सदस्य	مشترك
सदस्य	المشترك
सदस्य	مشتركين
सदस्य	مشتركون
सदस्य	المشتركون
सदस्य	الاعضاء
सदस्य	اعضاء
हालांकि	بالرغم
सिंह	سينغ
सिंह	ليو
अनेक	كثير
अनेक	العديد
अनेक	الكثيرون
अनेक	كثيرون
अनेक	الكثير
अनेक	عدة
अनेक	المتعددة
अनेक	تعدد
अनेक	متعدد
अनेक	متعددة
यहां	هنا
संख्या	عدد
संख्या	العدد
संख्या	الرقم
संख्या	رقم
संख्या	الارقام
संख्या	الاعداد
संख्या	ارقام
अपना	امتلك
अपना	تك
बात	الشيء
बात	كلام
बात	الحديث
बात	الكلام
बात	التحدث
साहित्य	الادب
साहित्य	ادب
शिक्षा	تعليم
शिक्षा	التربية
शिक्षा	التعليم
दिल्ली	دلهي
धर्म	الدين
धर्म	ديانة
धर्म	الديانة
धर्म	الاديان
धर्म	الديانات
मूल	الاصل
मूल	اصل
मूल	الاصليون
मूल	الاصلي
मूल	اصلي
मूल	الاصلية
मूल	الاصل
मूल	اصلية
मूल	اساسي
मूल	اساسية
मूल	الاساسية
तब	اذن
तब	بعدها
तब	ثم
तब	اذا
बना	جعل
बना	صنع
बना	اجعل
बना	اصنع
बना	صنعت
बना	صنع
बना	مصنوع
बना	جعل
कोड	شفرة
कोड	الكود
कोड	رمز
कोड	الرمز
कोड	كود
कोड	رموز
कोड	الرموز
संयुक्त	متحدين
संयुक्त	المتحدة
संयुक्त	متحدة
संयुक्त	مشتركة
जुलाई	يوليو
जुलाई	تموز
युद्ध	معركة
युद्ध	باتل
युद्ध	المعركة
युद्ध	حرب
युद्ध	الحرب
नदी	ريفر
नदी	النهر
नदी	نهر
वाला	فالا
काल	متوترة
काल	توتر
काल	اتصل
काल	مكالمة
काल	نداء
काल	الاتصال
काल	الفترة
काल	فترة
वर्षों	السنين
वर्षों	اعوام
वर्षों	سنين
वर्षों	السنوات
वर्षों	سنوات
स्टेशन	المحطة
स्टेशन	محطة
स्टेशन	محطات
स्टेशन	المحطات
बड़े	كبيرة
बड़े	الكبير
बड़े	كبيرة
बड़े	كبيره
बड़े	كبير
जनवरी	يناير
मध्य	مركزية
मध्य	سنترال
मध्य	الوسطى
मध्य	وسط
मध्य	مركزي
मध्य	سنتر
मध्य	المركز
मध्य	المنتصف
मध्य	الوسط
मध्य	مركز
मध्य	الاوسط
मध्य	المنتصف
मध्य	الوسط
मध्य	وسط
राजा	راجا
राजा	ملك
राजा	كينغ
राजा	الملك
राजा	كينج
प्रथम	اول
प्रथम	اولا
प्रथम	الاول
प्रथम	الاولى
विश्वविद्यालय	جامعات
विश्वविद्यालय	الجامعات
विश्वविद्यालय	جامعة
विश्वविद्यालय	الجامعة
जून	حزيران
जून	يونيو
उसकी	ده
उसकी	لها
उसकी	هي
मार्च	مار
मार्च	المسيرة
मार्च	مارس
मार्च	مسيرة
मार्च	اذار
बनी	الارنب
बनी	باني
अर्थ	بمعنى
अर्थ	معنى
अर्थ	المعنى
अर्थ	يعنى
अर्थ	يعني
अप्रैल	ابريل
अप्रैल	نيسان
महत्वपूर्ण	هام
महत्वपूर्ण	مهمة
महत्वपूर्ण	مهم
महत्वपूर्ण	المهم
महत्वपूर्ण	حرجة
महत्वपूर्ण	الحرجة
महत्वपूर्ण	حرج
प्रामाणिक	الاصيل
प्रामाणिक	اصيلة
प्रामाणिक	اصيل
प्रामाणिक	اصلية
आप	انت
आप	انتي
किए	coa
अक्टूबर	اكتوبر
समूह	الجماعة
समूह	التجمع
समूह	مجموعة
समूह	المجموعة
समूह	الجماعات
समूह	المجموعات
समूह	مجموعات
वर्तमान	التيار
वर्तमान	تيار
वर्तमान	الحالي
वर्तमान	هدية
वर्तमान	الحاضر
वर्तमान	الحالي
अध्ययन	الدراسه
अध्ययन	ادرس
अध्ययन	دراسة
अध्ययन	يدرس
अध्ययन	الدراسة
अध्ययन	دراسة
अध्ययन	ادرس
अध्ययन	الدراسة
अध्ययन	الدراسات
अध्ययन	دراسات
विभाग	القسم
विभाग	قسم
विभाग	الادارة
विभाग	شعبة
विभाग	الشعبة
विभाग	الادارات
विभाग	الاقسام
विभाग	ادارات
आम	المانجو
आम	شائعة
आम	شائع
स्थिति	الوضع
स्थिति	الحالة
स्थिति	حالة
स्थिति	موقف
स्थिति	المنصب
स्थिति	الموضع
स्थिति	الموقف
स्थिति	الولاية
स्थिति	دولة
स्थिति	ولاية
स्थिति	الحالة
स्थिति	الدولة
स्थिति	حالة
स्थिति	شرط
स्थिति	الحالة
स्थिति	الشرط
स्थिति	الوضع
स्थिति	الموقف
स्थिति	الحالة
प्रभाव	الاثر
प्रभाव	تاثير
प्रभाव	التاثير
प्रभाव	الاصطدام
प्रभाव	التاثيرات
प्रभाव	تاثيرات
प्रभाव	المؤثرات
प्रभाव	المؤثرات
प्रभाव	التاثيرات
प्रभाव	تاثيرات
प्रभाव	الاثر
प्रभाव	تاثير
प्रभाव	التاثير
आदर्श	المثالية
आदर्श	المثالي
आदर्श	ديال
आदर्श	معبود
आदर्श	المعبود
आदर्श	ايدول
साल	السنين
साल	اعوام
साल	سنين
साल	السنوات
साल	سنوات
साल	عام
साल	العام
साल	السنه
साल	سنة
साल	سنه
साल	السنة
पहली	اول
पहली	اولا
पहली	الاول
पहली	الاولى
संगीत	موسيقى
संगीत	موسيقي
संगीत	music
संगीत	الموسيقى
अमेरिकी	امريكية
अमेरिकी	امريكيون
अमेरिकी	امريكي
अमेरिकी	الامريكي
अमेरिकी	الاميركيين
अमेरिकी	امريكيون
सेवा	الخدمة
सेवा	خدمة
सेवा	الخدمات
बनाने	جعل
बनाने	صنع
आज	اليوم
स्थापित	انشئت
स्थापित	انشئ
स्थापित	انشا
स्थापित	مثبتة
स्थापित	اسست
स्थापित	تاسست
स्थापित	تاسس
उच्च	عال
उच्च	عالي
उच्च	مرتفع
उच्च	عالية
उच्च	عاليا
चाहिए	ينبغي
देता	يعطي
देता	تعطي
उपलब्ध	متوفر
उपलब्ध	متاح
उपलब्ध	متاحة
उपलब्ध	متوفرة
उपलब्ध	تتوفر
काफी	كفاية
काफी	كفى
काफी	يكفي
काफी	كافي
बड़ी	كبيرة
बड़ी	الكبير
बड़ी	كبيرة
बड़ी	كبيره
बड़ी	كبير
चार	اربع
चार	اربعة
चार	اربعه
शक	الشك
शक	اشك
शक	شك
श्री	سري
उदाहरण	مثال
उदाहरण	المثال
उदाहरण	التوضيح
उदाहरण	الامثلة
उदाहरण	امثلة
उसका	ده
उसका	لها
उसका	هي
ले	خذ
ले	اخذ
जिससे	ايهما
जिससे	الذي
जिससे	والذي
स्थापना	التركيب
स्थापना	تثبيت
स्थापना	التثبيت
स्थापना	تركيب
स्थापना	المنشات
स्थापना	منشات
स्थापना	تثبيت
स्थापना	التثبيت
स्थापना	الانشاء
कंपनी	شركه
कंपनी	شركة
कंपनी	الشركة
कंपनी	رفقة
अधिकांश	معظم
अधिकांश	الاكثر
अधिकांश	اغلب
अधिकांश	غالبا
सामाजिक	اجتماعية
सामाजिक	الاجتماعية
सामाजिक	الاجتماعي
सामाजिक	اجتماعي
बड़ा	كبيرة
बड़ा	الكبير
बड़ा	كبيرة
बड़ा	كبيره
बड़ा	كبير
बड़ा	عظيم
बड़ा	عظيمة
बड़ा	العظيم
बड़ा	اعظم
बड़ा	اكبر
बड़ा	اضخم
स्तर	المستويات
स्तर	مستويات
स्तर	مستوى
स्तर	المستوى
बनाया	صنعت
बनाया	صنع
बनाया	مصنوع
बनाया	جعل
बनाया	خلق
बनाया	خلقت
जारी	جارية
जबकि	بينما
चित्र	صورة
चित्र	الصورة
चित्र	الصوره
चित्र	صوره
चित्र	الصور
चित्र	صور
चित्र	صورة
चित्र	الصورة
चित्र	الصور
चित्र	صور
इससे	من
इससे	from
इससे	يخترع
प्रणाली	نظام
प्रणाली	النظام
प्रणाली	المنظومة
सरकारी	رسمي
सरकारी	الرسمي
सरकारी	رسمية
सरकारी	مسؤول
सरकारी	الحكومة
सरकारी	الحكومات
सरकारी	حكومة
जहां	اين
जहां	حيث
देशों	بلدان
देशों	البلدان
देशों	الدول
जल	الماء
जल	ماء
जल	مياه
जल	المياه
सूची	قائمة
सूची	قائمه
सूची	القائمة
सूची	قوائم
सूची	القوائم
विचार	فكره
विचार	الفكرة
विचार	فكرة
विचार	افكار
विचार	الافكار
विचार	اعتقدت
विचार	ظننت
विचार	الفكر
विचार	ظن
विचार	فكرت
विचार	النظر
विचार	الاعتبار
विचार	افكار
विचार	الافكار
छोटे	صغيره
छोटे	صغير
छोटे	صغر
छोटे	صغيرة
छोटे	الصغير
छोटे	قليل
छोटे	القليل
ऊपर	القمة
ऊपर	توب
ऊपर	قمة
ऊपर	الاعلى
ऊपर	اعلاه
आधारित	قائم
पानी	الماء
पानी	ماء
पानी	مياه
पानी	المياه
सामान्य	عام
सामान्य	لواء
सामान्य	اللواء
सामान्य	جنرال
सामान्य	عامة
सामान्य	الجنرال
सामान्य	شائعة
सामान्य	شائع
सामान्य	طبيعي
सामान्य	عادي
आगे	للامام
आगे	الامام
कुल	المجموع
कुल	المجاميع
कुल	الاجمالي
कुल	مجموع
कुल	المجموع
कुल	اجمالي
कुल	الاجمالي
एक्स्प्रेस	اعرب
पुलिस	شرطه
पुलिस	بوليس
पुलिस	شرطة
पुलिस	الشرطة
वर्ग	الفئة
वर्ग	فئة
वर्ग	مربعة
वर्ग	مربع
वर्ग	المربع
वर्ग	ميدان
वर्ग	الفصول
वर्ग	صفوف
वर्ग	الصفوف
वर्ग	فصول
वर्ग	الطبقة
वर्ग	الفصل
वर्ग	صف
वर्ग	الصف
वर्ग	الفئة
शरीर	الجسد
शरीर	جسم
शरीर	جثة
शरीर	جسد
शरीर	الجسم
अंग्रेजी	الانجليزية
अंग्रेजी	انجليزي
अंग्रेजी	انجليزية
अंग्रेजी	الانكليزية
अंग्रेजी	بالانكليزية
माध्यम	متوسط
माध्यम	متوسطة
माध्यम	المتوسط
मानव	انسان
मानव	بشري
मानव	بشرية
मानव	الانسان
पाकिस्तान	باكستان
भूमिका	مقدمة
भूमिका	المقدمة
भूमिका	الدور
भूमिका	دور
हर	هار
हर	har
हर	هور
अतिरिक्त	الاضافات
अतिरिक्त	اضافات
अतिरिक्त	اضافي
अतिरिक्त	اضافية
पिता	الاب
पिता	ابت
पिता	اب
समाज	مجتمع
समाज	المجتمع
समाज	الجمعية
नीचे	اسفل
नीचे	تحت
नीचे	ادناه
नीचे	القاع
नीचे	قاع
दुनिया	عالم
दुनिया	العالمي
दुनिया	الدنيا
दुनिया	العالم
दुनिया	world
आधुनिक	حديثة
आधुनिक	الحديثة
ध्यान	تامل
ध्यान	الاهتمام
ध्यान	انتباه
ध्यान	الانتباه
ध्यान	اهتمام
हिंदी	هندية
हिंदी	هندي
हिंदी	الهندية
दे	اعطاء
दे	اعطي
सभा	الجماعة
सभा	التجمع
सभा	جمعية
सभा	الجمعية
सभा	جمع
सभा	تجمع
सभा	التجمع
परिवार	عائلي
परिवार	عائلة
परिवार	الاسرة
परिवार	اسرة
परिवार	العائلة
विषय	الموضوع
विषय	موضوع
विषय	مواضيع
विषय	موضوعات
विषय	المواضيع
विषय	الموضوعات
विषय	مواضيع
विषय	موضوعات
विषय	المواضيع
विषय	الموضوعات
विषय	الموضوع
अधिकार	حقوق
अधिकार	الحقوق
रंग	لون
रंग	الالوان
रंग	اللون
रंग	الوان
रंग	الوان
रंग	الالوان
रंग	الوان
रंग	الالوان
रंग	لون
रंग	اللون
बाहर	استقال
बाहर	خارجية
बाहर	الخارج
बाहर	خارج
बाहर	النزهات
बाहर	اخرج
बाहर	خارج
बाहर	خارجا
बाहर	خرج
खेल	تلعب
खेल	مسرحية
खेल	العب
खेल	تشغيل
खेल	لعب
खेल	اللعب
खेल	رياضة
खेल	الرياضة
खेल	الرياضات
खेल	لعبة
खेल	مباراة
खेल	المباراة
खेल	اللعبة
खेल	المباريات
खेल	الالعاب
खेल	مباريات
खेल	العاب
खेल	رياضة
खेल	الرياضة
खेल	سبورت
क्षेत्रों	المجالات
क्षेत्रों	مجالات
क्षेत्रों	مناطق
क्षेत्रों	المناطق
जहाँ	اين
जहाँ	حيث
समान	متجانسة
समान	نفس
समान	نفسه
समान	مشابهة
समान	مماثل
समान	مماثلة
समान	مشابه
सितंबर	ايلول
सितंबर	سبتمبر
दूर	بعيد
दूर	بعيدا
दूर	البعيد
पता	العناوين
पता	عناوين
पता	العنوان
पता	عنوان
शक्ति	قوة
शक्ति	القوة
शक्ति	قوة
शक्ति	طاقة
शक्ति	الطاقة
शक्ति	القوة
शक्ति	السلطة
शक्ति	شاكتي
ब्रिटिश	بريطاني
ब्रिटिश	بريطانيا
ब्रिटिश	بريطانية
ब्रिटिश	البريطاني
ब्रिटिश	البريطانية
कला	الفنون
कला	فنون
कला	الفن
कला	ارت
कला	فن
देते	العقليات
घर	المنزل
घर	الوطن
घर	منزل
घर	البيت
घर	المنزل
घर	منزل
घर	هاوس
घर	البيت
संस्कृत	السنسكريتية
प्रकाशित	نشر
प्रकाशित	انشر
प्रकाशित	النشر
प्रकाशित	نشر
प्रकाशित	منشور
प्रकाशित	نشرت
मई	قد
मई	ماي
मई	مايو
मई	ايار
प्रक्रिया	العملية
प्रक्रिया	عملية
प्रक्रिया	عمليات
प्रक्रिया	الاجراء
प्रक्रिया	الاجراءات
प्रक्रिया	اجراء
सेना	الجيوش
सेना	جيوش
सेना	سينا
सेना	الجيش
सेना	جيش
पार्टी	حفلة
पार्टी	الطرف
पार्टी	حزب
पार्टी	حفل
पार्टी	الحزب
पश्चिम	ويست
पश्चिम	الغرب
पश्चिम	غربا
पश्चिम	غرب
पश्चिम	غربي
अंत	نهاية
अंत	النهاية
नए	الاحدث
नए	احدث
बिना	بدون
क्या	ما
क्या	ماذا
क्या	ايش
क्या	شنو
अगस्त	اغسطس
अगस्त	اوغست
अगस्त	اغسطس
विकसित	طور
विकसित	تطورت
संबंध	علاقات
संबंध	العلاقات
संबंध	علاقة
संबंध	العلاقة
संबंध	العلاقات
संबंध	علاقه
संबंध	علاقات
संबंध	العلاقات
संबंध	ترابط
संबंध	الترابط
प्रदर्शन	الاداء
प्रदर्शन	اداء
प्रदर्शन	عرض
प्रदर्शन	العرض
प्रदर्शन	التعرض
प्रदर्शन	تعرض
मार्ग	طريقه
मार्ग	الطريق
मार्ग	طريقة
मार्ग	الطريقة
पर्यटन	للسياحة
पर्यटन	السياحة
ज्ञान	معرفة
ज्ञान	المعرفة
ज्ञान	المعارف
लगा	شعرت
लगा	بدت
लगा	بدى
दिसम्बर	ديسمبر
दिसम्बर	ديسمبر
प्रदर्शित	المميز
प्रदर्शित	الموصى
प्रदर्शित	معروض
प्रदर्शित	معروضة
प्रदर्शित	عرض
प्रदर्शित	العرض
अक्सर	غالبا
सहायता	المساعدة
सहायता	مساعدة
सहायता	ساعد
सहायता	دعم
सहायता	الدعم
सहायता	المعونات
सहायता	معونة
सहायता	المعونة
सहायता	المساعدات
सहायता	المساعدات
पहला	اول
पहला	اولا
पहला	الاول
पहला	الاولى
मृत्यु	الموت
मृत्यु	الوفاة
मृत्यु	موت
