les	die
souvent	dikwels
style	stilering
face	gesiggie
face	gesig
olympiques	olimpiese
quand	wanneer
top	bokant
top	bo
top	hoogs
ministre	minister
mondiale	wêreldwyd
mondiale	wêreld
mondiale	wêreldwyd
mondiale	global
mondiale	globale
mondiale	globaal
ensemble	ensemble
ensemble	gekuier
ensemble	saam
théâtre	teater
théâtre	teater
épisode	episode
scène	scene
scène	toneel
scène	verhoog
scène	stadium
scène	etage
situé	geleë
toute	alle
toute	alles
toute	all
toute	almal
toute	al
toute	als
asp	asp
étaient	was
étaient	were
musée	museum
troisième	derde
nombreux	vele
nombreux	baie
nombreux	numerous
auteur	skrywer
auteur	outeur
auteur	skrywer
auteur	outeur
cependant	egter
système	lêerstelsel
système	sisteem
système	stelsel
création	skepping
stade	stade
stade	estadio
stade	stadion
stade	verhoog
stade	stadium
stade	etage
tard	laat
reste	bly
seconde	sekondes
seconde	sekonde
roman	romeinse
jours	dae
hui	hui
hui	vandag
édition	wysig
édition	uitgawe
édition	redigeer
édition	verstrek
édition	redigering
édition	wysiging
éditions	uitgawes
éditions	éditions
historique	historiese
historique	geskiedkundige
historique	historiese
historique	geskiedenis
historique	history
sera	sal
âge	ouderdom
robert	robert
officiel	amptelik
officiel	amptenaar
officiel	amptelike
environ	ongeveer
effet	effek
membres	lid
membres	lidmaatskap
membres	lede
champion	champ
champion	kampioen
espèce	spesie
espèce	spesies
michel	michael
michel	michel
raison	rede
travail	werk
femme	vroue
femme	vrouens
femme	vrou
femme	vroulik
femme	wyfie
femme	vrou
cinq	vyf
déjà	alreeds
déjà	reeds
bas	lae
texte	teksboodskap
texte	teks
terre	aarde
terre	grond
terre	terre
terre	grond
allemagne	duitsland
compétition	mededingende
compétition	kompetisie
wikipédia	wikipedia
allemand	duits
britannique	brits
porte	hek
porte	porte
porte	door
porte	deur
hommes	mans
hommes	manne
hommes	mans
italie	italië
bataille	slag
bataille	veldslag
corps	lyf
corps	liggaam
corps	korps
demi	half
demi	demi
siège	hoofkwartier
siège	sitplekke
siège	sitplek
personnes	mense
nommé	genaamd
nommé	aangestelde
route	roete
route	hoofweg
route	grootpad
route	highway
route	pad
route	road
finale	finale
finale	finaal
jeune	jonk
jeune	jong
match	speletjie
match	spel
match	pas
match	passing
match	ooreenstem
match	ooreenstemming
peuvent	kan
york	york
royaume	koninkryk
royaume	realm
royaume	royaume
ceux	daardie
ceux	diegene
long	lank
latitude	breedtegraad
base	base
base	onderliggende
base	basis
base	grondslag
études	studeer
études	studies
communauté	samelewing
communauté	gemeenskap
communauté	community
association	vereniging
association	assosiasie
militaire	militêre
section	seksie
section	afdeling
longitude	lengteligging
longitude	lengtegraad
bronze	brons
livre	bespreek
livre	boek
livre	pond
livre	pound
livre	livre
américaine	amerikaans
américaine	american
américaine	amerikaanse
haut	hoë
haut	hoog
haut	bokant
haut	bo
haut	hoogs
suisse	switserland
suisse	swiss
suisse	switserse
suisse	sweedse
canada	kanada
canada	canada
valign	valign
suivant	volg
suivant	volgende
beaucoup	vele
beaucoup	baie
beaucoup	much
dire	sê
seul	alleen
seul	slegs
seul	net
fille	meisie
fille	girl
fille	dogter
buts	poog
buts	doelwitte
buts	doele
enfants	kinders
enfants	kinders
direction	breuke
direction	rigting
direction	direktoraat
pouvoir	krag
pouvoir	elektrisiteit
but	doelwit
but	aspris
ailleurs	elders
merci	dankie
tête	hoofde
territoire	gebied
union	union
union	unie
construction	oprigting
construction	konstruksie
ancienne	antieke
ancienne	oud
ancienne	ou
ancienne	former
ancienne	voormalige
premiers	eerste
premiers	eers
prend	neem
prend	tree
prend	vat
maire	maire
maire	burgemeester
présente	presents
présente	hede
présente	tans
présente	voordra
présente	teenwoordig
personnalité	persoonlikheid
ligue	liga
public	openbare
public	openbaar
public	publieke
public	publiek
pages	bladsye
pages	blaaie
pages	bladsy
pages	blad
pages	bladsy
externe	eks
externe	eksterne
simple	eenvoudige
simple	eenvoudig
simple	singles
dernière	last
dernière	laas
dernière	laaste
dernière	jongste
dernière	nuutste
dernière	jongste
henri	henry
henri	henri
chanson	chanson
chanson	liedere
chanson	liedjies
chanson	liedjie
chanson	lied
poste	plasing
poste	plaas
culture	kultuur
grâce	grace
développement	ontwikkeling
sortie	afvoer
sortie	verlaat
sortie	uit
empire	ryk
québec	québec
québec	quebec
david	dawid
david	david
loi	reg
loi	wet
loi	wet
équipes	spanne
côté	kant
mer	see
haute	hoë
haute	hoog
haute	haute
vue	aansig
vue	besigtig
vue	bekyk
espagne	spanje
mère	moeder
mère	ma
nombreuses	vele
nombreuses	baie
nombreuses	numerous
acteur	akteur
parcours	roete
parcours	journey
recherche	soek
recherche	search
recherche	deursoek
recherche	navorsing
classement	klassifikasie
code	kode
double	dubbel
double	dubbele
double	duplikaat
double	dupliseer
double	dual
entraîneur	afrigter
web	web
arrondissement	arrondissement
arrondissement	munisipaliteit
directeur	direkteur
directeur	bestuurder
joseph	joseph
semble	blyk
ici	hier
vainqueur	winner
vainqueur	wenner
réalisé	regie
réalisé	gerig
existe	bestaan
existe	bestaan
six	sesde
six	ses
créé	geskep
devant	voorkant
devant	voor
devant	front
écrit	geskryf
petite	small
petite	klein
petite	bietjie
petite	petite
bois	hout
bois	drank
bois	drankie
entreprise	besigheid
entreprise	maatskappy
entreprise	onderneming
retour	terugkeer
retour	opgelewer
retour	rug
retour	agterkant
retour	terug
numéro	nommer
numéro	getalle
numéro	getal
principale	hoof
principale	prinsipaal
sainte	sainte
sainte	heilig
sainte	heilige
sainte	holy
sainte	heilige
sainte	saint
comté	provinsie
comté	county
comté	shire
second	sekondes
second	sekonde
gare	stasie
terme	termyn
formation	oefening
arts	kunste
technique	tegniese
technique	technique
technique	tegniek
révolution	rewolusie
révolution	revolusie
etc	ens
objet	voorwerp
objet	aspris
objet	onderwerp
mon	mon
philippe	philippe
philippe	filip
philippe	philip
question	vraag
lorsque	wanneer
cinéma	flieks
cinéma	rolprente
cinéma	movies
cinéma	cinema
plan	kaart
plan	plan
médaille	medalje
serait	sou
zone	sone
zone	omgewing
zone	gebied
zone	oppervlakte
zone	area
écrivain	skrywer
écrivain	outeur
compagnie	maatskappy
italien	italiaanse
italien	italiaans
championnats	championships
laquelle	watter
laquelle	watse
films	films
films	flieks
films	rolprente
films	movies
surtout	veral
surtout	meestal
parfois	soms
sources	bronne
sources	bronne
sources	bron
parc	parc
parc	park
moyenne	gemiddelde
moyenne	gemiddeld
moyenne	medium
mouvement	mosie
mouvement	motion
mouvement	beweging
mouvement	movement
mouvement	beweging
succès	suksesse
succès	sukses
succès	suksesvol
rivière	rivier
rivière	rivière
jamais	nooit
jamais	never
jamais	omkeer
jamais	ooit
vidéo	video
martin	martinus
martin	martin
député	adjunk
claude	claude
moyen	medium
moyen	gemiddelde
moyen	gemiddeld
san	san
notre	ons
bon	goeie
bon	goed
voix	stemme
voix	stem
rouge	rooi
rouge	rouge
district	distrik
seulement	slegs
seulement	net
pont	pont
pont	brug
libre	gratis
libre	vry
libre	free
libre	libre
air	air
air	lug
sein	breast
milieu	middelste
milieu	midde
milieu	medium
festival	fees
belgique	belgië
belgique	belgique
georges	george
georges	georges
blanc	white
blanc	leë
blanc	blank
gauche	gelaat
travaux	werk
donne	donne
donne	gee
passe	herhalings
passe	verbygaan
passe	passe
produit	produk
diffusion	uitgesaai
diffusion	uitsending
diffusion	uitsaai
diffusion	uitsaai
aide	help
aide	hulp
andré	andre
andré	andré
andré	andrew
font	font
victoire	wen
victoire	oorwinning
victoire	victoire
femmes	meisies
femmes	vroulik
femmes	vroulik
femmes	wyfie
femmes	vroue
femmes	vrouens
minutes	minute
aurait	sou
autour	rond
belge	belge
belge	belgiese
certaines	sekere
certaines	sommige
durée	duur
durée	tydperk
durée	tydsduur
espèces	spesie
espèces	spesies
angleterre	engeland
angleterre	england
afrique	africa
afrique	afrika
monuments	monumente
sens	sens
sens	betekenis
sens	sintuie
sens	sin
personne	niemand
mis	mis
municipalité	munisipaliteit
frère	binneste
frère	broer
rencontre	ontmoeting
rencontre	besigheid
rencontre	vergadering
rencontre	ontmoet
trop	te
japon	japan
japon	japannees
publié	gepubliseer
publié	vrygestel
publié	gelos
publié	geplaas
publié	posted
domaine	terrein
domaine	veld
domaine	domain
domaine	domein
domaine	omgewing
domaine	gebied
domaine	oppervlakte
domaine	area
eux	hulle
professeur	professor
professeur	onderwyser
particulier	spesifiek
particulier	besonder
quartier	woonbuurt
quartier	woonbuurt
scientifique	wetenskap
scientifique	wetenskaplike
scientifique	wetenskaplike
scientifique	wetenskaplik
honneur	honour
honneur	gestand
honneur	eer
honneur	ere
honneur	honor
seule	alleen
seule	slegs
seule	net
cause	oorsaak
cause	saak
cause	veroorsaak
cause	sake
cause	oorsake
rien	niks
nouvelles	nuus
nouvelles	nuut
nouvelles	nuwe
iii	iii
administration	administrasie
comte	tel
comte	earl
comte	comte
suivante	volgende
fort	sterk
fort	fort
hockey	hokkie
journal	koerant
journal	tydlyn
journal	dagboek
différents	verskillende
différents	anders
rome	rome
possible	moontlik
dix	dix
dix	tien
taille	hoogte
taille	groottes
taille	grotes
taille	groote
sport	verslae
sport	sport
sport	sportsoort
sport	sportsoorte
sport	sport
principal	hoof
principal	prinsipaal
sujet	onderwerp
sujet	onderwerp
croix	kruise
croix	kruis
élections	verkiesings
élections	verkiesing
titres	titels
enfin	uiteindelik
millions	miljoen
millions	miljoene
noir	donker
noir	noir
noir	swart
joue	cheek
londres	londen
agglomération	agglomération
moment	oomblik
chapelle	chapelle
chapelle	kapel
chapelle	chapel
russe	russies
russe	russiese
prince	vors
prince	prinse
prince	prince
prince	prins
manière	manier
manière	way
malgré	spyte
malgré	spite
malgré	ondanks
activités	aktiwiteite
activités	aktief
réalisateur	direkteur
réalisateur	filmmaker
monument	monument
sciences	wetenskap
sciences	sciences
sciences	wetenskappe
radio	radio
classe	klaskamer
classe	klas
aucun	beweeg
aucun	reflekteer
droite	regterkant
droite	regs
lieux	venues
lieux	liggings
lieux	plekke
née	gebore
actuel	hede
actuel	tans
actuel	voordra
actuel	teenwoordig
espace	spasie
villes	stad
villes	stede
fer	fer
fer	yster
activité	aktiwiteit
sélection	seleksie
sélection	kies
assez	genoeg
institut	instituut
institut	institut
james	jakobus
james	james
internationale	internasionaal
internationale	internasionale
internationale	internationale
cadre	raam
sept	sewe
sept	sewende
sept	sept
différentes	verskillende
différentes	anders
lac	meer
lac	lac
affaires	besigheid
télévision	televisie
duc	duke
duc	hertog
duc	duc
évêque	biskop
évêque	loper
cour	courtyard
cour	hof
richard	richard
php	php
william	willem
william	william
thomas	thomas
ball	bal
résultats	resultate
résultats	uitslae
hors	af
hors	chors
problème	probleem
problème	problem
finalement	eventually
finalement	uiteindelik
bonne	goeie
bonne	goed
nature	aard
nature	prent
nature	natuur
nature	nature
grandes	grandes
michael	michael
vol	vlug
vol	diefstal
port	hawe
port	port
port	poort
port	harbour
premières	rou
premières	eerste
premières	eers
donné	gegee
donné	geskenk
donné	skenkings
discussion	bespreking
discussion	klets
discussion	gesels
dame	dame
dame	lady
épouse	bride
épouse	bruid
épouse	gade
épouse	eggenoot
épouse	vrou
historiques	historiese
historiques	geskiedkundige
historiques	historiese
axe	byl
axe	axis
mesure	meting
mesure	mate
mesure	mates
mesure	maatreëls
mesure	meet
prendre	vat
prendre	neem
prendre	tree
prendre	vat
important	belangrik
important	belangrike
données	data
lequel	watter
lequel	watse
george	george
force	sterkte
force	force
force	forseer
force	krag
force	dwing
pologne	pole
pologne	pologne
couleur	deursigtigheid
collection	versameling
actrice	aktrise
actrice	actress
élu	elected
élu	verkose
régiment	regiment
station	stasie
loire	loire
bande	band
bande	musiekgroep
bande	tape
bande	bende
capitale	hoofstad
côte	rib
côte	kus
côte	kuslyn
façon	manier
façon	way
étape	step
étape	stap
étape	verhoog
étape	stadium
étape	etage
créée	geskep
plutôt	nogal
plutôt	liewer
combat	slag
combat	veldslag
combat	bakleiery
combat	fighting
combat	combat
combat	veg
footballeur	sokkerspeler
forces	magte
royal	koninklike
royal	royal
aucune	beweeg
aucune	reflekteer
russie	rusland
nicolas	nicolas
nicolas	nikolaas
nicolas	nicolaas
mètres	meter
mètres	meter
presse	pers
presse	druk
académie	akademie
construit	konstruksies
construit	opgerig
tournoi	toernooi
épisodes	episodes
passage	passage
entrée	ingang
entrée	inskrywing
revue	revue
revue	tydskrif
revue	resensie
revue	hersiening
revue	oorsig
revue	hersien
jeunes	jeug
jeunes	jonk
jeunes	jong
présence	bywoning
présence	teenwoordigheid
course	ras
course	resies
course	racing
course	resies
ceinture	gordel
ceinture	belt
meilleure	beter
meilleure	beste
tableau	veranderlike
tableau	tafel
tableau	tabel
heures	ure
maître	meester
services	dienste
marque	handelsmerk
marque	handelsmerk
marque	markus
marque	merk
marque	mark
single	enkel
intérieur	binne
intérieur	indoor
intérieur	interior
intérieur	binneste
toutefois	egter
appelé	geroep
appelé	gebel
appelé	naamlik
locales	lokale
locales	plaaslike
locales	plaaslik
olympique	olimpiese
olympique	olympique
bernard	bernard
qualité	kwaliteit
qualité	gehalte
langues	tale
propre	eie
propre	skoon
chine	chine
chine	china
chine	sjina
politiques	beleide
politiques	beleid
politiques	politiek
lettres	briewe
lettres	letters
patrimoine	erfenis
patrimoine	heritage
com	com
évolution	evolusie
évolution	evolution
tours	torings
tours	toere
tours	tours
compositeur	komponis
compositeur	samesteller
joueurs	spelers
joueurs	speler
lyon	lyon
généralement	gewoonlik
généralement	tipies
von	von
amérique	amerika
amérique	amerikas
mal	verkeerd
mal	verkeerde
mal	sleg
mal	boos
mal	bose
rock	rock
abbaye	abbaye
abbaye	abdy
abbaye	abbey
nuit	nuit
nuit	aand
nuit	aande
nuit	nag
principalement	meestal
principalement	hoofsaaklik
prise	geneem
bretagne	bretagne
bretagne	brittany
avaient	moes
clubs	klawer
clubs	klubs
générale	herhaal
générale	algemene
générale	generaal
voit	sees
vitesse	velocity
vitesse	snelheid
vitesse	spoed
scénario	draaiboek
scénario	scenario
chemin	pad
chemin	road
réalisation	verwesenliking
centrale	sentrale
centrale	sentraal
statut	statute
groupes	orkeste
groupes	bands
avis	kennisgewings
avis	opinie
avis	mening
avis	kennisgewing
avis	avis
éléments	elemente
salle	kamer
carte	kaart
sociale	maatskaplike
sociale	sosiale
sociale	sosiaal
travers	travers
valeur	waarde
utilisation	gebruik
utilisation	gebruik
allemande	duits
palais	palais
palais	paleis
émission	uitsending
composé	saamgestelde
composé	compound
situation	situasie
droits	regte
court	kort
court	kortliks
court	sorteer
vallée	valley
vallée	vallei
vallée	vallée
comité	komitee
anciens	antieke
anciens	oud
anciens	ou
anciens	alumni
cité	cité
cité	aangehaal
basse	bas
basse	lae
total	totale
nationalité	nasionaliteit
nationalité	burgerskap
chambre	kamer
chambre	slaapkamer
nouveaux	nuut
nouveaux	nuwe
savoir	kennis
savoir	ken
savoir	weet
glace	ys
originale	oorspronklik
originale	oorspronklike
proche	toemaak
proche	sluit
proche	naby
proche	nabye
proche	nabygeleë
proche	naby
mot	woord
main	hoof
main	hand
huit	agt
huit	agtste
huit	reguit
assemblée	saamstel
assemblée	gemeente
populaire	gewild
populaire	gewilde
populaire	gewild
populaire	neigings
critique	kritici
critique	kritieke
critique	krities
critique	kritiese
critique	kritiek
publication	plasing
publication	plaas
publication	publisering
dieu	god
uni	uni
japonais	japannese
japonais	japannees
hôtel	hotel
australie	australiese
australie	australië
concernant	rakende
catholique	katolieke
catholique	katoliek
mission	missie
mission	sending
https	https
accord	accord
accord	koord
accord	ooreenkoms
campagne	veldtog
rapidement	vinnig
rapidement	vinnige
traduction	vertalings
anne	anne
anne	ann
départ	vertrek
étude	studeer
étude	bestudeer
étude	studie
montréal	toronto
montréal	montreal
bgcolor	bgcolor
importante	belangrik
importante	belangrike
choix	seleksie
choix	keuses
coup	blow
coup	skoot
enfant	kind
enfant	kinders
information	informasie
information	inligting
mieux	beter
maurice	mauritius
maurice	maurice
défense	verdediging
défense	defence
défense	verdediging
vice	vice
contrôle	kontrole
contrôle	beheer
noms	naam
noms	benoem
noms	gebruikernaam
produits	produk
produits	produkte
internet	internet
label	etiketteer
label	etiket
hiver	winter
fondation	fondament
européenne	europees
européenne	europese
file	queue
file	tou
antoine	anthony
antoine	antony
antoine	antoine
daniel	daan
daniel	daniel
daniel	daniël
cœur	hart
cœur	hartjie
cœur	kern
cœur	harte
îles	eilande
pris	gevang
pris	took
pris	geneem
marine	navy
marine	vloot
marine	marine
bâtiment	gebou
peter	petrus
peter	peter
juste	slegs
juste	net
fondé	gestig
der	der
seine	seine
amour	liefde
mont	mount
mont	monteer
mont	mont
statistiques	statistiek
statistiques	statistieke
statistiques	statistiek
statistiques	statistieke
science	wetenskap
personnages	karakters
bonjour	hallo
bonjour	hello
marc	marc
altitude	hoogtes
altitude	vergelyking
économique	ekonomiese
unité	unity
unité	eenheid
particulièrement	besonder
particulièrement	veral
lignes	lignes
lignes	rye
lignes	reëls
traité	treatise
traité	verdrag
montre	waarneem
montre	horlosie
montre	kyk
montre	dophou
montre	gewys
montre	wys
idée	idee
éditeur	uitgewer
éditeur	redakteur
littérature	letterkunde
littérature	literatuur
attaque	beroerte
attaque	aanval
records	rekords
records	records
principaux	hoof
sol	grond
sol	sol
sol	vloer
sol	floor
chaîne	ketting
chaîne	kanaal
ouvrage	ouvrage
fondée	gestig
actuellement	tans
pourrait	kon
fond	bodem
fond	onder
fond	onderkant
fond	bottom
fond	agtergrond
format	formateer
mode	fashion
mode	mode
mode	modes
mode	modus
original	oorspronklik
original	oorspronklike
espagnol	spaanse
espagnol	spaans
producteur	vervaardiger
producteur	producer
artiste	kunstenaar
créer	skep
composition	samestelling
composition	komposisie
décide	besluit
décide	besluit
garde	garde
votre	jou
sécurité	sekuriteit
sécurité	veiligheid
fédération	federasie
fédération	fédération
quatrième	vierde
junior	junior
police	font
police	polisie
comédie	comédie
comédie	komedie
albert	albert
bruxelles	bruxelles
bruxelles	brussels
bruxelles	brusselse
bruxelles	brussel
empereur	keiser
xxe	twentieth
infanterie	infanterie
infanterie	infantry
ministère	ministry
ministère	ministerie
ministère	hoofgebou
rejoint	aangesluit
chevalier	ridder
chevalier	ruiter
chevalier	chevalier
armes	arms
armes	wapens
armes	bewapen
armes	vuurwapens
armes	vuurwapens
livres	boeke
livres	livres
principales	hoof
personnalités	persoonlikhede
unique	enkel
unique	unieke
unique	uniek
capitaine	kaptein
large	wyd
large	breed
large	broad
guillaume	willem
guillaume	william
guillaume	guillaume
tel	wyl
tel	sulke
parce	want
commission	kommissie
demandé	aangevra
demandé	versoek
demandé	gevra
divers	verskeie
divers	allerlei
divers	diverse
divers	verskeie
tels	wyl
tels	sulke
décision	besluit
classique	klassieke
classique	klassiek
classique	klassieke
présent	hede
présent	tans
présent	voordra
présent	teenwoordig
fit	pas
passé	verlede
passé	vorige
passé	afgelope
mandat	mandaat
berlin	berlyn
isbn	isbn
taux	gradeer
taux	tarief
taux	beoordeel
taux	tariewe
surface	oppervlak
architecture	argitektuur
inscrit	geregistreer
astéroïde	asteroids
astéroïde	asteroïde
transport	vervoer
transport	vervoer
transport	transport
rené	rené
rené	rene
alexandre	alexandre
alexandre	alexander
oui	ja
oui	ja
annonce	aankondiging
annonce	advertensie
pièce	muntstuk
pièce	coin
pratique	gerieflike
pratique	gerieflik
pratique	practice
pratique	praktyk
pratique	oefen
pratique	praktiese
conseiller	konsultant
portail	portal
terrain	grond
usage	gebruik
secrétaire	sekretaris
secrétaire	sekretaresse
tennis	tennis
donner	donner
donner	skenk
donner	gee
chose	ding
pièces	coins
pièces	munte
pièces	muntstukke
pièces	dele
pièces	parte
fonctions	kommentaar
fonctions	kenmerke
fonctions	eienskappe
fonctions	pligte
accès	toegang
informations	informasie
informations	inligting
marché	markplein
marché	mark
charge	laai
charge	las
charge	hef
charge	lading
charge	heffing
charge	charge
alpes	alpe
alpes	alpes
sites	webwerwe
sites	tuistes
sites	werwe
sites	sites
sites	terreine
sites	webwerwe
basket	basketball
basket	basketbal
utiliser	gebruik
économie	ekonomie
économie	ekonomie
économie	ekonomies
longueur	tydsduur
longueur	lengte
légende	opskrif
légende	legende
pense	dink
