teste	proves
doc	doc
incet	lentament
call	convocatòria
call	trucada
cerul	cel
cerul	sky
esentiale	imprescindibles
esentiale	imprescindible
esentiale	essencial
esentiale	essencials
transferul	traspàs
transferul	transferència
transferul	trasllat
creatorul	creador
companiile	empreses
companiile	companyies
silvia	silvia
silvia	sílvia
inconjurata	rodejats
inconjurata	envoltades
inconjurata	rodejat
viktor	viktor
babes	nadons
babes	nadons
adulti	adults
adulti	adult
adulti	adults
nivele	tiers
nivele	nivells
estadio	estadi
atribuita	atribuït
atribuita	assignat
wood	fusta
abc	abc
geo	geo
coordonatele	coordenades
johan	johan
santos	santos
gif	gif
armament	armament
credit	credit
credit	crèdit
simfonia	simfonia
visul	somia
visul	somiar
visul	somni
eddie	eddie
mir	mir
entitati	entitats
pescuit	pesca
proportie	proporció
opozitia	oposició
jorge	jorge
atribuite	atribuït
atribuite	assignat
bursa	beca
bursa	bursa
bursa	beca
etaje	sòls
etaje	pisos
dragomir	dragomir
reciproc	mutual
reciproc	mútues
reciproc	mútua
reciproc	mutu
extra	extra
avansate	avançat
avansate	avançada
avansate	advanced
trenuri	entrena
trenuri	trens
antena	plat
antena	antena
antena	antena
umbra	ombra
umbra	shadow
umbra	ombra
umbra	shadow
vocala	vocal
vocala	vocal
creuse	creuse
omorat	matat
marturii	testimoni
aaron	aaron
falls	cascades
paraná	paranà
transformare	transformació
academica	acadèmica
academica	acadèmic
promoveaza	promoguin
digitale	digital
abbas	abbas
hcm	hcm
grafic	gràfica
grafic	gràfic
grafic	diagrama
antrenori	autocars
antrenori	entrenadors
antrenori	formadors
contul	compte
pedeapsa	sanció
pedeapsa	penalització
pedeapsa	pena
pedeapsa	càstig
pedeapsa	sanció
pedeapsa	penalització
pedeapsa	pena
pedeapsa	càstig
mei	mei
sevilla	sevilla
sevilla	sevilla
domnule	senyor
definite	definides
definite	definit
definite	definits
pauza	pausa
pauza	break
pauza	descans
pauza	break
pauza	descans
pauza	pausa
allan	allan
seminarul	seminari
globala	global
globala	globals
conan	conan
brescia	brescia
sarcini	tasques
circuitul	circuit
infrant	derrotat
infrant	vençut
infrant	vençuts
roxana	roxana
ferrara	ferrara
string	cadena
julian	julian
julian	julián
julian	julià
mandatului	mandat
collins	collins
ontario	ontario
valoroase	valuós
valoroase	valuosa
manifestat	manifestada
pianist	pianista
reclama	comercial
reclama	mercantils
reclama	comercials
reclama	publicitat
merite	mèrits
merite	merit
merite	mèrit
tong	tong
comunicatii	comunicacions
manga	manga
electorala	electoral
indo	indo
marketing	màrqueting
marketing	marketing
marketing	comercialització
montreal	montreal
ribbentrop	ribbentrop
scade	disminució
ton	tonyina
ton	to
ton	matís
cheia	tecla
cheia	clau
britannica	britannica
romanov	romanov
vidin	vidin
mecanice	mecànica
mecanice	mecànics
mecanice	mecànic
vrh	vrh
hogna	hogna
ascunde	oculta
ascunde	amaga
mobil	mòbil
sean	sean
schi	esquí
depozite	magatzems
depozite	dipòsits
fictiv	fictici
aeroport	aeroport
talentul	talent
oklahoma	oklahoma
terestra	terrestre
permisiunea	permís
bernhard	bernhard
nepoata	néta
nepoata	neboda
nepoata	néta
nepoata	neboda
batut	colpejat
batut	colpejat
pragul	llindar
oua	ous
oua	ous
aristotel	aristòtil
panchen	panchen
lucilia	lucilia
alpha	alpha
alpha	alfa
atlético	atlético
liudmila	liudmila
contrar	contrari
contrar	contraris
tiparita	imprès
rica	rica
imnul	himne
chirurgie	cirurgia
afecta	afecten
afecta	afectar
madison	madison
icoana	icona
xinglong	xinglong
amy	amy
klaus	klaus
adriana	adriana
pasi	passes
pasi	passos
pasi	passos
pasi	passes
pasi	passos
legislatia	legislació
butler	butler
butler	majordom
discutat	debatut
discutat	discutit
inutil	inútil
rolling	rolling
explicatie	explicació
explicatie	explicació
ritm	ritme
hudson	hudson
nori	núvols
edmund	edmund
mercedes	mercedes
proprietari	propietaris
protejat	protegit
ronald	ronald
popularitate	popularitat
gandit	pensament
homo	homo
homo	gai
homo	gay
castle	castell
droguri	drogues
droguri	fàrmacs
droguri	tonto
droguri	droga
willem	willem
executie	execució
executie	execució
jucand	jugant
intervenit	intervingut
generat	generada
generat	generades
generat	generat
succese	èxit
bratislava	bratislava
damasc	damasc
nuvela	novella
nuvela	novella
morbihan	morbihan
card	targeta
reformei	reforma
necunoscute	desconegut
necunoscute	desconeguda
filipine	filipines
secundara	secundari
secundara	secundaria
rin	rin
incident	incident
semnificatia	transcendència
semnificatia	significació
memorii	memòries
gandire	pensant
identificate	identificat
identificate	identificada
identificate	identificats
anatomia	anatomia
farmacie	drogueria
farmacie	farmàcia
biti	bits
rightarm	rightarm
mexican	mexicà
five	five
five	cinc
portrete	retrats
pictate	pintat
aleksandr	aleksandr
parcuri	parcs
pozitiva	positiu
pozitiva	positiva
pozitiva	positius
tiparit	imprès
sangele	sang
marchiz	marquès
marchiz	marquis
yemen	iemen
cantand	cant
cantand	cantant
cantand	cant
cantand	cantant
stiluri	estils
protejarea	protegint
norvegian	noruec
impuscat	disparat
impuscat	disparat
salbatica	wild
salbatica	salvatge
teama	temor
teama	fear
teama	por
teama	temor
teama	fear
teama	por
statui	estàtues
sambata	dissabte
sambata	dissabte
sambata	dissabtes
sambata	dissabte
sambata	dissabte
profesionisti	professionals
profesionisti	professionals
irlandez	irlandès
consilieri	assessors
consilieri	consellers
bunica	àvia
bunica	àvia
lituaniei	lituània
limitate	limitades
limitate	limitat
limitate	limitats
pereti	murs
pereti	parets
pereti	murs
pereti	parets
sándor	sándor
cosmin	cosmin
perry	perry
sept	septe
sept	envà
sept	sept
distinctie	distinció
cronici	cròniques
rugaciune	oració
rugaciune	pregària
rugaciune	oració
rugaciune	pregària
luther	luther
personalitatea	personalitat
atelierul	curset
atelierul	taller
cook	cook
cook	cuiner
tighina	tighina
blois	blois
abur	vapor
oleg	oleg
respectarea	acompliment
respectarea	compliment
vama	duanes
vama	costums
vama	duanes
vama	costums
adult	adult
imparte	divideix
imparte	split
experimental	experimental
dir	dir
helsinki	hèlsinki
helsinki	helsinki
julia	julia
julia	júlia
mussolini	mussolini
scooby	scooby
faimos	famós
faimos	famosos
magdalena	magdalena
anastasia	anastasia
studiourile	studios
bat	bat
bat	broqueta
apr	abr
mintea	ment
dmitri	dmitri
dmitri	dmitri
americanii	americans
alexei	aleksei
sarb	serbi
documentul	document
baba	baba
baba	baba
medias	medias
medias	medias
codreanu	codreanu
preocupat	afectat
brusc	sobtada
debehogne	debehogne
japonezi	japonès
inspirata	inspirat
paraguay	paraguai
consacrat	consagrar
jennifer	jennifer
cantal	cantal
izolat	aïllat
izolat	aïllades
izolat	aïllats
izolat	aïllada
berg	berg
precizeaza	especifica
precizeaza	especificar
evaluare	qualificació
evaluare	puntuació
evaluare	habilitació
evaluare	avaluació
evaluare	valoració
asediu	setge
divizat	dividits
divizat	dividit
divizat	divideix
divizat	split
bergamo	bergamo
taxe	impostos
taxe	honoraris
taxe	taxes
novo	novo
enterprise	enterprise
inamic	enemic
vehicul	vehicle
botanica	botànica
botanica	botànica
diferentele	diferències
hanul	inn
hanul	hostal
presupus	assumit
presupus	suposadament
presupus	presumpta
presupus	presumeix
nagy	nagy
musulmane	musulmà
modificata	modificats
modificata	modificades
modificata	modificat
arakan	arakan
restaurarea	restauració
emerit	emèrit
cafenea	cafe
cafenea	café
permanente	permanent
permanente	permanents
vizibila	visible
vizibila	visibles
asociatie	associació
asociatie	association
index	index
index	índex
obisnuita	ordinari
obisnuita	ordinària
moral	moralment
moral	moral
kenneth	kenneth
trofee	trofeus
asigurari	assegurança
asigurari	assegurances
asigurari	assegurança
asigurari	assegurances
dispute	controvèrsies
portughez	portuguès
haiti	haití
sindromul	síndrome
locatie	localització
locatie	ubicació
locatie	emplaçament
eugene	eugeni
persan	persa
sinaia	sinaia
traseu	sender
traseu	trail
traseu	rastre
traseu	ruta
imbunatatit	millorat
imbunatatit	millorada
imbunatatit	millorat
vinde	vendre
arhitecturale	arquitectòniques
logic	lògic
logic	lògica
precizie	precisió
precizie	precisió
precizie	exactitud
meyer	meyer
masoara	mesura
dom	cúpula
dom	dom
fame	fama
fame	fame
controlat	controlat
controlat	controlada
controlat	controlats
actionat	actuat
express	expressi
express	express
express	expressar
amt	amt
nel	nel
baltice	bàltic
mustafa	mustafa
mustafa	mustafà
ardere	combustió
ardere	cremant
cost	cost
modifica	modifica
boeing	boeing
intoarcere	retornar
intoarcere	retorn
intoarcere	devolució
cercetatorii	investigadors
pestera	cova
pestera	cova
pestera	cova
pestera	cova
senat	senat
gay	gai
gay	gay
creta	creta
creta	creta
ming	ming
montgomery	montbui
montgomery	montgomery
egiptean	egipci
variabile	variable
variabile	variables
mediterana	mediterrània
mediterana	mediterrani
mediterana	mediterrània
mediterana	mediterrani
metale	metall
metale	metal
metale	metalls
bush	bush
standardele	estàndards
daneza	danès
verticala	vertical
azerbaidjan	azerbaidjan
niveluri	tiers
niveluri	nivells
mitchell	mitchell
mantova	mantova
strategica	estratègiques
strategica	estratègic
strategica	estratègica
strategica	estratègics
cambodgia	cambodja
pablo	pablo
morris	morris
lent	slow
lent	lent
cosma	cosma
academice	acadèmica
academice	acadèmic
ice	gel
kate	kate
aurora	aurora
sinod	sínode
maría	maría
oregon	oregon
banci	banks
banci	bancs
banci	banks
banci	bancs
restaurant	restaurant
afectate	afectats
pavia	pavia
structurile	estructures
impuse	imposat
impuse	imposades
impuse	imposada
silezia	silèsia
urias	gegant
tabere	campaments
alma	alma
atribuie	assignar
atribuie	assigna
kentucky	kentucky
indicat	indicat
marfuri	mercaderies
marfuri	béns
marfuri	mercaderies
marfuri	béns
belle	belle
grau	blat
grau	blat
cuantica	quàntica
vazute	vistos
vazute	vist
walt	walt
dublin	dublín
dublin	dublin
festivaluri	festivals
ball	pilota
rusesc	rus
concepte	conceptes
padova	pàdua
echivalentul	equivalent
fani	fans
fani	admiradors
fani	ventiladors
participantii	participants
mandate	mandats
morminte	tombs
morminte	tombes
potentialul	potencials
potentialul	potencial
exacta	exacte
exacta	exactes
exacta	exacte
exacta	exactes
horror	horror
vizibile	visible
vizibile	visibles
uss	uss
flash	flash
flash	flaix
srl	llc
srl	srl
srl	ltd
impiedicat	impedit
materia	matèria
persia	pèrsia
elementare	elemental
elementare	incremental
christina	christina
arhipelagul	arxipèlag
datorat	devia
succesiunea	successió
protocol	protocol
update	actualització
executa	executa
ecuador	equador
ecuador	ecuador
bull	bull
kenya	kenya
ntupdate	ntupdate
ingropat	enterrat
ingropat	enterrats
ingropat	enterrat
ingropat	enterrats
november	novembre
locatii	ubicacions
locatii	localitzacions
locatii	ubicacions
locatii	localitzacions
biblie	bíblia
fabricat	fabricat
fabricat	fabricats
durere	dolor
intalniri	reunions
intalniri	trobades
intalniri	reunions
intalniri	datació
recomandat	recomanats
recomandat	recomanada
recomandat	recomanable
recomandat	recomanat
lucrand	treballant
taiwan	taiwan
dramatica	dramàtica
tereza	teresa
culex	culex
semifinale	semis
semifinale	semifinals
dex	dex
semnata	signat
semnata	firmat
baptiste	baptiste
stelele	estels
stelele	estrelles
emisa	expedit
emisa	emès
compusi	compostos
praf	pols
haga	haia
zeus	zeus
animat	animades
animat	animat
nintendo	nintendo
locuita	habitat
semnal	senyal
ceas	rellotge
ceas	rellotge
democratie	democràcia
democratie	democràcia
alfa	alpha
alfa	alfa
expune	exposar
fantastica	fantàstic
fantastica	fantàstica
partener	soci
cerintele	requeriments
cerintele	requisits
occidentali	occidentals
amenintare	amenaça
amenintare	amenaça
inventator	inventor
lovituri	bufa
lovituri	bonys
viziteaza	visiteu
viziteaza	visita
vizibil	visible
vizibil	visibles
rgb	rgb
sporturi	esports
observatie	observació
parker	parker
zeilor	déus
liechtenstein	liechtenstein
discovery	descobriment
gasiti	troba
gasiti	trobi
gasiti	trobeu
taiat	tallat
taiat	retalla
taiat	talla
taiat	retallat
etajul	pis
chapelle	chapelle
strategie	estratègia
peisaj	paisatge
attila	attila
experiment	experiment
finalizata	completat
finalizata	finalitzats
vinci	vinci
reptile	rèptil
reptile	rèptils
constat	constava
convinge	convèncer
convinge	persuadir
sportul	esport
sportul	sport
leul	lleó
personalul	personal
aron	aron
won	guanyat
integrarea	integració
reci	fred
integrat	integrats
integrat	integrat
fabricate	fabricat
fabricate	fabricats
roosevelt	roosevelt
vasili	vassili
aviatie	aviació
spanioli	espanyols
spanioli	castellà
spanioli	espanyol
heinz	heinz
thompson	thompson
wallace	wallace
monarh	monarca
beethoven	beethoven
ploaie	pluja
islamului	islam
bremen	bremen
zagora	zagora
artificial	artificialment
artificial	artificial
solara	solar
disponibila	disponibles
disponibila	disponible
disponibila	disponibles
disponibila	disponible
reprezentative	representant
marino	marino
fetele	xiques
fetele	nenes
fetele	noies
fetele	girls
primita	rebut
primita	rebé
primita	rebuda
strategia	estratègia
identice	idèntiques
identice	idèntic
fotografia	foto
fotografia	fotografia
locuite	habitat
albrecht	albrecht
aia	aixo
aia	que
separarea	separació
datoria	deure
interpretari	interpretacions
scrisoarea	carta
eroul	heroi
aviatiei	aviació
rupt	trencats
rupt	trencat
rupt	arrencat
integrate	integrats
integrate	integrat
panama	panamà
afc	afc
utilizari	usos
comisie	comissió
reveni	reverteix
westfalia	westfàlia
arkansas	arkansas
sinteza	síntesi
sinteza	síntesi
cauzele	causes
graz	graz
veniturile	ingrés
veniturile	ingressos
atomic	atòmics
atomic	atòmic
atomic	atòmica
clinton	clinton
continuand	continuant
imparateasa	emperadriu
imparateasa	emperadriu
integrare	integració
districtele	districtes
miercurea	dimecres
scenele	escenes
dramatice	dramàtica
transmiterea	transmissió
hunter	caçador
hunter	hunter
armeni	armenis
armeni	armeni
vera	vera
sferturi	quarts
sferturi	trimestres
borsod	borsod
demo	demostració
demo	demo
standarde	estàndards
minima	mínim
minima	mínima
minima	mínims
simt	sentit
simt	sentiment
desemna	designen
desemna	designarà
desemna	designar
datata	datat
utila	útil
utila	útils
montferrat	montferrat
dotat	dotat
pastrata	conservats
pastrata	conservat
clape	teclats
isabella	isabella
predare	ensenyament
predare	docència
predare	traspàs
airlines	airlines
airlines	aerolínies
sanatatea	sanitat
sanatatea	salut
transfermarkt	transfermarkt
rareori	rarament
zimbru	zimbru
abaúj	abaúj
patrat	quadrat
patrat	plaça
patrat	quadrat
patrat	plaça
raze	raigs
epic	epic
epic	èpica
gratie	gràcia
gratie	gracia
avere	fortuna
avere	riquesa
windsor	windsor
prevede	proporciona
fin	aleta
birou	despatx
birou	office
birou	oficina
birou	escriptori
secretul	secret
trilogia	trilogia
aniversare	aniversari
aniversare	aniversari
gonzaga	gonzaga
pib	pib
frumusetea	bellesa
executata	executat
executata	executada
musulmana	musulmà
rob	rob
mehmed	mehmet
concret	formigó
frumusete	bellesa
frumusete	bellesa
laboratorul	laboratori
laboratorul	laboratori
ala	ala
batalionul	batalló
decorative	decoratius
decorative	decorativa
decorative	decoratiu
constient	conscient
constient	conscient
raluca	raluca
sectoare	sectors
sansa	oportunitat
sansa	oportunitat
sansa	sansa
autostrada	autopista
autostrada	autopista
compozitori	compositors
fabricatie	fabricació
fabricatie	fabricació
zemplén	zemplén
treimi	terços
alegere	elecció
notre	notre
mostenire	llegat
mostenire	herència
mostenire	herència
mostenire	llegat
mostenire	herència
mode	modalitat
mode	mode
negocierile	negociacions
linda	linda
split	divideix
split	split
cascada	cascada
cascada	cascada
lev	lev
colin	colin
legendele	llegendes
legendele	legends
masurile	mesures
gruparea	agrupació
gruparea	agrupament
intentionat	intencionada
intentionat	intencionadament
virusul	virus
tribul	tribu
petrolul	oli
unghiul	angle
egipteana	egipci
implementarea	implementació
cuneo	cuneo
jakob	jakob
msg	msg
masacrul	massacre
patria	pàtria
patria	pàtria
capitole	capítols
hessa	hessen
transferata	transferit
musulman	musulmà
omagiu	homenatge
negativa	negatiu
manuale	manuals
otomani	otomans
estimeaza	estimació
dezvaluit	revelat
dezvaluit	revelat
maritim	marítim
nixon	nixon
zborul	vol
arcade	arcade
voluntar	voluntària
voluntar	voluntària
voluntar	voluntari
tramvai	tramvia
responsabilitatea	responsabilitat
ceh	txeca
ceh	txec
elias	elias
stanca	roca
stanca	rock
stanca	roca
stanca	rock
sfert	trimestre
violente	violent
colt	racó
colt	cantonada
colt	racó
colt	cantonada
colt	colt
succesive	successius
succesive	successives
esec	fracàs
esec	fracàs
cannes	canes
cannes	cannes
trib	tribu
anatomie	anatomia
varna	varna
currentclub	currentclub
confirma	confirmar
confirma	confirma
confirma	confirmar
confirma	confirma
houston	houston
yeung	yeung
eficienta	eficient
eficienta	eficients
eficienta	efectiu
eficienta	eficiència
eficienta	eficiència
eficienta	eficient
eficienta	eficients
eficienta	eficiència
proiectare	disseny
proiectare	dissenyant
marche	marche
sancho	sancho
sancho	sanç
violenta	violència
violenta	violent
violenta	violència
violenta	violència
eleanor	eleanor
eleanor	elionor
oferta	oferta
oferta	oferta
favorabile	favorable
favorabile	favorable
castro	castro
geologice	geològiques
geologice	geològics
franc	franc
flavius	flavi
koch	koch
furtuna	tempesta
furtuna	tempesta
vatican	vaticà
ken	ken
remarcabil	notable
remarcabil	destacable
remarcabil	remarcable
remarcabil	remarcables
biologice	biològics
biologice	biològic
stiut	sabia
regulate	regulars
regulate	regular
lusignan	lusignan
rwanda	rwanda
biblioteci	biblioteques
ciudat	estranya
ciudat	strange
ciudat	estrany
ciudat	senars
ciudat	senar
productions	produccions
natiune	nació
natiune	nació
mal	mal
adapost	aixopluc
adapost	refugi
adapost	aixopluc
adapost	refugi
tower	torre
tower	tower
prada	presa
prada	presa
franconia	francònia
regiment	regiment
feb	feb
artista	artista
artista	artista
titan	titani
titan	titan
titan	tità
ordinele	encàrrecs
ordinele	comandes
ordinele	ordres
ozn	ovni
fortificatii	fortificacions
exceptii	excepcions
exceptii	exempcions
explicatii	explicacions
explicatii	explicacions
valabil	vàlida
valabil	vàlid
monroe	monroe
facultate	universitat
facultate	college
facultate	facultat
neptun	neptú
apache	apache
apache	apatxe
rome	roma
manuscrise	manuscrits
radacini	arrels
radacini	arrels
monarhiei	monarquia
negocieri	negociació
negocieri	negociacions
raf	raf
ierarhia	jerarquia
saraci	pobre
saraci	pobres
regulamentul	regulació
regulamentul	reglament
regulamentul	reglamentació
randy	randy
provocate	provocat
administratorii	administradors
colorate	multicolor
versiunile	versions
far	far
dispare	desapareix
seven	set
dorita	desitjada
dorita	desitjat
dorita	desitjats
dorita	volia
dorita	volien
dorita	desitjada
dorita	desitjat
dorita	desitjats
pasarea	ocell
tei	linden
tei	calç
vaduva	vídua
vaduva	vidu
vaduva	vídua
vaduva	vídua
vaduva	vídua
garcia	garcia
garcia	garcía
ark	ark
caseta	cinta
musical	musical
gyula	gyula
fericit	feliç
olimpia	olimpia
insotita	acompanyats
insotita	acompanyat
patriei	pàtria
poze	fotos
poze	fotografies
procent	percentatge
procent	percentatge
unguri	hongaresos
armat	armat
armat	armats
armat	reforçada
armat	reforçat
mongolii	mongols
sodiu	sodi
prenume	cognoms
prenume	cognom
tentativa	intentada
tentativa	intentada
valdemar	valdemar
lut	argila
istria	ístria
filolog	filòleg
judecat	jutjats
dieter	dieter
raspandire	difusió
patricia	patricia
liberty	llibertat
esenta	essència
esenta	essència
cetatenia	nacionalitat
cetatenia	ciutadania
usd	usd
nice	bonic
nice	niça
beatrice	beatriu
atasat	adjuntat
atasat	adjuntat
spada	espasa
bolivia	bolívia
ciuperci	xampinyons
ciuperci	bolets
ciuperci	fongs
ciuperci	bolet
maryland	maryland
criteriul	criteri
performante	actuació
performante	rendiment
pakistan	pakistan
optica	òptic
optica	òptica
optica	òptica
profesoara	mestra
nad	nad
anolis	anolis
solide	sòlid
artificiala	artificial
artificiala	artificial
banks	banks
banks	bancs
instructiuni	instruccions
instructiuni	instruccions
aluminiu	alumini
aluminiu	alumini
generali	generals
adige	adige
ziarist	periodista
generic	genèriques
generic	genèric
turismul	turisme
ajax	ajax
flacara	flama
flacara	flama
flacara	flama
grupari	grups
grupari	agrupaments
grupari	agrupacions
marion	marion
efectua	realitzen
efectua	realitzar
dinti	dents
liège	lieja
evidenta	obvi
evidenta	evident
evidenta	obvi
evidenta	evident
distinctia	distinció
nod	node
nod	nus
selo	seló
glasgow	glasgow
geniu	genialitat
geniu	geni
broadway	broadway
intreprinderea	enterprise
autorilor	autors
abdul	abdul
cavaleria	cavalleria
burgas	burgas
coltul	racó
coltul	cantonada
cuplu	parella
evanghelia	evangeli
informativ	informatiu
marturie	testimoni
marturie	testimoni
emmanuel	emmanuel
alpii	alps
caracteristic	característic
caracteristic	característics
concursuri	concursos
concursuri	competicions
concursuri	concursos
conditie	condició
dobandit	adquirit
dobandit	adquirits
onorific	honorari
combinat	combinats
combinat	combinada
combinat	combinades
combinat	combinat
grey	gris
grey	grey
como	como
cartiere	barris
cartiere	districtes
stand	stand
stand	assegut
sanse	oportunitat
sanse	oportunitat
sanse	probabilitats
guvernele	governs
confederatia	confederació
ward	ward
organisme	organismes
organisme	cossos
consul	cònsol
deciziile	decisions
nevada	nevada
iarba	herba
iarba	herba
iarba	herba
iarba	herba
completat	completat
completat	finalitzats
comitet	comitè
capabila	capaç
capabila	capaces
capabila	capaços
capabila	capaç
capabila	capaces
capabila	capaços
saga	saga
natalia	natalya
natalia	natàlia
celtic	celta
celtic	celtic
arestarea	arrestar
arestarea	arrest
arestarea	detenció
hart	hart
vanzarea	sale
vanzarea	venda
daily	daily
volinskii	volinski
rit	ritu
chitarist	guitarrista
memoriam	memoriam
sociologie	sociologia
variabila	variable
variabila	variable
antrenat	entrenat
antrenat	entrenats
divine	divina
grecesc	grec
sabia	espasa
proiectarea	disseny
existent	existent
existent	existents
afectata	afectats
afectata	afectats
drobeta	drobeta
franci	francs
tropicale	tropical
kane	kane
puerto	puerto
cheltuielile	despesa
cheltuielile	despeses
costurile	costos
semnate	signat
semnate	firmat
opereaza	operar
dallas	dallas
atingand	tapping
geometrie	geometria
calde	warm
calde	càlid
clienti	clients
clienti	clients
clienti	clota
clienti	clients
clienti	clientes
calul	cavall
abuz	maltractament
abuz	abús
unghi	angle
piacenza	piacenza
madagascar	madagascar
relativa	relatiu
interventii	intervencions
interventii	intervencions
examenul	examen
permitand	permetent
operatie	funcionament
operatie	operació
operatie	cirurgia
voivodina	voivodina
peisajul	paisatge
copaci	arbrat
copaci	arbres
urs	ós
nina	nina
stalpi	pilars
divortat	divorciat
divortat	divorciat
stratul	capa
plantele	plantes
orientala	oriental
rick	rick
politist	cop
politist	cop
jeremy	jeremy
locuitor	resident
locuitor	habitant
ueda	ueda
cafea	cafè
profesional	professional
profesional	professionals
profesional	professionalment
aziz	aziz
weber	weber
guvernarea	governança
ascensiunea	ascensió
ofiterii	oficials
straturi	capes
ferma	granja
ferma	granja
teoretice	teòrica
teoretice	teòric
urmate	seguí
urmate	seguit
nacional	nacional
munchen	munic
ivanovici	ivànovitx
urmarirea	seguiment
urmarirea	rastrejant
groza	groza
echipaj	tripulació
rachel	rachel
vecini	veïns
vecini	veïns
dosarul	carpeta
click	clic
iris	iris
rama	fotograma
rama	marc
rama	rama
rama	fotograma
rama	marc
afganistan	afganistan
interzise	prohibit
interzise	prohibit
miles	milles
miles	kilòmetres
miles	quilòmetres
tolstoi	tolstoi
impactul	impacte
trentino	trentino
tango	tango
designer	dissenyador
cultivarea	maternals
cultivarea	cultiu
cultivarea	conreu
politicieni	polítics
blagoevgrad	blagòevgrad
demografice	demografia
demografice	demogràfica
