से	od
स्थित	lociran
मण्डल	zona
मण्डल	zonu
आधिकारिक	zvanična
आधिकारिक	zvaničnik
आधिकारिक	zvanične
आधिकारिक	zvanični
आधिकारिक	službeni
कारण	razlozi
कारण	razloga
कारण	razum
कारण	prouzrokovati
कारण	uzrok
कारण	uzroka
कारण	uzroci
कारण	uzrokuje
जैसे	kao
जैसे	like
उनके	njihov
उनके	njihovi
उनके	njihovo
उनके	njihova
उनके	njihove
उनके	ih
सबसे	većina
हिन्दी	hindi
बहुत	veoma
बहुत	vrlo
पहले	pre
पहले	prije
पहले	ranije
पहले	prvo
पहले	prvi
अपनी	own
अपनी	vlastiti
अपनी	sopstvenog
अपनी	sopstvene
अपनी	sopstveni
अपनी	posjeduju
दो	dva
जिला	okrug
जब	kada
उन्होंने	oni
उन्होंने	egipćani
जन्म	born
जन्म	rođen
जन्म	rođena
जन्म	rođeni
जन्म	rođenja
जन्म	rodila
कोई	koi
कोई	bilo
लेकिन	ali
ये	ove
ये	ove
कम	niski
कम	nizak
कम	low
कम	manje
कहा	rekli
लोग	narod
आदि	etc
आदि	itd
आदि	više
आदि	adi
उसके	njegovo
उसके	njegov
उसके	njegova
उसके	njen
उसके	njena
उसके	joj
प्राचीन	primitivno
प्राचीन	drevni
प्राचीन	drevno
प्राचीन	drevna
प्राचीन	drevne
प्राचीन	pretor
देखें	vidi
देखें	jie
देखें	vide
देखें	vidjeti
देखें	see
देखें	vidimo
देखें	pogled
उत्तर	odgovor
उत्तर	sjever
उत्तर	odgovore
उत्तर	odgovori
भाषा	jezici
भाषा	jezike
भाषा	jezik
लिये	za
सभी	all
सभी	svi
सभी	sve
प्राप्त	primio
प्राप्त	dobio
प्राप्त	dobila
प्राप्त	primaju
इसका	its
प्रयोग	eksperimenti
प्रयोग	upotreba
प्रयोग	eksperiment
प्रयोग	eksperimentu
शामिल	uključen
शामिल	obuhvaća
शामिल	obuhvata
शामिल	uključuje
शामिल	uključivala
शामिल	uključena
शामिल	uključuju
शामिल	uključiti
उन्हें	ih
उस	toga
स्थान	mesta
स्थान	mjesta
स्थान	lokacija
स्थान	lokacijama
स्थान	lokacije
स्थान	mjesto
स्थान	lokacija
प्रमुख	načelnik
प्रमुख	glavni
प्रमुख	šef
प्रमुख	major
प्रमुख	glavne
प्रमुख	glavna
प्रमुख	glavno
प्रमुख	glavni
हुई	hui
बीच	plaža
बीच	centar
गए	nestao
गए	nestali
गए	otišli
गए	otišla
गए	otišla
गए	prošao
गए	otišao
मुख्य	načelnik
मुख्य	glavni
मुख्य	šef
मुख्य	glavne
मुख्य	glavna
मुख्य	glavno
मुख्य	glavni
थी	bio
बिहार	bihar
उसे	ga
उसे	njega
उसे	njen
उसे	njena
उसे	joj
कार्य	zadaci
कार्य	posao
कार्य	rad
कार्य	jobs
कार्य	poslovi
कार्य	zadatak
उनकी	njihov
उनकी	njihovi
उनकी	njihovo
उनकी	njihova
उनकी	njihove
आंध्र	andhra
आंध्र	andra
नगर	grad
नगर	grad
नगर	nagar
उपयोग	upotreba
उपयोग	koristimo
उपयोग	upotreba
उपयोग	iskoristi
उपयोग	koristi
उपयोग	koriste
लोगों	narod
आधार	baza
आधार	pretpostavka
आधार	osnova
आधार	osnovu
काम	rad
जीवन	život
विश्व	world
विश्व	svjetski
विश्व	svijet
भाग	sekcije
भाग	dio
भाग	dijela
भाग	dijelovi
भाग	delovi
भाग	dijelove
निर्माण	stvaranje
निर्माण	izgradnja
निर्माण	građevinarstvo
निर्माण	građevinski
निर्माण	izgradnji
निर्माण	gradi
निर्माण	grade
निर्माण	graditi
निर्माण	sagraditi
गई	otišla
गई	prošao
गई	otišao
दोनों	oboje
राष्ट्रीय	nacionalni
राष्ट्रीय	nacionalna
जानकारी	info
जानकारी	informacija
पोर्टल	portal
शहर	centru
शहर	grad
शहर	gradovi
बार	barovima
बार	poluge
बार	bar
बार	puta
वाली	wali
लगभग	skoro
लगभग	približno
फिल्म	film
फिल्म	film
यहाँ	tu
यहाँ	ovde
यहाँ	ovdje
प्रसिद्ध	poznati
प्रसिद्ध	poznata
प्रसिद्ध	poznat
प्रसिद्ध	poznate
प्रसिद्ध	slavni
प्रसिद्ध	poznati
विकास	razvoj
विकास	rast
केवल	samo
देश	zemlja
देश	nacija
देश	zemljama
देश	zemlje
वेबसाइट	web
अलग	razdvojene
अलग	drugačija
अलग	drugačije
अलग	različita
अलग	različito
अलग	različiti
अलग	različitih
अलग	odvojenih
अलग	odvojene
अलग	odvojiti
विशेष	posebna
विशेष	specijalno
विशेष	specijalni
इसकी	its
कभी	ikada
कभी	ikad
कभी	ever
दी	dat
दी	dala
दी	dao
दी	dali
पृष्ठ	page
पृष्ठ	stranica
पृष्ठ	stranica
पृष्ठ	listovi
माना	smatran
माना	mana
माना	navodno
शब्द	riječ
शब्द	riječi
शब्द	reči
फिर	potom
फिर	onda
फिर	tada
फिर	zatim
तीन	tri
पुरस्कार	nagrade
पुरस्कार	nagrada
पुरस्कार	nagrade
पुरस्कार	nagrade
पुरस्कार	nagrade
पुरस्कार	nagrada
लेख	članaka
लेख	članci
लेख	teze
लेख	teza
लेख	članak
जिसे	koga
जिसे	kojima
जिसे	kome
अब	sada
अब	now
अब	sad
दौरान	tokom
अमेरिका	amerika
मंदिर	hram
अलावा	osim
अलावा	raspada
वार्ता	razgovori
वार्ता	pregovori
दक्षिण	jug
विभिन्न	različite
विभिन्न	različita
विभिन्न	razni
विभिन्न	razne
विभिन्न	raznim
विभिन्न	raznih
विभिन्न	razni
इतिहास	historija
लिया	odveden
लिया	uzeo
लिया	donesena
फ़िल्म	film
फ़िल्म	film
क्योंकि	jer
पास	proći
पास	pass
विस्तृत	detaljan
विस्तृत	detaljne
विस्तृत	razrađene
विस्तृत	naprednim
विस्तृत	napredna
दिन	dan
दिन	daytime
दिन	dana
कृषि	poljoprivreda
शुरू	počelo
शुरू	počeo
शुरू	započeo
शुरू	počela
शुरू	započela
शुरू	počinju
व्यक्ति	osoba
व्यक्ति	osobe
व्यक्ति	individualni
व्यक्ति	individualne
उनका	njihov
उनका	njihovi
उनका	njihovo
उनका	njihova
उनका	njihove
विज्ञान	nauka
सदस्य	član
सदस्य	članica
सदस्य	pretplatnika
सदस्य	članovi
हालांकि	iako
हालांकि	iako
सिंह	singh
सिंह	lav
सिंह	leo
अनेक	mnoge
अनेक	mnogi
अनेक	nekoliko
यहां	tu
यहां	ovde
यहां	ovdje
संख्या	broj
संख्या	brojevi
अपना	own
अपना	vlastiti
अपना	sopstvenog
अपना	sopstvene
अपना	sopstveni
अपना	posjeduju
अपना	vaš
अपना	tvoje
अपना	your
बात	stvar
बात	pričaj
बात	razgovara
बात	talk
साहित्य	književnost
शिक्षा	obrazovanje
दिल्ली	delhi
धर्म	religija
धर्म	religija
मूल	porijekla
मूल	porijeklo
मूल	rodnoj
मूल	originalni
मूल	originalna
मूल	prvobitni
मूल	originalne
मूल	original
मूल	basic
तब	potom
तब	onda
तब	tada
तब	zatim
बना	make
बना	načiniti
बना	made
बना	napravio
बना	napravljena
बना	napravljen
बना	napravila
कोड	kod
कोड	kodovi
संयुक्त	ujedinjene
संयुक्त	united
संयुक्त	ujedinjena
संयुक्त	ujedinjeni
संयुक्त	združeni
संयुक्त	kombinovane
संयुक्त	kombinaciji
संयुक्त	kombinovao
संयुक्त	zajedničke
जुलाई	jula
जुलाई	juli
युद्ध	bitka
युद्ध	rat
युद्ध	ratu
नदी	rijeka
वाला	vala
काल	napeta
काल	call
काल	poziv
ऐसे	takva
ऐसे	takvih
ऐसे	takve
ऐसे	takav
वर्षों	godina
प्रति	po
स्टेशन	stanica
बड़े	velika
बड़े	velikih
बड़े	veliki
बड़े	velikih
बड़े	veliki
जनवरी	januar
मध्य	central
मध्य	centralni
मध्य	centralna
मध्य	centar
मध्य	srednji
राजा	raja
राजा	king
राजा	kralj
प्रथम	prvo
प्रथम	prvi
विश्वविद्यालय	univerzitetima
विश्वविद्यालय	univerziteti
विश्वविद्यालय	univerzitet
जून	jun
जून	juni
उसकी	njegovo
उसकी	njegov
उसकी	njegova
उसकी	njen
उसकी	njena
उसकी	joj
मार्च	mar
मार्च	mart
बन	bun
बनी	dugouško
बनी	bani
अर्थ	značenja
अर्थ	značenju
अर्थ	značenje
अर्थ	smisao
अप्रैल	apr
अप्रैल	april
महत्वपूर्ण	važnom
महत्वपूर्ण	važna
महत्वपूर्ण	važno
महत्वपूर्ण	bitan
महत्वपूर्ण	važnih
महत्वपूर्ण	bitno
महत्वपूर्ण	kritična
महत्वपूर्ण	kritično
प्रामाणिक	autentična
आप	vi
आप	ti
आप	you
आप	te
किए	coa
अक्टूबर	oktobar
अक्टूबर	oct
समूह	grupa
समूह	grupe
वर्तमान	trenutna
वर्तमान	prisutan
अध्ययन	proučava
अध्ययन	proučavaju
अध्ययन	proučiti
अध्ययन	studija
अध्ययन	proučavanja
अध्ययन	studijama
अध्ययन	proučavanja
अध्ययन	studije
विभाग	odjel
विभाग	katedri
विभाग	odjeljenje
विभाग	departmenta
विभाग	diviziji
विभाग	podjela
विभाग	divizija
आम	mango
आम	zajednički
आम	zajedničkim
आम	zajedničku
स्थिति	status
स्थिति	pozicija
स्थिति	položaj
स्थिति	država
स्थिति	uslovom
स्थिति	uslov
स्थिति	stanje
स्थिति	situacija
स्थिति	stanje
प्रभाव	utjecaj
प्रभाव	udar
प्रभाव	uticaji
प्रभाव	efekti
प्रभाव	uticaja
प्रभाव	efekt
प्रभाव	efekat
आदर्श	idealizam
आदर्श	idealan
आदर्श	idealni
आदर्श	idol
साल	godina
साल	godina
पहली	prvo
पहली	prvi
संगीत	muzika
अमेरिकी	američki
अमेरिकी	amerikanac
अमेरिकी	amerikanaca
अमेरिकी	amerikanci
सेवा	služba
सेवा	servis
बनाने	kreiranje
बनाने	stvaranje
बनाने	pravljenje
बनाने	izrada
बनाने	čime
आज	danas
स्थापित	ustanovljen
स्थापित	uspostavljena
स्थापित	ustanovljene
स्थापित	ustanovljena
स्थापित	instalirane
स्थापित	osnovana
स्थापित	osnovan
स्थापित	utemeljena
स्थापित	osnovano
स्थापित	ustanovljavanje
स्थापित	uspostavljanje
उच्च	visoko
उच्च	visoki
उच्च	uzvišenom
देता	daje
उपलब्ध	dostupan
उपलब्ध	dostupno
उपलब्ध	dostupni
उपलब्ध	dostupna
उपलब्ध	raspolaganju
काफी	dovoljno
काफी	dovoljan
काफी	dosta
काफी	prilično
बड़ी	velika
बड़ी	velikih
बड़ी	veliki
बड़ी	velikih
बड़ी	veliki
चार	četiri
शक	sumnja
शक	sumnje
शक	sumnju
शक	sumnjaju
श्री	šri
उदाहरण	primjer
उदाहरण	primjer
उदाहरण	ilustracija
उदाहरण	primjeri
उसका	njegovo
उसका	njegov
उसका	njegova
उसका	njen
उसका	njena
उसका	joj
ले	preuzeti
ले	uzeti
ले	take
ले	preuzme
जिससे	kom
जिससे	koja
जिससे	koju
स्थापना	instalacija
स्थापना	instalaciju
स्थापना	ustanovama
स्थापना	instalacija
स्थापना	osnivanje
कंपनी	kompanija
अधिकांश	većina
अधिकांश	većinom
अधिकांश	uglavnom
सामाजिक	društvena
सामाजिक	društvene
सामाजिक	društvenu
सामाजिक	socijalna
प्रत्येक	svaki
प्रत्येक	svaki
प्रत्येक	svaka
बड़ा	velika
बड़ा	velikih
बड़ा	veliki
बड़ा	velikih
बड़ा	veliki
बड़ा	velikih
बड़ा	veću
बड़ा	veća
बड़ा	veće
बड़ा	veći
बड़ा	veći
बड़ा	veće
स्तर	nivoi
स्तर	nivo
बनाया	made
बनाया	napravio
बनाया	napravljena
बनाया	napravljen
बनाया	napravila
बनाया	kreirana
बनाया	stvoreno
बनाया	stvorena
बनाया	stvoren
बनाया	stvorio
जारी	nastavljena
जारी	nastavila
जारी	nastavljen
जारी	nastavio
जारी	tekuće
जारी	tekućih
जारी	tekući
जारी	izdat
जारी	izdana
जारी	izdale
जारी	izdata
जारी	izdali
जबकि	dok
चित्र	slika
चित्र	pictures
चित्र	slike
चित्र	imidžu
चित्र	imidž
चित्र	slika
चित्र	slike
इससे	od
प्रणाली	sistem
सरकारी	zvanična
सरकारी	zvaničnik
सरकारी	zvanične
सरकारी	zvanični
सरकारी	službeni
सरकारी	vlast
जहां	gdje
जहां	gde
देशों	zemljama
देशों	zemlje
जल	voda
सूची	spisak
सूची	lista
सूची	liste
रखा	zadržala
विचार	ideja
विचार	ideja
विचार	idejama
विचार	ideje
विचार	misao
विचार	razmatranje
विचार	misli
छोटे	male
छोटे	mali
छोटे	malu
छोटे	malo
छोटे	mali
छोटे	mala
ऊपर	top
ऊपर	iznad
आधारित	based
आधारित	bazirana
आधारित	osnovu
इसलिए	stoga
पानी	voda
सामान्य	general
सामान्य	zajednički
सामान्य	zajedničkim
सामान्य	zajedničku
सामान्य	normalno
सामान्य	normalan
सामान्य	normalni
सामान्य	normalne
सामान्य	normalna
आगे	napred
आगे	naprijed
कुल	ukupno
एक्स्प्रेस	express
पुलिस	policija
वर्ग	kategoriju
वर्ग	kategorija
वर्ग	kvadrat
वर्ग	časovi
वर्ग	predavanje
शरीर	tijela
शरीर	tijelo
शरीर	tijelu
शरीर	telo
अंग्रेजी	engleski
माध्यम	medium
माध्यम	srednji
माध्यम	srednjim
माध्यम	srednje
माध्यम	srednja
मानव	čovjek
पाकिस्तान	pakistan
भूमिका	uvođenje
भूमिका	upoznavanje
भूमिका	uloga
हर	har
हर	svaki
हर	hur
अतिरिक्त	rezervnih
अतिरिक्त	dodatne
अतिरिक्त	dodatnih
अतिरिक्त	dodatni
पिता	otac
समाज	društvo
नीचे	down
नीचे	oboren
नीचे	dole
नीचे	ispod
नीचे	dno
दुनिया	world
दुनिया	svjetski
दुनिया	svijet
आधुनिक	moderna
आधुनिक	savremena
आधुनिक	savremen
ध्यान	meditacije
ध्यान	pažnja
हिंदी	hindi
दे	daj
दे	dati
दे	dajte
सभा	skupština
सभा	skup
सभा	okupljanje
सभा	sabha
परिवार	porodica
परिवार	porodično
विषय	tema
विषय	teme
विषय	subjekti
विषय	subjekat
विषय	subjekt
अधिकार	prava
रंग	boja
रंग	boji
रंग	boje
रंग	boje
रंग	boje
रंग	boju
रंग	boja
बाहर	izvan
बाहर	iz
बाहर	out
खेल	play
खेल	igrati
खेल	igraju
खेल	sportsko
खेल	igra
खेल	igara
खेल	igre
खेल	igrama
खेल	sport
क्षेत्रों	područja
क्षेत्रों	oblasti
जहाँ	gdje
जहाँ	gde
समान	homogene
समान	ista
समान	isti
समान	isto
समान	slični
समान	slične
समान	sličan
समान	slična
समान	sličnim
सितंबर	septembar
दूर	away
दूर	daleko
दूर	udaljenim
दूर	udaljeni
दूर	udaljene
दूर	daleki
पता	adrese
पता	obraća
पता	adresa
शक्ति	snage
शक्ति	snaga
शक्ति	power
शक्ति	vlast
ब्रिटिश	britanski
ब्रिटिश	britansko
ब्रिटिश	britanska
ब्रिटिश	britanske
ब्रिटिश	britanci
कला	umjetnost
कला	art
कला	umjetnost
घर	dom
घर	home
घर	kuća
संस्कृत	sanskrit
प्रकाशित	objavljenog
प्रकाशित	objavljen
प्रकाशित	objavljene
प्रकाशित	objavljeni
प्रकाशित	objavljena
मई	maj
प्रक्रिया	proces
प्रक्रिया	procesi
प्रक्रिया	postupak
प्रक्रिया	procedura
सेना	sena
सेना	vojska
सेना	armija
पार्टी	stranka
पार्टी	partija
हम	hum
रेलवे	željeznice
रेलवे	željeznički
रेलवे	željeznice
रेलवे	željeznica
पश्चिम	zapadu
पश्चिम	zapad
अंत	kraj
दशक	decenija
पूरी	cijela
पूरी	čitava
नए	noviji
नए	novije
बिना	bez
क्या	što
अगस्त	august
अगस्त	aug
विकसित	razvijao
विकसित	razvijene
विकसित	razvio
विकसित	razvio
विकसित	evoluirala
विकसित	evoluirao
विकसित	evoluirali
विकसित	razvijen
संबंध	odnosi
संबंध	odnosu
प्रदर्शन	nastup
प्रदर्शन	predstave
प्रदर्शन	prikaz
प्रदर्शन	izloženost
प्रदर्शन	izlaganje
ऐसी	takva
ऐसी	takvih
ऐसी	takve
ऐसी	takav
मार्ग	put
मार्ग	ruta
मार्ग	rute
मार्ग	način
पर्यटन	turizam
ज्ञान	znanje
लगा	osjetio
लगा	izgledalo
दिसम्बर	decembar
दिसम्बर	dec
प्रदर्शित	prikazana
प्रदर्शित	pokazivao
प्रदर्शित	prikaz
अक्सर	često
अक्सर	često
सहायता	pomoći
सहायता	pomogne
सहायता	pomoć
सहायता	podrška
सहायता	aid
सहायता	pomoć
पहला	prvo
पहला	prvi
मृत्यु	smrt
मृत्यु	smrtnost
स्वयं	own
स्वयं	vlastiti
स्वयं	sopstvenog
स्वयं	sopstvene
स्वयं	sopstveni
स्वयं	posjeduju
विकिपीडिया	wiki
विकिपीडिया	wikipedia
तैयार	spremno
तैयार	spreman
तैयार	spremni
आवश्यक	potrebnih
आवश्यक	hitna
देखा	gledao
देखा	posmatrali
देखा	posmatrao
देखा	vidjeli
देखा	viđena
देखा	vidio
देखा	viđen
देखा	vidio
उत्पादन	proizvodnja
रोग	bolest
संबंधित	vezani
संबंधित	vezane
शताब्दी	vijek
गये	otišla
गये	prošao
गये	otišao
चीन	kina
अभी	sada
अभी	now
अभी	sad
संघ	savez
संघ	unija
संघ	union
संघ	sindikati
संघ	federacija
संघ	udruženje
संघ	asocijacija
यात्रा	putovanje
यात्रा	putovanje
यात्रा	trip
यात्रा	putovanje
मात्रा	količina
मात्रा	iznos
मात्रा	veličina
मात्रा	kvantitet
रचना	stvaranje
रचना	sastav
रचना	kompozicija
रचना	sastavu
जगह	spacing
जगह	mjesto
जगह	prostor
भिन्न	diskretna
भिन्न	drugačija
भिन्न	drugačije
भिन्न	različita
भिन्न	različito
भिन्न	različiti
भिन्न	različitih
भिन्न	razlomak
लोक	loka
लोक	javni
लोक	javnost
लोक	javna
लोक	javno
लोक	folk
सब	sab
सब	all
सब	svi
सब	sve
पूरा	završen
पूरा	pun
पूरा	full
पूरा	puna
पूरा	punom
पूरा	puni
पूरा	punu
पूरा	cijela
पूरा	čitava
पूरा	završeno
पूरा	potpuna
पूरा	kompletna
पूरा	kompletan
आवश्यकता	zahtijevaju
प्रकाश	svjetlost
नई	novi
नई	noviji
नई	novije
चिकित्सा	medicinska
चिकित्सा	medicinski
चिकित्सा	medical
चिकित्सा	terapija
दूसरी	drugi
कार्यक्रम	programima
कार्यक्रम	programi
कार्यक्रम	događaja
कार्यक्रम	događaji
कार्यक्रम	dešavanja
कार्यक्रम	program
कार्यक्रम	manifestacija
कार्यक्रम	događaj
कार्यक्रम	program
पुराने	stare
पुराने	stara
पुराने	staro
पुराने	stari
पुराने	starije
पुराने	starija
पुराने	stariji
सदी	vijek
भगवान	allah
भगवान	allaha
भगवान	allahu
भगवान	bog
भगवान	gospodara
भगवान	gospodar
भगवान	gospod
भगवान	gospodaru
भगवान	lord
लिखा	pisani
लिखा	napisano
लिखा	zapisano
लिखा	napisao
लिखा	pisan
लिखा	pisao
लिखा	pisala
लिखा	napisao
लिखा	pisao
संस्थान	institut
संस्थान	institutu
संस्थान	zavod
संस्थान	instituta
संस्कृति	kultura
अंग्रेज़ी	engleski
पूर्ण	savršen
पूर्ण	savršena
पूर्ण	pun
पूर्ण	full
पूर्ण	puna
पूर्ण	punom
पूर्ण	puni
पूर्ण	punu
पूर्ण	završeno
पूर्ण	potpuna
पूर्ण	kompletna
पूर्ण	kompletan
पूर्ण	završen
परिवर्तन	pretvaranje
परिवर्तन	tranziciji
परिवर्तन	prelazni
परिवर्तन	tranzicija
परिवर्तन	promjene
परिवर्तन	transformacija
परिवर्तन	transformacije
परिवर्तन	transformaciju
परिवर्तन	promjena
परिवर्तन	izmjena
परिवर्तन	promjene
परिवर्तन	promjeni
परिवर्तन	promene
परिवर्तन	promena
टीम	timovi
टीम	ekipe
टीम	tim
टीम	ekipa
चर्चा	diskusija
संगठन	organizacija
संगठन	organizacija
अगर	agar
शैली	stil
शैली	style
तुलना	poređenja
तुलना	poređenje
स्कूल	škole
स्कूल	škola
पुस्तक	knjiga
लेखक	pisac
लेखक	autori
लेखक	pisci
लेखक	pisaca
लेखक	piscima
लेखक	autor
संस्करण	izdanje
संस्करण	verzije
संस्करण	verzija
संस्करण	izdanja
खिलाड़ी	igrači
खिलाड़ी	sportista
खिलाड़ी	igrač
ट्रेन	voz
ट्रेन	vozove
ट्रेन	vozovi
ट्रेन	vozova
आकार	oblik
आकार	formi
आकार	veličina
आकार	veličine
उत्तरी	sjeverna
उत्तरी	sjeverni
सीमा	ograničavaju
सीमा	ograničenje
सीमा	sima
सीमा	granica
सीमा	domet
सीमा	dometa
पश्चिमी	zapadu
पश्चिमी	zapadna
पश्चिमी	zapadnim
पश्चिमी	zapadne
पश्चिमी	zapadni
व्यवस्था	aranžman
आर्थिक	ekonomske
आर्थिक	ekonomska
आर्थिक	ekonomski
राजधानी	kapital
दर्शन	filozofija
दर्शन	vid
वहाँ	tu
वहाँ	tamo
विधि	metoda
विधि	metode
विधि	metod
विधि	modu
विधि	mode
विधि	mod
अवधि	trajanja
अवधि	trajanje
दृष्टि	vizuelni
दृष्टि	vizuelno
दृष्टि	vizuelna
दृष्टि	visual
दृष्टि	vid
सिद्धांत	teorija
सिद्धांत	principi
सिद्धांत	dogma
कलाकार	umjetnici
कलाकार	umjetnik
बैंक	banke
बैंक	banka
ज्यादा	više
अंतिम	last
अंतिम	poslednji
अंतिम	poslednja
अंतिम	posljednja
अंतिम	zadnja
अंतिम	posljednji
अंतिम	finale
अंतिम	završni
अंतिम	konačni
विशिष्ट	specifične
विशिष्ट	konkretne
विशिष्ट	specifična
विशिष्ट	istaknuti
हिन्दू	hindu
लाल	crvena
पूर्वी	istok
पूर्वी	istočnim
पूर्वी	istočni
पूर्वी	istočnoj
पूर्वी	istočna
पूर्वी	istočne
समर्थन	podrška
व्यापार	trgovanje
व्यापार	poslovni
व्यापार	poslovanje
व्यापार	trgovina
प्रयास	pokušaji
प्रयास	pokušaja
प्रयास	pokušaje
प्रयास	pokušajima
प्रयास	napor
प्रयास	trud
महिला	žena
महिला	ledi
महिला	dami
महिला	dama
महिला	lady
महिला	ženka
परियोजना	projekt
परियोजना	projekat
जीवित	živa
जीवित	preživjeti
नामांकन	nominaciju
नामांकन	nominacija
अभिनेता	glumaca
अभिनेता	glumci
अभिनेता	glumac
क्षमता	kapacitet
क्षमता	kapaciteti
क्षमता	sposobnosti
क्षमता	sposobnost
क्षमता	kapacitete
क्षमता	kapacitete
क्षमता	potencijal
पाया	našla
पाया	pronađen
पाया	pronađena
पाया	pronašli
पाया	pronašao
पाया	utvrdila
स्पष्ट	očigledno
स्पष्ट	očigledni
स्पष्ट	očigledan
वो	ona
पृथ्वी	zemlja
गति	motion
गति	pokretu
गति	brzina
गति	brzina
गति	pokret
परिणाम	rezultat
परिणाम	rezultati
लेने	uzimanje
लेने	uzimanja
लेने	uzima
लेने	uzimajući
होगा	will
होगा	će
होगा	ce
भर	ispunio
पुत्र	sin
सहित	uključujući
शासन	vladavine
शासन	pravilo
शासन	režimu
शासन	režim
नियंत्रण	kontrolisanje
नियंत्रण	kontrolisati
नियंत्रण	kontroliše
नियंत्रण	kontroli
नियंत्रण	kontrola
नियंत्रण	kontroliše
नियंत्रण	kontrolira
प्रभावित	pogođeni
प्रभावित	pogođenih
प्रभावित	pogođena
प्रभावित	uticalo
प्रभावित	impresionirana
प्रभावित	impresioniran
प्रभावित	impress
वर्णन	opis
क्रिकेट	kriket
योजना	šeme
योजना	plan
आरम्भ	počevši
आरम्भ	početak
एशिया	azija
सन	sunce
राजनीतिक	politička
राजनीतिक	politički
प्राकृतिक	prirodno
स्थानीय	lokalnom
स्थानीय	lokalni
कहानी	priča
वृद्धि	eskalacija
वृद्धि	rast
वृद्धि	uspon
वृद्धि	usponu
वृद्धि	povećanje
वृद्धि	porast
वृद्धि	povećati
वृद्धि	lift
वृद्धि	podići
वृद्धि	podigne
वृद्धि	rast
सुरक्षा	obezbjeđenje
सुरक्षा	sigurnost
सुरक्षा	zaštita
सुरक्षा	zaštitu
सुरक्षा	bezbjednost
सुरक्षा	bezbjednosti
सुरक्षा	sigurnost
लोकप्रिय	popularna
लोकप्रिय	popularan
लोकप्रिय	popularni
कवि	pjesnik
हिस्सा	dio
पद	pozicija
पद	položaj
पद	mandat
पद	izraz
पद	termin
हाथ	ruke
हाथ	rukama
हाथ	šaka
जनता	javni
जनता	javnost
जनता	javna
जनता	javno
विस्तार	proširenje
विस्तार	produžetke
विस्तार	produženje
विस्तार	proširiti
पूरे	cijela
पूरे	čitava
युग	epohe
युग	epoha
द्वितीय	drugi
चुनाव	izbori
चुनाव	izbori
चुनाव	izbori
चुनाव	izbor
व्यक्तिगत	ličnu
व्यक्तिगत	ličnim
व्यक्तिगत	lične
व्यक्तिगत	lična
व्यक्तिगत	lično
व्यक्तिगत	lični
व्यक्तिगत	individualni
व्यक्तिगत	individualne
मेल	mail
दूसरा	drugi
आता	dolazi
प्रवेश	upis
प्रवेश	prijem
प्रवेश	ulaz
प्रवेश	ulazak
यूरोप	evropa
शुरुआत	počevši
शुरुआत	početak
दूरी	udaljenost
दूरी	spacing
निर्मित	sagrađena
निर्मित	izgrađena
निर्मित	izgrađeno
निर्मित	izgradio
निर्मित	kreirana
निर्मित	stvoreno
निर्मित	stvorena
निर्मित	stvoren
निर्मित	stvorio
सामग्री	sadržaj
सामग्री	sadržaja
सामग्री	materijal
सामग्री	material
सामग्री	sadržaj
सामग्री	materijale
सामग्री	materijalima
सामग्री	materijala
सामग्री	materijali
ऊर्जा	energija
घटनाएँ	događaja
घटनाएँ	događaji
घटनाएँ	dešavanja
ली	lee
वैज्ञानिक	naučnik
वैज्ञानिक	naučna
वैज्ञानिक	naučne
