kategória	категория
osobnosti	индивидуалност
osobnosti	личност
bratislava	братислава
november	ноември
november	ноември
december	декември
december	декември
december	дек
iba	само
iba	единствено
iba	просто
iba	само
roky	години
roky	годините
oblasti	зона
oblasti	площ
oblasti	област
oblasti	район
oblasti	райони
oblasti	зони
oblasti	площи
oblasti	области
január	януари
súbor	файл
súbor	файлът
súbor	досие
mal	мал
proti	срещу
proti	против
apríl	април
apríl	ейприл
apríl	април
sveta	свят
sveta	света
bez	без
najmä	основно
najmä	предимно
najmä	главно
najmä	особено
viac	повече
viac	още
február	февруари
február	февруари
náhľad	преглед
mužov	мъжете
mužov	men
mužov	мъже
názov	наименование
názov	името
názov	наименование
názov	име
názov	заглавие
názov	дял
názov	титла
okolo	около
okolo	наоколо
prvý	първи
prvý	първо
text	текст
máj	май
slovenskej	словашки
spolu	общо
spolu	общ
spolu	обща
spolu	заедно
preto	затуй
preto	следователно
tom	том
majstrovstvá	първенство
majstrovstvá	шампионат
majstrovstvá	биатлон
saint	сейнт
saint	свети
saint	светица
saint	светец
okrem	освен
bar	бар
bar	барът
americký	американска
americký	американско
americký	американски
americký	американец
júl	юли
cez	виа
cez	via
cez	чрез
cez	чрез
cez	през
asi	вероятно
asi	познай
jeden	една
jeden	един
jeden	едно
objavil	открит
objavil	открита
objavil	открити
vojny	войната
vojny	война
vojny	войните
vojny	войни
rok	година
rok	годината
ulica	улица
ulica	стрийт
ulica	street
ulica	улицата
album	албум
dátum	среща
dátum	дата
žien	женско
žien	жена
žien	женски
žien	женска
žien	жени
žien	жените
tieto	тези
januára	януари
toto	това
toto	тото
ktorí	кой
všetky	всички
všetky	всичко
francúzsky	френско
francúzsky	французи
francúzsky	френска
francúzsky	френски
francúzsky	французин
mestá	градове
mestá	градовете
mestá	градчета
mestá	градове
mestá	градовете
žije	животи
žije	живее
český	чешки
český	чешката
český	чешка
český	český
často	често
ján	ян
ján	джан
ján	джон
ján	йоан
niekoľko	няколко
okres	окръг
okres	област
okres	район
jún	джун
jún	юни
šablóny	шаблони
šablóny	образци
šablóny	шаблон
dnes	днеска
dnes	днес
slovensko	словакия
pretože	защото
ani	нап
ani	ани
ani	нито
slovenska	slovenska
nové	ню
nové	ново
nové	нов
nové	нови
nové	нова
všetkých	всички
všetkých	всичко
štátu	щат
štátu	държава
štátu	държавно
ďalšie	допълнителни
ďalšie	допълнителна
ďalšie	допълнителен
ďalšie	допълнително
ďalšie	следващо
ďalšie	следващ
ďalšie	следваща
ďalšie	друго
ďalšie	друг
ďalšie	други
ďalšie	допълнително
ďalšie	повече
ďalšie	още
tým	тийм
tým	отбор
tým	отбора
tým	екип
tým	team
meno	името
meno	наименование
meno	име
dve	двама
dve	две
dva	двама
dva	две
mala	мала
style	стил
približne	относно
približne	приблизително
táto	това
prvé	първи
prvé	първо
martin	мартин
martin	martin
http	http
tri	tri
tri	три
tri	трима
loire	loire
nich	ги
nich	тях
začal	започна
praha	прага
stránke	страница
stránke	страницата
stránke	page
film	филмова
film	филм
film	филм
film	лента
spoločnosti	корпорациите
spoločnosti	корпорации
spoločnosti	дружество
spoločnosti	компания
spoločnosti	company
spoločnosti	рота
spoločnosti	фирма
spoločnosti	дружества
spoločnosti	фирми
spoločnosti	компании
peter	петър
peter	питър
peter	петер
mali	мали
patrí	принадлежи
slovenská	словашки
strany	страници
strany	партита
strany	партии
strany	купони
strany	страни
svg	svg
slovensky	английски
slovensky	bulgarian
slovensky	англичани
prvá	първи
prvá	първо
van	микробус
van	бус
van	van
van	ван
van	вана
nemecký	германец
nemecký	германски
nemecký	немски
nemecký	немска
nemecký	германска
storočí	вековете
storočí	столетия
storočí	векове
storočí	век
storočí	вековен
storočí	века
hlavne	основно
hlavne	предимно
hlavne	главно
hlavne	особено
hlavne	предимно
hlavne	главно
astronóm	астроном
rod	прът
rod	род
bude	уил
titul	заглавие
titul	дял
titul	титла
kostol	църква
kostol	чърч
kostol	църквата
týchto	тези
republiky	република
republiky	републики
ženy	женските
ženy	женски
ženy	жени
ženy	жените
ďalej	допълнително
ďalej	следващо
ďalej	следващ
ďalej	следваща
kedy	когато
kedy	кога
územia	териториите
územia	територии
územia	територия
územia	територии
územia	територията
systém	система
systém	системата
systém	системни
ide	отива
ide	ide
potok	поток
latinsky	латинска
latinsky	латински
góly	голове
góly	цели
spisovateľ	писателка
spisovateľ	сценарист
spisovateľ	писател
európy	европа
pôvodne	първоначално
pôvodne	първоначално
súhvezdie	съзвездие
známy	позната
známy	известни
známy	познат
známy	известна
známy	известен
známy	позната
známy	познати
známy	запознанство
známy	познат
veľkosť	размери
veľkosť	големина
veľkosť	размер
john	джон
john	йоан
klub	club
klub	клуб
klub	клубът
objektov	предмети
objektov	обектите
objektov	обекти
isbn	isbn
slovenské	словашки
portál	портал
článok	статия
článok	член
ľudí	човеци
ľudí	човеците
ľudí	народ
ľudí	хора
ľudí	хората
územie	територия
územie	територии
územie	територията
palomar	паломар
možné	възможно
možné	възможен
možné	възможна
možné	възможни
zomrel	умрял
zomrel	умряла
niektoré	някои
hudobné	music
hudobné	музиката
hudobné	музика
hudobné	музикален
hudobné	музикално
hudobné	мюзикъл
hudobné	музикална
herec	актьор
hry	игри
veľký	голямо
veľký	големи
veľký	голям
veľký	голяма
veľký	биг
veľký	голямо
veľký	големи
veľký	голям
veľký	голяма
gmina	gmina
života	живот
života	живота
života	life
života	лайф
života	животът
septembra	септември
kráľ	крал
kráľ	кинг
kráľ	кралят
kráľ	цар
kráľ	краля
iii	ііі
iii	iii
maďarsku	унгария
hráči	играчи
vlády	правителство
vlády	правителства
vlády	правителствата
môžu	могат
môžu	can
miest	места
zároveň	едновременно
napriek	злоба
napriek	напук
napriek	въпреки
mieste	спот
mieste	петно
mieste	сайт
kráľa	крал
kráľa	кинг
kráľa	кралят
kráľa	цар
kráľa	краля
tam	tam
tam	там
spoločnosť	общество
spoločnosť	обществото
spoločnosť	дружество
spoločnosť	компания
spoločnosť	company
spoločnosť	рота
spoločnosť	фирма
oblasť	район
oblasť	регион
oblasť	област
oblasť	област
oblasť	зона
oblasť	площ
oblasť	област
oblasť	район
nej	нея
vek	възраст
takmer	почти
štadión	стадион
štadión	стадиона
muži	мъжки
muži	мъжете
muži	men
muži	мъже
októbra	октомври
život	живот
život	живота
život	life
život	лайф
život	животът
mája	май
dňa	денят
dňa	ден
národné	национална
národné	национални
národné	национален
národné	национално
jozef	жозеф
jozef	джоузеф
jozef	йосиф
center	център
syn	синко
syn	сине
syn	син
marca	март
dĺžka	дължина
dĺžka	дължина
augusta	август
augusta	аугуст
augusta	аугуста
veľké	голямо
veľké	големи
veľké	голям
veľké	голяма
veľké	биг
veľké	голямо
veľké	големи
veľké	голям
veľké	голяма
školy	училища
školy	школи
školy	училищата
školy	училището
školy	школа
školy	училище
nový	ню
nový	ново
nový	нов
nový	нови
nový	нова
obsahuje	съдържа
anderson	андерсън
správa	докладване
správa	доклад
správa	послание
správa	съобщение
správa	съобщението
správa	администриране
správa	администрация
štát	държава
štát	страна
štát	щат
štát	държава
štát	държавно
pomocou	използвайки
hráč	плеър
hráč	играч
júna	джун
júna	юни
kitt	кит
cesta	пътека
cesta	път
cesta	маршрут
cesta	път
cesta	трасе
cesta	пътуване
cesta	пътешествие
cesta	начин
cesta	пътят
cesta	път
cesta	road
cesta	пътя
apríla	ейприл
apríla	април
krajiny	държава
krajiny	страна
krajiny	пейзаж
krajiny	държави
krajiny	страни
začala	започна
ceny	цени
ceny	награди
žilo	живели
žilo	живял
číslo	брой
číslo	число
číslo	номер
typ	вид
typ	тип
politik	политици
politik	политик
následne	впоследствие
mesa	меса
košice	кошице
rôznych	различни
spojené	обединени
spojené	обединена
spojené	обединен
spojené	юнайтед
spojené	обединено
júla	юли
práve	просто
práve	само
niektorých	някои
čas	времето
čas	време
prípade	случай
prípade	дело
prípade	кейс
prípade	случаят
prípade	каса
novembra	ноември
víťaz	победител
víťaz	печеливш
decembra	декември
nemecko	германия
hlavné	майорът
hlavné	майор
hlavné	основни
hlavné	основна
hlavné	главна
hlavné	главен
hlavné	главни
galaxia	галактика
galaxia	галактиката
awards	награди
vrátane	включително
hviezdna	звезден
hviezdna	звездно
hviezdna	звездна
troch	три
troch	трима
postupne	постепенно
práce	работа
práce	труд
práce	работи
veľká	голямо
veľká	големи
veľká	голям
veľká	голяма
veľká	биг
veľká	голямо
veľká	големи
veľká	голям
veľká	голяма
množstvo	сума
množstvo	количество
množstvo	количество
opäť	отново
opäť	пак
priezvisko	фамилия
priezvisko	фамилно
otec	татко
otec	баща
otec	татко
com	com
com	ком
svete	свят
svete	света
stránky	сайтове
stránky	страници
diela	работи
diela	произведения
poloha	позиция
poloha	положение
poloha	длъжност
poloha	местоположение
poloha	място
poloha	местонахождение
poloha	локация
niekedy	понякога
typu	вид
typu	тип
deň	денят
deň	ден
houten	хутен
druhý	второ
druhý	втора
druhý	втори
články	изделия
články	статии
články	артикули
vtedy	тогава
jedna	една
jedna	един
jedna	едно
každý	всички
každý	всеки
každý	всяка
každý	всеки
každý	всяко
každý	всяка
každý	всеки
sur	сур
obrázok	снимка
obrázok	картинка
obrázok	имидж
obrázok	картинка
obrázok	образ
obrázok	изображение
obrázok	фигура
obrázok	фигурата
celý	цялата
celý	цяла
celý	цял
celý	цялото
obyvateľstva	популация
obyvateľstva	население
členovia	членове
členovia	членовете
stále	още
jednotky	звена
jednotky	единици
jednotky	войски
jednotky	военнослужещи
jednotky	войска
jednotky	войници
dejiny	историята
dejiny	история
priemerný	среден
priemerný	средно
priemerný	посредствен
diskusia	дискусия
diskusia	обсъждания
diskusia	дискусии
diskusia	обсъждане
diskusia	разискване
diskusia	разисквания
diskusia	дебат
diskusia	дебати
program	програмата
program	програма
program	програма
gitara	китарата
gitara	китара
jedným	една
jedným	един
jedným	едно
článku	статия
článku	член
hudobný	музикален
hudobný	музикално
hudobný	мюзикъл
hudobný	музикална
kolo	обиколка
kolo	скута
kolo	кръгла
kolo	кръгли
kolo	рунд
kolo	кръгло
kolo	кръг
začali	започна
strana	парти
strana	party
strana	купон
strana	партия
strana	страница
strana	страницата
strana	page
strana	страна
strana	страничен
francúzsko	франция
taktiež	също
obdobia	срокове
obdobia	периоди
dobe	времето
dobe	време
autor	автор
park	парк
park	park
popis	заглавие
popis	надпис
popis	описание
cena	цена
pravdepodobne	вероятно
der	дер
nová	ню
nová	ново
nová	нов
nová	нови
nová	нова
rieky	ривър
rieky	река
rieky	реката
rieky	реки
rieky	реките
rieky	ривърс
rôzne	различни
rôzne	различна
rôzne	различно
rôzne	различни
rôzne	различен
rôzne	различни
rôzne	разнообразни
rôzne	разни
obdobie	период
škola	училището
škola	школа
škola	училище
klubu	club
klubu	клуб
klubu	клубът
februára	февруари
františek	франтишек
františek	францис
františek	франсис
františek	ференц
albumy	албуми
albumy	албумите
dielo	работа
dielo	труд
dielo	работи
väčšina	повечето
väčšina	мнозинство
väčšina	мнозинството
väčšina	мажоритарен
zápasy	кибрит
zápasy	съвпада
zápasy	мачове
zápasy	съвпадения
zápasy	боеве
zápasy	сбивания
zápasy	битки
zápasy	игри
neho	него
turnaj	турнир
rovnako	еднакво
rovnako	същият
rovnako	същата
rovnako	същото
druh	вид
druh	тип
druh	видове
druh	вид
stavby	конструкции
stavby	структури
stavby	конструкции
stavby	постройки
priamo	преки
priamo	директна
priamo	директно
priamo	пряко
priamo	директен
priamo	директно
priamo	пряко
metrov	метра
metrov	метри
metrov	метри
anglický	английски
anglický	bulgarian
anglický	англичани
albumu	албум
funkcia	функция
funkcia	длъжност
funkcia	функциониране
funkcia	функции
funkcia	особеност
funkcia	характеристика
von	вън
von	навън
článkov	изделия
článkov	статии
článkov	артикули
štátov	държави
štátov	щати
južnej	южен
južnej	южни
južnej	южна
južnej	южно
južnej	южен
južnej	юг
južnej	южна
piesne	песните
piesne	песни
verzia	версия
hoci	макар
hoci	макар
image	имидж
image	картинка
image	образ
image	изображение
york	йорк
rad	серия
rad	поредица
rad	сериал
rad	серии
rad	рад
rad	ред
európe	европа
ktorým	полагане
členom	член
zatiaľ	междувременно
výška	височина
výška	ръст
výška	височина
túto	това
stav	статус
stav	състояние
stav	положение
stav	статут
stav	състояние
stav	състоянието
stav	условие
william	уилям
png	png
krajine	държава
krajine	страна
marne	марн
právo	правилно
právo	закон
stretnutie	назначаване
stretnutie	заседание
stretnutie	среща
stretnutie	съвещание
stretnutie	събрание
stretnutie	срещата
stretnutie	събиране
oficiálne	официален
oficiálne	официално
oficiálne	официална
oficiálne	официално
vznikla	възникнали
univerzity	университетите
univerzity	университети
univerzity	университет
univerzity	university
univerzity	университета
viacerých	множествена
viacerých	многобройни
viacerých	множество
tímov	отбори
tímov	екипи
san	сан
david	дейвид
david	давид
rozhodca	съдията
rozhodca	съдия
rozhodca	съдя
rozhodca	рефер
rozhodca	съдия
rozhodca	арбитър
rozhodca	рефер
zmysle	смисъл
informácie	информация
informácie	info
informácie	инфо
informácie	информация
informácie	информиране
veľa	mnogo
veľa	много
dokonca	дори
dokonca	даже
deti	деца
deti	децата
deti	деца
deti	бебетата
deti	бебета
malo	мало
rakúsko	австрия
znamená	означава
severnej	северни
severnej	северен
severnej	северна
dom	house
dom	къща
dom	къщата
dom	хаус
dom	дом
vody	вода
vody	водата
vody	води
vody	уотърс
vody	водите
jan	ян
jan	джан
patria	принадлежат
www	www
vždy	винаги
práva	разрешения
práva	права
ľudia	човеци
ľudia	човеците
ľudia	народ
ľudia	хора
ľudia	хората
známe	позната
známe	известни
známe	познат
známe	известна
známe	известен
známe	позната
známe	познати
známe	познат
známe	познато
známe	запознат
herečka	актриса
herečka	актриси
herečka	актрисата
hrad	замъка
hrad	замъкът
hrad	замък
hrad	касъл
hier	игри
bgcolor	bgcolor
známa	позната
známa	известни
známa	познат
známa	известна
známa	известен
les	уудс
les	лес
les	форест
les	гора
les	горски
systému	система
systému	системата
systému	системни
štyri	четири
štyri	четирима
zeme	земно
zeme	земята
zeme	земен
zeme	земя
lode	кораби
lode	лодки
lode	корабите
lode	кораби
banská	банска
banská	добив
banská	минни
sám	сама
sám	сам
básnik	поет
básnik	поетът
básnik	поета
úplne	напълно
úplne	напълно
dní	дни
dní	дена
ďalší	друг
ďalší	следващо
ďalší	следващ
ďalší	следваща
skladateľ	текстописец
skladateľ	композитор
kto	кой
rozdiel	разликата
rozdiel	разлика
rozdiel	диференциал
tím	тийм
tím	отбор
tím	отбора
tím	екип
tím	team
družstvo	отряд
družstvo	взвод
družstvo	кооперация
matematik	математик
armády	армии
armády	армията
armády	армеец
armády	армия
armády	армейски
rady	съвет
rady	съвети
rady	съветът
rady	съвет
rady	съвета
world	свят
world	света
označenie	маркировка
označenie	маркиране
označenie	обозначение
označenie	означение
označenie	обозначаване
označenie	определяне
označenie	индикация
označenie	указание
označenie	показание
označenie	етикетиране
označenie	идентификация
označenie	идентифициране
druhá	второ
druhá	втора
druhá	втори
mužstvo	мъжеството
mužstvo	мъжествеността
mužstvo	мъжество
mužstvo	мъжественост
mužstvo	тийм
mužstvo	отбор
mužstvo	отбора
mužstvo	екип
mužstvo	team
jazyk	език
jazyk	езикът
jazyk	езика
jazyk	език
obvode	периметър
predtým	досега
predtým	преди
finále	финал
finále	финали
finále	финалите
finále	изпити
open	отворено
open	отвори
open	отваряне
činnosť	дейности
činnosť	занимания
činnosť	дейност
činnosť	активност
vojna	войната
vojna	война
vrch	top
vrch	топ
vrch	върха
paul	пол
paul	паул
seine	сена
súťaže	състезания
súťaže	конкурси
súťaže	конкурси
súťaže	конкуренция
súťaže	конкурс
súťaže	състезание
väčšinou	предимно
väčšinou	главно
ivan	ванка
ivan	айвън
ivan	иван
ivan	иване
pracoval	работил
česká	чешки
česká	чешката
česká	чешка
pas	паспорт
cesty	пътеки
cesty	пътища
cesty	маршрутите
cesty	пътища
cesty	маршрути
cesty	пътища
šírka	ширина
šírka	широчина
šírka	ширина
základné	съществени
základné	съществена
základné	съществено
základné	основна
základné	основни
základné	основен
chránené	защитен
chránené	защитена
chránené	защитено
chránené	защитени
rýchlosť	ставка
rýchlosť	скорост
rýchlosť	бързина
rýchlosť	спийд
pozícia	позиция
pozícia	положение
pozícia	длъжност
podarilo	управлявано
podarilo	управлявани
podarilo	управляван
mnoho	mnogo
mnoho	много
prezident	президентът
prezident	президент
prezident	председател
knihy	книгите
knihy	книги
prírodná	натурални
prírodná	естествени
prírodná	естествена
prírodná	естествен
cieľom	цел
prahe	прага
študoval	учил
študoval	проучен
študoval	учила
filozof	философ
spev	пеенето
spev	пея
spev	пее
spev	пеене
spev	пеейки
častí	части
hral	играха
hral	играл
organizácie	организации
organizácie	организация
organizácie	организации
organizácie	организация
ostrov	острова
ostrov	island
ostrov	остров
ostrov	островът
ostrov	айлънд
kráľovstvo	кралство
kráľovstvo	царство
pavol	пол
pavol	паул
triedy	класи
triedy	класовете
triedy	класове
triedy	клас
triedy	класа
americká	американска
americká	американско
americká	американски
americká	американец
hlavný	основни
hlavný	основна
hlavný	главна
hlavný	главен
hlavný	главни
vznikol	възникнали
play	играе
play	играй
play	свири
play	игра
kluby	клубове
kluby	спатия
kluby	клубовете
kluby	стикове
najviac	повечето
calais	кале
sídlo	имение
sídlo	имението
sídlo	седалище
sídlo	щаб
sídlo	щаба
sídlo	централа
sídlo	седалка
sídlo	седалката
člen	член
vznik	появата
vznik	появяване
vznik	поява
karol	карол
druhov	видове
druhov	вид
nikdy	никога
činnosti	дейности
činnosti	занимания
lebo	защото
centre	център
centre	център
prevažne	основно
prevažne	предимно
prevažne	главно
prevažne	предимно
prevažne	главно
prevažne	предимно
prevažne	преобладаващо
štáty	държави
štáty	щати
štáty	държави
štáty	страни
robert	роберт
robert	робер
robert	робърт
hudba	music
hudba	музиката
hudba	музика
dvojhra	единични
dvojhra	сингъла
dvojhra	необвързани
off	off
off	изключено
cirkvi	църкви
cirkvi	църквите
cirkvi	църква
cirkvi	чърч
cirkvi	църквата
stupeň	градус
stupeň	степен
stupeň	степен
spojených	съединени
michal	михал
michal	майкъл
význam	значимост
význam	важност
význam	значимост
význam	смисъл
význam	значимост
budova	изграждане
budova	сграда
budova	сградата
malé	малка
malé	малки
malé	малък
malé	дребен
malé	малка
malé	малки
malé	малък
malé	литъл
malé	малко
raz	веднъж
jedno	една
jedno	един
jedno	едно
nord	nord
šport	спорт
šport	спортен
šport	спортни
šport	спортен
šport	спорт
šport	спортно
šport	спортове
človek	човешка
človek	човешко
človek	човек
človek	човешки
človek	човече
človek	човек
človek	мъж
jean	жан
jean	джийн
spevák	певецът
spevák	певица
spevák	сингър
spevák	певец
des	дес
des	des
des	дез
pomerne	донякъде
pomerne	умерено
pomerne	сравнително
pomerne	относително
polovici	средата
minulosti	минали
minulosti	минало
udalostí	събития
udalostí	мероприятия
udalostí	случки
diel	работи
diel	произведения
ostatné	друго
ostatné	друг
ostatné	други
ostatné	другите
ostatné	други
cca	приблизително
skóre	резултат
kultúry	култура
kultúry	култури
kultúry	културите
black	черни
black	черно
black	черна
black	черен
filmy	филми
filmy	филми
stanice	станции
rock	скала
rock	rock
rock	рок
rock	скали
rock	камък
české	чешки
české	чешката
české	чешка
české	české
napísal	писмено
napísal	написана
napísal	написано
napísal	писмен
napísal	писмена
napísal	написал
napísal	написа
dal	дал
dal	даде
dal	дала
liga	лигата
liga	лига
liga	лига
funkcie	функция
funkcie	длъжност
funkcie	функциониране
funkcie	функции
funkcie	функции
funkcie	черти
funkcie	особености
funkcie	характеристики
matka	майка
matka	майко
kategórie	категория
kategórie	категории
republika	република
rodiny	фамилии
rodiny	семейства
pieseň	песен
pieseň	песничка
univerzite	университет
univerzite	university
univerzite	университета
hrá	пиеси
hrá	играе
futbalista	футболист
niekoľkých	няколко
centrum	centrum
centrum	център
centrum	център
druhy	видове
druhy	вид
federácie	федерация
federácie	федерацията
federácie	федерации
moselle	мозел
tie	тези
rieka	ривър
rieka	река
rieka	реката
richard	ричард
najprv	първи
najprv	първо
rusko	русия
data	дейта
data	данни
fontsize	fontsize
hokej	хокей
miliónov	милион
miliónov	милиони
doby	срокове
doby	периоди
najčastejšie	предимно
najčastejšie	главно
top	top
top	топ
top	върха
herschel	хершел
skladba	песен
skladba	песничка
ríše	империи
ríše	империята
ríše	емпайър
ríše	империя
ríše	царства
city	град
city	градът
city	сити
city	city
city	чувствата
city	чувства
city	чуства
účasti	участия
účasti	участието
účasti	участие
skladby	следите
skladby	писти
skladby	следи
skladby	релси
skladby	песните
skladby	песни
získala	придобит
získala	придобита
získala	придобити
získala	получено
získala	получена
získala	получен
získala	получени
získala	получено
získala	получена
získala	получен
získala	получени
mape	карта
mape	картата
most	мостик
most	мост
most	бридж
dobre	добър
dobre	добро
dobre	добре
ulice	улиците
ulice	улици
mapa	карта
mapa	картата
vladimír	владимир
sily	сила
sily	мощ
sily	якост
sily	сили
súčasť	част
súčasť	елемент
súčasť	компонент
členov	членове
členov	членовете
fyzik	физик
mená	наименования
mená	имената
mená	имена
powiat	окръг
powiat	графство
domov	дом
domov	домашен
domov	вкъщи
významné	значителен
významné	значително
významné	значителни
významné	значим
významné	значителна
krajina	държава
krajina	страна
krajina	пейзаж
budovy	изграждане
budovy	сграда
budovy	сградата
budovy	сгради
milan	милано
milan	милан
kým	тил
kým	докато
kým	докато
lat	лат
taliansko	италия
model	образец
model	модел
university	университет
university	university
university	университета
hviezdy	звездички
hviezdy	звездите
hviezdy	звезди
miesta	места
miesta	местоположения
projekt	проект
projekt	проектът
projekt	проекта
kniha	тефтер
kniha	книга
viacero	няколко
viacero	множествена
viacero	многобройни
viacero	множество
mária	мери
mária	мари
mária	мария
niečo	нещо
motor	двигатели
motor	двигател
motor	моторни
motor	двигател
motor	мотор
celkom	общо
celkom	общ
celkom	обща
názvy	заглавия
názvy	титли
názvy	наименования
názvy	имената
názvy	имена
krajín	държави
krajín	страни
james	джеймс
vedie	води
založené	основана
založené	основано
založené	основан
založené	базирана
európskej	европейско
európskej	европейски
európskej	европеец
európskej	европейска
pohár	стъкло
pohár	чаша
pohár	стъклен
pohár	стъкла
pohár	чашка
pohár	чаша
pohár	купа
pohár	къп
jednotlivých	индивидуален
jednotlivých	индивидуално
jednotlivých	индивидуална
jednotlivých	индивид
jednotlivých	индивидуални
manželka	съпруг
manželka	съпруга
manželka	жена
manželka	съпруга
manželka	съпругата
nobelovej	нобелова
music	music
music	музиката
music	музика
divadlo	театър
divadlo	театър
malý	малка
malý	малки
malý	малък
malý	дребен
malý	малка
malý	малки
malý	малък
malý	литъл
malý	малко
vplyv	влияние
vplyv	сблъсък
vplyv	въздействие
vplyv	удар
vplyv	влияние
vplyv	ефект
vplyv	въздействие
štefan	стивън
štefan	стефан
štefan	степан
mimo	отвън
mimo	навън
michael	майкъл
existuje	съществува
celkovo	общо
celkovo	общ
celkovo	обща
zákon	закон
vodné	вода
vodné	водата
vodné	водно
vodné	водни
sts	sts
nástroje	инструменти
nástroje	инструментите
nástroje	инструменти
nástroje	инструментите
nástroje	комунални
hmotnosť	масов
hmotnosť	меса
hmotnosť	маса
hmotnosť	литургия
hmotnosť	масово
hmotnosť	тегло
hmotnosť	тежест
vpravo	правилно
stanica	станция
stanica	station
stanica	гара
bývalý	бивши
bývalý	бивш
bývalý	бивша
garonne	гарона
tvar	формата
tvar	форма
jednotka	отряд
jednotka	взвод
jednotka	поделение
jednotka	единица
založená	основана
založená	основано
založená	основан
založená	базирана
pedagóg	възпитател
pedagóg	педагог
taliansky	италианска
taliansky	италианец
taliansky	италиански
taliansky	италианско
pohľad	изглед
pohľad	гледка
pohľad	оглед
pohľad	преглед
records	архиви
records	плочи
records	записи
records	регистри
alexander	александър
ruský	руснак
ruský	руски
ruský	руснаци
ruský	руска
ruský	руско
vzhľadom	дадени
vzhľadom	дадена
vzhľadom	дадено
teraz	сега
všetko	всичко
všetko	всички
všetko	всичко
homo	хомо
côte	côte
iný	различна
iný	различно
iný	различни
iný	различен
iný	друго
iný	друг
iný	други
iný	друг
iný	другите
iný	други
povrchu	повърхност
povrchu	повърхността
veku	възраст
britský	британско
britský	британци
britský	британска
britský	британец
britský	британски
služby	услуги
služby	служби
služby	услуга
služby	служба
služby	сервиз
služby	обслужване
služby	услуги
#aaa	#aaa
márie	мари
márie	мери
zem	земно
zem	земята
zem	земен
zem	земя
zem	земя
kostola	църква
kostola	чърч
kostola	църквата
vrátil	върнато
vrátil	върнати
vrátil	върната
loď	кораб
loď	кораб
loď	лодката
loď	лодка
loď	корабче
tréner	треньор
tréner	треньор
tréner	треньорът
juhu	южен
juhu	южни
juhu	южна
juhu	южно
juhu	южен
juhu	юг
juhu	южна
možnosť	опция
možnosť	вариант
možnosť	възможност
val	вал
najlepšie	препоръчани
vláda	правителство
štyroch	четири
štyroch	четирима
úlohu	роля
koniec	край
brankár	вратар
treba	необходимост
treba	нужда
treba	потребност
