perdono	odpuštění
sopravvissuti	přežil
sopravvissuti	přežila
acquisizione	pořízení
acquisizione	získávání
acquisizione	akvizice
acquisizione	získání
acquisizione	nabytí
morris	morris
morris	morrise
depressione	depresi
depressione	deprese
javier	javier
spessore	tloušťka
spessore	tloušťky
identificazione	identifikace
operativa	operační
operativa	operativní
operativa	provozní
inviata	odesláno
inviata	poslal
inviata	posláno
petto	hruď
petto	hrudi
petto	hrudníku
petto	hrudník
petto	truhla
petto	prsa
petto	prsu
circostanze	okolnosti
circostanze	okolnost
circostanze	okolnosti
igor	igor
descrivere	popište
descrivere	popsat
devil	čert
devil	ďábel
interpretazioni	výklady
terrestri	pozemšťané
biografie	životopisy
biografie	biografie
biografie	životopis
repubblicano	republikáni
repubblicano	republikán
repubblicano	republikánské
pavimento	patře
pavimento	podlaha
pavimento	poschodí
pavimento	podlaží
pavimento	patro
legali	zákonné
legali	zákonný
legali	právní
legali	legální
zucchero	cukr
zucchero	cukru
funzionalità	funkčnost
funzionalità	funkčnosti
pdc	pdc
sacerdoti	kněží
este	este
rappresentazioni	zastoupení
rappresentazioni	výkony
frontale	předek
frontale	fronta
frontale	front
frontale	přední
frontale	čelní
england	england
england	anglie
ordinario	obyčejné
ordinario	obyčejná
ordinario	obyčejný
soppressione	zrušení
soppressione	vymazání
soppressione	potlačení
soppressione	potlačování
soci	parťáci
soci	partnery
soci	partneři
pérez	perez
pérez	pérez
hugh	hugh
again	znovu
again	zase
again	opět
eserciti	armády
secondarie	sekundární
specializzata	specializované
specializzata	specializované
manovra	manévr
manovra	manévr
valencia	valencia
variazione	variace
variazione	změnit
variazione	změna
variazione	změny
archivi	archivy
archivi	archiv
archivi	archivu
away	pryč
sospensione	suspenze
sospensione	pozastavení
sospensione	zavěšení
pirati	piráti
pirati	piráty
pirati	pirátské
pirati	pirát
tavole	stoly
tavole	tabulky
veneziano	benátské
wallace	wallace
loggia	lodžie
sultano	sultán
toro	toro
toro	býk
toro	taurus
toro	býk
toro	bull
eletti	zvolen
eletti	zvolená
eletti	zvolený
superman	superman
modern	moderní
mass	hmota
mass	mše
mass	hmotnosti
mass	hmotnost
percentuali	procenta
emissione	emise
emissione	vydání
emissione	vydávající
emissione	vydávání
emissione	emise
emissione	emisní
massimi	maxima
after	po
after	poté
ferite	zranění
ferite	poranění
ferite	zranění
ferite	rány
kiev	kyjev
kiev	kyjevě
phoenix	fénix
phoenix	phoenixu
phoenix	phoenix
alluminio	hliník
alluminio	hliník
vendere	prodávat
vendere	prodej
vendere	prodat
vendere	prodej
corno	roh
corno	horn
piatti	pokrmy
piatti	nádobí
futuri	budoucnosti
futuri	budoucí
futuri	budoucnost
futuri	futures
protesta	protest
protesta	protestovat
protesta	protesty
rachel	rachel
immacolata	neposkvrněné
immacolata	neposkvrněné
canti	zpívej
canti	zpívat
canti	písně
canti	písničky
canti	skladby
intellettuali	intelektuálové
intellettuali	duševní
intellettuali	intelektuální
elia	elijah
elia	elijahu
elia	elia
elia	elias
bersaglio	cíl
bersaglio	zacílit
bersaglio	cílová
manifesto	plakát
manifesto	manifest
manifesto	manifest
napoletano	neapolské
fedeltà	věrnost
fedeltà	věrnosti
fedeltà	věrnost
fedeltà	oddanost
fedeltà	loajalitu
fedeltà	loajalita
raw	syrové
raw	raw
raw	surový
raw	surové
illustri	proslulý
integrato	integrovaná
integrato	integrovaný
integrato	integrované
integrato	vložené
perfino	dokonce
tomáš	tomáš
watson	watson
watson	watsonová
interfaccia	rozhraní
finanziaria	finanční
terrore	teror
terrore	děs
terrore	hrůza
mod	mod
reynolds	reynolds
martiri	mučedníky
istanbul	istanbulu
colorado	colorada
colorado	colorado
für	für
separati	oddělené
separati	oddělená
separati	oddělený
separati	odděleny
separati	oddělené
separati	oddělit
separati	samostatné
continuato	pokračoval
continuato	pokračovalo
continuato	pokračovala
continuato	pokračování
colorazione	barvení
colorazione	zbarvení
colorazione	barvení
parità	parity
parità	rovnost
etiopia	etiopie
sandra	sandro
sandra	sandra
soggiorno	zůstaň
soggiorno	zůstat
soggiorno	zůstaňte
illinois	illinois
magico	magie
magico	magic
magico	čáry
magico	kouzlo
magico	kouzelné
magico	kouzelná
magico	magický
magico	kouzelný
magico	magické
magico	kouzelné
orleans	orleans
spalla	rameno
spalla	pomocník
spalla	parťák
challenge	výzvu
challenge	výzva
scipione	scipio
scipione	scipione
bach	bach
getto	jet
bros	bros
phillips	phillips
giocate	hrajte
giocate	hra
giocate	play
giocate	přehrát
giocate	hrát
sentito	slyšel
sloveno	slovinské
sloveno	slovinské
call	volejte
call	volání
call	zavolat
call	volat
indiani	indiáni
indiani	indové
indiani	indické
indiani	indická
indiani	ind
indiani	indián
indiani	indický
geometria	geometrie
biagio	biagio
biagio	blaise
millennio	tisíciletí
giganti	obři
giganti	obr
giganti	obří
zia	teta
zia	teto
zia	tetička
zia	tetička
zia	teta
zia	tety
zia	tetička
zia	teto
zia	zia
rimosso	odstraněno
rimosso	odstraněna
rimosso	odebráno
rimosso	odstraněny
traduzioni	překlady
traduzioni	překlad
traduzioni	překlady
traduzioni	překladů
happy	šťastný
happy	radost
happy	šťastná
happy	happy
voll	voll
estrazione	extrakce
estrazione	těžba
accompagnamento	průvodní
accompagnamento	doprovázející
minerali	ruda
minerali	rudy
minerali	minerály
minerali	rudy
minerali	minerální
ticino	ticino
mondi	světů
mondi	světy
mozart	mozart
fissa	stanovena
fissa	pevná
fissa	pevné
fissa	fixní
distinguere	rozlišit
distinguere	rozlišovat
distinguere	rozlišovací
bmw	bmw
campionessa	šampion
campionessa	šampión
monarchia	monarchie
adolfo	adolfo
adolfo	adolphus
adolfo	adolphe
adolfo	adolf
installazione	instalace
installazione	montáž
installazione	instalace
installazione	nainstalovat
installazione	instalace
installazione	instalovat
spin	spin
michigan	michigan
michigan	michiganu
violoncello	čelo
violoncello	cello
applicata	uplatňována
collaboratori	spolupracovníky
collaboratori	kolegy
collaboratori	spolupracovníci
collaboratori	kolegové
collaboratori	kolaboranty
collaboratori	spolupracovníci
collaboratori	přispěvatelé
monferrato	montferratu
monferrato	monferrato
esposti	vykazovali
esposti	vystaveno
esposti	vystaven
esposti	vystavené
esposti	nechráněný
joão	joão
leon	leona
leon	leone
leon	leon
alexandre	alexandre
colli	krky
colli	šíje
colli	colli
colli	hills
colli	kopců
colli	kopce
grotte	jeskyně
grotte	jeskyní
alessandra	alexandra
alessandra	alessandra
definiti	vymezené
definiti	definovaný
definiti	definováno
definiti	definovaná
definiti	definované
abiti	šatů
abiti	šaty
abiti	oděv
abiti	šaty
abiti	oděvy
abiti	oblečení
assi	náprav
assi	nápravy
assi	esa
assi	osy
assi	os
ostilità	nepřátelství
rodríguez	rodriguez
rodríguez	rodríguez
hop	hop
compleanno	narozeniny
cristoforo	cristoforo
cristoforo	christopher
ernest	ernest
ernest	arnošt
carrara	carrara
severo	závažné
severo	závažná
severo	vážné
severo	záď
severo	stern
return	návrat
cecil	cecil
governi	vlád
governi	vlády
governi	vládám
esistere	existují
comandanti	velitelé
pallone	baňky
pallone	balónek
pallone	balón
pallone	balon
pallone	míč
pallone	míček
pallone	ples
pallone	ball
recitato	recitoval
adatta	vhodný
adatta	vhodná
adatta	vhodné
adatta	fit
arizona	arizoně
arizona	arizona
arizona	arizony
wagner	wagner
promosse	povýšen
cristallo	crystal
cristallo	křišťálové
cristallo	krystal
vercelli	vercelli
secco	suchá
secco	suché
secco	sucho
secco	suchý
annibale	hannibal
crollo	zhroucení
crollo	kolaps
cosimo	cosimo
body	tělo
combatté	bojovala
combatté	bojovali
combatté	bojoval
affetto	náklonnost
affetto	cit
amanda	amanda
picco	špičkový
picco	vrcholu
picco	vrchol
negozi	prodejny
negozi	obchody
rca	rca
cancellazioni	zrušení
ignazio	ignacio
ignazio	ignác
ignazio	ignazio
ronald	ronald
ronald	ronalda
retro	retro
naso	nos
melbourne	melbourne
pastorale	pastorální
peste	mor
peste	moru
ghost	ghost
ghost	přízrak
ghost	duch
ghost	duchu
ghost	strašidlo
harvey	harveyho
harvey	harvey
isaac	isaac
pausa	zlom
pausa	zlomit
pausa	pauza
pausa	přestávka
pausa	pauza
pausa	pozastavit
razze	dostihy
razze	závody
razze	rasy
razze	plemen
know	vědět
know	know
formando	formování
formando	tvořící
formando	tvoří
hunt	hon
hunt	lov
hunt	hunt
hunt	lovu
hunt	lovit
coloni	kolonistů
coloni	osadníci
testimone	svědek
testimone	svědka
testimone	svědkyně
mercati	trhy
crebbe	rostla
lontana	vzdálený
lontana	vzdálená
lontana	vzdálené
sfruttare	využít
tele	plátna
tele	tele
palmer	palmera
palmer	palmer
scrivi	psát
scrivi	napište
scrivi	napiš
scrivi	pište
scrivi	napsat
reed	reeda
reed	reed
reed	reedová
emily	emily
napoletana	neapolské
acquisito	získal
acquisito	získané
acquisito	získaná
acquisito	získán
acquisito	získány
acquisito	získána
rivalità	rivalita
rivalità	soupeření
rivalità	rivalita
provoca	provokuje
sequel	pokračování
pellicole	filmy
pellicole	filmová
pellicole	film
hms	hms
reality	skutečnost
reality	reality
reality	realita
transizione	přechod
transizione	přechodný
transizione	přechodná
transizione	přechodné
taiwan	taiwanu
circondato	obklíčeni
circondato	obklopen
circondato	obklíčení
cardinali	kardinálové
müller	müller
müller	muller
xxi	xxi
cantato	sang
cantato	zpíval
cantato	zpívala
cantato	sung
freccia	šíp
freccia	šipku
freccia	arrow
freccia	šipka
stellare	hvězdné
stellare	hvězdný
stellare	hvězdná
colpevole	vinný
colpevole	vinen
colpevole	vinná
protocollo	protokolu
protocollo	protokol
claire	claire
folla	dav
folla	davy
folla	dav
folla	zástup
folla	davu
concorrente	účastník
concorrente	soutěžící
concorrente	konkurent
libia	libye
libia	libyi
uniforme	uniforma
uniforme	uniformu
uniforme	uniformy
josh	joshe
josh	josh
ribellione	vzpoura
ribellione	povstání
raro	vzácný
raro	vzácné
raro	vzácná
fausto	fausto
fausto	faust
dimostrazione	demo
dimostrazione	demonstrace
dimostrazione	ukázku
dimostrazione	ukázka
dimostrazione	předvedení
dimostrazione	prokazování
concesse	poskytnutá
concesse	udělené
concesse	uděleno
concesse	udělen
concesse	poskytnuta
eseguiti	provedený
eseguiti	proveden
eseguiti	popraven
eseguiti	provedené
eseguiti	provedené
eseguiti	provedena
impressione	zobrazení
impressione	dojem
run	běh
run	spustit
aperti	otevřená
aperti	otevřít
aperti	otevřeno
duchessa	vévodkyně
cavo	kabel
cavo	kabely
cavo	kabelová
cavo	kabelové
gallese	welsh
carmelo	carmelo
carmelo	carmel
separata	oddělené
separata	oddělená
separata	oddělený
separata	odděleny
separata	oddělené
separata	oddělit
separata	samostatné
siviglia	seville
invita	pozvánky
invita	pozvání
invita	pozvat
invita	pozvánka
omicidi	vražda
omicidi	vražd
omicidi	vraždy
omicidi	vraždy
residente	bydliště
residente	rezident
umbria	umbrie
atletico	sportovní
holmes	holmes
holmes	holmese
diga	přehrada
diga	dam
diga	hráz
diga	přehradu
reato	zločin
reato	trestný
reato	zločin
reato	kriminalita
continuamente	nepřetržitě
continuamente	průběžně
continuamente	nepřetržitě
continuamente	neustále
continuamente	nepřetržitě
militante	militantní
sismica	seismické
contemporaneo	současná
contemporaneo	moderní
contemporaneo	současné
contemporaneo	současný
trasformare	proměnit
got	mám
got	dostal
associati	společníci
associati	přidružené
associati	související
filadelfia	philadelphie
filadelfia	filadelfie
filadelfia	philadelphii
vertice	summit
vertice	summitu
attuazione	implementace
attuazione	provedení
attuazione	provádění
attuazione	realizace
gregory	gregory
narrativa	vyprávění
narrativa	fikce
procuratore	žalobce
procuratore	prokurátor
operatori	operátory
operatori	operátoři
operatori	provozovatelé
menzione	zmínka
menzione	zmínit
dar	dar
verbo	sloveso
distribuita	distribuován
suggerisce	navrhuje
suggerisce	naznačuje
uguali	rovni
uguali	rovný
uguali	rovné
uguali	rovná
creatore	tvůrce
creatore	stvořitel
creatore	tvůrce
creatore	stvořiteli
leva	páku
leva	páka
leva	páku
leva	páka
macchia	flek
macchia	skvrna
macchia	skvrna
intenzioni	úmysly
intenzioni	záměry
intenzioni	úmysl
intenzioni	záměr
rudolf	rudolf
soglia	práh
ortodossa	ortodoxní
hope	naděje
hope	hope
hope	naději
hope	doufám
hope	doufat
liberato	osvobozena
liberato	osvobodili
liberato	osvobozen
liberato	osvobodil
liberato	osvobozen
automatica	automatický
automatica	automatické
automatica	automatická
pirenei	pyreneje
guardare	sledujte
guardare	sledovat
guardare	hodinky
guardare	sledování
guardare	sleduju
nuotatore	záchranář
nuotatore	plavec
rivali	soupeři
rivali	rivalové
rivali	soupeř
manoscritti	rukopisy
manoscritti	rukopis
controllata	dceřiné
controllata	ovládané
controllata	kontrolovaných
controllata	kontrolované
controllata	řízené
rettore	deane
rettore	děkan
rettore	dean
rettore	rektor
beatles	beatles
costruttori	stavitelé
costruttori	výrobci
tendono	sklon
significativa	smysluplné
significativa	významná
significativa	značná
significativa	významné
significativa	významný
bombardamenti	bombardování
bombardamenti	bombardování
lou	lou
tubo	potrubí
tubo	trubka
tubo	trubka
tubo	trubice
adottata	přijato
adottata	přijata
adottata	přijat
adottata	přijatá
decisivo	rozhodná
decisivo	rozhodný
decisivo	rozhodné
decisivo	rozhodující
contenenti	obsahující
impostazione	nastavení
canonico	kanón
canonico	canon
canonico	kanonické
rex	rex
gestisce	spravuje
soffitto	stropu
soffitto	strop
giove	jupiter
comprensione	porozumění
comprensione	pochopení
comprensione	chápání
fisici	fyzické
fisici	fyzická
fisici	fyzikální
fisici	fyzický
recensioni	recenze
arrivata	přijel
arrivata	dorazila
arrivata	dorazil
vangelo	evangelium
caratterizzati	charakterizoval
cesena	cesena
rogers	rogers
imperatrice	císařovna
ieri	včera
ieri	včerejší
intervallo	dosah
intervallo	rozsah
intervallo	rozmezí
intervallo	interval
poetica	poetické
divisi	rozdělený
divisi	rozdělené
divisi	rozdělená
divisi	rozdělena
violinista	houslista
violinista	šumař
pericoloso	nebezpečné
pericoloso	nebezpečný
pericoloso	nebezpečná
pericoloso	nebezpečné
pericoloso	nebezpečný
pericoloso	nebezpečná
true	pravda
true	true
true	pravdivé
analogo	srovnatelné
analogo	obdobné
secondario	sekundární
slovenia	slovinsko
negativa	záporné
negativa	negativní
gaio	gaius
organista	varhaník
crociera	plavba
crociera	cruise
sufficientemente	dostatečně
anteprima	náhled
anteprima	ukázka
carol	carol
han	hana
han	han
pura	čistá
pura	čistý
pura	čisté
inaugurazione	inauguraci
inaugurazione	otevírání
inaugurazione	úvodní
inaugurazione	otevření
inaugurazione	zahájení
adolf	adolf
correre	běh
correre	spustit
orale	orální
orale	perorální
orale	ústní
aggiornata	aktualizované
aggiornata	aktualizováno
rione	rione
eccezionalmente	výjimečně
beat	beat
beat	porazit
sprint	sprint
dinamo	dynamo
dinamo	dinamo
liberty	svoboda
liberty	liberty
trinità	trojice
trinità	trinity
guillermo	guillermo
gallia	gal
aggiungendo	přidání
aggiungendo	přidávám
aggiungendo	přidávání
australian	australský
australian	austrálie
violento	násilné
violento	násilný
violento	násilník
riforme	reformu
riforme	reformovat
riforme	reforma
riforme	reformy
riforme	reformy
cipro	kypru
cipro	kypr
demoni	démon
demoni	démoni
demoni	démony
massachusetts	massachusetts
corde	lana
corde	provazy
corde	šňůry
corde	řetězce
corde	smyčce
corde	struny
cellula	buňky
cellula	buňka
cellula	cela
cellula	cely
presidenti	předsedové
presidenti	prezidenti
presidenti	prezidentů
presidenti	předsedové
presidenti	předsedající
presidenti	prezident
presidenti	předseda
presidenti	president
presidenti	prezidenta
presidenti	prezidentka
mine	miny
mine	doly
mine	můj
mine	mé
mine	důl
mine	moje
carità	charitu
carità	dobročinnost
carità	charity
carità	charitativní
carità	charita
leggende	legend
leggende	legendy
leggende	legend
leggende	legenda
saverio	xavier
saverio	saverio
molecole	molekuly
molecole	molekuly
molecole	molekul
sacrificio	obětovat
sacrificio	oběť
sacrificio	obětování
architetti	architekti
cava	lomu
cava	lom
cava	cava
sospetto	podezření
sospetto	podezřelé
sospetto	podezřelý
sospetto	podezřelá
sospetto	podezřelý
terminale	terminál
terminale	terminálu
lombardi	lombardi
benzina	benzín
benzina	benzin
benzina	benzín
benzina	benzin
zar	car
elementare	elementární
elementare	základní
elementare	elementární
reggente	regent
five	pět
rispettare	úctu
rispettare	respekt
rispettare	respektovat
rispettare	úcta
rispettare	respektu
olanda	holandsko
olanda	holland
fatica	dřina
fatica	únava
generazioni	generace
hal	hal
hal	hale
derivati	derivátů
derivati	deriváty
consentito	povolené
consentito	povoleno
consentito	přípustná
consentito	povolené
consentito	povolena
consentito	povolen
consentito	povoleno
seggi	sedadel
seggi	sedadla
seggi	sedačky
cantare	zpívej
cantare	zpívat
cantare	zpívání
cantare	zpěv
cantare	zpívám
referendum	referenda
referendum	referendum
referendum	referenda
referendum	referendum
fischio	pískání
fischio	píšťalku
fischio	pískání
contee	okresů
contee	kraje
gestore	vedoucí
gestore	správce
gestore	manažer
teramo	teramo
israeliano	izraelský
israeliano	izraelská
israeliano	izraelské
indie	indie
africano	africký
africano	africká
africano	africké
suite	apartmá
suite	apartmá
qualifica	oprávněných
qualifica	kvalifikace
qualifica	kvalifikovaný
qualifica	kvalifikace
qualifica	kvalifikaci
guillaume	guillaume
see	eea
see	ehp
lino	lino
lino	prádlo
lino	lnu
lino	len
capaci	schopen
capaci	schopná
capaci	schopný
capaci	schopného
capaci	schopné
ira	ira
ira	iro
ira	hněv
ira	hněvu
make	učinit
make	udělat
make	vyrobit
conduzione	chování
curtis	curtis
enormi	obrovský
enormi	obrovské
enormi	obrovská
enormi	enormní
enormi	obrovské
efficienza	efektivita
efficienza	účinnost
efficienza	efektivnost
nina	nina
nina	nino
significativi	významná
significativi	značná
significativi	významné
significativi	významný
ritmica	rytmické
nodo	uzel
nodo	uzel
heaven	nebe
heaven	nebesa
unire	sjednotit
unire	sloučení
unire	sloučit
ostacoli	překážky
ostacoli	bariéry
ostacoli	překážky
ostacoli	překážek
ostacoli	překážky
ostacoli	překážek
ostacoli	překážka
ostacoli	překážku
sinfonia	symfonie
pasta	těstoviny
pasta	pasta
pasta	pasty
pasta	vložit
massacro	masakr
massacro	masakr
massacro	krveprolití
massacro	porážka
massacro	masakr
massacro	jatka
massacro	porážku
rolling	rolling
rolling	válcování
fall	pád
fall	podzim
leoni	leoni
leoni	lvi
leoni	lvy
convegno	konference
convegno	konferenční
convegno	konferenci
boemia	bohemia
boemia	čechy
boemia	čech
centimetri	centimetry
centimetri	centimetrů
centimetri	centimetry
ginnastica	gymnastiku
ginnastica	gymnastické
identificare	identifikovat
amanti	milenky
amanti	milenci
amanti	milenky
amanti	milence
amanti	milovníci
mason	masona
mason	mason
odore	vůně
odore	zápach
odore	zápach
odore	cítit
odore	vůně
odore	zápach
odore	čich
marca	značky
marca	značka
alain	alain
frutta	ovoce
frutta	ovoce
frutta	plody
algeria	alžírské
algeria	alžírsko
gradualmente	postupně
calice	kalich
crimini	zločiny
crimini	zločin
