மற்றும்	dan
டிசம்பர்	desember
டிசம்பர்	december
டிசம்பர்	desember
டிசம்பர்	dec
முன்	front
முன்	depan
முன்	pre
முன்	pra
முன்	sebelum
முன்	sebelumnya
முன்	before
வாழ்க்கை	kehidupan
வாழ்க்கை	life
வாழ்க்கை	hidup
சனவரி	januari
புனித	suci
புனித	kudus
புனித	holy
ஆகியவை	vis
இரண்டாவது	detik
இரண்டாவது	kedua
இரண்டாவது	second
இரண்டாவது	sekunder
ஆங்கிலம்	inggris
ஆங்கிலம்	indonesian
ஆங்கிலம்	english
அங்கு	ada
தொழில்	bisnis
தொழில்	business
தொழில்	industri
தொழில்	profesi
பழைய	tua
பழைய	lama
பழைய	old
ஆண்டுகள்	tahun
குறிப்பாக	terutama
குறிப்பாக	khususnya
குறிப்பாக	terutama
குறிப்பாக	khususnya
குறிப்பாக	khususnya
குறிப்பாக	terutama
பார்க்கவும்	kunjungi
பார்க்கவும்	kunjungan
பார்க்கவும்	mengunjungi
பார்க்கவும்	menonton
பார்க்கவும்	watch
பார்க்கவும்	tonton
துறை	departemen
துறை	pelabuhan
துறை	dermaga
துறை	port
குறிக்கும்	menunjuk
கடல்	marinir
கடல்	marine
கடல்	laut
கடல்	kelautan
கடல்	laut
கடல்	samudera
கடல்	samudra
கடல்	lautan
கடல்	laut
கடல்	ocean
போல	suka
போல	sukai
போல	seperti
போல	like
இதற்கு	untuk
சிறு	small
சிறு	kecil
சிறு	kecil
சிறு	minor
தென்	selatan
தென்	south
உயர்	high
உயர்	tinggi
உயர்	deluxe
வடக்கு	utara
வடக்கு	north
ஆட்சி	kingdom
ஆட்சி	kerajaan
ஆட்சி	kaidah
ஆட்சி	peraturan
ஆட்சி	aturan
ஆட்சி	rule
ஆட்சி	pemerintahan
மக்களின்	rakyat
மக்களின்	orang
மக்களின்	people
நோய்	penyakit
நோய்	penyakit
தேர்தல்	pemilu
உற்பத்தி	production
உற்பத்தி	produksi
உற்பத்தி	manufaktur
உற்பத்தி	pabrikasi
ஆக	agu
ஆக	aug
ஆக	agustus
வந்தது	tiba
வந்தது	came
கலை	arts
கலை	seni
கலை	kesenian
கலை	seni
கலை	art
கலை	kesenian
சமூக	social
சமூக	sosial
போல்	bol
போல்	suka
போல்	sukai
போல்	seperti
போல்	like
தர	berkualitas
தர	kualitas
நூற்றாண்டு	abad
நூற்றாண்டு	century
அவருடைய	his
அவருடைய	nya
உலகின்	worlds
உலகின்	dunia
அமெரிக்கா	amerika
அமெரிக்கா	america
அமெரிக்கா	amerika
பகுதிகளில்	area
வந்து	datang
பரிசு	prize
பரிசு	hadiah
பரிசு	pemberian
பரிசு	kado
பிரிவு	kategori
பிரிவு	divisi
பிரிவு	pembagian
பிரிவு	division
பிரிவு	daerah
பிரிவு	bagian
பிரிவு	seksi
உடல்	body
உடல்	bodi
உடல்	buh
உடல்	tubuh
உடல்	badan
கூட	even
கூட	genap
கூட	bahkan
கூட	juga
கூட	terlalu
கூட	too
எழுத்தாளர்	penulis
குழு	group
குழு	kelompokkan
குழு	grup
குழு	kelompok
இலக்கிய	sastra
இலக்கிய	sastra
விளையாட்டு	gaming
விளையாட்டு	permainan
விளையாட்டு	game
விளையாட்டு	olahraga
விளையாட்டு	sports
விளையாட்டு	permainan
விளையாட்டு	game
விளையாட்டு	sport
விளையாட்டு	olahraga
உறுப்பினர்கள்	anggota
இறப்பு	kematian
இறப்பு	death
இறப்பு	maut
இறப்பு	mati
அடி	feet
அடி	kaki
அடி	ramaikan
அடி	memukul
துணை	partner
துணை	mitra
துணை	pasangan
துணை	rekan
துணை	dukungan
துணை	dukung
துணை	support
துணை	mendukung
துணை	vice
துணை	sub
துணை	deputi
பதிப்பு	edition
பதிப்பு	edisi
பதிப்பு	versi
சொல்	katakan
சொல்	say
சொல்	katakanlah
சொல்	kata
சொல்	word
சொல்	firman
சொல்	beritahu
சொல்	tell
சொல்	katakan
தெற்கு	selatan
தெற்கு	south
கட்டுரை	essay
கட்டுரை	esai
கட்டுரை	pasal
கட்டுரை	artikel
கட்டுரை	komposisi
கட்டுரை	artikel
வட்டம்	lingkar
வட்டம்	circle
வட்டம்	melingkar
வட்டம்	lingkaran
சராசரி	maksud
சராசரி	berarti
சராசரி	galak
சராசரி	mean
தொலைக்காட்சி	television
தொலைக்காட்சி	televisi
முன்னாள்	mantan
எண்ணிக்கை	hitunglah
எண்ணிக்கை	hitung
எண்ணிக்கை	menghitung
எண்ணிக்கை	hitungan
எண்ணிக்கை	cacah
எண்ணிக்கை	chunk
எண்ணிக்கை	bongkahan
எண்ணிக்கை	frekuensinya
எண்ணிக்கை	frekuensi
தவிர	dikecualikan
தவிர	kecuali
நடிகர்	actor
நடிகர்	aktor
பாடல்கள்	lagu
பாடல்கள்	songs
இன்று	today
சட்டம்	bingkai
சட்டம்	frame
சட்டம்	hukum
சட்டம்	law
சட்டம்	hukum
சட்டம்	sah
சட்டம்	legal
சட்டம்	bertindak
சட்டம்	bertindaklah
சட்டம்	act
அருகில்	dekat
அருகில்	terdekat
அருகில்	sekitar
நேரம்	kali
நேரம்	waktu
நேரம்	waktunya
நேரம்	time
முதலாவது	pertama
முதலாவது	duluan
முதலாவது	dulu
முதலாவது	first
நாம்	biarkan
நாம்	biarlah
நாம்	let
நாம்	lets
மூலமாக	via
மூலமாக	melalui
மூலமாக	lewat
மூலமாக	through
மூலமாக	melalui
உணவு	food
உணவு	makanan
உணவு	pangan
குறித்து	tentang
குறித்து	ttg
குறித்து	perihal
குறித்து	sekitar
பெப்ரவரி	februari
பெப்ரவரி	pebruari
பகுதிகள்	segmen
பகுதிகள்	komponen
பகுதிகள்	daerah
பகுதிகள்	wilayah
பகுதிகள்	region
பகுதிகள்	kawasan
பகுதிகள்	parts
பகுதிகள்	bagian
பகுதிகள்	onderdil
பகுதிகள்	area
நிறுவனங்கள்	organisasi
நிறுவனங்கள்	perusahaan
ஜனவரி	januari
எழுத்தாளர்கள்	penulis
நல்ல	bagus
அடுத்த	selanjutnya
அடுத்த	berikutnya
அடுத்த	next
படம்	picture
படம்	gambar
படம்	photo
படம்	foto
படம்	gambar
படம்	image
படம்	citra
பாதுகாப்பு	defense
பாதுகாப்பு	pembela
பாதுகாப்பு	pertahanan
பாதுகாப்பு	aman
பாதுகாப்பு	brankas
பாதுகாப்பு	perlindungan
பாதுகாப்பு	proteksi
பாதுகாப்பு	keselamatan
பாதுகாப்பு	safety
பாதுகாப்பு	keamanan
பாதுகாப்பு	security
பாதுகாப்பு	satpam
பாதுகாப்பு	sekuriti
பாதுகாப்பு	keamanan
தஞ்சாவூர்	thanjavur
தந்தை	ayah
தந்தை	bapa
தந்தை	bapak
பங்கு	peran
பங்கு	peranan
பார்க்கப்பட்ட	dilihat
பார்க்கப்பட்ட	ditonton
பயன்படுத்தி	menggunakan
பயன்படுத்தி	using
செய்த	made
செய்த	dibuat
நியூ	niue
பதிவு	tayangan
பதிவு	kesan
பதிவு	pendaftaran
பதிவு	mendaftar
பதிவு	daftarkan
பதிவு	register
பதிவு	rekor
பதிவு	rekam
பதிவு	record
பதிவு	pendaftaran
பதிவு	registrasi
பதிவு	kiriman
பதிவு	posting
பதிவு	kirimkan
பதிவு	kirim
பதிவு	post
ஐரோப்பிய	eropa
ஐரோப்பிய	european
முழுவதும்	sepenuhnya
முழுவதும்	seutuhnya
முழுவதும்	sepenuhnya
முழுவதும்	full
முழுவதும்	kenyang
முழுவதும்	penuh
முழுவதும்	melengkapi
முழுவதும்	lengkapi
முழுவதும்	selesaikan
முழுவதும்	komplit
முழுவதும்	lengkap
பயனர்	pemakai
பயனர்	pengguna
தொடர்	berantai
தொடர்	serial
தொடர்	lanjutkan
போன்றவை	dll
ஜூன்	jun
ஜூன்	juni
வழியாக	via
வழியாக	melalui
வழியாக	lewat
உறுப்பினர்	anggota
உறுப்பினர்	member
உறுப்பினர்	keanggotaan
உறுப்பினர்	klien
ஆசிரியர்	penyunting
ஆசிரியர்	redaksi
ஆசிரியர்	editor
ஆசிரியர்	guru
ஆசிரியர்	pengarang
ஆசிரியர்	penulis
ஆசிரியர்	pembuat
ஆஃப்	nonaktif
ஆஃப்	off
ஆஃப்	mati
முக்கியமான	jga
முக்கியமான	penting
முக்கியமான	kritis
தொடர்பு	hubungi
தொடர்பு	kontak
தொடர்பு	contact
ஜூலை	juli
ஆற்றல்	tenaga
ஆற்றல்	energi
ஆற்றல்	energy
கிலோ	kilo
வேலை	pekerjaan
வேலை	kerja
வேலை	bekerja
வேலை	tugas
வேலை	job
வேலை	pekerjaan
வேலை	ayub
இருக்கலாம்	mungkin
இருக்கலாம்	maybe
சமய	religi
சமய	keagamaan
சமய	religius
சமய	agama
பணி	tugas
பணி	job
பணி	pekerjaan
பணி	ayub
பணி	pekerjaan
பணி	kerja
பணி	bekerja
பணி	tugas
கதை	cerita
கதை	story
கதை	berita
கதை	kisah
அதிகமாக	nyaris
இடையே	antara
இடையே	diantara
பட்டம்	wisuda
பட்டம்	kelulusan
பட்டம்	gelar
பட்டம்	ijazah
பட்டம்	derajat
பட்டம்	layangan
பட்டம்	layang
பட்டம்	kite
வழி	trail
வழி	setapak
வழி	jejak
வழி	way
அப்போது	lalu
அப்போது	maka
அப்போது	kemudian
விடுதலை	pembebasan
விடுதலை	kebebasan
விடுதலை	freedom
விடுதலை	peterpan
விடுதலை	kemerdekaan
ஆகஸ்ட்	august
ஆகஸ்ட்	agustus
தேதி	tanggal
தேதி	tgl
பிறந்த	kelahiran
பிறந்த	lahir
இன்னும்	dan
இன்னும்	masih
ஜான்	john
ஜான்	yohanes
ஜான்	jon
ஜான்	jaan
அடுத்து	selanjutnya
அடுத்து	berikutnya
அடுத்து	next
சேவை	service
சேவை	jasa
சேவை	layanan
சேவை	servis
சேவை	pelayanan
கருத்து	comment
கருத்து	komen
கருத்து	komentari
கருத்து	komentar
கருத்து	masukan
கருத்து	theme
கருத்து	temanya
கருத்து	tema
காரணம்	alasannya
காரணம்	alasan
காரணம்	penyebab
காரணம்	sebab
காரணம்	sebabkan
காரணம்	cause
காரணம்	menyebabkan
தனி	swasta
தனி	privat
தனி	private
தனி	pribadi
தனி	terpisah
தனி	pisahkan
தனி	memisahkan
தனி	dipisah
அவருக்கு	nya
அவருக்கு	him
நீண்ட	boing
நீண்ட	lama
நீண்ட	panjang
நீண்ட	long
பள்ளி	sekolah
மற்றொரு	another
மகன்	nak
மகன்	putra
மகன்	son
மகன்	anak
சர்வதேச	internasional
சர்வதேச	international
சர்வதேச	mancanegara
எல்லா	all
எல்லா	aii
எல்லா	semua
பொருட்கள்	obyek
பொருட்கள்	objek
பொருட்கள்	benda
பொருட்கள்	item
பொருட்கள்	butir
பொருட்கள்	barang
பொருட்கள்	produk
பொருட்கள்	pasokan
பொருட்கள்	perlengkapan
பொருட்கள்	persediaan
மின்	listrik
மின்	elektrik
மின்	electric
என்றால்	berarti
என்றால்	artinya
என்றால்	sarana
ஏழு	seven
ஏழு	tujuh
நடைபெற்ற	dipegang
நடைபெற்ற	ditahan
நடைபெற்ற	diadakan
முன்னர்	sebelumnya
முன்னர்	tadi
முன்னர்	sebelum
முன்னர்	sebelumnya
முன்னர்	before
பொறியியல்	teknik
பொறியியல்	rekayasa
கா	kha
அமைப்புகள்	organisasi
அமைப்புகள்	pengaturan
மொழிகள்	bahasa
அத்துடன்	juga
முழு	full
முழு	kenyang
முழு	penuh
முதன்மை	top
முதன்மை	puncak
முதன்மை	teratas
முதன்மை	primer
முதன்மை	utama
முதன்மை	primary
முதன்மை	utama
மணி	mani
மணி	jam
மணி	lonceng
மணி	belle
மணி	bel
மணி	bell
தொகுப்பு	paket
தொகுப்பு	koleksi
தொகுப்பு	komposisi
தொலைவில்	far
தொலைவில்	jauh
தொலைவில்	jauh
தொலைவில்	away
தொலைவில்	menjauh
மருத்துவ	kedokteran
மருத்துவ	medis
மருத்துவ	medical
வணிக	komersial
வணிக	komersil
திருமணம்	nikahi
திருமணம்	marry
திருமணம்	akad
திருமணம்	menikah
திருமணம்	married
திருமணம்	menikah
திருமணம்	marriage
திருமணம்	perkawinan
திருமணம்	nikah
திருமணம்	pernikahan
திருமணம்	pernikahan
திருமணம்	wedding
நீங்கள்	you
நீங்கள்	anda
நீங்கள்	kau
நீங்கள்	kamu
இயேசு	yesus
இயேசு	jesus
கருதப்படுகிறது	dianggap
கருதப்படுகிறது	dipertimbangkan
நடித்த	bintangi
நடித்த	dibintangi
நடித்த	membintangi
பொதுவான	common
பொதுவான	publik
பொதுவான	public
பொதுவான	umum
பொதுவான	jendral
பொதுவான	jenderal
சமயம்	agama
சமயம்	komunitas
சமயம்	masyarakat
சமயம்	community
எதிராக	menentang
எதிராக	melawan
எதிராக	against
எதிராக	terhadap
காஞ்சிபுரம்	kanchipuram
ஸ்ரீ	shree
ஸ்ரீ	sri
ஸ்ரீ	sree
