ustring	ustring
martha	martha
onsuksesvol	neúspešné
onsuksesvol	neúspešný
vak	zásobník
vak	lišty
gareth	gareth
kaliningrad	kaliningradu
diana	diana
eben	eben
fame	sláva
fame	slávu
fame	fame
cole	cole
fernando	fernando
oost	oost
sosialisme	socializmus
pool	pól
liberalisme	liberalizmus
rosa	rosa
lone	mzdu
lone	mzda
mann	mann
huxley	huxley
frances	frances
innerlike	vnútro
innerlike	vnútorné
innerlike	vnútorná
innerlike	vnútorný
mondelinge	orálne
mondelinge	perorálne
mondelinge	ústne
afgekeur	odmietnuté
afgekeur	odmietnutá
afgekeur	zamietnutý
afgekeur	odmietnutý
afgekeur	zamietnutá
afgekeur	zamietnuté
reservoir	zásobník
reservoir	zásobníku
reservoir	priehrada
vierkantige	štvorcový
vierkantige	námestie
vierkantige	štvorec
vierkantige	square
vierkantige	štvorcových
binnekort	čoskoro
binnekort	onedlho
were	boli
koch	koch
pisa	pise
hoofweg	diaľnicu
hoofweg	diaľnice
hoofweg	diaľnica
hoofweg	diaľnici
oorlewendes	preživších
oorlewendes	prežili
oorlewendes	neprežil
gade	manželka
sluipmoord	atentát
sluipmoord	vražda
mandaat	mandát
alexandra	alexandra
bestuurders	vodiči
bestuurders	ovládače
bestuurders	vodičom
bestuurders	vodičov
bestuurders	správcovia
bestuurders	manažéri
bestuurders	manažérov
plasing	príspevok
plasing	pošta
plasing	uverejniť
plasing	príspevku
plasing	post
plasing	umiestnenie
plasing	umiestňovanie
plasing	umiestnenia
vissery	rybolov
vissery	rybolovu
realiteit	skutočnosť
realiteit	realita
realiteit	realitu
realiteit	reality
wense	priania
wense	praje
wense	želá
wense	želania
vervanging	striedanie
vervanging	substitučnej
vervanging	nahradenie
sigma	sigma
doeltreffendheid	efektívnosť
doeltreffendheid	účinnosť
doeltreffendheid	efektivita
doeltreffendheid	efektívnosť
doeltreffendheid	účinnosť
monarge	monarchs
vasco	vasco
alliance	aliancia
alliance	spojenectvo
alliance	alianciu
alliance	aliancie
kronieke	chronicle
gereageer	konalo
gereageer	konal
gereageer	konali
gereageer	konala
gereageer	reagovala
gereageer	reagovali
gereageer	reagovalo
gereageer	reagoval
gereageer	odpovedali
gereageer	odpovedal
gereageer	reagovala
gereageer	reagoval
gereageer	reagovali
geraamde	odhadnúť
geraamde	odhadovaný
geraamde	odhadovaná
geraamde	odhad
geraamde	odhadované
honger	hladný
honger	hlad
ape	opíc
ape	opice
jemen	jemen
jemen	jemene
laos	laos
niggie	sesternica
niggie	bratranec
niggie	neter
kronberg	kronberg
omskakeling	konverzia
omskakeling	konverzie
omskakeling	prevod
omskakeling	prepočet
omskakeling	premena
tennessee	tennessee
dokumentêr	dokument
telefoon	telefón
telefoon	telefon
telefoon	telefónne
orlando	orlanda
skakering	tón
skakering	odtieň
holden	holden
wessel	wessel
linda	linda
reims	reims
hertogin	vojvodkyňa
gespesifiseer	špecifikovaný
gespesifiseer	špecifikovaná
gespesifiseer	špecifikované
kroeë	bary
kroeë	krčmy
kroeë	bary
kroeë	mreže
kroeë	bars
kroeë	tyčinky
kroeë	tyče
seekoei	hroch
funksionele	funkčnosť
funksionele	funkčné
funksionele	funkčná
funksionele	funkčný
kelly	kelly
harder	ťažšie
harder	tvrdšie
harder	silnejšie
habana	habana
sous	omáčke
sous	omáčka
sous	omáčkou
weeklikse	týždenné
weeklikse	týždenne
weeklikse	týždenný
robbie	robbie
estniese	estónska
estniese	estónske
nevada	nevade
aantreklike	príťažlivá
aantreklike	atraktívne
aantreklike	atraktívna
aantreklike	príťažlivý
aantreklike	atraktívny
wright	wright
krities	kritický
krities	kritické
krities	kritická
krities	rozhodujúce
cho	choctaw
prefek	prefekt
nigel	nigel
nacional	nacional
magiese	magický
magiese	čarovné
magiese	čarovná
magiese	magické
magiese	mýtické
frase	frázu
frase	veta
frase	fráza
horus	horus
stempel	pečiatka
stempel	známka
christ	krista
christ	kristus
leningrad	leningradu
staaf	rod
earl	earl
search	hľadať
search	hľadanie
search	vyhľadávanie
search	vyhľadať
morfologie	morfológiou
seleksie	výber
stelle	nastaví
stelle	súpravy
stelle	zostavy
stelle	stanovuje
stelle	nastavuje
stelle	sady
jordan	jordánsko
jordan	jordan
afgelaai	stiahli
afgelaai	stiahnuté
afgelaai	stiahol
afgelaai	sťahovania
afgelaai	stiahnutie
afgelaai	sťahovanie
vrylik	slobodne
vrylik	voľne
picasso	picasso
opinie	mienka
opinie	názor
opinie	stanovisko
rjoerik	rurik
operasionele	prevádzkové
operasionele	prevádzková
operasionele	operačný
operasionele	operatívne
waarborg	záruka
waarborg	zaručiť
waarborg	záruka
hellings	svahoch
skoene	obuv
skoene	topánky
skoene	obuv
brandewyn	brandy
vaardigheid	zručnosť
vaardigheid	zručnosti
bemarking	marketing
bemarking	obchodovanie
natuurlewe	wildlife
oortreding	faul
ambassade	veľvyslanectvo
myspace	myspace
skuins	kurzívou
château	château
château	zámok
herzegowina	hercegovine
herzegowina	hercegovina
base	základ
base	základňa
base	založiť
bryan	bryan
hek	gate
hek	bráne
hek	brána
geïnterpreteer	vykladať
zambezi	zambezi
nommers	počty
nommers	čísla
omsluit	uzavretý
omsluit	uzatvorené
omsluit	priložené
omsluit	uzavreté
omsluit	uzavretá
omsluit	strojček
umeå	umeå
geestelik	duchovný
geestelik	duchovného
geestelik	duchovné
wenke	tipy
gutenberg	gutenberg
okt	október
baanbreker	zlom
baanbreker	prielom
louvre	louvre
plata	plata
els	els
africanus	africanus
afwesig	chýbajúci
afwesig	chýbajúce
afwesig	nezvestný
afwesig	chýba
afwesig	chýbajú
nuwer	novšie
icd	icd
alfonso	alfonso
milner	milner
orion	orion
dialoog	dialóg
ogg	ogg
movement	presun
movement	premiestňovanie
movement	pohyb
movement	hnutie
scotia	scotia
molekule	molekuly
molekule	molekule
garde	garde
alba	alba
mini	mini
johns	johns
kabel	kábel
kabel	káblové
kabel	káble
igor	igor
voorvaders	predkov
voorvaders	predkovia
knope	uzlov
knope	uzly
eksklusiewe	výhradné
eksklusiewe	exkluzívne
eksklusiewe	exkluzívny
eksklusiewe	výlučné
wallace	wallace
ontvoer	uniesli
ontvoer	uniesol
ontvoer	unesená
ontvoer	unesený
beampte	úradník
beampte	dôstojník
beampte	strážnik
sparta	sparta
konsentrasies	koncentrácie
konsentrasies	koncentrácií
konsentrasies	koncentrácia
schmidt	schmidt
erectus	erectus
kapitalisme	kapitalizmus
slawiërs	slovania
speaker	rečníka
speaker	rečník
speaker	hovorca
kubrick	kubrick
yslands	islandskom
yslands	islandské
jeff	jeff
voorvoegsel	predpona
osiris	osiris
onvoltooide	nedokončené
pot	pot
pot	hrniec
brasília	brasília
luigi	luigi
muir	muir
philips	philips
argaïese	archaické
walvis	veľryba
walvis	veľryby
namibia	namíbia
behulpsaam	užitočný
behulpsaam	užitočné
behulpsaam	užitočná
sleutels	kľúče
sleutels	klávesy
rebels	povstalci
rebels	rebelov
rebels	rebeli
zanzibar	zanzibar
kirchner	kirchner
julia	julia
julia	júlia
hardeware	hardware
hardeware	hardvéru
hardeware	hardvér
anas	anas
imperial	cisársky
imperial	imperial
voorgeskryf	predpísané
voorgeskryf	predpísanej
voorgeskryf	predpísaný
voorgeskryf	predpísaná
uitdaging	výzvu
uitdaging	challenge
uitdaging	výzva
uitdaging	vyzvať
emmanuel	emmanuel
gelykheid	rovnosť
dale	dale
koen	koen
balkan	balkán
balkan	balkánu
jeffrey	jeffrey
modernisme	modernizmu
parade	sprievod
bain	bain
detroit	detroitu
detroit	detroite
hun	hun
algoritme	algoritmus
algoritme	algoritmu
palm	palm
palm	dlaň
bosbou	lesníctvo
bosbou	lesníctva
uitgeput	vyčerpaná
uitgeput	vyčerpaní
uitgeput	vyčerpané
uitgeput	vyčerpaný
realistiese	realistické
realistiese	reálne
realistiese	realistický
ajax	ajax
foster	foster
pype	potrubia
pype	rúrky
pype	potrubie
pype	rúry
pype	ohňostroj
linden	linden
battista	battista
urban	urban
urban	mestský
urban	mestské
urban	mestská
opgelaai	nahraté
opgelaai	nahral
opgelaai	odoslané
zur	zur
ontspanning	oddych
ontspanning	rekreáciu
promosie	promo
promosie	povýšenie
promosie	propagáciu
promosie	propagácia
acrocephalus	acrocephalus
robin	robin
simba	simba
fortuin	bohatstvo
monopolie	monopol
monopolie	monopoly
diamond	diamond
diamond	diamant
etiese	etického
etiese	etické
etiese	etický
etiese	etických
oudio	zvuk
oudio	audio
lama	lama
mig	mib
vergroting	rastie
vergroting	rastúce
vergroting	pestovanie
vergroting	rastúci
geraas	hluku
geraas	šum
geraas	hluk
romp	trup
romp	trupu
neurenberg	norimbergu
tekening	kresba
tekening	kreslenie
tekening	výkres
tekening	čerpania
lawa	láva
swembad	bazéna
swembad	biliard
swembad	bazén
ritme	beat
ritme	rytmus
ritme	biť
ritme	poraziť
kas	case
kas	prípade
kas	pripad
kas	prípad
kas	kufrík
kas	cache
uss	uss
gewas	cysta
aria	aria
orléans	orléans
deelnemer	účastník
deelnemer	účastníka
paneel	panel
formate	formátov
formate	formáty
griep	chrípka
griep	chrípku
griep	chrípky
marmer	mramor
alkoholiese	alkoholické
alkoholiese	alkoholických
alkoholiese	alkoholik
andrews	andrews
bejaardes	starší
viëtnamese	vietnamských
beethoven	beethoven
komende	nadchádzajúce
dapperheid	statočnosť
bord	rada
bord	predstavenstvo
bord	doska
bord	palube
bord	board
lombard	lombard
hol	duté
haute	haute
bai	bai
versterkte	posilnený
versterkte	posilnené
versterkte	posilnená
aurora	aurora
michelangelo	michelangelo
titus	titus
plig	povinnosť
plig	clo
filippynse	filipínskom
filippynse	filipínske
iberiese	pyrenejský
hiërargie	hierarchia
hiërargie	hierarchie
unix	unix
ruan	ruan
lowry	lowry
patriot	patriot
dyk	dyk
eksentrisiteit	výstrednosť
haïti	haiti
wedersydse	vzájomný
wedersydse	vzájomná
wedersydse	vzájomné
calais	calais
mehmet	mehmed
sol	sol
connecticut	connecticute
dick	kokot
shepherd	pastier
afrodite	afrodita
aap	opica
beswyk	rúca
pleistoseen	pleistocén
motivering	motivácia
motivering	motiváciu
guillaume	guillaume
simfonie	symfónia
sinagoge	synagóge
blanc	blanc
proteïen	bielkovín
proteïen	bielkovina
proteïen	proteíny
proteïen	bielkoviny
proteïen	proteín
tenk	nádrž
tenk	tank
stoel	kreslo
stoel	predseda
stoel	stoličky
stoel	stolička
herdruk	dotlač
digbundel	antológia
reguleer	praktiky
sophie	sophie
sophie	sophia
miguel	miguel
oorweging	zváženie
oorweging	úvaha
edik	edikt
edik	vyhláška
edik	dekrét
galaktiese	galaktické
centauri	centauri
jefferson	jefferson
vertonings	zobrazenia
vertonings	zobrazí
vertonings	zobrazuje
vertonings	ukáže
vertonings	relácie
vertonings	ukazuje
vertonings	zobrazí
vertonings	zobrazuje
dickinson	dickinson
verde	verde
lening	úver
lening	pôžička
spesifikasies	špecifikácia
spesifikasies	špecifikácií
spesifikasies	špecifikácie
blik	bin
blik	kôš
opgehou	zastavená
opgehou	prestalo
opgehou	zastavené
opgehou	zastavený
tegnies	technicky
gaia	gaea
diaspora	diaspóry
pont	pont
desimale	desatinné
desimale	čiarka
konferensies	konferencií
konferensies	konferencie
sony	sony
sony	playstation
rogers	rogers
geweer	pušku
geweer	puška
verdrae	zmluvy
gottfried	gottfried
turyn	turíne
inkwisisie	inkvizície
diktator	diktátor
ussr	zssr
arriveer	príde
kritieke	kritický
kritieke	kritické
kritieke	kritická
kritieke	rozhodujúce
jeremy	jeremy
jeremy	jeremyho
kleindogter	vnučka
herald	herald
bobby	bobbyho
bobby	bobby
naturelle	naturelle
gamma	gama
gamma	gamma
verhuur	vybavenie
verhuur	zariadenia
verhuur	lízing
verhuur	prenájom
verhuur	prenajať
aankondiging	oznam
aankondiging	oznámenie
beoordeel	miera
beoordeel	rýchlosť
beoordeel	sadzba
bruno	bruno
blair	blair
hef	nabiť
hef	poplatok
regters	sudcov
regters	sudcovia
diskriminasie	diskriminácia
verpligtinge	povinnosťami
verpligtinge	povinností
verpligtinge	záväzky
verpligtinge	povinnosti
plymouth	plymouthu
kia	kia
padda	žaba
genereer	generovanie
genereer	generovať
reagan	reagan
volwassene	dospelý
volwassene	dospelých
volwassene	dospelé
volwassene	dospelí
kleredrag	odevy
kleredrag	odev
kleredrag	oblečenie
austin	austin
asem	dych
asem	dychom
asem	nádych
eskader	letka
thom	thom
allah	alah
sánchez	sánchez
heritage	dedičstvo
heritage	dedičstva
rustige	pokojný
rustige	pokojné
rustige	mierové
flieks	filmy
maraton	maratón
verfyn	zdokonaliť
verfyn	spresnenie
verfyn	spresniť
dance	dance
dance	tancuj
dance	tanec
dance	tancovať
dance	tanečný
sterte	sklonu
sterte	chvosty
never	nikdy
hoed	klobúk
hoed	čiapku
hoed	čiapka
onderhandelings	vyjednávania
onderhandelings	rokovania
onderhandelings	vyjednávanie
implementering	realizácia
implementering	plnenie
implementering	implementácia
implementering	vykonávanie
implementering	vykonanie
hamer	kladivom
hamer	hammer
hamer	kladivo
versoening	zosúladenie
versoening	zmierenia
versoening	zmierenie
spook	ducha
spook	duch
mabel	mabel
oklahoma	oklahoma
wilhelmina	wilhelmina
yellow	žlté
yellow	žltý
yellow	žltá
inter	inter
amazon	amazon
ren	ren
intelligente	inteligentné
intelligente	inteligentná
intelligente	inteligentný
clarke	clark
hel	hel
loire	loire
woordelys	slovník
honduras	hondurase
beale	beale
drake	drake
lus	slučky
gedrink	pije
gedrink	pitie
gedrink	piť
gedrink	pijú
hera	hera
vervat	obsiahnuté
vervat	obsahovala
vervat	obsahoval
vervat	obsiahnutý
vervat	obsahovali
verkieslik	prednostne
verkieslik	ideálne
guardian	strážny
guardian	ochranca
guardian	strážca
lessing	lessing
deurlopende	pokračoval
deurlopende	pokračovanie
deurlopende	pokračovala
deurlopende	pokračovalo
albrecht	albrecht
antiogië	antiochie
aanhouding	zachovanie
aanhouding	ponechanie
aanhouding	uchovávania
aanhouding	zadržanie
elbe	labe
bomme	bomby
ambisieuse	ambiciózny
ambisieuse	ambicióznych
ambisieuse	ambiciózne
aantreklik	zapojenie
aantreklik	zapojenia
hillary	hillary
kolomme	stĺpce
kolomme	stĺpy
erich	erich
maine	maine
joernalistiek	žurnalistika
argiewe	archívov
argiewe	archívy
argiewe	archív
gebind	viazané
gebind	viazaná
gebind	zviazané
gebind	viazaný
gebind	viaže
artillerie	artillerie
stadions	štadiónoch
innsbruck	innsbruck
maagdenburg	magdeburg
indirek	nepriamo
beck	beck
miranda	miranda
koors	horúčky
koors	horúčka
agtien	osemnásť
illustreer	ilustruje
illustreer	znázorňuje
atlanta	atlanty
atlanta	atlante
indeling	usporiadanie
genees	liek
genees	vyliečiť
mod	mod
smithfield	smithfield
uitbreidings	predĺženie
uitbreidings	rozšírení
uitbreidings	predĺženia
uitbreidings	rozšírenia
uitbreidings	popis
uitbreidings	opis
lille	lille
rudi	rudi
sean	sean
sean	seana
afhanklikheid	závislosť
potter	pottera
potter	potter
bantoe	bantu
botter	masla
botter	maslo
kosbare	cenný
kosbare	cenná
kosbare	cenné
kosbare	hodnotné
theodorus	theodore
balk	bare
balk	bar
balk	tyč
krimp	zmenšiť
bespeur	zistené
bespeur	zistený
bespeur	zistených
bespeur	zistená
kilometers	kilometre
kilometers	kilometrov
michiel	michiel
arles	arles
muise	myší
muise	myši
muise	myšiach
bauhaus	bauhaus
temple	chrámu
temple	temple
temple	chrám
duik	potápanie
duik	ponoriť
auguste	auguste
tamil	tamil
roussillon	roussillon
verpligtend	povinný
verpligtend	povinné
verpligtend	povinná
verpligtend	povinne
sacs	vačky
hester	hester
korporatiewe	firemné
korporatiewe	firemný
aboe	abu
eurasië	eurázii
stilte	ticha
stilte	mlčanie
stilte	ticho
stilte	mlčať
netto	čisté
netto	net
netto	sieť
netto	netto
burundi	burundi
antille	antily
gotha	gotha
toere	výlety
hop	hop
hop	odrážať
hop	odraziť
brunswyk	braunschweig
yuan	yuan
kabeljou	tresku
kabeljou	tresky
kabeljou	treska
dietrich	dietrich
falkland	falklandských
beers	pivá
beers	pivko
spieël	zrkadla
spieël	zrkadlo
cézanne	cézanne
karnaval	karneval
voyageur	voyageur
eagle	orol
tegnologieë	technológie
perseus	perseus
charon	charón
verbeterings	zlepšenie
verbeterings	zlepšenia
verbeterings	vylepšenia
vandalisme	vandalizmus
freud	freud
nineve	ninive
fontsize	fontsize
abell	abell
besmet	infikovaných
besmet	infikované
bevoegdhede	právomoci
claremont	claremont
binêre	binárne
advertensie	inzerát
advertensie	reklama
hitchcock	hitchcock
vandale	vandali
diagnose	diagnostika
diagnose	diagnóza
omsingel	obklopujú
vennote	partnerov
vennote	partneri
ervare	odborník
ervare	znalec
ervare	expert
australis	australis
bewustheid	informovanosť
bewustheid	povedomia
bewustheid	uvedomenie
bewustheid	povedomie
simpatie	sústrasť
katalaanse	katalánsky
verdrink	utopiť
doodmaak	zabite
doodmaak	zabiť
doodmaak	zabit
doodmaak	zabíjať
valse	falošné
valse	falošná
valse	falošný
valse	fake
anthus	anthus
debatte	debaty
debatte	rozpravy
debatte	diskusie
chemikalieë	chemikálie
uitreiking	vydávanie
uitreiking	vydávajúci
puin	trosky
puin	úlomky
bulgare	bulharov
antwoorde	odpovede
antwoorde	odpovedí
antwoorde	odozvy
antwoorde	reakcie
antwoorde	odpovede
antwoorde	odpovedí
antwoorde	odpovede
ontslag	absolutórium
ontslag	vypúšťanie
lewensduur	životnosť
lewensduur	celoživotné
vierkant	štvorcový
vierkant	námestie
vierkant	štvorec
vierkant	square
vierkant	štvorcových
dundee	dundee
adresse	adresy
jamaika	jamajka
indiana	indiana
redding	záchrana
redding	záchranné
redding	zachrániť
redding	záchranu
redding	záchranná
skaap	ovčie
skaap	oviec
skaap	ovca
skaap	ovce
sewentien	seventeen
sewentien	sedemnásť
beraamde	odhadnúť
beraamde	odhadovaný
beraamde	odhadovaná
beraamde	odhad
beraamde	odhadované
tent	stan
tent	stanu
tent	stane
panthera	panthera
verstaanbaar	zrozumiteľné
verstaanbaar	pochopiteľné
omar	umar
promoveer	presadzovať
promoveer	propagovať
haat	nenávidieť
haat	nenávisť
haat	nenávidím
haat	neznášam
korporasie	corporation
korporasie	plc
tiberius	tiberius
hannes	hannes
beheerde	zvládli
beheerde	riadené
beheerde	podarilo
wikitext	wikitext
caroline	caroline
caroline	karolína
mal	crazy
mal	šialené
mal	blázon
mal	šialenstvo
demokrate	demokratov
demokrate	demokrati
pale	bledá
pale	pale
mededingende	konkurenčné
mededingende	súťažné
mededingende	konkurenčný
irving	irving
afleiding	návnada
afleiding	návnady
leone	leone
aflaai	stiahnutie
aflaai	stiahnuť
aflaai	sťahovanie
aflaai	nabiť
ingevoerde	zapísané
ingevoerde	vstúpil
ingevoerde	zadaný
ingevoerde	dovážané
ingevoerde	dovezený
ingevoerde	dovážaný
ingevoerde	dovezené
slade	slade
dakota	dakota
animasie	animácie
animasie	oživenie
animasie	definícia
animasie	definovanie
animasie	vymedzenie
animasie	definície
pionier	pionier
sve	procesor
sve	cpu
boulevard	boulevard
bach	bacha
bach	bach
lisa	lisa
lisa	lisu
marine	mariňák
marine	morské
marine	morských
marine	námorník
marine	marine
marine	morský
norfolk	norfolku
santo	santo
cardiff	cardiffe
omgekeer	opačne
omgekeer	reverznej
omgekeer	spätný
onwaarskynlik	nepravdepodobné
denver	denveri
philipp	philipp
webjoernaal	blog
webjoernaal	blogu
stralsund	stralsund
bel	volať
bel	zavolať
bel	volajte
bel	hovor
resepte	recepty
loubser	kreditov
loubser	úvery
loubser	kredity
klaas	klaas
bristol	bristol
greenwich	greenwich
abc	abc
ondermyn	tlačí
ondermyn	tlačenie
voortgesette	prebiehajúce
voortgesette	prebiehajúci
voortgesette	prebiehajú
voortgesette	prebieha
voortgesette	priebežné
skenking	darovanie
skenking	darcovstvo
transliterasie	prepis
boheme	čechách
verklein	zmenšiť
verklein	minimalizovať
christina	kristína
christina	christina
holy	svätá
holy	svätý
holy	sväté
internationale	internationale
kitchener	kitchener
bester	bester
romagna	romagna
helikopter	vrtuľník
helikopter	helikoptéra
geprys	chvália
doek	plátno
resep	recept
teikens	ciele
bekommerd	starosti
bankrot	konkurze
bankrot	rozbila
bankrot	zlomil
bankrot	zlomilo
joel	joel
kentucky	kentucky
musical	hudobný
musical	muzikál
musical	hudobná
musical	hudobné
musical	musical
pittsburgh	pittsburghu
harrison	harrison
pakket	balíček
pakket	balík
pakket	balenie
pakket	svorka
pakket	zbaliť
pakket	balenia
pakket	balenie
pakket	zabaliť
pakket	pack
voetbal	futbalový
voetbal	futbal
voetbal	futbalové
versteur	narušené
versteur	narušený
versteur	narušená
kemp	kemp
pinyin	pinyin
gekruis	palce
gekruis	prekročili
kalifaat	kalifát
plaza	plaza
gregory	gregory
gregory	gregor
panorama	panorama
vita	vita
jerewan	jerevan
kollega	kolega
kollega	kolegyňa
berry	berry
palermo	palermo
ammoniak	amoniaku
levant	levant
werker	pracovníka
werker	pracovníčka
werker	pracovník
werker	robotník
aangedrewe	pútavé
gespikkelde	koralové
nagorno	náhorná
guevara	guevara
identiese	zhodné
identiese	identické
carol	carol
speletjies	gaming
speletjies	hranie
speletjies	zápasy
speletjies	hry
speletjies	hier
eksperiment	experiment
eksperiment	pokus
eksperiment	experimentu
medikasie	lieky
geïgnoreer	ignorovali
geïgnoreer	ignorovať
geïgnoreer	ignorovala
geïgnoreer	ignoroval
gister	včera
gister	vcera
shaun	radka
liechtenstein	lichtenštajnsko
tristan	tristan
telekommunikasie	telekomunikácie
telekommunikasie	telekomunikačných
telekommunikasie	telekomunikácií
telekommunikasie	telekomunikácie
nagte	noci
nagte	nocí
nêrens	nikam
nêrens	nikde
genesis	genesis
theodore	theodore
versterking	získať
versterking	zisk
numeriese	číselné
numeriese	číselný
numeriese	číselné
bahrein	bahrajne
wonde	ranu
wonde	poranenie
wonde	zranenie
wonde	rana
wonde	rany
brett	brett
nikolai	niko
laval	laval
aantekeninge	poznámku
aantekeninge	poznámka
eddie	eddie
eddie	eddieho
hunne	huni
serie	serie
serie	poradové
