vĺn	golven
potomkovia	nakomelingen
potomkovia	afstammelingen
potomkovia	nageslacht
jaromír	jaromír
predsedovia	stoelen
predsedovia	presidenten
predsedovia	voorzitters
predsedovia	voorzitters
predsedovia	voorzitters
rozum	hersenen
rozum	hersens
rozum	brein
rozum	reden
rozum	rede
rozum	mind
rozum	geest
rozum	zintuig
renesancie	renaissance
kopec	heuvel
kopec	hill
pokúšal	geprobeerd
pokúšal	uitgeprobeerd
pokúšal	probeerde
zasahuje	ingrijpt
rovnaká	hetzelfde
rovnaká	zelfde
rovnaká	same
pozícií	posities
argumenty	argumenten
zoo	dierentuin
zoo	zoo
three	drie
three	three
menia	veranderen
menia	veranderende
filmfare	filmfare
orol	eagle
orol	arend
orol	adelaar
výskumy	onderzoek
výskumy	research
potenciál	potentieel
potenciál	potentie
potenciál	potentiële
nádej	hoop
nádej	hopen
nádej	hope
ježiš	jeetje
ježiš	jezus
ježiš	jesus
nestor	nestor
příbram	příbram
diagram	diagram
telefón	telefoon
telefón	telefoon
závislosť	afhankelijkheid
závislosť	afhankelijkheid
závislosť	verslaving
premenná	variabel
premenná	variabele
pres	pres
atmosféru	sfeer
atmosféru	atmosfeer
atmosféru	dampkring
definovaná	gedefinieerd
definovaná	omschreven
definovaná	gedefinieerde
izraelský	israëlische
izraelský	israëli
izraelský	israëlisch
zvolili	verkozen
zvolili	gekozen
zvolili	koos
zvolili	kozen
stropkov	stropkov
ronald	ronald
sub	sub
petrom	petrus
petrom	peter
know	weten
know	weet
diego	diego
mercedes	mercedes
gonzález	gonzález
slovom	woord
obývaných	bewoond
obývaných	bewoonde
obývaných	bewoond
obývaných	bevolkt
kôň	paard
závod	plant
závod	race
závod	ras
tváre	gezichten
federer	federer
vysielania	uitzending
vysielania	uitgezonden
vysielania	uitzenden
vysielania	uitzendingen
vysielania	uitzending
vysielania	omroep
vysielania	uitzenden
žiadosti	toepassingen
žiadosti	applicaties
žiadosti	aanvragen
žiadosti	aanvragen
žiadosti	verzoeken
umelo	kunstmatig
samica	vrouwelijke
samica	vrouw
samica	vrouwtje
samica	vrouwelijk
jaskýň	grotten
dokumentu	document
vedomosti	kennis
obmedzené	limited
obmedzené	beperkt
obmedzené	gelimiteerd
obmedzené	beperkte
obmedzené	beperkt
obmedzené	beperkte
blansko	blansko
vzájomné	wederzijds
vzájomné	wederzijdse
faktory	factoren
poprade	poprad
žiak	leerling
žiak	pupil
beat	beat
plánuje	plannen
plánuje	gepland
plánuje	geplande
cestovného	tarieven
členka	lid
odchod	vertrek
odchod	vertrekken
odchod	weggaan
súkromná	prive
súkromná	privé
súkromná	particulier
raf	raf
spojenci	bondgenoten
spojenci	geallieerden
ods	ods
mechanické	mechanisch
mechanické	mechanische
nástup	instappen
nástup	entree
nástup	ingang
relativity	relativiteit
relativity	relativiteitstheorie
obeť	offeren
obeť	opoffering
obeť	offer
obeť	slachtoffer
úspešná	succesvol
úspešná	geslaagde
úspešná	geslaagd
úspešná	succesvolle
úspešná	succes
úspešná	success
postupy	procedures
days	dagen
days	days
dvanástich	twelve
dvanástich	twaalf
bielorusko	belarus
tokio	tokyo
tokio	tokio
komunistická	communistische
komunistická	communist
komunistická	communistisch
označenia	markering
označenia	markeren
označenia	aanwijzing
označenia	aanduiding
označenia	benaming
označenia	labels
označenia	etiketten
označenia	indicaties
označenia	opschriften
označenia	markeringen
označenia	merktekens
označenia	marken
označenia	merktekens
koncerte	concert
islam	islam
pokles	achteruitgang
pokles	verval
pokles	afwijzen
pokles	drop
pokles	verminderen
pokles	afname
pokles	daling
pokles	vermindering
daní	belasting
daní	belastingen
pius	pius
odbory	splitsingen
odbory	afdelingen
odbory	divisies
odbory	bonden
odbory	vakbonden
utrpel	leed
špeciálna	speciaal
špeciálna	bijzonder
špeciálna	speciale
špeciálna	special
databázy	databank
databázy	gegevensbank
databázy	database
databázy	databanken
databázy	databases
civilizácie	beschaving
civilizácie	beschavingen
civilizácie	beschavingen
pechoty	infanterie
lyon	lyon
stien	muren
stien	wanden
mobilné	mobile
mobilné	mobiel
jednoduchá	eenvoudige
jednoduchá	simpel
jednoduchá	eenvoudig
hmyz	insecten
hmyz	insect
hmyz	insecten
memorial	herdenking
memorial	memorial
memorial	gedenkteken
dvadsať	twintig
dvadsať	twenty
nákladov	kosten
nákladov	kostprijs
nákladov	cost
luftwaffe	luftwaffe
zmenilo	veranderde
zmenilo	gewijzigd
zmenilo	veranderd
vysvetľuje	verklaart
členstvo	lidmaatschap
bouches	bouches
piloti	piloten
piloti	loodsen
dozvedel	geleerd
dozvedel	leerde
srsť	haar
srsť	haren
srsť	haartjes
srsť	hair
srsť	vacht
srsť	bont
najdlhšie	langste
najdlhšie	langst
prezývku	bijnaam
prezývku	roepnaam
prezývku	nickname
vráti	retourneren
vráti	retour
vráti	geeft
miss	juffrouw
miss	miss
miss	mejuffrouw
miss	missen
kuba	kuba
kuba	cuba
bolesti	pijn
bolesti	pijnen
opereta	operette
stanovisko	advies
stanovisko	mening
pečať	verzegelen
pečať	zegel
pečať	zeehond
pečať	verzegeling
imagesize	imagesize
pekingu	beijing
pekingu	peking
pekingu	peking
faktorov	factoren
ostáva	blijft
ostáva	blijft
nevyhnutné	noodzakelijke
nevyhnutné	nodig
nevyhnutné	noodzakelijk
nevyhnutné	onvermijdelijke
nevyhnutné	onvermijdelijk
nevyhnutné	onvermijdelijke
nevyhnutné	onvermijdelijk
nevyhnutné	vitale
nevyhnutné	vitaal
nevyhnutné	essentiële
nevyhnutné	onmisbaar
nevyhnutné	essentieel
zatknutý	arrestatie
zatknutý	arresteren
zatknutý	aanhouding
zatknutý	opgepakt
zatknutý	aangehouden
zatknutý	gearresteerd
zatknutý	aangehouden
scalemajor	scalemajor
vonkajší	buiten
vonkajší	buitenste
vonkajší	extern
vonkajší	uitwendig
vonkajší	externe
aplikácií	toepassingen
aplikácií	applicaties
aplikácií	aanvragen
aplikácií	toepassingen
aplikácií	apps
molekúl	moleculen
jedine	alleen
jedine	enkel
jedine	slechts
večné	eeuwigdurende
večné	eeuwige
večné	eeuwig
večné	eeuwige
večné	eeuwigdurende
nic	niks
nic	niets
nic	nic
nástroja	instrument
nástroja	gereedschap
nástroja	hulpprogramma
nástroja	tool
nástroja	instrument
nástroja	hulpmiddel
nástroja	werktuig
tennessee	tennessee
techniku	techniek
raymond	raymond
cicavcov	zoogdieren
cicavcov	zoogdieren
cicavcov	zoogdier
public	publiek
public	openbaar
príznaky	symptomen
príznaky	borden
príznaky	tekenen
príznaky	bordjes
príznaky	tekens
bruntál	bruntál
prijatá	ontvangen
prijatá	geaccepteerde
prijatá	aanvaard
prijatá	aanvaarde
prijatá	geaccepteerd
prijatá	toegelaten
prijatá	toegegeven
prijatá	geadopteerd
prijatá	aangenomen
prijatá	goedgekeurd
joan	johanna
joan	joan
rozhodnuté	opgeloste
rozhodnuté	vastbesloten
rozhodnuté	opgelost
rozhodnuté	besloot
rozhodnuté	besloten
rozhodnuté	besliste
patriarcha	patriarch
dunaji	donau
múr	prikbord
múr	wand
múr	muur
manhattan	manhattan
texase	texaanse
texase	texas
stráže	wachters
stráže	bewakers
kristus	christus
rozsiahly	uitgebreid
rozsiahly	uitgebreide
aristoteles	aristoteles
edwards	edwards
financie	financien
financie	financiën
financie	financieren
financie	financiën
plotarea	plotarea
klatovy	klatovy
nedeľu	zondag
nedeľu	sunday
svitavy	svitavy
maďarov	hongaren
ibm	ibm
kľúč	key
kľúč	sleutel
kľúč	toets
ochorenie	ziekte
ochorenie	ziekte
ochorenie	ziekte
kostolov	kerken
nadal	nadal
jacob	jacob
jacob	jakob
ťažba	extractie
ťažba	winning
ťažba	mijnbouw
ťažba	houtkap
ťažba	loggen
lesné	woud
lesné	bos
lesné	bossen
centrá	centra
centrá	centra
indonézie	indonesië
vlastná	eigen
vlastná	aangepaste
vlastná	maatwerk
vlastná	aangepast
ministrov	ministers
múzeá	musea
kováč	smid
šírenie	verspreiden
šírenie	verspreiding
šírenie	spread
šírenie	verspreiding
šírenie	verspreid
šírenie	verspreiden
obnovená	hervat
obnovená	verlengd
obnovená	vernieuwd
obnovená	hernieuwde
obnovená	vernieuwde
obnovená	hernieuwd
obnovená	gerestaureerde
obnovená	gerestaureerd
obnovená	hersteld
botanik	botanicus
kyselín	zuren
benz	benz
zeman	zeman
phoenix	feniks
phoenix	phoenix
gilmour	gilmour
rozvíjať	evolueren
rozvíjať	ontwikkelen
populárny	populaire
populárny	populair
metre	meters
metre	meter
metre	metro
metre	meters
metre	meter
rak	rak
rak	kanker
obavy	angst
obavy	vrees
obavy	angsten
obavy	bezorgdheid
verlag	verlag
cit	cit
dlhší	langere
dlhší	langer
frekvencia	frequentie
minútu	minuut
minútu	minuutje
register	inschrijven
register	register
register	registreren
register	griffie
register	register
bosna	bosnië
tvoje	je
tvoje	uw
tvoje	jouw
tvoje	uwe
maximum	maximale
maximum	maximaal
maximum	maximum
coa	coa
cas	cas
cas	cass
prijaté	genomen
prijaté	meegenomen
prijaté	ontvangen
prijaté	geaccepteerde
prijaté	aanvaard
prijaté	aanvaarde
prijaté	geaccepteerd
prijaté	toegelaten
prijaté	toegegeven
prijaté	geadopteerd
prijaté	aangenomen
prijaté	goedgekeurd
dno	bodem
dno	onderkant
dno	bottom
voz	wagon
voz	wagen
hradiště	hradiště
dôstojníkov	officiers
dôstojníkov	agenten
dôstojníkov	officieren
američania	amerikaan
američania	amerikanen
frederick	frederik
frederick	frederick
rozdeľuje	verdeelt
rozdeľuje	splitst
oheň	brand
oheň	vuren
oheň	vuur
garcía	garcía
ložiská	lagers
zrážky	aanvaring
zrážky	botsing
zrážky	aanrijding
zrážky	aftrek
zrážky	neerslag
zrážky	kapsels
alberto	alberto
byzantský	byzantijnse
russell	russell
kopca	bergop
kopca	heuvel
kopca	hill
kritici	critici
demokracia	democratie
autorstvo	auteurschap
kus	stuk
kus	stukje
možná	mogelijke
možná	mogelijk
slávny	beroemde
slávny	beroemd
turbo	turbo
brazílie	brazilië
nezávislých	zelfstandig
nezávislých	onafhankelijke
nezávislých	onafhankelijk
nezávislých	onafhankelijken
planétu	planet
planétu	planeet
spoločenský	sociale
spoločenský	sociaal
postupnosť	sequentie
postupnosť	volgorde
postupnosť	opeenvolging
arnold	arnold
ľahšie	eenvoudiger
ľahšie	gemakkelijker
ľahšie	makkelijker
usporiadané	gearrangeerd
usporiadané	geregeld
reaguje	reageert
reaguje	reageert
harold	harold
studio	atelier
studio	studio
teoreticky	theoretisch
bohuslav	bohuslav
kódy	codes
kódy	gedragscodes
podporovať	ondersteuning
podporovať	steun
podporovať	support
podporovať	ondersteunen
podporovať	aanmoedigen
koryto	rivierbedding
ľudmila	ludmilla
akt	acs
akt	handelen
akt	act
sultán	sultan
nepriamo	indirect
nepriamo	indirecte
nepriamo	onrechtstreeks
nepriamo	indirect
pápeži	pausen
povedomia	bekendheid
povedomia	bewustwording
povedomia	bewustzijn
modelka	model
občianskeho	civic
blízkom	middelste
blízkom	middle
blízkom	midden
vlk	wolf
volkswagen	volkswagen
sociológ	socioloog
chemická	chemisch
comba	comba
zur	zur
kongresu	congres
lászló	lászló
robot	bot
robot	robot
námornej	maritiem
pevný	stevig
pevný	massief
pevný	solide
pevný	vaste
alexandrovič	aleksandrovitsj
zahraničné	buitenlands
stuttgart	stuttgart
kovy	metalen
kovy	metal
kovy	metaal
kovy	metalen
hamburg	hamburg
oslobodenie	vrijstelling
oslobodenie	ontheffing
oslobodenie	bevrijding
oslobodenie	reliëf
oslobodenie	opluchting
bydlisko	inwoner
bydlisko	ingezetene
bydlisko	woonachtig
bydlisko	verblijfplaats
bydlisko	residentie
bydlisko	woonplaats
bydlisko	domicilie
mag	mag
bobby	bobby
napísali	schriftelijke
napísali	geschreven
napísali	schreven
napísali	schreef
tiger	tijger
nadácie	fundamenten
nadácie	stichtingen
nadácie	fundering
nadácie	funderingen
nadácie	grondslagen
detaily	details
detaily	bijzonderheden
kolektív	collectief
kolektív	collectieve
automobilový	automotive
automobilový	automobiel
philippe	philippe
ľad	ijs
ľad	ice
lese	bos
lese	bossen
lese	houtsoorten
mostov	bruggen
jadrovej	nucleaire
jadrovej	nucleair
rap	rappen
rap	rap
výraznejšie	scherpere
výraznejšie	scherper
odolnosť	robuustheid
odolnosť	tegenstand
odolnosť	weerstand
odolnosť	resistentie
odolnosť	verzet
odolnosť	veerkracht
jay	jay
podobnú	vergelijkbaar
podobnú	vergelijkbare
podobnú	soortgelijk
podobnú	soortgelijke
podobnú	gelijkaardig
teórií	theorieën
čou	zhou
záhreb	zagreb
leonardo	leonardo
sľuby	beloften
sľuby	beloftes
sľuby	toezeggingen
sľuby	beloften
sľuby	gelofte
sľuby	geloften
vertebrata	vertebrata
súčet	sum
súčet	som
umiestnenia	plaatsing
umiestnenia	locaties
umiestnenia	stages
umiestnenia	plaatsingen
umiestnenia	lokatie
umiestnenia	locatie
umiestnenia	ligging
formátu	indeling
formátu	opmaak
formátu	format
formátu	formatteren
formátu	formaat
záhrade	tuintje
záhrade	tuin
záujmov	belangen
záujmov	interesses
derby	derby
teréne	terrein
robinson	robinson
zubov	tanden
zubov	gebit
zubov	tandjes
bela	bela
sierra	sierra
prusko	pruisen
portugalský	portugese
portugalský	portugees
portugalský	portugezen
case	geval
case	case
case	zaak
vlakov	treinen
soľ	zout
castle	kasteel
zjednotenie	eenwording
zjednotenie	eenmaking
zjednotenie	eenmaking
väzba	bind
väzba	binden
väzba	bindende
väzba	bindend
väzba	binding
väzba	bindmiddel
väzba	binding
väzba	voogdij
väzba	hechtenis
väzba	bewaring
väzba	binding
väzba	obligatie
väzba	bond
tradícia	traditie
tradícia	tradities
povesti	geruchten
abovsko	abaúj
nástupcu	opvolger
aktuálny	huidig
aktuálny	huidige
aktuálny	actueel
aktuálny	actueel
katalóg	catalogus
katalóg	catalogus
nelson	nelson
rastú	groeien
sčítanie	volkstelling
sčítanie	census
výklad	interpretatie
výklad	uitlegging
výklad	vertolking
výklad	interpreteren
znamenal	betekende
znamenal	bedoeld
znamenal	bedoelde
výzbroje	bewapening
pozemné	terrestrische
pozemné	grond
pohľady	bezienswaardigheden
pohľady	weergaven
cestná	weg
zásah	storing
zásah	interferentie
zásah	inmenging
zásah	interventies
zásah	tussenkomst
zásah	interventie
warner	warner
zdravotné	medische
zdravotné	medisch
zdravotné	gezondheid
chybu	vergissing
chybu	fout
chybu	foutje
založiť	base
založiť	basis
jules	jules
prúdov	stromen
komédia	comedy
komédia	komedie
watanabe	watanabe
kresťanov	christenen
angel	engel
angel	angel
angel	engeltje
továrne	fabrieken
faktor	factor
litva	litouwen
zavraždený	vermoord
zavraždený	vermoorde
zavraždený	vermoord
phil	phil
rob	rob
rob	beroven
zastúpené	vertegenwoordigde
zastúpené	vertegenwoordigd
spôsobujú	veroorzaken
výkonný	uitvoerende
výkonný	uitvoerend
ponúkol	aangeboden
presun	overplaatsing
presun	transfer
presun	overdracht
presun	overdragen
presun	verplaatsen
presun	bewegen
presun	beweeg
presun	verplaats
presun	verplaatsen
presun	bewegen
presun	bewegend
presun	verhuizen
presun	bewegingen
presun	verplaatsing
presun	beweging
carter	carter
poistenie	verzekering
poistenie	verzekeringen
finančne	financieel
kroky	treden
kroky	stappen
kroky	stapjes
kroky	voetstappen
kroky	voetsporen
zmazať	verwijder
zmazať	verwijderen
zmazať	doorhalen
bohatý	rijk
bohatý	rijken
bohatý	rich
erich	erich
informatiky	informatica
suchá	droge
suchá	droog
suchá	drogen
poddruh	ondersoort
slnečná	zonne
slnečná	solar
infraštruktúra	infrastructuur
infraštruktúra	infrastructuren
svetom	wereld
nahrávanie	uploaden
nahrávanie	uploaden
nahrávanie	upload
nahrávanie	opnemen
nahrávanie	opname
nahrávanie	record
čítať	lezen
čítať	gelezen
čítať	lees
záchranu	redding
záchranu	reddingsteam
záchranu	redden
záchranu	rescue
wood	hout
klavirista	pianist
kabíny	hutten
kabíny	cabines
dutiny	holte
dutiny	sinussen
dutiny	gaatjes
mer	mer
organické	biologisch
organické	organische
organické	organisch
rybníky	vijvers
portálu	portal
portálu	poort
portálu	portaal
orientačné	indicatief
orientačné	indicatieve
vyvinuli	geëvolueerd
skutočné	real
skutočné	echte
skutočné	echt
skutočné	reëel
skutočné	eigenlijke
skutočné	werkelijke
domény	domeinen
návštevy	bezoekers
návštevy	bezoek
návštevy	bezoeken
návštevy	bezoeken
predstaviť	introduceren
citát	citeren
citát	quote
citát	citaat
citát	citeer
citát	citaat
citát	notering
citát	offerte
odborov	bonden
odborov	vakbonden
štvrté	vierde
štvrté	fourth
jonas	jonas
barry	barry
equus	equus
licencie	vergunningen
licencie	licenties
licencie	licenties
licencie	rijbewijs
licencie	licentie
licencie	vergunning
licencie	licenties
nákladu	cargo
nákladu	vracht
nákladu	lading
budovať	bouwen
budovať	opbouwen
hlboké	diep
hlboké	diepe
hlboké	deep
odhad	geraamd
odhad	geschat
odhad	schatting
odhad	geschatte
odhad	schatting
odhad	raming
odhad	inschatting
odhad	schatting
odhad	raming
vojnový	oorlog
folk	folk
koalície	coalitie
charakteristiky	karakteristieken
charakteristiky	kenmerken
charakteristiky	eigenschappen
charakteristiky	functies
charakteristiky	kenmerken
briti	britten
briti	britse
briti	brits
briti	britten
čínske	chinezen
čínske	chinees
čínske	chinese
mama	mama
mama	mamma
mama	mama
mama	moeder
mama	ma
mama	mam
mama	moeder
mama	moedertje
mama	mama
mama	mam
zisku	winsten
zisku	winst
zaznamenané	geregistreerd
zaznamenané	opgenomen
zaznamenané	genoteerd
zaznamenané	opgemerkt
zaznamenané	genoteerd
prepustený	vrijgelaten
prepustený	vrijgegeven
prepustený	uitgebracht
prepustený	geloosd
prepustený	ontslagen
venuša	venus
väzení	gevangenis
porážku	nederlaag
porážku	verslaan
budúci	volgende
budúci	volgend
harvard	harvard
olympic	olympic
olympic	olympisch
nepriateľov	vijanden
geometria	geometrie
geometria	meetkunde
reprezentácia	representatie
reprezentácia	vertegenwoordiging
priatelia	vrienden
priatelia	friends
verše	verzen
socialistická	socialist
socialistická	socialistisch
socialistická	socialistische
prince	prince
prince	prins
vrtuľníky	helikopters
vrtuľníky	helicopters
titan	titan
titan	titaan
cook	kook
cook	koken
cook	kok
cook	cook
diely	onderdelen
diely	delen
diely	snijwonden
diely	bezuinigingen
charlotte	charlotte
počuť	hoor
počuť	horen
chemicky	chemisch
matthew	matthew
emanuel	emanuel
oskar	oskar
oskar	oscar
predstavenie	prestaties
predstavenie	prestatie
predstavenie	toon
predstavenie	tonen
predstavenie	weergeven
predstavenie	show
bohato	rijkelijk
vraždy	moordzaken
vraždy	doodslag
vraždy	moord
vraždy	moord
vraždy	moorden
podvozok	chassis
zavedená	introduceerde
zavedená	ingevoerd
zavedená	geïntroduceerd
ensign	stuurman
ensign	cadet
ensign	vaandrig
ensign	kadet
lisa	lisa
vybrať	kies
vybrať	kiezen
vybrať	kies
vybrať	selecteren
vybrať	selecteer
činiteľ	factor
premenné	variabel
premenné	variabele
premenné	variabelen
fred	fred
adrian	adrian
dvořák	dvořák
štandardy	normen
štandardy	standaarden
štandardy	standaards
planéte	planet
planéte	planeet
čisté	net
čisté	netto
čisté	puur
čisté	zuiver
čisté	pure
čisté	zuivere
čisté	schoon
čisté	proper
čisté	schoonmaken
čisté	clean
ukončený	beëindigd
súbežne	tegelijk
súbežne	tegelijkertijd
súbežne	gelijktijdig
súbežne	parallel
súbežne	parallelle
tvrdenia	claims
tvrdenia	vorderingen
tvrdenia	beweringen
tvrdenia	beschuldigingen
tvrdenia	aantijgingen
tvrdenia	beweringen
tvrdenia	argumenten
tvrdenia	beweringen
alois	alois
ručne	handgemaakt
ručne	handgemaakte
ručne	manueel
ručne	handmatig
súkromný	prive
súkromný	privé
súkromný	particulier
scaleminor	scaleminor
plody	vruchten
plody	fruit
plody	vrucht
plody	vruchten
plody	fruit
fórum	fora
fórum	forums
fórum	forum
pestovanie	groeiende
pestovanie	toenemend
pestovanie	teelt
pestovanie	groeien
pestovanie	groeiend
pestovanie	aanplant
pestovanie	verbouw
pestovanie	teelt
relácia	sessie
relácia	zitting
cooper	cooper
nahradená	vervangen
logiky	logisch
logiky	logica
logiky	logische
pohyby	bewegingen
pohyby	verplaatsingen
pohyby	moves
pohyby	beweegt
psychológ	psycholoog
slávnosti	festival
slávnosti	feestdagen
slávnosti	festiviteiten
terminológia	terminologie
bytosti	wezens
bytosti	wezens
bytosti	schepsels
samice	vrouwtjes
samice	vrouwen
samice	vrouwelijke
samice	vrouw
samice	vrouwtje
samice	vrouwelijk
súradnice	coördinaat
súradnice	coördineren
súradnice	coördinaten
senátu	senaat
grafický	grafisch
grafický	grafisch
grafický	grafische
plukovník	kolonel
michelangelo	michelangelo
potomkov	nakomelingen
potomkov	nageslacht
potomkov	nakomeling
potomkov	kroost
potomkov	nakomelingen
potomkov	afstammelingen
potomkov	nageslacht
melbourne	melbourne
korunu	kroon
agent	agent
tém	onderwerpen
kapitola	hoofdstuk
železo	strijkijzer
železo	ijzer
jaroslava	jaroslava
spisy	geschriften
labe	elbe
konečný	definitief
konečný	finale
efektívne	efficient
efektívne	efficiënte
efektívne	efficiënt
efektívne	effectief
efektívne	effectief
efektívne	doeltreffend
efektívne	effectieve
efektívne	efficiënt
najnovšie	recente
najnovšie	recent
najnovšie	nieuwste
najnovšie	nieuwste
najnovšie	laatste
podal	overhandigd
dolní	dolní
kaplnke	kapel
sasko	saksen
modra	blue
modra	blauw
modra	blauwe
jadrom	kern
jadrom	core
papiera	paper
papiera	papier
platňa	plaat
platňa	bord
spol	associates
spol	vennoten
spol	medewerkers
spol	compagnons
hlasovať	stemmen
hlasovať	stemming
hlasovať	stem
hlasovať	stemmen
hlasovať	stemming
liverpool	liverpool
opravy	correcties
opravy	herstelling
opravy	reparatie
opravy	reparaties
opravy	herstellingen
opravy	herstelling
opravy	reparatie
opravy	repareren
dia	dia
mačky	katten
trestné	misdadiger
trestné	misdadig
trestné	crimineel
brigády	brigades
brigády	brigade
teológia	theologie
varšave	warschau
ľudský	menselijk
ľudský	menselijke
ľudský	mens
potrieb	behoeften
potrieb	noden
útek	ontsnappen
útek	ontsnapping
útek	ontsnappen
útek	escape
zaťaženie	laad
zaťaženie	laden
zaťaženie	laadt
zaťaženie	lasten
zaťaženie	inladen
zaťaženie	laden
tal	tal
vlastnil	eigendom
sarah	sarah
venované	gewijd
venované	toegewijde
venované	toegewijd
československo	tsjechoslowakije
spolupracovať	meewerken
spolupracovať	samenwerken
spolupracovať	meewerken
vyhlásenia	verklaringen
vyhlásenia	verklaringen
vyhlásenia	aangiften
vyhlásenia	aankondigingen
vyhlásenia	mededelingen
sebastian	sebastian
sebastian	sebastiaan
klaus	klaus
obsahujúce	bevatten
obsahujúce	bevattende
dôsledky	gevolgen
dôsledky	implicaties
dôsledky	consequenties
dôsledky	gevolgen
chomutov	chomutov
váhy	weegschalen
váhy	schubben
váhy	weegschaal
váhy	schalen
váhy	weegschaal
váhy	gewichten
váhy	gewicht
zámer	intentie
zámer	intentie
zámer	bedoeling
hladina	niveau
hladina	level
čreva	darmen
čreva	darm
iniciatívy	initiatieven
iniciatívy	initiatief
iniciatívy	initiative
symbolov	symbolen
mons	mons
empire	keizerrijk
empire	rijk
empire	imperium
empire	empire
vietname	vietnam
piatok	vrijdag
tvarov	vormen
používateľ	gebruiker
made	made
made	gemaakt
letci	flyers
etapy	fasen
etapy	etappes
etapy	stadia
pristál	geland
pristál	landde
pristál	aangeland
pristál	aangevoerde
rozširuje	verlengt
osád	nederzettingen
osád	schikkingen
žltý	gele
žltý	geel
abd	abd
odmietli	afgewezen
odmietli	geweigerd
novšie	nieuwere
novšie	nieuwer
jamie	jamie
náčelník	chef
náčelník	chief
náčelník	opperhoofd
náčelník	stamhoofd
sociálny	sociale
sociálny	sociaal
porto	porto
rozdielne	verschillend
rozdielne	verschillende
rozdielne	anders
rozdielne	uiteenlopende
deutsche	deutsche
adresu	adres
rumunský	roemeens
rumunský	roemeense
lebky	schedels
lebky	schedel
lebky	skull
úseky	afdelingen
úseky	secties
priemyselná	industrieel
priemyselná	industriële
pretekár	racer
kras	karst
uhlie	steenkool
uhlie	kolen
uhlie	kool
uhlie	houtskool
abeceda	alfabet
komédie	comedy
komédie	komedie
komédie	komedies
vrh	nest
vrh	nestje
kopa	stapelen
kopa	opstapelen
kopa	stapel
duchovné	geestelijke
duchovné	spirituele
duchovné	spiritueel
duchovné	geestelijk
extra	extra
nickelback	nickelback
vzdať	overgeven
vzdať	overgave
snahu	inspanning
nárok	claim
nárok	claimen
nárok	opeisen
chýb	fouten
chýb	vergissingen
chýb	fouten
chýb	vergissingen
chýb	beestjes
chýb	insecten
chýb	bugs
medi	koper
pokryté	bestreken
pokryté	gedekt
pokryté	bedekt
pokryté	overdekt
pokryté	gedekte
zavedený	introduceerde
zavedený	ingevoerd
zavedený	geïntroduceerd
jednotlivcov	particulieren
jednotlivcov	individuen
archeológ	archeoloog
archeológ	archeoloog
organizmus	organisme
junior	junior
životy	leeft
životy	levens
životy	woont
frekvencie	frequenties
frekvencie	frequentie
autobus	bus
výrobcu	producent
výrobcu	producer
výrobcu	producent
výrobcu	fabrikant
tisícročia	millennium
prednášky	lezingen
prednášky	lezing
prednášky	preek
prednášky	lezingen
ulrich	ulrich
akademický	academisch
akademický	academische
návrhov	suggesties
praktické	praktische
praktické	praktisch
estadio	estadio
počasie	weer
nominácia	voordracht
nominácia	nominatie
nominácia	nomineren
trio	trio
skúsenosť	ervaar
skúsenosť	ervaren
skúsenosť	ervaring
skúsenosť	ervaringen
najmladší	jongsten
najmladší	jongste
sklo	glas
sklo	glazen
