yang	янг
selatan	южна
stadium	стадиони
stadium	стадион
stadium	стадиона
tempat	място
tempat	места
besar	голямо
besar	големи
besar	голям
besar	голяма
besar	биг
besar	голямо
besar	големи
besar	голям
besar	голяма
tetapi	но
antara	между
pelajar	студенти
pelajar	ученици
pelajar	студентка
pelajar	ученик
pelajar	ученичка
pelajar	студент
utara	северно
utara	север
utara	северна
utara	северни
utara	северен
utara	северна
syarikat	корпорация
syarikat	корпорейшън
syarikat	дружество
syarikat	компания
syarikat	company
syarikat	рота
syarikat	фирма
syarikat	дружества
syarikat	фирми
syarikat	компании
beberapa	няколко
jumlah	суми
jumlah	сума
jumlah	количество
jumlah	общо
jumlah	общ
jumlah	обща
republik	републиканец
republik	републикански
republik	републиканска
republik	републиканци
republik	република
kumpulan	група
kumpulan	групово
kumpulan	групиране
kumpulan	групова
kumpulan	групи
tentera	военно
tentera	военен
tentera	военна
tentera	военни
tentera	войниците
tentera	войници
tentera	армията
tentera	армеец
tentera	армия
tentera	армейски
amerika	американска
amerika	американско
amerika	американски
amerika	американец
amerika	америка
turki	турция
turki	пуйка
turki	турците
turki	турци
turki	турчин
turki	турско
turki	турски
turki	турска
baru	ню
baru	ново
baru	нов
baru	нови
baru	нова
buah	боровинки
buah	плодове
buah	плод
buah	плодове
jawa	java
jawa	явански
bawah	дъното
bawah	отдолу
bawah	дъно
bawah	под
hari	денят
hari	ден
hari	дни
hari	дена
google	гугъл
google	google
pemain	играчи
pemain	плеър
pemain	играч
melayu	малайци
melayu	малайски
kerajaan	кралство
kerajaan	царство
kerajaan	империята
kerajaan	емпайър
kerajaan	империя
kerajaan	правителство
sama	равен
sama	равно
sama	равни
sama	същият
sama	същата
sama	същото
iran	иранци
iran	иран
iran	ирански
ahli	член
ahli	членове
ahli	членовете
kedua	второ
kedua	второ
kedua	втора
kedua	втори
pasukan	войски
pasukan	военнослужещи
pasukan	войска
pasukan	войници
pasukan	отбори
pasukan	екипи
pasukan	тийм
pasukan	отбор
pasukan	отбора
pasukan	екип
pasukan	team
islam	ислямска
islam	ислямски
islam	ислям
islam	исляма
mana	мана
mana	къде
ketua	шефе
ketua	началник
ketua	председателят
ketua	председател
masa	времето
masa	време
lagu	песен
lagu	песничка
lagu	песните
lagu	песни
style	стил
jerman	германец
jerman	германски
jerman	немски
jerman	немска
jerman	германска
jerman	германия
jerman	германци
jerman	немци
jerman	германците
jalan	пътят
jalan	път
jalan	road
jalan	пътя
gmt	gmt
cet	cet
utama	основни
utama	основна
utama	главна
utama	главен
utama	главни
utama	първична
utama	първични
utama	първичен
utama	първично
banyak	mnogo
banyak	много
salah	неправилно
salah	неправилен
salah	неправилна
salah	грешно
salah	грешка
apabila	когато
apabila	кога
bahagian	участък
bahagian	разделение
bahagian	дивизия
bahagian	деление
bahagian	сечение
bahagian	секция
bahagian	раздел
bahagian	части
bahagian	секции
bahagian	участъци
bahagian	раздели
bahagian	част
menggunakan	използвайки
lagi	отново
lagi	пак
lagi	повече
lagi	още
jenis	вид
jenis	тип
jenis	типове
jenis	видове
sungai	реки
sungai	реките
sungai	ривърс
sungai	ривър
sungai	река
sungai	реката
kota	град
kota	градът
kota	сити
kota	city
jepun	япония
jepun	японско
jepun	японска
jepun	японци
jepun	японец
jepun	японски
anak	дете
ada	там
ada	ейда
ada	ада
tanah	земи
tanah	земя
tanah	почви
tanah	почва
tanah	земи
tanah	земя
national	национална
national	национални
national	национален
national	национално
bersama	взаимно
bersama	взаимен
bersama	взаимни
bersama	взаимна
bersama	заедно
dikenali	призната
dikenali	признати
dikenali	разпознат
dikenali	признат
dikenali	позната
dikenali	известни
dikenali	познат
dikenali	известна
dikenali	известен
dikenali	разпознаваем
hanya	просто
hanya	само
sebelum	преди
air	вода
air	водата
air	води
air	уотърс
air	водите
air	air
air	въздуха
air	въздушно
air	въздушен
air	въздух
sepanyol	испания
sepanyol	испанци
sepanyol	испанска
sepanyol	испанско
sepanyol	испански
raja	раджа
raja	крал
raja	кинг
raja	кралят
raja	цар
raja	краля
perang	войната
perang	война
perang	войните
perang	войни
wanita	дами
wanita	дамски
wanita	жената
wanita	жена
wanita	жени
wanita	жените
kuala	куала
sistem	система
sistem	системата
sistem	системни
sistem	системи
pulau	острова
pulau	island
pulau	остров
pulau	островът
pulau	айлънд
team	тийм
team	отбор
team	отбора
team	екип
team	team
provinsi	провинцията
provinsi	провинция
provinsi	провинции
kanak	дете
termasuk	включени
termasuk	включено
termasuk	включена
termasuk	включен
termasuk	включително
termasuk	включват
termasuk	включва
pendidikan	образователна
pendidikan	образователен
pendidikan	образователно
pendidikan	образователни
pendidikan	обучение
pendidikan	образование
pendidikan	възпитание
musim	сезон
musim	сезона
musim	сезоните
musim	сезони
penduduk	пребиваващи
penduduk	обитатели
penduduk	жители
penduduk	популация
penduduk	население
kini	сега
semasa	ток
semasa	текущ
semasa	текуща
semasa	текущи
semasa	настоящ
semasa	докато
carian	търсения
carian	търси
carian	търсене
kemudian	тогава
serbia	сърбия
serbia	сърбите
serbia	сърби
serbia	сръбска
serbia	сръбско
serbia	сърбин
serbia	сръбски
tiga	три
tiga	трима
keseluruhan	преглед
keseluruhan	обзор
keseluruhan	цялата
keseluruhan	цяла
keseluruhan	цял
keseluruhan	цялото
tinggi	висок
tinggi	висока
tinggi	високи
tinggi	високо
tinggi	ръст
tinggi	височина
guru	учителка
guru	учител
guru	преподаватели
guru	учителите
guru	учители
czech	чешки
czech	чешката
czech	чешка
wikipedia	уикипедия
melalui	виа
melalui	via
melalui	чрез
melalui	чрез
melalui	през
setiap	всяка
setiap	всеки
setiap	всяко
setiap	всяка
setiap	всеки
menteri	министър
menteri	министри
menteri	министрите
semua	всички
semua	всичко
bulan	муун
bulan	луна
bulan	луната
bulan	месеца
bulan	месеци
bulan	месеците
bulan	месец
kapal	кораб
kapal	съд
kapal	кораб
kapal	корабите
kapal	кораби
kecil	малка
kecil	малки
kecil	малък
kecil	дребен
taman	парк
taman	park
taman	градински
taman	градината
taman	гардън
taman	градинка
taman	градина
taman	паркс
taman	паркове
taman	парковете
album	албум
album	албуми
album	албумите
azerbaijan	азербайджан
azerbaijan	азербайджан
new	ню
new	ново
new	нов
new	нови
new	нова
club	club
club	клуб
club	клубът
mukim	енория
mukim	париш
mukim	периш
eropah	европа
eropah	европейско
eropah	европейски
eropah	европеец
eropah	европейска
inggeris	англия
inggeris	английски
inggeris	bulgarian
inggeris	англичани
gambar	снимка
gambar	картинка
gambar	снимки
gambar	картинки
gambar	картини
gambar	снимки
gambar	снимките
batu	камъни
batu	каменна
batu	стоун
batu	камък
batu	скала
batu	rock
batu	рок
batu	скали
batu	камък
buku	книгите
buku	книги
rumah	дом
rumah	домашен
rumah	вкъщи
rumah	къщи
rumah	къщите
rumah	house
rumah	къща
rumah	къщата
rumah	хаус
bola	топка
bola	бал
bola	бол
kedudukan	позиция
kedudukan	положение
kedudukan	длъжност
kedudukan	класиране
kedudukan	разполагане
kedudukan	позициониране
huruf	буквите
huruf	букви
huruf	писма
huruf	писмо
huruf	буква
itali	италия
itali	италианска
itali	италианец
itali	италиански
itali	италианско
laporan	докладване
laporan	доклад
laporan	докладване
laporan	отчитане
laporan	отчети
laporan	доклади
data	дейта
data	данни
flag	знамена
flag	флагове
flag	знамената
china	порцелан
china	китай
china	чайна
china	китайци
china	китайска
china	китайско
china	китайски
china	китаец
pusat	центровете
pusat	центрове
pusat	центровете
pusat	центрове
pusat	централно
pusat	централен
pusat	централа
pusat	централни
pusat	централна
pusat	център
pusat	център
sultan	султан
sultan	султанът
sultan	султана
country	държава
country	страна
paling	повечето
rasmi	официален
rasmi	официално
rasmi	официална
murid	последователи
murid	студенти
murid	ученици
murid	ученик
kali	кали
bersatu	обединена
bersatu	единна
bersatu	обединен
bersatu	обединени
bersatu	обединена
bersatu	обединен
bersatu	юнайтед
bersatu	обединено
bersatu	обедини
masih	още
naib	порок
naib	пороци
anjing	куче
anjing	кучето
anjing	дог
anjing	кучета
mula	начало
mula	старт
mula	започнете
mula	стартиране
semula	отново
semula	пак
awal	ранни
awal	рано
awal	ърли
pelakon	актьори
pelakon	актьорите
pelakon	актриса
pelakon	актриси
pelakon	актрисата
pelakon	актьор
terhadap	срещу
terhadap	против
peta	карта
peta	картата
peta	картите
peta	карти
bentuk	формата
bentuk	форма
pernah	някога
bin	кошче
bin	бин
waktu	времето
waktu	време
mendapat	получава
kereta	автомобил
kereta	кола
kereta	колата
kereta	автомобили
kereta	коли
kereta	влака
kereta	влакът
kereta	влак
kuasa	пауърс
kuasa	сили
kuasa	правомощия
kuasa	мощност
kuasa	сила
kuasa	власт
kuasa	мощ
clubnat	clubnat
sejarah	историческа
sejarah	исторически
sejarah	историческо
sejarah	историята
sejarah	история
walaupun	макар
walaupun	макар
report	докладване
report	доклад
masjid	масджид
masjid	джамии
masjid	джамията
masjid	джамия
sendiri	сама
sendiri	сам
sendiri	собствен
sendiri	собствена
sendiri	собствено
sendiri	собствени
piala	трофей
piala	чашка
piala	чаша
piala	купа
piala	къп
pecahan	разбивка
pecahan	срив
pecahan	фракции
pecahan	фракция
kira	кира
kira	изчисли
kira	изчисляване
pilihan	избор
pilihan	незадължително
pilihan	незадължителни
agama	религията
agama	религия
agama	религиозни
agama	религиозно
agama	религиозен
agama	религиозна
agama	религии
pos	post
pos	публикация
pos	публикуване
pos	пост
pos	пощенски
jakarta	джакарта
universiti	университетите
universiti	университети
universiti	университет
universiti	university
universiti	университета
antarabangsa	международно
antarabangsa	международен
antarabangsa	интернешънъл
antarabangsa	международни
antarabangsa	международна
kuno	древни
kuno	древен
kuno	древно
kuno	древна
parti	парти
parti	party
parti	купон
parti	партия
parti	партита
parti	партии
parti	купони
parti	страни
bermula	започна
bermula	започва
bermula	започване
bermula	започва
para	пара
pula	пула
saya	сая
pelbagai	множествена
pelbagai	многобройни
pelbagai	множество
pelbagai	мулти
pelbagai	различни
kadar	ставка
kadar	ставки
bukan	не
perak	сребърна
perak	сребърни
perak	силвър
perak	сребро
perak	сребърен
meter	метър
meter	метра
meter	метри
meter	метър
meter	метри
abdul	абдул
asia	азиатски
asia	азиатска
asia	азия
burung	птиче
burung	бърд
burung	птичка
burung	птица
burung	птички
burung	птиците
burung	птици
september	септември
bukit	букит
bukit	хълм
bukit	хил
bukit	hill
diri	селф
kepelbagaian	разнообразие
kepelbagaian	многообразие
kepelbagaian	разнообразие
kepelbagaian	сорт
kepelbagaian	разновидност
kepelbagaian	диверсификация
kepelbagaian	вариант
jantina	пол
jantina	пола
jantina	секс
jantina	секса
jantina	сексът
januari	януари
pokok	трий
pokok	дървото
pokok	дръвче
pokok	дърво
pokok	дърветата
pokok	дървета
pokok	дръвчета
jun	джун
jun	юни
bar	пръти
bar	барове
bar	решетки
bar	решетките
bar	бар
bar	барът
perdana	прайм
pentadbiran	администратор
pentadbiran	администриране
pentadbiran	администрация
pentadbiran	администратори
ibu	мамо
ibu	мама
ibu	майка
ibu	майко
cina	порцелан
cina	китай
cina	чайна
cina	китайци
cina	китайска
cina	китайско
cina	китайски
cina	китаец
ogos	декември
ogos	дек
ogos	август
ogos	аугуст
datuk	дядовци
datuk	дядо
datuk	дядо
nombor	брой
nombor	число
nombor	номер
nombor	числа
nombor	цифри
siri	серия
siri	поредица
siri	сериал
siri	серии
siri	сири
rakyat	фолк
rakyat	народни
rakyat	народ
rakyat	хора
rakyat	хората
jpg	jpg
bahan	съставки
bahan	съставките
bahan	материал
bahan	материали
bahan	материално
bahan	материалите
bahan	материали
lama	лама
imagesize	imagesize
populasi	популация
populasi	население
april	ейприл
april	април
empat	четири
empat	четирима
kode	код
ideologi	идеология
ideologi	идеологии
muzik	music
muzik	музиката
muzik	музика
mac	мак
mac	март
biasa	обичайно
biasa	обичайното
biasa	редовно
biasa	редовен
biasa	редовни
biasa	редовна
bangunan	изграждане
bangunan	сграда
bangunan	сградата
bangunan	сгради
pesawat	вс
pesawat	самолети
pesawat	самолети
pesawat	самолет
manusia	човеци
manusia	човеците
manusia	човешка
manusia	човешко
manusia	човек
manusia	човешки
mei	май
mei	мей
garuda	гаруда
november	ноември
zaman	заман
sekitar	около
sekitar	наоколо
british	британско
british	британци
british	британска
british	британец
british	британски
berjaya	успешна
berjaya	успешни
berjaya	успешен
berjaya	успешно
berjaya	успешно
berjaya	успех
berjaya	успехи
hidup	живот
hidup	живота
hidup	life
hidup	лайф
hidup	животът
anugerah	подарък
anugerah	дарба
anugerah	дар
anugerah	възлагане
anugerah	награда
anugerah	награди
lumpur	кал
lumpur	калта
lumpur	тиня
lumpur	кални
lumpur	тиня
juta	милион
utc	utc
location	местоположение
location	място
location	местонахождение
location	локация
mampu	способно
mampu	способен
mampu	способна
mampu	способни
arab	арабин
arab	арабски
arab	арабска
arab	арабия
arab	арабски
arab	арабска
arab	арабите
arab	араби
biasanya	обикновенно
biasanya	обикновено
biasanya	обикновено
pembangunan	развитие
pembangunan	разработване
pembangunan	разработка
membaca	чете
membaca	чета
membaca	четенето
membaca	четене
disember	декември
lahir	родени
lahir	роден
lahir	родена
lahir	раждането
lahir	раждане
lahir	рождение
perlawanan	кибрит
perlawanan	съвпада
perlawanan	мачове
perlawanan	съвпадения
perlawanan	съпротива
perlawanan	резистентност
perlawanan	устойчивост
perlawanan	съпротивление
peringkat	редиците
peringkat	редици
politik	политици
politik	политиката
politik	политика
politik	политическа
politik	политически
politik	политическо
united	обединени
united	обединена
united	обединен
united	юнайтед
united	обединено
julai	юли
julai	ноември
tanpa	без
label	етикети
label	етикетите
label	етикет
udara	air
udara	въздуха
udara	въздушно
udara	въздушен
udara	въздух
gunung	планински
gunung	планина
gunung	планината
gunung	връх
gunung	хълм
gunung	планина
gunung	монтиране
gunung	планината
majlis	съветът
majlis	съвет
majlis	съвета
majlis	повод
oktober	октомври
sukan	спорт
sukan	спортен
sukan	спортни
sukan	спортен
sukan	спорт
sukan	спортно
sukan	спортове
kebanyakan	повечето
seri	серия
seri	поредица
seri	сериал
seri	серии
asal	произход
sahaja	само
sahaja	единствено
tentang	относно
norway	норвежки
norway	норвегия
sebahagian	частична
sebahagian	частични
sebahagian	частичен
sebahagian	частично
apa	apa
diterbitkan	публикувани
diterbitkan	публикуван
diterbitkan	публикувана
diterbitkan	публикувано
hak	права
mata	очи
mata	очите
mata	окото
mata	око
mata	мата
masyarakat	общество
masyarakat	обществото
masyarakat	общества
isbn	isbn
terdiri	съставен
terdiri	съставени
terdiri	съставена
terdiri	съставено
membentuk	оформянето
membentuk	оформяне
singapura	сингапур
abad	век
abad	вековен
abad	века
ketinggian	височина
ketinggian	височини
ketinggian	хайтс
ketinggian	височина
ketinggian	ръст
ketinggian	височина
liga	лиги
liga	лига
liga	лига
liga	лигата
liga	лига
korea	корейци
korea	корейците
korea	корейски
korea	корея
keluarga	фамилии
keluarga	семейства
keluarga	семейство
keluarga	семейството
watak	характер
watak	знаци
watak	герои
watak	символи
sumber	източник
sumber	ресурс
sumber	ресурси
sumber	ресурси
sumber	източници
mengikut	следва
menyebabkan	каузи
menyebabkan	причини
menyebabkan	причинява
membawa	носене
pejabat	офиси
pejabat	офисите
pejabat	кабинет
pejabat	офисът
pejabat	офис
pejabat	офиса
saint	сейнт
saint	свети
saint	светица
saint	светец
menerima	получаване
menerima	получаващи
menerima	получаване
menerima	приема
dasar	полици
dasar	политики
dasar	политиката
dasar	полица
dasar	политика
anda	си
anda	ти
anda	ви
aras	нива
aras	равнища
aras	равнище
aras	ниво
februari	февруари
kata	казва
kata	ката
ramai	претъпкан
terkenal	прочут
kementerian	министерство
kementerian	министерството
ahmad	ахмад
aircraft	вс
aircraft	самолети
dewan	съветът
dewan	съвет
dewan	съвета
juara	шампион
juara	шампиона
juara	шампионка
juara	шампиони
juara	шампионите
sering	често
australia	австралийски
australia	австралия
web	web
web	уеб
aceh	аче
kerja	работа
kerja	труд
kerja	работи
dibina	построени
dibina	изградена
dibina	построена
dibina	построено
dibina	построен
dibina	построени
dibina	конструирани
dibina	изградено
panas	горещи
panas	гореща
panas	горещо
panas	секси
panas	горещина
panas	жега
panas	топлина
reference	препратка
reference	позоваване
reference	референтни
group	група
group	групово
group	групиране
group	групова
alam	алам
alam	естество
alam	природа
alam	природата
http	http
kelas	класи
kelas	класовете
kelas	класове
kelas	клас
kelas	класа
rendah	долно
rendah	ниско
rendah	ниски
rendah	нисък
rendah	ниска
kod	код
kod	кодове
bumi	земно
bumi	земята
bumi	земен
bumi	земя
bumi	земляните
ketiga	трети
ketiga	трета
ketiga	трето
daya	дая
panjang	дължина
panjang	дълги
panjang	дълго
panjang	дълъг
panjang	лонг
bidang	фийлдс
bidang	поля
bidang	полетата
bidang	полета
bidang	полето
bidang	поле
lima	лима
lima	пет
kelab	club
kelab	клуб
kelab	клубът
kelab	клубове
kelab	спатия
kelab	клубовете
kelab	стикове
welcome	заповядайте
video	запис
video	видеоклип
video	видео
video	видеоклипове
video	клипове
api	огън
api	пожар
api	api
api	пламък
api	пламъци
api	пламъците
sri	шри
umum	обща
umum	общи
umum	генерал
owl	сова
owl	бухал
owl	сови
keadaan	щат
keadaan	държава
keadaan	държавно
sarawak	саравак
memberi	даване
cara	начини
cara	кара
perkhidmatan	услуги
perkhidmatan	служби
perkhidmatan	услуга
perkhidmatan	служба
perkhidmatan	сервиз
perkhidmatan	обслужване
perkhidmatan	услуги
unit	звена
unit	единици
unit	поделение
unit	единица
sangat	много
persekutuan	алианса
persekutuan	алианс
persekutuan	съюз
persekutuan	федерация
persekutuan	федерацията
persekutuan	федерален
persekutuan	федерално
persekutuan	федерална
persekutuan	задругата
persekutuan	съюзи
makanan	храни
makanan	храна
makanan	храни
ekonomi	икономика
ekonomi	икономическа
ekonomi	икономическо
ekonomi	икономически
ekonomi	икономия
ekonomi	икономика
versi	версия
versi	версиите
versi	версии
sementara	временна
sementara	временни
sementara	временен
sementara	временно
haiwan	животни
haiwan	животните
haiwan	животното
haiwan	животно
haiwan	животни
haiwan	животинска
haiwan	животински
sabah	сабах
penting	важно
penting	важен
penting	важни
penting	важна
penting	съществени
penting	съществена
penting	съществено
merah	ред
merah	червена
merah	червен
merah	червени
merah	червено
seni	изкуства
seni	изкуствата
seni	изкуство
seni	арт
seni	изкуството
seni	art
seni	изкуство
perlu	необходимост
perlu	нужда
perlu	потребност
latd	latd
sekali	веднъж
longd	longd
sdn	sdn
stesen	станция
stesen	station
stesen	гара
stesen	станции
latns	latns
longew	longew
polis	полицай
polis	ченге
polis	ченгето
polis	полиция
polis	полицаи
muda	млада
muda	младо
muda	млади
muda	йънг
muda	млад
amat	изключително
amat	извънредно
fail	досиета
fail	файлове
fail	файл
fail	файлът
fail	досие
serangan	атакува
serangan	атентати
serangan	атаки
serangan	нападения
serangan	атака
serangan	нападение
putih	бяла
putih	бели
putih	бял
putih	бяло
berbeza	различна
berbeza	различно
berbeza	различни
berbeza	различен
berbeza	варира
haji	хадж
haji	хаджи
sains	науката
sains	наука
sains	науките
sains	науки
gol	цел
gol	гол
hasil	резултати
hasil	добив
hasil	доходност
penyanyi	певци
penyanyi	певецът
penyanyi	певица
penyanyi	сингър
penyanyi	певец
permainan	хазарт
permainan	игри
permainan	мач
permainan	гейм
permainan	играта
permainan	игра
permainan	игри
awam	публично
awam	публични
awam	публична
awam	обществено
awam	публичен
awam	обществени
muhammad	мохамед
badan	тялото
badan	тяло
badan	телесно
tempatan	локално
tempatan	локална
tempatan	местна
tempatan	локално
tempatan	местно
tempatan	местни
tempatan	местен
tempatan	местни
tempatan	местност
kejohanan	състезания
kejohanan	конкурси
kejohanan	първенство
kejohanan	шампионат
kejohanan	първенство
kejohanan	шампионат
kejohanan	турнир
berasal	произхождат
berasal	произтича
com	com
com	ком
komuniti	общности
komuniti	общностите
komuniti	общност
komuniti	общността
belanda	нидерландия
belanda	нидерландски
belanda	холандия
belanda	холандия
belanda	холанд
belanda	холандец
belanda	нидерландски
belanda	дъч
belanda	холандски
menunjukkan	указва
kaki	крак
kaki	крака
kaki	крака
kaki	краката
kaki	крачета
kaki	крак
kaki	фут
kaki	крака
kaki	краката
kaki	крачета
nepal	непал
cinta	обич
cinta	любов
cinta	любовта
cinta	обичам
bermain	играе
bermain	свирене
bermain	играят
belakang	зад
belakang	назад
belakang	обратно
belakang	гръб
belakang	задна
belakang	заден
belakang	отзад
belakang	задни
belakang	задно
pengguna	потребители
pengguna	потребителите
pengguna	ползватели
pengguna	потребителски
pengguna	потребител
pengguna	ползвател
tempoh	времетраене
tempoh	продължителност
tempoh	период
tempoh	срокове
tempoh	периоди
popular	популярно
popular	популярен
popular	популярна
popular	популярни
maklumat	информация
maklumat	info
maklumat	инфо
maklumat	информация
maklumat	информиране
hitam	черни
hitam	черно
hitam	черна
hitam	черен
shah	шах
kemudiannya	тогава
memberikan	даване
pegawai	офицери
pegawai	полицаи
pegawai	офицер
pegawai	полицай
warna	цветове
warna	цветове
warna	цвят
warna	цветен
warna	цветно
warna	цветове
warna	цветна
warna	цветове
warna	цвят
warna	цветен
warna	цветно
city	град
city	градът
city	сити
city	city
penggunaan	използване
penggunaan	употреба
hampir	почти
latm	latm
longm	longm
program	програмата
program	програма
program	програма
program	програми
perkataan	поговорки
perkataan	дума
perkataan	думите
perkataan	думи
jawatankuasa	комитет
jawatankuasa	комисия
seed	семе
seed	семена
parlimen	парламентарна
parlimen	парламентарни
parlimen	парламента
parlimen	парламентът
parlimen	парламент
london	london
london	лондон
dianggap	разглеждания
dianggap	разглеждан
menyertai	съединени
sesetengah	някои
tenggara	югоизточна
tenggara	югоизток
hutan	гори
hutan	горите
hutan	уудс
hutan	форест
hutan	гора
hutan	горски
contoh	мостра
contoh	проба
contoh	извадка
contoh	примерна
contoh	пример
contoh	примери
bintang	звезден
bintang	звезда
bintang	звездички
bintang	звездите
bintang	звезди
dikeluarkan	издадена
dikeluarkan	издаден
dikeluarkan	емитирани
dikeluarkan	издадени
dikeluarkan	издадено
dikeluarkan	премахната
dikeluarkan	премахнато
dikeluarkan	премахнат
dikeluarkan	премахнати
dikeluarkan	отстранени
dikeluarkan	освободена
dikeluarkan	освободен
dikeluarkan	освободени
spesies	видове
spesies	вид
diadakan	държана
diadakan	проведе
diadakan	държани
diadakan	държан
sekarang	сега
sudah	вече
pengarah	директорът
pengarah	режисьор
pengarah	директор
pengarah	директорите
pengarah	режисьори
pengarah	директори
world	свят
world	света
fifa	фифа
pantai	beach
pantai	плажът
pantai	плаж
pantai	бряг
pantai	плажа
pantai	плажове
pantai	плажовете
pertempuran	битка
pertempuran	сражения
pertempuran	битки
pertempuran	битките
pertempuran	битката
pertempuran	битка
afrika	африка
afrika	африканска
afrika	африкански
sembilan	nine
sembilan	девет
karya	шедьовър
jam	часове
jam	час
jam	часовник
drama	драмата
drama	драма
drama	драми
istilah	терминология
top	top
top	топ
top	върха
portal	портали
portal	портал
masalah	проблем
masalah	проблеми
masalah	проблемите
masalah	беля
masalah	неприятности
masalah	беда
masalah	проблем
masalah	проблеми
john	джон
john	йоан
mati	умри
mati	умирай
mati	мъртви
mati	мъртва
mati	мъртъв
mengandungi	съдържа
eest	eest
eet	eet
berkenaan	приложими
berkenaan	приложимо
berkenaan	приложим
berkenaan	приложима
ali	али
pelajaran	поуки
pelajaran	уроци
pelajaran	урок
pelajaran	поука
ikan	риби
ikan	фиш
ikan	риба
asli	истински
membantu	помага
membantu	полезна
membantu	полезно
membantu	полезни
membantu	полезен
membantu	помощ
berbanding	сравнена
khas	специалитети
khas	типично
khas	типичен
khas	типична
khas	типични
rusia	руснак
rusia	руски
rusia	руснаци
rusia	руска
rusia	руско
rusia	русия
rusia	руснаци
rusia	руснаците
keputusan	решението
keputusan	решение
keputusan	решения
keputusan	резултати
bandaraya	град
bandaraya	градът
bandaraya	сити
bandaraya	city
bandaraya	градове
bandaraya	градовете
single	единични
single	сингъла
single	необвързани
single	необвързан
single	единична
single	сингъл
single	необвързана
single	единичен
imej	изображения
imej	образи
imej	имидж
imej	картинка
imej	образ
imej	изображение
purata	среден
purata	средно
malam	вечер
malam	нощ
malam	нощта
rom	римски
rom	римлянин
rom	роман
rom	римска
rom	рим
rom	ром
jaya	джая
menyatakan	заявено
tambahan	допълнителни
tambahan	допълнителна
tambahan	допълнителен
tambahan	допълнително
tambahan	допълнителни
tambahan	допълнително
tambahan	екстра
tambahan	добавка
tambahan	добавяне
tambahan	допълнение
tan	тон
tan	тан
tan	тен
tan	тон
empayar	империи
empayar	империята
empayar	емпайър
empayar	империя
bebas	независима
bebas	независими
bebas	независим
hal	хал
laluan	пътека
laluan	път
industri	индустрии
industri	отрасли
industri	промишлеността
industri	индустрия
industri	промишленост
industri	промишлен
industri	индустриален
industri	индустриални
industri	промишлени
industri	индустриална
proses	процес
proses	процеси
proses	процесите
pusingan	кръгове
pusingan	рунда
pusingan	кръгла
pusingan	кръгли
pusingan	рунд
