年	سال
自己	خودم
張	چنگ
張	چانگ
張	چانگان
張	ژانگ
張	شانگ
內	درونی
主	لرد
主	پروردگارا
雷	پرتو
管理	مدیریت
管理	مدیریت
管理	مدیریت
成為	بشوی
建	بسازم
建	ساختن
建	بساز
建	بسازید
建	بسازی
性	معلولیت
性	جنسی
性	سکس
性	جنسیت
性	جنسی
成	سونگ
成	سانگ
代表	نمایندگان
代表	نماینده
代表	واگذاری
代表	نماینده
那	پس
公里	کیلومتر
公里	کیلومتر
公里	kms
公里	کیلومتر
海	دریا
海	دریای
海	بحر
海	اقیانوس
海	اقیانوسی
這	این
大學	دانشگاههای
大學	دانشگاهها
大學	دانشگاه
大學	qom
大學	کالج
大學	دانشکده
大學	دانشگاه
大學	دانشگاهی
版	ورژن
版	نسخۀ
版	نسخه
從	از
原	اصیل
原	اصلی
原	اوریجینال
原	هارا
工作	شغل
工作	کار
工作	ایوب
工作	کار
工作	کاری
工作	کارها
工作	جابز
工作	کارهای
工作	کار
北	کیتا
北	شمالی
北	نورث
北	شمال
政治	سیاست
政治	سیاسی
星	استار
星	ستاره
星	ستارگان
她	اون
她	او
陳	چن
陳	چان
陳	chan
陳	تران
他的	او
河	ریور
河	رود
河	رودخانه
文化	تمدن
文化	فرهنگی
文化	فرهنگ
文化	فرهنگهای
馬	اسبان
馬	اسب
馬	اسبها
馬	اسب
氏	قبیله
氏	خاندان
氏	طایفه
氏	thi
更	دیگر
更	بیشتر
曼	مان
電影	فیلمی
電影	فیلم
電影	فیلمش
電影	سینمایی
電影	سینما
電影	سینمای
電影	cinema
電影	فیلم
電影	film
電影	سینما
電影	فیلمهایی
電影	فیلم
電影	فیلمها
季	فصل
季	فصلها
季	فصول
龍	اژدهایان
龍	ریه
龍	لونگ
龍	لانگ
龍	اژدهای
龍	دراگون
龍	اژدها
女	زن
女	زنی
女	نسوان
女	زن
女	مؤنث
女	مونث
女	ماده
正式	رسما
正式	صوری
正式	رسمی
明	مینگ
美	زیباست
美	زیبا
美	خوشگل
美	قشنگ
美	زیبایی
美	زیبای
字	سخن
字	کلمه
字	واژه
字	کلام
字	کلمات
字	واژه
因為	چون
北京	پکن
北京	پکن
不同	متفاوت
足球	soccer
足球	فوتبال
足球	football
足球	فوتبال
目前	جاری
目前	جریان
所有	همه
部分	جزئی
中央	مرکزی
中央	سنترال
中央	مرکز
森	sen
森	سن
郡	شهرستان
郡	کانتی
國家	کانتری
國家	کشوری
國家	کشور
國家	مملکت
國家	ییلاق
國家	حالت
國家	استیت
國家	دولت
國家	وضعیت
國家	ایالت
國家	نشنال
國家	ملی
國家	کشورها
球	بال
球	توپ
生	خام
生	راو
生	raw
但是	ولی
但是	اما
街	استریت
街	خیابانی
街	خیابان
街	خیابون
提供	روزی
提供	فراهم
城市	شهری
城市	شهر
城市	سیتی
城市	شهرها
一些	بعضیها
一些	برخی
長	طولانی
長	لانگ
長	دراز
水	آب
人物	شخصیت
人物	نویسه
軍	لشگر
軍	ارتش
軍	ارتشی
軍	سپاه
軍	لشکر
加入	بپیوندید
加入	پیوستن
加入	الحاق
英	یینگ
上海	شانگهای
史	شی
第三	سومین
第三	سومی
第三	سوم
魚	فیش
魚	ماهیان
魚	ماهی
波	موج
波	موجی
回	عقب
回	پشت
回	باز
回	برگشت
無	هیچکدام
吉	کت
你	تو
你	شما
方	فنگ
方	فانگ
話	گویش
話	ایرونی
東	شرق
東	شرقی
東	دونگ
英國	انگلستان
英國	انگلیس
周	هفته
周	هفتۀ
周	هفته
周	ژو
周	چاو
石	شی
石	سنگ
石	استون
石	سنگی
石	سنگسار
事件	حادثه
事件	واقعه
事件	حوادث
事件	رویدادهای
事件	رویدادها
事件	حوادث
事件	اتفاقات
事件	رویداد
事件	واقعه
事件	رخداد
建立	آفرینش
建立	ایجاد
建立	خلقت
建立	موسسه
建立	تاسیس
建立	تأسیس
建立	بسازم
建立	ساختن
建立	بساز
建立	بسازید
建立	بسازی
生活	living
生活	وزندگی
生活	زندگی
生活	زندگى
生活	زندگی
派	پای
教育	آموزنده
教育	آموزشی
教育	آموزش
教育	تحصیلات
車站	پاسگاه
車站	ایستگاه
國際	اینترنشنال
國際	بینالمللی
國際	جهانی
獎	جوایز
獎	جایزه
獎	جایزه
完成	تکمیل
白	سپید
白	وایت
白	سفید
音樂	موسیقی
音樂	موزیک
音樂	موزیکال
沙	شا
沙	sha
沙	شن
沙	سند
沙	ماسه
沙	شنی
沙	shah
沙	شاه
他們	اونا
他們	اونها
他們	آنها
他們	ایشان
可能	امکان
可能	ممکن
分布	توزیع
地區	نواحی
地區	مناطق
地區	منطقه
地區	ناحیه
地區	بخش
地區	منطقه
地區	مساحت
地區	ناحیه
車	خودرو
車	خودروی
車	ماشین
車	ماشینها
官	افسر
官	سرکار
梅	می
梅	مه
梅	تا
梅	می
中文	چینی
自由	ازادی
自由	آزادی
自由	لیبرتی
自由	free
自由	آزادی
自由	رایگان
自由	آزاده
自由	آزاد
黃	وونگ
黃	ونگ
黃	زرد
獲得	شو
光	سبک
光	روشنایی
光	نور
光	روشن
光	نوری
光	هیکاری
重要	اهمیت
重要	مهمند
重要	مهم
工程	مهندسی
港	بندرگاه
港	بندر
港	درگاه
港	بندر
港	بندرگاه
港	هاربر
列	ستون
列	ستونی
最後	آخری
最後	لست
最後	واپسین
最後	آخرین
最後	اخرین
提交	تسلیمی
提交	تسلیم
提交	تسلیم
一般	عموما
一般	عموماً
經	سوترا
需要	نیاز
需要	نیازمند
需要	لازم
需要	نیاز
需要	نیاز
江	ریور
江	رود
江	رودخانه
江	جیانگ
臺灣	تایوان
臺灣	تایوانی
最佳	بهینه
最佳	مطلوب
最佳	بهینه
這個	این
泰	تایی
泰	تائی
泰	تای
地方	محل
地方	مکانی
地方	مکان
地方	جای
地方	جایی
地方	مکانهایی
地方	مکانها
地方	مساجد
系列	سری
電視	تلویزیون
電視	تلویزیونی
登	دنگ
黑	دارک
黑	تاریک
黑	تیره
黑	مشکی
黑	سیاه
黑	سیاهی
黑	بلک
花	حنا
花	گل
花	گلها
花	گل
花	شکوفه
花	فلاور
神	خداوند
神	خدا
神	الهی
神	خدایی
神	الله
遊戲	بازی
遊戲	گیم
遊戲	بازیهای
遊戲	بازیها
遊戲	بازی
最高	بالا
最高	top
最高	تاپ
最高	اوج
最高	فاعل
最高	بالاترین
要求	نیازی
要求	نیازها
要求	نیازهای
要求	خاسته
要求	تقاضا
要求	درخواست
要求	مطالبه
要求	تقاضا
要求	درخواستها
讓	ژان
讓	بزار
版本	نسخۀ
版本	نسخه
發現	کشف
發現	اکتشاف
發現	دیسکاوری
發現	کشف
語	زبان
只有	تنها
內容	محتویات
內容	رضایت
內容	خرسند
內容	محتوای
內容	محتوا
最大	max
最大	مکس
最大	ماکس
最大	بیشینه
華	هوآ
華	واه
華	وا
華	wah
製作	تولید
製作	productions
出生	متولد
出生	زاده
出生	تولد
出生	birth
出生	ولادت
朱	ژو
航空	هوانوردی
航空	هواپیمایی
航空	aero
航空	ائرو
航空	ایرلاینز
航空	هواپیمایی
航空	ایر
航空	هوا
航空	هوایی
數	شمارش
數	شمردن
數	شمارش
數	عدد
數	شمارۀ
數	شماره
出版	نشر
出版	انتشار
出版	چاپخانه
發展	توسعه
成功	موفق
成功	رستگار
成功	کامیابی
成功	موفق
成功	موفقیتهای
成功	success
成功	موفقیت
面積	منطقه
面積	مساحت
面積	ناحیه
堡	فورت
堡	دژ
系統	سامانه
系統	سیستم
系統	سیستمها
蘭	لان
劉	یو
劉	لائو
班	جوخه
冠軍	قهرمان
冠軍	قهرمان
冠軍	پهلوان
冠軍	champion
冠軍	قهرمانان
問題	مشکل
問題	مسئله
問題	مشکلی
問題	سؤال
問題	سوال
問題	پرسش
問題	سؤال
問題	سوالات
問題	سوال
問題	سؤالات
康	کنگ
康	کانگ
海拔	ارتفاع
海拔	بلندی
島	آیلند
島	جزیره
島	آیل
方式	متد
方式	روش
率	نرخ
名稱	نام
名稱	نامها
名稱	نامهای
官方	رسما
愛	دوست
愛	عشق
愛	عشقی
愛	عاشق
得到	شو
平	مسطح
平	فلت
平	پینگ
印度	هند
印度	هندوستان
街道	استریت
街道	خیابانی
街道	خیابان
街道	خیابون
街道	خیابانها
街道	خیابان
存在	وجود
存在	حضورش
存在	حضور
刪除	حذف
刪除	حذف
刪除	حذف
設計	طراحیهای
設計	طرحهای
設計	دیزاین
設計	طرح
設計	طراحی
設計	طراحی
卡特	کارتر
群	گروهبندی
群	گروپ
群	گروه
命名	نامگذاری
負責	مسئول
負責	مسول
負責	مسئولیت
服務	خدمات
服務	خدمت
服務	سرو
服務	خدمت
服務	سرویس
服務	خدمات
機	ماشینی
機	ماشین
機	دستگاه
任何	هر
任何	هیچ
列表	فهرست
唐	تانگ
唐	تنگ
唐	دان
西班牙	اسپانیای
西班牙	اسپانیا
頁	صفحات
兩	دوتا
兩	دو
當	وقتی
當	چون
超	سوپر
超	super
丁	دینگ
夏	شیا
以上	فراز
著名	مشهور
著名	مشهوره
著名	معروف
聖	قدیس
聖	سن
志	خی
志	chi
已經	قبلا
梁	پرگار
梁	پرتو
梁	لئونگ
梁	لیانگ
專輯	آلبوم
專輯	آلبومهای
角色	شخصیت
角色	نویسه
角色	نقشی
角色	رل
角色	نقش
角色	نویسه
武	تاکاشی
武	تاکشی
半	نیم
半	نیمی
半	نصف
成員	عضو
成員	عضوی
成員	اعضای
成員	اعضا
東京	توکیو
新聞	اخبار
新聞	نیوز
新聞	خبر
新聞	خبری
新聞	اخباری
現在	اکنون
現在	الان
現在	حالا
劇	درام
後來	دیرتر
後來	بعدها
後來	بعدا
後來	بعداً
女性	نسوان
女性	زن
女性	مؤنث
女性	مونث
女性	ماده
女性	زنانی
女性	زنها
女性	زنان
高度	ارتفاع
高度	ارتفاعی
高度	بلندی
高度	قد
高度	ارتفاع
高度	height
說	بگویید
說	بگو
男	مذکر
男	نر
之前	پیش
合作	همکاری
合作	همکاری
門	دروازه
門	گیت
門	دری
門	در
門	درها
卷	رول
卷	رولز
位置	موضع
位置	موقعیت
位置	محل
位置	مکان
活動	فعالیتها
活動	رویدادهای
活動	رویدادها
活動	حوادث
活動	اتفاقات
活動	رویداد
活動	واقعه
活動	رخداد
活動	فعالیتها
活動	فعالیت
只	تنها
歷史	تاریخچه
歷史	تاریخ
歌曲	نغمه
歌曲	ترانه
歌曲	اهنگ
歌曲	آهنگ
歌曲	آواز
點	نقطه
點	دات
點	نکته
點	نقطه
點	پوینت
植物	گیاهان
植物	گیاهی
植物	نیروگاه
植物	پلنت
植物	گیاه
封	فنگ
封	مُهر
封	مهر
封	مهری
皮	چرمی
皮	چرم
非常	خیلی
非常	بسیار
通常	معمولا
通常	معمولا
通常	معمولاً
形成	تشکیل
比賽	بازی
比賽	گیم
比賽	نژاد
比賽	مسابقه
比賽	مسابقه
聯賽	لیگ
學校	مدارس
學校	مدرسه
學校	مکتب
完全	کاملا
完全	کلا
信	حروف
信	حرف
信	نامه
信	نامهای
期間	دوره
期間	دورهای
期間	پریود
期間	دورۀ
接受	پذیرفتن
接受	پذیرش
接受	قبولی
接受	پذیرفت
接受	پذیرفته
接受	accept
接受	پذیرش
接受	قبول
書	کتاب
書	book
書	کتابی
書	کتابها
書	کتاب
書	کتابهای
交通	ترافیک
交通	ترافیکی
交通	انتقال
交通	ترابری
木	چوبی
木	چوبی
木	وود
木	چوب
討論	بحثهای
故事	داستان
故事	داستانی
故事	قصه
故事	داستان
故事	داستانها
直接	دایرکت
直接	direct
直接	مستقیما
直接	مستقیماً
參與	تعامل
參與	نامزدی
參與	گرفتاری
參與	درگیری
參與	دخالت
參與	مشارکت
朗	لنگ
朗	لون
朗	لان
根	ریشه
根	ریشه
保留	رزرو
保留	رزرو
保留	رزرو
希望	امیدی
希望	هوپ
希望	امیدوارم
希望	hope
希望	امید
手	دست
手	دست
手	دستهای
手	دستان
心	قلبی
心	دل
心	قلب
心	دل
心	دلها
巴士	اتوبوس
巴士	bus
播放	پخش
播放	مخابره
播放	پخش
播放	بازی
播放	پخش
音	همخوان
音	لحن
音	تون
增加	افزایش
增加	افزایش
增加	افزایشی
增加	افزایش
增加	افزود
角	گوشه
角	زاویۀ
角	زاویه
角	کیپ
角	شنل
角	دماغه
角	نکته
角	نقطه
角	پوینت
天文台	رصد
天文台	رصدخانه
這些	اینها
這些	اینا
丹	دن
太	همچنین
徐	seo
徐	سئو
徐	تسوی
永	بال
永	وینگ
歌	نغمه
歌	ترانه
歌	اهنگ
歌	آهنگ
歌	آواز
美元	دلار
美元	دالر
霍	هاو
圖	نمودار
圖	گراف
圖	نمودار
圖	چارت
圖	شکل
投票	رای
投票	رای
投票	نظرسنجی
灣	اینلت
灣	کوو
灣	کاو
灣	خلیج
灣	بای
民主	دمکراسی
民主	دموکراسی
寺	پرستشگاه
寺	عبادتگاه
寺	معبد
寺	تمپل
雖然	هرچند
雖然	اگرچه
雖然	گرچه
雖然	هرچند
雖然	اگرچه
雖然	گرچه
參加	حاضرین
特別	مخصوص
特別	ویژه
特別	خاص
特別	استثنایی
特別	خاصه
控制	مهار
控制	کنترل
控制	کنترول
控制	کنترلهای
戰	رزم
戰	کارزار
戰	بتل
戰	نبرد
戰	جنگ
戰	جنگی
電視台	تلویزیون
電視台	تلویزیونی
以下	زیر
然而	هرچند
口	دهانت
口	دهان
口	دهن
仁	جن
委員會	تصدی
委員會	کمیسیون
編輯	ویرایش
編輯	تدوین
編輯	ویرایش
編輯	ویرایشگر
隆	ریو
青	چینگ
播出	پخش
播出	مخابره
路線	مسیرهای
路線	مسیرها
路線	مسیر
倫	لون
年度	سال
宋	نغمه
宋	ترانه
宋	اهنگ
宋	آهنگ
宋	آواز
附近	نزدیکی
附近	نزدیک
附近	مجاور
附近	نزدیک
歌手	خوانندگان
歌手	singer
歌手	خواننده
店	فروشگاه
店	خرید
店	فروشی
店	مغازه
店	shop
店	فروشگاه
店	ذخیره
二十	بیست
組織	سازمان
組織	سازماندهی
組織	سازمان
組織	سازماندهی
組織	بافت
組織	بافتی
組織	بافتهای
組織	تقسیم
組織	واحد
教授	پروفسور
教授	پرفسور
盃	فنجان
盃	جامی
盃	کاپ
盃	جام
源	مبدأ
源	متن
源	منبع
八	هشت
法國	فرانس
法國	فرانسه
文字	متن
民族	قومیت
主席	جوبالند
不過	ولی
不過	اما
文物	آثار
老	پیر
老	قدیمی
老	قدمت
老	کهنه
女子	زن
女子	زنی
選	برداشتن
世紀	قرن
世紀	قرنه
世紀	سده
鐵	آهن
德國	آلمان
票	بلیط
票	بلیت
票	بلیط
票	بلیت
動畫	انیمه
打	بجنگ
關係	رابطه
關係	روابط
關係	نسبتی
關係	ارتباط
關係	رابطه
關係	روابط
關係	رابطه
能力	ظرفیت
能力	گنجایش
能力	توانایی
能力	قابلیت
能力	قابلیت
能力	گشایش
能力	قابلیت
佛	بودا
少	کمتری
少	کمتر
少	کمتر
少	less
網站	سایت
網站	وبگاه
網站	وبسایت
網站	سایت
網站	وبسایتهای
頭	هد
頭	سر
個人	شخصی
個人	شخصی
個人	فرد
擁有	تسخیر
擁有	تملک
擁有	مالکیت
擁有	تصرف
學生	دانشجویان
學生	محصل
學生	شاگرد
學生	دانشجو
鎮	قریه
鎮	شهر
鎮	شهرک
南部	جنوب
南部	جنوبی
南部	ساوت
南部	جنوب
南部	جنوبی
語言	زبانهای
語言	زبانها
語言	زبان
語言	زبان
模式	حالتهای
模式	الگو
模式	الگوها
模式	حالت
相關	مربوط
相關	مربوطه
相關	مربوط
相關	مرتبط
決定	اراده
決定	تصمیم
決定	فیصله
決定	تصمیم
決定	تصمیمات
楊	jan
楊	یان
楊	یانگ
楊	یئو
方向	جهت
方向	مسیرها
方向	جهت
方向	قبله
方向	جهت
郭	گوو
方法	متد
方法	روش
方法	روشهای
影響	ضربه
影響	اصابت
影響	برخوردی
影響	برخورد
影響	تاثیر
影響	تأثیر
影響	نفوذ
影響	تأثیرات
影響	تاثیرات
影響	اثرات
影響	آثار
許多	بسیار
第四	چهارمی
第四	چهارم
秀	سو
死	مرده
死	مردن
死	مُرده
死	مردگان
自治	خودمختاری
蘇	سو
甚至	حتی
甚至	حتى
甚至	وحتی
開	باز
見	see
見	دیدن
田	تیان
只是	فقط
結束	پایان
巴西	برزیل
共同	رایج
共同	معمولی
共同	مشترک
出版社	ناشر
出版社	ناشر
出版社	انتشارات
提名	نامزدها
提名	نامزدهای
保護	محافظت
保護	محافظت
保護	حفاظت
保護	پناه
保護	محافظت
保護	محفوظ
加上	افزودن
加上	پلاس
食	خوردن
食	خوری
獨立	مستقل
獨立	استقلال
獨立	استقلالی
包含	حاوی
距離	مسافت
距離	فاصله
距離	فواصل
社會	اجتماع
社會	جامعه
社會	انجمن
社會	جوامع
社會	اجتماعی
社會	سوسیال
加拿大	کانادا
兩個	دوتا
兩個	دو
公尺	متری
公尺	متر
公尺	کنتور
公尺	متر
公尺	متر
還	همچنین
哥	برادر
哥	داداش
歐洲	اروپای
歐洲	اروپا
歐洲	جاده
歐洲	اروپایی
像	شبیه
像	لایک
像	مثل
像	like
像	مانند
鐵路	ریل
居民	ساکنین
居民	یاران
功能	کارکرد
功能	تابع
功能	ویژگیها
功能	ویژگیهای
功能	تابعی
功能	ویژگی
功能	کارآمدی
聯盟	یونیون
聯盟	اتحادیه
聯盟	اتحاد
聯盟	لیگ
聯盟	ائتلاف
聯盟	وصلت
聯盟	اتحاد
聯盟	الفت
聯盟	ائتلاف
洪	چسبید
洪	آویخته
洪	آویزان
洪	هونگ
洪	هوانگ
洪	هانگ
洪	هنگ
平均	متوسط
平均	میانگین
侵	تهاجم
侵	حمله
侵	تجاوز
侵	یورش
雙	دابل
再次	دوباره
網	تار
網	وب
網	وبی
網	شبکه
網	network
網	تور
網	net
施	شی
量	کمیت
演員	گچ
演員	بیندازید
演員	بازیگران
演員	بازیگر
演員	actress
演員	هنرپیشه
演員	بازیگر
演員	actor
亞洲	آسیایی
亞洲	آسیا
全球	گلوب
全球	سراسری
全球	جهانی
全球	گلوبال
全部	همه
北部	شمالی
北部	نورث
北部	شمال
北部	شمالی
北部	شمال
運動	اسپرت
運動	اسپورت
運動	ورزشی
運動	ورزش
運動	sport
運動	اسپورت
運動	ورزش
運動	ورزشی
運動	ورزشکار
運動	جنبش
運動	تحرک
運動	نهضت
中共	cpc
中共	ccp
毛	چندش
毛	گروس
毛	ناخالص
毛	مائو
草	چمن
草	چمنی
草	علف
直到	تا
名字	نام
地球	زمین
死亡	مرگ
戰爭	جنگ
戰爭	جنگی
戰爭	جنگها
作曲	نگارش
作曲	سرودن
作曲	نگارش
作曲	تألیف
溪	کریک
溪	نهر
邦	پونگ
紅	رد
紅	قرمز
紅	سرخ
唱片	ضبط
安全	ایمن
安全	امان
安全	امن
安全	ایمن
安全	امن
學院	آکادمی
學院	فرهنگستان
學院	کالج
學院	دانشکده
學院	دانشگاه
學院	دانشگاهی
勝	شنگ
豪	هاو
原因	دلایل
原因	دلیلی
原因	علت
原因	دلیل
原因	علت
原因	دلیل
原因	cause
通過	via
通過	طریق
通過	گذری
通過	مجالس
通過	گذر
通過	عبور
通過	پاس
管	لوله
管	لوله
強	قوی
選舉	انتخاباتی
選舉	انتخابات
選舉	انتخابات
辛	گناه
辛	sin
辛	گناهی
辛	ژین
漢	هان
法律	حقوق
法律	قانون
法律	قوانین
革命	انقلابی
革命	انقلاب
計劃	تدبیر
計劃	پلان
計劃	نقشه
時代	زمانهای
時代	times
時代	دفعات
時代	تایمز
男性	ذکور
男性	مذکر
男性	نر
男性	مردانی
男性	مردها
男性	مردان
形式	فرم
形式	شکل
形式	قالب
形式	قالبی
鄭	ژنگ
鄭	جیونگ
鄭	جونگ
鄭	جونگ
鄭	یونگ
基本	پایه
基本	پکیج
基本	بیسیک
蔡	تسای
葉	برگی
葉	برگ
單位	واحدها
單位	یگان
單位	یکای
單位	واحد
單位	یکا
惠	مگومی
修	رفع
科技	فناوری
科技	تکنولوژی
科技	فناوری
科技	متخصصین
科技	تکنولوژی
青年	جوانی
青年	جوانان
流	جریان
流	جریان
流	نهرها
流	جویبارها
流	رودها
流	جریان
流	جریانی
蒙古	مغولی
蒙古	مغولستان
結果	عاقبت
結果	نتیجه
結果	نتایج
結果	نتیجه
結果	نتایجی
結果	نتیجه
結果	نتیجۀ
結果	حاصل
教	تدریس
教	آموزش
教	تدریس
解放	آزادسازی
祖	جو
體	بدن
體	بدنی
體	بدنه
體	جسم
體	body
球隊	تیمهای
球隊	تیم
球隊	تیمی
左	چپ
戴	دای
戴	پوشیدن
戴	بپوشید
自然	طبیعتا
自然	طبیعی
自然	natural
自然	سرشت
自然	طبیعت
台北	تایپه
澳門	ماکائو
澳門	ماکائو
新的	تازه
新的	نو
新的	جدید
新的	نیو
經濟	اقتصاد
經濟	اقتصادی
經濟	اقتصاد
傑	جیه
傑	جی
傑	جیجاق
傑	jay
切	قطع
切	برش
切	کات
一起	باهم
越南	ویتنام
越南	ویتنامی
權	کوان
權	کوئن
快速	سریع
快速	سریع
快速	روزه
快速	تند
學	یادگیری
學	یادگیری
職業	مستمر
職業	حرفه
職業	شغل
職業	حرفه
職業	شغلی
職業	شغل
職業	اشغال
團	هنگ
百	صد
廣	پهناور
廣	پهنا
廣	وسیع
相同	همسان
相同	منطبق
相同	همون
類	رده
類	ردۀ
類	کلاس
類	طبقاتی
類	class
類	کلاسی
兵	سرباز
兵	سربازی
億	میلیارد
億	بیلیون
分鐘	دقیقه
分鐘	دقایقی
分鐘	دقیقه
松	پاین
松	کاج
發	موی
發	مو
發	موها
政策	سیاست
政策	سیاستهای
銀	نقره
銀	سیمین
銀	سیلور
日期	تاریخ
日期	تاریخهای
單曲	اختصاص
單曲	تکآهنگ
單曲	تکنفره
單曲	مجرد
普通	معمولی
男子	مردانی
男子	مردها
男子	مردان
共和國	جمهوری
理由	دلایل
理由	دلیلی
理由	علت
理由	دلیل
南京	نانجینگ
南京	نانجینگ
交流	معاوضه
交流	تبادل
交流	مبادله
公分	سانتیمتر
標準	معیار
標準	معیارهای
標準	استانداردها
標準	استانداردهای
標準	فرقان
標準	معیار
標準	ملاک
標準	استاندارد
排名	پایگاههای
排名	رتبه
排名	درجه
表	میز
表	سفره
表	جدول
韓國	کره
韓國	کرهای
韓國	کره
行動	کنش
行動	اکشن
行動	اقدام
行動	عمل
行動	عملیات
行動	عمل
行動	کنش
博士	دکتری
博士	داکتر
博士	دکتر
立法	قانونگذاری
尾	تیل
尾	دم
尾	دمش
熱帶	گرمسیری
議員	سناتور
議員	کارگزار
漫畫	کمیک
漫畫	کارتون
漫畫	کمدی
漫畫	کمیک
漫畫	مصور
漫畫	مانگا
漫畫	کارتون
短	کوتاه
短	کوتاهی
大型	بزرگ
大型	درشت
凱	کای
生物	زیستی
生物	زیست
生物	بیولوژی
生物	موجودات
生物	مخلوقات
生物	بندگان
生物	موجودی
生物	مخلوق
生物	جانوری
城鎮	قریه
城鎮	شهر
城鎮	شهرک
城鎮	شهرها
春	بهار
春	بهاری
春	اسپرینگ
公路	بزرگراه
公路	جاده
公路	اتوبان
公路	بزرگراه
冠	کرون
冠	کراون
冠	تاج
作家	نویسنده
空	خالی
空	تهی
雪	اسنو
雪	برف
雪	برفی
牛	چهارپایان
牛	گله
牛	گاوه
牛	گاوی
牛	گاو
牛	بول
火	آتشسوزی
火	آتش
火	آتیش
攻擊	حملات
攻擊	حمله
攻擊	تهاجم
攻擊	حمله
攻擊	تجاوز
攻擊	یورش
值	مقادیر
值	ارزشها
十二	دوازده
新加坡	سنگاپور
西部	وست
西部	باختر
西部	غرب
西部	غربی
西部	وسترن
西部	غربی
土	خاکه
土	خاکی
土	خاک
土	خاک
早期	پگاه
早期	اوایل
速度	سرعت
速度	سرعت
合併	ادغام
合併	تلفیق
合併	ادغام
合併	ادغام
合併	تحکیم
建築	ساختن
建築	ساختمانی
