modernas	moderne
avó	bedstemor
avó	farmor
avó	mormor
ênfase	fremhævelse
ênfase	understregning
consulta	forespørgsel
consulta	forespørgslen
consulta	høring
consulta	konsultationer
consulta	konsultation
consulta	samråd
consulta	høringer
análises	analyser
análises	analyser
análises	analyser
análises	analyse
reverter	reverse
reverter	omvendt
reverter	bakgear
reverter	baglæns
reverter	bak
reverter	vende
aula	klasse
aula	klassen
verlag	verlag
dramática	dramatiske
dramática	dramatisk
filmado	filmet
filmado	filmede
matando	dræbende
matando	dræber
matando	dræbe
matando	aflivning
matando	drab
giro	søde
giro	sød
giro	sødt
giro	cute
giro	giro
padres	præsterne
padres	præster
ferrovia	jernbaner
ferrovia	jernbane
ferrovia	jernbanen
ferrovia	jernbanen
fique	ophold
fique	bliv
segmentos	segmenter
aplica	gælder
elias	elijah
elias	elias
arábia	arabien
traços	karaktertræk
traços	traces
traços	bindestreger
soberano	suveræne
soberano	suveræn
soberano	suverænt
colocadas	anbragt
colocadas	placerede
colocadas	placeret
judeu	jøde
judeu	jødisk
judeu	jøder
judeu	jødiske
judeu	jøde
judeu	jøden
bruxelas	bruxelles
bank	banken
bank	bank
vegetais	vegetabilsk
vegetais	grøntsag
vegetais	grønsager
vegetais	grøntsager
alimento	levnedsmidler
alimento	mad
alimento	fødevarer
elétrons	elektron
elétrons	elektroner
observatório	overvågningscenter
observatório	observatoriet
observatório	observatorium
esboços	skitser
regresso	comeback
regresso	retur
regresso	returnere
regresso	afkast
automóvel	bilen
automóvel	bil
automóvel	car
automóvel	automobiler
automóvel	bil
automóvel	automobil
cana	reed
cana	sukkerrør
cana	rørsukker
cana	stok
cana	rod
cana	ke
cana	stang
cana	cana
emma	emma
asiático	asiatisk
asiático	asiatiske
asiático	asiater
asiático	asiat
cinquenta	halvtreds
cinquenta	fifty
couto	couto
profundamente	dybt
estética	æstetik
estética	æstetiske
gradualmente	gradvist
gradualmente	efterhånden
gradualmente	gradvis
dores	smerter
dores	smerte
dores	smerter
centre	centret
centre	centrum
centre	centre
centre	center
centre	centreret
augusta	augusta
multi	multi
multi	fler
repercussão	følgevirkninger
repercussão	eftervirkninger
massas	pasta
massas	masse
massas	massevis
massas	nudler
marta	marta
marta	martha
reduzido	mindsket
reduzido	nedsatte
reduzido	nedsat
reduzido	reduceret
reduzido	formindsket
gospel	gospel
lorenzo	lorenzo
assegurar	sikre
provocou	provokeret
provocou	fremkaldt
legais	lovligt
legais	lovlige
legais	juridiske
legais	juridisk
mineira	minedrift
lúcia	lucy
lúcia	lucia
naturalmente	naturligt
gustav	gustav
horta	haven
horta	have
horta	garden
horta	horta
madrugada	dawn
madrugada	daggry
madrugada	gry
amostra	prøven
amostra	stikprøve
amostra	prøve
amostra	stikprøver
cbs	cbs
cbs	centralbanker
vegetal	vegetabilsk
vegetal	grøntsag
exibidos	viste
exibidos	udstillet
exibidos	vist
exibidos	vises
conteúdos	indhold
conteúdos	indholdet
conteúdos	indholdsfortegnelse
conteúdos	indhold
correr	kør
correr	løbe
correr	run
correr	løb
correr	kørt
georges	georges
empregado	medarbejder
empregado	arbejdstager
empregado	lønmodtager
empregado	ansat
empregado	tjener
empregado	tjeneren
empregado	beskæftigede
empregado	ansat
empregado	beskæftiget
sexuais	seksuelt
sexuais	seksuel
reduzida	mindsket
reduzida	nedsatte
reduzida	nedsat
reduzida	reduceret
reduzida	formindsket
keith	keith
funk	funk
entrando	indtaster
entrando	indtastning
costume	sædvanligt
costume	sædvanlige
costume	sædvanlig
costume	brugerdefineret
costume	skik
costume	tilpasset
costume	brugerdefinerede
costume	sædvane
ronald	ronald
estabilidade	stabilitet
escultor	billedhugger
horizontal	vandret
horizontal	vandrette
horizontal	horisontalt
horizontal	horisontal
magic	magi
magic	trylleri
magic	magic
magic	magiske
magic	magisk
sensação	fornemmelse
sensação	føler
sensação	følelse
sensação	fornemmelse
sensação	sensation
convidada	indbudt
convidada	inviteret
convidada	inviterede
convidada	gæsten
convidada	gæst
permanecendo	bliver
permanecendo	resterende
permanecendo	tilbageværende
poetas	digtere
efetivamente	effektivt
ludwig	ludwig
samurai	samurai
pretendia	tiltænkt
pretendia	påtænkte
pretendia	tilsigtet
pretendia	påtænkt
sertão	ødemark
sertão	ødemarken
ron	ron
espectro	spectre
espectro	spektrum
espectro	frekvenser
espectro	specter
anunciada	meddelt
anunciada	annoncerede
anunciada	annonceret
anunciada	bekendtgjort
anunciada	bebudet
anunciada	meddelte
fósseis	fossiler
fósseis	fossile
fósseis	fossilt
fósseis	fossil
sra	fru
catalunha	catalonien
puro	nydeligt
puro	rene
puro	ren
puro	rent
iugoslávia	jugoslavien
lloyd	lloyd
currículo	undervisningsplan
currículo	curriculum
currículo	pensum
currículo	genoptage
visuais	visuelle
visuais	visuelt
visuais	visuel
warren	warren
conquistado	erobret
conquistado	besejret
conquistado	erobrede
cuidados	omsorg
cuidados	pleje
cuidados	pasning
cuidados	care
barras	tremmer
barras	stænger
barras	bjælker
barras	barer
premio	præmie
slam	slam
slam	smække
tive	havde
tive	haft
mudando	skifter
mudando	ændrer
arsenal	arsenal
respectivos	respektive
turcos	tyrkere
turcos	tyrkerne
turcos	tyrker
turcos	tyrkisk
turcos	tyrkiske
colina	bakken
colina	bakke
colina	hill
colina	cholin
farol	fyr
farol	fyrtårn
farol	forlygter
farol	forlygte
farol	beacon
farol	fyrtårn
conselhos	rådene
conselhos	rådgivning
conselhos	råd
marítima	maritime
parou	standset
parou	stoppede
parou	stoppet
bombas	pumper
bombas	pumperne
bombas	bomber
bombas	bomberne
visa	visum
visa	visa
equipas	holdene
equipas	hold
equipas	teams
escocês	skotte
escocês	skotske
escocês	scottish
escocês	skotsk
debates	diskussioner
debates	forhandlinger
debates	debatter
debates	debatterne
debates	debat
acusação	anklage
acusação	beskyldning
acusação	tiltale
acusação	anklage
acusação	retsforfølgning
acusação	anklagemyndigheden
acusação	retsforfølgelse
investigações	undersøgelser
investigações	efterforskning
adequada	passende
adequada	fyldestgørende
adequada	tilstrækkelige
adequada	tilstrækkelig
adequada	egnede
adequada	passende
adequada	egnet
adequada	velegnet
cerebral	cerebral
misericórdia	mercy
misericórdia	nåde
misericórdia	barmhjertighed
mínimos	minima
mínimos	minimum
mínimos	mindst
mínimos	minimale
mínimos	minimal
mínimos	minimalt
válidos	gyldige
válidos	gyldigt
válidos	gyldig
assumindo	antager
guiana	guyana
guiana	guyana
make	lav
make	foretag
make	lave
esquadrão	eskadrille
esquadrão	trup
registo	registrer
registo	register
registo	registret
registo	register
registo	registret
registo	registrering
registo	tilmelding
registo	indregistrering
governante	regent
governante	hersker
piratas	piraterne
piratas	sørøvere
piratas	pirater
piratas	sørøver
piratas	pirat
kids	børn
kids	kids
kids	unger
corredor	runner
corredor	løber
corredor	gangen
corredor	korridoren
corredor	korridor
kingdom	kongeriget
kingdom	kongerige
vizinho	nabo
vizinho	naboen
vizinho	nabo
vizinho	naboen
vestígios	traces
vestígios	spore
vestígios	trace
vestígios	sporing
sandra	sandra
profundo	deep
profundo	dybe
profundo	dyb
profundo	dybt
profundo	dybtgående
clipes	magasiner
clipes	klip
tanques	kampvogn
tanques	tankes
tanques	tank
tanques	tanke
tanques	tankene
tanques	tanks
tanques	kampvogne
ideologia	ideologi
arnold	arnold
implica	implicerer
implica	indebærer
gerente	driftsleder
gerente	manager
gerente	leder
urss	ussr
urss	sovjetunionen
reconhecer	genkender
reconhecer	genkende
reconhecer	erkendelse
reconhecer	genkender
reconhecer	anerkende
reconhecer	anerkender
reconhecer	anerkende
atrações	forlystelser
atrações	attraktioner
atrações	seværdigheder
adotou	vedtaget
adotou	adopteret
imposto	afgift
imposto	skatte
prazer	nydelse
prazer	fornøjelse
avisado	advaret
avisado	advarede
rené	rené
rené	rené
rené	rene
actor	skuespilleren
actor	skuespiller
actor	aktør
assinar	abonnere
assinar	tilmeld
assinar	tegne
assinar	underskriver
assinar	underskrift
assinar	undertegnelse
assinar	underskrivelse
assinar	tegn
ofereceu	tilbydes
ofereceu	tilbudte
ofereceu	tilbudt
ofereceu	udbudt
intelectuais	intellektuelle
intelectuais	intellektuelle
intelectuais	intellektuel
intelectuais	intellektuelt
caridade	velgørenhed
caridade	velgørende
caridade	velgørenhed
caridade	charity
integrada	integreret
integrada	integrerede
carvão	kul
carvão	stenkul
carvão	trækul
pistas	baner
pistas	skråninger
pistas	ledetråde
cordilheira	rækkevidde
cordilheira	afstand
cordilheira	sortiment
cordilheira	interval
cordilheira	cordillera
presa	arresterede
presa	anholdte
presa	anholdt
presa	arresteret
presa	bytte
internacionalmente	internationalt
noites	aftener
noites	nætter
noites	aftener
departamentos	afdelingerne
departamentos	departementer
departamentos	afdelinger
amaro	amaro
barcos	bådene
barcos	både
arredores	omgivelser
arredores	omgivelserne
malta	maltas
malta	malta
oponente	modstanderen
oponente	modstander
básicos	basal
básicos	basic
básicos	grundlæggende
raymond	raymond
hunter	jægeren
hunter	hunter
hunter	jæger
iniciando	begynder
iniciando	begyndelse
iniciando	begyndelsen
iniciando	begynder
iniciando	start
iniciando	startende
iniciando	starter
iniciando	igangsætter
forest	skov
forest	forest
forest	skoven
forest	skove
consideração	overvejelser
consideração	overvejelse
consideração	hensyntagen
episcopal	episkopale
visitou	besøgte
visitou	besøgt
salva	redder
salva	gemmer
salva	sage
salva	gemme
salva	gem
salva	spar
salva	gemte
salva	sparet
salva	reddede
salva	reddet
salva	gemt
premier	premier
extensa	ekstensivt
extensa	omfattende
extensa	ekstensiv
her	hende
her	hendes
justo	retfærdige
justo	retskaffen
justo	retskafne
justo	retfærdig
justo	rimelig
justo	rimeligt
justo	retfærdig
justo	fair
anéis	ringe
humberto	humbert
humberto	humberto
humberto	umberto
humberto	hubert
átomos	atom
átomos	atomer
ernst	ernst
vanessa	vanessa
comunistas	kommunisterne
comunistas	kommunister
comunistas	kommunist
comunistas	kommunistiske
comunistas	kommunistisk
comunistas	kommunister
rodovias	hovedveje
rodovias	motorveje
rodovias	landeveje
sepultado	begravet
sepultado	begravede
inspirada	inspirerede
inspirada	inspireret
joan	joan
absurdo	absurditet
absurdo	absurde
absurdo	absurd
absurdo	vrøvl
absurdo	sludder
absurdo	pjat
frankfurt	frankfurt
lara	lara
inovação	fornyelse
inovação	nyskabelse
inovação	fornyelser
inovação	innovation
florida	florida
falhas	fiaskoer
falhas	svigt
nbc	nbc
meridional	sydlige
montana	montana
fundir	sammenfletning
fundir	fletning
fundir	flet
fundir	flette
fundir	fusionere
fundir	fletning
fundir	sammensmeltning
dum	dum
felicidade	lykken
felicidade	glæde
felicidade	lykke
suficientes	tilstrækkelige
suficientes	tilstrækkeligt
suficientes	tilstrækkelig
performances	forestillinger
triunfo	triumf
telescópio	kikkert
telescópio	teleskop
canada	canada
norman	norman
tronco	overkrop
tronco	torso
tronco	bagagerum
tronco	kuffert
tronco	bagagerummet
caverna	hule
caverna	grotte
caverna	hulen
promessa	love
promessa	lover
promessa	løfte
promessa	pant
historicamente	historisk
liverpool	liverpool
alternativas	alternativet
alternativas	alternativt
alternativas	alternativ
alternativas	alternativer
dourado	gylden
dourado	gyldent
dourado	gyldne
dourado	golden
dourado	guld
dourado	gold
bebê	baby
bebê	skat
harold	harold
comparado	sammenlignet
comparado	sammenholdt
propõe	foreslår
propõe	foreslå
virginia	virginia
transformado	forvandlet
transformado	omdannet
resultante	resulterende
resultante	resulterende
portos	havne
portos	porte
fixa	fastsat
fixa	faste
fixa	fast
fixa	fikseret
adversários	modstander
adversários	modstandere
adversários	modstanderne
minuto	minut
reitor	dekan
reitor	dean
reitor	rektor
edge	rand
edge	kant
edge	edge
edge	kanten
contemporâneo	nutidige
contemporâneo	moderne
noiva	forlovede
noiva	bruden
noiva	brud
noiva	forlovede
noiva	forlovede
noiva	engageret
noiva	engagerede
noiva	forlovet
emi	emi
associadas	tilsluttet
associadas	tilknyttet
associadas	associeret
associadas	associerede
associadas	tilhørende
associadas	associeret
associadas	tilknyttet
coletiva	kollektivt
coletiva	kollektiv
pavilhão	flag
pavilhão	pavillon
spin	spin
proximidade	nærhed
proximidade	nærhed
inserir	indsæt
inserir	indsætte
insiste	insisterer
insiste	insistere
insiste	insisterer
wii	wii
borda	fælg
borda	rim
borda	rand
borda	kant
borda	edge
borda	kanten
borda	grænse
borda	kant
borda	grænsen
funcionário	medarbejder
funcionário	arbejdstager
funcionário	lønmodtager
funcionário	ansat
funcionário	officielt
funcionário	embedsmand
funcionário	tjenestemand
funcionário	officiel
percepção	opfattelse
percepção	opfattelsen
ganho	vinding
ganho	gevinst
loire	loire
nov	nov
acadêmica	akademisk
acadêmica	akademiske
frequentes	hyppigt
frequentes	hyppige
frequentes	hyppig
frequentes	almindelige
frequentes	fælles
frequentes	almindelig
fechada	lukkede
fechada	lukket
cinza	gråt
cinza	gray
cinza	grå
cinza	aske
cinza	ask
cinza	ash
cinza	gråt
cinza	grå
cinza	grey
oxigênio	ilt
oxigênio	oxygen
serie	serie
frequente	almindelige
frequente	fælles
frequente	almindelig
frequente	hyppigt
frequente	hyppige
frequente	hyppig
phoenix	phoenix
enviada	afsendt
enviada	sendes
enviada	sendte
enviada	sendt
muralha	væg
muralha	wall
muralha	væggen
muralha	mur
mercedes	mercedes
machos	hannerne
machos	hanner
machos	mænd
difíceis	svært
difíceis	svære
difíceis	vanskelig
difíceis	vanskeligt
difíceis	svær
sargento	sergent
sargento	sergenten
sargento	sergent
sargento	sergeant
rachel	rachel
renovação	renovering
renovação	istandsættelse
renovação	renovering
renovação	renovation
renovação	fornyelse
renovação	forlængelse
manchete	overskriften
manchete	overskrift
fragmentos	brudstykker
fragmentos	fragmenter
exclusivo	eksklusive
exclusivo	eksklusivt
exclusivo	eneret
exclusivo	eksklusiv
geometria	geometri
crônica	kronisk
crônica	kroniske
crônica	chronicle
telecomunicações	telekommunikation
apoiado	bakket
apoiado	bakkes
apoiado	støttede
apoiado	understøttet
apoiado	støttet
apoiado	understøttede
eficaz	effektive
eficaz	effektiv
eficaz	effektivt
sweet	sød
sweet	søde
sweet	sødt
sweet	sweet
hopkins	hopkins
prestígio	prestigefyldte
prestígio	prestige
coletivo	kollektivt
coletivo	kollektiv
centímetros	centimeter
centímetros	tommer
centímetros	centimeter
leipzig	leipzig
say	sig
secundárias	sekundære
secundárias	sekundær
secundárias	sekundært
fenômenos	fænomen
fenômenos	fænomener
fenômenos	fænomenet
fenômenos	fænomen
enterrado	begravet
enterrado	begravede
líbia	libyske
líbia	libyen
líbia	libyens
embarcações	fartøjer
embarcações	skibe
pouso	lander
pouso	landing
issn	issn
confrontos	sammenstød
confrontos	konfrontationer
confrontos	konfrontation
confrontos	konfrontationer
criaturas	væsner
criaturas	væsener
criaturas	skabninger
euro	euroen
euro	euro
colapso	kollapse
colapso	sammenbrud
colapso	kollaps
marx	marx
matheus	matheus
pátria	fædreland
pátria	fædreland
pátria	hjemlandet
pátria	hjemland
pátria	homeland
pátria	fædrelandet
pátria	fædreland
tigre	tiger
tigre	tigeren
pescoço	hals
pescoço	halsen
pescoço	nakken
pescoço	nakke
competir	dyste
competir	konkurrerer
competir	konkurrere
competir	konkurrerende
operar	operere
operar	opererer
semestre	halvår
semestre	semester
ring	ring
ring	ringe
ring	ringen
temática	tematisk
temática	emne
temática	tema
derivados	derivater
oficina	workshop
oficina	værkstedet
oficina	værksted
estêvão	stephen
estêvão	stefan
dinamarquês	danish
dinamarquês	danske
dinamarquês	dansk
invenção	opfindelsen
invenção	opfindelser
invenção	opfindelse
invenção	opfundet
invenção	opfandt
hidrogênio	brint
hidrogênio	hydrogen
perdida	tabte
perdida	fortabt
perdida	mistede
perdida	lost
perdida	tabt
perdida	mistet
almas	sjæle
timor	østtimor
timor	timor
hebraico	hebraisk
jurisdição	jurisdiktion
jurisdição	kompetence
adolfo	adolfo
adolfo	adolf
bactérias	bakterie
bactérias	bakteriel
bactérias	bakterier
bactérias	bakterie
progressivo	progressiv
progressivo	fremadskridende
progressivo	gradvis
progressivo	progressive
progressivo	progressivt
colaborou	samarbejdede
