категория	loại
округ	quận
округ	hạt
округ	okrug
округ	huyện
жизни	đời
жизни	lives
генерал	tướng
генерал	chung
родился	sinh
союза	union
союза	hợp
кто	ai
кто	who
связи	xích
связи	links
связи	linkages
день	ngày
день	day
округа	quận
франции	pháp
группа	group
группа	nhóm
имя	tên
цифровой	digital
санкт	sankt
ширина	rộng
просто	chỉ
просто	funny
регион	loạt
регион	tần
регион	vùng
тогда	rồi
конце	end
конце	kết
вот	đây
церкви	thờ
клуб	club
клуб	clb
ввп	gdp
больше	thêm
федерации	federation
изображения	nh
изображения	hình
изображения	ảnh
советский	soviet
степени	độ
изображение	nh
изображение	hình
изображение	ảnh
википедия	wikipedia
перед	trước
германии	đức
германии	đức
владимир	vladimir
москва	moscow
москва	moskva
две	hai
две	two
николай	nicolai
николай	nikolai
николай	nicolai
николай	nicholas
николай	nikolai
николай	nicolai
николай	nikolay
некоторые	cầy
менее	bớt
менее	ít
менее	giảm
дом	nhà
дом	dom
дом	ốc
дом	nhà
русский	nga
член	dick
сын	trai
сын	nhi
сын	son
пока	bye
общины	xã
число	số
эта	này
нужно	cần
большой	lớn
большой	lớn
большой	to
большой	đúc
большой	đại
большой	big
большой	bolshoy
количество	số
являются	re
являются	đang
являются	là
институт	viện
институт	sở
компании	ty
церковь	thờ
советского	soviet
проект	nháp
много	nhiều
много	nhiều
сельский	rural
новый	new
новый	mới
новый	sâm
тоже	quá
тоже	khoáng
тоже	too
момент	lát
момент	torque
фильмы	phim
фильмы	phim
почти	sắp
почти	gần
почти	hầu
сокорро	socorro
глава	chương
стали	thép
европы	âu
сейчас	giờ
сейчас	ngay
империи	empires
империи	empire
река	sông
альбом	album
одна	độc
одна	xả
одна	một
одна	one
станции	trạm
станции	ga
станции	trạm
людей	người
возможно	chu
сергей	sergey
сергей	sergei
иван	ivan
пояс	đai
команды	lệnh
шаблон	pattern
шаблон	mẫu
шаблон	mẫu
ссылки	xích
ссылки	links
многие	nhiều
жизнь	đời
серии	series
часовой	gác
часовой	sentinel
команда	squad
команда	đội
команда	lệnh
команда	huy
команда	lềnh
команда	tạo
команда	đội
команда	lớp
команда	team
достаточно	đủ
позже	sau
другой	khác
другой	khác
источники	nguồn
данные	dữ
война	tranh
война	chiến
школы	trường
школы	trường
школы	học
герой	hero
герой	hùng
герой	hoàn
иванович	ivanovich
михаил	mikhail
михаил	michael
михаил	mihail
текст	chữ
первая	trước
первая	đầu
которое	mà
книги	sách
честь	vinh
честь	vinh
звание	rang
звание	rank
чемпионат	championships
еще	thêm
данных	dữ
берегу	bờ
берегу	shore
россия	nga
села	ngồi
села	sat
названия	tên
сан	san
должен	nên
должен	phải
ним	nim
права	quyền
король	king
король	guy
король	vua
края	krai
края	mép
края	biên
края	mép
края	edge
края	rìa
края	cạnh
обычно	thuồng
обычно	thường
умер	chết
умер	chết
власти	bang
система	hệ
должны	nên
должны	phải
слова	lời
флаг	cờ
версии	phiên
версии	bản
различных	khác
вновь	lại
отец	bố
отец	cha
рода	rhoda
многих	nhiều
источник	nguồn
вскоре	sớm
вскоре	sắp
действия	hành
ряд	hàng
душу	hồn
душу	soul
дома	nhà
дома	nhà
дома	nhà
некоторых	cầy
почему	sao
школа	trường
школа	học
выше	taller
выше	trên
чел	cel
чел	người
чел	man
рсфср	rsfsr
земли	đáp
режиссёр	trương
правила	luật
полка	kệ
линии	line
линии	dòng
линии	lines
линии	dòng
категории	loại
ссылка	link
компания	ty
используется	phơi
тысяч	nghìn
тысяч	ngàn
начало	khởi
италии	italy
мужчин	nam
мужчин	hãm
северной	bắc
северной	bắc
острова	đảo
острова	đảo
дело	case
полк	polk
теперь	giờ
теперь	ngay
станция	trạm
станция	ga
американский	american
американский	mỹ
право	luật
великобритании	british
чемпион	champ
чемпион	cọc
чемпион	champion
шаблоны	templates
шаблоны	mẫu
шаблоны	patterns
оно	ono
правило	luật
андрей	andrej
андрей	andrey
андрей	andrej
андрей	andrei
андрей	andrew
роли	raleigh
сезон	mùa
сезон	season
люди	người
сделать	pha
хорошо	tốt
хорошо	hay
хорошо	ngon
хорошо	ok
иногда	đôi
тип	kiểu
тип	gõ
тип	loại
средняя	trung
средняя	giữa
средняя	đọng
средняя	vừa
средняя	medium
средняя	trung
российская	nga
одно	xả
одно	một
одно	one
алексей	alexey
алексей	alexei
алексей	aleksey
алексей	aleksei
алексей	alexis
алексей	aleksey
коммуны	xã
какой	gì
создания	tạo
премия	premium
новые	new
новые	mới
новые	sâm
основные	chính
основные	main
всегда	luôn
известные	quen
южной	nam
метров	mét
практически	sắp
практически	gần
практически	hầu
четыре	bốn
стоит	giá
информация	info
большая	lớn
большая	lớn
большая	to
большая	đúc
большая	đại
большая	big
большая	bolshaya
кино	kino
кино	phim
кино	phim
кино	phim
кино	film
номер	số
деревни	làng
силы	buộc
государства	kỳ
примерно	khoảng
александра	alexandra
движения	tê
роман	roman
роман	đế
дней	ngày
новых	new
новых	mới
новых	sâm
джон	gioan
джон	john
джон	jon
граф	đếm
граф	thị
новая	new
новая	mới
новая	sâm
известен	quen
мини	mini
каждый	mỗi
каждый	hằng
каждый	mỗi
потом	rồi
герб	herb
счёт	điểm
книга	sách
использовать	dùng
заголовок	caption
заголовок	tựa
лучший	nhất
видов	loài
западной	tây
всем	hết
слово	lời
слово	từ
дочь	gái
фон	backgrounds
фон	nền
фон	background
последний	cuối
правил	luật
точки	chấm
точки	điểm
мария	mary
мария	chư
мария	maria
коммуна	xã
партия	đảng
партия	party
партия	tiệc
партия	đợt
партия	batch
партия	mẻ
партия	bó
страницы	trang
страницы	page
страницы	trang
позднее	sau
актёр	diễn
включая	gồm
дмитрий	dmitriy
дмитрий	dmitri
дмитрий	dmitry
дмитрий	dimitri
дмитрий	dmytro
председатель	ghế
председатель	lí
председатель	cậy
председатель	chairperson
моря	biển
страна	quốc
одновременно	simultaneous
имел	nan
имел	xịt
русские	nga
русские	nga
александрович	alexandrovich
виктор	viktor
виктор	victor
мир	giới
мир	hòa
мир	mir
работа	nghề
работа	việc
японии	japan
японии	nhật
серия	series
серия	tập
серия	episode
песня	song
василий	basil
василий	vasili
василий	vasyl
завод	gieo
завод	trồng
завод	cấy
штат	bang
проблемы	đề
юрий	yuriy
юрий	yuri
ниже	dưới
ниже	hạ
рядом	gần
найти	tìm
вклад	nhập
лиги	league
директор	trương
друг	bạn
друг	hiền
заслуженный	vinh
считается	đếm
рок	đá
рок	rock
пор	erp
мой	mỏ
мой	mine
журнал	log
значение	giá
премьер	prime
премьер	premier
сначала	trước
сначала	đầu
действительно	thực
действительно	thật
игра	game
игра	chơi
пункт	tố
пункт	đoạn
мать	mẹ
старший	elder
старший	sr
старший	senior
снова	lại
тренер	trainer
тренер	hlv
тренер	hlv
поле	field
поле	trường
написал	viết
пути	cách
пути	banner
женщины	nữ
женщины	nữ
провинция	tỉnh
храм	đền
храм	chùa
исследования	bê
какие	gì
раздел	phần
матч	thủ
матч	khớp
востоке	đông
быстро	mau
быстро	nhanh
быстро	mau
быстро	nhanh
быстро	nhanh
удаление	xóa
удаление	xoá
епископ	bishop
следующий	kế
следующий	tiếp
следующий	kit
капитан	trưởng
довольно	xinh
ленина	lenin
должно	phải
интернет	internet
руководитель	leader
армия	quân
армия	army
лейтенант	trung
науки	khoa
версия	phiên
версия	bản
школе	trường
школе	học
думаю	nghĩ
думаю	đoán
полковник	đại
полковник	tá
воды	nước
титул	tựa
князь	hoàng
князь	prince
деревне	quê
деревне	làng
кубок	copa
кубок	cup
кубок	cốc
кубок	tách
пять	năm
движение	motion
движение	tê
выпуск	xuất
святой	saint
святой	thánh
святой	thánh
союз	union
союз	hợp
союз	soyuz
ван	trù
ван	van
ван	vương
ван	wang
удалить	bỏ
удалить	xóa
удалить	xóa
удалить	xoá
остров	đảo
прав	quyền
французский	pháp
издание	edition
говорит	nói
павел	paul
павел	pavlo
павел	paweł
павел	pavel
павел	panel
пётр	peter
пётр	phêrô
пётр	piotr
золотой	vầng
золотой	golden
золотой	đỏi
золотой	vàng
золотой	gold
последние	cuối
известный	quen
известный	nổi
флота	fleet
использование	dùng
далее	kế
далее	tiếp
далее	kit
немецкий	đức
империя	empire
очередь	quay
очередь	lượt
очередь	cua
очередь	flip
записи	records
записи	mục
вокруг	khoảng
вокруг	vòng
вторая	giây
дети	bé
дети	babies
карьера	nghiệp
франция	pháp
семьи	gia
семьи	đình
числа	số
создание	tạo
создание	tạo
создание	tạo
петербург	petersburg
писать	viết
писать	ghi
корпус	hull
корпус	corpus
евгений	evgeny
евгений	yevgeni
евгений	evgeni
евгений	eugene
жена	vợ
жена	vơ
жена	vk
борис	boris
альбомы	album
альбомы	albums
вики	wiki
вики	vickie
вики	vicky
вики	vicki
центральной	trung
центральной	central
правительство	phủ
знак	vẽ
слишком	quá
слишком	khoáng
слишком	too
поэт	thơ
спб	spb
заместитель	phó
парк	viên
парк	park
уровня	mức
уровня	tầng
уровня	cấp
мало	malo
мало	nhỏ
мало	tiểu
формы	đơn
оставить	bỏ
начальник	sếp
брат	bro
брат	huynh
писал	viết
цвета	màu
цвета	nhuộm
цвета	màu
цвета	mầu
цвета	màu
победы	winning
победы	thắng
середине	mid
интервью	phỏng
путь	đường
новое	new
новое	mới
новое	sâm
бывший	cựu
книг	sách
шоу	shaw
шоу	xem
шоу	hiện
шоу	show
темп	gear
фильмов	phim
красного	đỏ
никогда	bao
изменения	đổi
изменения	thay
перевод	dịch
прежде	trước
море	biển
сети	lưới
сети	web
сети	mạng
сети	mạng
епархии	phận
гитара	guitar
гитара	ghita
считаю	lit
считаю	đếm
вице	phó
вице	vice
стиль	style
назад	ngược
границы	viền
границы	viền
границы	biên
звания	ranks
суда	tàu
суда	thuyền
музыка	nhạc
текста	chữ
факультет	khoa
пик	peek
пик	pic
пик	peak
создан	tạo
любой	ai
любой	any
память	ức
национальная	gạt
пост	đăng
карл	karl
карл	carl
край	mép
край	edge
край	rìa
край	cạnh
тела	thân
тела	body
вида	vida
польши	polish
вероятно	chu
часов	tiếng
часов	giờ
виды	loài
виды	loại
исследований	bê
жил	kiêng
пожалуйста	xin
петрович	petrovich
называется	goi
происхождения	vạn
происхождения	origins
сами	sami
памяти	ức
куда	đâu
сделал	chế
анатолий	anatoly
профиль	sơ
пример	dụ
средний	trung
средний	giữa
средний	đọng
средний	vừa
средний	medium
средний	trung
президиума	presidium
мастер	wizard
мастер	thầy
факты	sự
промышленности	ngành
уровень	cấp
уровень	mức
уровень	tầng
уровень	cấp
русская	nga
игрок	player
игорь	igor
украина	ukraine
украина	ucraina
украина	ukraina
материалы	dung
материалы	nguyên
приток	inflow
приток	purus
объектов	tượng
сегодня	nay
солдат	lính
солдат	binh
линия	line
линия	dòng
программа	trắc
программа	chương
советская	soviet
власть	sục
власть	lực
славы	fame
анна	anne
анна	anna
команд	lệnh
разные	khác
месяцев	tháng
растений	gieo
растений	trồng
растений	cấy
слева	trái
раза	raza
вокал	vocals
вокал	thanh
вокал	vocal
содержит	chứa
озеро	hồ
дорога	đường
дорога	road
принято	taken
принято	bắt
принято	chụp
принято	nuôi
газеты	báo
переулок	hẻm
переулок	lane
переулок	làn
переулок	ngõ
переулок	alley
переулок	hẻm
немного	hơi
форме	hình
форме	form
форме	mẫu
чемпионы	champions
чемпионы	champs
упоминается	mentions
карьеры	nghiệp
константин	constantin
константин	konstantinos
константин	constantine
константин	konstantin
суд	triều
основных	chính
основных	main
морской	marine
морской	maritime
германия	đức
восток	vostok
восток	đông
срок	deadline
помощь	cứu
помощь	giúp
дважды	twice
постоянно	hằng
стороне	bên
стороне	phe
стороне	trang
передачи	truyền
дебютировал	debuted
закон	luật
сми	media
радио	đài
радио	radio
кантон	tổng
кантон	canton
ответ	tời
ответ	ans
цвет	nhuộm
цвет	màu
цвет	mầu
цвет	màu
комплекс	complex
футболисты	footballers
функции	hàm
состояние	status
состояние	bang
состояние	tiêm
состояние	trạng
общая	chung
муниципалитет	municipality
модели	model
меньше	bớt
меньше	ít
меньше	giảm
минут	phút
животных	vật
сен	sen
сен	seine
сен	saint
сен	thánh
создать	tạo
красный	đỏ
конец	end
конец	kết
проблема	đề
мужчины	nam
мужчины	hãm
слов	lời
бой	battle
бой	trận
бой	combat
написать	viết
написать	ghi
написать	gõ
инкубатор	incubator
роберт	robert
департамент	sở
департамент	khu
отсутствие	vitamin
австралии	australia
австралии	úc
киев	kyiv
киев	kiev
предложение	câu
равно	bằng
модель	model
получить	lấy
получить	nhận
получить	get
второе	giây
преимущественно	predominantly
книгу	sách
фото	photo
фото	foto
фото	ảnh
фото	ảnh
округе	quận
округе	hạt
золотая	vầng
золотая	golden
золотая	đỏi
золотая	vàng
золотая	gold
точка	chấm
точка	dot
точка	beat
точка	chấm
точка	điểm
районы	quận
йорк	york
иметь	có
иметь	đã
газета	báo
силу	buộc
семья	đình
озера	hồ
озера	lakes
северная	bắc
северная	bắc
крупных	lớn
связь	hã
владимирович	vladimirovich
родилась	sinh
хутор	khutor
принять	lấy
принять	bắt
принять	chụp
лица	mặt
словарь	điển
крупные	lớn
мост	cầu
большие	lớn
большие	lớn
большие	to
большие	đúc
большие	đại
большие	big
страниц	trang
оао	jsc
бразилии	brazil
бразилии	brasil
бразилии	bra
бразилии	brazil
бразилии	brazilian
групп	nhóm
частей	phần
тема	topic
тема	thái
жан	jean
петра	petra
замок	khoá
замок	khóa
замок	castle
замок	đài
замок	château
пусть	để
пусть	kệ
мин	minh
мин	ming
мин	mìn
мин	phút
мин	min
италия	italy
корабль	tàu
корабль	ship
понимаю	hiểu
понимаю	hieu
видео	video
видео	video
видео	videos
ссылку	link
теория	thuyết
георгий	georgi
георгий	giorgi
георгий	george
сказать	nói
сказать	tràng
теме	topic
сказал	nói
сказал	bảo
сказал	said
операция	thao
создана	tạo
горы	núi
горы	núi
горы	lắp
горы	núi
выиграл	won
выиграл	thắng
считать	đếm
считать	lit
считать	đếm
государство	bang
отставке	hưu
вес	cân
олег	oleg
другое	khác
форма	hình
форма	form
форма	mẫu
форма	uniform
метро	metro
масса	massa
масса	nhái
масса	mass
биография	biographies
биография	bio
марк	marc
марк	mác
марк	mark
наука	khoa
музыкальные	nhạc
музыкальные	musical
звезды	stars
друга	bạn
друга	hiền
страницу	page
страницу	trang
герои	heroes
герцог	duke
герцог	herzog
сент	sainte
сент	saint
сент	thánh
иначе	kẻo
конференции	thảo
конференции	conferences
елена	helena
елена	elena
елена	yelena
елена	jelena
рост	gai
австрии	áo
греции	greece
исключительно	exceptionally
островов	đảo
полное	say
полное	full
полное	đầy
победитель	thang
победитель	thắng
отряд	squad
отряд	đội
правда	thật
правда	đúng
правда	thật
месяца	tháng
месяца	tháng
погиб	chết
армении	armenia
армении	armenia
шесть	six
шесть	sáu
результат	quả
зачем	sao
оружие	khí
оружие	tay
оружие	súng
оружие	khí
оружие	súng
оружие	súng
столица	vốn
любовь	love
любовь	yêu
содержание	dung
младший	út
младший	nhỏ
младший	junior
студии	studios
студии	studio
поля	fields
поля	trường
поля	field
поля	trường
фотографии	ảnh
фотографии	ảnh
рублей	rur
рублей	rúp
опять	lại
дал	dal
дал	dall
дал	dahl
дал	tặng
запад	tây
случай	case
джеймс	james
появилась	gây
эпизод	tập
эпизод	episode
образ	nh
образ	hình
образ	ảnh
стихи	thơ
стихи	thơ
прямо	thẳng
прямо	sảnh
лос	los
лос	voc
американская	american
американская	mỹ
млн	triệu
китай	china
отчёт	cáo
появился	gây
григорий	gregory
григорий	grigori
григорий	grigory
пол	paul
пол	tầng
пол	sàn
париже	paris
центральный	trung
центральный	central
частично	saga
частично	part
частично	phần
считает	xạo
судья	ref
романа	romana
обновление	update
бас	als
бас	bass
бас	bas
последнее	cuối
искусство	art
современных	contemporary
венгрии	hungary
венгрии	hung
венгрии	hungary
инженер	hoạ
очков	điểm
верхняя	upper
верхняя	haute
картины	tranh
тома	toma
тома	thomas
царь	king
царь	guy
царь	vua
деньги	tiền
деньги	tien
фёдорович	fyodorovich
южная	nam
канады	canadian
ночь	đêm
пер	pr
пер	per
асср	usda
башкортостан	bashkortostan
кораблей	tàu
кораблей	thuyền
алексеевич	alexeyevich
технологии	technologies
сфера	cầu
сфера	orb
ибн	ibn
план	plan
мгу	msu
лев	lion
лев	lev
лев	leo
думы	duma
шоссе	freeway
болгарии	bun
болгарии	bulgaria
вне	ngoài
объекты	tượng
форму	mẫu
форму	uniform
сеть	mạng
легко	nhẹ
реж	dir
основная	chính
основная	main
миллионов	triệu
миллионов	triệu
смерть	chết
сельские	rural
правильно	phải
правильно	đúng
правильно	đúng
крупный	lớn
руки	tay
руки	tay
париж	paris
канал	kênh
потери	mát
происхождение	vạn
происхождение	origins
принадлежит	thuộc
беларусь	belarus
дать	đưa
дать	tặng
дать	cho
времена	lần
времена	times
валерий	valeriy
валерий	valeri
валерий	valery
валерий	valerius
машины	oto
машины	ôtô
уильям	william
лига	league
порт	cảng
порт	cổng
порт	port
гран	gran
гран	grand
получения	nhận
полный	say
полный	full
полный	đầy
хотел	wanted
бюро	bureau
бюро	cục
месяц	tháng
животные	vật
тело	thân
тело	body
температура	nhiệt
запись	album
ирландии	irish
ирландии	ireland
кому	mê
земля	đất
земля	đáp
недели	tuần
недели	tuần
отсутствует	vắng
отсутствует	thiếu
класс	hạng
класс	lớp
сингл	single
сингл	đơn
фёдор	fedor
фёдор	fyodor
понятие	concept
понятие	notion
выход	thoát
выход	exit
материал	nguyên
добавить	add
добавить	thêm
автоматически	động
автоматически	tự
автоматически	động
лучшая	nhất
белый	trắng
белый	white
белый	bạch
авиации	aviation
северный	bắc
северный	bắc
сергеевич	sergeyevich
играет	thấm
играет	chơi
играет	divx
ивана	ivana
женщина	nữ
женщина	nữ
голос	voice
голос	giọng
преподаватели	khoa
серебряный	bạc
леонид	leonidas
леонид	leonid
обучения	học
свет	châm
свет	đèn
свет	nhạt
свет	đèn
неделю	tuần
играть	play
играть	chơi
играть	at
интерес	vốn
интерес	lãi
красная	đỏ
раунд	hiệp
раунд	vòng
премьера	premiere
премьера	premier
дни	ngày
мнения	views
семей	gia
карла	carla
карла	karla
письмо	chữ
письмо	thư
семь	seven
семь	bảy
зал	vắng
зал	lang
зал	sảnh
зал	hall
художественный	nghệ
академик	academician
тур	tour
курс	hải
битва	battle
битва	trận
каталог	directory
каталог	catalogue
каталог	catalog
дэвид	david
спорт	sport
турции	turkish
томас	tomas
томас	thomas
назначения	hẹn
даёт	cung
привести	mang
осенью	sáp
осенью	rơi
осенью	sút
осенью	ngã
понял	hiểu
счет	điểm
финал	finale
паломар	palomar
фонд	quỹ
фонд	foundation
фонд	nọc
фонд	quỹ
ольга	olga
открытия	mở
водных	aquatic
конфликт	xung
крест	chinh
крест	chon
воду	nước
марка	stamp
марка	tem
марка	mác
марка	mark
требует	đòi
этап	stage
ооо	ooo
сад	vườn
сад	garden
швейцарии	swiss
соединения	compounds
приблизительно	khoảng
приблизительно	approx
приблизительно	khoảng
свободы	do
гол	tiêu
гол	đo
грузии	georgian
грузии	gruzia
грузии	georgia
рек	sông
рек	rivers
верхней	upper
отдельный	skill
направление	hướng
флот	fleet
матчи	khớp
матчи	diêm
лондоне	đôn
лондоне	london
подготовки	luyện
подготовки	training
педагог	educator
павлович	pavlovich
латвии	latvia
пара	cặp
пара	ghép
пара	đôi
пара	cặp
пара	couple
пара	đôi
требуется	thiết
требуется	ấp
поражение	bại
поражение	đảnh
поражение	bại
крепости	fortresses
крепости	forts
джона	jonah
московская	moscow
московская	moskva
молодой	trẻ
молодой	young
андреевич	andreyevich
сценарист	screenwriter
принят	nuôi
август	august
август	augustus
звезда	star
причиной	chi
растения	cây
растения	gieo
растения	trồng
растения	cấy
чемпионов	champions
музыку	nhạc
джордж	george
генрих	heinrich
генрих	henry
говорить	nói
говорить	nói
причина	chi
причина	chi
григорьевич	grigoryevich
героев	heroes
епархия	phận
генри	henry
майкл	michael
корабли	tàu
корабли	thuyền
усть	ust
татьяна	tatiana
татьяна	tatyana
гора	núi
гора	núi
гора	lắp
связанные	related
моя	mỏ
моя	mine
марки	tem
округов	quận
португалии	portugal
ворота	gate
ворота	cổng
ворота	cổng
ворота	gateway
ворота	gates
ворота	cổng
британский	british
япония	japan
олимпийские	olympic
собрание	gom
собрание	họp
защитник	defender
защитник	cọc
старый	cũ
старый	tuổi
старый	già
веб	web
болезни	benh
болезни	bệnh
сторона	đảng
сторона	party
сторона	tiệc
сторона	bên
сторона	phe
сторона	trang
тонн	tấn
комплекса	compound
подпись	caption
подпись	ký
подпись	ký
подпись	ký
новости	tin
портал	portal
портал	cổng
исследование	học
исследование	bê
света	sveta
света	châm
света	đèn
света	nhạt
нижняя	hạ
зоны	zone
зоны	múi
зоны	vùng
малая	malaya
хан	hahn
хан	khan
хан	hàn
хан	han
хан	hán
поражения	lesions
поражения	đảnh
поражения	bại
поп	tía
поп	bốp
поп	pop
восстание	loạn
западная	tây
западная	tây
открытие	discovery
открытие	mở
полиции	cảnh
цель	tiêu
цель	đo
цель	đo
обучение	dạy
обучение	luyện
обучение	training
обучение	học
альма	ver
альма	alma
далеко	xa
объём	volume
южный	nam
картина	tranh
картина	sơn
километров	km
семейство	đình
андерсон	anderson
казахстан	kazakhstan
польский	polish
круг	tròn
круг	lượn
круг	lap
окончательно	bum
победа	thang
победа	win
победа	thắng
победа	winning
победа	thắng
крепость	fort
крым	crimea
крым	crimean
крым	krym
драмы	drama
драмы	kịch
база	base
хочу	muon
хочу	muốn
леса	rừng
леса	rừng
половины	nửa
энергии	lượng
мартин	martin
главная	chính
главная	main
крайней	extreme
помочь	cứu
помочь	giúp
этапе	stage
тысячи	nghìn
тысячи	ngàn
мастера	masters
мастера	wizards
екатерина	catherine
екатерина	catarina
екатерина	ekaterina
объединение	trộn
прошли	tan
комментарии	commentary
комментарии	comments
оставил	trái
глаза	mắt
поиск	tìm
поиск	ve
закончил	xong
последняя	cuối
санта	trã
санта	santa
отдел	division
сержант	sarge
мои	mỏ
мои	mine
способ	đường
лондон	đôn
лондон	london
север	bắc
фестиваль	festival
преподавал	dạy
короткая	bài
короткая	ngắn
короткая	short
короткая	lá
огонь	lửa
огонь	cháy
огонь	lứa
нижний	nizhny
нижний	hạ
жены	vợ
жены	vơ
жены	vk
жены	vợ
дмитриевич	dmitriyevich
ричард	richard
губернатор	đốc
центральная	trung
центральная	central
белые	trắng
белые	white
белые	bạch
какая	gì
нападающий	striker
папа	bố
папа	bố
папа	papa
двигатель	tơ
наталья	natalya
наталья	natalia
крови	máu
крови	huyết
современные	contemporary
полузащитник	linebacker
общие	chung
общие	tướng
общие	chung
молодых	trẻ
молодых	young
эль	ale
предыдущий	trước
пресс	nhấn
пресс	bào
пресс	ấn
пресс	bấm
пресс	abs
войн	war
чёрный	đen
письма	thư
письма	chữ
плохо	xấu
плохо	bad
плохо	kém
плохо	khiếp
плохо	tệ
очки	điểm
очки	sunglasses
очки	kính
луи	louis
луи	louie
норвегии	nauy
фридрих	friedrich
фридрих	friedrich
фридрих	frederick
лучшие	nhất
баку	baku
муж	chồng
муж	mun
муж	husband
офф	offs
офф	off
офф	tắt
отметить	tag
отметить	thẻ
отметить	mác
отметить	mark
известность	fame
другая	khác
другая	khác
сестра	chị
иоанна	joanna
детский	con
ваш	của
зависит	tùy
птиц	chim
канада	canada
аниме	anime
уефа	uefa
блок	bloc
блок	khối
блок	block
блок	chặn
прошла	tan
восточная	đông
максим	maximus
максим	maxim
максим	maxime
предприятие	enterprise
лидер	leader
выбор	chọn
выбор	chọn
выбор	chồn
выбор	chọn
выбор	đặt
питер	peter
питер	phêrô
редко	hiếm
меры	hành
иванов	ivanov
иванов	ahn
югославии	yugoslavia
тел	tel
тел	đt
али	ali
понять	hiểu
понять	hieu
даты	ngày
ваши	của
прошлом	qua
прошлом	past
справочник	directory
специалист	chuyên
каждая	mỗi
каждая	hằng
каждая	mỗi
побережье	coast
румынии	rumani
румынии	romania
румынии	românia
континентальный	continental
переход	dốc
башни	tháp
ирина	irina
ирина	iryna
наши	plr
ранга	rang
ранга	rank
изучения	học
бельгии	bỉ
бельгии	bỉ
современный	contemporary
взять	lấy
взять	bắt
взять	chụp
филипп	philippe
филипп	philip
филипп	filip
филипп	philipp
филипп	phillip
святых	saints
лицо	face
лицо	mặt
приказ	lệnh
стены	walls
стены	tường
банка	ngân
банка	bank
пары	couples
архив	archives
показывает	khoe
ошибки	lỗi
ошибки	rệp
ошибки	bọ
ошибки	lỗi
объявил	tuyên
резко	khốc
командование	lệnh
командование	huy
командование	lềnh
таблица	bảng
таблица	bàn
шотландии	scotland
шотландии	scottish
технологий	technologies
фортепиано	piano
национальных	gạt
освобождения	release
освобождения	nhả
ваше	của
ясно	xoã
указано	chất
земель	länder
изменение	đổi
изменение	thay
динамо	dynamo
динамо	dinamo
администратора	admin
районах	quận
иоанн	gioan
иоанн	john
сибири	sibir
сибири	siberia
сопротивление	vây
сопротивление	cự
пространства	khoảng
народ	người
берега	shores
хосе	jose
хосе	jose
хосе	josé
блокировки	khoá
блокировки	khóa
илья	ilya
торговли	trade
живёт	lives
проспект	prospect
проспект	prospekt
проспект	avenue
