kneževine	principados
izvoz	exportación
izvoz	export
izvoz	exportaciones
izvoz	exportar
freske	frescos
rođeni	nacidos
rođeni	born
rođeni	nacido
godišnjice	aniversarios
blokada	barricada
blokada	bloqueo
teleskopa	telescopios
adaptacija	adaptación
izumitelj	inventores
izumitelj	inventor
hoya	hoya
zaštitni	protecciones
zaštitni	protectores
zaštitni	protector
zaštitni	protectora
zaštitni	protección
leti	vuela
leti	fly
leti	mosca
leti	vuele
leti	volar
leti	moscas
leti	vuela
leti	volando
leti	flying
leti	vuelo
leti	volar
etiopiji	etiopía
socijalno	socialmente
objašnjenja	explicaciones
objašnjenja	explicación
preuzimanje	descarga
preuzimanje	bajar
preuzimanje	descargas
preuzimanje	descargar
preuzimanje	descargue
preuzimanje	descargando
preuzimanje	absorción
unuka	nieta
unuka	nieto
opstanak	supervivencia
opstanak	sobrevivencia
opstanak	sobrevivir
lokalitetu	localidad
lud	locos
lud	loco
lud	demente
lud	crazy
lud	loca
lud	loco
lud	locura
lud	locos
minimalno	mínima
minimalno	mínimo
minimalno	mínimos
minimalno	mínimas
minimalno	minimo
minimalno	mínimos
minimalno	mínimo
minimalno	mínima
minimalno	mínimas
minimalno	minimo
dramu	drama
dramu	dramática
dramu	dramático
sean	sean
perzijanci	persas
azija	asia
prijetnja	amenaza
baden	baden
datoteke	files
datoteke	archivos
datoteke	expedientes
datoteke	ficheros
živote	vive
živote	vidas
apollo	apolo
apollo	apollo
hogna	hogna
admin	admin
admin	administrador
admin	administradora
admin	administración
nestala	desaparecido
nestala	desaparecidos
nestala	ausente
nestala	falta
nestala	desaparecida
corydoras	corydoras
bird	pajaro
bird	aves
bird	pájaro
bird	ave
vjerojatnost	probabilidades
vjerojatnost	probabilidad
plaća	sueldos
plaća	salario
plaća	sueldo
plaća	paga
plaća	pagar
plaća	sueldo
plaća	pago
plaća	paga
plaća	pague
terapija	terapia
pristimantis	pristimantis
ribeiro	ribeiro
hahn	hahn
johannes	johannes
statut	estatutos
statut	estatuto
platforma	andén
platforma	plataforma
platforma	plataformas
wallace	wallace
cipar	chipre
wunderlich	wunderlich
georges	georges
misa	masas
misa	misas
misa	mass
misa	masa
misa	misa
misa	misa
kat	kat
kat	planta
kat	piso
kat	suelo
tamno	dark
tamno	oscuro
tamno	oscuridad
tamno	oscuros
tamno	oscura
miris	fragancia
miris	olor
miris	aroma
miris	olor
miris	olfato
miris	oler
miris	huele
miris	aroma
miris	fragancia
potrošnje	gasto
potrošnje	consumos
potrošnje	consumo
sadržavati	contener
sadržavati	contengan
sadržavati	contienen
sadržavati	contenga
zhao	zhao
bilje	plantas
bilje	planta
bilje	hierbas
marino	marino
kombinacije	combinaciones
kombinacije	trajes
ricardo	ricardo
trake	cintas
dizel	diésel
dizel	diesel
dizel	gasóleo
chlaenius	chlaenius
garman	garman
bryant	bryant
stražnji	trasero
stražnji	trasera
stražnji	retaguardia
stražnji	traseros
tiskana	impreso
tiskana	impresa
tiskana	impresos
fan	abanico
fan	ventilador
fan	admirador
fan	fan
očeve	padres
rich	rico
rich	ricas
rich	rich
rich	ricos
rich	rica
dopuštenje	permiso
dopuštenje	autorización
simfonija	sinfonía
simfonija	symphony
simfonija	sinfónica
doseljenici	colonos
doseljenici	colonizadores
doseljenici	pobladores
osudio	condenado
osudio	condenados
osudio	condenadas
osudio	condenada
generatora	generadores
fang	colmillo
fang	fang
specifične	específicas
specifične	específicos
specifične	específica
specifične	especifico
specifične	específico
zanimanja	profesiones
zanimanja	profesiones
zanimanja	ocupaciones
molitva	orar
molitva	rezando
molitva	orando
molitva	oracion
molitva	plegaria
molitva	oración
molitva	rezo
cohen	cohen
faktora	factores
pink	pink
pink	rosada
pink	rosado
pink	rosa
doseljenika	colonos
doseljenika	colonizadores
doseljenika	pobladores
amazonas	amazonas
wagner	wagner
kontinuirano	continuamente
kontinuirano	continuo
kontinuirano	continuas
kontinuirano	continua
molu	muelle
molu	pier
molu	embarcadero
vještica	brujo
vještica	bruja
ham	jamones
ham	jamón
ham	ham
pirati	piratas
pretvoriti	convertir
pretvoriti	convierta
pojedinci	particulares
pojedinci	individuos
pojedinci	individuales
trst	trieste
jorge	jorge
stope	tasas
stope	tarifas
stope	pisadas
stope	pasos
biografski	biográfica
izjava	declaración
izjava	afirmación
izjava	comunicado
izjava	enunciado
suprotnosti	opuestos
suprotnosti	opuestas
sandra	sandra
jonathan	jonathan
hrabrost	coraje
hrabrost	valentía
hrabrost	valor
menadžer	gerente
menadžer	administrador
menadžer	gestor
menadžer	manager
piramida	pirámide
piramida	pirámides
piramida	pirámides
podjeli	partición
kapitala	capitales
kapitala	capital
garcia	garcia
garcia	garcía
gonzález	gonzález
čvor	nodo
čvor	nudo
čvor	nudos
bek	beck
bek	mariscal
bek	quarterback
musa	musa
eduard	eduard
udovica	viuda
tumačenje	interpretación
podgorica	podgorica
harmonika	armónica
harmonika	acordeón
spora	esporas
spora	esporas
spora	espora
spora	contencioso
spora	disputa
spora	controversia
trgovac	comerciante
trgovac	mercante
trgovac	mercader
trgovac	comerciante
trgovac	distribuidor
trgovac	comerciante
trgovac	concesionario
poslovi	trabajos
poslovi	jobs
poslovi	empleos
poslovi	empleo
legendarni	legendario
legendarni	legendaria
legendarni	legendarios
klasificira	clasifica
želeći	querer
želeći	queriendo
želeći	deseando
obveza	obligación
obveza	compromiso
hooper	hooper
radovan	radovan
nebeska	celestial
nebeska	celestiales
nebeska	celestiales
nebeska	celeste
nebeska	celestial
rukopis	letra
rukopis	caligrafía
rukopis	escritura
rukopis	manuscrito
rukopis	manuscritos
postignut	alcanzada
postignut	alcanzó
postignut	alcanzadas
postignut	alcanzados
postignut	alcanzado
dostupne	disponible
dostupne	disponibles
ulaganja	inversion
ulaganja	inversiones
ulaganja	invertir
ulaganja	inversión
ulaganja	inversiones
sahranjen	sepultado
sahranjen	enterrada
sahranjen	enterrados
sahranjen	enterrado
pregovori	negociaciones
pregovori	negociación
pregovori	negociaciones
novčanice	facturas
šteta	lastima
šteta	piedad
šteta	lástima
šteta	pena
hlađenja	refrigeración
hlađenja	enfriamiento
lisica	zorro
lisica	fox
lisica	zorros
napetosti	tensión
napetosti	tensiones
napetosti	tensiones
lazar	lázaro
lazar	lazar
litara	litros
litara	litros
litara	galones
prepoznati	reconocen
prepoznati	reconoce
prepoznati	reconoces
prepoznati	reconocer
prepoznati	reconocer
whitley	whitley
tvrtko	tvrtko
milorad	milorad
nezadovoljstvo	descontento
nezadovoljstvo	descontento
nezadovoljstvo	insatisfacción
cestom	road
cestom	camino
cestom	carretera
definirana	definida
definirana	definidos
definirana	definidas
definirana	definido
nebeski	celestial
nebeski	celestiales
okrunjen	coronado
okrunjen	coronada
udaljeno	lejano
udaljeno	lejana
udaljeno	distante
udaljeno	distantes
udaljeno	lejanos
udaljeno	remota
udaljeno	remotas
udaljeno	remoto
fernández	fernández
izborni	electoral
izborni	electorales
izborni	electiva
islanda	islandia
ctenus	ctenus
smanjen	reducido
smanjen	reducida
smanjen	reducidas
smanjen	reducidos
evolucija	evolution
evolucija	evolución
prijateljstvo	amistad
poletio	volaron
poletio	voló
ulmus	ulmus
francuza	francés
redovni	regulares
redovni	habituales
jose	jose
jose	josé
tehnološki	tecnológicamente
tehnološki	tecnológico
tehnološki	tecnológicas
tehnološki	tecnológicos
tehnološki	tecnológica
blake	blake
neuspjeh	fracaso
neuspjeh	fallo
neuspjeh	falla
savršeno	perfect
savršeno	perfectos
savršeno	perfecto
savršeno	perfecta
savršeno	perfectas
elvis	elvis
carska	imperiales
carska	imperial
vena	vena
skoplje	skopje
ram	ram
ram	rama
ram	carnero
cao	cao
rukopisa	letra
rukopisa	caligrafía
rukopisa	escritura
rukopisa	manuscritos
rukopisa	manuscrito
rukopisa	manuscritos
nedjelja	domingo
željka	zeljko
bjelokosti	marfil
doktorat	doctorado
doktorat	doctorado
doktorat	doctorados
churchill	churchill
psa	perrita
psa	perro
psa	perros
vaše	tus
vaše	tu
vaše	sus
vaše	su
felix	felix
felix	félix
koeficijent	coeficiente
proslave	celebraciones
proslave	festejos
ubijena	asesinado
ubijena	asesinados
ubijena	asesinada
mlijeka	leche
mlijeka	milk
motiva	motivo
motiva	motivos
porta	porta
snijeg	nieves
snijeg	nevado
snijeg	nieve
ravna	plano
ravna	piso
ravna	plana
domovina	patria
domovina	pais
domovina	país
domovina	patria
objavljivanje	publicación
objavljivanje	postear
objavljivanje	publicar
objavljivanje	publicando
objavljivanje	publicaciones
objavljivanje	publicación
objavljivanje	editorial
objavljivanje	publicar
objavljivanje	publicando
nadvojvoda	archiduque
atomi	átomos
bratstva	fraternidades
bratstva	fraternidad
bratstva	fraternidad
bratstva	hermandad
diktature	dictadura
poštovanje	respeten
poštovanje	respeto
poštovanje	respetar
poštovanje	respeta
nude	ofrenda
nude	ofrecimiento
nude	ofreciendo
jar	frasco
jar	jarra
jar	jar
jar	tarro
obična	ordinario
obična	ordinarios
obična	ordinarias
obična	ordinaria
imanje	patrimonio
imanje	finca
reich	reich
rama	rama
zatvara	cierra
koda	koda
bilja	hierbas
mons	mons
ferrari	ferrari
povod	ocasión
reagira	reacciona
reagira	responde
reagira	receptivo
reagira	sensible
barnard	barnard
goveda	ganado
goveda	bovino
goveda	bovinos
argentinski	argentina
argentinski	argentino
argentinski	argentinos
komunistički	comunistas
komunistički	comunista
moskvu	moscú
stavi	pon
stavi	poner
stavi	ponga
obećao	prometida
obećao	prometido
obećao	prometí
obećao	prometidos
znajući	sabiendo
znajući	conociendo
zaštićeni	protegida
zaštićeni	protegidas
zaštićeni	protegidos
zaštićeni	protegido
hughes	hughes
vidljive	visible
vidljive	visibles
procese	procesos
procese	procesa
izbjegao	eludido
izbjegao	evitó
izbjegao	evitado
izbjegao	evitarse
curtis	curtis
marx	marx
ujedinjeni	united
ujedinjeni	unidos
ujedinjeni	unido
ujedinjeni	unió
ujedinjeni	unida
opcija	opcion
opcija	opción
temeljni	fundamentales
temeljni	fundamental
ovisnost	dependencia
ovisnost	adicción
ovisnost	adicciones
plinovi	gases
čuvanje	mantener
čuvanje	manteniendo
tunela	túneles
dennis	dennis
arterija	arteria
arterija	arterias
bor	bor
bor	pinus
bor	pino
bor	pinos
položio	pasó
hendrix	hendrix
financija	financiación
financija	finanzas
financija	financiamiento
obljetnica	aniversario
lorenzo	lorenzo
apsolutno	absolutamente
salvador	salvador
građanin	ciudadanas
građanin	ciudadana
građanin	ciudadano
građanin	ciudadanos
dario	dario
draba	draba
vjerovali	creyó
vjerovali	creyeron
vjerovali	creído
vjerovali	creía
vjerovali	confiaba
vjerovali	confianza
vjerovali	confiable
vjerovali	confiado
zenica	zenica
radno	obra
radno	trabajos
radno	trabaje
radno	trabajo
radno	trabajar
radno	trabajando
radno	funcionando
radno	trabajar
mirage	espejismo
mirage	mirage
preživjelih	sobrevivientes
preživjelih	sobreviviente
preživjelih	supervivientes
opisana	descrito
opisana	descrita
opisana	descritos
okružuje	rodea
okružuje	rodeando
okružuje	circundantes
bantu	bantú
naučiti	aprenda
naučiti	aprendan
naučiti	aprender
naučiti	aprende
hebrejski	hebreo
albanija	albania
balada	balada
balada	baladas
srbe	serbios
wolfgang	wolfgang
aerodrom	aeropuertos
aerodrom	aeropuerto
hort	hort
din	din
din	dean
din	decano
slavenski	eslava
slavenski	eslavos
zastupnici	diputados
zastupnici	parlamentarias
zastupnici	parlamentarios
zastupnici	diputados
zastupnici	legisladores
atom	átomo
atom	atom
mladu	novia
leopard	leopardo
lijep	agradable
lijep	bonita
lijep	bonito
lijep	lindo
lijep	linda
lijep	niza
pijesak	arena
pijesak	sand
armenski	armenio
armenski	armenios
armenski	armenia
konstantno	continuamente
konstantno	constantemente
konstantno	constante
konstantno	constantes
vaš	tus
vaš	tu
vaš	sus
vaš	su
castro	castro
raja	raja
raja	cielo
raja	heaven
raja	paraiso
raja	paraíso
raja	paradise
manastira	monasterios
full	lleno
full	full
full	llena
full	plena
full	completo
povećan	aumentado
povećan	aumento
povećan	incrementado
povećan	aumentada
prefektura	prefectura
opisati	describe
opisati	describir
opisati	describa
misu	masas
misu	misas
misu	mass
misu	masa
misu	misa
autonomna	autónomo
autonomna	autónomas
autonomna	autonomía
autonomna	autónomos
autonomna	autónoma
spremnik	tanques
spremnik	tanque
spremnik	cisterna
spremnik	recipiente
spremnik	contenedores
spremnik	envase
spremnik	contenedor
efekti	efectos
jeannel	jeannel
violinu	violín
violinu	violín
povjerenstvo	comisión
povjerenstvo	comision
atmosfera	atmosfera
atmosfera	ambiente
atmosfera	atmósfera
pristaše	hinchas
pristaše	partidarios
pristaše	simpatizantes
pristaše	seguidores
abraham	abraham
zvezda	estrella
zvezda	star
zvezda	estelar
ice	hielo
atrakcija	atracción
atrakcija	atractivo
atrakcija	atracciones
atrakcija	atractivos
izjave	declaraciones
izjave	afirmaciones
lipa	labio
lipa	labios
lipa	lip
litve	lituania
liang	liang
staklo	cristal
staklo	vidrio
staklo	vidrios
staklo	vaso
lang	lang
biskupi	obispos
negativno	negativa
negativno	negativas
negativno	negativos
negativno	negativo
prestižnu	prestigioso
prestižnu	prestigio
prestižnu	prestigiosos
prestižnu	prestigiosa
prestižnu	prestigiosas
milovan	milovan
biljni	hierbas
zapošljava	emplea
prince	principe
prince	prince
prince	príncipe
gov	gov
leća	cristalino
leća	lente
leća	lentes
leća	lentejas
leća	lentes
ponudi	ofrezcan
ponudi	ofrecimiento
ponudi	oferta
skladišta	almacén
skladišta	almacen
skladišta	almacenes
skladišta	depósitos
skladišta	bodegas
ikona	emblemático
ikona	icónico
ikona	icono
ikona	icon
ikona	ícono
pueblo	pueblo
velebit	velebit
main	main
main	principales
main	principal
magnitude	magnitud
usmjerena	dirigida
usmjerena	dirigido
prikazivanje	mostrando
prikazivanje	mostrando
zaključuje	concluye
pećina	gruta
pećina	cueva
pećina	cave
pećina	caverna
preci	antepasados
preci	ancestros
mehmed	mehmed
dres	camiseta
dres	jersey
voyager	voyager
ralph	rodolfo
ralph	ralph
lišće	hojas
mještani	lugareños
mještani	locales
inspiriran	inspirada
inspiriran	inspiró
inspiriran	inspirado
inspiriran	inspirados
lubanja	calavera
lubanja	cráneo
lubanja	skull
proze	prosa
pokrenula	lanzado
pokrenula	lanzada
pokrenula	lanzados
pokrenula	lanzó
sfr	sfr
mare	mare
mare	yegua
projekcija	proyección
isteka	caducidad
isteka	vencimiento
isteka	expiración
dominik	dominic
dominik	dominik
bear	osos
bear	osa
bear	bear
bear	oso
bear	osito
primirje	tregua
primirje	armisticio
studiji	studios
studiji	estudios
obnavlja	restaura
mitchell	mitchell
jasenovac	jasenovac
neprijatelji	enemigos
neprijatelji	enemigas
izložen	expuesto
izložen	expuesta
izložen	expuestos
podjelu	partición
une	une
tan	tan
tan	bronceado
tmarus	tmarus
synodontis	synodontis
luna	luna
zvjezdana	estrellado
zvjezdana	estrellada
zvjezdana	estelares
zvjezdana	estelar
zabrane	prohibiciones
fotograf	fotógrafa
fotograf	fotografo
fotograf	fotógrafo
greben	arrecife
greben	arrecifes
alen	allen
alen	alen
božice	diosas
ain	ain
bože	dios
make	hacer
make	make
mirjana	mirjana
ansambl	conjunto
edo	edo
divlji	wild
divlji	silvestre
divlji	silvestres
divlji	salvajes
divlji	salvaje
rijetka	raros
rijetka	rara
rijetka	raras
rijetka	raro
nichols	nichols
bon	bon
singer	singer
singer	cantor
singer	cantante
joan	juan
joan	joan
joan	juana
hardcore	hardcore
nila	nilo
otpornost	resiliencia
otpornost	resistencia
spisateljica	escritora
spisateljica	escritor
spisateljica	writer
ten	tan
ten	bronceado
otpad	chatarra
otpad	desperdicio
otpad	desechos
otpad	desecho
otpad	residuos
otpad	residuo
spremni	listos
spremni	listo
spremni	preparados
spremni	ready
spremni	lista
spremni	listas
dvorište	patio
dvorište	patio
dvorište	yard
dvorište	yarda
dvorište	patio
pogreške	errores
pogreške	errores
lisa	lisa
uporište	baluarte
oslobodio	liberados
oslobodio	liberada
oslobodio	liberado
mlečani	venecianos
marsa	marciano
marsa	marte
marsa	mars
kemija	quimica
kemija	química
groba	tumba
siska	sisko
rossi	rossi
marketing	mercadeo
marketing	marketing
marketing	mercadotecnia
marketing	comercialización
izložena	expuesto
izložena	expuesta
izložena	expuestos
mlijeko	leche
mlijeko	milk
označeni	etiquetados
označeni	etiquetado
označeni	etiquetada
znakove	letreros
znakove	señales
znakove	señalización
znakove	carteles
znakove	signos
legije	legiones
počast	tributo
počast	homenaje
počast	tributos
tehničar	técnico
tehničar	técnica
gljiva	hongo
gljiva	hongos
gljiva	seta
gljiva	setas
gljiva	champiñones
generator	generadores
generator	generador
peruu	perú
peruu	peru
ispit	test
ispit	probar
ispit	prueba
ispit	ensayo
ispit	exámenes
ispit	examen
ispit	exámen
tak	tak
poslužitelj	servidor
pomak	turno
pomak	compensado
pomak	compensar
pomak	compensación
inicijativa	iniciativa
wien	wien
kreolski	criollo
gubitaka	pérdidas
gubitaka	perdidas
jabuka	manzana
jabuka	apple
oton	oton
bihać	bihać
pearl	pearl
pearl	perla
pearl	perlas
božanstvo	divinidad
božanstvo	deidad
božanstvo	divinidad
morris	morris
nastava	docencia
nastava	enseñar
nastava	enseñanza
nastava	enseñando
nastava	clases
nedavni	recientes
nedavni	reciente
vjerska	religiosos
vjerska	religioso
vjerska	religiosa
vjerska	religiosas
baterije	pila
baterije	batería
baterije	bateria
baterije	baterías
baterije	baterías
baterije	pilas
baterije	acumuladores
meksički	mexicana
meksički	mexicanos
meksički	mexicanas
meksički	mexicano
sicilije	sicilia
speg	speg
ćelija	cell
ćelija	celda
ćelija	celular
ćelija	célula
shvati	entienda
shvati	comprenda
shvati	comprender
shvati	entiende
shvati	entender
rothschild	rothschild
uvjerenja	creencias
brojeve	numeros
brojeve	números
pjevao	sang
pjevao	cantó
pjevao	cantaba
krater	cráter
vitamin	vitaminas
vitamin	vitamina
aplikacija	aplicacion
aplikacija	solicitud
aplikacija	aplicación
aplikacija	app
aplikacija	aplicación
torino	turín
torino	torino
igračke	juguetes
šupljine	cavidad
šupljine	caries
šupljine	cavidades
šupljine	caries
šupljine	cavidades
spašavanje	ahorrar
spašavanje	guardando
spašavanje	ahorrando
spašavanje	ahorro
spašavanje	rescate
spašavanje	salvamento
spašavanje	rescatar
wei	wei
stambene	residencial
stambene	residenciales
vrhova	picos
glover	glover
čuda	milagros
čuda	maravillas
catasetum	catasetum
opsada	asedio
opsada	sitio
springs	muelles
springs	springs
springs	resortes
springs	manantiales
prodor	avance
turista	turístico
turista	turistas
turista	turística
turista	turismo
turista	turista
turista	turistas
kampanja	campaña
kampanja	campañas
obveze	obligaciones
obveze	compromisos
obveze	obligación
puebla	puebla
mara	mara
odredište	destino
odredište	destinos
drvena	madera
drvena	maderas
drvena	madera
drvena	leña
drvena	wood
pošta	correo
pošta	correspondencia
pošta	mail
cska	cska
predavač	conferenciante
fontana	fontana
fontana	fuente
fontana	fuentes
fontana	manantiales
sektora	sector
sektora	sectorial
sektora	sectores
faust	fausto
duke	duque
duke	ducado
duke	duke
boban	boban
andreas	andreas
piramide	pirámide
piramide	pirámides
piramide	pirámides
glad	hambruna
glad	hambre
glad	hambre
zeleno	verde
zeleno	green
zeleno	verdes
dick	polla
dick	verga
dick	dick
dick	pito
izbjeglice	refugiadas
izbjeglice	refugiados
izbjeglice	refugiado
senj	senj
spojena	fusionada
spojena	fusionado
zastupljenost	representación
zastupljenost	representados
zastupljenost	representaciones
putanje	sendas
putanje	senderos
putanje	caminos
izumio	inventada
izumio	inventado
izumio	inventó
izumio	inventamos
izumio	invento
trogir	trogir
izvješća	informes
izvješća	reportajes
izvješća	reportes
zabave	fiestas
varijacije	variaciones
varijacije	variantes
varijacije	variación
varijacije	variación
sánchez	sánchez
siriji	siria
vrti	hilado
vrti	girando
vrti	giros
vrti	tiradas
napredovanje	adelanto
napredovanje	avance
sporedna	sideshow
postojeći	existente
postojeći	existentes
standardna	estándar
standardna	norma
standardna	estandar
standardna	standard
aluminija	aluminio
aluminija	aluminio
vozi	conduzca
vozi	drive
vozi	conduce
vozi	conducir
donald	donald
naredbe	comandos
naredbe	mandos
naredbe	encargos
naredbe	órdenes
naredbe	pedidos
naredbe	ordenes
umjetni	artificiales
umjetni	artificial
profesionalno	profesional
profesionalno	professional
profesionalno	profesionalidad
profesionalno	profesionales
profesionalno	profesionalmente
okus	degustar
okus	sabor
okus	gusto
okus	gustos
okus	sabor
tropske	tropical
tropske	trópico
tropske	tropicales
canis	canis
almanah	almanaque
poplava	inundación
poplava	inundaciones
poplava	inundar
poplava	diluvio
poplava	inundación
poplava	inundaciones
poplava	inundando
poplava	inundación
poplava	inundaciones
sergio	sergio
primjeni	aplicar
primjeni	aplica
primjeni	aplique
tramvaj	tranvía
tramvaj	carrito
tramvaj	tranvía
tramvaj	tranvía
kraljevsko	real
