modelleket	modelos
éjfél	ano
éjfél	reloxo
éjfél	doce
éjfél	media
éjfél	medianoite
éjfél	da
éjfél	á
iker	picos
kamerák	cámaras
melody	melodía
afganisztáni	afganistán
afganisztáni	afghanistán
méltóság	dignidade
sertés	porcos
sertés	os
sertés	porco
étkezés	comida
jelenlét	presenza
jelenlét	diante
jelenlét	a
visszaállítása	a
visszaállítása	restaurar
jelezték	dixeron
hurrikán	furacán
rolls	e
beszélgetést	conversación
beszélgetést	conversa
beszélgetést	sobre
végtag	fuga
diagnózis	diagnóstico
diagnózis	diagnose
terjeszkedés	expansión
leghatalmasabb	ó
aktívak	activa
aktívak	a
aktívak	activo
aktívak	activos
aktívak	activas
aktívak	militante
hangnem	ton
igazságosság	xustiza
parkinson	párkinson
hozzáférést	acceso
hozzáférést	aos
félénk	tímida
monitor	monitor
zsíros	graxos
eltűnése	desaparición
chicagóban	chicago
erősebben	máis
erősebben	forte
fejet	cabeza
fejet	a
westminster	westminster
viselni	vestidos
viselni	con
viselni	pantalóns
viselni	levas
viselni	levar
viselni	levo
viselni	levas
viselni	non
viselni	as
mccarthy	mccarthy
felbontás	resolución
aludni	sono
aludni	durmir
aludni	durme
met	coñecín
met	a
met	coñecemos
gyorsulás	aceleración
sarok	esquina
sarok	recuncho
visszaállítani	a
visszaállítani	restaurar
alapanyagok	materiais
szívek	corazóns
szívek	corazón
nationale	biblioteca
nationale	nacional
büdös	noxento
büdös	apesto
teknősök	tartarugas
kapitalizmus	o
kapitalizmus	capitalismo
dió	noces
dió	tola
dió	tolo
hormonok	hormonas
auschwitz	auschwitz
hangosan	forte
hangosan	alto
hangosan	alta
hangosan	voz
tanfolyam	cursos
létfontosságú	vital
liza	liza
kiképzés	formación
kiképzés	estudan
kiképzés	adestramento
adatvédelmi	privacidade
rangja	última
dickinson	dickinson
tiszteletet	respectar
tiszteletet	respeto
tiszteletet	respecto
tiszteletet	respéctanme
gyakorlott	experimentou
gyakorlott	experiencia
gyakorlott	experimentado
gyakorlott	nisto
elnyomás	da
elnyomás	represión
elnyomás	opresión
gyász	dor
gyász	pena
támogatások	axuda
kevesebben	menos
barney	barney
tagadja	negar
tagadja	rexeitada
parancsok	ordes
parancsok	orde
parancsok	as
parancsok	encargos
drew	drew
hetekig	semanas
rács	reixas
sonny	filliño
ágy	cama
értelmiségiek	intelectuais
rhodes	rhodes
taxi	taxi
taxi	taxi
karját	brazo
korlátok	limita
korlátok	límites
emile	emile
pontosság	precisión
költött	pasamos
költött	pasei
költött	pasou
költött	anos
fogyasztók	clientes
fogyasztók	consumidores
kollégák	colegas
kollégák	compañeiros
régiói	rexións
mennyország	ceo
mennyország	deus
mennyország	ceos
mennyország	paraíso
mennyország	o
cipő	zapato
cipő	zapatos
cipő	os
cipő	botas
cipő	tenis
térfogat	o
térfogat	volume
antropológia	antropoloxía
kerítés	perista
goran	goran
buddhisták	budistas
gyökér	orixe
gyökér	raíz
minősítés	cualificación
cigaretta	tabaco
cigaretta	cigarros
cigaretta	cigarros
cigaretta	cigarro
cigaretta	un
cigaretta	pitillo
cigaretta	pito
becsületes	honestos
becsületes	sinceros
becsületes	dicir
becsületes	verdade
becsületes	sincero
becsületes	honesto
becsületes	de
becsületes	honrado
romokban	ruínas
belépés	acceso
belépés	aos
belépés	entrada
belépés	vigor
egerek	ratos
egerek	démoslles
fakó	pálida
fakó	pálido
kalandok	aventura
hip	hurra
törekvéseit	aspiracións
szavazó	votantes
szavazó	votación
gyűlölet	odio
gyűlölet	odio
gyűlölet	os
gyűlölet	o
gyűlölet	a
elpusztítani	destrúen
elpusztítani	os
elpusztítani	destruír
elpusztítani	destruílo
elpusztítani	seguros
elpusztítani	destrúe
shin	canela
élőhely	do
élőhely	hábitat
ígéret	promesa
ígéret	prometer
ígéret	prométolle
ígéret	prometo
ígéret	prométocho
ígéret	prometeron
ígéret	prometín
ígéret	prometinlle
ígéret	prometéronme
ígéret	prometida
ígéret	prometíchesme
ígéret	prometo
ígéret	prometera
esküdt	xurado
meghatározva	decidido
meghatározva	con
rúd	reixas
rúd	polo
rúd	poste
évszakok	estacións
feltörekvő	emerxentes
ülések	asentos
direct	directa
törött	roto
részeg	bébedo
részeg	emborrachar
részeg	bébeda
részeg	un
részeg	bébedos
részeg	emborracheime
határokon	fronteira
bibliát	biblia
bibliát	biblias
bibliát	biblias
pici	diminutos
pici	pequena
pici	pequenos
pici	diminuto
pici	pequeno
pici	minúsculas
pici	diminuta
pici	pequenas
reklámok	anuncios
reklámok	cociniñas
reklámok	publicidade
autókat	coches
autókat	coche
autókat	autos
jegyeket	billetes
jegyeket	entradas
vevők	clientes
ágazat	sector
ágazat	industria
harbor	porto
hazug	mentiroso
hazug	mentireira
reagálni	reaccionar
reagálni	reaccionaredes
reagálni	reacciona
reagálni	reaccionan
reagálni	aos
reagálni	ante
reagálni	reaccionei
zuhan	a
zuhan	namorarse
zuhan	caendo
zuhan	derrube
zuhan	ardendo
lyukak	buratos
lyukak	buracos
összetört	a
összetört	rompeu
összetört	crebou
összetört	entraron
összetört	rompín
worth	ser
worth	a
worth	pena
worth	paga
worth	valor
worth	vale
hajógyár	xardín
hajógyár	pendente
konferenciák	conferencias
hollywoodban	hollywood
cortex	córtex
megjelölve	marcados
karok	brazos
karok	armas
kérelem	aplicación
kérelem	petición
nyomtatás	imprenta
elkülönített	illado
elkülönített	illada
elkülönített	separar
gondolatai	pensamentos
gondolatai	pensamento
gondolatai	que
ügynökök	axentes
tájékoztatás	información
törés	romper
törés	o
beszéltem	falei
beszéltem	con
beszéltem	falamos
beszéltem	falou
beszéltem	falaron
beszéltem	falei
beszéltem	falou
beszéltem	falaba
genetikus	xenética
genetikus	xenéticas
genetikus	xenéticos
genetikus	xenético
szakszervezet	unión
szakszervezet	sindicato
szakszervezet	sindicalista
szakszervezet	sindical
szakszervezet	do
szakszervezet	sindicatos
élelem	comida
élelem	alimentos
élelem	alimentaria
tét	aposta
tét	apostar
tét	a
tét	aposto
tét	que
tét	seguro
gyűjtés	de
gyűjtés	colección
ursula	ursula
pánik	pánico
fejfájás	cabeza
fejfájás	dor
táncolni	baile
táncolni	baila
táncolni	bailar
táncolni	danza
táncolni	baile
táncolni	bailando
táncolni	bailar
táncolni	bailaba
kagylók	proxectís
célpontok	obxectivos
célpontok	brancos
udvarias	educado
udvarias	educados
cassius	cassius
bombák	bombas
bombák	as
bejelentett	declarou
következmények	consecuencias
fizetés	soldo
fizetés	salario
fizetés	paga
fizetés	pagar
fizetés	pagalo
fizetés	pago
mikulás	santa
csónak	barcos
csónak	barco
csónak	bote
csónak	chalana
influenza	gripe
kirby	kirby
tanultam	aprendín
tanultam	que
tanultam	aprenderon
tanultam	aprendemos
tanultam	aprendeu
tanultam	descubrimos
elfeledett	esqueceu
elfeledett	esqueciches
elfeledett	esquecín
gépjármű	vehículo
dátumok	datas
dobta	tiraron
dobta	tirou
dobta	o
ütés	éxito
ütés	ponche
ütés	unha
mack	mackie
mack	navalla
mack	mack
kérdezi	pregunta
odüsszeusz	ulises
interfész	interface
interfész	usuario
vadászni	caza
vásárlók	clientes
célzott	obxectivo
széket	cadeira
ellie	ellie
csendben	silencio
hélium	helio
bab	feixóns
bab	xudías
köpeny	o
köpeny	cabo
büszkeség	orgullo
büszkeség	orgulloso
raktár	almacén
raktár	almacenamento
raktár	consigna
sorsolás	debuxar
sorsolás	que
sorsolás	os
sorsolás	absorber
sorsolás	sur
sorsolás	debuxaría
sorsolás	lotería
sorsolás	de
sorsolás	lotaría
keresztbe	cruzamos
keresztbe	cruzar
keresztbe	cruz
keresztbe	atravesar
keresztbe	crosstree
munkahelyi	traballo
munkahelyi	traballar
munkahelyi	de
munkahelyi	traballo
kétség	dúbida
kétség	dubidar
kétség	dúbidas
kétség	dubido
kétség	dubídoo
sofőr	condutor
sofőr	de
sofőr	o
sofőr	permiso
létezni	existen
létezni	existir
létezni	existe
akciók	as
akciók	accións
tanárnő	profesor
tanárnő	mestra
tanárnő	mestre
turing	test
turing	turing
ridge	cresta
zongorán	piano
kihalás	extinción
koncentrációja	de
koncentrációja	concentración
seriff	alguacil
seriff	shérif
seriff	gobernador
fidel	fidel
iszik	auga
iszik	café
iszik	bebendo
iszik	beber
iszik	copas
szégyen	mágoa
szégyen	vergoña
szégyen	que
szégyen	desgraza
szégyen	deshonra
genom	xenoma
járművel	vehículo
pin	prendedor
sztrájk	folga
sztrájk	ataque
sztrájk	¡
sztrájk	que
sztrájk	empece
vészhelyzet	urxencias
vészhelyzet	de
vészhelyzet	emerxencia
vészhelyzet	urxencia
vészhelyzet	estado
vészhelyzet	tribunal
oroszlánok	leóns
csokoládé	bombóns
csokoládé	chocolate
bennszülöttek	nativo
bennszülöttek	onde
bennszülöttek	terra
kedd	martes
feltevés	hipótese
cukorbetegség	diabetes
skótok	escoceses
lóg	colga
lóg	pendurada
lóg	a
lóg	colgar
brigád	brigade
brigád	a
brigád	brigada
fővezér	primeiro
eladások	de
eladások	ventas
egyezség	acordo
egyezség	tratar
egyezség	negocio
egyezség	trato
egyezség	arranxo
egyezség	acordo
manuális	manual
abigail	abigail
inni	auga
inni	café
inni	bebendo
inni	beber
civilek	civís
civilek	xente
esélyes	probabilidades
bárónő	baronesa
hétfőn	o
hétfőn	luns
hétfőn	10
dolgozom	traballando
dolgozom	a
dolgozom	traballar
dolgozom	traballo
vonás	trazo
cruise	levádeme
felnőtteknek	adultos
felnőtteknek	os
bútorok	mobles
bírák	xuíces
bírák	os
cselekmények	actos
varázslat	maxia
varázslat	máxico
varázslat	máxica
civilizált	civilizado
civilizált	civilizados
gépekkel	as
gépekkel	máquinas
gépekkel	lavadoras
öltözve	de
öltözve	vestida
öltözve	vestidos
öltözve	vestidas
öltözve	vestir
holttest	corpo
holttest	corporal
holttest	cadáver
holttest	corpo
lándzsa	arpón
lándzsa	spear
napokat	días
ruhák	roupa
ruhák	vestidos
ruhák	roupa
ruhák	roupas
óceánok	océanos
pék	baker
segéd	axudante
segéd	asistente
segéd	de
gyilkosok	asasinos
gyilkosok	asasinos
sunset	solpor
szexualitás	sexual
tölgyfa	oak
tölgyfa	carballo
gus	gus
értékesítési	de
értékesítési	ventas
feltételezem	que
feltételezem	supoño
feltételezem	asumo
buck	dólar
hagyma	cebola
megnevezett	chamado
megnevezett	chámase
megnevezett	se
megnevezett	nome
megnevezett	chamada
helyettesíteni	substituír
kimerült	esgotada
kimerült	exhaustos
kérésre	petición
szocialisták	socialista
emelkedés	incremento
emelkedés	aumento
emelkedés	a
emelkedés	incrementar
emelkedés	aumenta
emelkedés	aumentar
shepherd	pastor
shepherd	pastorciño
szelet	rebándenme
szelet	rebanda
szelet	faise
szelet	vento
szelet	do
szelet	corda
szelet	chupo
leves	sopa
leves	xantar
oltalom	protección
nyerő	gañar
alkoholt	alcol
alkoholt	alcohol
karikaturista	debuxante
karikaturista	caricaturista
telepítés	aparello
telepítés	instalación
szárnyat	nunha
szárnyat	á
ajánlani	aconsellan
ajánlani	que
forradalmárok	revolucionarios
gazdaságos	economía
gazdaságos	a
gazdaságos	da
hírneve	reputación
hírneve	sona
kétségbeesett	desesperado
kétségbeesett	e
brandy	brandy
jegyzék	lista
jegyzék	listaxe
hasnyálmirigy	páncreas
megemlékezés	día
megemlékezés	dos
megemlékezés	caídos
délben	mediodía
akárki	que
akárki	quen
szerszám	de
szerszám	ferramenta
szerszám	ferramentas
szerszám	ferramentas
szerszám	as
tanácsadás	consello
felkészült	preparada
felkészült	listo
felkészült	preparado
powers	poderes
magvak	sementes
éjszakák	as
éjszakák	noites
éjszakák	noite
éjszakák	polas
meztelenül	espido
ammónia	amoníaco
erőfeszítéseket	esforzos
protein	proteína
élmények	as
élmények	experiencias
irányítási	de
irányítási	xestión
irányítási	dirección
irányítási	a
felmérések	enquisa
mondás	dicir
mondás	dicindo
mondás	que
mondás	digo
mondás	di
torka	gorxa
csirke	galiña
csirke	polo
csirke	pito
csirke	galiñas
csirke	polos
porcelán	china
alagutak	túneles
jenkins	jenkins
nehézség	dificultades
kathleen	kathleen
együttműködő	cooperativas
együttműködő	cooperativa
együttműködő	dos
boltok	almacéns
boltok	depósitos
boltok	provisións
fanni	fan
újságírás	xornalismo
leopárd	leopardo
toxikus	tóxicos
toxikus	tóxica
jelenteni	reportando
jelenteni	información
telepek	colonias
baljós	fúnebre
megvásárolt	mercou
megvásárolt	merquei
megvásárolt	merqueino
megvásárolt	merqueille
megvásárolt	comprou
jurassic	xurásico
bombázók	bomber
daganat	tumor
igényli	require
zsákmányt	botín
pusztulás	destrución
pusztulás	destrucción
születésnap	aniversario
irodák	oficinas
kanyar	curva
kanyar	esquina
kanyar	recuncho
diéta	dieta
biztonságosabb	máis
biztonságosabb	seguro
sírba	tumba
sírba	grave
ülést	sentar
ülést	asento
ülést	sitio
ülést	senta
ülést	séntese
ülést	sente
utcákon	rúas
utcákon	polas
utcákon	rúa
antibiotikum	antibióticos
antibiotikum	coa
antibiotikum	dos
antibiotikum	os
antibiotikum	antibiótico
antibiotikum	uso
antibiotikum	antibióticos
antibiotikum	dos
feri	frank
feri	franco
feri	francis
úszni	nadar
úszni	baño
úszni	nado
úszni	nadando
úszni	nadar
úszni	piscina
úszni	á
úszni	a
úszni	nado
páncél	armadura
páncél	armadura
üldözés	da
üldözés	busca
üldözés	persecución
üldözés	persecución
várunk	agardando
várunk	espera
várunk	a
várunk	esperar
várunk	esperando
várunk	agardar
magazinok	revistas
vezérelt	conducido
graves	foxas
graves	comúns
graves	tumbas
tendencia	tendencia
tendencia	coa
tendencia	tendencia
világméretű	mundial
világméretű	mundo
világméretű	no
neurológiai	neurolóxica
csöves	vagabundo
csöves	sen
csöves	teito
csöves	vago
spektrum	espectro
hallás	que
hallás	oído
hallás	escoita
hallás	escoito
szorongás	ansiedade
szórakozás	ben
szórakozás	divertido
szórakozás	divertida
szórakozás	entretemento
wheeler	wheeler
vasat	ferro
síp	asubío
síp	asubía
napsugár	sol
napsugár	luz
napsugár	do
rabok	presos
rabok	os
rabok	prisioneiros
gyapjú	la
alapjaiban	fundamentalmente
alapjaiban	de
máskülönben	contrario
máskülönben	ou
máskülönben	doutro
máskülönben	xeito
máskülönben	se
máskülönben	non
máskülönben	senón
juliette	juliette
esedékes	por
esedékes	debido
esedékes	ao
esedékes	cando
esedékes	a
esedékes	mor
esedékes	débeda
magány	fica
magány	illado
magány	soidade
magány	soa
magány	só
tizenkettő	doce
fáradt	cansa
fáradt	canso
hozzászólások	comentarios
tojások	ovos
tojások	os
befejezés	a
befejezés	terminar
befejezés	rematar
befejezés	acabar
befejezés	unllas
befejezés	fin
befejezés	final
befejezés	final
kabin	cabana
becsület	de
becsület	honra
becsület	honor
becsület	honra
becsület	señoría
becsület	súa
teljessé	total
teljessé	completa
teljessé	completar
teljessé	completo
terrorizmus	terrorismo
pezsgő	champaña
pezsgő	champán
ceremónia	cerimonia
smart	intelixente
smart	intelixentes
smart	listos
smart	moi
smart	listo
vallomása	testemuña
bejegyzést	posto
bejegyzést	poste
bejegyzést	correos
bejegyzést	correo
bejegyzést	de
hozzáállás	actitude
hozzáállás	atrancos
hozzáállás	pensas
szőr	pelo
szőr	cabelo
floridában	florida
szerszámok	ferramentas
szerszámok	as
fogyasztott	de
lépcsőn	escaleiras
lépcsőn	as
lépcsőn	escaleira
patkányok	ratas
kabát	chaqueta
kabát	da
kabát	abrigo
kabát	o
kabát	chaqueta
mindamellett	aínda
mindamellett	porén
mindamellett	con
mindamellett	todo
mindamellett	sen
mindamellett	embargo
mindamellett	pero
mindamellett	aínda
öten	cinco
öten	5
leroy	leroy
rajzolni	debuxar
rajzolni	que
rajzolni	os
rajzolni	absorber
rajzolni	sur
rajzolni	debuxaría
késsel	coitelo
késsel	navalla
késsel	mackie
hidegen	frío
hidegen	fría
hidegen	arrefriado
szokásai	costumes
szokásai	hábitos
korlátolt	limitado
korlátolt	limitada
laurie	laurie
felügyeleti	vixilancia
tartály	tanque
tartály	depósito
tartály	botella
közzétette	no
alkatrész	partes
alkatrész	compoñente
vogel	vogelöd
vogel	vogel
versenyezni	competir
tesztelés	probas
tesztelés	probando
táplált	farto
táplált	de
táplált	alimentado
rózsaszínű	rosas
rózsaszínű	rosa
fagyott	xeado
érintkezés	contacto
érintkezés	coñecidos
érintkezés	en
érintkezés	con
érintkezés	podo
érintkezés	contactar
humphrey	humphrey
hősies	heroicos
miénk	noso
miénk	nosas
miénk	nós
miénk	nosa
miénk	nosos
repülők	avións
repülők	avións
repülők	os
tartalmas	significativo
áramlat	actual
áramlat	actuais
áramlat	que
áramlat	súa
áramlat	corrente
kráterek	cráteres
noble	nobre
csökkenés	declive
csökkenés	a
csökkenés	redución
csökkenés	diminución
csökkenés	diminúe
daniels	daniels
lsd	ácido
lsd	aminoácidos
lothar	lothar
véd	protexe
véd	protexe
véd	a
széna	feo
terhelt	cargada
magánszemélyek	persoas
magánszemélyek	individuos
magánszemélyek	autismo
atmoszféra	atmosfera
atmoszféra	ambiente
akadályok	obstáculos
égés	queimaduras
égés	arde
égés	queimalos
égés	queiman
égés	queimar
égés	queimade
antibiotikumok	antibióticos
antibiotikumok	coa
antibiotikumok	dos
antibiotikumok	os
antibiotikumok	antibiótico
antibiotikumok	uso
antibiotikumok	antibióticos
antibiotikumok	dos
híresség	famoso
híresség	famosos
híresség	famosa
portrék	retratos
reaktor	reactor
mindennap	cotiá
stratégiát	estratexia
cynthia	cynthia
ügyfél	cliente
ügyfél	cliente
jelmez	vestiario
jelmez	disfraces
minh	minh
minh	vietminh
giants	xigantes
elrejtett	oculto
elrejtett	oculta
elrejtett	ocultas
elrejtett	escondidos
elrejtett	escondidas
elrejtett	escondín
vakáció	de
vakáció	vacacións
vakáció	vacacións
belépni	entrar
belépni	violación
szeretők	amantes
anarchista	anarquista
zsúfolt	xente
önző	egoísta
versengés	competición
kereket	roda
károsodás	danos
károsodás	dano
nyilvántartásba	rexistro
nyilvántartásba	tarxeta
giuliano	giuliano
giuliano	a
avery	avery
alja	fondo
alja	final
alja	do
alja	inferior
alja	abaixo
alja	todo
illúzió	a
illúzió	ilusión
generációk	xeracións
meghajtó	condutor
meghajtó	de
meghajtó	o
meghajtó	permiso
meghajtó	conducir
meghajtó	coche
meghajtó	conduzo
jelszó	contrasinal
állatfaj	especie
állatfaj	especies
sebezhető	vulnerables
sebezhető	vulnerable
óriások	xigantes
alapelvei	principios
forrest	forrest
sebek	feridas
sebek	as
glükóz	glicosa
kórházak	hospitais
kórházak	os
almás	mazá
almás	apple
almás	asadas
almás	mazás
fényképezőgép	cámaras
fényképezőgép	cámara
tanúk	testemuñas
barton	barton
elemzi	analizar
elemzi	analizando
zsír	fats
zsír	graxa
zsír	gorda
zsír	gordo
zsír	gordos
zsír	o
lézer	láser
rendellenesség	trastorno
rendellenesség	desorde
sztori	historia
sztori	relato
étrend	dieta
népirtás	xenocidio
bild	bild
tejet	leite
kombináció	combinación
kombináció	de
legöregebb	máis
legöregebb	vello
optimista	optimistas
optimista	optimista
stabilitás	estabilidade
megtervezett	deseñados
megtervezett	para
megtervezett	deseñadas
megtervezett	deseñado
megtervezett	deseñamos
érzéseit	sentimentos
érzéseit	distancia
érzéseit	os
hírnév	reputación
hírnév	sona
cukrot	azucre
eltört	a
eltört	rompeu
eltört	crebou
eltört	entraron
eltört	rompín
javításra	reparar
ijesztő	medo
oliva	oliva
mindörökké	para
mindörökké	sempre
mindörökké	eternamente
operátor	operadora
üldözött	perseguidos
technikus	tecnolóxica
technikus	tecnolóxicas
jogosultság	permiso
homer	homer
intim	íntimo
intim	íntima
magabiztos	seguros
magabiztos	seguro
világítás	luces
világítás	as
világítás	luz
világítás	apaguen
világítás	iluminación
ajkai	beizos
ajkai	os
ajkai	boca
hab	escuma
malária	malaria
malária	a
doris	doris
receptorok	receptores
vallomás	confesión
vallomás	testemuña
alzheimer	alzheimer
alzheimer	alzhéimer
imádság	oracións
imádság	oración
kirándulás	a
kirándulás	viaxe
felvevő	gravadora
felvevő	magnetófono
bones	ósos
inzulin	insulina
inzulin	á
limit	límite
boldogtalan	infeliz
kifogás	escusas
kifogás	excusas
hajsza	persecución
románc	romance
csütörtökön	xoves
mosoly	sorriso
mosoly	sorrir
mosoly	sorrí
mosoly	sorrí
leesett	caeu
leesett	namorou
leesett	caín
leesett	adormeceu
megérdemli	merece
gyáva	covarde
állások	traballos
állások	traballo
vádlott	acusado
vádlott	imputado
vádlott	o
vádlott	calar
vádlott	acusada
tien	tien
megváltás	exército
megváltás	de
megváltás	salvacionista
megváltás	salvación
szankció	sancións
buli	festa
buli	partido
peggy	peggy
ébredés	espertar
lelőtték	disparou
fejlődni	evolucionar
legény	tipo
legény	mariñeiro
szervezés	organización
szervezés	sindicato
dicsőséges	gloriosa
dicsőséges	gloriosas
felszerelések	equipamento
ebéd	almorzo
ebéd	xantar
ebéd	o
ebéd	comida
ebéd	comer
edzett	adestrados
edzett	para
edzett	adestrada
edzett	adestrado
születésnapi	aniversario
szerződéssel	contrato
taktika	táctica
jövedelme	os
jövedelme	ingresos
jövedelme	do
jövedelme	ingreso
jövedelme	renda
kártyák	tarxetas
kártyák	cartas
kártyák	naipes
kártyák	as
kártyák	ás
figyelemreméltó	sorprendente
figyelemreméltó	notables
figyelemreméltó	extraordinario
illata	cheira
szerda	o
szerda	mércores
előrelépés	progreso
előrelépés	proceso
előrelépés	progresos
előrelépés	segue
csatatéren	campo
csatatéren	batalla
csatatéren	de
szobák	cuartos
szobák	salas
szobák	habitacións
szobák	ventiladas
élvezi	desfrutando
élvezi	ben
gépezet	máquina
gépezet	lavadora
gépezet	maquinaria
gépezet	metralladoras
gépezet	maquinaria
gépezet	máquinas
töltve	cargada
medencék	piscinas
váll	ombro
váll	ombreiro
váll	ombros
hatékonyság	eficiencia
hatékonyság	eficacia
kivégzés	execución
zéró	cero
képviselete	representación
lapjában	revista
felszabadítási	liberación
kényszerített	obrigado
kényszerített	a
kényszerített	forzado
kényszerített	todo
kényszerített	obrigoume
kényszerített	recrutado
telefont	teléfono
fogorvos	dentista
fiók	relato
fiók	contas
fiók	conta
ivott	bebía
ötletem	idea
lenny	lenny
archie	archie
ellenáll	resistentes
ellenáll	resistente
részhalmaza	subconxunto
villamosenergia	electricidade
villamosenergia	a
panaszt	denuncia
ismerve	saber
ismerve	sabendo
ismerve	sabe
tartás	postura
éhes	famentos
éhes	fame
udvaron	patio
udvaron	xardín
udvaron	pendente
metál	de
metál	metal
ellátási	de
ellátási	subministración
trükk	truco
trükk	trucos
tegnapi	onte
tál	pratos
tál	bowl
tál	cunca
gyakorlatokat	exercicios
gyakorlatokat	dirixe
gyakorlatokat	un
trip	a
trip	viaxe
csapda	trampa
csapda	boca
monoton	monótono
kezdés	a
kezdés	comezar
kezdés	empezar
robbins	robbins
mccoy	mccoy
aktus	acto
aktus	actuar
shore	costa
szabadalom	patentes
szabadalom	patente
szabadalom	patentar
szabadalom	zapatos
szabadalom	patentes
hófehérke	neve
hófehérke	impecable
ideges	nerviosa
ideges	nervioso
ideges	nerviosos
ideges	nervios
kávézó	café
kávézó	cafetaría
egyesíteni	unídevos
egyesíteni	irmandádevos
egyesíteni	matar
egyesíteni	vosas
árulás	unha
árulás	traizón
árulás	deslealdade
árulás	a
fali	parede
fali	muro
táncol	bailes
táncol	baile
táncol	bailando
táncol	bailar
táncol	bailaba
sebészet	cirurxía
érzékelés	percepción
követség	embaixada
tisztaság	pureza
kezelések	tratamentos
érzések	emocións
érzések	sentimentos
érzések	distancia
érzések	os
hurok	acople
hurok	volta
kínálat	de
kínálat	subministración
gyakorlás	unha
gyakorlás	práctica
gyakorlás	practicar
gyakorlás	exercen
gyakorlás	exercicio
eladja	vende
fordulatszám	velocidade
fordulatszám	rapidez
fogyasztásra	consumo
zola	zola
gombok	botóns
tin	estaño
tin	metálico
szervei	órganos
krízis	crise
facebookon	facebook
facebookon	de
tiltakozás	protesto
tiltakozás	protesta
felvonulás	procesión
felvonulás	desfile
munkavállalók	traballadores
