som	kot
mars	pohod
mars	mars
plass	vesolje
plass	prostor
plass	space
plass	vesoljska
finnes	obstajajo
finnes	obstaja
nye	novo
nye	nov
nye	novi
nye	nove
nye	nova
tid	čas
tid	časa
php	php
mest	večina
mest	večini
mest	največ
mest	najbolj
mest	večinoma
mest	največkrat
gang	čas
gang	časa
stor	velika
stor	velike
stor	velika
stor	veliki
stor	velike
stor	velik
stor	ogromen
stor	ogromno
stor	ogromna
stor	ogromne
siste	zadnji
siste	nazadnje
siste	poslednje
siste	zadnje
siste	zadnja
siste	končna
siste	končni
siste	najnovejši
siste	najnovejše
september	september
september	septembra
juni	juni
juni	junij
juni	june
juni	junija
tok	vzela
tok	vzel
oktober	oktobra
oktober	oktober
april	april
april	aprila
ofte	pogosto
ofte	pogosto
mål	cilji
juli	julij
juli	julija
juli	juli
går	hojo
går	hoja
går	hoje
går	hodi
går	peš
går	gre
går	sprehode
går	sprehodi
tilbake	zadaj
tilbake	hrbet
tilbake	nazaj
dem	njimi
dem	jih
dem	njih
totalt	totalno
totalt	popolnoma
totalt	skupaj
totalt	skupno
totalt	splošno
februar	februarja
februar	februar
november	november
november	novembra
desember	december
desember	decembra
fire	four
fire	štirje
fire	štiri
ham	njega
ham	ga
største	največji
største	največja
største	največje
isbn	isbn
gruppen	skupino
gruppen	skupinsko
gruppen	skupinski
gruppen	skupinska
gruppen	skupina
uten	brez
diff	diff
new	novo
new	nov
new	novi
new	nove
new	nova
deltok	udeležili
deltok	sodelovala
deltok	sodeloval
deltok	sodelovali
deltok	sodelovalo
igjen	spet
igjen	znova
igjen	ponovno
laget	narejena
laget	narejeni
laget	narejen
laget	narejeno
laget	ekipno
laget	ekipa
laget	team
mye	much
mye	veliko
london	london
utgitt	objavljene
utgitt	objavljena
utgitt	objavljeno
utgitt	objavljeni
utgitt	objavljen
engelsk	angleško
engelsk	angleščina
engelsk	angleži
engelsk	angleški
ingen	nobene
ingen	nobenega
ingen	noben
ingen	nobena
ingen	nihče
brukt	uporabljen
brukt	uporabljena
brukt	uporabljeno
brukt	uporabljene
brukt	uporabljeni
først	prva
først	prvo
først	prvi
først	najprej
land	dežela
land	država
land	državo
land	zemljišča
land	dežela
land	kopno
land	zemljišče
land	zemljo
land	države
sommer	summer
sommer	poletna
sommer	poletni
sommer	poletno
sommer	poleti
sommer	poletje
sommer	sommer
jpg	jpg
liste	spisek
liste	seznam
side	stran
helt	totalno
helt	popolnoma
helt	popolnoma
helt	junak
helt	heroj
vest	zahodna
vest	zahod
vest	zahodno
vest	jopič
vest	telovnik
vest	zahodna
vest	zahodni
vest	western
vest	zahodno
beste	najboljša
beste	najboljši
beste	best
beste	najboljše
amerikansk	ameriške
amerikansk	ameriško
amerikansk	ameriški
amerikansk	ameriška
spilte	igral
spilte	igrala
spilte	igralo
grunn	razlog
grunn	razlogi
deres	njihovi
deres	njihov
deres	njihovo
deres	njuna
deres	njihova
deres	njihove
deres	njihovi
deres	njuna
deres	njihova
kommer	prihaja
artikkelen	članek
artikkelen	člena
artikkelen	člen
artikkelen	izdelek
mindre	manjše
mindre	manjša
mindre	manjši
mindre	manjše
mindre	manjši
mindre	manjša
mindre	manj
rekke	serijo
rekke	serije
rekke	serija
hva	kaj
tillegg	dodajanje
landet	dežela
landet	država
landet	državo
landet	pristalo
landet	pristal
landet	pristali
arter	vrsta
arter	vrste
ville	ville
ville	bi
området	območje
området	površina
området	področje
ned	dol
ned	navzdol
ned	ned
ned	neda
john	john
john	janez
john	janeza
lag	ekipno
lag	ekipa
lag	team
årene	vesla
tatt	slikano
tatt	vzet
tatt	ujeta
tatt	ujel
tatt	ujeli
tatt	ujet
tatt	ujeli
brukes	uporabljen
brukes	uporabljena
brukes	uporabljeno
brukes	uporabljene
brukes	uporabljeni
bruk	uveljavi
bruk	uporaba
bruk	use
bruk	uporabi
kun	kun
kun	le
kun	samo
kalt	poklical
øst	vzhodni
øst	vzhod
øst	vzhodna
øst	vzhodno
øst	vzhodni
øst	vzhodna
øst	vzhodno
døde	mrtev
døde	umrla
døde	umrl
sverige	švedska
county	okrožni
county	okrožje
county	okraj
county	okrožju
tyskland	nemčija
tysk	nemško
tysk	nemec
tysk	nemška
tysk	nemščina
tysk	nemški
større	večja
større	večji
større	večje
større	večja
større	večje
større	večja
større	večji
større	večje
begynte	začel
begynte	začela
derfor	zato
derfor	zatorej
kirke	cerkev
gamle	stare
gamle	star
gamle	staro
gamle	stara
gamle	stari
frem	naprej
frem	zagon
artikler	členi
artikler	članki
artikler	izdelki
skrevet	pisno
skrevet	napisano
skrevet	napisana
skrevet	pisna
skrevet	zapisano
imidlertid	kakorkoli
familien	druzina
familien	družina
eksempel	vzorec
eksempel	zgled
eksempel	primer
amerikanske	ameriške
amerikanske	ameriško
amerikanske	ameriški
amerikanske	ameriška
kjente	znana
kjente	znane
kjente	znan
kjente	znani
kjente	znano
kjente	poznan
kjente	vedel
kjente	vedela
kjente	čutila
kjente	počutil
kjente	čutil
kjente	občutila
annen	drugi
annen	drugo
annen	druga
annen	druge
videre	nadalje
videre	nadaljnje
hver	vsak
hver	vsaka
hver	vsako
hver	vsak
hver	vsaka
ganger	krat
ganger	časi
ganger	times
svært	zelo
svært	izjemno
svært	izredno
hennes	njene
hennes	njen
hennes	njena
hennes	njeno
hennes	njeni
hennes	njej
hennes	njo
hennes	njen
hennes	her
hennes	njena
egen	lastno
egen	lastne
egen	lastna
egen	lastni
innen	znotraj
litt	rahlo
litt	nekoliko
artikkel	članek
artikkel	člena
artikkel	člen
artikkel	izdelek
ser	ser
ser	gledanje
ser	gledal
ser	opazovati
ser	opazuje
jan	jan
ulike	drugačna
ulike	drugačen
ulike	drugačni
ulike	drugačno
score	zadetek
score	rezultat
frankrike	francijo
frankrike	francija
frankrike	france
like	enako
like	enaka
like	enaki
like	enako
like	všeč
like	kot
satt	nastavi
satt	komplet
satt	sedeli
satt	sedela
satt	sedel
satt	sat
startet	začel
startet	začela
sett	opažena
sett	opažen
sett	opazili
sett	opaženo
sett	videli
sett	videl
sett	viden
sett	videna
sett	nastavi
sett	komplet
sett	gledali
sett	gledal
sett	opazoval
sett	gledala
alt	vse
alt	vsi
alt	vsem
alt	vse
alt	vseh
alt	alt
gruppe	skupino
gruppe	skupinsko
gruppe	skupinski
gruppe	skupinska
gruppe	skupina
deretter	potem
lang	lang
lang	dolge
lang	dolg
lang	dolgo
lang	dolgi
lang	dolga
europa	europe
europa	evropa
europa	evropo
europa	evropi
europa	europa
medlem	članica
medlem	član
medlem	poslanec
fem	fem
fem	pet
fem	five
per	per
england	anglija
england	england
england	angliji
england	anglije
england	anglijo
særlig	posebej
særlig	zlasti
nok	dovolj
begge	obe
begge	oba
deler	deljenje
deler	delitev
deler	deli
deler	delimo
deler	delež
deler	delim
deler	delnice
deler	deleži
deler	deli
deler	poglavji
deler	oddelki
bergen	bergen
fram	naprej
fram	fram
gitt	dano
gitt	danih
gitt	podeljena
gitt	odobreno
fordi	ker
står	stoji
står	stoji
står	stojala
hvert	vsak
hvert	vsaka
hvert	vsako
hvert	vsak
hvert	vsaka
året	leto
året	letnica
perioden	obdobje
bygget	zgrajeno
bygget	zgrajen
bygget	zgrajeni
bygget	zgradil
bygget	zgrajena
des	des
kina	porcelan
kina	kitajski
kina	kitajsko
kina	kitajska
ett	enga
ett	ena
ett	en
ett	eden
ett	eno
innbyggere	meščani
innbyggere	državljane
innbyggere	državljani
sønn	sinko
sønn	sine
sønn	sin
sønn	son
språk	jezike
språk	jeziki
språk	jezikovno
språk	jezikovna
språk	jezik
nasjonale	nacionalna
nasjonale	nacionalno
nasjonale	nacionalni
forfatter	pisec
forfatter	pisateljica
forfatter	pisatelj
forfatter	avtor
fil	datoteka
fil	datoteko
menn	moške
menn	možje
menn	men
menn	moški
menn	moška
barn	otroci
barn	otroci
barn	otrok
kamper	vžigalice
kamper	borbe
kamper	pretepi
kamper	tekme
kamper	igre
kamper	igrah
kamper	igrice
kamper	iger
kamper	bitke
kamper	bitk
spiller	igralec
spiller	predvajalnik
spiller	igralca
spiller	predvaja
spiller	igra
spiller	igrajo
spiller	predvajanje
spiller	igranje
personer	oseb
personer	osebe
personer	ljudje
personer	ljudstvo
personer	osebe
personer	ljudi
gir	dajanje
gir	dej
gir	daj
leder	vodja
leder	leader
gull	zlat
gull	zlato
gull	zlate
gull	zlati
gull	zlata
gjort	storjeno
gjort	končano
gjort	opravljeno
gjort	narejeno
godt	pridni
godt	pridna
godt	dober
spilt	igral
spilt	igrala
spilt	igralo
gjøre	naredi
svensk	švedska
svensk	švedsko
svensk	švedski
forskjellige	drugačna
forskjellige	drugačen
forskjellige	drugačni
forskjellige	drugačno
historie	zgodba
historie	zgodbo
historie	zgodovina
historie	zgodovino
bak	iza
liv	zivljenje
liv	life
liv	življenje
samtidig	istočasno
samtidig	sočasno
samtidig	hkrati
skrev	napisal
skrev	pisal
skrev	napisala
skrev	zapisal
fransk	francosko
fransk	francoska
fransk	francoščina
fransk	francoski
sted	plac
sted	kraj
sted	lokacija
sted	lokacijo
university	univerza
fotball	football
fotball	nogomet
fotball	fuzbal
resultat	rezultat
resultat	izid
resultat	rezultati
resultat	izidi
tredje	tretje
tredje	tretji
tredje	tretja
danmark	dansko
danmark	danski
danmark	danska
stort	velika
stort	velike
stort	velika
stort	veliki
stort	velike
stort	velik
verden	svet
verden	svetovna
verden	svetovno
verden	world
paris	paris
paris	pariz
paris	pariški
slekt	druzina
slekt	družina
von	von
viser	prikazovanje
viser	prikazovanje
viser	pokaže
viser	prikaže
viser	oddaje
viser	oddaj
viktig	pomembno
viktig	pomemben
viktig	pomembna
mulig	možen
mulig	možna
mulig	možne
mulig	možni
mulig	možno
york	yorku
york	york
york	yorka
britiske	britanski
britiske	britanci
britiske	britansko
president	predsednik
president	predsednica
bilde	sliko
bilde	slika
bilde	sliko
bilde	podoba
bilde	slika
bilde	photo
bilde	foto
bilde	fotografijo
bilde	fotografija
langt	daleč
allerede	ze
allerede	že
opprettet	ustvarjen
opprettet	ustvarjeno
opprettet	ustvaril
opprettet	ustvarjena
opprettet	ustvarjene
kort	kratki
kort	kratko
kort	kratek
kort	kratka
kort	kratke
sesongen	sezono
sesongen	sezona
liten	majhno
liten	majhni
liten	majhen
liten	majhne
liten	majhna
liten	male
liten	mali
kanskje	mogoče
kanskje	morda
kanskje	mogoče
kanskje	mogoce
kanskje	morda
skuespiller	igralka
skuespiller	igralke
skuespiller	igralec
tidlig	zgodnje
tidlig	zgodnja
tidlig	zgodnji
tidlig	zgodaj
form	oblika
form	oblike
form	forme
form	obliko
millioner	milijoni
krigen	vojno
krigen	vojne
krigen	vojna
rett	desno
rett	right
rett	pravica
rett	prav
langs	vzdolž
storbritannia	britanija
storbritannia	britanijo
yrke	poklic
små	majhno
små	majhni
små	majhen
små	majhne
små	majhna
spesielt	specifično
spesielt	izrecno
spesielt	posebej
spesielt	posebej
spesielt	zlasti
spesielt	specialno
spesielt	posebna
spesielt	posebne
spesielt	poseben
spesielt	posebno
spesielt	specialno
spesielt	posebej
kvinner	samice
kvinner	ženskam
kvinner	žensk
kvinner	ženske
flyttet	preselil
flyttet	prestavljen
flyttet	premaknjena
god	pridni
god	pridna
god	dober
fortsatt	vseeno
fortsatt	še
nytt	novo
nytt	nov
nytt	novi
nytt	nove
nytt	nova
vanlig	redno
vanlig	redni
vanlig	redna
vanlig	pogosti
vanlig	pogosto
vanlig	navadna
vanlig	navadni
vanlig	običajno
vanlig	običajna
italia	italia
italia	italija
hvordan	kako
bilder	podobe
bilder	slike
bilder	slik
bilder	fotografije
bilder	slike
bilder	fotografij
bilder	slike
bilder	slik
kong	kong
sport	šport
sport	sport
sport	športni
sport	šport
sport	športne
sport	športna
lite	majhno
lite	majhni
lite	majhen
lite	majhne
lite	majhna
lite	lite
lite	male
lite	mali
førte	vodil
førte	povedel
bruker	uporabe
bruker	uporabnika
bruker	uporabnik
seks	šest
seks	six
albumet	album
albumet	albuma
slaget	bitka
slaget	bitko
nummer	številka
nummer	število
internasjonale	mednarodne
internasjonale	mednarodni
internasjonale	mednarodna
internasjonale	mednarodno
meg	meg
universitetet	univerza
skole	šole
skole	šolo
skole	šola
innenfor	znotraj
innenfor	notri
innenfor	znotraj
vel	no
film	film
film	film
left	levica
left	levi
left	levo
left	leva
opprinnelig	prvotno
opprinnelig	prvotna
opprinnelig	izvirnik
opprinnelig	izvirno
opprinnelig	prvotni
opprinnelig	original
moderne	moderna
moderne	sodobno
moderne	sodobna
moderne	sodobni
moderne	moderno
com	com
øya	island
øya	otok
øya	otoku
periode	obdobje
heller	raje
heller	heller
heller	bodisi
utenfor	zunaj
antall	številka
antall	število
antall	količina
antall	količino
dansk	dansko
dansk	danske
dansk	danski
titler	naslovi
titler	naslovov
team	ekip
team	ekipe
team	moštva
team	ekipno
team	ekipa
team	team
center	središče
center	center
hatt	imelo
hatt	imeli
hatt	imel
hatt	imela
hatt	kapo
hatt	klobuk
hatt	kapa
enkelte	nekatere
enkelte	nekaterim
enkelte	nekateri
enkelte	nekaj
enkelte	neki
bedre	boljša
bedre	boljši
bedre	bolje
bedre	boljše
provinsen	pokrajina
provinsen	provinca
bruke	uporaba
bruke	use
bruke	uporabi
kilder	vire
kilder	viri
tar	grabi
tar	jemanje
tar	vzemite
tar	vzemi
tar	vzame
tar	jemlje
funnet	najdeno
funnet	najdeni
funnet	najdena
funnet	najden
funnet	ozdravel
funnet	okrevala
politiker	politik
christian	christian
christian	krščanski
christian	kristjan
delen	odsek
delen	poglavje
delen	razdelek
delen	oddelek
inneholder	vsebuje
familie	druzina
familie	družina
representerte	zastopane
representerte	zastopani
representerte	predstavljal
friidrett	atletika
forhold	odnosi
forhold	razmerja
forhold	zveze
forhold	razmerje
forhold	zveza
lever	jeter
lever	jetra
holdt	držal
holdt	potekala
holdt	obdržal
utviklet	razvita
utviklet	razvite
utviklet	razvit
utviklet	razvito
utviklet	razviti
utviklet	razvil
utviklet	razvila
lange	lange
lange	dolge
lange	dolg
lange	dolgo
lange	dolgi
lange	dolga
medlemmer	člane
medlemmer	poslanci
medlemmer	članice
medlemmer	člani
km²	km²
all	vsi
all	vsem
all	vse
all	vseh
mennesker	ljudje
mennesker	ljudje
mennesker	ljudstvo
mennesker	osebe
mennesker	ljudi
mener	zloben
mener	hudoben
mener	zlobno
folk	ljudje
folk	ljudstvo
folk	osebe
folk	ljudi
poeng	točki
poeng	točk
poeng	točke
poeng	zadetek
poeng	rezultat
poeng	točka
poeng	point
poeng	točko
peter	peter
peter	petra
nesten	skoraj
nesten	skoraj
betyr	pomeni
sølv	srebrn
sølv	srebro
sølv	srebrno
sølv	srebrna
sølv	silver
etablert	ustanovljena
etablert	ustanovljen
etablert	ugotovljena
etablert	vzpostavljen
kalles	poklical
klubb	klub
klubb	club
omkring	naokrog
omkring	okoli
omkring	okrog
mann	mann
mann	moški
mann	mož
mann	človek
ledet	vodil
ledet	povedel
musikk	glasba
musikk	muzika
musikk	glasbo
finne	poišči
finne	najdi
nær	zapri
nær	blizu
https	https
russland	rusija
russland	rusijo
min	moj
min	moja
min	rudnik
min	moje
min	min
verdens	svet
verdens	svetovna
verdens	svetovno
verdens	world
grad	čin
grad	stopnja
berlin	berlin
thomas	thomas
thomas	tomaž
robert	robert
aldri	nikdar
aldri	nikoli
valgt	izbrano
valgt	izbrani
valgt	izbrana
valgt	izbran
valgt	izvoljeni
valgt	izvoljen
valgt	izvoljena
valgt	izbrano
valgt	izbranih
valgt	izbrani
valgt	izbrane
valgt	izbrana
valgt	izbran
kirken	cerkev
paul	paul
paul	pavel
slike	takšne
slike	takšna
slike	take
far	ata
far	oče
far	ati
far	oče
vinter	zimska
vinter	zimsko
vinter	zimo
vinter	zima
vinter	winter
from	iz
from	od
følge	sledi
art	umetnost
art	umetnosti
art	art
art	vrsta
art	vrste
vanligvis	običajno
vanligvis	navadno
vanligvis	ponavadi
vanligvis	običajno
finner	finci
medaljer	medalje
olympiske	olimpijski
olympiske	olympic
høyre	desno
høyre	right
høyre	pravica
høyre	prav
david	david
åpnet	odprto
karl	carl
karl	karl
konge	king
konge	kralj
nrk	nrk
afrika	afriko
afrika	afrika
britisk	britanski
britisk	britanci
britisk	britansko
gammel	stare
gammel	star
gammel	staro
gammel	stara
gammel	stari
william	william
henne	njej
henne	njo
henne	njen
henne	her
henne	njena
world	svet
world	svetovna
world	svetovno
world	world
svenske	švedska
svenske	švedsko
svenske	švedski
svenske	šved
gift	poročeni
gift	poročen
gift	poročena
gift	strup
fylke	okrožni
fylke	okrožje
fylke	okraj
fylke	okrožju
kinesisk	kitajske
kinesisk	kitajski
kinesisk	kitajsko
kinesisk	kitajska
kinesisk	kitajci
støtte	podpiranje
støtte	podporo
støtte	podpore
støtte	podpora
eget	lastno
eget	lastne
eget	lastna
eget	lastni
neste	naslednji
neste	naslednja
foran	fronta
foran	spredaj
vei	pot
vei	cesta
kilde	vir
steder	lokacij
steder	lokacije
steder	kraji
ganske	nekoliko
ganske	lepa
forbindelse	priključitev
forbindelse	povezava
apr	apr
fotballspiller	nogometaš
aug	avg
city	city
city	mesto
city	mestu
johan	johan
russisk	ruska
russisk	rus
russisk	ruski
russisk	rusko
sider	jabolčnik
sider	strani
dager	dnevi
dager	dni
dager	dneve
japan	japonska
japan	japonsko
trondheim	trondheim
fant	najdeno
fant	najdeni
fant	najdena
fant	najden
via	via
områder	območja
områder	področja
områder	površine
høyde	višina
høyde	višina
høyde	višine
jul	božič
venstre	levica
venstre	levi
venstre	levo
venstre	leva
erik	erik
erik	eric
erik	erik
hjelp	pomagaj
hjelp	pomoč
hjelp	pomagajte
professor	profesorica
professor	profesor
professor	profesorja
politisk	politični
politisk	politično
politisk	politična
veien	pot
veien	cesta
direkte	živi
direkte	živeti
direkte	živel
direkte	live
direkte	živeli
direkte	živela
direkte	neposredni
direkte	neposreden
direkte	neposredna
direkte	neposredne
direkte	neposredno
direkte	direktno
direkte	neposredno
van	kombi
van	van
måte	pot
måte	način
arbeid	dela
arbeid	delo
følgende	sledim
skolen	šole
skolen	šolo
skolen	šola
vann	vode
vann	vodo
vann	voda
best	najboljša
best	najboljši
best	best
best	najboljše
meget	zelo
canada	kanada
canada	kanado
likevel	vseeno
likevel	vseeno
likevel	še
likevel	še
parti	zabava
parti	zabavo
parti	žur
parti	party
sep	sept
sangen	pesem
omtrent	glede
omtrent	grobo
omtrent	približno
slutt	konec
museum	muzej
grunnlagt	ustanovljena
grunnlagt	ustanovljeno
grunnlagt	ustanovljen
grunnlagt	osnovana
grunnlagt	ustanovil
http	http
album	album
album	albuma
album	albume
album	albumov
begynnelsen	začetek
danske	dansko
danske	danske
danske	danski
gitar	kitara
gitar	kitare
gitar	kitaro
areal	območje
areal	površina
areal	področje
amerika	ameriki
amerika	amerika
amerika	ameriko
amerika	america
martin	martina
martin	martin
james	james
tror	misli
divisjon	razdelek
divisjon	delitev
divisjon	deljenje
divisjon	oddelek
divisjon	divizija
minst	najmanj
mar	mar
utnevnt	imenovan
utnevnt	imenovani
sang	pel
sang	pojem
sang	petje
sang	poje
sang	petja
sang	pesem
jun	jun
bar	bar
bgcolor	bgcolor
sendt	predložene
sendt	predložena
sendt	poslan
sendt	poslana
sendt	poslani
sendt	poslano
sendt	poslane
feb	feb
eldre	starešina
eldre	starejših
eldre	starejši
eldre	starejše
eldre	starejša
eldre	starejši
eldre	starejše
slått	pretepen
slått	premagan
slått	premagal
systematisk	sistematično
systematisk	sistematične
systematisk	sistematično
systematisk	sistematičnega
brasil	brazilija
brasil	braziliji
bronse	bron
orden	naročila
orden	naroči
orden	red
orden	naročilo
meste	večina
meste	večini
meste	največ
meste	najbolj
rolle	vloga
finland	finska
george	george
spania	španija
iii	iii
finalen	finale
finalen	finale
michael	mihael
michael	michael
type	type
type	vrsta
type	tip
kamp	bitka
kamp	bitko
kamp	boj
kamp	bojna
stockholm	stockholm
fortsatte	nadaljevanje
fortsatte	nadaljevalo
australia	avstralijo
australia	avstralije
australia	avstraliji
australia	avstralija
delt	skupna
delt	deljeno
delt	deljena
delt	deljena
delt	deljeno
delt	razdeljene
delt	razdeljeni
delt	razdeljeno
delt	narazen
delt	razdeli
delt	split
høyeste	najvišjo
høyeste	najvišje
høyeste	najvišji
høyeste	najvišja
henrik	henrik
lenge	dolge
lenge	dolg
lenge	dolgo
lenge	dolgi
lenge	dolga
trøndelag	trøndelag
leker	igrač
leker	igračke
leker	igrače
roman	rimljan
roman	rimska
roman	roman
roman	romana
roman	rimske
roman	roman
roman	romana
stavanger	stavanger
italiensk	italijanske
italiensk	italijanski
italiensk	italijansko
italiensk	italijanska
italiensk	italijan
versjon	različica
versjon	različice
inntil	do
inntil	dokler
dannet	oblikovane
dannet	oblikovani
fast	zataknilo
fast	zataknil
fast	obtičal
fast	zataknila
fast	popravljeno
fast	fiksno
fast	popravil
fast	fiksna
fast	zataknil
informasjon	info
informasjon	informacije
informasjon	obveščanje
informasjon	podatki
informasjon	informacija
informasjon	informacije
informasjon	podatek
gjelder	uveljavi
roma	rimu
roma	rim
roma	rima
roma	roma
roma	romov
roma	rome
roma	romi
sentrum	središče
sentrum	center
bok	knjigo
bok	knjiga
eldste	najstarejša
eldste	najstarejši
eldste	najstarejša
eldste	najstarejši
gresk	grški
gresk	grško
gresk	grk
gresk	grška
offisielle	uradnik
offisielle	uradna
offisielle	uradno
offisielle	uradni
bygd	podeželski
bygd	podeželje
bygd	podeželske
bygd	podeželska
bygd	zgrajeno
bygd	zgrajen
bygd	zgrajeni
bygd	zgradil
bygd	zgrajena
red	rdeča
red	rdeči
red	rdeč
red	rdeče
red	red
endte	končalo
sanger	pevka
sanger	singer
sanger	pevec
sanger	sanger
sanger	pesmi
band	band
band	bend
band	ansambel
band	trakovi
hovedsakelig	predvsem
hovedsakelig	pretežno
hovedsakelig	večinoma
hovedsakelig	večinoma
hovedsakelig	največkrat
åtte	osmica
åtte	osem
bøker	knjige
bøker	knjig
press	pritisni
press	potisni
press	pritisk
press	tlak
press	tiska
press	pritisni
press	tisk
press	novinarji
benyttet	trdil
knyttet	povezana
knyttet	povezano
knyttet	povezani
søndag	nedeljsko
søndag	nedeljo
søndag	nedelje
søndag	nedeljski
søndag	nedelja
saint	sveti
saint	svetnik
saint	svetnica
saint	saint
san	san
lokale	krajevna
lokale	krajevni
lokale	lokalni
lokale	krajevno
lokale	lokalno
lokale	domačini
resultater	nastop
resultater	zmogljivost
resultater	uspešnost
resultater	uspešnosti
resultater	rezultati
resultater	izidi
india	indija
india	indijo
livet	zivljenje
livet	life
livet	življenje
inkludert	vključeni
inkludert	vključena
inkludert	vključene
inkludert	vključen
inkludert	vključeno
inkludert	vključno
angrep	napadi
angrep	napade
angrep	napadi
angrep	napad
angrep	napaden
angrep	napadeni
angrep	napadel
angrep	napadena
angrep	napadli
datter	hčerka
datter	hči
drept	umorili
drept	umorjen
drept	umorjena
drept	umorjeni
drept	ubitih
drept	ubit
drept	ubita
drept	umorjen
drept	umorjena
omfatter	vključuje
vise	pokaži
vise	prikaži
vise	oddaja
vise	prikaz
område	območje
område	površina
område	področje
københavn	københavnu
befolkningen	prebivalstvo
befolkningen	populacija
hansen	hansen
regjeringen	omarica
regjeringen	omara
regjeringen	kabinet
produsert	proizvedena
produsert	proizvedeno
produsert	proizveden
produsert	proizvedeno
produsert	proizveden
produsert	izdelano
produsert	izdelan
produsert	izdelane
nordlige	severna
nordlige	severno
nordlige	severni
nordlige	severne
sterkt	odločno
sterkt	močan
sterkt	močni
sterkt	močno
sterkt	močna
sesong	sezono
sesong	sezona
tekst	besedilo
carl	carl
tildelt	dodeljene
tildelt	dodeljena
tildelt	dodeljeno
tildelt	dodeljen
tildelt	dodeljeni
tildelt	dodeljene
tildelt	dodeljena
tildelt	dodeljeno
tildelt	dodeljeni
tildelt	razporejeni
tildelt	oddana
tildelt	oddano
serie	serijo
serie	serije
serie	serija
nåværende	tok
nåværende	trenutni
nåværende	trenutna
nåværende	sedanji
