dhe	и
ditë	day
ditë	дэй
ditë	дни
ditë	days
ditë	дней
tetor	октябрь
tetor	октября
shkurt	февраля
shkurt	февраль
shkurt	короткая
shkurt	короткий
shkurt	короткое
shkurt	короткие
shkurt	коротко
bëhet	стать
bëhet	стань
bëhet	становится
vjetër	старая
vjetër	old
vjetër	старые
vjetër	старое
vjetër	старый
bën	делает
bën	делает
kodi	код
kodi	code
monark	монарх
dhjetor	декабрь
dhjetor	десятичные
mbret	король
mbret	кинг
mbret	царь
mbret	king
aktuale	текущий
aktuale	текущее
aktuale	нынешней
aktuale	текущие
aktuale	текущая
gjuhën	язык
gjuhën	язык
tani	сейчас
tani	теперь
frëngjisht	французский
frëngjisht	французы
frëngjisht	французское
frëngjisht	французская
shtetet	государства
shtetet	штатов
shtetet	штаты
shtetet	стран
shtetet	страны
informacion	информация
shume	очень
shume	многое
shume	много
gusht	августа
gusht	август
shba	сша
shba	usa
pranë	вблизи
pranë	рядом
pranë	близко
top	сверху
top	верх
top	топ
top	top
korrik	июль
katër	четверо
katër	четыре
rëndësishme	важная
rëndësishme	важно
rëndësishme	важных
rëndësishme	важное
rëndësishme	важные
rëndësishme	важны
fillim	начало
prishtinë	приштине
jashtë	снаружи
jashtë	вне
jashtë	аут
jashtë	out
përbërja	композиция
përbërja	состав
shën	святой
shën	сен
shën	сент
shën	святая
qytet	town
qytet	город
qytet	городок
qytet	city
qytet	город
qytet	города
këtu	здесь
këtu	вот
dhënë	учитывая
dhënë	предоставлен
dhënë	предоставлено
përdorur	используется
përdorur	использовано
përdorur	используемый
përdorur	используемые
përdorur	использован
faqja	страница
faqja	страницу
faqja	page
faqja	страницы
aty	там
nëpër	сквозь
nëpër	через
krijuar	созданные
krijuar	созданный
krijuar	создано
krijuar	создана
krijuar	создан
del	дель
del	del
zona	зона
zona	зоны
zona	область
zona	район
zona	площадь
këshilltarëve	советники
vit	год
shpesh	часто
shpesh	нередко
shpesh	часто
shpesh	зачастую
përfshirë	вовлечены
përfshirë	включенные
përfshirë	включено
megjithatë	однако
data	свидание
data	дата
kryesor	основная
kryesor	основные
kryesor	главная
kryesor	основных
kryesor	начального
kryesor	первичные
kryesor	начальное
emri	имя
emri	название
jane	джейн
new	новые
new	новинка
new	новая
new	новый
new	новых
new	новое
isbn	isbn
zakonisht	обычно
reja	новые
reja	новинка
reja	новая
reja	новый
reja	новых
reja	новое
federal	федеральное
federal	федеральные
federal	федерального
federal	федеральный
federal	федеральная
qarkun	графство
qarkun	округе
qarkun	округ
qendër	центр
qendër	центр
ana	ана
ana	анна
republika	республика
republika	республики
iii	больна
iii	болен
iii	iii
provinca	область
provinca	провинция
der	дер
fjalë	слово
fjalë	word
fjalë	слов
fjalë	слова
ndodhet	расположенных
ndodhet	расположенный
amerikan	американский
amerikan	американские
amerikan	американская
amerikan	american
amerikan	американских
amerikan	американец
osmane	османской
pjesa	часть
pjesa	частично
ndonjë	любой
ndonjë	любую
ndonjë	любые
ndonjë	любое
ndonjë	любая
gjë	вещь
gjë	штука
ali	элли
ali	али
ali	эли
shkruar	написано
shkruar	письменные
shkruar	письменное
shkruar	письменный
kulturore	культурный
kulturore	культурные
mesme	средняя
mesme	ближнем
mesme	средний
mesme	среднее
mesme	средняя
mesme	средних
mesme	средний
mesme	среднее
mesme	средние
shqip	албанцев
numër	число
numër	номер
numër	количество
atëherë	тогда
atëherë	потом
atëherë	затем
mjaft	хватит
mjaft	достаточно
bazë	база
bazë	основание
bazë	базовые
bazë	основные
bazë	базовый
bazë	базовая
bazë	basic
kohe	время
kohe	времени
kohe	тайм
kohe	time
ndërtuar	построенный
ndërtuar	построено
ndërtuar	построена
ndërtuar	построенные
ndërtuar	построен
ndërtuar	построили
ndërtuar	строить
ndërtuar	построить
nëpërmjet	виа
nëpërmjet	via
nëpërmjet	через
nëpërmjet	сквозь
nëpërmjet	через
solid	твердое
solid	твердый
solid	твердых
solid	твердые
fshati	деревне
fshati	село
fshati	деревня
vite	годы
vite	лет
vite	years
forcat	силы
forcat	сил
vdiq	умер
vdiq	умерла
vdiq	погиб
sipërfaqja	халл
sipërfaqja	корпус
jug	южная
jug	юг
jug	южный
jug	южной
atyre	их
lidhur	связаны
lidhur	связанный
lidhur	связанные
lidhur	привязана
ushtarake	военный
ushtarake	военных
ushtarake	военная
ushtarake	военные
veri	северный
veri	северная
veri	север
veri	норт
veri	северной
papa	поуп
popullore	популярная
popullore	популярных
popullore	популярный
popullore	популярное
popullore	популярные
numri	число
numri	номер
numri	количество
atij	его
atij	ему
përveç	кроме
vepra	opus
vepra	работает
asaj	ее
asaj	ей
asaj	её
vërtetë	real
vërtetë	настоящий
vërtetë	настоящие
vërtetë	настоящая
vërtetë	реальные
vërtetë	реально
vërtetë	действительно
përmes	виа
përmes	via
përmes	через
përmes	сквозь
përmes	через
përdoret	используется
përdoret	использовано
përdoret	используемый
përdoret	используемые
përdoret	использован
dha	дала
dha	отдал
dha	дал
arriti	прибыл
arriti	приехали
arriti	прибыли
arriti	прибыла
botë	world
botë	мир
spanjë	испанию
spanjë	испания
spanjë	испании
ndërkombëtare	международные
ndërkombëtare	международный
shqipëria	албании
shqipëria	албания
sidomos	особенно
tretë	третье
tretë	третий
tretë	третья
veriore	северный
veriore	северная
veriore	северные
veriore	северное
veriore	северной
merr	возьми
merr	бери
merr	берите
merr	принять
merr	возьмите
merr	взять
merr	получить
merr	получите
formë	форме
formë	форма
formë	форме
formë	форма
formë	бланк
formë	формуляр
formë	форму
kisha	церквей
kisha	церкви
kisha	церковь
kisha	церкви
veçantë	особая
veçantë	специальный
veçantë	специального
veçantë	специальная
veçantë	специальные
veçantë	специальное
shteti	страна
shteti	страны
shteti	штат
shteti	состояние
shteti	государство
vende	места
vende	местами
vende	места
vende	сиденья
ndeshje	матч
ndeshje	совпадение
njerëzit	народ
njerëzit	людей
njerëzit	люди
maqedonisë	македонии
maqedonisë	македония
shënoi	забил
shënoi	набрал
shënoi	отмечена
shënoi	отметили
fitoi	победила
fitoi	выиграла
fitoi	выиграл
fitoi	победил
vendi	страна
vendi	страны
vendi	место
http	http
faqe	щеке
faqe	страница
faqe	страницу
faqe	page
faqe	страницы
faqe	страницы
faqe	страниц
jeta	life
jeta	жизнь
jeta	жизни
popullsia	населения
popullsia	население
shqiptarët	албанцев
kryetar	выступающий
kryetar	спикер
kryetar	оратор
kryetar	мэр
kryetar	председателю
kryetar	председателя
kryetar	председатель
luajtur	играли
luajtur	играла
luajtur	играл
shtëpi	house
shtëpi	дом
shtëpi	хауз
shtëpi	хаус
shtëpi	дома
shtëpi	дом
shtëpi	дома
shtëpi	домой
shtëpi	домашний
shtëpi	home
gjuhë	языки
gjuhë	языках
gjuhë	язык
gjuhë	язык
historike	исторические
historike	историческое
historike	историческая
historike	исторический
historike	исторической
historike	исторических
historike	историческое
historike	исторический
historike	исторические
historike	историческая
fetare	религиозное
fetare	религиозный
fetare	религиозная
fetare	религиозных
perëndimore	запад
perëndimore	уэст
perëndimore	западная
perëndimore	западный
perëndimore	вест
perëndimore	западная
perëndimore	западные
perëndimore	западной
perëndimore	западный
perëndimore	западное
tri	три
tri	трое
shembull	пример
ekonomike	экономические
ekonomike	экономическая
ekonomike	экономического
ekonomike	экономический
tilla	такие
saint	святой
saint	сен
saint	сент
saint	святая
plotë	полный
plotë	полные
plotë	полное
plotë	полного
plotë	полная
rajoni	область
rajoni	регион
rajoni	округ
rajoni	район
shqiptarëve	албанцев
shkolla	школ
shkolla	школы
shkolla	школе
shkolla	school
shkolla	школа
shkolla	школы
afër	вблизи
afër	рядом
afër	близко
afër	закрыть
afër	близко
afër	закройте
then	провал
drejt	прямая
drejt	прямо
lindje	восточная
lindje	востоке
lindje	восток
lindje	ист
lindje	east
lindje	восточный
historia	story
historia	новость
historia	рассказ
historia	история
historia	истории
historia	история
film	фильм
film	кино
film	фильм
film	film
film	кино
figura	имидж
figura	картинка
figura	образ
figura	изображения
figura	изображение
figura	фигуры
figura	цифры
figura	фигура
figura	диаграмма
figura	рисунок
figura	цифра
zoti	god
zoti	боже
zoti	бог
zoti	господь
zoti	лорд
kosova	косово
gjuha	язык
gjuha	язык
studimet	исследований
studimet	исследования
familje	семья
familje	семейство
familje	семейное
familje	семьи
familje	родные
duket	кажется
duket	выглядит
duket	смотрится
tha	саид
tha	сказал
fillon	начинается
fillon	начинается
fillon	начинает
fillon	начало
fillon	начинаю
fillon	начиная
anë	сторона
anë	стороне
gjerë	широкая
gjerë	широкие
gjerë	широкого
gjerë	широкий
greke	греческая
greke	греки
greke	греков
greke	греческий
qëllim	цель
city	city
city	город
city	города
tempulli	храм
kane	кейн
lufta	войны
lufta	war
lufta	война
rast	случае
rast	случай
rast	дело
rast	кейс
vjen	приходит
vjen	иду
vjen	предстоящие
grupi	band
grupi	группа
grupi	группы
grupi	group
pare	видел
pare	видели
itali	италия
itali	италию
itali	италии
arritur	достигнуто
arritur	достигнуто
arritur	достигнут
arritur	достиг
shumica	большинство
rëndësishëm	инструментальной
svg	svg
shkencore	научный
shkencore	научная
shkencore	научное
autor	автор
përpara	впереди
përpara	вперед
përpara	вперёд
përpara	до
përpara	перед
përpara	прежде
punës	труда
punës	труд
tregon	показывает
tonë	наши
tonë	наше
tonë	наш
tonë	наша
njerëz	народ
njerëz	людей
njerëz	люди
jugore	южные
jugore	южная
jugore	южный
jugore	южной
jugore	южное
botuar	опубликован
botuar	опубликованный
botuar	опубликовано
botuar	опубликована
botuar	опубликованные
pesë	пятеро
pesë	пять
anëtar	участник
anëtar	член
prandaj	поэтому
lloji	добрая
lloji	type
lloji	тип
emër	существительное
emër	имя
emër	название
ibn	ибн
grup	группа
grup	группы
grup	group
mali	горы
mali	горный
mali	гора
mali	горных
mali	горы
mali	гора
mali	маунт
mali	мали
zhvillimin	развитие
zhvillimin	разработка
john	джон
john	иоанн
vendet	места
vendet	сиденья
vendet	места
vendet	местами
vendet	стран
vendet	страны
poshtë	down
poshtë	вниз
poshtë	ниже
poshtë	низ
poshtë	снизу
poshtë	дно
fjala	слово
fjala	word
qendrore	центральная
qendrore	центральное
qendrore	центральной
qendrore	центральный
jep	даёт
jep	дарит
jep	дает
jep	субсидий
jep	дотации
jep	субсидии
jep	гранты
jep	обеспечивает
jep	предоставляет
jep	отдать
jep	дать
jep	дай
jep	дайте
wikipedia	википедия
wikipedia	википедии
bashkë	вместе
hershme	раннее
hershme	ранняя
hershme	рано
hershme	ранний
jugut	южная
jugut	юг
jugut	южный
jugut	южной
lindore	восточные
lindore	восточная
lindore	восточной
lindore	восточное
përfshinë	включенные
përfshinë	включено
italia	италия
italia	италию
italia	италии
qarqet	окружности
qarqet	круги
qarqet	кругах
qarqet	цепи
qarqet	схемы
qarqet	округа
qarqet	районах
qarqet	районы
qarqet	округов
punë	работа
punë	работа
punë	работы
punë	труд
hapur	открыть
hapur	открытый
hapur	открыто
hapur	open
hapur	открытая
hapur	открыл
hapur	открыли
njihet	известные
njihet	известное
njihet	известный
njihet	известен
njihet	известная
qendra	центр
qendra	центр
libri	книга
libri	книгу
romake	римская
romake	роман
shquar	уважаемого
caktuar	назначенный
caktuar	назначенные
caktuar	назначен
administrative	административные
administrative	административная
pati	пэтти
pati	патти
pati	пэтти
pati	патти
burimi	источник
burimi	ресурс
sistemi	система
sistemi	system
politik	политических
politik	политическая
politik	политический
fushë	поля
fushë	филд
fushë	поле
shtëpia	дом
shtëpia	дома
shtëpia	домой
shtëpia	домашний
shtëpia	home
shtëpia	house
shtëpia	дом
shtëpia	хауз
shtëpia	хаус
kete	this
kete	это
kete	эта
kete	этот
ora	время
ora	времени
ora	тайм
ora	time
ora	ора
ora	часы
gola	целей
gola	цели
serbe	сербская
serbe	сербы
serbe	сербов
serbe	сербии
serbe	сербские
serbe	сербская
detit	моря
detit	море
detit	sea
burim	источник
njeri	человеческое
njeri	человеческая
njeri	человек
njeri	человека
njeri	чел
njeri	мужик
njeri	человек
njeri	мужчина
njeri	man
not	плавание
faqet	страницы
faqet	страниц
faqet	щеки
ate	его
ate	ему
lirë	дешевые
lirë	недорого
lirë	дешевая
lirë	дешевый
lirë	свободно
lirë	бесплатно
lirë	свободный
lirë	свободной
lirë	бесплатный
lirë	бесплатные
bardhë	белые
bardhë	уайт
bardhë	white
bardhë	белый
bardhë	белое
komuniste	коммунистическая
gjermane	немецкая
gjermane	немецкие
gjermane	немец
gjermane	немецкое
gjermane	германии
gjermane	немецкий
ujë	вода
ujë	воды
ujë	воду
zhvilluar	развитые
zhvilluar	разработан
zhvilluar	разработано
zhvilluar	развитых
rrethi	круг
koha	время
koha	времени
koha	тайм
koha	time
letrare	литературных
letrare	литературный
tokë	earth
tokë	земля
tokë	земли
tokë	земельный
tokë	land
tokë	земля
histori	story
histori	новость
histori	рассказ
histori	история
histori	истории
histori	история
kreu	head
kreu	головка
kreu	голова
kreu	голову
njeriu	чел
njeriu	мужик
njeriu	человек
njeriu	мужчина
njeriu	man
gjendje	ситуация
gjendje	положение
gjendje	условие
gjendje	состояние
amerikane	американский
amerikane	американские
amerikane	американская
amerikane	american
amerikane	американских
amerikane	американец
krye	сверху
krye	верх
krye	топ
krye	top
tirana	тирана
tirana	тиране
vendos	комплект
vendos	сет
vendos	набор
vendos	установить
vendos	решите
vendos	решить
mbajtur	провел
com	com
madje	даже
colspan	colspan
përfshin	включает
george	георг
george	джордж
george	георгий
elektrike	электрический
elektrike	электрические
elektrike	электрических
elektrike	электрическая
elektrike	электрический
elektrike	электрик
elektrike	electric
elektrike	электрическая
luftë	войны
luftë	war
luftë	война
arsye	причины
arsye	причина
punuar	работал
punuar	работала
punuar	сработало
punuar	работали
punuar	работа
punuar	работаем
punuar	рабочий
punuar	рабочей
perëndim	запад
perëndim	уэст
perëndim	западная
perëndim	западный
perëndim	вест
fëmijë	kids
fëmijë	детки
fëmijë	дети
fëmijë	дитя
fëmijë	детский
fëmijë	ребенок
fëmijë	ребёнок
fëmijë	ребенка
fëmijë	детей
fëmijë	дети
malit	горы
malit	горный
malit	гора
malit	горных
qarku	графство
qarku	округе
qarku	округ
qarku	цепь
autori	автор
shtrihet	простирается
vete	себя
vete	сам
mira	мира
verore	лето
verore	summer
verore	саммер
verore	летний
ushtarak	военный
ushtarak	военных
ushtarak	военная
ushtarak	военные
san	san
san	сан
përsëri	опять
përsëri	вновь
përsëri	снова
evropian	европейская
evropian	европейского
evropian	европейское
evropian	европейский
vendbanim	резиденция
vendbanim	проживание
familja	семья
familja	семейство
familja	семейное
familja	семьи
familja	родные
larg	далеко
larg	подальше
larg	прочь
shkodër	шкодер
princi	принц
princi	принс
princi	князь
kaluar	прошлое
kaluar	прошедшее
kaluar	прошлом
kaluar	прошлые
kaluar	прошли
kaluar	прошел
kaluar	прошло
kaluar	прошла
pikë	точек
pikë	точки
pikë	очки
pikë	очков
pikë	точка
pikë	очко
pikë	point
qeveria	правительство
nobel	нобелевской
shkencave	наук
shkencave	науки
rolin	роль
rolin	роли
jugosllave	югославской
jugosllave	югославская
mal	горы
mal	горный
mal	гора
mal	горных
mal	тза
mal	мэл
mal	мал
mal	мол
vetem	одна
vetem	одни
vetem	один
vetem	только
vetem	просто
vetem	только
drejtë	прямая
drejtë	прямо
drejtë	правильно
drejtë	верно
drejtë	вправо
aktor	актёр
aktor	актер
italian	итальянское
italian	итальянский
italian	итальянцы
italian	итальянские
italian	итальянская
italian	италии
skeda	вкладку
skeda	вкладка
luajti	играли
luajti	играла
luajti	играл
gjashtë	шесть
gjashtë	six
gjashtë	шестеро
gjashtë	шестой
universiteti	университет
gjetur	найдена
gjetur	найдено
gjetur	нашла
gjetur	найден
gjetur	найдены
radio	radio
radio	радио
yes	да
formuar	сформированных
formuar	сформирован
formuar	сформировали
formuar	сформированные
formuar	сформирована
mbretëresha	королева
mbretëresha	queen
mbretëresha	куин
mbretëresha	царица
italiane	итальянское
italiane	итальянский
italiane	итальянцы
italiane	итальянские
italiane	итальянская
italiane	италии
bazuar	основано
përshkrimi	описание
rrugë	улица
rrugë	street
rrugë	дорога
rrugë	дорожной
rrugë	road
rrugë	роуд
gjerman	немецкая
gjerman	немецкие
gjerman	немец
gjerman	немецкое
gjerman	германии
gjerman	немецкий
lashtë	древний
lashtë	древних
lashtë	древние
lashtë	древняя
perandoria	империи
perandoria	империя
poezi	стих
poezi	стихотворение
poezi	стихи
poezi	поэзия
evropiane	европейская
evropiane	европейского
evropiane	европейское
evropiane	европейский
drejtim	направление
luan	луан
luan	лев
luan	играет
luan	пьесы
luan	играю
luan	играет
artistike	художественная
artistike	художественных
artistike	художественный
artistike	художественные
mundur	возможная
mundur	возможна
mundur	возможно
mundur	возможен
mundur	поражение
mundur	победил
atje	там
brendshme	внутренних
brendshme	интерьер
dita	дита
dita	день
dita	day
dita	дэй
shpejt	вскоре
shpejt	скоро
shpejt	быстрый
shpejt	быстро
shpejt	быстрая
shpejt	быстро
shpejt	быстрый
shpejt	быстро
shpejt	быстрая
natyrore	естественные
natyrore	естественный
natyrore	естественное
natyrore	природных
natyrore	натуральные
natyrore	натуральный
veriut	северный
veriut	северная
veriut	север
veriut	норт
veriut	северной
veriut	северный
veriut	северная
veriut	северные
veriut	северное
veriut	северной
ndryshe	разные
ndryshe	различных
ndryshe	иначе
ara	культур
ara	посевы
ara	ара
perandori	империи
perandori	империя
perandori	император
kush	кто
kush	who
kush	воз
fusha	полей
fusha	поля
fusha	поля
fusha	филд
fusha	поле
fusha	районы
fusha	области
anglisht	английский
anglisht	английская
forma	фигуры
forma	формы
forma	бланки
forma	форм
forma	формы
forma	формах
forma	форме
forma	форма
forma	форме
forma	форма
forma	бланк
forma	формуляр
forma	форму
fillimisht	изначально
fillimisht	первоначально
fillimisht	изначально
fillimisht	первоначально
muaj	месяца
muaj	месяцы
muaj	месяцев
muaj	месяц
muaj	месяца
publike	общественность
publike	публичные
publike	общественности
shënuar	забил
shënuar	набрал
shënuar	отмечена
shënuar	отметили
shtet	страна
shtet	страны
shtet	штат
shtet	состояние
shtet	государство
demokratike	демократический
demokratike	демократические
demokratike	демократическое
demokratike	демократической
demokratike	демократическая
veten	себя
veten	сам
veten	себя
filmi	фильм
filmi	кино
filmi	фильм
filmi	film
filmi	кино
veçanërisht	особенно
veçanërisht	особенно
veçanërisht	конкретно
moderne	современный
moderne	современных
moderne	современная
moderne	современные
moderne	современное
metra	метрах
metra	метров
artit	арт
artit	art
artit	искусство
artit	оформление
artit	artwork
gjithmonë	всегда
tashmë	уже
york	йорк
york	йорке
kryer	совершено
kryer	совершенные
gjermani	германия
gjermani	германию
gjermani	германии
sur	сюр
erdhi	прибыл
erdhi	приехали
erdhi	прибыли
erdhi	прибыла
erdhi	пришла
erdhi	пришел
erdhi	пришёл
dorë	рука
dorë	руку
sukses	успех
sukses	успеха
gjate	длинный
gjate	длинная
gjate	длинные
gjate	долго
gjate	лонг
world	world
world	мир
paris	paris
paris	париже
paris	париж
paris	парижский
shtatë	seven
shtatë	семь
shtatë	седьмая
shtatë	седьмой
shtatë	седьмое
shtatë	седьмая
këngë	песни
këngë	songs
këngë	песня
këngë	песнь
këngë	song
megjithëse	хотя
megjithëse	хотя
vazhdoi	продолжил
vazhdoi	продолжение
përmban	содержит
përmban	сдержать
përmban	содержать
targa	тарелки
targa	пластины
marrin	получать
menjëherë	немедленно
menjëherë	незамедлительно
gati	готово
gati	готовы
gati	готов
gati	готова
robert	роберт
robert	робер
club	club
club	клуб
libër	книга
libër	книгу
përfundoi	завершил
përfundoi	завершено
përfundoi	завершен
përfundoi	завершена
përfundoi	закончилось
përfundoi	закончилась
përfundoi	закончился
përfundoi	закончили
përfundoi	завершена
përfundoi	закончил
përfundoi	завершено
mire	хорош
mire	хороша
mire	хороший
mire	хорошее
mire	хорошо
sistem	система
sistem	system
des	des
shekulli	век
shekulli	столетие
periudhë	период
vazhdon	продолжаются
vazhdon	продолжается
vazhdon	продолжает
shoqërore	гуманитарные
shoqërore	социальное
shoqërore	социального
shoqërore	социальный
shoqërore	социальная
shoqërore	социальные
artikuj	статьи
artikuj	статей
artikuj	изделия
sotme	сегодня
sotme	today
shkrimtar	писатель
shkrimtar	сценарист
qartë	очистить
qartë	ясно
qartë	чисто
qartë	явно
huaj	чужой
huaj	незнакомец
huaj	иностранный
huaj	иностранное
huaj	иностранных
francez	французский
francez	французы
francez	французское
francez	французская
thjeshtë	простой
thjeshtë	простое
thjeshtë	простая
thjeshtë	простые
fshatrat	деревни
fshatrat	деревень
vlera	величины
vlera	значения
vlera	ценностей
vlera	ценности
vlera	ценность
vlera	значение
vlera	величина
vlera	стоимость
sikur	нравится
sikur	like
sikur	как
themeluar	основанное
themeluar	основано
themeluar	основанная
themeluar	основана
themeluar	основанный
themeluar	основан
rol	роль
rol	роли
ndërkombëtar	международные
ndërkombëtar	международный
bashkimi	союз
bashkimi	union
bashkimi	профсоюз
bashkimi	юнион
bashkimi	союза
bashkimi	слияния
bashkimi	слияние
bashkimi	единства
bashkimi	единство
bashkimi	присоединение
lumi	ривер
lumi	река
lumi	реки
maqedoni	македонии
maqedoni	македония
golin	цель
golin	гол
toka	earth
toka	земля
toka	земли
toka	земельный
toka	land
toka	земля
raste	случаи
raste	дела
here	времена
here	таймс
here	times
here	время
here	времени
here	тайм
here	time
xxxx	хххх
filluan	начали
filluan	начато
filluan	начал
filluan	началось
shkurtër	короткая
shkurtër	короткий
shkurtër	короткое
shkurtër	короткие
