les	করে
très	খুবই
très	খুব
trois	তিনজন
trois	তিন
articles	প্রবন্ধগুলি
articles	নিবন্ধগুলি
articles	নিবন্ধ
articles	প্রবন্ধ
article	নিবন্ধ
article	প্রবন্ধ
guerre	যুদ্ধ
sans	ছাড়াই
sans	ছাড়া
saison	সিজন
saison	ঋতু
saison	মৌসুম
saison	মৌসুমে
saison	সেশন
fin	সমাপ্তি
fin	শেষ
fin	সমাপ্ত
année	সাল
année	বছরে
année	বৎসর
année	বছর
année	বছরের
temps	আবহাওয়া
temps	সময়
plusieurs	অনেকেই
plusieurs	বহু
plusieurs	অনেক
plusieurs	কতিপয়
plusieurs	একাধিক
plusieurs	বহুবিধ
faire	করছে
faire	করছেন
faire	করছো
mars	মার্চ
mars	মার্স
histoire	ইতিহাস
série	সিরিজ
série	ধারাবাহিক
série	ক্রমিক
série	সিরিয়াল
joueur	খেলোয়াড়
mai	সোমবার
mai	মে
mai	মাই
tour	ট্যুর
tour	ভ্রমণ
tour	সফর
tour	টাওয়ার
mort	মারা
mort	মৃত্যু
mort	mort
mort	মরা
mort	মৃত
mort	মারা
juin	জুন
juin	অবাঞ্ছিত
juin	জুন
jpg	jpg
française	ফরাসী
française	আর্সেনিক
française	ফরাসি
pierre	পাথরের
pierre	পাথর
pierre	স্টোন
pierre	পিটার
région	প্রদেশ
région	এলাকা
région	অঞ্চল
région	এলাকা
région	অঞ্চল
janvier	জানুয়ারি
janvier	জানুয়ারী
avoir	রয়েছে
avoir	আছে
fois	টাইমস
autre	অন্য
autre	অন্যান্য
septembre	সদস্য
septembre	সেপ্টেম্বর
juillet	জুলাই
état	স্ট্যাটাস
état	স্থিতি
état	অবস্থা
état	প্রদেশ
état	রাজ্যের
état	অবস্থা
état	রাজ্য
état	শর্ত
état	অবস্থা
église	চার্চ
église	গির্জার
église	গির্জা
église	গীর্জা
octobre	অক্টোবর
octobre	অন্যান্য
octobre	অক্টোবর
place	জায়গায়
place	স্থান
place	জায়গা
famille	পরিবারের
famille	পারিবারিক
famille	পরিবার
famille	সংসার
états	অবস্থা
général	সাধারণ
avril	এপ্রিল
avril	এপ্রিল
insee	insee
tous	সব
tous	সকল
politique	পলিসি
politique	নীতিমালা
politique	নীতি
politique	রাজনীতি
politique	রাজনীতির
album	অ্যালবাম
album	সংকলন
décembre	সদস্য
décembre	ডিসেম্বর
août	অগাস্ট
août	আগস্ট
août	আগষ্ট
todo	todo
novembre	সদস্য
novembre	নভেম্বর
novembre	নভেম্বর
avait	ছিল
avait	করতাম
prix	দাম
prix	দাম
prix	মূল্য
prix	প্রাইস
nouvelle	নতুন
février	ফেব্রুয়ারি
février	ফেব্রুয়ারী
février	ফ্রেব্রুয়ারি
février	feb
février	ফেব্রুয়ারি
février	ফেব্রুয়ারী
département	বিভাগ
département	ডিপার্টমেন্ট
grande	বড়
grande	বৃহৎ
grande	বড়
grande	বড়ো
grande	গ্রেট
grande	দুর্দান্ত
grande	দারুণ
grande	মহান
grande	দারুন
grande	গ্র্যান্ডে
peu	অল্প
peu	কয়েকটি
peu	কিছু
peu	কয়েক
peu	ছোট্ট
peu	ছোট
peu	লিটল
peu	সামান্য
américain	আমেরিকার
américain	আমেরিকান
soit	হয়
début	শুরু
début	আরম্ভ
début	শুরু
ligne	লাইন
ligne	রেখা
ligne	সারি
suite	স্যুট
suite	স্যুইট
nationale	ন্যাশনাল
nationale	জাতীয়
nationale	nationale
championnat	চ্যাম্পিয়নশীপ
championnat	চ্যাম্পিয়নশিপ
encore	আবার
encore	পুনরায়
encore	তবু
encore	এখনো
encore	আজও
encore	এখনও
image	ছবি
image	ছবি
image	চিত্র
vie	প্রাণ
vie	জিবন
vie	লাইফ
vie	জীবনের
vie	জীবন
unis	ইউনাইটেড
unis	ঐক্যবদ্ধ
lien	লিঙ্ক
lien	লিংক
lien	সংযোগ
football	ফুটবল
pendant	চলাকালীন
jeux	গেমিং
jeux	গেম
jeux	গেমস
jeux	খেলা
moins	সংক্ষিপ্ত
moins	কম
ouest	পশ্চিম
ouest	পাশ্চাত্য
ouest	পশ্চিমি
ouest	পশ্চিমা
ouest	পশ্চিমী
page	পৃষ্ঠা
page	পাতা
nouveau	নতুন
vous	তুমি
vous	তুই
vous	আপনারা
vous	আপনাকে
vous	তোমরা
vous	আপনি
centre	কেন্দ্রে
centre	কেন্দ্র
centre	মধ্য
centre	মাঝামাঝি
centre	কেন্দ্র
centre	মধ্য
cours	কোর্স
cours	কোর্স
partir	ত্যাগ
partir	ছেড়ে
village	গ্রাম
village	গ্রামে
village	গ্রামের
université	ইউনিভার্সিটির
université	বিশ্ববিদ্যালয়
université	কলেজ
université	কলেজের
université	কলেজে
université	মহাবিদ্যালয়
louis	লুই
nombre	সংখ্যা
nombre	নাম্বার
nombre	নম্বর
quelques	কিছুক্ষন
quelques	কিছু
leurs	তাদের
siècle	সেঞ্চুরি
siècle	শতাব্দী
siècle	শতক
siècle	শতাব্দীতে
coupe	কাপ
coupe	কাটার
coupe	কাটিং
coupe	কাটছে
population	জনসংখ্যা
population	জনপরিসংখ্যান
connexes	রিলোড
connexes	সম্পর্কিত
homme	পুরুষ
homme	মালে
homme	পুরুষের
homme	homme
homme	পুরুষ
homme	পুরুষরা
homme	পুরুষগণ
homme	পুরুষেরা
homme	পুরুষের
homme	পুরুষ
homme	পুরুষের
homme	ম্যান
homme	মানুষ
homme	মানুষকে
communes	communes
président	প্রেসিডেন্ট
président	রাষ্ট্রপতি
président	চেয়ার
président	চেয়ারম্যান
national	ন্যাশনাল
national	জাতীয়
société	সমাজে
société	সমাজ
société	সোসাইটি
société	সমাজকে
société	কোম্পানি
société	কম্পানি
société	কোম্পানী
quatre	চার
cas	পরিস্থিতি
cas	কেস
cas	মামলা
cas	cas
cas	ক্ষেত্রে
jeu	গেমিং
jeu	গেম
jeu	খেলা
jeu	জুয়ার
jeu	জুয়া
genre	জেনার
genre	শাখা
genre	লিঙ্গ
genre	গণ
genre	মতো
genre	লাইক
genre	পছন্দ
genre	মত
genre	যেমন
musique	সংগীত
musique	সঙ্গীত
fils	ছেলের
fils	ছেলে
fils	পুত্র
fils	ছেলেরা
fils	সুতা
roi	সাহেব
roi	roi
parti	পার্টি
parti	পার্টির
parti	গেছে
jour	দিনের
jour	দিন
jour	দিবস
europe	ইউরোপ
mise	বাজি
forme	ফর্ম
forme	থেকে
forme	আকার
époque	যুগ
époque	যুগে
ancien	প্রাচীন
ancien	পুরাতন
ancien	পুরানো
ancien	বয়সী
ancien	পুরোনো
ancien	পুরনো
ancien	এল্ডার
ancien	প্রাক্তন
ancien	আগের
ancien	সাবেক
ordre	অর্ডার
ordre	অনুক্রম
ordre	ধারা
château	château
château	দুর্গ
château	কেল্লা
école	স্কুলগুলি
école	বিদ্যালয়
école	স্কুলের
école	স্কুল
école	স্কুলে
école	বিদ্যালয়
carrière	ক্যারিয়ার
carrière	কর্মজীবন
carrière	বাহক
carrière	পেশা
part	শেয়ার
deuxième	সেকেন্ড
deuxième	দ্বিতীয়
bar	বার
située	অবস্থিত
située	অবস্থিত
charles	চার্লস
points	বিন্দু
points	পয়েন্ট
paul	পল
rue	সড়ক
rue	রাস্তা
rue	সরণি
rue	রু
chef	রাঁধুনি
chef	বাবুর্চি
chef	সেফ
chef	শেফ
chef	প্রধান
chef	নেতা
père	বাবা
père	বাবার
père	বাবাকে
père	পিতার
père	বাপ
père	বাবা
père	পিতা
exemple	নমুনা
exemple	উদাহরণ
trouve	খুজে
durant	চলাকালীন
rapport	রিপোর্ট
rapport	অভিযোগ
rapport	প্রতিবেদন
art	শিল্প
art	কলা
art	শিল্পকলা
dernier	শেষ
dernier	সর্বশেষ
dernier	সাম্প্রতিকতম
dernier	সর্বশেষ
type	টাইপ
type	প্রকার
type	ধরন
habitants	বাসিন্দা
habitants	বাসিন্দারা
habitants	বাসিন্দাদের
habitants	বাসিন্দা
habitants	অধিবাসীদের
point	বিন্দু
point	পয়েন্ট
compte	সংখ্যা
compte	গণনা
compte	অ্যাকাউন্ট
période	ব্যস
période	সময়কাল
armée	সামরিক
armée	মিলিটারি
armée	আর্মি
armée	সেনাবাহিনী
armée	সেনাবাহিনীর
armée	সেনা
eau	পানির
eau	পানিতে
eau	পানি
eau	জল
eau	জলে
marie	মরিয়ম
marie	মেরি
marie	মারিয়া
marie	মারিয়ার
marie	মারিয়াকে
discuter	আড্ডা
discuter	চ্যাট
car	কেননা
car	কারন
car	কারণ
projet	প্রকল্প
projet	প্রজেক্ট
projet	প্রোজেক্ট
chaque	প্রতিটা
chaque	প্রত্যেক
chaque	প্রতিটি
chaque	প্রত্যেক
chaque	প্রতিটি
anglais	ইংরেজী
anglais	ইংরাজি
anglais	ইংরেজি
anglais	ইংলিশ
province	প্রদেশ
province	রাজ্য
john	জন
international	ইন্টারন্যাশনাল
international	আন্তর্জাতিক
conseil	উপদেশ
conseil	পরিষদের
conseil	কাউন্সিল
conseil	পরিষদ
françois	ফ্রান্সিস
maison	বাড়ি
maison	ঘরের
maison	ঘর
maison	হাউজ
maison	হাউস
maison	গৃহ
maison	বাড়ি
maison	বাসায়
maison	হোম
cela	এই
cela	এটি
cela	এটা
cela	যে
cela	সেই
cela	যেটা
demande	অনুরোধ
demande	জিজ্ঞাসা
demande	জিজ্ঞেস
fonction	ফাংশন
toujours	সবসময়
toujours	সর্বদা
toujours	তবু
toujours	এখনো
toujours	আজও
toujours	এখনও
production	উৎপাদন
production	উত্পাদন
production	প্রোডাকশন
production	প্রযোজনা
certains	কিছুক্ষন
certains	কিছু
membre	সদস্য
près	কাছাকাছি
près	কাছে
près	কাছের
près	নিকটে
rôle	ভূমিকা
meilleur	বেস্ট
meilleur	সর্বোত্তম
meilleur	সেরা
meilleur	শ্রেষ্ঠ
meilleur	শ্রেষ্ট
meilleur	best
droit	ঠিক
droit	সঠিক
droit	ডান
droit	ডানদিকে
droit	আইন
droit	আইনের
mois	মাস
mois	মাস
île	আইল্যান্ড
île	দ্বীপ
république	প্রজাতন্ত্র
république	রিপাবলিক
service	পরিষেবা
service	সার্ভিস
service	পরিসেবা
jacques	জাক
score	স্কোর
ensuite	অতঃপর
ensuite	এরপর
ensuite	তারপর
ensuite	তখন
langue	ভাষা
dit	বললাম
dit	বলেন
dit	বললেন
dit	বলল
dit	বলেছে
dit	বললো
dit	বলছে
dit	বলছেন
dit	বলেন
dit	বলেছেন
gouvernement	সরকারি
gouvernement	সরকারের
gouvernement	সরকার
gouvernement	সরকারী
center	কেন্দ্রে
center	কেন্দ্র
center	মধ্য
elles	তারা
petit	ক্ষুদ্র
petit	স্বল্প
petit	ছোট
petit	ছোট্ট
petit	ছোট
petit	লিটল
petit	সামান্য
toutes	সব
toutes	সকল
argent	অর্থ
argent	টাকার
argent	টাকা
argent	রূপালী
argent	সিলভার
argent	রূপা
argent	নগদ
argent	ক্যাশ
argent	cash
souvent	প্রায়শই
souvent	প্রায়শই
souvent	প্রায়ই
style	শৈলী
style	ধরন
style	স্টাইল
style	বিন্যাস
face	ফেস
face	মুখ
olympiques	অলিম্পিক
olympiques	অলিম্পিক
quand	কখন
quand	গেলো
quand	যখন
quand	কবে
quand	গেলে
top	উপরে
top	সেরা
top	শীর্ষ
ministre	মন্ত্রীর
ministre	মন্ত্রী
mondiale	বিশ্বজুড়ে
mondiale	বিশ্বব্যাপী
mondiale	বিশ্ব
mondiale	ওয়ার্ল্ড
mondiale	পৃথিবী
mondiale	দুনিয়া
mondiale	গ্লোবাল
mondiale	সার্বজনীন
mondiale	সার্বিক
mondiale	কোবাল্ট
ensemble	একত্রে
ensemble	একসাথে
théâtre	থিয়েটার
théâtre	থিয়েটার
théâtre	মঞ্চ
épisode	পর্ব
scène	দৃশ্য
scène	স্টেজ
scène	মঞ্চ
scène	পর্যায়
situé	অবস্থিত
situé	অবস্থিত
toute	সব
toute	সকল
asp	asp
étaient	ছিলো
étaient	ছিল
musée	মিউজিয়াম
musée	জাদুঘর
troisième	তৃতীয়
nombreux	অনেকেই
nombreux	বহু
nombreux	অনেক
nombreux	অজস্র
nombreux	অসংখ্য
auteur	নির্মাতা
auteur	গ্রন্থকার
auteur	লেখক
auteur	লেখক
cependant	যাহোক
cependant	তবে
système	সিস্টেম
création	সৃষ্টি
stade	এস্তাদিও
stade	স্টেডিয়াম
stade	স্টেডিয়ামে
stade	স্টেজ
stade	মঞ্চ
stade	পর্যায়
tard	দেরীতে
tard	দেরী
tard	দেরি
reste	থাকতে
reste	থাকার
reste	থাকা
reste	থাকে
reste	থাকুন
reste	থাকো
seconde	সেকেন্ড
seconde	দ্বিতীয়
roman	রোমান
jours	দিন
jours	দিনগুলি
hui	hui
hui	আজকের
hui	আজ
hui	আজকে
édition	সম্পাদনা
édition	সম্পাদন
édition	সংস্করণ
édition	সম্পাদনা
édition	প্রকাশনা
éditions	সংস্করণগুলি
historique	ঐতিহাসিক
historique	ঐতিহাসিক
historique	ইতিহাস
sera	করবে
sera	করবো
sera	দেবো
sera	করবি
âge	যুগ
âge	বয়স
robert	রবার্ট
officiel	আনুষ্ঠানিক
officiel	official
officiel	অফিসিয়াল
officiel	সরকারি
officiel	কর্মকর্তা
environ	আনুমানিক
effet	ইফেক্ট
effet	প্রভাব
version	সংস্করণ
membres	সদস্য
membres	সদস্যপদ
membres	সদস্যতা
membres	সদস্যবৃন্দ
membres	সদস্য
membres	সদস্যগণ
membres	সদস্যরা
niveau	স্তর
niveau	মাত্রা
champion	champ
champion	চ্যাম্পিয়ান
champion	চ্যাম্পিয়ন
champion	বিজয়ীর
champion	champion
espèce	প্রজাতির
espèce	প্রজাতি
michel	মাইকেল
michel	মিশেল
raison	কারন
raison	কারণ
modèle	মডেল
modèle	টেমপ্লেট
travail	কর্মস্থল
travail	কর্ম
travail	কাজকর্ম
femme	নারী
femme	মহিলা
femme	নারীর
femme	নারীদের
femme	মহিলারা
femme	নারী
femme	মহিলার
femme	মহিলা
femme	নারী
femme	মহিলা
femme	স্ত্রী
femme	বউ
femme	বউকে
femme	বউয়ের
femme	স্ত্রী
cinq	পাঁচ
déjà	ইতি
déjà	ইতিমধ্যে
déjà	ইতিমধ্যেই
bas	নিচু
bas	নিম্ন
bas	কম
bas	নীচু
bas	bas
texte	টেক্সট
texte	পাঠ্য
texte	লেখা
terre	আর্থ
terre	পৃথিবী
terre	মাটি
terre	পৃথিবীর
terre	earth
terre	ল্যান্ড
terre	জমির
terre	জমি
terre	ভূমি
terre	মাটি
terre	মৃত্তিকা
allemagne	জার্মানি
allemagne	জার্মানির
allemagne	জার্মানী
compétition	প্রতিযোগিতামূলক
compétition	প্রতিযোগিতা
wikipédia	উইকিপিডিয়া
allemand	জার্মান
britannique	ব্রিটিশ
porte	গেটের
porte	গেট
porte	porte
porte	দরজার
porte	দরজা
hommes	পুরুষ
hommes	পুরুষরা
hommes	পুরুষগণ
hommes	পুরুষেরা
hommes	পুরুষের
italie	ইতালী
italie	ইটালি
italie	ইতালি
bataille	ব্যাটেল
bataille	যুদ্ধে
bataille	যুদ্ধ
corps	শরীরে
corps	শরীরের
corps	শরীর
corps	দেহ
corps	কর্পস
corps	কোর
demi	অর্ধ
demi	অর্ধেক
demi	ডেমি
siège	অবরোধ
siège	সদরদপ্তর
siège	সদর
siège	সদরদপ্তর
siège	সিট
siège	সীট
siège	স্থান
siège	আসন
personnes	ব্যক্তি
personnes	লোকেরা
personnes	লোকজন
personnes	মানুষ
personnes	জনগণ
personnes	ব্যক্তিগণ
personnes	লোকে
nommé	নামযুক্ত
nommé	নিযুক্ত
route	রাউট
route	রুট
route	মহাসড়ক
route	হাইওয়ে
route	রাস্তা
route	রোড
finale	লয়
finale	ফাইনাল
finale	চূড়ান্ত
finale	চুড়ান্ত
finale	ফাইনালের
jeune	তরুণী
jeune	যুবক
jeune	যুবতী
jeune	তরুন
jeune	তরুণ
match	গেম
match	খেলা
match	মিল
match	ম্যাচ
peuvent	পারেন
peuvent	পারবো
peuvent	পারে
peuvent	পারবে
york	ইয়োর্ক
royaume	রাজত্ব
royaume	কিংডম
royaume	রাজ্য
royaume	royaume
ceux	সেসব
long	দীর্ঘ
long	লম্বা
latitude	অক্ষাংশ
base	বেস
base	ন্যূনতম
base	ভিত্তি
base	ভিত্তিতে
études	স্টাডিজ
études	অধ্যয়ন
communauté	কমিউনিটি
communauté	সম্প্রদায়
association	এসোসিয়েশন
association	অ্যাসোসিয়েশন
militaire	সামরিক
militaire	মিলিটারি
section	বিভাগ
section	সেকশন
longitude	দ্রাঘিমাংশ
bronze	ব্রোঞ্জ
livre	বই
livre	পাউন্ড
livre	livre
américaine	আমেরিকার
américaine	আমেরিকান
haut	উচু
haut	উচ্চ
haut	বেশী
haut	উঁচু
haut	উপরে
haut	সেরা
haut	শীর্ষ
suisse	সুইজারল্যান্ড
suisse	সুইস
canada	কানাডা
valign	valign
suivant	নিম্নোক্ত
suivant	নিম্নলিখিত
suivant	পরবর্তী
suivant	পরের
beaucoup	অনেকেই
beaucoup	বহু
beaucoup	অনেক
beaucoup	মাচ
beaucoup	বেশি
beaucoup	অনেকটা
dire	বলবো
dire	বলে
dire	বলো
dire	বলতে
dire	বল
dire	বলুন
seul	একাকী
seul	একলা
seul	একা
seul	কেবলমাত্র
seul	মাত্র
seul	শুধু
seul	কেবল
seul	শুধুমাত্র
fille	মেয়েটি
fille	মেয়েটা
fille	বালিকা
fille	মেয়ে
fille	মেয়ে
fille	কন্যা
fille	মেয়ের
buts	লক্ষ্যগুলি
buts	লক্ষ্য
enfants	শিশুরা
enfants	বাচ্চা
enfants	বাচ্চারা
enfants	বাচ্চাদের
enfants	শিশুরা
enfants	সন্তান
enfants	সন্তানদের
enfants	শিশু
enfants	সন্তানেরা
direction	ভগ্নাংশ
direction	দিশা
direction	গতিপথ
direction	দিক
direction	অধিদপ্তর
position	পার্টিশন
position	অবস্থান
pouvoir	ক্ষমতা
pouvoir	পাওয়ার
pouvoir	বিদ্যুৎ
but	গোল
but	লক্ষ্য
but	উদ্দেশ্য
merci	ধন্যবাদ
merci	থ্যাংকস
merci	thanks
merci	করিয়া
tête	মাথা
tête	মাথায়
tête	মাথার
tête	হেড
tête	মাথা
tête	হেড
union	ইউনিয়ন
construction	নির্মাণকার্য
construction	নির্মাণ
ancienne	প্রাচীন
ancienne	পুরাতন
ancienne	পুরানো
ancienne	বয়সী
ancienne	পুরোনো
ancienne	পুরনো
ancienne	প্রাক্তন
ancienne	আগের
ancienne	সাবেক
premiers	প্রথম
premiers	প্রথমে
prend	নিতে
prend	নাও
prend	নিন
prend	তুলুন
prend	লাগে
prend	নেয়
maire	মেয়র
présente	বর্তমান
présente	উপস্থিত
personnalité	ব্যক্তিত্ব
ligue	লীগের
ligue	লীগ
ligue	লিগ
public	সার্বজনীন
public	পাবলিক
public	সর্বজনীন
pages	পৃষ্ঠাগুলি
pages	পাতাগুলি
pages	পৃষ্ঠা
pages	পৃষ্ঠাসমূহ
pages	পাতা
pages	পাতাগুলো
pages	পৃষ্ঠা
pages	পাতা
externe	বহিঃস্থ
externe	বাহ্যিক
externe	বহিরাগত
simple	সহজ
simple	সরল
simple	সাধারণ
simple	সাধারন
simple	একক
dernière	শেষ
dernière	সর্বশেষ
dernière	সাম্প্রতিকতম
dernière	সর্বশেষ
henri	হেনরি
chanson	গান
chanson	গানগুলি
chanson	সঙ্গীত
chanson	গান
poste	পোস্ট
culture	সংস্কৃতি
grâce	গ্রেস
grâce	অনুগ্রহ
développement	উন্নয়ন
développement	ডেভেলপমেন্ট
sortie	output
sortie	আউটপুট
sortie	ফলাফল
sortie	ঘোরাঘুরি
sortie	বেড়াতে
sortie	প্রস্থান
sortie	বের
sortie	বাহিরে
sortie	আউট
empire	এম্পায়ার
empire	সাম্রাজ্য
québec	কিউবেক
québec	quebec
david	ডেভিড
david	দাউদ
loi	আইন
loi	আইনের
loi	অ্যাক্ট
loi	act
équipes	দলগুলি
côté	সাইড
côté	পাশের
mer	সাগর
mer	সমুদ্র
haute	উচু
haute	উচ্চ
haute	বেশী
haute	উঁচু
haute	হটে
vue	প্রদর্শন
vue	দেখুন
vue	ভিউ
espagne	স্পেন
mère	মাকে
mère	মায়ের
mère	মা
mère	মায়ের
mère	মা
mère	মাকে
fichier	ফাইল
nombreuses	অনেকেই
nombreuses	বহু
nombreuses	অনেক
nombreuses	অজস্র
nombreuses	অসংখ্য
acteur	অভিনেতা
parcours	রাউট
parcours	রুট
parcours	যাত্রা
parcours	জার্নি
recherche	সন্ধান
recherche	অনুসন্ধান
recherche	গবেষণা
classement	ranking
classement	শ্রেণীবিভাগ
code	কোড
double	দ্বিগুণ
double	ডাবল
double	সদৃশ
double	অনুরূপ
double	নকল
double	দ্বৈত
double	ডুয়েল
entraîneur	প্রশিক্ষক
entraîneur	কোচ
web	ওয়েব
arrondissement	arrondissement
arrondissement	বরো
directeur	পরিচালক
directeur	ব্যবস্থাপক
directeur	ম্যানেজার
joseph	ইউসুফ
joseph	জোসেফ
ici	এখানে
vainqueur	বিজয়ীর
vainqueur	বিজয়ী
vainqueur	জয়ী
réalisé	পরিচালিত
existe	উপস্থিত
existe	উপস্থিত
six	ছয়
devant	সম্মুখ
devant	ফ্রন্ট
devant	সামনে
devant	সামনের
écrit	লিখেছে
écrit	লেখেন
écrit	লিখেছেন
écrit	লিখিত
écrit	লিখা
écrit	লিখেছিলাম
écrit	লিখেছেন
écrit	লিখেছে
petite	ক্ষুদ্র
petite	স্বল্প
petite	ছোট
petite	ছোট্ট
petite	ছোট
petite	লিটল
petite	সামান্য
petite	petite
bois	কাঠ
bois	কাঠের
bois	পান
bois	পানীয়
bois	কাঠের
entreprise	ব্যবসা
entreprise	ব্যবসার
entreprise	ব্যবসায়িক
entreprise	কোম্পানি
entreprise	কম্পানি
entreprise	কোম্পানী
entreprise	এন্টারপ্রাইজ
retour	প্রত্যাবর্তন
retour	রিটার্ন
retour	ফেরত
retour	পূর্ববর্তী
retour	পিছনে
retour	ফিরে
numéro	সংখ্যা
numéro	নাম্বার
numéro	নম্বর
principale	প্রধান
principale	মূল
principale	মুখ্য
principale	প্রিন্সিপাল
principale	অধ্যক্ষ
sainte	পবিত্র
sainte	হলি
sainte	সাধু
sainte	সেন্ট
comté	কাউন্টি
second	সেকেন্ড
second	দ্বিতীয়
gare	স্টেশন
terme	সময়কাল
connu	পরিচিত
connu	চেনা
connu	জ্ঞাত
formation	প্রশিক্ষণ
arts	শিল্প
arts	কলা
arts	শিল্পকলা
arts	আর্টস
technique	প্রযুক্তিগত
technique	কারিগরী
technique	কারিগরি
technique	টেকনিক
révolution	বিপ্লব
etc	প্রভৃতি
etc	ইত্যাদি
objet	বস্তু
objet	অবজেক্ট
objet	উদ্দেশ্য
objet	বিষয়
mon	মোন
mon	সোম
philippe	ফিলিপ
question	প্রশ্ন
question	প্রস্থ
lorsque	কখন
lorsque	গেলো
lorsque	যখন
lorsque	কবে
lorsque	গেলে
