категорія	categorie
історія	geschiedenis
зображення	beelden
зображення	afbeeldingen
зображення	foto
зображення	imago
зображення	beeld
зображення	afbeelding
зображення	plaatjes
пункти	items
пункти	punten
пункти	opties
пункти	mogelijkheden
пункти	vermeldingen
пункти	inzendingen
пункти	ingangen
код	wetboek
код	code
сайт	website
сайт	site
разом	samen
інші	overige
інші	andere
інші	ander
інші	overig
інші	overige
інші	andere
інші	overigen
інші	anderen
проти	versus
проти	tegen
тут	hier
український	oekraïens
український	oekraïense
мова	taal
мова	taalgebruik
історії	verslagen
історії	verhalen
історії	verhaaltjes
історії	geschiedenis
всі	allen
всі	alle
всі	allemaal
всі	alles
багато	veel
багато	velen
багато	vele
багато	veel
багато	much
більше	groter
більше	grotere
більше	groter
більше	more
більше	meer
кількість	telling
кількість	graaf
кількість	tellen
кількість	tel
кількість	nummer
кількість	aantal
кількість	getal
кількість	hoeveelheid
кількість	kwantiteit
шаблони	sjablonen
шаблони	patronen
дуже	zeer
два	twee
два	two
перший	eerste
перший	eerst
площа	plaza
площа	vierkante
площа	vierkant
площа	plein
площа	gebied
площа	oppervlakte
країни	land
країни	landen
назва	naam
назва	titel
наук	wetenschappen
розташований	gelokaliseerd
без	zonder
голова	hoofd
голова	head
голова	voorzitter
народився	born
народився	geboren
щодо	ongeveer
щодо	over
сторінка	bladzijde
сторінка	pagina
той	dat
росії	rusland
все	alles
все	allen
все	alle
все	allemaal
все	alles
київ	kiev
зокрема	inclusief
роботи	werk
роботи	arbeid
роботи	werken
проте	niettemin
веб	web
статтю	artikel
праворуч	juist
праворуч	recht
праворуч	rechts
потім	dan
потім	daarna
землі	aarde
землі	earth
армії	legers
армії	leger
армії	landmacht
однак	echter
саме	precies
саме	exact
саме	precies
північний	noorden
північний	noord
день	dag
день	dagje
частина	deel
частина	gedeelte
південний	zuidelijk
південний	zuid
південний	zuiden
смерті	dood
смерті	doods
смерті	overlijden
період	tijdvak
період	periode
перша	eerste
перша	eerst
такі	dergelijke
двох	twee
двох	two
навіть	zelfs
розташування	plaatsing
розташування	positionering
розташування	locaties
розташування	regeling
розташування	arrangement
розташування	lokatie
розташування	locatie
розташування	ligging
розташування	positie
кар	carrière
кар	carriere
кар	loopbaan
три	drie
три	three
працював	werkte
працював	gewerkt
висота	hoogte
висота	hoogte
висота	hoogte
висота	lengte
входить	omvat
входить	inclusief
себе	mijzelf
себе	zelf
себе	mezelf
себе	ikzelf
себе	zichzelf
себе	hemzelf
себе	jezelf
себе	jijzelf
себе	uzelf
шаблонів	stencil
шаблонів	sjablonen
різних	verschillend
різних	verschillende
різних	anders
фільми	films
фільми	films
фільми	bioscoop
церква	kerk
створення	creëren
створення	opwekking
створення	generation
створення	generatie
створення	creëren
створення	aanmaken
створення	creëer
створення	maken
створення	schepping
створення	creatie
створення	samenstellen
створення	componeren
значення	betekenis
значення	waardes
значення	waarden
значення	waarde
вул	str
системи	systeem
системи	stelsel
йому	hem
крім	behalve
тоді	dan
тоді	daarna
ніж	mes
адреса	adres
член	lid
член	lul
член	pik
член	haan
франція	frankrijk
адміністративний	administratief
адміністративний	administratieve
групи	groepen
буде	will
буде	zal
буде	zullen
буде	bodø
там	daar
там	er
динаміка	dynamics
динаміка	dynamiek
національний	nationaal
національний	nationale
управління	bestuur
управління	governance
управління	beheer
управління	management
всіх	allen
всіх	alle
всіх	allemaal
всіх	alles
всіх	iedereen
нього	hem
річки	rivieren
дата	datum
людей	mensen
людей	personen
хоча	hoewel
хоча	alhoewel
хоча	hoewel
мови	talen
мови	taal
мови	taalgebruik
українська	oekraïens
українська	oekraïense
поселення	vereffening
поселення	nederzetting
поселення	schikking
поселення	afwikkeling
розподіл	distributie
розподіл	verdeling
знаходиться	gelokaliseerd
пізніше	later
пізніше	straks
розвитку	ontwikkeling
вулиця	straat
кілька	weinigen
кілька	paar
кілька	weinig
хімічно	chemisch
згодом	later
згодом	straks
провінції	provincies
часто	regelmatig
часто	veelvuldig
часто	frequent
часто	vaak
часто	dikwijls
часто	vaak
олександр	aleksandr
олександр	alexander
офіційний	ambtenaar
офіційний	officiële
офіційний	officieel
департамент	departement
департамент	afdeling
віком	verouderd
тощо	etc
тощо	enz
майже	bijna
права	juist
права	recht
права	rechts
права	rechten
церкви	kerken
стала	constante
стала	constant
голови	hoofden
голови	koppen
голови	kop
голови	transplantatie
південь	zuid
південь	zuiden
вулиці	straatjes
вулиці	straat
вулиці	straten
перед	prior
перед	voorafgaande
перед	voordat
перед	vóór
сім	seven
сім	zeven
мав	hadden
мав	had
мав	gehad
яке	welke
автор	schepper
автор	maker
автор	bedenker
автор	auteur
автор	schrijver
володимир	wladimir
володимир	volodymyr
володимир	vladimir
типу	typ
типу	type
типу	soort
академії	academy
академії	academie
фільм	filmpje
фільм	film
фільм	film
карта	plattegrond
карта	kaart
команди	opdrachten
команди	ploegen
команди	teams
іван	ivan
іван	johannes
іван	john
використання	gebruik
використання	gebruiken
використання	gebruiken
використання	gebruik
головний	chef
головний	chief
головний	opperhoofd
головний	belangrijkste
головний	voornaamste
головний	main
зоря	zarya
зоря	ster
зоря	star
деякі	enkele
деякі	sommigen
деякі	sommige
музей	museum
діяльність	activiteiten
діяльність	activiteit
діяльність	activiteit
частини	onderdelen
частини	delen
закінчив	voltooid
закінчив	afgewerkt
закінчив	klaar
закінчив	afgewerkte
джерела	bronnen
джерела	aanbieders
джерела	providers
джерела	bron
кам	kampen
честь	eren
честь	eer
честь	eren
честь	eer
організації	organisaties
організації	organiseren
організації	organiseer
організації	organiseren
своїх	hun
сил	forces
сил	krachten
померли	sterfte
померли	sterfgevallen
дві	twee
дві	two
діяльності	activiteiten
діяльності	activiteit
діяльності	activiteit
клуб	club
ігор	games
ігор	spelletjes
ігор	spellen
ігор	igor
партії	feest
партії	partij
партії	feestje
партії	party
перелік	lijstje
перелік	lijst
перелік	telling
перелік	opsomming
роль	rol
усі	iedereen
усі	allen
усі	alle
усі	allemaal
усі	alles
усі	iedereen
україна	oekraïne
свої	hun
свої	its
університет	universiteit
відомий	beroemde
відомий	beroemd
микола	nikolaj
микола	nikolai
микола	nicolai
микола	mykola
італії	italië
спочатку	aanvankelijk
школа	school
право	jus
право	juist
право	recht
право	rechts
право	wet
євро	euro
далі	verdere
далі	verder
далі	volgende
далі	volgend
знову	alweer
знову	opnieuw
знову	nogmaals
стали	werden
стали	werd
одна	one
одна	één
одна	een
одна	eén
хто	wie
хто	who
моря	zeeën
стаття	artikel
стаття	paragraaf
стаття	alinea
звання	rangen
звання	gelederen
звання	rangschikking
звання	rang
звання	rangschikken
статус	status
помер	dood
помер	doods
помер	dead
помер	gestorven
помер	overleden
помер	stierf
родини	families
родини	gezinnen
польщі	polen
львів	lviv
група	groep
група	fractie
новий	nieuw
новий	nieuwe
зір	gezichtsvermogen
зір	visioen
зір	visie
зір	vision
зір	zicht
великий	big
великий	groot
великий	grote
великий	groot
великий	geweldig
великий	fantastisch
назви	namen
залізниця	spoorweg
залізниця	spoorlijnen
залізниця	spoorwegen
залізниця	spoorweg
залізниця	spoorwegen
система	systeem
система	stelsel
північ	midnight
північ	middernacht
північ	noorden
північ	noord
більшість	meesten
більшість	most
більшість	meeste
більшість	meest
більшість	meerderheid
особливо	vooral
народження	born
народження	geboren
народження	geboorte
інформація	info
інформація	gegevens
інформація	informatie
влади	autoriteiten
округ	subprefectuur
округ	district
інститут	instituut
інститут	institut
інститут	instelling
будинок	huis
дослідження	onderzoek
дослідження	research
дослідження	exploratie
дослідження	verkenning
дослідження	studies
війна	oorlog
війна	oorlogsvoering
війна	oorlogvoering
комуни	commune
приблизно	ca
приблизно	ongeveer
приблизно	over
приблизно	ongeveer
багатьох	veel
багатьох	velen
багатьох	vele
відповідно	respectievelijk
війська	troepen
регіон	regio
велика	big
велика	groot
велика	grote
велика	magna
людини	mensjes
людини	mensen
рід	clan
рід	reid
рід	riet
рід	reed
дітей	kinderen
міст	brug
міст	bridge
міст	anzac
міст	steden
міст	pont
мала	mala
мала	malaya
собою	mijzelf
собою	zelf
собою	mezelf
собою	ikzelf
собою	jezelf
собою	jijzelf
собою	uzelf
генерал	algemene
генерал	generaal
генерал	algemeen
мали	hadden
мали	had
мали	gehad
доходів	gelijkheid
основі	bundels
статей	artikelen
статей	artikels
статей	geslachten
навчання	studeren
навчання	studeer
навчання	studeren
навчання	studie
навчання	bestuderen
навчання	leren
навчання	learning
навчання	zelfstudie
навчання	tutorial
навчання	leerprogramma
єднання	hulpstukken
син	zoon
син	son
фізична	lichamelijk
фізична	lichamelijke
фізична	fysieke
фізична	fysiek
рішення	besluit
рішення	beslissing
рішення	beslissingen
рішення	besluiten
рішення	beschikkingen
рішення	oplossingen
рішення	solutions
питання	vraagje
питання	vraag
питання	kwesties
питання	vragen
питання	aanwijzing
досить	genoeg
люди	mensjes
люди	mensen
люди	mensen
люди	personen
тепер	nu
ним	hem
медіана	mediane
медіана	mediaan
компанії	bedrijven
іншими	nederig
іншими	overige
іншими	andere
іншими	overigen
іншими	anderen
походження	herkomst
походження	oorsprong
дані	gegevens
дані	data
дані	dani
видання	editie
видання	uitgave
видання	afgifte
видання	uitgifte
видання	kwestie
раніше	eerder
раніше	voordien
раніше	vroeger
раніше	voorheen
раніше	eerder
румунії	roemenië
румунії	roemenie
зазвичай	normaliter
зазвичай	gewoonlijk
зазвичай	normaal
зазвичай	meestal
зазвичай	gewoonlijk
зазвичай	typisch
сан	sens
використовується	gebruikt
використовується	gebruikte
команда	commando
команда	opdracht
команда	team
всього	totaal
таблиці	tabellen
таблиці	tafels
таблиці	tafel
таблиці	tafeltje
таблиці	tabel
початок	start
початок	begin
початок	starten
початок	beginnen
початок	begin
початок	beginnen
початок	begin
початок	beginnend
пояс	taille
пояс	middel
пояс	riem
пояс	gordel
сергій	sergei
сергій	sergej
сергій	serhij
сергій	sergius
сергій	sergej
станція	tasjkent
станція	station
станція	novosibirsk
існує	besta
існує	bestaan
існує	bestaat
проект	project
мати	moeder
мати	moedertje
чоловік	echtgenoot
чоловік	man
ліворуч	linkse
ліворуч	linker
ліворуч	links
усіх	iedereen
книги	boeken
книги	boek
михайло	michail
михайло	mikhail
михайло	michiel
михайло	michaël
михайло	michael
країн	landen
нагороди	prijsuitreiking
нагороди	awards
нагороди	onderscheidingen
офіційна	ambtenaar
офіційна	officiële
офіційна	officieel
індекси	indices
індекси	indexen
індекси	indexen
індекси	registers
переважно	voornamelijk
переважно	hoofdzakelijk
переважно	voornamelijk
переважно	hoofdzakelijk
переважно	meestal
переважно	vooral
дії	bewerkingen
дії	operaties
дії	acties
дії	activiteit
дії	action
дії	optreden
дії	aktie
дії	actie
станції	station
станції	stations
світі	geproefd
світі	proefde
світі	smaakte
світі	kleinste
немає	geen
освіти	opvoeding
освіти	onderwijs
професор	professor
професор	hoogleraar
руху	verplaatsen
руху	bewegen
руху	bewegend
руху	verhuizen
японії	japan
служби	diensten
служби	dienstverlening
служби	dienst
служби	service
відомі	bekende
відомі	gekend
відомі	gekende
відомі	bekend
виробництва	vervaardiging
виробництва	fabricage
орган	orgel
орган	orgaan
різні	verschillend
різні	verschillende
різні	anders
різні	diverse
різні	verschillende
різні	diversen
різні	diverse
різні	divers
поділ	splitsingen
поділ	afdelingen
поділ	divisies
поділ	splitsen
поділ	kernsplijting
поділ	divisie
поділ	afdeling
поділ	deling
поділ	division
треба	nood
треба	need
треба	nodig
треба	noodzaak
треба	behoefte
довжина	lengte
сили	sterkte
сили	kracht
сили	forces
сили	krachten
іграх	olympische
шевченка	koor
шевченка	refrein
основні	fundamentele
основні	basic
роботу	werk
роботу	arbeid
роботу	werken
іванович	ivanovitsj
неї	veroordelingen
неї	overtuigingen
неї	neuilly
прапора	vlag
тих	naaien
тих	naai
дня	dag
дня	dagje
твори	essays
герб	herb
герб	kruiden
герб	kruid
росія	rusland
василь	basil
василь	basilicum
василь	vasili
василь	vasyl
василь	vasil
депутатів	afgevaardigden
іспанії	spanje
індекс	index
індекс	indexcijfer
індекс	indexeren
місця	plaatsen
місця	locaties
місця	zetels
місця	stoelen
місця	zitplaatsen
розвиток	ontwikkeling
альбом	album
товариства	samenleving
товариства	genootschap
товариства	maatschappij
засновані	gebaseerd
гравці	spelers
серії	serie
серії	reeks
серії	reeksen
серії	series
серії	afleveringen
німеччини	duitsland
просто	gewoon
нові	nieuw
нові	nieuwe
письменник	schrijver
письменник	schrijfster
інформації	info
слова	woorden
зараз	nu
зараз	momenteel
працює	rennen
працює	hardlopen
працює	running
працює	werkt
працює	werken
батько	vader
декілька	meerdere
декілька	verschillende
декілька	verscheidene
декілька	meerdere
декілька	meervoudige
декілька	veelvoud
декілька	meervoudig
відомості	gegevens
відомості	informatie
відомості	details
відомості	bijzonderheden
розмір	grootte
розмір	afmeting
розмір	omvang
розмір	formaat
розмір	maat
президент	president
президент	voorzitter
президента	presidentiële
президента	presidentieel
москва	moskou
москва	moskva
американський	amerikaan
американський	amerikaans
американський	amerikaanse
повністю	volledig
повністю	volledig
повністю	compleet
посилання	verwijzingen
посилання	referenties
посилання	link
посилання	koppeling
посилання	referentie
посилання	verwijzing
посилання	links
пісні	nummers
пісні	liederen
пісні	songs
пісні	liedjes
члени	leden
науки	wetenschap
науки	wetenschappen
нова	nieuw
нова	nieuwe
нова	nova
роман	romeinen
роман	roman
роман	romeinse
роман	romeins
річка	rivier
річка	river
чотири	four
чотири	vier
другий	tweede
належить	behoort
належить	hoort
обсерваторія	observatorium
шаблон	patroon
шаблон	sjabloon
шаблон	template
відкритий	open
відкритий	openen
відкритий	publiek
відкритий	openbaar
відкритий	belicht
відкритий	bloot
відкритий	blootgesteld
збройних	bewapend
збройних	gewapend
збройних	gewapende
можливість	gelegenheid
можливість	kans
можливість	kenmerk
можливість	functie
можливість	mogelijkheid
можливість	vermogen
текст	tekst
текст	voorgrond
учасники	deelnemers
учасники	deelnemers
учасники	aanwezigen
учасники	deelnemers
учасники	leden
дерев	bomen
прапор	vlag
тел	tel
галузі	industrieën
галузі	bedrijfstakken
галузі	industrie
галузі	bedrijfstak
стає	wordt
стає	worden
ширина	breedte
чемпіон	kampioen
гравець	speler
гравець	player
івана	ivana
можливо	misschien
можливо	mogelijke
можливо	mogelijk
поблизу	nabijgelegen
поблизу	dichtbij
термін	term
стало	werden
стало	werd
стало	voelden
стало	gevoeld
стало	voelde
стало	vilt
випадку	geval
випадку	case
випадку	zaak
юрій	joeri
юрій	yuri
великі	large
великі	groot
великі	grote
великі	big
великі	groot
великі	grote
добре	prima
добре	lekker
добре	goed
добре	oké
добре	oke
добре	nou
добре	wel
король	konings
король	king
король	koning
лінії	lijnen
випускники	afgestudeerden
виконання	optreden
виконання	uitvoeren
виконання	presteren
виконання	rennen
виконання	hardlopen
виконання	running
виконання	uitvoering
виконання	terechtstelling
виконання	executie
учасник	lid
учасник	deelnemer
учасник	deelnemer
існування	bestaan
питань	vragen
питань	aanwijzingen
питань	kwesties
доктор	arts
доктор	doktor
доктор	dokter
доктор	doctor
художник	kunstschilder
художник	schilder
художник	kunstenares
художник	artiest
художник	kunstenaar
художник	artist
форми	vormen
форми	formulieren
форми	vormen
собі	mijzelf
собі	zelf
собі	mezelf
собі	ikzelf
собі	jezelf
собі	jijzelf
собі	uzelf
підприємства	ondernemingen
підприємства	enterprise
підприємства	onderneming
творів	multimedia
творів	samenstellingen
творів	composities
радянський	sovjet
заснування	oprichting
правління	beheerders
правління	bestuur
правління	bord
правління	regering
правління	overheid
сен	seine
сен	heilige
іноді	soms
секретар	secretaris
секретар	secretaresse
галерея	galerie
галерея	galerij
галерея	galleria
друга	tweede
друга	vriendin
друга	vriend
великих	large
великих	groot
великих	grote
містить	bevat
містить	bevatten
територія	grondgebied
територія	territorium
політики	beleid
політики	politici
політики	beleid
університеті	campus
формування	formatie
формування	vorming
сьогодні	vandaag
проведення	ontwikkelen
анатолій	anatoly
види	diersoort
види	diersoorten
види	soorten
види	soort
дружина	vrouw
дружина	echtgenote
світ	wereld
андрій	andrej
андрій	andrej
андрій	andrei
андрій	andrij
івано	ivano
зміни	modificaties
зміни	wijzigingen
зміни	verschuivingen
зміни	ploegen
зміни	veranderingen
зміни	wijzigingen
ред	rode
ред	rood
ред	invallen
днів	dagen
днів	days
наукових	wetenschappelijk
номер	nummer
номер	aantal
номер	getal
справ	affaires
програми	aanvraag
програми	toepassing
програми	applicatie
програми	toepassingen
програми	applicaties
програми	aanvragen
програми	programmatuur
програми	software
партія	feest
партія	partij
партія	feestje
партія	party
будівництво	bouwen
будівництво	bouw
будівництво	constructie
будівництво	bouwnijverheid
будівництво	opbouw
будівництво	bouwen
події	exclusiviteit
події	incidentie
події	gebeurtenissen
події	evenementen
події	gebeurtenis
події	evenement
події	event
тип	typ
тип	type
тип	soort
зображень	beelden
зображень	afbeeldingen
укр	eng
чемпіонат	fina
чемпіонат	fis
чемпіонат	kampioenschap
вище	hierboven
вище	boven
вище	hogere
вище	hoger
категорії	categorieën
проблеми	problemen
проблеми	kwesties
людина	homo
людина	menselijk
людина	menselijke
людина	mens
людина	man
вікіпедія	wikipedia
головним	voornamelijk
головним	hoofdzakelijk
число	nummer
число	aantal
число	getal
альбоми	albums
розташовані	gelokaliseerd
розташовані	gestationeerd
розташовані	gelegerd
білорусі	belarus
петро	pjotr
петро	petro
петро	petr
петро	petrus
петро	peter
петро	piotr
отримала	ontvangen
почали	begonnen
почали	gestart
почали	begon
почали	opgestart
комітету	commissie
комітету	comité
мало	malo
рівні	levels
рівні	niveaus
процес	proces
процес	verwerken
виступав	aanpakken
менше	kleiner
менше	kleinere
менше	minder
менше	minder
значно	aanzienlijk
значно	beduidend
значно	significant
сезону	seizoen
правило	regel
правило	rule
режисер	directeur
режисер	director
режисер	regisseur
чому	waarom
завжди	altijd
загальна	generieke
загальна	globaal
загальна	totaal
ряд	serie
ряд	reeks
ряд	reeksen
ряд	series
погода	weer
завод	plant
вплив	impact
вплив	inslag
вплив	effect
вплив	botsing
вплив	beïnvloeden
вплив	invloed
вплив	beïnvloeding
рух	motion
рух	beweging
рух	motie
рух	verkeer
рух	bewegingen
рух	verplaatsing
рух	beweging
компанія	gezelschap
компанія	bedrijf
компанія	onderneming
слід	voetafdruk
слід	moet
площі	oppervlakten
площі	gebieden
астероїд	asteroïde
віктор	viktor
віктор	overwinnaar
віктор	victor
будівництва	bouw
будівництва	constructie
будівництва	bouwnijverheid
будівництва	opbouw
будівництва	bouwen
читати	lezen
читати	gelezen
читати	lees
застосування	toegepast
застосування	toegepaste
застосування	opleggen
закінчення	einde
закінчення	beëindigen
закінчення	eind
останній	laatste
перше	eerste
перше	eerst
скликання	rada
слово	woord
книга	boek
захисту	beschermend
захисту	beschermende
захисту	beschermen
виступи	kortere
виступи	korter
виступи	schijn
виступи	verschijningen
радянської	lietuvos
центрі	aannemer
вважається	beschouwd
вважається	overwogen
гри	wedstrijd
гри	spel
гри	spelletje
гри	gameplay
призначений	voorgenomen
призначений	bedoeld
призначений	beoogde
призначений	bestemd
тіла	lichaam
тіла	body
тіла	lijken
тіла	carrosserieën
тіла	lichamen
основному	voornamelijk
основному	hoofdzakelijk
сезон	seizoen
назвали	genoemd
назвали	genaamd
назвали	benoemde
назвали	belde
назвали	genoemd
назвали	gebeld
марія	marija
марія	marja
марія	maria
футболіст	voetballer
футболіст	profvoetballer
теж	ook
джон	johannes
джон	john
джон	jon
володар	heer
володар	lord
володар	heere
поет	dichter
матчів	wedstrijden
матчів	lucifers
клуби	clubs
ігри	gamen
ігри	gaming
ігри	games
ігри	spelletjes
ігри	spellen
повернувся	teruggegeven
повернувся	teruggekeerd
повернувся	geretourneerd
повернувся	teruggestuurd
відома	bekende
відома	gekend
відома	gekende
відома	bekend
відома	beroemde
відома	beroemd
відкриті	open
відкриті	openen
відкриті	geopend
директор	directeur
директор	director
директор	regisseur
директор	schoolhoofd
директор	rector
народний	folk
заступник	acteren
заступник	waarnemend
заступник	acteer
заступник	ondeugd
заступник	zeden
заступник	vice
заступник	plaatsvervanger
заступник	hulpsheriff
заступник	plaatsvervangend
заслужений	gehuldigd
заслужений	vereerd
заслужений	geëerd
заслужений	geëerd
заслужений	geëerde
заслужений	gehuldigd
заслужений	vereerd
часи	tijden
часи	times
теорії	theorieën
середній	middelste
середній	middle
середній	midden
середній	gemiddelde
середній	gemiddeld
середній	medium
середній	middellange
середній	middelgrote
середній	middelgroot
уряд	regering
уряд	overheid
виробництво	produktie
виробництво	productie
виробництво	fabricage
кіно	films
кіно	bioscoop
кіно	bioscoop
кіно	bioscopen
кіно	cinema
кіно	filmpje
кіно	film
парк	parkeren
парк	park
створено	gegenereerd
створено	aangemaakt
створено	gegenereerde
створено	aangemaakt
створено	gecreëerd
створено	gemaakt
створено	geschapen
окрім	behalve
окрім	naast
повстання	opstand
повстання	opstand
повстання	oproer
повстання	rellen
повстання	rel
повстання	rebellie
повстання	opstand
навколо	rondom
навколо	rond
жінок	vrouwen
провінція	provincie
спорту	sporten
речі	dingen
відділення	squad
відділення	team
метрів	meters
метрів	meter
метрів	meters
метрів	meter
потрібно	nood
потрібно	need
потрібно	nodig
потрібно	noodzaak
потрібно	behoefte
найкращий	best
найкращий	beste
ван	wan
ван	busje
ван	wang
безпеки	veiligheid
безпеки	beveiliging
досягнення	prestaties
досягнення	verwezenlijkingen
досягнення	prestatie
досягнення	prestatie
театр	bioscoop
театр	theater
театр	theater
республіка	republiek
одночасно	tegelijk
одночасно	tegelijkertijd
одночасно	gelijktijdig
вийшов	eruit
вийшов	uit
вийшов	out
мешканців	inwoners
мешканців	bewoners
мешканців	ingezetenen
німеччині	duitsland
герой	held
герой	hero
острів	eiland
острів	isle
загальні	generieke
загальні	global
загальні	mondiale
загальні	globaal
загальні	wereldwijd
загальні	gemeenschappelijk
загальні	vaak
загальні	algemene
загальні	generaal
загальні	algemeen
культура	cultuur
представників	vertegenwoordigers
одиниця	eenheid
одиниця	unit
бібліотека	bibliotheek
раді	blij
профіль	profiel
профіль	identiteit
малі	kleine
малі	klein
малі	smal
малі	mali
швидко	snel
швидко	snelle
швидко	vlug
швидко	snel
швидко	vasten
швидко	snelle
швидко	fast
швидко	snel
швидко	vlug
оборони	verdediging
оборони	defensie
оборони	verdedigen
америки	amerika
санкт	sankt
російсько	russo
момент	moment
момент	ogenblik
момент	koppel
рахунок	rekening
рахунок	account
рахунок	scoren
рахунок	score
робота	job
робота	baan
робота	werk
робота	arbeid
робота	werken
робота	werkend
робота	werken
робота	werkende
література	literatuur
навчався	bestudeerde
навчався	studeerde
навчався	bestudeerd
замок	kasteel
титул	titel
ролі	rol
ролі	rollen
одне	one
одне	één
одне	een
одне	eén
англ	anglo
систем	systemen
актор	actor
актор	acteur
гра	wedstrijd
гра	spel
гра	spelletje
взагалі	eigenlijk
армія	leger
армія	landmacht
російська	russisch
російська	rus
російська	russische
карти	kaarten
карти	kaart
моделі	modellen
моделі	model
нагороджений	gedecoreerd
нагороджений	ingericht
нагороджений	versierd
стан	status
стан	stan
стан	staat
стан	state
олександра	alexandra
рівень	niveau
рівень	level
утворення	formaties
утворення	wazige
утворення	wazig
відкриття	ontdekking
відкриття	ontdekkingen
відкриття	discovery
відкриття	openen
відкриття	opening
рок	roc
рок	rotsen
рок	rots
рок	steen
рок	rock
шлях	pad
шлях	manier
шлях	way
фото	foto
фото	foto
фото	fotos
організація	organisatie
організація	organisatie
поверхні	bovengronds
поверхні	oppervlak
називають	doorverwezen
планети	planeten
фон	fon
фон	von
міністр	cdu
міністр	minister
відповідає	geantwoord
відповідає	antwoordde
відповідає	reageren
відповідає	wedstrijden
відповідає	lucifers
журнал	logboek
журнал	log
журнал	tijdschrift
журнал	journal
журнал	dagboek
журнал	tijdschrift
журнал	magazine
журнал	geschiedenis
особа	persoon
особа	person
особа	filiaal
особа	affiliate
особа	identiteit
будівлі	bouwen
будівлі	gebouwen
храм	altaar
храм	heiligdom
храм	tempel
дмитро	dmitry
дмитро	dmytro
практично	praktisch
практично	praktisch
таблиця	tafel
таблиця	tafeltje
таблиця	tabel
операції	bewerkingen
операції	operaties
операції	transactie
операції	transacties
віці	ouderdom
віці	leeftijd
віці	vici
музичні	muzikale
музичні	musical
музичні	muzikaal
дебютував	debuteerde
модель	model
джерел	bronnen
джерел	herkomst
джерел	oorsprong
факультет	faculteit
керівництвом	superieuren
керівництвом	meerderen
заклади	kantoren
заклади	kantoor
серія	serie
серія	reeks
серія	reeksen
серія	series
риби	vissen
поки	till
поки	terwijl
поки	doei
поки	dag
поки	daag
поки	tot
останні	nieuwste
останні	laatste
спосіб	manier
спосіб	way
мережі	netwerken
мережі	netwerken
мережі	netwerk
союз	union
союз	vakbond
союз	unie
союз	sojoez
головою	voorzitter
функції	functie
функції	functies
зробити	maken
зробити	maak
визначення	definitie
визначення	definities
визначення	definiëren
тренер	trainer
тренер	coach
тренер	coachen
тренер	koets
військовий	militairen
військовий	militair
військовий	militaire
військовий	krijgsmacht
поновлення	hervatten
сіл	dorpen
