historia	historia
operativa	operațională
operativa	operaționale
operativa	operațional
inviata	trimisă
inviata	trimis
inviata	trimise
petto	pieptul
petto	piept
petto	sânul
petto	sân
petto	piept
circostanze	împrejurări
circostanze	circumstanțele
circostanze	circumstanțe
igor	igor
descrivere	descrie
descrivere	descriu
devil	devil
devil	diavolul
devil	diavol
devil	drac
interpretazioni	interpretări
terrestri	terestru
terrestri	terestre
terrestri	terestră
terrestri	pământeni
rilievi	reliefuri
biografie	biografii
biografie	biografia
biografie	biografie
repubblicano	republicani
repubblicano	republican
repubblicano	republicane
repubblicano	republicană
pavimento	etajul
pavimento	etaj
pavimento	podea
legali	juridice
legali	legale
legali	juridic
legali	legală
legali	legal
zucchero	zahăr
zucchero	zahar
zucchero	zahărul
zucchero	sugar
funzionalità	funcționalitate
pdc	pdc
sacerdoti	preoti
sacerdoti	popii
sacerdoti	preotii
clero	clerului
rappresentazioni	reprezentări
rappresentazioni	spectacole
frontale	front
frontale	față
frontale	frontal
frontale	frontală
england	anglia
england	england
ordinario	ordinar
ordinario	obișnuit
ordinario	ordinare
ordinario	obișnuită
soppressione	abolirea
soppressione	ștergere
soppressione	suprimarea
soci	parteneri
soci	partenerii
pérez	perez
pérez	pérez
hugh	hugh
eserciti	armatele
eserciti	armate
secondarie	secundar
secondarie	secundară
secondarie	secundare
specializzata	specializat
specializzata	specializate
specializzata	specializată
specializzata	specializat
specializzata	specializate
specializzata	specializată
manovra	manevra
manovra	manevră
manovra	manevre
manovra	manevra
manovra	manevră
valencia	valencia
variazione	variația
variazione	variație
variazione	schimba
variazione	schimbare
variazione	schimbă
variazione	schimbarea
archivi	arhive
archivi	arhiva
archivi	arhivele
archivi	arhivă
away	departe
sospensione	suspendare
sospensione	suspendarea
sospensione	suspensie
sospensione	suspensia
pirati	pirati
pirati	piratii
pirati	piratul
pirati	pirat
tavole	tabelele
tavole	tabele
tavole	mese
wallace	wallace
loggia	loggia
pesaro	pesaro
sultano	sultanul
sultano	sultan
toro	toro
toro	taur
toro	taurus
toro	taur
toro	taurul
toro	bull
eletti	aleși
superman	superman
modern	moderni
modern	moderna
modern	modern
modern	moderne
modern	modernă
mass	liturghie
mass	mass
mass	masă
mass	masa
percentuali	procente
percentuali	procentele
emissione	emitere
emissione	emiterea
emissione	emiterea
emissione	emisie
emissione	emisia
emissione	emisii
bottega	bottega
after	dupa
after	după
ferite	leziuni
ferite	răni
ferite	rani
ferite	rănile
ferite	răni
kiev	kiev
realizzando	realizând
phoenix	phoenix
alluminio	aluminiu
alluminio	aluminiu
vendere	vând
vendere	vinde
vendere	vand
vendere	vind
vendere	vând
vendere	vind
vendere	vand
datato	datat
datato	datată
corno	corn
corno	cornul
corno	horn
piatti	vesela
piatti	vase
futuri	viitorul
futuri	viitoare
futuri	viitor
protesta	protest
protesta	protestul
protesta	protestează
rachel	rachel
immacolata	imaculat
immacolata	imaculată
immacolata	imaculat
canti	cântă
canti	canta
canti	cânta
canti	cantece
canti	cântece
canti	melodii
intellettuali	intelectuali
intellettuali	intelectuale
intellettuali	intelectuali
intellettuali	intelectual
intellettuali	intelectuală
elia	elijah
elia	ilie
elia	elia
elia	elias
bersaglio	tinta
bersaglio	țintă
manifesto	poster
manifesto	posterul
manifesto	afiş
manifesto	manifestul
manifesto	manifest
manifesto	vădită
manifesto	manifest
napoletano	napolitană
napoletano	napoletano
fedeltà	fidelitate
fedeltà	fidelitatea
fedeltà	loialitate
fedeltà	loialitatea
raw	raw
raw	crud
illustri	ilustrul
illustri	distins
illustri	distinsă
integrato	integrate
integrato	integrat
integrato	integrată
integrato	încorporate
integrato	încorporată
integrato	încorporat
perfino	chiar
tomáš	tomáš
watson	watson
interfaccia	interfața
interfaccia	interfață
finanziaria	financiară
finanziaria	financiar
finanziaria	financial
finanziaria	financiara
finanziaria	financiare
terrore	teroare
terrore	teroarea
mod	mod
reynolds	reynolds
martiri	martiri
istanbul	istanbul
colorado	colorado
für	für
preceduto	precedat
separati	separat
separati	separate
separati	separat
separati	separă
separati	separată
separati	separate
continuato	continuat
colorazione	vopsire
colorazione	colorant
colorazione	coloranți
parità	paritate
parità	egalitate
parità	egalitatea
etiopia	etiopia
sandra	sandra
soggiorno	rămâi
soggiorno	stai
illinois	illinois
magico	magice
magico	magie
magico	magic
magico	magică
magico	magia
magico	magice
magico	magic
magico	magică
orleans	orleans
spalla	umăr
spalla	umar
spalla	umărul
challenge	provocare
challenge	provocarea
scipione	scipio
scipione	scipione
bach	bach
getto	jet
bros	bros
phillips	philips
phillips	phillips
giocate	joacă
giocate	joaca
sentito	auzit
sloveno	slovenă
sloveno	slovenă
sloveno	sloven
call	sună
call	suna
call	apel
call	call
indiani	indieni
indiani	indienii
indiani	indiană
indiani	indian
indiani	indianul
geometria	geometria
geometria	geometrie
biagio	biagio
biagio	blaise
millennio	mileniu
millennio	millennium
millennio	mileniului
giganti	giants
giganti	gigant
giganti	uriaș
zia	matusa
zia	matusa
zia	mătușa
zia	zia
rimosso	îndepărtat
rimosso	eliminat
rimosso	scos
traduzioni	traducere
traduzioni	traducerea
traduzioni	traduceri
happy	fericita
happy	fericită
happy	happy
happy	fericit
estrazione	extragerea
estrazione	extracție
estrazione	extragere
estrazione	extracția
estrazione	extragerea
estrazione	extragere
accompagnamento	acompaniament
accompagnamento	însoțire
minerali	minereu
minerali	minerale
minerali	minereuri
minerali	minerale
minerali	mineral
minerali	minerală
ticino	ticino
mondi	lumile
mondi	lumi
mozart	mozart
fissa	fixă
fissa	fix
fissa	reparat
fissa	fixat
distinguere	distinge
distinguere	distinctive
bmw	bmw
campionessa	campion
campionessa	campioană
campionessa	campioana
campionessa	campionul
monarchia	monarhiei
monarchia	monarhie
monarchia	monarhia
adolfo	adolfo
adolfo	adolphus
adolfo	adolphe
adolfo	adolf
installazione	instalație
installazione	montare
installazione	instalarea
installazione	instalare
installazione	instalarea
installazione	instalează
installazione	instalare
spin	învârte
spin	rotire
spin	spin
michigan	michigan
violoncello	violoncel
violoncello	violoncelul
applicata	aplicate
applicata	aplicat
applicata	aplicată
collaboratori	colegi
collaboratori	colaboratori
collaboratori	colaboratori
collaboratori	contribuabili
collaboratori	colaboratorii
monferrato	montferrat
monferrato	monferrato
gac	gac
esposti	expus
esposti	expusă
esposti	expuse
joão	joão
leon	leon
alexandre	alexandre
colli	colli
colli	dealurile
colli	hills
colli	coline
colli	dealuri
grotte	pesteri
alessandra	alexandra
alessandra	alessandra
definiti	definite
definiti	definită
definiti	definit
abiti	rochii
abiti	haine
abiti	hainele
assi	osii
assi	axe
assi	asi
assi	axe
filologo	filolog
ostilità	ostilitate
ostilità	ostilitatea
rodríguez	rodriguez
rodríguez	rodríguez
hop	hop
compleanno	aniversare
cristoforo	cristoforo
cristoforo	cristofor
cristoforo	christopher
ernest	ernest
carrara	carrara
severo	severus
severo	severo
severo	severe
severo	severă
severo	severa
severo	sever
severo	pupa
severo	stern
return	retur
return	întoarcere
cecil	cecil
governi	guverne
governi	guvernele
pallone	balonul
pallone	balon
pallone	ball
pallone	minge
pallone	mingea
pallone	bilă
pallone	bila
recitato	recitat
attraversato	traversat
adatta	adecvată
adatta	adecvate
adatta	adecvat
arizona	arizona
wagner	wagner
promosse	promovat
promosse	promovată
promosse	promovate
cristallo	cristalul
cristallo	cristal
cristallo	cristale
cristallo	crystal
vercelli	vercelli
secco	usca
secco	uscate
secco	uscat
secco	uscată
annibale	hannibal
crollo	colapsul
crollo	colaps
cosimo	cosimo
body	body
body	organism
body	corp
body	corpul
body	trup
combatté	luptat
affetto	afecțiune
affetto	afectiune
amanda	amanda
picco	vârf
negozi	magazinele
negozi	magazine
rca	rca
cancellazioni	anulări
cancellazioni	anularea
cancellazioni	anulare
ignazio	ignacio
ignazio	ignatius
ignazio	ignazio
ronald	ronald
retro	retro
naso	nasul
naso	nas
naso	nasu
melbourne	melbourne
pastorale	pastorale
peste	ciumă
peste	ciuma
peste	plagă
ghost	ghost
ghost	stafie
ghost	fantoma
ghost	fantomă
harvey	harvey
isaac	isaac
pausa	break
pausa	rupe
pausa	pauza
pausa	sparge
pausa	pauză
pausa	pauza
pausa	pauză
razze	rase
razze	curse
razze	rase
know	știu
hunt	vânătoare
hunt	hunt
hunt	vânează
testimone	martorul
testimone	martoră
testimone	martor
testimone	martori
mercati	piețele
mercati	piețe
vacante	vacant
lontana	distant
sfruttare	exploata
sfruttare	exploatează
tele	pânze
tele	tele
sposare	căsători
palmer	palmer
scrivi	scrieti
scrivi	scrieți
scrivi	scriu
scrivi	scrie
reed	trestie
reed	reed
emily	emily
napoletana	napolitană
acquisito	dobândite
acquisito	dobândită
acquisito	dobândit
acquisito	achiziționat
rivalità	rivalitatea
rivalità	rivalitate
sequel	continuări
sequel	continuare
sequel	continuarea
pellicole	pelicule
pellicole	filme
pellicole	peliculă
pellicole	film
hms	hms
reality	realitate
reality	realitatea
transizione	tranziție
transizione	tranziția
transizione	tranzitorie
transizione	tranzitoriu
transizione	tranzitorii
taiwan	taiwan
taiwan	taiwanez
circondato	inconjurat
circondato	înconjurată
circondato	înconjurat
pour	toarnă
cardinali	cardinali
müller	müller
müller	muller
xxi	xxi
cantato	sang
cantato	cântat
cantato	cântat
cantato	sung
freccia	săgeata
freccia	săgeată
freccia	sageata
freccia	arrow
stellare	stelară
stellare	stelare
stellare	stelar
colpevole	vinovat
colpevole	vinovată
protocollo	protocol
protocollo	protocolul
claire	claire
folla	mulțimea
folla	multime
folla	mulțime
concorrente	concurent
concorrente	concurentă
concorrente	concurentul
concorrente	concurent
concorrente	concurentul
libia	libiei
libia	libia
uniforme	uniforma
uniforme	uniformă
uniforme	uniforme
uniforme	uniform
josh	josh
ribellione	rebeliune
ribellione	rebeliunea
raro	rari
raro	rar
raro	rară
raro	rare
raro	rara
fausto	fausto
fausto	faust
dimostrazione	demo
dimostrazione	demonstrație
dimostrazione	demonstrație
concesse	acordate
concesse	acordată
concesse	acordat
eseguiti	executate
eseguiti	executată
eseguiti	executat
eseguiti	efectuat
impressione	impresie
run	rulează
run	fugi
aperti	deschis
aperti	deschide
aperti	open
duchessa	ducesă
duchessa	ducesa
cavo	cablu
gallese	welsh
carmelo	carmelo
carmelo	carmel
separata	separat
separata	separate
separata	separat
separata	separă
separata	separată
separata	separate
siviglia	sevilla
invita	invitații
invita	invita
invita	invită
invita	invitație
omicidi	omucideri
omicidi	omucidere
omicidi	crime
omicidi	omucideri
residente	locuitor
residente	rezident
residente	rezidente
residente	rezidentă
umbria	umbria
atletico	atletic
holmes	holmes
diga	dam
diga	baraj
diga	barajul
reato	crimă
reato	crima
reato	criminalitate
continuamente	continuu
continuamente	constant
militante	militant
sismica	seismice
sismica	seismică
contemporaneo	contemporană
contemporaneo	contemporane
contemporaneo	contemporan
trasformare	transformă
trasformare	transforma
associati	asociati
associati	asociatii
associati	asociate
associati	asociat
associati	asociată
filadelfia	philadelphia
vertice	summitul
vertice	summit
attuazione	implementarea
attuazione	implementare
gregory	grigore
gregory	gregory
narrativa	fictiune
procuratore	procuror
procuratore	procurorul
operatori	operatori
operatori	operatorii
operatori	operatorilor
menzione	menționez
verbo	verb
distribuita	distribuite
distribuita	distribuită
suggerisce	sugerează
uguali	egali
uguali	egal
uguali	egală
uguali	egale
uguali	egala
uguali	egali
uguali	egal
creatore	creatorul
creatore	creator
leva	pârghie
leva	pârghie
macchia	pata
macchia	pată
intenzioni	intentii
intenzioni	intentie
intenzioni	intenția
intenzioni	intenție
rudolf	rudolf
soglia	pragul
soglia	prag
ortodossa	ortodox
ortodossa	ortodoxă
ortodossa	ortodoxe
hope	speranta
hope	sper
hope	speranța
hope	speranță
liberato	eliberat
liberato	eliberat
automatica	automată
automatica	automatic
automatica	automate
automatica	automat
pirenei	pirinei
guardare	ceas
guardare	privind
guardare	vizionarea
guardare	privesc
nuotatore	înotătoare
nuotatore	înotător
perielio	periheliu
rivali	rivalii
rivali	rivali
rivali	rivale
rivali	rivalul
rivali	rival
rivali	rivală
manoscritti	manuscrise
manoscritti	manuscris
manoscritti	manuscrisul
controllata	filială
controllata	controlat
controllata	controlate
controllata	controlată
rettore	decan
rettore	dean
rettore	rector
folk	folk
beatles	beatles
costruttori	constructori
costruttori	constructorii
costruttori	producători
costruttori	producătorii
tendono	tind
significativa	semnificativ
significativa	semnificative
significativa	semnificativă
significativa	semnificativ
bombardamenti	bombardamente
bombardamenti	bombardamente
bombardamenti	bombardament
bombardamenti	bombardarea
lou	lou
tubo	pipe
tubo	conductă
tubo	pipa
tubo	pipă
tubo	tub
tubo	tubul
adottata	adoptat
adottata	adoptată
decisivo	decisiv
decisivo	decisivă
decisivo	decisive
contenenti	conținând
impostazione	setare
impostazione	setarea
canonico	canon
canonico	canonice
rex	rex
soffitto	plafon
soffitto	tavan
soffitto	plafonul
giove	jupiter
comprensione	înțelegerea
comprensione	intelegere
comprensione	înțelegere
fisici	fizice
fisici	fizică
fisici	fizic
recensioni	recenzii
vangelo	evanghelia
caratterizzati	caracterizat
caratterizzati	caracterizate
caratterizzati	caracterizată
caratterizzati	caracterizat
caratterizzati	caracterizate
caratterizzati	caracterizată
cesena	cesena
rogers	rogers
imperatrice	împărăteasă
imperatrice	împărăteasa
ieri	ieri
intervallo	interval
intervallo	intervalul
intervallo	intervalul
intervallo	interval
poetica	poetică
poetica	poetic
divisi	împărțit
divisi	divizat
divisi	divizată
violinista	violonist
violinista	fiddler
pericoloso	periculoasa
pericoloso	periculoasă
pericoloso	periculos
pericoloso	periculoase
pericoloso	periculoase
citate	citată
true	adevărat
true	adevarat
analogo	analog
analogo	analog
secondario	secundar
secondario	secundară
secondario	secundare
slovenia	slovenia
negativa	negativă
negativa	negative
negativa	negativ
gaio	gaius
organista	organist
crociera	croazieră
crociera	cruise
crociera	croazieră
crociera	croaziera
sonic	sonic
anteprima	previzualizare
carol	carol
han	han
pura	pură
pura	pura
pura	pure
pura	pur
inaugurazione	inaugurare
inaugurazione	inaugurarea
inaugurazione	deschiderea
inaugurazione	deschidere
inaugurazione	deschid
adolf	adolf
correre	rulează
correre	fugi
orale	oral
orale	orală
aggiornata	actualizată
aggiornata	actualizat
aggiornata	actualizate
rione	rione
eccezionalmente	excepțional
beat	bate
sprint	sprint
dinamo	dinamo
dinamo	dinamo
liberty	libertate
liberty	liberty
trinità	treime
trinità	trinity
guillermo	guillermo
gallia	galia
aggiungendo	adăugarea
aggiungendo	adăugând
australian	australiană
australian	australian
australian	australieni
violento	violent
violento	violentă
violento	violente
riforme	reformei
riforme	reforma
riforme	reformă
riforme	reforme
riforme	reformele
cipro	ciprul
cipro	cipru
demoni	demonul
demoni	demon
demoni	demonii
demoni	demoni
favorire	favorizarea
massachusetts	massachusetts
corde	corzi
corde	frânghii
corde	funii
corde	sfori
corde	corzi
corde	coarde
cellula	celulă
cellula	celula
presidenti	președintele
presidenti	preşedinte
presidenti	preşedintele
presidenti	președinte
presidenti	presedinte
mine	minele
digimon	digimon
carità	caritate
leggende	legende
leggende	legendele
leggende	legendă
leggende	legenda
saverio	xavier
saverio	saverio
molecole	moleculă
molecole	molecule
molecole	moleculele
sacrificio	sacrificiu
sacrificio	jertfa
sacrificio	sacrificii
sacrificio	sacrificiul
cava	carieră
cava	cava
sospetto	suspiciune
sospetto	suspiciunea
sospetto	suspiciuni
sospetto	suspicios
sospetto	suspecte
sospetto	suspect
sospetto	suspecta
sospetto	suspectul
sospetto	suspect
terminale	terminal
terminale	terminalul
terminale	terminale
lombardi	lombardi
benzina	benzina
benzina	petrol
benzina	benzină
benzina	benzina
benzina	benzină
elementare	elementar
elementare	elementară
elementare	elementare
elementare	elementar
reggente	regent
five	five
five	cinci
rispettare	respectul
rispettare	respect
olanda	olanda
olanda	holland
fatica	trudă
fatica	oboseală
fatica	oboseala
generazioni	generatii
generazioni	generații
hal	hal
derivati	derivate
derivati	derivați
derivati	derivate
derivati	derivat
consentito	permis
consentito	permise
consentito	permisă
consentito	permis
consentito	permise
consentito	permisă
seggi	scaune
seggi	locuri
cantare	cântă
cantare	canta
cantare	cânta
cantare	canto
cantare	cântând
cantare	cantand
provinciali	provincial
referendum	referendumul
referendum	referendum
referendum	referendumuri
apostolo	apostol
fischio	fluieră
fischio	fluier
fischio	fluierat
lodi	lodi
contee	comitate
gestore	manager
gestore	managerul
teramo	teramo
israeliano	israelieni
israeliano	israeliene
israeliano	israelian
israeliano	israeliană
indie	indie
africano	africani
africano	africană
africano	africane
africano	african
suite	suita
suite	suite
suite	suită
qualifica	calificarea
qualifica	calificare
affiancato	flancat
guillaume	guillaume
see	see
see	aem
lino	lino
lino	lenjerie
capaci	capabili
capaci	capabila
capaci	capabile
capaci	capabilă
capaci	capabil
ira	ira
ira	mânia
ira	mânie
make	face
conduzione	conduită
conduzione	conduita
curtis	curtis
enormi	imensă
enormi	imens
enormi	enormă
enormi	enorm
enormi	enorma
enormi	enorme
efficienza	randament
efficienza	eficiență
efficienza	eficiența
efficienza	eficienta
nina	nina
significativi	semnificative
significativi	semnificativă
significativi	semnificativ
ritmica	ritmică
nodo	nod
nodo	nod
heaven	ceruri
heaven	rai
heaven	raiul
unire	uni
unire	îmbinare
unire	îmbină
unire	unire
unire	unificare
ostacoli	bariere
ostacoli	barierele
ostacoli	obstacole
ostacoli	obstacolele
ostacoli	obstacole
ostacoli	obstacol
sinfonia	simfonie
sinfonia	simfonia
pasta	paste
pasta	pastele
pasta	pasta
pasta	lipire
pasta	pastă
pasta	paste
massacro	masacrul
massacro	masacru
massacro	măcel
massacro	masacru
massacro	măcel
massacro	sacrificare
rolling	rolling
rolling	rulare
rolling	laminare
fall	cazi
fall	toamna
fall	cădea
leoni	leoni
leoni	lei
leoni	leii
convegno	conferința
convegno	conferinta
convegno	conferință
convegno	conferinţa
boemia	boemia
derivata	derivate
derivata	derivat
centimetri	centimetri
centimetri	inchi
centimetri	inci
centimetri	centimetri
ginnastica	gimnastică
ginnastica	gimnastica
identificare	identifică
identificare	identifica
amanti	amante
amanti	iubitori
amanti	iubiți
mason	mason
odore	miros
odore	miroase
marca	brand
marca	marca
marca	marcă
alain	alain
frutta	fructul
frutta	fructe
frutta	fructele
frutta	fruct
frutta	fructe
frutta	fructele
algeria	algerian
algeria	algeria
gradualmente	treptat
calice	potir
calice	pocal
crimini	infractiuni
crimini	delicte
crimini	infracțiuni
crimini	crime
crimini	crimă
crimini	crima
crimini	criminalitate
organico	organici
organico	organice
organico	organică
organico	organic
trattare	trata
trattare	trateaza
trattare	tratează
catene	lanțuri
catene	lant
catene	lanț
catene	lanțul
rara	rari
rara	rar
rara	rară
rara	rare
rara	rara
rimuovere	elimină
rimuovere	scoate
eyes	ochii
eyes	ochi
face	faţă
face	fata
face	fața
face	faţa
face	față
sinonimi	sinonime
vettore	vectorul
vettore	vector
vettore	purtător
vettore	transportator
vettore	portavion
appassionato	entuziast
appassionato	pasionat
appassionato	pasională
appassionato	pasionată
appassionato	pasional
mons	mons
fabbricato	fabricate
fabbricato	fabricat
fabbricato	fabricată
fabbricato	fabricate
fabbricato	fabricat
sensibilità	sensibilitate
sensibilità	sensibilitatea
causando	cauzând
causando	provocând
gola	gat
gola	gât
gola	gâtul
gola	defileu
annuario	anuarul
annuario	anuare
irene	irene
songs	cantece
songs	cântece
songs	melodii
soap	săpun
mvp	mvp
gatti	pisicile
gatti	pisici
cameron	cameron
evidenti	evidentă
evidenti	evidenta
evidenti	evidente
evidenti	evident
naturalista	naturalist
suonato	jucate
suonato	jucat
sforza	sforza
cintura	curea
cintura	centură
cintura	centura
gorizia	gorizia
procedimento	procedură
procedimento	procedura
uccisione	ucidere
uccisione	uciderea
giovan	giovan
parchi	parcuri
parchi	parks
parchi	parcurile
sottostante	subiacente
attacca	atacuri
attacca	atacurile
trovati	găsită
trovati	gasit
trovati	găsite
trovati	găsit
distanze	distanțe
distanze	distante
distanze	distanta
distanze	distanţă
distanze	distanța
distanze	distanță
abbandona	abandonează
uruguay	uruguay
certezza	certitudinea
certezza	certitudine
felix	felix
cook	cook
cook	bucătar
cook	gătesc
lotte	lotte
materie	subiecte
birra	bere
birra	berea
birra	beri
birra	berile
fallito	eșec
sviluppi	evoluțiile
sviluppi	evoluții
esplicitamente	explicit
stanze	camerele
stanze	camere
dita	degetele
dita	degete
dita	deget
dita	degetul
klaus	klaus
continuando	continuând
continuando	continuăm
continuando	continuam
altopiano	highland
altopiano	platou
altopiano	platoul
sierra	sierra
screenshot	screenshot
rivolto	adresate
rivolto	abordate
confessa	mărturisesc
jeremy	jeremy
elegante	elegant
elegante	elegantă
copa	copa
operaio	lucrător
operaio	muncitor
becker	becker
adiacente	adiacente
cannes	cannes
volare	fly
volare	zboara
volare	musca
volare	zboară
volare	zbor
volare	zburând
volare	zbor
democratici	democrată
democratici	democratice
democratici	democratică
democratici	democrat
democratici	democratic
democratici	democrat
democratici	democrat
democratici	democrată
organizzati	organizat
organizzati	organizată
organizzati	organizate
organizzati	organizat
organizzati	organizată
organizzati	organizate
pontificia	papal
pontificia	papale
pontificia	papală
giuridico	juridice
giuridico	legale
giuridico	juridic
giuridico	legală
giuridico	legal
hepworth	hepworth
sentimento	senzație
sentimento	sentimentul
sentimento	sentiment
sentimento	simt
sentimento	sentimente
sentimento	sentimentele
parroco	vicar
tubi	tevi
tubi	conducte
tubi	furtunuri
tubi	tuburile
tubi	tuburi
scafo	hull
positivi	pozitiv
positivi	pozitivă
positivi	pozitive
money	banii
money	bani
sopravvivere	supraviețui
ricercatori	cercetătorii
ricercatori	cercetatori
ricercatori	cercetătorilor
ricercatori	cercetători
propulsore	propulsorul
cifre	cifre
cifre	cifra
cifre	cifră
cifre	cifre
cifre	figuri
cifre	cifrele
mensile	lunare
mensile	lunar
mensile	lunară
inviare	trimite
trek	trek
rookie	începător
vasi	oale
vasi	vaze
amor	amor
picture	poza
picture	poză
picture	imagine
giocata	jucate
giocata	jucat
stili	styles
stili	stiluri
stili	stilurile
costanza	constance
superfici	suprafete
superfici	suprafețe
legenda	legendă
legenda	legenda
povertà	sărăcie
povertà	saracie
povertà	sărăciei
povertà	sărăcia
fibre	fibre
fibre	fibrele
fibre	fibrelor
fibre	fibre
fibre	fibra
fibre	fibră
fibre	fibre
fibre	fibra
fibre	fibră
fibre	fibre
fibre	fibrele
espresse	exprimat
espresse	exprimată
espresse	exprimate
avellino	avellino
ettari	hectare
ettari	hectar
crociata	cruciada
crociata	cruciadă
crociata	cruciade
aggiunti	adăugată
aggiunti	adaugat
aggiunti	adăugate
aggiunti	adăugat
concorrenza	competitie
concorrenza	concurs
concorrenza	concurență
concorrenza	concurența
españa	españa
beck	beck
veloci	repede
veloci	rapid
veloci	repede
veloci	rapid
veloci	rapidă
xxx	xxx
annualmente	anual
annualmente	anuală
caduto	fell
caduto	cazut
caduto	căzută
caduto	căzut
leslie	leslie
animato	animate
animato	animat
sorgenti	arcuri
