commerce	komerční
quebec	quebecu
romantiko	romantický
romantiko	romantika
romantiko	romantická
romantiko	romantik
romantiko	romantické
nicomedia	nikomédie
bernal	bernal
lapid	lapid
italic	kurzíva
classic	klasika
classic	classic
classic	klasické
classic	klasická
classic	klasický
lepton	leptonové
apektado	ovlivněn
apektado	postižené
apektado	zasažené
shizuoka	šizuoka
inline	inline
copenhagen	kodani
copenhagen	kodaň
plataporma	plošina
plataporma	nástupiště
plataporma	platforma
plataporma	platformy
plataporma	platformu
alumni	absolventů
alumni	absolventi
lumalaking	rostoucí
lumalaking	pěstování
lumalaking	roste
lumalaking	rostou
paghawak	manipulace
paghawak	zacházení
paghawak	manipulaci
hinihinalang	podezření
hinihinalang	podezřelý
scottish	skot
scottish	skotské
scottish	skotská
emblem	znak
tadhana	osud
tadhana	destiny
canal	kanál
canal	kanálu
kasabihan	rčení
kasabihan	přísloví
gulo	bordel
gulo	nepořádek
gulo	konfrontace
gulo	konfrontaci
alba	alba
hinawakan	držené
hinawakan	držen
hinawakan	držel
midnight	půlnoc
midnight	půlnoční
midnight	půlnoci
aki	aki
fusion	fúze
mcdonald	mcdonald
keys	klíče
keys	klávesy
keys	klíčky
sumagot	odpovědět
sumagot	reagovat
sumagot	odpovědělo
sumagot	odpověděl
sumagot	odpověděla
sumagot	odpovědět
sumagot	odpověď
sumagot	odpověděl
sumagot	reagoval
nagpakilala	zavedené
nagpakilala	zavedena
nagpakilala	představil
nagpakilala	zavedená
nagpakilala	zavedený
paalala	připomínka
paalala	připomenutí
impeachment	obžaloba
ahmad	ahmad
integrated	integrovaná
integrated	integrovaný
integrated	integrované
manirahan	pobývat
patricia	patricie
patricia	patricia
demand	poptávka
teacher	učitel
teacher	učitelka
teacher	učiteli
hawakan	rukojeť
hawakan	zvládnout
hawakan	dojemné
hawakan	držet
pahalang	horizontální
pahalang	vodorovné
pahalang	vodorovně
maximus	maximus
maximus	maxima
maximus	maxime
digit	číslice
digit	číslice
athletic	sportovní
metapisika	metafyzice
donasyon	darování
donasyon	dárcovství
donasyon	příspěvek
donasyon	dar
donasyon	příspěvky
donasyon	dary
heinrich	heinrich
stack	stack
quarter	čtvrtletí
quarter	čtvrtina
ipinapalagay	předpokládal
ipinapalagay	předpokládala
grado	známky
buddy	kamaráde
buddy	buddy
ipagtanggol	bránit
ipagtanggol	obrana
ipagtanggol	obhajoba
ipagtanggol	obrany
disk	disk
georgian	gruzínské
georgian	gruzie
mat	mat
minsa	někdy
minsa	občas
quest	výprava
mixed	smíšená
mixed	smíšené
mixed	smíšený
mortal	smrtelný
mortal	smrtelník
mortal	smrtelné
mortal	smrtelná
matugunan	potkat
nagamit	použité
nagamit	použito
nagamit	používané
nagamit	použitý
nagamit	používaný
dublin	dublinu
dublin	dublin
tinamaan	udeřit
tinamaan	hit
malusog	zdravý
malusog	zdravé
malusog	zdravá
malusog	zdravě
malusog	zdravější
natutulog	spí
natutulog	spaní
natutulog	spící
natutulog	spí
ernst	ernst
negima	negima
pagbaybay	pravopis
titan	titan
moske	mešity
ground	pozemní
ground	země
ground	zem
dagdagan	navýšení
dagdagan	zvýšit
dagdagan	zvýšení
dagdagan	nárůst
virtual	virtuální
ran	běžel
ran	běžela
esperanto	esperanto
pagsasayaw	tančící
pagsasayaw	tanec
josh	joshe
josh	josh
cpu	procesor
cpu	cpu
educational	vzdělávací
kuweba	jeskyně
kuweba	jeskyni
maine	maine
paputok	ohňostroj
paputok	ohňostroje
león	león
nerbiyos	nervozita
nerbiyos	nervy
digits	číslice
bandalismo	graffiti
bandalismo	vandalismus
parker	parkerová
parker	parker
interwiki	interwiki
hardware	hardware
hardware	železářství
hugo	hugo
toledo	toledo
amado	amado
kenneth	kenneth
iwate	iwate
anino	stíny
anino	stínu
anino	shadow
anino	stín
anino	reflex
core	jádro
core	core
propesyon	povolání
propesyon	profese
estadistikang	popisné
silva	silva
piliin	vyberte
piliin	vybrat
piliin	zvolte
formation	formace
formation	tvorba
formation	sestava
formation	formace
orleans	orleans
malubha	závažné
malubha	závažná
malubha	vážné
prague	praha
sira	rozbité
sira	zlomený
sira	rozbitý
sira	zlomená
sira	zlomené
tinuruan	učila
tinuruan	naučil
tinuruan	učil
pumipigil	omezující
masigla	energický
teologo	teolog
transition	přechod
pagbomba	bombardování
recent	nedávný
recent	nedávné
recent	nedávná
esteban	stephen
esteban	stephena
esteban	esteban
makinis	hladce
makinis	hladká
makinis	hladký
makinis	hladké
arc	arku
arc	oblouk
bug	brouk
bug	štěnice
coalition	koalice
coalition	koalici
alien	mimozemšťan
alien	mimozemské
alien	vetřelec
alien	cizí
alien	cizinci
alien	vetřelci
alien	mimozemšťané
walker	walker
walker	walkerová
oil	oleje
oil	ropa
oil	olej
pulbos	prach
pulbos	prášek
pulbos	pudr
pagpapatakbo	operační
pagpapatakbo	operativní
pagpapatakbo	provozní
zambia	zambie
owen	owena
owen	owen
bonus	bonus
bonus	prémie
bonus	bonusy
bonus	příplatek
trigo	pšenice
kaliwanagan	jasnost
kaliwanagan	jasnosti
banner	transparenty
banner	banner
spider	pavouk
spider	pavoučí
spider	spider
composer	skladatel
tang	tang
tōhoku	tóhoku
siko	loket
moore	moore
pormang	trinitární
sinusubukan	zkouší
sinusubukan	zkouším
sinusubukan	testování
sinusubukan	zkoušení
sinusubukan	zkouška
sinusubukan	zkoušky
pasulong	vpřed
pasulong	kupředu
pasulong	dopředu
nagpapatakbo	vede
nagpapatakbo	běží
alahas	klenotnictví
alahas	šperk
alahas	šperky
alahas	klenoty
wasakin	zničit
wasakin	ničit
xbox	xbox
marcelino	marcelino
creator	stvořitel
creator	tvůrce
creator	stvořiteli
oman	ománu
aux	aux
path	stezka
path	cesta
otomo	otomo
doo	doo
sapin	vrstvy
lea	lea
hell	peklo
kyrgyzstan	kyrgyzstánu
alternate	náhradník
alternate	alternativní
gorilla	gorila
langaw	much
langaw	mouchy
langaw	letí
rachel	rachel
corpus	corpus
bulak	bavlny
bulak	bavlněné
bulak	bavlna
aristotle	aristoteles
tibetan	tibetské
palau	palau
honduras	hondurasu
wiktionary	wikislovník
aid	podpory
aid	podpora
uruguay	uruguay
movies	filmy
movies	kina
maki	maki
aaron	aaron
magpatuloy	pokračovat
magpatuloy	pokračujte
conrad	conrada
conrad	conrad
humarap	čelila
humarap	čelil
mayayaman	bohaté
mayayaman	bohatí
mayayaman	bohatá
mayayaman	rich
mayayaman	bohatý
pilit	napjaté
pilit	napjatý
sensei	sensei
pondong	fond
pondong	fondu
matalino	moudrý
matalino	moudrá
matalino	moudré
matalino	chytré
matalino	chytrý
matalino	chytrá
matalino	chytré
matalino	smart
matalino	chytrý
charts	tabulky
charts	grafy
connecticut	connecticutu
hudson	hudson
bote	lahev
bote	láhev
bote	flaška
katapangan	odvaha
katapangan	kuráž
katapangan	odvahu
hepburn	hepburn
badyet	rozpočet
badyet	rozpočtu
click	kliknutí
click	klikněte
click	kliknutí
percentage	procento
percentage	procenta
pagpapalaki	zvyšování
lino	lino
lino	prádlo
lino	linus
lucy	lucy
sexy	sexy
emmy	emmy
candelaria	candelaria
kawani	personál
kawani	zaměstnanci
aus	aus
sinauna	hudbu
sinauna	music
sinauna	hudba
sinauna	hudební
kalinisan	hygienu
kalinisan	hygieny
kalinisan	hygiena
kalinisan	kanalizace
lumipad	létat
lumipad	moucha
lumipad	leť
romansa	romance
romansa	románek
romansa	romantika
tuyo	suchá
tuyo	suché
tuyo	sucho
tuyo	suchý
tuyo	sušená
tuyo	sušený
tuyo	sušené
construction	stavebnictví
construction	výstavba
construction	stavba
construction	konstrukce
kopff	kopff
taliban	taliban
taliban	talibanu
hubog	trénoval
stanley	stanleyho
stanley	stanley
nucleotide	nukleotidů
edinburgh	edinburghu
jeong	jeong
shadow	stínu
shadow	shadow
shadow	stín
oceania	oceánie
aalala	obavy
aalala	znepokojení
aalala	obava
superior	nadřízený
planta	rostlina
ella	ella
asahi	asahi
cooper	cooper
cooper	cooperová
paggana	funkčnost
paggana	funkčnosti
matanggap	obdržet
matanggap	přijímat
kakayanan	způsobilost
kakayanan	kompetence
lam	lam
glandula	žlázy
labintatlong	třináctka
labintatlong	thirteen
labintatlong	třináct
anglo	anglo
fatima	fatima
botohan	průzkumy
botohan	anketa
ibenta	prodávat
ibenta	prodej
ibenta	prodat
geisha	gejša
gardens	zahrady
gardens	gardens
timothy	timothy
pagkanta	zpívání
pagkanta	zpěv
pagkanta	zpívám
whole	celý
whole	celou
whole	celá
whole	celé
josue	joshua
soccer	fotbal
buksan	otevřená
buksan	otevřít
buksan	otevřeno
katalan	katalánský
sarado	uzavřené
sarado	zavřeno
sarado	uzavřený
sarado	zavřené
tab	karta
tab	tab
hwan	hwan
sword	meč
inaprubahan	schváleno
inaprubahan	schválené
inaprubahan	schválen
inaprubahan	schválená
inaprubahan	schválený
inaprubahan	schválena
ekolohiya	ekologické
ekolohiya	ekologický
ekolohiya	ekologická
ekolohiya	ekologie
ekolohiya	počítače
psp	psp
opus	opus
amanda	amanda
denver	denveru
wikibase	wikibase
pinagsasama	kombinuje
pinagsasama	svazky
tatlumpung	třicet
tatlumpung	thirty
isis	isis
kumbinasyon	kombinaci
kumbinasyon	kombinace
quote	citovat
quote	cituji
quote	citát
quote	citace
pagsasahimpapawid	vysílání
pagsasahimpapawid	vysílat
pagsasahimpapawid	vysílání
premyo	cena
premyo	ceny
siksik	hustý
siksik	hustá
siksik	husté
jefferson	jefferson
tumutol	sporné
tumutol	sporná
bapor	parník
ebolusyong	odlišné
driver	ovladače
driver	řidiče
driver	řidiči
driver	řidiče
driver	řidič
driver	řidiči
calabria	kalábrie
siberia	sibiř
oportunidad	příležitosti
oportunidad	příležitostí
dosis	dávka
dosis	dávky
dosis	dávkování
dosis	dávku
dosis	dávky
dosis	dávka
luke	luke
luke	luka
luke	luku
luke	lukáš
kulog	hrom
khmer	khmer
pornograpiya	pornografie
pornograpiya	pornografii
pornograpiya	pornografické
pornograpiya	pornografie
electronics	elektronika
electronics	elektroniky
winds	větry
winds	vítr
sistematikong	systematické
sistematikong	systematicky
gerald	gerald
raha	raja
donald	donald
gumalaw	přesunout
gumalaw	přesun
gumalaw	pohyb
gumalaw	míchat
maestro	maestro
plantae	plantae
claus	claus
graphic	grafické
graphic	grafika
graphic	grafický
princesa	princesa
paumanhin	promiňte
paumanhin	promiň
steel	ocelový
steel	ocel
tiyuhin	strýc
tiyuhin	strejda
rolando	rolando
etikal	etické
etikal	etický
dome	kupole
dome	dome
claude	claude
honey	zlato
ramirez	ramirez
meaning	myšleno
meaning	význam
meaning	smysl
nagbebenta	prodávat
nagbebenta	prodej
nagbebenta	prodat
nagbebenta	prodej
nagbebenta	prodejce
nagbebenta	prodejci
nagbebenta	prodávající
earl	earl
earl	earle
pagpayag	schválení
pagpayag	schvalování
pagpayag	ochota
pagpayag	ochotu
judy	judy
lumikas	evakuovat
lumikas	evakuace
nagustuhan	líbilo
harris	harrisová
harris	harris
betty	betty
styles	styly
karayom	jehly
makinarya	stroje
katherine	kateřina
katherine	katherine
laden	ládina
ridge	ridge
ridge	hřeben
cinderella	popelka
ragusa	ragusa
campo	campo
pantasya	fantasy
pantasya	fantazie
pantasya	fantazii
berkeley	berkeley
partial	dílčí
partial	částečné
partial	částečná
partial	částečný
pagpoproseso	obrábění
pagpoproseso	zpracovávání
pagpoproseso	zpracování
pagpoproseso	přepracování
#ff	#ff
baker	baker
baker	pekař
pansit	nudle
kandila	svíce
kandila	svíčky
kandila	svíčka
kandila	svíčku
kandila	svíce
kandila	svíčky
bonaparte	bonaparte
kadiliman	temnota
kadiliman	tma
kadiliman	temnoty
kadiliman	temnotu
kadiliman	tmy
akala	myšlenka
akala	myslel
ernesto	ernesto
sites	stránky
sites	weby
sites	lokality
alone	samotná
alone	sama
alone	sám
loki	loki
anu	co
anatolia	anatolii
wolfgang	wolfgang
split	rozdělit
split	split
vampire	upíří
vampire	upír
bohr	bohr
tangent	tečnou
ending	končící
ending	ukončení
margarita	margarita
hermes	hermes
eta	eta
jet	jet
panel	panely
panel	panelů
panel	panelu
panel	panel
pilot	pilotní
pilot	pilote
pilot	pilot
diktador	diktátora
diktador	diktátor
smile	úsměv
burton	burton
vishnu	višnu
designer	návrháři
carter	carterová
carter	carter
pinal	konečná
pinal	závěrečná
pinal	konečné
pinal	finále
pinal	konečný
pino	pino
pino	pine
pino	borovice
lucky	lucky
lucky	štěstí
kanto	roh
kanto	rohu
kanto	zatáčka
kanto	kout
kanto	koutek
kanto	křižovatce
kanto	křižovatky
kanto	křižovatka
magtayo	postavit
magtayo	postav
magtayo	vybudovat
magtayo	stavět
bawang	česneku
bawang	česnek
inaalagaan	záleželo
saya	smutek
saya	žal
saya	zármutek
saya	spokojenost
saya	štěstí
notre	notre
trial	proces
trial	soud
smiles	úsměvy
smiles	úsměv
banayad	mírné
banayad	mírná
banayad	mírný
gaia	gaia
isports	sportovní
isports	sport
isports	sporty
glory	sláva
glory	slávu
glory	glory
financial	finanční
naglalakad	chodit
naglalakad	chůze
naglalakad	chození
lunar	lunární
sinasakop	kryty
sinasakop	zahrnuje
naghihintay	čeká
naghihintay	čekat
naghihintay	čekám
naghihintay	čekání
botante	voličů
produces	vyrábí
produces	produkuje
toreng	tower
toreng	věži
toreng	věže
toreng	věž
binabantayan	dohled
binabantayan	dozor
suborder	podřád
advertising	reklamní
advertising	reklamy
advertising	reklama
advertising	inzerce
kinopya	zkopíroval
matuto	naučit
salvi	salvi
income	příjmy
income	výnosy
income	příjem
selena	selena
hen	slepice
hen	slepičí
penelope	penelope
matatapos	končí
matatapos	ukončit
matatapos	end
matatapos	konec
charity	charitu
charity	dobročinnost
charity	charity
charity	charitativní
charity	charita
gunma	gunma
griffin	griffin
diwata	bohyni
diwata	bohyně
buwanang	měsíční
buwanang	měsíčně
katsuura	katsuura
provence	provence
tagapagbatas	zákonodárce
holdings	hospodářství
nakararami	většina
nakararami	většiny
nagsalita	hovořil
nagsalita	mluvil
pinapalitan	převádí
cleveland	clevelandu
cleveland	cleveland
prix	prix
jeanne	útočník
jeanne	jeanne
etimolohiya	etymologie
boulevard	bulvár
boulevard	boulevard
boulevard	bulváru
kimiko	kimiko
mormon	mormon
niyebe	sníh
niyebe	sněhu
mara	maru
mara	mara
hubble	hubble
pst	pst
wallace	wallace
lawin	jestřáb
lawin	hawk
janet	janet
accountancy	účetnictví
kawad	drát
kawad	dráty
kurt	kurt
kurt	kurta
inihanda	připravené
inihanda	připraveno
warsaw	povstání
nagpapadala	pošle
nagpapadala	vysílá
nagpapadala	posílá
metabolismo	metabolismu
metabolismo	metabolismus
kapatiran	bratrstva
kapatiran	bratrství
kapatiran	bratrstvo
nakulong	uvězněn
nakulong	uvězněné
nakulong	uvězněný
nakulong	uvězněni
nakulong	uvězněn
nakulong	uvězněný
jets	jets
jets	trysky
baywang	pas
baywang	pase
daisy	daisy
formula	vzorec
formula	formule
galilea	galileje
dub	dub
putol	plátky
gabriela	gabriela
rugby	ragby
rugby	rugby
konstelasyon	souhvězdí
jensen	jensen
punta	punta
ipatupad	provádět
ipatupad	vynutit
ipatupad	vymáhat
hatinggabi	půlnoc
hatinggabi	půlnoční
hatinggabi	půlnoci
deposito	záloha
deposito	vklad
easy	snadný
easy	snadné
easy	jednoduché
sylvia	sylvia
sylvia	sylvie
imbento	vymyšlená
imbento	vynalezl
imbento	smyšlený
imbento	vymyšlený
imbento	vynález
tagapakinig	posluchač
tagapakinig	posluchači
enzyme	enzymu
enzyme	enzymy
enzyme	enzym
shirley	shirley
ultra	ultra
sibilisasyon	civilizaci
sibilisasyon	civilizace
sibilisasyon	civilizace
westminster	westminsteru
praga	praha
kid	kluk
kid	dítě
kid	kid
lingua	lingua
gibraltar	gibraltaru
touch	dotek
touch	dotyk
gautama	gautama
dubai	dubaji
dubai	dubaje
emosyonal	emocionální
emosyonal	citové
emosyonal	emotivní
emosyonal	emoční
emosyonal	citově
emosyonal	emocionálně
mexican	mexická
mexican	mexický
mexican	mexičan
mexican	mexické
ciro	ciro
elepante	slon
elepante	sloní
pandiwang	slovní
sport	sportu
sport	sport
sport	sportovní
itago	skrýt
itago	schovat
sunflower	slunečnice
null	null
pete	pete
pete	peta
kalat	rozptýlené
kalat	nepořádek
kasu	klouby
kasu	spoje
kasu	kloubů
togo	togo
armstrong	armstrong
constitution	ústava
constitution	ústavy
pagkakasulat	kapitalizace
admiral	admirál
chu	chu
xiv	xiv
winasak	zlomený
winasak	zlomil
lyon	lyon
iranian	íránský
iranian	íránské
richards	richards
homme	homme
jeremy	jeremy
jeremy	jeremyho
foster	fosterová
foster	foster
ching	ching
kiyosato	kiyosato
nero	nero
tsokolate	kakao
tsokolate	kakaa
tsokolate	čokoládové
tsokolate	čokoládu
tsokolate	čokolády
tsokolate	čokoláda
tsokolate	čokoládová
napagmasdan	zkoumáno
masakit	bolestivý
masakit	bolestivá
masakit	bolestné
masakit	bolestivé
masakit	bolí
kahel	oranžová
kahel	pomeranč
kahel	orange
kahel	oranžový
kahel	oranžové
flor	flor
memphis	memphisu
nutrisyon	výživa
nutrisyon	výživy
nagpasiya	rozhodne
nagpasiya	rozhoduje
kahaliling	náhradník
kahaliling	alternativní
yuan	yuan
config	config
carrara	carrara
prc	člr
montana	montana
falcon	falcon
falcon	sokol
falcon	falcone
nguyen	nguyen
dean	deane
dean	děkan
dean	dean
tadyang	žebra
tadyang	žebro
fourth	čtvrtý
fourth	čtvrté
fourth	čtvrtá
basil	basile
dolores	dolores
tommy	tommyho
tommy	tommy
kaligayahan	spokojenost
kaligayahan	štěstí
candidate	uchazeči
candidate	uchazeč
candidate	kandidát
levant	levant
delete	odstraněno
delete	zrušeno
delete	odstraněn
