پِنڈلی	shin
پنیاسوت	primăvara
پنیاسوت	izvor
پنیاسوت	spring
پُنیا	virtuos
پنیاتما	generoasă
پنیاتما	generos
پنیاتما	generoase
پُنّیائی	clan
پُنّیائی	clanul
پنیر	branza
پنیر	brânza
پنیر	brânză
پنیری	siropos
پنیلا	subtire
پنیلا	subțire
پنیلا	insipid
پُنیہ	virtuos
پنھتّر	scheletul
پنھتّر	schelet
پَو	ace
پَو	asul
پَو	dawn
پَو	zorii
پَو	zori
پَو	succes
پَو	succese
پَو	succesul
پوائی	cercul
پوائی	circle
پوائی	cerc
پوپٹ	papagalul
پوپٹ	papagal
پوپک	ciocănitoare
پُوت	fiule
پُوت	fiul
پُوت	fiu
پوِتر	sacre
پوِتر	sacru
پوِتر	sacra
پوِتر	sacră
پوِتر	pură
پوِتر	pura
پوِتر	pure
پوِتر	pur
پوِترتا	puritate
پوِترتا	puritatea
پوِترتا	sacralitatea
پوتھی	cartii
پوتھی	cartea
پوتھی	carte
پوٹ	sac
پوٹ	sack
پوٹ	exces
پوٹ	excesul
پوٹ	bale
پوٹ	pachet
پوٹا	stomacului
پوٹا	stomacul
پوٹا	stomac
پوٹا	putere
پوٹا	puterea
پوٹا	power
پوٹا	curaj
پوٹا	curajul
پوٹا	putere
پوٹا	puterea
پوٹا	forta
پُوج	cult
پُوج	venera
پُوجا	puja
پُوجا	cult
پُوجا	venera
پُوجنا	adore
پُوجنا	cult
پُوجنا	venera
پُوجیہ	venerabilă
پُوجیہ	onorabil
پُوجیہ	onorabilă
پوچ	medie
پوچ	nefolositoare
پوچ	inutilă
پوچ	nefolositor
پوچ	inutil
پوچ	meschină
پوچ	mărunte
پوچ	meschin
پوچ	nesemnificativă
پوچ	nesemnificativ
پوچ	nesemnificative
پُوچھ	anchetă
پُوچھ	ancheta
پُوچھ	respectul
پُوچھ	respect
پُوچھ	întrebare
پُوچھ	întrebarea
پُوچھ	intrebare
پوچھن	duster
پُوچھنا	consulta
پُوچھنا	consultă
پُوچھنا	consultați
پُوچھنا	consult
پُوچھنا	întrebare
پُوچھنا	întrebarea
پُوچھنا	intrebare
پُوچھنا	invita
پُوچھنا	invită
پُوچھنا	invitație
پُوچھنا	valoare
پُوچھنا	valoarea
پُوچھنا	cere
پُوچھنا	întreabă
پُوچھنا	intreaba
پوچھنا	curat
پوچھنا	curata
پوچھنا	curată
پوچھنا	curate
پوچھنا	clean
پَود	copii
پَود	copiii
پُود	ham
پَودا	tassel
پودنا	pitică
پودنا	pitic
پودنا	pitic
پودینہ	menta
پودینہ	mentă
پُور	inundă
پُور	potop
پُور	inundații
پُور	city
پُور	oras
پُور	oraș
پُور	oraş
پُور	oraşul
پُور	orașul
پُور	umplute
پُور	umplut
پُور	fiule
پُور	fiul
پُور	fiu
پور	phalanx
پُورا	exacte
پُورا	exacta
پُورا	exact
پُورا	exactă
پُورا	firma
پُورا	fermi
پُورا	firmă
پُورا	ferm
پُورا	întreg
پُورا	intreg
پُورا	realizat
پُورا	experimentat
پُورا	plina
پُورا	full
پُورا	plin
پُورا	plină
پُورا	coaptă
پُورا	copt
پُورا	coapte
پُورا	suficiente
پُورا	suficientă
پُورا	perfect
پُورا	perfecte
پُورا	perfecta
پُورا	perfectă
پُورا	priceput
پُورا	completa
پُورا	completă
پُورا	complete
پُورا	complet
پُورا	constant
پُورا	constanta
پُورا	constantă
پوراپن	integralitatea
پوراپن	maturitate
پوراپن	maturitatea
پوراپن	scadență
پوراکرنا	completa
پوراکرنا	completă
پوراکرنا	complete
پوراکرنا	complet
پُورب	străvechi
پُورب	antică
پُورب	antice
پُورب	antic
پُورب	fosta
پُورب	bătrân
پُورب	vechi
پُورب	old
پُورب	veche
پُورب	bătrâne
پُوربک	ultimele
پُوربک	ultima
پُوربک	ultimul
پُوربک	last
پُوربک	fosta
پُوربک	bătrân
پُوربک	vechi
پُوربک	old
پُوربک	veche
پُوربک	bătrâne
پُوربک	anterior
پُوربک	precedentă
پُوربک	anterioare
پُوربک	precedent
پُوربنی	indiei
پُوربنی	india
پُوربیا	indiei
پُوربیا	india
پُورمپُور	plina
پُورمپُور	full
پُورمپُور	plin
پُورمپُور	plină
پُورمپُور	complet
پُورن	plina
پُورن	full
پُورن	plin
پُورن	plină
پُورن	completa
پُورن	completă
پُورن	complete
پُورن	complet
پُورن	perfect
پُورن	perfecte
پُورن	perfecta
پُورن	perfectă
پُورہ	decontarea
پُورہ	decontare
پُورہ	așezare
پُوری	completa
پُوری	completă
پُوری	complete
پُوری	complet
پُوری	puri
پَوڑی	scări
پَوڑی	rigid
پوڑھا	stout
پوڑھا	firma
پوڑھا	fermi
پوڑھا	firmă
پوڑھا	ferm
پوڑھا	groase
پوڑھا	gros
پوڑھا	groasă
پوڑھا	grosime
پوڑھا	rigid
پوڑھا	puternica
پوڑھا	strong
پوڑھا	puternic
پوڑھا	puternică
پوڑھا	dens
پوڑھا	densă
پوڑھائی	grosimea
پوڑھائی	grosime
پوڑھائی	fermitate
پوڑھائی	putere
پوڑھائی	puterea
پوڑھائی	forta
پَوڑھنا	odihnă
پَوڑھنا	odihna
پوسا	îmblânzit
پوست	scoică
پوست	shell
پوست	cochilie
پوست	coajă
پوست	lătrat
پوست	latră
پوست	poppy
پوست	crustă
پوست	crusta
پوست	crustă
پوست	strat
پوست	stratul
پوست	scoică
پوست	shell
پوست	cochilie
پوست	coajă
پوست	lătrat
پوست	latră
پوست	poppy
پوست	piele
پوست	pielea
پوست	crustă
پوست	crusta
پوست	crustă
پوست	strat
پوست	stratul
پوستی	lene
پوستین	calomnie
پوسنا	spate
پوسنا	rasă
پوسنا	rasa
پوسنا	îmblânzi
پوسنا	îmblânzit
پوش	acoperind
پوش	purtarea
پوش	purtând
پوشاک	haine
پوشاک	hainele
پوشاک	rochie
پوشاک	haine
پوشاک	hainele
پوشاک	rochie
پوشِش	pătură
پوشِش	pătura
پوشِش	foaie
پوشِش	haine
پوشِش	hainele
پوشِش	acoperind
پوشِش	rochie
پوشہ	caliciu
پوشیدگی	ambiguitate
پوشیدگی	ambiguitate
پوشیدنی	îmbrăcăminte
پوشیدنی	rochie
پوشیدہ	acoperit
پوشیدہ	acoperită
پوشیدہ	acoperite
پوشیدہ	voalate
پوشیدہ	ascunsa
پوشیدہ	ascuns
پوشیدہ	ascunsă
پوشیدہ	ascunse
پوشیدہ	acoperit
پوشیدہ	acoperită
پوشیدہ	acoperite
پوشیدہ	voalate
پوشیدہ	secretă
پوشیدہ	secret
پوشیدہ	secreta
پوشیدہ	secrete
پوشیدہ	secretul
پوشیدہ	ascunsa
پوشیدہ	ascuns
پوشیدہ	ascunsă
پوشیدہ	ascunse
پوکھر	tank
پوکھر	rezervor
پوکھر	tanc
پوکھر	pond
پوکھر	balta
پوکھر	iazul
پوکھر	iaz
پوکھر	piscina
پوکھر	biliard
پوکھر	piscină
پُول	banii
پُول	bani
پُول	cash
پُول	numerar
پُول	piscina
پُول	biliard
پُول	piscină
پُول	monede
پُول	moneda
پُول	monedă
پُول	pond
پُول	balta
پُول	iazul
پُول	iaz
پول	goliciunea
پول	secretă
پول	secret
پول	secreta
پول	secrete
پول	secretul
پولا	spongios
پولا	gol
پولا	goale
پولا	goală
پولا	goala
پولا	moi
پولا	moale
پولاد	puternica
پولاد	strong
پولاد	puternic
پولاد	puternică
پولاد	determinate
پولاد	determinată
پولاد	determinat
پولاد	rigid
پَولی	intrarea
پَولی	intrare
پَولی	amprenta
پَولی	uşă
پَولی	ușa
پَولی	ușă
پَولی	usa
پَولی	pragul
پَولی	prag
پُولی	paie
پُولی	iarbă
پُولی	iarba
پوَن	aer
پوَن	aerul
پوَن	air
پوَن	vantul
پوَن	vânt
پوَن	vant
پوَن	wind
پوَن	vântul
پوَن	purificare
پوَن	purificarea
پوَن	respiratie
پوَن	respirație
پَون	farmecul
پَون	farmec
پونا	fry
پونا	cook
پونا	bucătar
پونا	gătesc
پُونجا	pachet
پُونجا	stack
پُونجا	teanc
پُونجی	putere
پُونجی	puterea
پُونجی	power
پُونجی	stocul
پُونجی	stoc
پُونجی	curaj
پُونجی	curajul
پُونجی	averi
پُونجی	averea
پُونجی	avere
پُونجی	bunăstare
پُونجی	aparținând
پُونجی	proprietate
پُونجی	proprietatea
پُونجی	capacitatea
پُونجی	capacitate
پُونجی	capitala
پُونجی	capitală
پُونجی	capital
پونچنا	curat
پونچنا	curata
پونچنا	curată
پونچنا	curate
پونچنا	clean
پُونچھ	coadă
پُونچھ	coada
پُونچھ	parazitul
پُونچھ	parazit
پونچھن	refuza
پونچھن	refuză
پونچھن	refuz
پونچھنا	praful
پونچھنا	praf
پونچھنا	curat
پونچھنا	curata
پونچھنا	curată
پونچھنا	curate
پونچھنا	clean
پونگا	gol
پونگا	goale
پونگا	goală
پونگا	goala
پونگا	hollow
پُونگڑا	băiat
پُونگڑا	baiat
پُونگڑا	fiule
پُونگڑا	fiul
پُونگڑا	fiu
پوہا	vitele
پوہا	vite
پوہا	bovine
پویا	rularea
پویا	rulează
پویا	alergând
پویا	mergând
پویہ	canter
پہ	dar
پہ	până
پہاڑ	imensă
پہاڑ	imens
پہاڑ	puternica
پہاڑ	strong
پہاڑ	puternic
پہاڑ	puternică
پہاڑ	împovărătoare
پہاڑ	mountain
پہاڑ	munte
پہاڑ	muntele
پہاڑ	imensă
پہاڑ	imens
پہاڑ	puternica
پہاڑ	strong
پہاڑ	puternic
پہاڑ	puternică
پہاڑ	împovărătoare
پہپٹ	fraude
پہپٹ	frauda
پہپٹ	fraudă
پہپٹ	zgomote
پہپٹ	zgomotul
پہپٹ	gălăgie
پہپٹ	zgomot
پہپٹ	perturbare
پہپٹ	trădare
پہپٹ	tradare
پہپٹ	trădarea
پہچان	distincție
پہچان	distincția
پہچان	identificarea
پہچان	identificare
پہچان	recunoașterea
پہچان	recunoastere
پہچان	recunoaștere
پہچان	familiaritate
پہچان	cunostinta
پہچان	cunoștință
پہچاننا	recunoaște
پہچاننا	distinge
پہچاننا	înțelege
پہچاننا	intelege
پہچاننا	știu
پہچاننا	recunoaște
پہچاننا	distinge
پہچاننا	înțelege
پہچاننا	intelege
پہچاننا	știu
پہچاننا	identifică
پہچاننا	identifica
پہچنا	impact
پہچنا	impactul
پہرا	timp
پہرا	ora
پہرا	timpul
پہرا	arestati
پہرا	arest
پہرا	arestarea
پہرا	arestare
پہرا	sentinel
پہرا	santinela
پہرا	santinelă
پہرا	privind
پہرا	vizionarea
پہرا	privesc
پہرا	perioadă
پہرا	perioada
پہرا	custodia
پہرا	custodie
پہرا	anotimpul
پہرا	sezonul
پہرا	sezon
پہرا	anotimp
پہرا	protecție
پہرا	protecția
پہرا	protectie
پہرا	gardian
پہرا	garda
پہرا	paznic
پہرائو	îmbrăcăminte
پہرائو	rochie
پہَل	aripă
پہَل	wing
پہَل	aripa
پہَل	flanc
پہَل	flancul
پہَل	lateral
پہَل	side
پہل	început
پہل	primii
پہل	prima
پہل	primul
پہل	initiativa
پہل	inițiativă
پہل	inițiativa
پہل	anterior
پہل	anterioare
پہلا	principala
پہلا	main
پہلا	principale
پہلا	principală
پہلا	principal
پہلا	sef
پہلا	șef
پہلا	anterior
پہلا	precedentă
پہلا	anterioare
پہلا	precedent
پہلا	originala
پہلا	originale
پہلا	original
پہلا	originală
پہلا	primare
پہلا	primară
پہلا	primar
پہلا	fosta
پہلا	primii
پہلا	prima
پہلا	primul
پہلَو	erou
پہلَو	hero
پہلَو	eroul
پہلَو	luptătorul
پہلَو	luptător
پہلَو	persani
پہلُو	manieră
پہلُو	maniera
پہلُو	lateral
پہلُو	side
پہلُو	coastă
پہلُو	regim
پہلُو	modul
پہلُو	mode
پہلُو	mod
پہلُو	pretextul
پہلُو	pretext
پہلُو	flanc
پہلُو	flancul
پہلُو	subiect
پہلُو	aripă
پہلُو	wing
پہلُو	aripa
پہلُو	subiect
پہلُو	subiectul
پہلُو	suport
پہلُو	sprijin
پہلُو	sprijinul
پہلوبچانا	evită
پہلوبچانا	evita
پہلودار	ambiguu
پہلودار	ambiguu
پہلومارنا	concura
پہلومارنا	concurează
پہلوان	curajoasă
پہلوان	curajoasa
پہلوان	curajos
پہلوان	expertul
پہلوان	expertă
پہلوان	expert
پہلوان	realizat
پہلوان	perfect
پہلوان	perfecte
پہلوان	perfecta
پہلوان	perfectă
پہلوان	curajos
پہلوان	luptătorul
پہلوان	luptător
پہلوان	curajoasă
پہلوان	curajoasa
پہلوان	curajos
پہلوان	expertul
پہلوان	expertă
پہلوان	expert
پہلوان	realizat
پہلوان	perfect
پہلوان	perfecte
پہلوان	perfecta
پہلوان	perfectă
پہلوان	curajos
پہلوانی	wrestling
پہلوانی	lupte
پہلوانی	eroismul
پہلوانی	eroism
پہلوتہی	evaziune
پہلے	anterior
پہلے	anterioare
پہن	lățimea
پہن	lățime
پہن	extensie
پہن	prelungirea
پہن	extindere
پہن	prelungire
پہن	extensia
پہناوا	rochie
پہنائی	lățimea
پہنائی	lățime
پہنچ	intrarea
پہنچ	intrare
پہنچ	primire
پہنچ	primirea
پہنچ	putere
پہنچ	puterea
پہنچ	power
پہنچ	sosirea
پہنچ	sosire
پہنچ	access
پہنچ	acces
پہنچ	accesul
پہنچ	pătrundere
پہنچ	penetrare
پہنچ	înțelepciune
پہنچ	intelepciune
پہنچ	capacitatea
پہنچ	capacitate
پہنچ	intrarea
پہنچ	intrare
پہنچ	primire
پہنچ	primirea
پہنچ	putere
پہنچ	puterea
پہنچ	power
پہنچ	sosirea
پہنچ	sosire
پہنچ	access
پہنچ	acces
پہنچ	accesul
پہنچ	pătrundere
پہنچ	penetrare
پہنچ	înțelepciune
پہنچ	intelepciune
پہنچ	capacitatea
پہنچ	capacitate
پہنچ	impact
پہنچ	impactul
پہنچا	încheietura
پہنچا	încheietură
پہنچا	atins
پہنچا	atinsă
پہنچانا	transmit
پہنچانا	transmite
پہنچانا	conduită
پہنچانا	conduita
پہنچانا	cară
پہنچانا	transmit
پہنچانا	transmite
پہنچانا	conduită
پہنچانا	conduita
پہنچنا	dezvolta
پہنچنا	dezvoltă
پہنچنا	înțelege
پہنچنا	intelege
پہنچنا	primi
پہنچنا	primește
پہنچنا	progresul
پہنچنا	progres
پہنچنا	progresele
پہنچنا	progress
پہنچنا	progrese
پہنچنا	vino
پہنچنا	știu
پہنچنا	dezvolta
پہنچنا	dezvoltă
پہنچنا	înțelege
پہنچنا	intelege
پہنچنا	primi
پہنچنا	primește
پہنچنا	progresul
پہنچنا	progres
پہنچنا	progresele
پہنچنا	progress
پہنچنا	progrese
پہنچنا	vino
پہنچنا	impact
پہنچنا	impactul
پہنچنا	știu
پہننا	uzura
پہننا	uzură
پہننا	purta
پہننا	poartă
پہیّا	manieră
پہیّا	maniera
پہیّا	cercul
پہیّا	circle
پہیّا	cerc
پہیّا	roată
پہیّا	roata
پہیّا	regim
پہیّا	modul
پہیّا	mode
پہیّا	mod
پہیّا	rotund
پہیّا	rotunde
پہیّا	rundă
پہیّا	rotundă
پہیّا	runda
پہیلی	puzzle
پہیلی	enigma
پہیلی	enigmă
پہیلی	ghicitoare
پہیلی	puzzle
پہیلی	enigma
پہیلی	enigmă
پہیلی	ghicitoare
پئے	pentru
پی	grăsime
پی	iubită
پی	iubit
پی	seu
پی	grasă
پی	grasa
پی	grăsime
پی	gras
پی	iubitul
پی	amant
پی	soț
پی	soțul
پی	sotul
پی	sot
پَے	marcu
پَے	marchează
پَے	marca
پَے	mark
پَے	dar
پَے	amprenta
پَے	nerv
پَے	tupeu
پَے	dupa
پَے	după
پَے	defect
پَے	trace
پَے	picior
پِیا	iubită
پِیا	iubit
پِیا	iubitul
پِیا	amant
پِیا	dragă
پِیا	dragi
پِیا	draga
پِیا	soț
پِیا	soțul
پِیا	sotul
پِیا	sot
پِیادہ	pionul
پِیادہ	pion
پیار	iubire
پیار	iubesc
پیار	iubirea
پیار	dragoste
پیار	dragostea
پیار	pup
پیار	prietenia
پیار	prietenie
پیار	afecțiune
پیار	afectiune
پیاردلار	iubire
پیاردلار	iubesc
پیاردلار	iubirea
پیاردلار	dragoste
پیاردلار	dragostea
پیاردلار	afecțiune
پیاردلار	afectiune
پیارا	iubită
پیارا	iubit
پیارا	preferat
پیارا	favorit
پیارا	fermecător
پیارا	fermecătoare
پیارا	fiule
پیارا	fiul
پیارا	fiu
پیارا	iubită
پیارا	iubit
پیارا	preferat
پیارا	favorit
پیارا	fermecător
پیارا	fermecătoare
پیارا	dragă
پیارا	dragi
پیارا	draga
پیارا	fiule
پیارا	fiul
پیارا	fiu
پیارے	prietenii
پیارے	prieteni
پِیاز	ceapa
پِیاز	ceapă
پِیاز	praz
پیاس	dorinta
پیاس	dorința
پیاس	dorință
پیاس	dor
پیاس	dorul
پیاس	poftă
پیاس	pofta
پیاس	dorinta
پیاس	dorința
پیاس	dorință
پیاس	sete
پیاس	setea
پیاس	dor
پیاس	dorul
پیاس	poftă
پیاس	pofta
پیال	paie
پِیالہ	cupa
پِیالہ	cupă
پِیالہ	ceașcă
پِیالہ	pocal
پیام	mesajul
پیام	mesaj
پیام	oferta
پیام	ofertă
پیام	ofer
پیام	invitatie
پیام	invitație
پیامی	mesager
پیامی	messenger
پیامی	mesagerul
پِیانا	apă
پِیانا	apa
پِیپ	limfatici
پِیپ	limfatic
پِیپ	puroi
پِیپا	obezi
پِیپا	obez
پِیپا	fund
پِیپا	fundul
پِیپا	cur
پِیپا	butoi
پِیپا	canistră
پِیت	fericirea
پِیت	fericire
پِیت	alint
پِیت	iubire
پِیت	iubesc
پِیت	iubirea
پِیت	dragoste
پِیت	dragostea
پِیت	galben
پِیت	galbenă
پِیت	afecțiune
پِیت	afectiune
پِیتامبر	actor
پِیتامبر	actorul
پِیتامبر	dansatoare
پِیتامبر	dansator
پَیتاوہ	ciorap
پِیتل	brass
پِیتل	alamă
پِیتل	alama
پِیتم	iubitul
پِیتم	amant
پِیٹ	pedepsi
پِیٹ	bate
پیٹ	stomacului
پیٹ	stomacul
پیٹ	stomac
پیٹ	apetit
پیٹ	pofta
پیٹ	foame
پیٹ	foamete
پیٹ	foamea
پیٹ	sarcină
پیٹ	sarcina
پیٹ	capacitatea
پیٹ	capacitate
پیٹ	cavitatea
پیٹ	lăcomia
پیٹ	lăcomie
پیٹ	stomacului
پیٹ	stomacul
پیٹ	stomac
پیٹ	apetit
پیٹ	pofta
پیٹ	foame
پیٹ	foamete
پیٹ	foamea
پیٹ	sarcină
پیٹ	sarcina
پیٹ	capacitatea
پیٹ	capacitate
پیٹ	cavitatea
پیٹ	lăcomia
پیٹ	lăcomie
پیٹ	abdomenul
پیٹ	abdomen
پیٹا	span
پیٹا	diametrul
پیٹا	diametru
پیٹا	respiratie
پیٹا	respirație
پِیٹنا	thrash
پِیٹنا	bate
پِیٹنا	blestem
پِیٹنا	blestemul
پِیٹنا	pedepsi
پِیٹنا	câștigă
پِیٹنا	înclină
پِیٹنا	înclina
پِیٹنا	înclinare
پیٹُو	avar
پیٹُو	lacom
پیٹُو	lacomi
پیٹُو	lacomă
پیٹی	căsuța
پیٹی	cutie
پیٹی	cutia
پیٹی	sicriu
پیٹی	case
پیٹی	caz
پیٹی	cazul
پیٹی	valiză
پیٹی	valiza
پیٹی	curea
پیٹی	centură
پیٹی	centura
پیٹی	portmanteau
پَیٹھ	intrarea
پَیٹھ	intrare
پَیٹھ	intrarea
پَیٹھ	intrare
پَیٹھ	admiterea
پَیٹھ	internare
پَیٹھ	admitere
پِیٹھ	ajutoare
پِیٹھ	generaţie
پِیٹھ	generație
پِیٹھ	generarea
پِیٹھ	generatie
پِیٹھ	pedigree
پِیٹھ	suport
پِیٹھ	sprijin
پِیٹھ	sprijinul
پِیٹھ	spinare
پَیٹھانا	rush
پَیٹھانا	pătrunde
پَیٹھانا	penetra
پَیٹھانا	introdu
پَیٹھانا	introduceți
پَیٹھانا	enter
پَیٹھانا	intra
پَیٹھانا	intră
پَیٹھنا	pătrunde
پَیٹھنا	penetra
پَیٹھنا	introdu
پَیٹھنا	introduceți
پَیٹھنا	enter
پَیٹھنا	intra
پَیٹھنا	intră
پَیجامہ	pijamale
پَیجامہ	pijama
پیچ	bobina
پیچ	colici
پیچ	ambiguitate
پیچ	stratagemă
پیچ	probleme
پیچ	necazuri
پیچ	belea
پیچ	necaz
پیچ	belele
پیچ	twist
پیچ	răsucire
پیچ	tactică
پیچ	tactica
پیچ	tactici
پیچ	șurub
پیچ	prejudecată
پیچ	părtinire
پیچ	întoarce
پیچ	curl
پیچا	întoarce
پیچا	twist
پیچا	răsucire
پیچاک	complexe
پیچاک	complex
پیچاک	complexul
پیچاک	complexă
پیچاک	twist
پیچاک	răsucire
پیچاک	melc
پیچاک	melcul
پیچاک	întoarce
پیچاک	curl
پیچاں	răsucit
پیچاں	răsucite
پیچاں	sucit
پیچاں	încolăcit
پیچاں	răsucit
پیچاں	răsucite
پیچاں	sucit
پیچاں	încolăcit
پیچِش	cercul
پیچِش	circle
پیچِش	cerc
پیچِش	colici
پیچِش	dizenterie
پیچِش	twist
پیچِش	răsucire
پیچِش	întoarce
پِیچنا	zdrobi
پیچیدگی	twist
پیچیدگی	răsucire
پیچیدگی	întoarce
پیچیدگی	complexitate
پیچیدگی	complexitatea
پیچیدگی	twist
پیچیدگی	răsucire
پیچیدگی	întoarce
پیچیدہ	ambiguu
پیچیدہ	implicate
پیچیدہ	implicată
پیچیدہ	implicat
پیچیدہ	răsucit
پیچیدہ	răsucite
پیچیدہ	sucit
پیچیدہ	dificil
پیچیدہ	dificile
پیچیدہ	dificilă
پیچیدہ	complicata
پیچیدہ	complicate
پیچیدہ	complicat
پیچیدہ	complicată
پیچیدہ	transformat
پیچیدہ	ambiguu
پیچیدہ	implicate
پیچیدہ	implicată
پیچیدہ	implicat
پیچیدہ	complexe
پیچیدہ	complex
پیچیدہ	complexul
پیچیدہ	complexă
پیچیدہ	răsucit
پیچیدہ	răsucite
پیچیدہ	sucit
پیچیدہ	dificil
پیچیدہ	dificile
پیچیدہ	dificilă
پیچیدہ	complicata
پیچیدہ	complicate
پیچیدہ	complicat
پیچیدہ	complicată
پیچیدہ	transformat
پِیچھا	urmărire
پِیچھا	chase
پِیچھا	absenta
پِیچھا	absența
پِیچھا	spate
پِیچھے	dupa
پِیچھے	după
پِیچھے	ulterior
پِیخال	guano
پَیخانہ	toaletă
پَیخانہ	toaleta
پَیخانہ	wc
پَیدا	profit
پَیدا	profitul
پَیدا	produs
پَیدا	descoperite
پَیدا	descoperită
پَیدا	descoperit
پَیدا	vădită
پَیدا	manifest
پَیدا	generată
پَیدا	generate
پَیدا	generat
پَیدا	procurat
پَیدا	câștig
پَیدا	mită
پَیدا	mita
پَیدا	venitul
پَیدا	venituri
پَیدا	veniturile
پَیدا	inventate
پَیدا	inventat
پَیدا	nascut
پَیدا	născută
پَیدا	născut
پَیدا	create
پَیدا	creată
پَیدا	creata
پَیدا	creat
پَیدا	dobândite
پَیدا	dobândită
پَیدا	dobândit
پَیدا	achiziționat
پَیداوار	fructul
پَیداوار	fructe
پَیداوار	fructele
پَیداوار	fruct
پَیداوار	venitul
پَیداوار	venituri
پَیداوار	veniturile
پَیداوار	randamentul
پَیداوار	randament
پَیداواری	productiv
پَیداواری	productivă
پَیدائش	profiturilor
پَیدائش	profituri
پَیدائش	profiturile
پَیدائش	naștere
پَیدائش	nastere
پَیدائش	naşterea
پَیدائش	crearea
پَیدائش	creatie
پَیدائش	creare
پَیدائش	produc
پَیدائش	produce
پَیدائشی	congenitală
پَیدائشی	naturala
پَیدائشی	naturale
پَیدائشی	naturală
پَیدائشی	natural
پَیدائشی	naturali
پَیدائشی	înnăscută
پَیدائشی	originala
پَیدائشی	originale
پَیدائشی	original
پَیدائشی	originală
پَیدائی	evidentă
پَیدائی	evidenta
پَیدائی	evidente
پَیدائی	evident
پَیدائی	vădită
پَیدائی	manifest
پَیدائی	existenta
پَیدائی	existența
پَیدائی	existență
پَیدائی	manifestarea
پَیدائی	manifestare
پَیدل	pionul
پَیدل	pion
پَیدل	mersul
پَیدل	mergând
پَیر	picior
پِیر	luni
پِیر	lunea
پِیر	mistic
پِیر	mystic
پِیر	pir
پِیر	sfânt
پِیر	sfantul
پِیر	sfântul
پِیر	saint
پِیر	durerea
پِیر	durere
پِیر	dureri
پَیرا	paragraf
پَیرا	paragraful
پَیرا	para
پِیرا	galben
پِیرا	galbenă
پَیراستگی	decor
پَیراستہ	împodobit
پَیراستہ	ajustată
پَیراستہ	ajustate
پَیراستہ	ajustat
پَیراستہ	decorată
پَیراستہ	decorate
پَیراستہ	decorat
پَیراستہ	aranjată
پَیراستہ	aranjate
پَیراستہ	aranjat
پَیراک	înotătoare
پَیراک	înotător
پَیراکہ	flipper
پَیراکی	inot
پَیراکی	înot
پَیراکی	înotând
پَیراکی	înotul
پَیراکیہ	plancton
پَیرامن	fustă
پَیرامن	fusta
پَیرامن	circuit
پَیرامن	circuitul
پَیرامن	împrejurimi
پَیرامن	despre
پِیران	preoti
پِیران	popii
پِیران	preotii
پِیران	sfinţi
پِیران	sfinti
پِیران	sfinţii
پِیرانہ	vârstnici
پَیراہن	îmbrăcăminte
پَیراہن	manta
پَیراہن	mantle
پَیراہن	rochie
پَیرائو	adanc
پَیرائو	profund
پَیرائو	adâncă
پَیرائو	adânc
پَیرائی	efect
پَیرائی	efectul
پَیرائی	operație
پَیرائی	operațiune
پَیرائی	operațiunea
پَیرائی	operaţiunea
پَیرائی	podoaba
پَیرائی	decorarea
پَیرائی	practici
پَیرائی	exersează
پَیرائی	practică
پَیرائی	practica
پَیرائی	decor
پَیرائی	acţiune
پَیرائی	actiune
پَیرائی	acțiune
پِیرائی	cântăreață
پِیرائی	singer
پِیرائی	cântăreț
پَیرایہ	conduită
