மற்றும்	وال
இணைப்புகள்	الصلات
இணைப்புகள்	روابط
இணைப்புகள்	الروابط
இணைப்புகள்	وصلات
இரண்டு	اثنين
இரண்டு	اثنان
இரண்டு	اثنتان
தகவல்	info
தகவல்	المعلومات
தகவல்	معلومات
தகவல்	الاعلام
தகவல்	المعلومات
தகவல்	معلومات
தகவல்	رساله
தகவல்	الرسالة
தகவல்	رسالة
மாவட்ட	المنطقة
மாவட்ட	المقاطعة
மாவட்ட	منطقة
மொத்த	مجموع
மொத்த	المجموع
மொத்த	اجمالي
மொத்த	الاجمالي
வளர்ச்சி	التنمية
வளர்ச்சி	تنمية
வளர்ச்சி	التطوير
வளர்ச்சி	النمو
வளர்ச்சி	نمو
மாவட்டம்	المنطقة
மாவட்டம்	المقاطعة
மாவட்டம்	منطقة
அந்த	هذا
அந்த	ذلك
மிகவும்	جدا
திட்டம்	مشروع
திட்டம்	المشروع
திட்டம்	الخطة
திட்டம்	خطة
தேசிய	الوطنية
தேசிய	ناشيونال
தேசிய	وطنية
தேசிய	وطني
கலந்து	حضور
இலங்கை	سيلان
இங்கு	هنا
அமெரிக்க	امريكية
அமெரிக்க	امريكيون
அமெரிக்க	امريكي
அமெரிக்க	الامريكي
அடிப்படை	اساس
அடிப்படை	الاساس
அடிப்படை	القاعدة
அடிப்படை	قاعدة
அடிப்படை	اساسي
அடிப்படை	اساسية
அடிப்படை	الاساسية
பெயர்	اسم
பெயர்	الاسم
பெயர்	تسمية
பெயர்	التسمية
மூன்று	three
மூன்று	ثلاثة
மூன்று	ثلاث
மூன்று	ثلاثه
ஆண்கள்	الذكور
ஆண்கள்	ذكور
ஆண்கள்	الرجال
ஆண்கள்	رجال
ஒன்று	فاما
ஒன்று	اما
ஒன்று	احد
ஒன்று	واحدة
ஒன்று	واحد
ஒன்று	واحده
ஐக்கிய	متحدين
ஐக்கிய	المتحدة
ஐக்கிய	متحدة
புதிய	جديد
புதிய	جدد
புதிய	جديدة
புதிய	الجديد
புதிய	طازج
புதிய	طازجة
அவரது	ده
அவரது	لها
அவரது	هي
மொத்தம்	مجموع
மொத்தம்	المجموع
மொத்தம்	اجمالي
மொத்தம்	الاجمالي
மொத்தம்	المجموع
மொத்தம்	المجاميع
இவை	هؤلاء
இவை	هذه
சிறந்த	عظيم
சிறந்த	عظيمة
சிறந்த	العظيم
சிறந்த	اطيب
சிறந்த	الافضل
சிறந்த	ضل
சிறந்த	افضل
சிறந்த	ممتازة
சிறந்த	ممتاز
அரசு	الحكومة
அரசு	الحكومات
அரசு	حكومة
வசதிகள்	المرافق
வசதிகள்	مرافق
வசதிகள்	التسهيلات
இந்தியா	انديا
இந்தியா	الهند
இந்தியா	بالهند
பெரிய	عظيم
பெரிய	عظيمة
பெரிய	العظيم
பெரிய	الكبير
பெரிய	كبيرة
பெரிய	كبيره
பெரிய	كبير
பெரிய	كبيرة
ஊரக	ريفية
ஊரக	الريف
ஊரக	ريفي
நாள்	اليوم
நாள்	يوم
நாள்	نهار
பிறப்பு	ولد
பிறப்பு	تولد
பிறப்பு	مولود
பிறப்பு	يولد
பிறப்பு	ولدت
பிறப்பு	ميلاد
பிறப்பு	الميلاد
பிறப்பு	الولادة
பிறப்பு	ولادة
பிறப்பு	هاتش
இருந்தது	كانت
இருந்தது	كان
முக்கிய	رئيسية
முக்கிய	الرئيسية
முக்கிய	هام
முக்கிய	مهمة
முக்கிய	مهم
முக்கிய	المهم
பல்வேறு	متنوعة
பல்வேறு	التنوع
பல்வேறு	تنوع
பல்வேறு	شتى
திரைப்படங்கள்	الافلام
திரைப்படங்கள்	افلام
பிற	اخرى
அவர்கள்	هم
அவர்கள்	هم
அவர்கள்	انهم
மொழி	لغة
மொழி	اللغة
முறை	المنهج
முறை	طريقة
முறை	الطريقة
முறை	اسلوب
முறை	الاسلوب
முறை	منهج
முறை	الاجراء
முறை	الاجراءات
முறை	اجراء
முறை	مود
முறை	النمط
முறை	الوضع
முறை	نمط
கோயில்	المعبد
கோயில்	تمبل
கோயில்	معبد
விருது	الجائزة
விருது	جائزة
பொதுவாக	عام
பொதுவாக	لواء
பொதுவாக	اللواء
பொதுவாக	جنرال
பொதுவாக	عامة
பொதுவாக	الجنرال
அக்டோபர்	اكتوبر
செய்து	ملتزم
செய்து	ملتزمة
செய்து	ارتكبت
தன்	ده
தொடர்ந்து	احتفظ
இரண்டாம்	ثانيا
இரண்டாம்	الثانيه
இரண்டாம்	تاني
இரண்டாம்	الثاني
இரண்டாம்	الثانية
இரண்டாம்	ثاني
இரண்டாம்	الثانوية
இரண்டாம்	ثانوي
இரண்டாம்	ثانوية
இரண்டாம்	الثانوي
சென்னை	تشيناي
வரும்	ياتي
வரும்	ات
வரும்	قادمون
வரும்	قادم
வரும்	قادمة
மே	قد
மே	ماي
மே	مايو
மே	ايار
மட்டுமே	فقط
வரலாறு	التاريخ
வரலாறு	تاريخ
பகுதியில்	مساحة
பகுதியில்	المساحة
பகுதியில்	منطقة
பகுதியில்	المنطقة
நூல்கள்	كتب
நூல்கள்	الكتب
சேர்ந்த	الانتماء
பின்	الدبوس
பின்	دبوس
பின்	المسمار
பின்	بعدما
பின்	بعد
பின்	الظهر
பின்	عاد
பின்	العودة
பின்	عودة
பின்	ارجع
பின்	ظهر
இல்லை	ليس
இல்லை	لا
இல்லை	وليس
இல்லை	مش
நவம்பர்	نوفمبر
அதிக	عال
அதிக	عالي
அதிக	مرتفع
அதிக	عالية
அதிக	عاليا
காலத்தில்	الفترة
காலத்தில்	فترة
மிக	جدا
நான்கு	اربع
நான்கு	اربعة
நான்கு	اربعه
பிறகு	اذن
பிறகு	بعدها
பிறகு	ثم
பிறகு	اذا
பிறகு	لاحقا
பிறகு	لاحق
பிறகு	بعدما
பிறகு	بعد
அரசியல்	السياسات
அரசியல்	السياسة
அரசியல்	سياسة
அரசியல்	السياسي
அரசியல்	السياسية
அரசியல்	سياسي
அரசியல்	سياسية
பகுதி	جزئي
பகுதி	جزئية
பகுதி	مساحة
பகுதி	المساحة
பகுதி	منطقة
பகுதி	المنطقة
பகுதி	الاقليم
பகுதி	اقليم
பகுதி	منطقة
பகுதி	المنطقة
பகுதி	جزء
பகுதி	الجزء
பகுதி	الجزء
பகுதி	القطعة
பகுதி	شريحة
பகுதி	الشريحة
பற்றி	حول
பற்றி	بشان
பற்றி	بخصوص
பற்றி	عن
ஆறு	six
ஆறு	ستة
ஆறு	سكس
ஆறு	ريفر
ஆறு	النهر
ஆறு	نهر
மீண்டும்	مجددا
மீண்டும்	ثانية
இங்கிலாந்து	انجلترا
இங்கிலாந்து	انكلترا
காலம்	موسم
காலம்	الموسم
காலம்	الفترة
காலம்	فترة
காலம்	وقت
காலம்	الزمن
காலம்	الوقت
காலம்	زمن
காலம்	الزمان
நிலை	موقف
நிலை	المنصب
நிலை	الموضع
நிலை	الموقف
நிலை	الولاية
நிலை	دولة
நிலை	ولاية
நிலை	الحالة
நிலை	الدولة
நிலை	مستوى
நிலை	المستوى
ஒரே	نفس
ஒரே	نفسه
போர்	حرب
போர்	الحرب
காரணமாக	المستحقة
பொருள்	مادة
பொருள்	المواد
பொருள்	مواد
பொருள்	المادة
பொருள்	المنتج
பொருள்	منتجات
பொருள்	منتج
பொருள்	المنتجات
பொருள்	الكائن
பொருள்	جسم
பொருள்	كائن
பொருள்	مرادفات
பொருள்	الموضوع
அறிவியல்	العلوم
அறிவியல்	علوم
அறிவியல்	العلم
பேச்சு	خطبة
பேச்சு	كلام
பேச்சு	الكلام
பேச்சு	الخطاب
பேச்சு	خطاب
பேச்சு	كلام
பேச்சு	الحديث
பேச்சு	الكلام
பேச்சு	التحدث
இதனால்	with
இதனால்	مع
அனைத்து	كلهم
அனைத்து	كله
அனைத்து	جميع
அனைத்து	كل
அனைத்து	الكل
கல்வி	تعليم
கல்வி	التربية
கல்வி	التعليم
ஏப்ரல்	ابريل
ஏப்ரல்	نيسان
உலக	عالم
உலக	العالمي
உலக	الدنيا
உலக	العالم
உலக	world
உலக	عالمي
உலக	عالمية
உலக	عالميا
உலக	العالمي
உலக	العالمية
கே	شاذ
முடியும்	يستطيع
முடியும்	يمكن
முடியும்	يم
கீழ்	اسفل
கீழ்	اقل
கீழ்	اخفض
கீழ்	ادنى
கீழ்	تحت
கீழ்	القاع
கீழ்	قاع
இடம்	مكان
இடம்	المكان
இடம்	موقع
இடம்	الموقع
இடம்	المكان
இடம்	مساحة
இடம்	الفضاء
இடம்	فضاء
இடம்	حيز
செப்டம்பர்	ايلول
செப்டம்பர்	سبتمبر
பேர்	اخرون
பேர்	اخرين
பேர்	الاخرون
பெரும்	عظيم
பெரும்	عظيمة
பெரும்	العظيم
சி	تشي
நாடுகள்	بلدان
நாடுகள்	البلدان
நாடுகள்	الدول
தொகுதி	البومات
தொகுதி	الالبومات
தொகுதி	نظام
தொகுதி	النظام
தொகுதி	المنظومة
தொகுதி	وحدة
கிழக்கு	شرقي
கிழக்கு	ايست
கிழக்கு	شرق
கிழக்கு	الشرق
கிழக்கு	شرقا
கிழக்கு	الشرقية
கிழக்கு	الشرق
கிழக்கு	المشرق
கிழக்கு	شرقي
கிழக்கு	شرقية
கிழக்கு	الشرقية
கிழக்கு	شرق
அமைப்பு	اعداد
அமைப்பு	تنصيب
அமைப்பு	الاعداد
அமைப்பு	نظام
அமைப்பு	النظام
அமைப்பு	المنظومة
அமைப்பு	منظمة
அமைப்பு	المنظمة
அமைப்பு	التنظيم
அமைப்பு	الهيكل
அமைப்பு	هيكل
அமைப்பு	بنية
அளவு	المبلغ
அளவு	الكمية
அளவு	كمية
அளவு	مقياس
அளவு	المقياس
அளவு	المقاس
அளவு	الحجم
அளவு	حجم
நகர்	ناجر
மற்ற	اخرى
இந்து	الهندوس
இவற்றையும்	هؤلاء
இவற்றையும்	هذه
தற்போது	الان
தற்போது	والان
தற்போது	حاليا
பாடல்	سونغ
பாடல்	الاغنيه
பாடல்	اغنيه
பாடல்	الاغنية
பாடல்	اغنية
உண்டு	متوفر
உண்டு	متاح
உண்டு	متاحة
உண்டு	متوفرة
உண்டு	تتوفر
உண்டு	عندي
வாழும்	المعيشة
வாழும்	العيش
இருக்கிறது	متوفر
இருக்கிறது	متاح
இருக்கிறது	متاحة
இருக்கிறது	متوفرة
இருக்கிறது	تتوفر
நிறுவனம்	شركه
நிறுவனம்	شركة
நிறுவனம்	الشركة
நிறுவனம்	رفقة
நிறுவனம்	منظمة
நிறுவனம்	المنظمة
நிறுவனம்	التنظيم
நிறுவனம்	منظمة
நிறுவனம்	المنظمة
நிறுவனம்	التنظيم
நபர்கள்	اشخاص
நபர்கள்	اناس
நபர்கள்	الاشخاص
நபர்கள்	الناس
நபர்கள்	ناس
காலனி	المستعمرة
காலனி	مستعمرة
மேற்கு	ويست
மேற்கு	الغرب
மேற்கு	غربا
மேற்கு	غرب
மேற்கு	غربي
மேற்கு	غربي
மேற்கு	غربية
மேற்கு	الغربية
மேற்கு	غرب
தலைவர்	رئيس
தலைவர்	الرئيس
தலைவர்	زعيم
தலைவர்	قائد
முதலில்	اول
முதலில்	اولا
முதலில்	الاول
முதலில்	الاولى
சார்ந்த	النسبي
சார்ந்த	نسبيا
சார்ந்த	نسبية
சார்ந்த	نسبي
சார்ந்த	التبعية
சார்ந்த	الاعتماد
சார்ந்த	تبعية
சார்ந்த	قائم
மேல்	القمة
மேல்	توب
மேல்	قمة
மேல்	الاعلى
நாடு	بلد
நாடு	البلاد
நாடு	بلاد
நாடு	البلد
மட்டும்	فقط
அடிப்படையில்	اساسا
அடிப்படையில்	اساس
அடிப்படையில்	الاساس
எண்	كونت
எண்	العد
எண்	الكونت
எண்	العدد
எண்	عدد
எண்	العدد
எண்	الرقم
எண்	رقم
குறிப்பிட்ட	صرح
குறிப்பிட்ட	محدد
குறிப்பிட்ட	محددة
குறிப்பிட்ட	المحدد
குறிப்பிட்ட	محدد
குறிப்பிட்ட	محددة
செய்ய	جعل
செய்ய	صنع
செய்ய	اجعل
செய்ய	اصنع
சிறிய	صغيره
சிறிய	صغير
சிறிய	صغر
சிறிய	صغيرة
சிறிய	الصغير
சிறிய	قليل
சிறிய	القليل
வந்த	جيت
வந்த	جاء
வேறு	اخرى
மார்ச்	المسيرة
மார்ச்	مارس
மார்ச்	مسيرة
மார்ச்	اذار
நிலையில்	حالة
நிலையில்	شرط
நிலையில்	الحالة
நிலையில்	الشرط
நிலையில்	المنصة
நிலையில்	المسرح
நிலையில்	المرحلة
நிலையில்	مرحلة
பெண்	فتاة
பெண்	البنت
பெண்	بنت
பெண்	الفتاة
பெண்	امراة
பெண்	المراة
பெண்	الانثى
பெண்	انثى
பெண்	اناث
பெண்	الاناث
வெற்றி	ناجحة
வெற்றி	النجاح
வெற்றி	التوفيق
வெற்றி	نجاح
வெற்றி	الفوز
வெற்றி	فاز
வெற்றி	وون
வெற்றி	نصر
வெற்றி	النصر
வெற்றி	الانتصار
வெற்றி	انتصار
வெற்றி	فوز
வெற்றி	الفوز
இணைப்பு	اتصال
இணைப்பு	الاتصال
இணைப்பு	الرابط
இணைப்பு	لينك
இணைப்பு	وصلة
இணைப்பு	ربط
இணைப்பு	رابط
இணைப்பு	التعلق
இணைப்பு	المرفق
இணைப்பு	مرفق
திரைப்படம்	الفيلم
திரைப்படம்	فيلم
திரைப்படம்	الفلم
திரைப்படம்	الفيلم
திரைப்படம்	فيلم
வகை	الفئة
வகை	فئة
வகை	النوع
வகை	نوع
வகை	مود
வகை	النمط
வகை	الوضع
வகை	نمط
ஐந்து	خمسة
ஐந்து	خمسه
ஐந்து	خمس
அதே	نفس
அதே	نفسه
சிறப்பு	المميز
சிறப்பு	الموصى
சிறப்பு	الخاص
சிறப்பு	خاص
சிறப்பு	مميز
சிறப்பு	خاصة
தமிழர்	التاميل
சுமார்	حول
சுமார்	بشان
சுமார்	بخصوص
சுமார்	عن
என்பதை	سواء
கட்டுரைகள்	مقالات
கட்டுரைகள்	المقالات
படி	قرا
படி	قرات
படி	القراءة
படி	قراءة
படி	اقرا
படி	خطوة
படி	الخطوة
மனித	انسان
மனித	بشري
மனித	بشرية
மனித	الانسان
பெரும்பாலும்	تقريبا
பெரும்பாலும்	غالبا
பெரும்பாலும்	غالبا
கட்சி	حفلة
கட்சி	الطرف
கட்சி	حزب
கட்சி	حفل
கட்சி	الحزب
பொது	شائعة
பொது	شائع
பொது	الجمهور
பொது	عام
பொது	العامة
பொது	عامة
பொது	علنية
பொது	عام
பொது	لواء
பொது	اللواء
பொது	جنرال
பொது	عامة
பொது	الجنرال
கல்லூரி	كلية
கல்லூரி	الكلية
கல்லூரி	الجامعة
இசை	موسيقى
இசை	موسيقي
இசை	music
இசை	الموسيقى
முறையில்	مود
முறையில்	النمط
முறையில்	الوضع
முறையில்	نمط
நாட்டின்	بلد
நாட்டின்	البلاد
நாட்டின்	بلاد
நாட்டின்	البلد
மத்திய	مركزية
மத்திய	سنترال
மத்திய	الوسطى
மத்திய	وسط
மத்திய	مركزي
மில்லியன்	مليون
மில்லியன்	المليون
மில்லியன்	مليونا
மில்லியன்	الملايين
மில்லியன்	ملايين
நகரம்	المدينه
நகரம்	مدينة
நகரம்	المدينة
நகரம்	سيتي
எந்த	اي
எந்த	اية
எந்த	ايهما
எந்த	الذي
எந்த	والذي
எனப்படும்	دعا
எனப்படும்	اتصلت
நீர்	الماء
நீர்	ماء
நீர்	مياه
நீர்	المياه
இணைந்து	انضموا
இணைந்து	انضم
இணைந்து	الانضمام
இணைந்து	انضمام
விக்கிப்பீடியா	ويكيبيديا
சென்று	رحلت
சென்று	رحل
சென்று	ذهب
சென்று	ذهبت
பார்க்க	شاهد
பார்க்க	ترى
அணி	ماتريكس
அணி	مصفوفة
அணி	المصفوفة
அணி	الفريق
அணி	فريق
எழுதிய	كتب
எழுதிய	مكتوب
எழுதிய	خطية
எழுதிய	مكتوبة
எழுதிய	كتبت
நிலையம்	المحطة
நிலையம்	محطة
மீட்டர்	متر
மீட்டர்	متر
மீட்டர்	امتار
மீட்டர்	عداد
மீட்டர்	المتر
மீட்டர்	متر
மீட்டர்	العداد
இடத்தில்	مكان
இடத்தில்	المكان
கோவில்	المعبد
கோவில்	تمبل
கோவில்	معبد
மாதம்	شهرا
மாதம்	الشهر
மாதம்	شهر
ஆய்வு	دراسة
ஆய்வு	ادرس
ஆய்வு	الدراسة
ஆய்வு	بحوث
ஆய்வு	الابحاث
ஆய்வு	ابحاث
ஆய்வு	بحث
ஆய்வு	البحوث
ஆய்வு	البحث
வட	نورث
வட	شمالي
வட	شمال
வட	شمالا
வட	الشمال
குறைந்த	ادنى
குறைந்த	منخفض
குறைந்த	منخفضة
குறைந்த	تدني
குறைந்த	انخفاض
குறைந்த	اقل
டிசம்பர்	ديسمبر
டிசம்பர்	ديسمبر
முன்	واجهة
முன்	جبهة
முன்	الجبهة
முன்	قبل
வாழ்க்கை	الحياة
வாழ்க்கை	الحياه
வாழ்க்கை	حياة
வாழ்க்கை	life
சனவரி	يناير
புனித	المقدس
புனித	المقدسة
புனித	مقدس
இரண்டாவது	ثانيا
இரண்டாவது	الثانيه
இரண்டாவது	تاني
இரண்டாவது	الثاني
இரண்டாவது	الثانية
இரண்டாவது	ثاني
இரண்டாவது	الثانوية
இரண்டாவது	ثانوي
இரண்டாவது	ثانوية
இரண்டாவது	الثانوي
ஆங்கிலம்	الانجليزية
ஆங்கிலம்	انجليزي
ஆங்கிலம்	انجليزية
ஆங்கிலம்	الانكليزية
ஆங்கிலம்	بالانكليزية
அங்கு	هناك
தொழில்	العمل
தொழில்	الاعمال
தொழில்	عمل
தொழில்	صناعة
தொழில்	الصناعة
தொழில்	المهنة
தொழில்	مهنة
பழைய	قديمه
பழைய	عجوز
பழைய	قديمة
பழைய	قديم
பழைய	القديم
பழைய	الاقدم
ஆண்டுகள்	السنين
ஆண்டுகள்	اعوام
ஆண்டுகள்	سنين
ஆண்டுகள்	السنوات
ஆண்டுகள்	سنوات
குறிப்பாக	وخاصة
குறிப்பாக	خاصة
குறிப்பாக	خصوصا
குறிப்பாக	بالاخص
குறிப்பாக	بالتحديد
குறிப்பாக	تحديدا
குறிப்பாக	خصوصا
குறிப்பாக	خصيصا
பார்க்கவும்	زور
பார்க்கவும்	الزيارة
பார்க்கவும்	زيارة
பார்க்கவும்	شاهد
பார்க்கவும்	ساعة
பார்க்கவும்	راقب
பார்க்கவும்	مشاهدة
துறை	القسم
துறை	قسم
துறை	الادارة
துறை	ميناء
துறை	الميناء
துறை	منفذ
துறை	بورت
துறை	المنفذ
குறிக்கும்	يشير
குறிக்கும்	مشيرا
கடல்	البحر
கடல்	بحر
கடல்	المحيطات
கடல்	المحيط
கடல்	محيط
போல	مثل
போல	لايك
இதற்கு	لاجل
சிறு	صغيره
சிறு	صغير
சிறு	صغر
சிறு	صغيرة
சிறு	قاصر
தென்	جنوبي
தென்	جنوبا
தென்	الجنوب
தென்	جنوب
தென்	ساوث
உயர்	عال
உயர்	عالي
உயர்	مرتفع
உயர்	عالية
உயர்	عاليا
உயர்	الفاخر
வடக்கு	نورث
வடக்கு	شمالي
வடக்கு	شمال
வடக்கு	شمالا
வடக்கு	الشمال
ஆட்சி	مملكة
ஆட்சி	المملكة
ஆட்சி	القاعدة
ஆட்சி	قاعدة
ஆட்சி	الحوكمة
ஆட்சி	الحكم
ஆட்சி	عهد
மக்களின்	اشخاص
மக்களின்	اناس
மக்களின்	الاشخاص
மக்களின்	الناس
மக்களின்	ناس
நோய்	المرض
நோய்	المرض
நோய்	داء
நோய்	الامراض
நோய்	مرض
தேர்தல்	انتخاب
தேர்தல்	الانتخابات
தேர்தல்	الانتخاب
தேர்தல்	انتخابات
உற்பத்தி	الانتاج
உற்பத்தி	انتاج
உற்பத்தி	تصنيع
உற்பத்தி	التصنيع
ஆக	اغسطس
வந்தது	وصل
வந்தது	وصلت
வந்தது	جيت
வந்தது	جاء
கலை	الفنون
கலை	فنون
கலை	الفن
கலை	ارت
கலை	فن
சமூக	اجتماعية
சமூக	الاجتماعية
சமூக	الاجتماعي
சமூக	اجتماعي
போல்	مثل
போல்	لايك
தர	النوعية
தர	جودة
தர	الجودة
நூற்றாண்டு	قرن
நூற்றாண்டு	القرن
அவருடைய	ده
உலகின்	العالمين
உலகின்	عوالم
உலகின்	العوالم
அமெரிக்கா	امريكا
அமெரிக்கா	اميركا
அமெரிக்கா	الامريكتين
பகுதிகளில்	المجالات
பகுதிகளில்	مجالات
பகுதிகளில்	مناطق
பகுதிகளில்	المناطق
வந்து	تعالي
வந்து	تعالى
வந்து	تعالوا
வந்து	تعال
பரிசு	الجائزة
பரிசு	جائزة
பரிசு	هدية
பரிசு	الهدية
பரிசு	هديه
பிரிவு	الفئة
பிரிவு	فئة
பிரிவு	شعبة
பிரிவு	الشعبة
பிரிவு	القسم
பிரிவு	قسم
பிரிவு	الفرع
உடல்	الجسد
உடல்	جسم
உடல்	جثة
உடல்	جسد
உடல்	الجسم
இவர்கள்	هؤلاء
இவர்கள்	هذه
கூட	حتى
கூட	حتي
கூட	ايضا
கூட	كمان
கூட	ايضا
எழுத்தாளர்	كاتبة
எழுத்தாளர்	الكاتب
எழுத்தாளர்	كاتب
எழுத்தாளர்	الكاتبة
குழு	مجموعة
குழு	المجموعة
இலக்கிய	الادب
இலக்கிய	ادب
இலக்கிய	ادبي
இலக்கிய	الادبية
விளையாட்டு	رياضة
விளையாட்டு	الرياضة
விளையாட்டு	الرياضات
விளையாட்டு	لعبة
விளையாட்டு	مباراة
விளையாட்டு	المباراة
விளையாட்டு	اللعبة
விளையாட்டு	رياضة
விளையாட்டு	الرياضة
விளையாட்டு	سبورت
உறுப்பினர்கள்	الاعضاء
உறுப்பினர்கள்	اعضاء
இறப்பு	الموت
இறப்பு	الوفاة
இறப்பு	موت
இறப்பு	وفاة
இறப்பு	الوفيات
அடி	الاقدام
அடி	اقدام
அடி	القدم
அடி	قدم
அடி	القدمين
அடி	ضرب
துணை	شريك
துணை	شريكة
துணை	الشريك
துணை	دعم
துணை	الدعم
துணை	غواصة
துணை	الغواصة
துணை	فرعي
துணை	الباطن
துணை	النائب
துணை	نائب
பதிப்பு	الطبعة
பதிப்பு	اصدار
பதிப்பு	طبعة
பதிப்பு	الاصدار
பதிப்பு	النسخة
பதிப்பு	اصدار
பதிப்பு	الاصدار
சொல்	قل
சொல்	نقول
சொல்	قولي
சொல்	قول
சொல்	اقول
சொல்	كلمة
சொல்	الكلمة
சொல்	اخبر
தெற்கு	جنوبي
தெற்கு	جنوبا
தெற்கு	الجنوب
தெற்கு	جنوب
தெற்கு	ساوث
கட்டுரை	مقال
கட்டுரை	مقالة
கட்டுரை	مقالة
கட்டுரை	مقال
கட்டுரை	المقالة
கட்டுரை	المادة
கட்டுரை	التشكيل
கட்டுரை	تشكيل
கட்டுரை	تكوين
கட்டுரை	التكوين
கட்டுரை	مقالات
கட்டுரை	المقالات
வட்டம்	الدائرة
வட்டம்	دائرة
சராசரி	متوسط
சராசரி	المتوسط
சராசரி	يعني
தொலைக்காட்சி	تلفاز
தொலைக்காட்சி	التلفاز
தொலைக்காட்சி	التليفزيون
தொலைக்காட்சி	تلفزيون
தொலைக்காட்சி	التلفزيون
முன்னாள்	سابق
முன்னாள்	السابق
எண்ணிக்கை	كونت
எண்ணிக்கை	العد
எண்ணிக்கை	الكونت
எண்ணிக்கை	العدد
எண்ணிக்கை	التردد
எண்ணிக்கை	تكرار
எண்ணிக்கை	التكرار
எண்ணிக்கை	تواتر
எண்ணிக்கை	تردد
தவிர	استثناء
தவிர	استبعاد
தவிர	عدا
தவிர	الا
தவிர	ماعدا
தவிர	باستثناء
நடிகர்	الممثل
நடிகர்	فاعل
நடிகர்	ممثل
பாடல்கள்	اغان
பாடல்கள்	الاغاني
பாடல்கள்	اغاني
இன்று	اليوم
சட்டம்	الاطار
சட்டம்	اطار
சட்டம்	القانون
சட்டம்	قانون
சட்டம்	law
சட்டம்	قانوني
சட்டம்	قانونية
சட்டம்	القانوني
சட்டம்	التصرف
சட்டம்	الفعل
சட்டம்	التمثيل
அருகில்	بالقرب
அருகில்	قرب
அருகில்	قريب
அருகில்	بالجوار
அருகில்	بالقرب
அருகில்	مجاور
நேரம்	وقت
நேரம்	الزمن
நேரம்	الوقت
நேரம்	زمن
நேரம்	الزمان
முதலாவது	اول
முதலாவது	اولا
முதலாவது	الاول
முதலாவது	الاولى
நாம்	فل
நாம்	دع
மூலமாக	عبر
மூலமாக	فيا
மூலமாக	عبر
மூலமாக	خلال
உணவு	طعام
உணவு	غذاء
உணவு	الطعام
உணவு	الغذاء
குறித்து	حول
குறித்து	بشان
குறித்து	بخصوص
குறித்து	عن
