ribeiro	рибейро
rama	рама
zatvara	затваря
koda	кода
bilja	билки
mons	монс
ferrari	ферари
povod	повод
reagira	реагира
dokazuje	доказва
goveda	говеда
goveda	добитък
argentinski	аржентина
komunistički	комунист
komunistički	комунистическа
komunistički	комунистически
moskvu	москва
stavi	сложи
obećao	обещал
obećao	обещано
znajući	знаейки
zaštićeni	защитен
zaštićeni	защитена
zaštićeni	защитено
zaštićeni	защитени
hughes	хюс
hughes	хюз
vidljive	видима
vidljive	видими
vidljive	видимо
procese	процеси
procese	процесите
izbjegao	избягва
izbjegao	избегна
curtis	къртис
marx	маркс
ujedinjeni	обединени
ujedinjeni	обединена
ujedinjeni	обединен
ujedinjeni	юнайтед
ujedinjeni	обединено
opcija	опция
opcija	вариант
temeljni	фундаментално
ovisnost	зависимост
ovisnost	зависимостта
ovisnost	зависимост
ovisnost	пристрастяването
ovisnost	пристрастяване
plinovi	газове
čuvanje	водене
tunela	тунели
tunela	тунелите
dennis	денис
arterija	артерия
arterija	артерията
arterija	артерии
arterija	артериите
bor	пайн
bor	бор
položio	положени
položio	преминал
hendrix	хендрикс
financija	финанси
financija	финансиране
obljetnica	юбилей
obljetnica	годишнина
obljetnica	годишнината
lorenzo	лоренцо
salvador	салвадор
građanin	гражданин
dario	дарио
vjerovali	доверен
zenica	зеница
radno	работа
radno	труд
radno	работи
radno	работещ
radno	работен
radno	работим
mirage	мираж
preživjelih	оцелели
preživjelih	оцелелите
opisana	описани
opisana	описано
opisana	описана
opisana	описан
okružuje	заобикаля
bantu	банту
makarska	макарска
naučiti	научи
naučiti	научете
hebrejski	иврит
hebrejski	еврейски
albanija	албания
balada	балада
srbe	сърбите
srbe	сърби
wolfgang	волфганг
aerodrom	летището
aerodrom	летище
hort	хорт
din	дин
din	дийн
slavenski	славянски
zastupnici	депутатите
zastupnici	депутати
zastupnici	заместници
zastupnici	депутати
zastupnici	законодатели
zastupnici	законодателите
zastupnici	депутатите
zastupnici	депутати
atom	атом
atom	атома
mladu	булката
mladu	булка
leopard	леопард
lijep	хубав
lijep	хубава
lijep	хубаво
lijep	мило
pijesak	пясък
armenski	арменски
armenski	арменци
konstantno	непрекъснато
konstantno	постоянно
konstantno	непрестанно
konstantno	непрекъснато
konstantno	постоянна
konstantno	постоянен
konstantno	константа
konstantno	постоянни
vaš	вашият
vaš	твоят
vaš	твоя
vaš	твоята
castro	кастро
raja	раджа
raja	рай
raja	раят
raja	рая
raja	небето
raja	рай
raja	раят
raja	рая
manastira	манастири
full	пълна
full	пълни
full	пълен
full	пълно
povećan	повишена
povećan	увеличена
povećan	увеличен
povećan	повишен
prefektura	префектура
opisati	опиша
opisati	описвам
opisati	опишете
misu	масов
misu	меса
misu	маса
misu	литургия
misu	масово
autonomna	автономни
autonomna	автономна
spremnik	резервоар
spremnik	танк
spremnik	цистерна
spremnik	контейнер
efekti	последици
efekti	въздействие
efekti	ефекти
efekti	ефект
violinu	цигулка
povjerenstvo	комисионна
povjerenstvo	комисия
atmosfera	атмосфера
pristaše	привърженици
pristaše	поддръжници
abraham	ейбрахам
abraham	авраам
abraham	абрахам
abraham	аврам
zvezda	звезден
zvezda	звезда
ice	айс
ice	айс
ice	лед
atrakcija	привличането
atrakcija	привличане
atrakcija	атракция
atrakcija	атракции
izjave	отчети
izjave	изявления
lipa	устна
lipa	устни
lipa	устната
litve	литва
liang	лианг
staklo	стъкло
staklo	чаша
staklo	стъклен
staklo	стъкла
lang	ланг
biskupi	епископи
negativno	отрицателен
negativno	отрицателно
negativno	отрицателни
negativno	отрицателна
prestižnu	престижните
prestižnu	престижна
milovan	милован
biljni	билков
prince	княз
prince	принц
prince	принс
prince	принцът
leća	леща
leća	лещи
leća	леща
leća	лещи
ponudi	оферта
ponudi	офертата
ponudi	предложение
ponudi	предлагане
ponudi	предложи
skladišta	склад
skladišta	хранилище
skladišta	складове
ikona	икона
ikona	емблематичните
ikona	икона
ikona	икони
ikona	иконата
pueblo	пуебло
velebit	велебит
main	основни
main	основна
main	главна
main	главен
main	главни
magnitude	величина
usmjerena	насочено
usmjerena	насочени
pećina	пещера
pećina	пещерата
preci	предшественици
preci	предците
preci	предци
mehmed	мехмед
dres	джърси
dres	джързи
voyager	вояджър
ralph	ралф
lišće	листа
lišće	оставя
lišće	листата
mještani	местни
inspiriran	вдъхновен
inspiriran	вдъхновена
inspiriran	вдъхнови
inspiriran	вдъхновени
lubanja	черепът
lubanja	череп
lubanja	черепа
proze	проза
pokrenula	изстреляна
pokrenula	изстрелян
sfr	сфр
mare	кобила
projekcija	проекция
projekcija	прожекция
dominik	доминик
dominik	доминик
bear	мечок
bear	беър
bear	мече
bear	мечо
bear	мечка
primirje	примирие
primirje	примирие
studiji	студия
obnavlja	възстановява
obnavlja	възвръща
mitchell	мичел
mitchell	мичъл
kljun	клюн
jasenovac	ясеновац
neprijatelji	врагове
neprijatelji	враговете
izložen	изложен
izložen	изложени
izložen	разкрита
podjelu	дял
podjelu	разделяне
tan	тан
tan	тен
synodontis	synodontis
luna	луна
zvjezdana	звездна
zvjezdana	звезден
zvjezdana	звездно
zvjezdana	звездна
zabrane	забрани
fotograf	фотографа
fotograf	фотограф
greben	рифа
greben	рифове
greben	риф
alen	алън
božice	богини
bože	господ
bože	бог
make	направи
mirjana	миряна
ansambl	ансамбъл
edo	едо
divlji	диво
divlji	дивак
divlji	диви
divlji	дива
divlji	див
rijetka	рядко
rijetka	редки
rijetka	рядкост
nichols	никълс
bon	бон
singer	певецът
singer	певица
singer	сингър
singer	певец
joan	джоан
joan	джоун
nila	нил
otpornost	устойчивост
spisateljica	писателка
spisateljica	сценарист
spisateljica	писател
ten	тан
ten	тен
otpad	скрап
otpad	отпадък
otpad	отпадъци
intermedia	intermedia
spremni	готови
dvorište	двор
dvorište	двора
dvorište	дворът
dvorište	двор
dvorište	двор
dvorište	ярд
pogreške	грешки
pogreške	грешки
lisa	лиза
lisa	лиса
uporište	крепост
mlečani	венецианците
marsa	марсиански
marsa	марс
kemija	химия
groba	гроб
siska	сиско
rossi	роси
marketing	маркетинг
izložena	изложен
izložena	изложени
izložena	разкрита
mlijeko	мляко
označeni	маркирани
označeni	маркиран
označeni	отбелязани
označeni	отбелязан
znakove	табели
znakove	признаци
znakove	знаци
legije	легиони
počast	почит
počast	поклон
tehničar	техник
gljiva	гъби
gljiva	гъба
generator	генератор
generator	генераторът
peruu	перу
ispit	изпитване
ispit	тест
ispit	изпит
tak	так
poslužitelj	сървър
pomak	смяна
pomak	компенсиране
pomak	компенсира
inicijativa	инициатива
wien	wien
kreolski	креолски
gubitaka	загуби
gubitaka	загубите
jabuka	епъл
jabuka	ябълков
jabuka	ябълка
jabuka	apple
pearl	пърл
pearl	перла
božanstvo	божество
božanstvo	божествени
božanstvo	божественост
morris	морис
nastava	преподаването
nastava	преподаване
nastava	класи
nastava	класовете
nastava	класове
nedavni	скорошна
nedavni	скорошни
nedavni	скорошно
nedavni	отскоро
vjerska	религиозни
vjerska	религиозно
vjerska	религиозен
vjerska	религиозна
baterije	батерията
baterije	акумулатор
baterije	батерия
baterije	батерии
baterije	акумулатори
baterije	батерии
baterije	батериите
meksički	мексиканска
meksički	мексиканец
meksički	мексикански
meksički	мексиканско
sicilije	сицилия
ćelija	килия
ćelija	клетка
rothschild	ротшилд
uvjerenja	вярвания
uvjerenja	убеждения
brojeve	числа
brojeve	цифри
pjevao	санг
krater	кратер
krater	кратера
vitamin	витамини
vitamin	витамин
aplikacija	кандидатстване
aplikacija	молба
aplikacija	приложение
aplikacija	прилагане
aplikacija	заявление
aplikacija	приложение
torino	торино
igračke	играчките
igračke	играчки
šupljine	кухина
šupljine	кухини
spašavanje	спасяване
spašavanje	спасяването
spašavanje	спестяване
spašavanje	спасяване
stambene	жилищна
stambene	жилищни
stambene	жилищен
vrhova	върхове
glover	глоувър
čuda	чудеса
čuda	чудесата
čuda	чудеса
čuda	чудесата
opsada	обсада
springs	пружини
springs	извори
springs	спрингс
prodor	пробив
turista	туристи
turista	туристическа
turista	турист
turista	туристически
turista	туристи
kampanja	кампанията
kampanja	кампания
obveze	задължения
obveze	ангажименти
obveze	задължения
obveze	задължение
obveze	задължения
puebla	пуебла
mara	мара
odredište	дестинация
odredište	направление
odredište	местоназначение
odredište	посока
drvena	дървен
drvena	дървено
drvena	дървени
drvena	дървена
drvena	дървен
drvena	дърва
drvena	дървесина
drvena	дървени
drvena	дърво
pošta	mail
pošta	поща
cska	цска
predavač	преподавател
predavač	лектор
fontana	фонтана
fontana	фонтан
fontana	фонтани
sektora	сектора
sektora	сектор
sektora	секторите
sektora	отрасли
sektora	сектори
faust	фауст
duke	херцог
duke	дук
duke	дюк
boban	бобан
andreas	андреас
piramide	пирамида
piramide	пирамиди
piramide	пирамидите
piramide	пирамиди
glad	глад
glad	глад
glad	гладът
zeleno	грийн
zeleno	зелено
zeleno	зелен
zeleno	зелена
zeleno	зелени
dick	кур
dick	дик
dick	хуй
izbjeglice	бежанци
izbjeglice	бежанците
izbjeglice	бегълци
zastupljenost	представителство
putanje	пътеки
putanje	пътища
izumio	измислил
izumio	измислен
izumio	измислени
izumio	измислена
izumio	изобретил
izvješća	отчети
izvješća	доклади
zabave	партита
zabave	партии
zabave	купони
zabave	страни
varijacije	вариации
varijacije	вариация
sánchez	sánchez
siriji	сирия
vrti	въртене
vrti	върти
napredovanje	напредък
postojeći	съществуващо
postojeći	съществуващ
postojeći	съществуващи
postojeći	съществуваща
standardna	стандартна
standardna	стандарт
standardna	стандартни
standardna	стандартно
standardna	стандартен
aluminija	алуминиеви
aluminija	алуминиев
aluminija	алуминий
aluminija	алуминиева
aluminija	алуминий
vozi	карай
donald	доналд
naredbe	команди
naredbe	командите
naredbe	нареждания
naredbe	заповеди
naredbe	поръчки
umjetni	изкуствен
umjetni	изкуствена
umjetni	изкуствени
umjetni	изкуствено
profesionalno	професионални
profesionalno	професионална
profesionalno	професионалист
profesionalno	професионален
profesionalno	професионално
profesionalno	професионално
okus	вкус
tropske	тропическа
tropske	тропически
canis	canis
almanah	алманах
poplava	наводнения
poplava	наводнение
poplava	потоп
poplava	наводнения
poplava	наводнение
poplava	наводнения
poplava	наводненията
sergio	серджо
primjeni	прилага
primjeni	прилагане
tramvaj	трамвай
tramvaj	количка
tramvaj	количката
tramvaj	трамвай
kraljevsko	роял
kraljevsko	кралско
kraljevsko	кралска
kraljevsko	royal
kraljevsko	кралски
sim	сим
sim	сим
bosanskih	босненски
leone	леоне
leone	лион
leone	леон
probiti	проникне
ukratko	накратко
ukratko	кратко
ukratko	къса
ukratko	кратка
ukratko	късо
ukratko	кратък
pjevala	санг
japansko	японско
japansko	японска
japansko	японци
japansko	японец
japansko	японски
pečat	печат
pečat	печат
pečat	тюлен
pečat	сийл
ebert	ебърт
prehrane	храненето
prehrane	хранене
natječaj	търг
natječaj	нежна
natječaj	нежно
natječaj	нежен
natječaj	конкурс
natječaj	състезание
esejist	есеист
violina	цигулка
maxim	максим
počinio	отдадена
počinio	извършено
počinio	извършени
počinio	обвързан
počinio	ангажиран
proteina	протеини
proteina	протеин
proteina	белтък
lyon	лайън
lyon	лион
osvajača	нашественици
danilo	данило
barcelone	барселона
miles	майлс
miles	мили
miles	километри
zrcala	огледала
zrcala	огледалата
zaštitnika	покровител
zaštitnika	патрон
esej	есе
esej	есето
similis	similis
izbijanja	епидемия
izbijanja	огнище
postizanje	постигане
postizanje	постигане
postizanje	достигането
postizanje	достигане
argumentum	argumentum
konvencije	конвенции
konvencije	конвенция
konvencije	конгрес
odražava	отразява
odražava	отразява
iznutra	вътрешно
iznutra	вътре
grijeha	грехът
grijeha	грехове
grijeha	грях
karakterističan	отличителен
karakterističan	отличителни
bratstvo	братство
bratstvo	братство
bratstvo	братството
dinara	динар
dinara	динара
dinara	динара
pgp	pgp
vlakana	влакно
vlakana	влакна
krzno	козина
krzno	козината
krzno	кожи
satima	часове
vuka	улф
vuka	уолф
vuka	вълк
vuka	вълчо
vuka	волф
pokrenuta	изстреляна
pokrenuta	изстрелян
deutsche	deutsche
deutsche	дойче
glasine	слух
glasine	слухове
glasine	слух
glasine	слухове
radionica	работилница
radionica	работилницата
radionica	семинар
vjenčanja	сватбите
vjenčanja	сватби
camp	лагер
britaniju	британия
britaniju	великобритания
revoluciju	революция
maribor	марибор
hampshire	хемпшир
leptir	пеперудата
leptir	пеперуда
prikazano	показано
prikazano	показан
prikazano	показани
prikazano	показано
prikazano	препоръчани
ubojice	убийците
ubojice	убийци
ubojice	убийци
ubojice	убийци
tvrdeći	твърдейки
glasom	гласът
glasom	глас
suha	суха
suha	сухи
suha	сухо
suha	сух
bora	бора
hunt	хънт
hunt	лов
uši	въшки
uši	уши
uši	ушите
bitaka	сражения
bitaka	битки
bitaka	битките
graf	графика
graf	графиката
graf	граф
potpora	подпомагане
potpora	подкрепа
potpora	поддръжка
baterija	батерията
baterija	акумулатор
baterija	батерия
baterija	батерии
mita	подкупи
mita	подкупите
fritz	фриц
acer	acer
poznavanje	познаване
poznavanje	знания
poznavanje	познания
poznavanje	знание
poznavanje	познание
atlanta	атланта
fallingrain	fallingrain
petru	петра
vjenčanje	свадба
vjenčanje	сватба
kuge	чумата
kuge	чума
kurt	кърт
kurt	курт
pomogli	помогнал
sul	сул
zahvalnosti	признателност
zahvalnosti	благодарност
gene	джийн
gene	ген
gene	джин
gene	гена
bojan	боян
ekološki	екологично
ekološki	екологичен
ekološki	екологични
ekološki	екологична
vice	порок
vice	пороци
parovi	двойките
parovi	двойки
uništavanje	унищожаването
uništavanje	унищожаване
uništavanje	разрушение
uništavanje	разрушения
uništavanje	унищожение
uništavanje	разрушаване
horor	ужас
horor	ужаси
linux	linux
dinko	динко
faraon	фараонът
faraon	фараон
faraon	фараона
zenit	зенит
liječnici	лекарите
liječnici	доктори
liječnici	лекари
zamjene	заместители
zamjene	заместници
susjeda	съсед
susjeda	съседка
susjeda	съсед
susjeda	съседка
ahmed	ахмед
tekuće	текущо
tekuće	течни
tekuće	течна
tekuće	течност
tekuće	течно
tekuće	течен
preuzimanja	сваляния
ograničeno	ограничено
ograničeno	ограничена
ograničeno	limited
ograničeno	ограничен
ograničeno	ограничени
ograničeno	ограничено
ograničeno	ограничена
ograničeno	ограничен
ograničeno	ограничени
testiranje	изпитване
testiranje	тестване
dog	куче
dog	кучето
dog	дог
definicije	определения
definicije	дефиниция
definicije	определение
audi	ауди
tokyo	токио
pronađe	намира
stavove	нагласи
stavove	отношението
besplatno	свободно
besplatno	свободни
besplatno	свободен
besplatno	свободна
besplatno	безплатни
besplatno	безплатно
forest	форест
forest	гора
forest	горски
promatranje	наблюдаване
promatranje	наблюдение
promatranje	наблюдения
karen	карен
karen	керън
karen	карън
kukuruz	царевица
posthumno	посмъртно
posthumno	посмъртно
chamberlain	чембърлейн
trening	тренировки
trening	обучение
trening	тренировка
trening	тренировка
trening	практика
trening	тренировка
poduzetnik	предприемач
poljoprivredne	селскостопански
poljoprivredne	селскостопанска
poljoprivredne	земеделски
grebena	рифове
catherine	катрин
catherine	катерина
studentima	студенти
studentima	ученици
pretpostavke	предположения
pretpostavke	допускания
pretpostavke	хипотези
anđeli	ангелите
anđeli	ангели
jugozapadnoj	югозападна
pita	баница
pita	пай
pita	пита
prijetnje	заплахи
odobrio	одобрено
odobrio	одобрен
odobrio	одобрени
odobrio	одобрена
odobrio	разрешена
odobrio	оторизиран
odobrio	упълномощен
snyder	снайдер
dale	дейл
pacijent	пациентът
pacijent	пациентка
pacijent	търпелив
pacijent	пациент
snova	сънища
snova	мечтите
snova	мечти
malta	малта
justin	джъстин
dostignuća	постижения
dostignuća	постижения
hoffman	хофман
liber	liber
edgar	едгар
mučenika	мъченици
koraka	стъпала
koraka	стъпки
koraka	стълби
koraka	крачки
japanci	японско
japanci	японска
japanci	японци
japanci	японец
japanci	японски
ozbiljne	тежки
ozbiljne	тежка
austin	остин
iznimka	изключения
iznimka	изключение
pogreška	грешка
pogreška	грешка
kriterij	критерий
kriterij	критерии
membrane	мембрани
marijana	мариан
opseg	обхват
pobjedio	уон
pobjedio	спечели
povezivanje	свързване
povezivanje	връзка
povezivanje	връзката
povezivanje	връзка
povezivanje	свързване
povezivanje	свържете
povezivanje	свързване
povezivanje	свързващи
ugljik	въглероден
ugljik	въглерод
powell	пауъл
kontrolira	контроли
kontrolira	контрол
kontrolira	управление
slaba	слабо
slaba	слаби
slaba	слаб
slaba	слаба
konji	кончета
konji	коне
konji	конете
pristaje	припадъци
pristaje	пасва
pristaje	съвпада
odobrenje	разрешително
odobrenje	разрешаване
odobrenje	разрешение
odobrenje	одобрение
odobrenje	одобряване
odobrenje	клирънс
odobrenje	разрешение
mostova	мостове
mostova	мостовете
novinarka	журналист
novinarka	журналистка
novinarka	репортера
novinarka	репортер
novinarka	репортерка
novinarka	репортерът
flora	флора
propast	гибел
stilova	стилове
stilova	стайлс
hbo	hbo
opremljena	монтирана
opremljena	монтирани
opremljena	монтирано
opremljena	монтиран
opremljena	снабден
opremljena	оборудвано
opremljena	оборудвани
opremljena	оборудван
opremljena	оборудвана
izvanredno	необикновено
izvanredno	необикновен
izvanredno	изключителна
izvanredno	изключителен
izvanredno	изключителна
tvoj	вашият
tvoj	твоят
tvoj	твоя
tvoj	твоята
tvoj	твой
tvoj	твоя
tvoj	твоята
velimir	велимир
seattle	сиатъл
catocala	catocala
planeti	планетите
planeti	планети
protokol	протокол
protokol	протоколът
terra	тера
umjetna	изкуствен
umjetna	изкуствена
umjetna	изкуствени
umjetna	изкуствено
svinja	прасе
svinja	свиня
tesla	тесла
luigi	луиджи
metro	метро
metro	метрото
kamenje	камъни
kamenje	камъни
kamenje	скали
operativne	оперативно
operativne	оперативен
operativne	оперативни
operativne	оперативна
reinhold	райнхолд
pumpe	помпите
pumpe	помпи
vodoravno	хоризонтално
vodoravno	хоризонтални
vodoravno	хоризонтално
vodoravno	хоризонтален
vodoravno	хоризонтална
neven	невен
vela	воала
vela	воал
vela	воали
golf	голф
sklonost	склонност
sklonost	наклон
sugerira	предполага
palazzo	палацо
većinski	мнозинство
većinski	мнозинството
većinski	мажоритарен
optički	оптичен
optički	оптична
optički	оптични
napoleona	наполеон
ovaca	овце
ovaca	овче
ovaca	овца
beck	бек
helen	хелен
helen	хелън
manga	манго
manga	манга
organi	органите
organi	органи
kantona	кантон
okupljanja	събирания
okupljanja	събирания
branitelji	защитниците
branitelji	защитници
teritoriji	територия
teritoriji	територии
teritoriji	територията
sutra	утре
kariba	карибите
maroko	мароко
unutarnja	вътрешна
unutarnja	вътрешно
unutarnja	вътрешни
unutarnja	вътрешен
zapovjednici	командирите
zapovjednici	командири
moguć	възможно
moguć	възможен
moguć	възможна
moguć	възможни
građanima	граждани
građanima	гражданите
jačanje	засилване
jačanje	укрепване
jačanje	тласък
jačanje	подсилване
trinidad	тринидад
alpe	алпи
alpe	алпите
slučajevi	случаи
springer	спрингър
jupitera	юпитер
gif	gif
namjerava	възнамерява
sebastian	себастиан
sebastian	себастиян
novinari	преса
novinari	натиснете
novinari	натисни
novinari	пресата
novinari	журналисти
novinari	журналистите
novinari	репортери
novinari	репортерите
plaže	beach
plaže	плажът
plaže	плаж
plaže	бряг
plaže	плажа
plaže	плажове
plaže	плажовете
masters	господари
masters	мастърс
masters	майстори
dekan	дийн
sony	sony
sony	сони
privukao	привлече
privukao	привлечен
privukao	привлечени
privukao	привлечена
zec	заек
zec	хеър
zec	заек
zec	зайо
zec	зайче
šećer	захар
punta	пунта
sfera	сферата
sfera	сфера
profesionalna	професионални
profesionalna	професионална
profesionalna	професионалист
profesionalna	професионален
profesionalna	професионално
sex	секс
sex	секса
sex	сексът
invazija	инвазия
invazija	нашествие
invazija	нахлуване
govornici	оратори
genocid	геноцид
imenice	съществителни
blackmore	блекмор
bare	езерце
bare	понд
preporod	възраждане
preporod	съживяване
plodovi	плодове
loša	лоша
loša	зле
loša	лошо
loša	лош
loša	кофти
promjeru	диаметър
laboratorij	лабораторен
laboratorij	лабораторно
laboratorij	лаборатория
laboratorij	лабораторна
laboratorij	лабораторията
laboratorij	лаборатория
rezidencija	пребиваване
rezidencija	резиденция
lange	ланг
boca	бока
boca	бутилката
boca	шише
boca	бутилка
minas	минас
košarka	баскетбол
košarka	баскетбола
košarka	баскетболен
tragedija	трагедия
tragedija	трагедията
bavarske	баварски
nominaciju	номинация
nominaciju	номинацията
acronicta	acronicta
specifična	конкретни
specifična	специфично
specifična	специфичен
specifična	специфична
specifična	специфични
dokazano	доказан
dokazano	доказана
dokazano	доказано
dokazano	доказани
divlja	диво
divlja	дивак
divlja	диви
divlja	дива
divlja	див
iznenađenje	изненада
prikupljanje	събиране
prikupljanje	колекция
greda	лъч
greda	греда
greda	лъчи
greda	греди
ličnost	характер
ličnost	личността
ličnost	индивидуалност
ličnost	личност
božanstva	божество
božanstva	божества
elongata	elongata
kukuruza	царевица
izričito	изрично
drukčije	различна
drukčije	различно
drukčije	различни
drukčije	различен
tribina	пейките
panorama	панорама
incident	инцидент
veleposlanik	посланник
veleposlanik	посланик
slovaci	словаци
pijanist	пианист
okupio	сглобени
christie	кристи
bodovi	точки
gume	гуми
gume	гумите
gume	гуми
gume	гумите
turističko	туристи
turističko	туристическа
turističko	турист
turističko	туристически
gps	gps
mjuzikl	музикален
mjuzikl	музикално
mjuzikl	мюзикъл
mjuzikl	музикална
daj	дай
tjedno	седмични
tjedno	седмично
tjedno	седмична
tjedno	седмичен
delaware	делауеър
baca	хвърля
peck	пек
mauzolej	мавзолей
torpedo	торпедото
torpedo	торпедо
