در	vrata
مورد	primer
سده	stoletje
ثبت	sečnja
ثبت	beleženje
ثبت	dnevnik
ثبت	log
ثبت	deblo
وجود	obstoja
وجود	obstoj
زبان	jezike
زبان	jeziki
زبان	jezik
زبان	jezikovno
زبان	jezikovna
زبان	jezik
زادگان	potomec
مسکونی	stanovanjske
مسکونی	stanovanjska
مسکونی	stanovanjsko
مسکونی	stanovanjskih
مسکونی	stanovanjski
شماره	številka
شماره	število
کار	zaposlitev
کار	job
کار	opravilo
کار	delo
کار	dela
کار	delo
کار	dela
کار	delovna
کار	delovno
کار	delovni
اما	toda
اما	ampak
اما	vendar
بازیگران	snemanje
بازیگران	igralci
بازیگران	akterji
روی	roy
روی	cinkov
روی	cink
روی	cinka
فرودگاه	letališče
صورت	obraz
صورت	obraza
صورت	face
مرکز	osrednje
مرکز	centralne
مرکز	centralno
مرکز	osrednji
مرکز	centralni
مرکز	središče
مرکز	center
مرکز	središče
مرکز	center
زمان	čas
زمان	časa
شرکت	korporacija
شرکت	podjetniški
شرکت	družbo
شرکت	četa
شرکت	podjetje
شرکت	družba
مقاله	spis
مقاله	esej
مقاله	članek
مقاله	člena
مقاله	člen
مقاله	izdelek
مقاله	členi
مقاله	članki
مقاله	izdelki
تیم	tim
تیم	ekipno
تیم	ekipa
تیم	team
مرد	moški
مرد	mož
مرد	človek
انگلیسی	angleško
انگلیسی	angleščina
انگلیسی	angleži
انگلیسی	angleški
نظر	komentar
نظر	mnenje
نظر	mnenja
جهانی	mednarodne
جهانی	mednarodni
جهانی	mednarodna
جهانی	mednarodno
جهانی	univerzalno
جهانی	univerzalnih
جهانی	univerzalni
جهانی	univerzalne
جهانی	univerzalna
جهانی	svetovna
جهانی	globalni
جهانی	globalno
جهانی	svetovno
جهانی	svet
جهانی	svetovna
جهانی	svetovno
جهانی	world
همچنین	tudi
همچنین	preveč
زندگی	živeti
زندگی	živel
زندگی	živela
زندگی	zivljenje
زندگی	life
زندگی	življenje
زن	ženska
زن	žensko
زن	ženska
زن	ženski
زن	samica
زن	žensko
زن	žena
زن	zena
زن	soproga
زیر	spodaj
زیر	pod
آنها	njimi
آنها	jih
آنها	njih
آنها	so
هستند	so
جوایز	nagrade
جوایز	nagrade
روستا	vasi
روستا	vasica
تهران	teheranu
بازی	igro
بازی	tekma
بازی	tekmo
بازی	igra
بازی	tekme
بازی	igre
بازی	igrah
بازی	igrice
بازی	iger
بازی	igraj
تاریخی	zgodovinski
تاریخی	zgodovinska
تاریخی	zgodovinsko
تاریخی	zgodovinski
تاریخی	zgodovinsko
تاریخی	zgodovinska
تاریخی	zgodovinske
فرانسه	francosko
فرانسه	francoska
فرانسه	francoščina
فرانسه	francoski
فرانسه	francijo
فرانسه	francija
فرانسه	france
جنگ	vojno
جنگ	vojne
جنگ	vojna
باید	mora
دست	roke
دست	roka
دست	roki
دست	roka
شورای	svet
شورای	sveta
محل	plac
محل	kraj
محل	lokacija
محل	lokacijo
های	hai
توابع	funkcije
توابع	funkcij
کتاب	knjigo
کتاب	knjiga
کتاب	knjige
کتاب	knjig
آلمان	nemško
آلمان	nemec
آلمان	nemška
آلمان	nemščina
آلمان	nemški
آلمان	nemčija
سطح	ravni
سطح	stopnje
سطح	nivoji
سطح	površino
سطح	površje
سطح	ploskev
سطح	nivo
سطح	stopnja
سطح	raven
اصلی	glavne
اصلی	main
اصلی	glavni
اصلی	glavno
اصلی	glavna
اصلی	prvotna
اصلی	izvirnik
اصلی	izvirno
اصلی	prvotni
اصلی	original
اصلی	primarno
اصلی	primarne
اصلی	primarna
اصلی	primarni
ساخت	gradnja
ساخت	konstrukcija
ساخت	gradbeništvo
ساخت	izdelava
ساخت	proizvodnja
المپیک	olimpijski
المپیک	olympic
اول	prva
اول	prvo
اول	prvi
اول	najprej
سازمان	organizacijo
سازمان	organizacija
سازمان	organizacijo
سازمان	organizacija
سازمان	agencija
سه	tri
سه	trije
سه	tremi
سه	three
مرکزی	osredotočen
مرکزی	središčem
مرکزی	osrednje
مرکزی	centralne
مرکزی	centralno
مرکزی	osrednji
مرکزی	centralni
ایالت	stanje
ایالت	država
ایالت	državno
زنده	živa
زنده	živega
زنده	živ
فارسی	farsi
فارسی	perzijski
بین	bean
بین	med
انگلستان	anglija
انگلستان	england
انگلستان	angliji
انگلستان	anglije
انگلستان	anglijo
موسیقی	glasba
موسیقی	muzika
موسیقی	glasbo
گروه	band
گروه	bend
گروه	ansambel
گروه	skupino
گروه	skupinsko
گروه	skupinski
گروه	skupinska
گروه	skupina
جایزه	bonus
جایزه	nagrada
جایزه	nagrado
جایزه	nagrada
جایزه	nagrado
بیشتر	večina
بیشتر	večini
بیشتر	največ
بیشتر	najbolj
بیشتر	več
بیشتر	bolj
جنوبی	južna
جنوبی	južno
جنوبی	južni
جنوبی	južno
جنوبی	jug
جنوبی	južna
روز	dan
روز	day
روز	podnevi
جمهوری	republike
جمهوری	republiko
جمهوری	republika
مرگ	smrt
ولی	toda
ولی	ampak
ولی	vendar
داد	dodd
آمریکایی	ameriške
آمریکایی	ameriško
آمریکایی	ameriški
آمریکایی	ameriška
نقش	vloga
منطقه	regiji
منطقه	regija
منطقه	cona
منطقه	območje
منطقه	okrožje
منطقه	območje
منطقه	površina
منطقه	področje
بسیار	zelo
بسیار	številni
بسیار	mnogi
بسیار	veliko
بسیار	much
بسیار	veliko
اسلامی	islamske
اسلامی	islamski
بزرگ	velika
بزرگ	velike
بزرگ	velika
بزرگ	veliki
بزرگ	velike
بزرگ	velik
اروپا	europe
اروپا	evropa
اروپا	evropo
اروپا	evropi
اروپا	europa
روستایی	podeželski
روستایی	podeželje
روستایی	podeželske
روستایی	podeželska
روستایی	vaščan
روستایی	kmečka
روستایی	kmet
روستایی	kmetica
آمار	statistika
آمار	statistike
آمار	statistiko
فعالیت	dejavnost
فعالیت	dejavnosti
فعالیت	aktivnost
فعالیت	aktivnosti
اشاره	namig
زاده	rojen
زاده	rojena
زاده	rojene
زاده	rojeni
زاده	rodil
محمد	mohammad
محمد	muhammad
محمد	mohamed
محمد	mohamed
بریتانیا	britanija
بریتانیا	britanijo
بریتانیا	britanski
بریتانیا	britanci
بریتانیا	britansko
بریتانیا	britanija
بریتانیا	britaniji
بریتانیا	britanijo
مانند	kot
چند	multi
شمالی	severna
شمالی	severni
شمالی	severno
شمالی	sever
شمالی	severna
شمالی	severno
شمالی	severni
شمالی	severne
شمالی	karolini
شمالی	karolina
آب	vode
آب	vodo
آب	voda
خورشیدگرفتگی	mrk
ایرانی	perzijski
ایرانی	iranski
ایرانی	iransko
اطلاعات	info
اطلاعات	informacije
اطلاعات	obveščanje
اطلاعات	podatki
اطلاعات	informacija
اطلاعات	informacije
اطلاعات	podatek
ایجاد	ustvarjati
ایجاد	ustvariti
ایجاد	ustvarjanje
ایجاد	ustvari
ایجاد	stvaritev
ایجاد	ustanovitev
ایجاد	ustvarjanje
ایجاد	ustvarjanje
ایجاد	ustvari
مالک	lastnik
مالک	lastnica
مالک	malik
امنیت	varnost
امنیت	varovanje
امنیت	varnosti
امنیت	varnost
نوع	type
نوع	vrsta
نوع	tip
مردم	ljudje
مردم	ljudstvo
مردم	osebe
مردم	ljudi
دلیل	razlog
دلیل	razlogi
دلیل	vzrok
روستای	vasi
روستای	vasica
دور	daleč
دور	stran
اولین	evelyn
مربوط	ustrezni
مربوط	ustrezna
مربوط	povezano
مربوط	povezani
بار	obremenitve
بار	naloži
بار	obremenitev
بار	barr
بار	bar
دریا	morje
شما	si
شما	ti
شما	tvoje
شما	tvoji
شما	vaš
شما	tvoj
شما	tvoja
شما	vaša
برابر	enaka
برابر	enaki
برابر	enako
تولید	izdelava
تولید	proizvodnja
تولید	proizvodnja
تولید	pridelava
تولید	produkcija
تولید	proizvodnjo
تولید	ustvari
تپه	hrib
تپه	grič
تپه	hill
تنها	sama
تنها	sami
تنها	sam
تنها	le
تنها	samo
تنها	osamljeno
تنها	samotno
تنها	osamljena
تنها	osamljeni
تنها	osamljen
شرقی	vzhodni
شرقی	vzhod
شرقی	vzhodna
شرقی	vzhodno
شرقی	oriental
شرقی	vzhodni
شرقی	vzhodna
شرقی	vzhodno
یونسکو	unesco
برخی	nekatere
برخی	nekaterim
برخی	nekateri
برخی	nekaj
برخی	neki
میان	med
جهان	svet
جهان	svetovna
جهان	svetovno
جهان	world
جهان	jahan
جام	pokal
جام	skodelico
جام	skodelica
جام	lonček
ها	huh
ها	mmmm
ها	hmmm
ارتفاع	višina
ارتفاع	višina
ارتفاع	višine
کد	kodo
کد	šifra
کد	oznaka
کد	koda
کشف	odkrila
کشف	odkril
کشف	odkrite
کشف	odkrita
کشف	odkrili
کشف	odkrit
کشف	odkriti
کشف	odkrili
کشف	odkritje
کشف	discovery
نشان	značko
نشان	značka
حذف	odstranjevanje
حذف	izbris
حذف	brisanje
حذف	odstrani
حذف	izbris
حذف	brisanje
تلویزیونی	televizijo
تلویزیونی	televizija
غربی	zahodna
غربی	zahod
غربی	zahodno
غربی	zahodna
غربی	zahodni
غربی	western
غربی	zahodno
گرفته	slikano
گرفته	vzet
دوران	dobe
دوران	obdobja
دوران	era
شامل	vključeni
شامل	vključena
شامل	vključene
شامل	vključen
شامل	vključeno
شامل	vključi
شامل	vključuje
بهترین	najboljša
بهترین	najboljši
بهترین	best
بهترین	najboljše
دولت	stanje
دولت	država
دولت	državno
دولت	vladna
دولت	vlado
دولت	vladno
دولت	vlada
دولت	vladni
دولت	vlade
همراه	mobilna
همراه	mobilni
همراه	mobilnih
همراه	mobilno
همراه	povezavi
همراه	spremljevalni
همراه	spremljevalne
همراه	spremni
چپ	levica
چپ	levi
چپ	levo
چپ	leva
ایتالیا	italia
ایتالیا	italija
ایتالیا	italijanske
ایتالیا	italijanski
ایتالیا	italijansko
ایتالیا	italijanska
ایتالیا	italijan
صفحه	stran
مجلس	parlament
مجلس	skupščina
مجلس	sklop
مجلس	sestavljanje
مجلس	sestav
تحت	pod
آغاز	začetek
آغاز	start
آغاز	štart
آغاز	začni
آغاز	začetek
آغاز	zagon
ویکی	wiki
ویکی	vicky
راه	pot
راه	pot
راه	način
کشتی	ladje
کشتی	ladjo
کشتی	ladja
کشتی	rokoborba
کشتی	rokoborbo
کشتی	jadrnica
کشتی	ladja
کشتی	čoln
بودند	bili
الگو	vzorec
توجه	pozor
توجه	pozornost
بن	bena
بن	ben
همه	vsi
همه	vsi
همه	vsem
همه	vse
همه	vseh
همه	vsi
کوچک	majhno
کوچک	majhni
کوچک	majhen
کوچک	majhne
کوچک	majhna
کوچک	male
کوچک	mali
کوچک	manjše
کوچک	manjši
کوچک	manjša
ژاپن	japonska
ژاپن	japonsko
رسمی	uradnik
رسمی	uradna
رسمی	uradno
رسمی	uradni
رسمی	formalno
رسمی	formalnega
اسلام	islam
سپتامبر	september
سپتامبر	septembra
پرونده	case
پرونده	zaboj
پرونده	primer
پرونده	datoteka
پرونده	datoteko
ماه	mesec
ماه	meseca
ماه	meseci
ماه	meseca
ماه	mesece
ماه	mesecev
ماه	mesec
ماه	luna
ماه	luni
ماه	moon
اوت	avgusta
اوت	august
اوت	avgust
اوت	avg
هزار	tisoč
تابستانی	summer
تابستانی	poletna
تابستانی	poletni
تابستانی	poletno
تابستانی	poleti
تابستانی	poletje
چون	ker
چون	kadar
چون	ko
چون	kdaj
آوریل	apr
آوریل	april
آوریل	aprila
تغییر	spreminjanje
تغییر	spreminja
تغییر	spremeni
تغییر	spremembe
تغییر	spremeni
تغییر	sprememba
مجموعه	pobiranje
مجموعه	zbirka
مجموعه	kolekcija
مجموعه	zbirko
مجموعه	zbiranje
سیاسی	politični
سیاسی	politično
سیاسی	politična
شکل	oblika
شکل	oblike
شکل	forme
شکل	obliko
شکل	oblika
شکل	obrazec
شکل	obliko
شکل	oblikovano
شکل	oblikovan
مارس	marec
مارس	marca
مارس	pohod
مارس	mars
درخواست	zahteva
درخواست	prošnja
درخواست	zahtevek
کیلومتر	kilometer
کیلومتر	kilometre
کیلومتر	kilometrov
کیلومتر	kilometri
کیلومتر	kilometer
کیلومتر	kilometre
کیلومتر	kilometrov
کیلومتر	kilometri
جمله	kazen
جمله	stavek
جمله	obsodba
گردشگری	turizem
گردشگری	turistična
گردشگری	turistični
گردشگری	turistične
گردشگری	turist
گردشگری	turistično
گردشگری	znamenitosti
شهری	urban
شهری	mestna
شهری	urbana
شهری	mestne
شهری	občinski
شهری	city
شهری	mesto
شهری	mestu
ممکن	možen
ممکن	možna
ممکن	možne
ممکن	možni
ممکن	možno
لیگ	league
لیگ	ligo
لیگ	liga
روسیه	ruska
روسیه	rus
روسیه	ruski
روسیه	rusko
روسیه	rusija
روسیه	rusijo
منابع	vire
منابع	viri
منابع	vire
منابع	sredstva
منابع	viri
نخستین	prva
نخستین	prvo
نخستین	prvi
نخستین	najprej
شاه	king
شاه	kralj
جنوب	južna
جنوب	južno
جنوب	južni
جنوب	južno
جنوب	jug
جنوب	južna
طور	priklop
طور	mount
طور	tur
تشکیل	oblikovane
تشکیل	oblikovani
تشکیل	nastanek
تشکیل	formacijo
فوت	nogo
فوت	noga
فوت	stopalo
فوت	foote
اکتبر	oktobra
اکتبر	oktober
ژوئن	junij
ژوئن	june
ژوئن	junija
چه	kaj
امکان	možen
امکان	možna
امکان	možne
امکان	možni
امکان	možno
امکان	možnost
نویسندگان	avtorji
سر	sar
سر	glavo
سر	glava
سر	head
سر	glave
سر	glav
حزب	zabava
حزب	zabavo
حزب	žur
حزب	party
ما	naše
ما	naš
ما	najina
ما	naši
ما	najin
ما	naša
فرهنگ	kulture
فرهنگ	kulturo
فرهنگ	kultura
برندگان	zmagovalcev
برندگان	zmagovalci
برندگان	zmagovalce
بدون	brez
خانه	house
خانه	hiša
خانه	hisa
خانه	hiška
خانه	domača
خانه	doma
خانه	domov
خانه	dom
دسامبر	december
دسامبر	decembra
موارد	postavk
موارد	predmeti
موارد	postavke
موارد	primeri
موارد	primerov
هند	indija
هند	indijo
آلبوم	album
آلبوم	albuma
آزاد	svoboden
آزاد	prosto
آزاد	free
آزاد	svobodna
آزاد	brezplačno
آزاد	brezplačna
چاپ	odtis
چاپ	tiskanje
چاپ	tisk
علمی	znanost
علمی	znanosti
علمی	znanstvena
علمی	znanstveno
علمی	znanstvene
نوامبر	november
نوامبر	novembra
نوامبر	november
آسیا	azijske
آسیا	azijskih
آسیا	azijski
شمال	severna
شمال	severni
شمال	severno
شمال	sever
شمال	severna
شمال	severno
شمال	severni
شمال	severne
پایان	konec
علوم	znanost
علوم	znanosti
علوم	vede
علوم	ved
علوم	znanosti
جان	john
جان	janez
جان	janeza
سید	sid
کالیفرنیا	california
کالیفرنیا	kalifornija
قرن	stoletje
بازیگر	igralka
بازیگر	igralke
بازیگر	igralec
صنایع	industries
صنایع	industrijo
صنایع	panoga
صنایع	industrija
گونه	lice
گونه	vrsta
گونه	vrste
کانادا	kanada
کانادا	kanado
کانادا	kanadska
کانادا	kanadsko
کانادا	kanadski
اسپانیا	španija
اسپانیا	špansko
اسپانیا	španščina
اسپانیا	španski
اسپانیا	španska
زمین	zemeljska
زمین	zemlja
زمین	zemlje
زمین	zemljo
رئیس	šefica
رئیس	boss
رئیس	šef
برزیل	brazilija
برزیل	brazilski
سبک	svetlo
سبک	svetloba
سبک	luč
سبک	lahka
سبک	stil
سبک	slog
بالا	top
بالا	vrh
بالا	bala
جدید	novo
جدید	nov
جدید	novi
جدید	nove
جدید	nova
تصویر	sliko
تصویر	podoba
تصویر	slika
غیر	non
حضور	prisotnost
حضور	udeležba
حضور	navzočnost
حضور	prisotnost
حضور	prisotnosti
حضور	navzočnost
وارد	ward
عضو	članica
عضو	član
عضو	poslanec
عضو	darovanje
عضو	prispevek
عضو	donacijo
میراث	dediščina
میراث	zapuščine
میراث	nasledstvo
میراث	zapuščino
میراث	zapuščina
میراث	dediščina
میراث	dediščino
میراث	dediščine
زنان	ženskam
زنان	žensk
زنان	ženske
نظامی	vojaška
نظامی	vojaški
نظامی	vojska
نظامی	vojaško
قمری	lunarni
آذربایجان	azerbajdžan
جای	plac
جای	kraj
جای	jai
هیچ	katerekoli
هیچ	katerokoli
هیچ	katerikoli
چین	brado
چین	chin
چین	brada
چین	porcelan
چین	kitajski
چین	kitajsko
چین	kitajska
سیستم	sistem
ظاهر	videz
ظاهر	zahir
ادامه	nadaljevanje
ادامه	nadaljevalo
درجه	stopnja
درجه	stopinje
درجه	stopinj
درجه	čin
درجه	stopnja
انتخاب	izbira
انتخاب	izbiranje
انتخاب	izberi
انتخاب	izberi
انتخاب	izbira
موجود	razpoložljivi
موجود	razpoložljiva
موجود	obstoječa
موجود	obstoječo
موجود	obstoječe
موجود	obstoječi
دستی	ročni
دستی	ročna
دستی	priročnik
دستی	ročno
دستی	ročni
فقط	le
فقط	samo
اعلام	prijavljeni
اعلام	prijavljenih
اعلام	prijavljena
اعلام	deklaracija
اعلام	izjava
اعلام	objavim
نسبت	razmerje
اعضای	člane
اعضای	poslanci
اعضای	članice
اعضای	člani
خراسان	horasan
مسابقات	turnirju
مسابقات	turnir
مسابقات	turnirja
تلفن	telefon
تلفن	telefon
داستان	zgodba
داستان	zgodbo
داستان	zgodb
داستان	zgodbice
داستان	zgodbe
سوم	iii
سوم	tretje
سوم	tretji
سوم	tretja
خط	črta
خط	vrstica
قانون	pravo
قانون	zakon
قانون	pravilo
درگذشت	umrla
درگذشت	umrl
علت	razlog
علت	razlogi
علت	vzrok
مهم	pomembno
مهم	pomemben
مهم	pomembna
منبع	vir
منبع	vir
میلیون	milijon
میلیون	milijoni
میلیون	milijonov
میلیون	miljon
کمک	pomagaj
کمک	pomoč
کمک	pomagajte
جهت	smeri
جهت	smer
جهت	usmerjenost
جهت	usmerjenosti
جهت	usmeritev
هوایی	antena
هوایی	zračni
هوایی	zrak
هوایی	zračno
هوایی	zračna
هوایی	air
حتی	celo
نمایش	pokaži
نمایش	prikaži
نمایش	oddaja
آمریکای	ameriki
آمریکای	amerika
آمریکای	ameriko
آمریکای	america
ناحیه	regiji
ناحیه	regija
ناحیه	okrožje
ناحیه	območje
ناحیه	površina
ناحیه	področje
طراحی	zasnova
طراحی	oblikovanje
طراحی	dizajn
آموزش	poučevanje
آموزش	trening
آموزش	usposabljanja
آموزش	treningi
آموزش	usposabljanje
آموزش	izobrazba
آموزش	izobraževanja
آموزش	izobraževanje
قلعه	stronghold
قلعه	castle
قلعه	grad
قلعه	dvorec
قلعه	utrdba
قلعه	trdnjavo
قلعه	trdnjava
ویرایش	urejanje
ویرایش	urejanje
حکومت	vladna
حکومت	vlado
حکومت	vladno
حکومت	vlada
حکومت	vladni
حکومت	vlade
نمایندگان	namestniki
نمایندگان	predstavniki
نمایندگان	zastopniki
نمایندگان	delegati
بازدید	obiskal
بازدید	obiskala
بازدید	revizija
بازدید	pregledovanje
بازدید	pregled
بازدید	obisk
بازدید	obiščite
بازدید	obiske
بازدید	obiski
بازدید	obiskov
بازدید	obisk
شیمیایی	kemikalija
شیمیایی	kemična
شیمیایی	kemijsko
شیمیایی	kemično
شیمیایی	kemikalij
شیمیایی	kemikalije
مساحت	območje
مساحت	površina
مساحت	področje
ادبیات	literaturo
ادبیات	književnost
ادبیات	literatura
موضوع	vsebina
موضوع	tema
موضوع	predmet
موضوع	osebek
موضوع	subjekt
شبکه	mrežo
شبکه	mreža
شبکه	omrežje
شبکه	povezovanje
شبکه	mreženje
شبکه	omrežja
شبکه	mreža
شبکه	omrežje
برنامه	app
برنامه	aplikacija
برنامه	aplikaciji
برنامه	aplikacijo
برنامه	program
برنامه	urnik
برنامه	razpored
برنامه	program
کاربران	uporabniki
تولد	rojstva
تولد	rojstvo
تبدیل	pretvori
تبدیل	pretvorba
تبدیل	preusmeritev
تبدیل	pretvorbe
تبدیل	preoblikovanje
تبدیل	transformacije
تبدیل	preobrazba
دریایی	morskih
دریایی	marinec
دریایی	marine
دریایی	morsko
سن	sen
سن	starost
سن	seine
سن	san
سن	sveti
سن	svetnik
سن	svetnica
سن	saint
عربی	arabi
عربی	arabski
عربی	arabsko
عربی	arabska
روش	roche
روش	metoda
روش	metodo
بازیکن	igralec
بازیکن	predvajalnik
بازیکن	igralca
بازیکن	igralci
بازیکن	igralca
بازیکن	igralce
بازیکن	akterji
رفته	odšel
بودن	počutje
نتیجه	izidi
نتیجه	izid
نتیجه	rezultati
نتیجه	izidi
نتیجه	rezultat
نتیجه	izid
نتیجه	zaključek
نتیجه	sklep
نتیجه	ugotovitev
انقلاب	revolucijo
انقلاب	revolucije
انقلاب	revolucija
تگزاس	teksas
تگزاس	texas
عراق	irak
عراق	iraku
شروع	začetek
شروع	start
شروع	štart
شروع	začni
شروع	zagon
هنر	umetnost
هنر	umetnosti
هنر	umetnost
هنر	umetnosti
هنر	art
زمینه	ozadje
قسمت	delno
قسمت	del
قسمت	epizodo
قسمت	epizode
قسمت	epizoda
بررسی	preverjanje
بررسی	preveri
بررسی	preveriti
بررسی	preverjanje
بررسی	preverite
مدیر	upravnik
مدیر	upravitelj
مدیر	upravljalnik
مدیر	menedžer
مدیر	administrator
مدیر	upravitelj
مدیر	administratorja
مدیر	ravnatelj
مدیر	ravnateljica
مدیر	glavnica
باز	odpri
باز	odprto
باز	zadaj
باز	hrbet
باز	nazaj
ترکیه	turčija
ترکیه	turška
ترکیه	turški
ترکیه	turško
مدال	medaljo
مدال	medalja
مدال	medalje
حقوق	plača
حقوق	plačo
حقوق	plač
حقوق	plače
حقوق	pravo
حقوق	zakon
حقوق	pravice
دی	dey
عمومی	javnosti
عمومی	javna
عمومی	javnost
عمومی	javno
عمومی	splošno
عمومی	splošni
عمومی	splošna
حسین	hossein
حسین	husein
حسین	hussain
ترجمه	prevajanje
ترجمه	prevajanje
ترجمه	prevod
دقیقه	zapisnik
دقیقه	minut
دقیقه	minutah
دقیقه	minute
دقیقه	minuta
دقیقه	minuto
رنگ	barve
رنگ	barvni
رنگ	barvo
رنگ	barvno
رنگ	barva
رنگ	barve
رنگ	barvni
رنگ	barvo
رنگ	barva
چاه	chah
افزایش	povečanje
افزایش	zvišanje
افزایش	povišanje
افزایش	povečanje
افزایش	naraščajoče
افزایش	povečevanje
افزایش	povečana
افزایش	povečan
افزایش	povečano
افزایش	zvišana
طبیعی	naravnega
طبیعی	naravni
طبیعی	naraven
طبیعی	naravno
طبیعی	naravna
طبیعی	naravne
طبیعی	normalno
طبیعی	običajno
طبیعی	normalen
طبیعی	normalna
طبیعی	običajna
معروف	slavni
معروف	slaven
معروف	znana
معروف	znani
معروف	znan
مدیریت	upravljanje
مدیریت	obvladovanje
گل	rožice
گل	cvetje
گل	cvetovi
گل	rože
گل	cvet
گل	cveta
گل	roža
گل	rožica
گل	gol
گل	cilj
انتشار	razširjanje
انتشار	difuzije
انتشار	izdajanje
انتشار	objavo
انتشار	objavljanje
انتشار	objavi
انتشار	širjenje
انتشار	emisije
ایشان	so
نیاز	potrebo
نیاز	potreba
نیاز	potreben
نیاز	potrebna
نیاز	potrebovali
نیاز	rabi
نیاز	potrebe
نیاز	potrebuje
نیاز	potreb
نیاز	zahtevana
نیاز	zahtevani
نیاز	zahtevan
نیاز	zahtevano
توضیح	komentar
ترکیب	mešanica
ترکیب	združi
ترکیب	združujejo
ترکیب	sestavi
ترکیب	sestava
ترکیب	kombinaciji
ترکیب	kombinacija
ترکیب	kombinacijo
ترکیب	spojina
دریافت	sprejemam
دریافت	prejemanje
دریافت	prejeti
دریافت	sprejem
رشته	niz
رشته	vrvica
رشته	vrvico
رشته	vrvice
رشته	nit
کننده	izvajalec
موافق	dogovorjena
موافق	dogovorjeni
موافق	dogovorjeno
هنری	gašper
هنری	henry
مواد	droge
مواد	mamila
مواد	zdravila
مواد	materialno
مواد	material
مواد	gradivo
مواد	materiali
مواد	material
مواد	materialov
درباره	glede
کارگردانی	režiral
کارگردانی	usmerjeno
کارگردانی	usmerjeni
کارگردانی	usmerjena
کارگردانی	usmerjanje
کارگردانی	vodenju
استرالیا	avstralski
اجتماعی	socialno
اجتماعی	družabni
اجتماعی	družabno
اجتماعی	socialne
اجتماعی	socialna
اجتماعی	družbena
