در	門
میراث	遺贈
میراث	遺留
میراث	遺產
میراث	遺產
زنان	婦女
زنان	女性
نظامی	軍方
نظامی	軍事
قمری	月球
جای	地方
جای	地點
جای	jai
هیچ	任何
چین	下巴
چین	中國
سیستم	系統
ظاهر	外表
ظاهر	表象
ظاهر	外觀
ظاهر	外表
ظاهر	外貌
درجه	等級
درجه	年級
درجه	學位
درجه	度
درجه	排名
درجه	度
درجه	程度
درجه	學位
انتخاب	選擇
انتخاب	選取
انتخاب	選擇
انتخاب	選擇
موجود	可用
موجود	現存
موجود	現有
دستی	手冊
دستی	手動
دستی	手持
فقط	只是
فقط	只要
اعلام	宣言
نسبت	比率
نسبت	比值
نسبت	比例
نسبت	比
اعضای	成員
مسابقات	錦標賽
تلفن	電話
تلفن	手機
تلفن	電話
داستان	動態
داستان	故事
داستان	故事
داستان	動態
سوم	第三
خط	line
خط	線
خط	線路
قانون	法律
قانون	細則
علت	理由
علت	理性
علت	原因
علت	原因
مهم	重要
منبع	來源
منبع	源
منبع	資源
میلیون	百萬
کمک	幫助
کمک	幫忙
جهت	方向
جهت	方向
جهت	方向
جهت	定向
هوایی	空中
هوایی	空中
هوایی	air
هوایی	航空
هوایی	空氣
حتی	甚至
نمایش	展示
نمایش	顯示
نمایش	show
آمریکای	美洲
آمریکای	美國
ناحیه	區域
ناحیه	區
ناحیه	地區
ناحیه	面積
ناحیه	地區
ناحیه	區域
ناحیه	區
طراحی	設計
طراحی	設計
آموزش	教書
آموزش	教學
آموزش	教
آموزش	培訓
آموزش	訓練
آموزش	教育
آموزش	學歷
قلعه	據點
قلعه	要塞
قلعه	城堡
قلعه	castle
قلعه	城
قلعه	堡壘
قلعه	要塞
ویرایش	編輯
ویرایش	剪輯
ویرایش	編輯
حکومت	政府
نمایندگان	代表
بازدید	審查
بازدید	參觀
بازدید	訪問
بازدید	訪問
بازدید	造訪
بازدید	來訪
بازدید	拜訪
شیمیایی	化學
شیمیایی	化學品
شیمیایی	化學品
مساحت	面積
مساحت	地區
مساحت	區域
مساحت	區
ادبیات	文獻
ادبیات	文學
موضوع	題目
موضوع	話題
موضوع	專題
موضوع	主題
موضوع	主題
شبکه	電網
شبکه	網路
شبکه	網路
شبکه	網
برنامه	app
برنامه	方案
برنامه	程式
برنامه	附表
برنامه	方案
کاربران	使用者
تولد	生日
تولد	生日
تولد	出生
تبدیل	轉換
تبدیل	轉換
تبدیل	轉換
تبدیل	變換
تبدیل	轉變
تبدیل	變形
تبدیل	轉換
تبدیل	變換
تبدیل	轉化
تبدیل	轉型
تبدیل	轉變
تبدیل	變形
دریایی	海事
سن	sen
سن	森
سن	年紀
سن	年齡
سن	san
سن	聖人
سن	聖
عربی	阿拉伯文
عربی	阿拉伯語
روش	roche
روش	法
روش	方法
روش	辦法
روش	方式
بازیکن	球員
بازیکن	玩家
بازیکن	球員
بازیکن	玩家
نتیجه	成果
نتیجه	結果
نتیجه	成果
نتیجه	結果
نتیجه	結果
انقلاب	革命
تگزاس	德州
تگزاس	德克薩斯州
عراق	伊拉克
هنر	藝術
هنر	美術
هنر	art
هنر	藝術品
هنر	藝術
قسمت	插曲
قسمت	集
بررسی	檢查
بررسی	檢查
بررسی	支票
مدیر	管理者
مدیر	經理人
مدیر	經理
مدیر	署長
مدیر	校長
باز	開
باز	營業
باز	開啟
باز	開放
باز	背
باز	回
ترکیه	土耳其
مدال	獎章
مدال	勳章
مدال	獎牌
مدال	獎章
مدال	勳章
مدال	獎牌
حقوق	薪水
حقوق	工資
حقوق	薪資
حقوق	薪金
حقوق	法律
حقوق	權利
دی	dey
عمومی	通用
عمومی	公眾
عمومی	公開
حسین	hossein
حسین	hussein
حسین	hussain
ترجمه	翻譯
ترجمه	翻譯
ترجمه	翻譯
دقیقه	分鐘
دقیقه	分鐘
رنگ	色
رنگ	彩色
رنگ	顏色
رنگ	色彩
رنگ	彩色
رنگ	顏色
رنگ	色彩
افزایش	增加
افزایش	提高
افزایش	增加
افزایش	增加
طبیعی	自然
طبیعی	天然
طبیعی	常態
طبیعی	正常
معروف	著名
معروف	有名
مدیریت	管理
مدیریت	管理
مدیریت	管理
گل	花
گل	鮮花
گل	花卉
گل	花兒
گل	花朵
گل	花
گل	花兒
گل	花朵
گل	目標
انتشار	擴散
انتشار	傳播
انتشار	出版
انتشار	發表
انتشار	刊登
انتشار	發表
انتشار	傳播
انتشار	繁殖
انتشار	排放
انتشار	排放量
ایشان	她們
ایشان	他們
ایشان	它們
نیاز	需求
نیاز	需要
نیاز	需要
نیاز	需求
نیاز	需要
توضیح	評論
ترکیب	混合
ترکیب	結合
ترکیب	組合
ترکیب	復合
ترکیب	化合物
ترکیب	大院
دریافت	接收
دریافت	接收
دریافت	接待
دریافت	接收
دریافت	招待會
رشته	弦樂
رشته	字串
رشته	弦
رشته	線
موافق	議定
موافق	同意
موافق	商定
موافق	同意
هنری	亨利
هنری	henry
مواد	藥品
مواد	藥物
مواد	毒品
مواد	物料
مواد	材質
مواد	材料
مواد	物料
مواد	材料
درباره	關於
استرالیا	澳洲
اجتماعی	社會
اجتماعی	社交
بانی	bonnie
جریان	電流
جریان	現任
جریان	目前
جریان	流
جریان	流
جریان	流程
جریان	流通
جریان	流動
جریان	流量
جریان	流
جریان	溪流
طریق	通過
طریق	經由
نویسنده	作家
نویسنده	作者
نویسنده	編劇
نویسنده	作者
ژانویه	一月
کنار	一面
کنار	側
انرژی	能量
انرژی	能源
انتخابات	選舉
انتخابات	選舉
حسن	hasan
حسن	hassan
حسن	哈桑
ملیت	國籍
مه	may
مه	梅
مه	五月份
مه	五月
مه	mah
مه	大霧
مه	迷霧
مه	霧
مه	迷霧
مه	霧
کسی	某人
کسی	有人
ثانیه	秒
ثانیه	秒數
ثانیه	第二
ثانیه	秒
کل	共計
کل	總計
کل	kal
خان	可汗
خان	大汗
خان	khan
خان	汗
دکتر	醫師
دکتر	醫生
دکتر	博士
انجمن	安理會
انجمن	社會
انجمن	友愛
انجمن	互助會
انجمن	博愛
انجمن	結社
انجمن	協會
غرب	西邊
غرب	西
غرب	西方
غرب	西部
توسعه	發展
فصل	季
فصل	季節
معمولاً	通常
رسید	已達到
رسید	收據
رسید	抵達
رسید	到達
ژوئیه	七月
ژوئیه	七月份
فارس	票價
شوروی	蘇維埃
شوروی	蘇維埃
افغانستان	阿富汗
ورزش	健身房
ورزش	體育館
ورزش	體育
ورزش	運動
ورزش	練習
ورزش	演習
ورزش	鍛鍊
ورزش	體育
ورزش	運動
معماری	結構
معماری	架構
معماری	建築
باند	保證金
باند	鍵
باند	債券
باند	龐德
پرندگان	鳥類
پرندگان	鳥
پرندگان	鳥兒
آخرین	上次
آخرین	最後
آخرین	決賽
آخرین	最新
پزشکی	藥品
پزشکی	藥物
پزشکی	醫學
پزشکی	藥
پزشکی	醫藥
پزشکی	醫療
پزشکی	醫務
پزشکی	醫學
فرهنگی	文化
تلویزیون	電視機
تلویزیون	電視
تلویزیون	電視台
دنیا	世界
خوانندگان	歌手
خوانندگان	讀者
خوانندگان	讀者
جغرافیای	地理學
جغرافیای	地理
جغرافیای	地域
جغرافیای	地理位置
حالت	國家
حالت	州
حالت	模式
حالت	心境
حالت	心情
حالت	情緒
کوه	山
کوه	山區
کوه	山地
کوه	山
کوه	kuh
مقالات	文章
مقالات	作文
عمل	動作
عمل	行動
عمل	手術
عمل	行動
عمل	運算
عمل	操作
عمل	act
کره	奶油
کره	黃油
کره	牛油
کره	韓國
کره	韓語
کره	韓國
کره	朝鮮
انتقال	傳送
انتقال	傳輸
انتقال	轉帳
انتقال	轉讓
انتقال	轉移
انتقال	過渡
انتقال	轉型
انتقال	轉移
انتقال	運輸
انتقال	交通
فوریه	緊急
فوریه	急
فوریه	二月
فوریه	傅立葉
فوریه	二月
ارائه	介紹
رود	河
رود	江河
رود	河流
رود	江
رود	杖
سیاست	政策
سیاست	政治學
سیاست	政治
سیاست	外交
فرانسوی	法文
فرانسوی	法語
وطن	首頁
وطن	家
وطن	home
وطن	住家
وطن	移徙
وطن	移民
وطن	遷徙
برتر	優越
برتر	上級
نزدیک	幾乎
نزدیک	關閉
نزدیک	近
نزدیک	靠近
نزدیک	附近
نزدیک	周邊
نزدیک	鄰近
نزدیک	附近
دلار	元
دلار	美元
داخلی	內政
داخلی	內部
داخلی	內地
داخلی	內部
کاهش	減少
کاهش	減少
کاهش	裁減
کاهش	減少
کاهش	減
کاهش	降低
احمد	ahmed
احمد	ahmad
ده	十
ده	十個
ده	ten
ارتش	軍方
ارتش	軍事
ارتش	集團軍
ارتش	軍隊
ارتش	軍
ارتش	陸軍
مشخص	具體
مشخص	突顯
مشخص	凸顯
حاضر	現任
اسرائیل	以色列
انسان	人類
انسان	人
انسان	男人
انسان	man
مسجد	清真寺
مسجد	清真寺
مثل	讚
مثل	就像
مثل	像
مثل	喜歡
شهرها	城鎮
شهرها	城市
سیاه	黑
سیاه	black
سیاه	黑色
سیاه	黑人
قدرت	力氣
قدرت	強度
قدرت	實力
قدرت	力量
قدرت	體力
قدرت	電力
قدرت	電源
قدرت	動力
قدرت	權力
نسخه	版
نسخه	版本
نسخه	藥方
نسخه	處方
کم	小
کم	錦
کم	凸輪
کم	cam
کم	低低
کم	低
خانواده	家庭
خانواده	家人
خانواده	家屬
خانواده	家庭
میدان	正方形
میدان	平方
میدان	方塊
میدان	方形
میدان	廣場
ویژه	特別
حوزه	欄位
حمله	攻擊
حمله	襲擊
حمله	進攻
حمله	攻擊
حمله	毆打
حمله	突擊
حمله	侵
ناسا	nasa
جزیره	海島
جزیره	島嶼
جزیره	島
وزارت	部門
ساختمان	大樓
ساختمان	建築
ساختمان	建築物
ساختمان	施工
ساختمان	建設
ساختمان	建築
درام	電視劇
درام	劇情
درام	戲劇
درام	劇
درام	鼓
درصد	百分比
درصد	百分比
مهندسی	工程
مهندسی	工程學
برنده	贏了
برنده	勝利
برنده	贏
برنده	win
برنده	勝者
برنده	贏家
علم	科學
علم	知識
وقتی	當
آبی	blue
آبی	藍
آبی	藍色
اقتصاد	經濟學
اقتصاد	經濟
اقتصاد	經濟
ورزشی	體育
ورزشی	運動
ورزشی	體育
ورزشی	運動
جامعه	社會
بازار	市場
بازار	市場
معرفی	引入
معرفی	介紹
معرفی	引入
مصر	埃及
متن	文字
متن	案文
متن	來源
متن	源
سرعت	速度
سرعت	速度
سرعت	速
طرف	一面
طرف	側
آمد	抵達
آمد	到達
دهد	補助金
پسر	boy
پسر	男孩
پسر	兒子
دین	宗教信仰
دین	宗教
دین	dean
کشت	培育
رضا	rida
سایت	網站
سایت	網頁
سایت	網站
سایت	工地
خیلی	非常
خیلی	漂亮
خورشیدی	太陽
خورشیدی	太陽能
سفید	white
سفید	白
سفید	白色
جشنواره	節
جشنواره	節慶
جشنواره	節日
بهتر	更好
بهتر	best
بهتر	最好
فرد	個人
فرد	個別
فرد	個體
فرد	單數
فرد	怪
لندن	倫敦
سری	系列
سری	sri
باستان	古代
باستان	古老
باستان	古物
اسکار	oscar
اکنون	現在
کلی	kelly
کلی	黏土
کلی	泥
کلی	粘土
هیئت	代表團
آلمانی	德文
آلمانی	德語
محلی	當地
محلی	本地
محلی	當地
محلی	局部
محلی	本地
معنی	含義
شرق	東
شرق	東部
شرق	東方
شرق	東區
شرق	東方
شرق	東部
دیده	鋸
دیده	鋸子
شیخ	sheikh
شیخ	shaykh
برگزیده	選取
برگزیده	節錄
برگزیده	摘錄
کنترل	控制權
کنترل	控制
انواع	類型
درست	真實
سنگ	stone
سنگ	石
سنگ	斯通
سنگ	石頭
استاد	主人
استاد	大師
استاد	師父
استاد	師傅
موقعیت	職位
موقعیت	位置
موقعیت	立場
موقعیت	情況
امپراتوری	帝國
امپراتوری	帝王
بیماری	病
بیماری	疾病
بیماری	病
بیماری	疾病
بیماری	病
بیماری	疾病
عمق	深
عمق	深度
کلاس	類別
کلاس	班級
کلاس	階級
کلاس	類
کلاس	類別
کلاس	課堂
کلاس	班級
مدرسه	學校
مدرسه	上學
کسب	掙
کسب	賺取
کسب	賺
کسب	企業
کسب	業務
کسب	商業
کسب	商務
حرکت	動
حرکت	移動
حرکت	搬家
حرکت	感動
جغرافیایی	地理
مشخصات	規格
مشخصات	特徵
مشخصات	特性
مشخصات	特點
مشخصات	規格
مشخصات	說明
مشخصات	描述
همکاری	協作
همکاری	合作
همکاری	合作
کوتاه	簡短
کوتاه	短期
کوتاه	短
کوتاه	矮
روابط	關係
روابط	關係
اجرا	績效
اجرا	業績
اجرا	執行
اجرا	執行
اجرا	處決
اجرا	跑
اجرا	跑步
اجرا	運行
اجرا	奔跑
اجرا	跑步
اجرا	運行
وزیر	大臣
وزیر	部長
خواننده	singer
خواننده	歌手
خواننده	讀者
پیشنهاد	推薦
پیشنهاد	優惠
پیشنهاد	建議
اتحادیه	聯盟
اتحادیه	工會
موفق	成功
موفق	成功
شخصی	個人
شخصی	個人
شخصی	個別
شخصی	個體
شخصی	隱私
شخصی	私人
شخصی	私營
پایین	往下
پایین	向下
پایین	下方
پایین	底
پایین	底部
پایین	底下
پدر	父親
پدر	神父
پدر	父
حق	真理
حق	事實
حق	真相
خاص	具體
خاص	特別
گذشته	過往
گذشته	過去
کیفیت	素質
کیفیت	品質
کیفیت	優質
کیفیت	質量
ازدواج	嫁
ازدواج	已婚
ازدواج	結婚
ازدواج	婚姻
ازدواج	婚禮
خارجی	外部
خارجی	外表
خارجی	外國
خارجی	外籍
هنوز	仍然
هنوز	依然
انتشارات	出版社
انتشارات	出版商
دادگان	資料庫
میزان	評分
میزان	平衡
میزان	結餘
میزان	均衡
میزان	餘額
بالاتر	較高
بالاتر	更高
مشغول	忙
مشغول	繁忙
مشغول	忙碌
مشغول	忙著
اقتصادی	經濟
فعال	積極
فعال	活躍
اینجا	這裡
پادشاهی	王國
پادشاهی	國度
کمربند	腰帶
کمربند	皮帶
کمربند	帶
واحد	組織
واحد	股
واحد	單元
واحد	單位
چندین	多重
چندین	多種
چندین	多個
اندازه	大小
اندازه	尺碼
اندازه	尺寸
اندازه	大小
اندازه	體積
اندازه	尺寸
خیابان	街頭
خیابان	街道
خیابان	街
خیابان	街道
عالی	完美
عالی	棒
عالی	偉大
نگاره	影象
نگاره	影像
نگاره	圖片
نگاره	圖形
هدف	目標
هدف	目標
هنرپیشه	男主角
هنرپیشه	演員
قهرمانی	錦標賽
دستگاه	裝置
دستگاه	機械
دستگاه	機
دستگاه	機器
طرح	素描
طرح	草圖
طرح	設計
پنج	五
پنج	五個
برد	贏了
برد	勝利
برد	贏
برد	win
تئاتر	電影院
تئاتر	劇場
تئاتر	戲劇
تئاتر	劇院
تئاتر	戲院
تئاتر	劇場
تئاتر	戰區
تئاتر	戲劇
تئاتر	劇院
تئاتر	戲院
پل	橋
پل	艦橋
پل	大橋
پل	橋梁
پل	橋牌
پل	保羅
پل	paul
ترابری	運輸
ترابری	交通
داخل	內在
داخل	裡面
داخل	內心
داخل	內部
ابتدا	首先
ابتدا	第一
ارتباط	通訊
ارتباط	溝通
ارتباط	接觸
ارتباط	聯絡
ارتباط	關係
پخش	玩
پخش	彈
پخش	播放
پخش	廣播
پخش	直播
پخش	播放
پخش	播出
پخش	傳播
پخش	散播
پخش	蔓延
پخش	玩
پخش	播放
مطلق	絕對
مطلق	絕對值
اراضی	土地
مشکل	問題
مشکل	麻煩
نفت	油
نفت	石油
نفت	機油
نفت	石油
شرایط	用語
شرایط	術語
شرایط	條款
شرایط	條件
شرایط	條件
شرایط	狀況
کارگردان	主任
کارگردان	導演
کارگردان	司長
دانشکده	學院
دانشکده	書院
