weiss	вайс
légitársaság	авіалінії
légitársaság	вузловий
légitársaság	антонова
légitársaság	авіалінії
légitársaság	airlines
többségi	більшість
többségi	більшістю
spears	списів
univerzum	всесвіт
indulás	відправлення
indulás	виліт
kenny	кенні
jakob	якоб
műholdas	супутник
cső	трубу
cső	труба
cső	люльку
cső	каналом
cső	труби
cső	труба
gyümölcs	фрукт
gyümölcs	фрукти
gyümölcs	плід
gyümölcs	плоди
gyümölcs	фруктові
gyümölcs	фрукти
gyümölcs	плоди
model	модель
model	моделі
szociológiai	соціологічна
elisabeth	єлизавета
specifikus	конкретних
specifikus	певне
specifikus	конкретні
természettudós	натураліст
diktatúra	диктатура
rachel	рейчел
projektek	проекти
projektek	проектів
viselkedése	поведінка
montréal	монреаль
firenzei	флорентійська
#fff	#fff
holló	corvus
holló	crow
holló	ворона
holló	corvus
holló	ворон
holló	ворона
anti	анти
anti	anti
hírességek	celebrity
hírességek	знаменитості
hírességek	знаменитостей
hírességek	знаменитості
auguste	огюст
werder	вердер
térbeli	просторовий
hetente	щотижня
köd	туман
köd	туман
köd	туманність
tang	тан
demográfiai	населення
demográfiai	демографічні
értékelte	цінувати
értékelte	вдячністю
értékelte	оцінила
baptista	баптистська
mostanában	недавно
mostanában	нещодавно
kompatibilis	сумісний
kompatibilis	сумісні
kompatibilis	сумісна
edge	ребро
edge	край
edge	ребра
edge	edge
fokozott	зросли
fokozott	збільшили
jam	варення
jam	jam
creek	крік
creek	струмок
ajánlom	порадити
ajánlom	рекомендувати
sarki	полярна
sarki	полярний
figyelmeztetés	попередження
figyelmeztetés	увага
figyelmeztetés	тривога
figyelmeztetés	попередження
figyelmeztetés	попередити
figyelmeztetés	попереджень
figyelmeztetés	попередження
narancssárga	апельсин
narancssárga	помаранчевий
meggyilkolták	убитий
scooby	скубі
lent	нижче
lent	знизу
lent	внизу
lent	додолу
boldogság	щастя
boldogság	щаслива
boldogság	щасливі
boldogság	щасливе
boldogság	щасливий
boldogság	щасливим
szög	nail
szög	кут
megválasztott	обраний
megválasztott	обрання
időszakos	періодична
julian	юліан
biológus	біологи
biológus	біолог
trombita	труба
pan	пан
pan	випічки
péntek	friday
moldova	молдова
moldova	молдові
moldova	молдови
bányászati	гірнича
poroszország	пруссія
korrekt	виправте
korrekt	виправити
korrekt	правильна
korrekt	правильний
korrekt	ярмарок
korrekt	справедливо
korrekt	справедлива
korrekt	справедливий
annie	енні
kalauz	посібник
kalauz	провідник
kalauz	путівник
kalauz	гід
kalauz	диригент
kalauz	провідник
vasutak	залізниця
vasutak	залізниці
vizsgált	оглянув
tölgy	дубовий
tölgy	дуб
tölgy	дуб
tojás	яйця
tojás	яєчка
tojás	яйце
létesítmény	встановлення
létesítmény	підприємстві
létesítmény	заклад
megszállt	одержима
megszállt	зайнятого
megszállt	зайняте
megszállt	зайнято
klorid	хлорид
mialatt	поки
fix	виправити
fix	фіксована
fix	фіксована
fix	виправлено
fix	фіксований
homok	пісок
homok	піски
csók	поцілунки
csók	цілує
csók	поцілунки
csók	поцілунків
csók	поцілунок
csók	kiss
veszteségeket	втрат
veszteségeket	збитки
veszteségeket	програш
spontán	спонтанно
derby	дербі
evolúció	еволюція
evolúció	evolution
evolúció	еволюційна
szurkolók	фани
szurkolók	шанувальники
szurkolók	вболівальники
szurkolók	фанати
üzemeltető	оператор
conrad	конрад
analízis	аналіз
mongólia	монголії
luna	луна
privát	приватні
privát	приватна
privát	особисте
privát	приватний
kezdetek	початок
kezdetek	початки
bizonyítani	довести
főnök	шеф
főnök	вождь
főnök	головний
főnök	начальник
főnök	boss
főnök	бос
főnök	босс
szülő	батьківські
szülő	батьки
szülő	батьківського
szülő	батьківський
harvey	гарві
harvey	харві
áruház	зберігати
áruház	магазин
jackie	джекі
atlanta	атланти
koordináta	координат
koordináta	керував
koordináta	координати
claudius	клавдій
átadott	перенесені
átadott	перевели
csillagkapu	stargate
potenciális	потенціал
lambert	ламберт
horror	жах
horror	жахи
szaxofon	саксофон
utasok	пасажири
utasok	пасажирів
utasok	мандрівники
teológia	теології
eltávolították	вилучено
eltávolították	видалили
eltávolították	вилучені
eltávolították	видалено
diszkográfia	дискографія
diszkográfia	руслани
hamburger	burger
hamburger	гамбургер
várta	довгоочікуване
szál	fibre
szál	гілки
szál	нитки
szál	гілка
centrum	centrum
centrum	центр
fát	вуд
fát	деревина
fát	лісова
hatásai	ефекти
keserű	гіркі
keserű	гіркий
keserű	гірко
bűncselekmény	злочини
bűncselekmény	злочин
bűncselekmény	кримінальна
kutatói	дослідників
kutatói	вчені
lennon	леннон
broadway	бродвей
bomba	бомба
bomba	бомб
bomba	бомби
pérez	перес
abraham	авраам
abraham	абрахам
felszerelve	придатний
felszerelve	обладнаний
madagaszkár	мадагаскар
gene	ген
gene	джин
oslo	осло
robbanás	вибухом
robbanás	вибух
csonka	обрізаний
krakkó	краків
krakkó	кракові
krakkó	краків
diploma	диплом
diploma	градус
diploma	ступінь
egyetértés	угода
egyetértés	угоду
egyetértés	розуміючи
egyetértés	взаєморозуміння
egyetértés	розуміння
egyetértés	консенсусу
megoldások	рішення
megoldások	вирішення
hetes	сім
hetes	сімка
következményei	наслідки
boszorkány	відьму
boszorkány	відьма
boszorkány	відьми
fészek	гніздо
ars	арс
pat	пет
pat	пат
propaganda	пропаганда
szocializmus	соціалізм
botrány	скандал
botrány	образливо
webber	веббер
szilveszter	сильвестр
santo	санто
tök	гарбуз
sheffield	sheffield
joel	джоел
janeiro	жанейро
ipa	розширена
gót	гот
végrehajtási	адміністративну
végrehajtási	втілення
végrehajtási	запровадили
végrehajtási	реалізації
asszisztensek	допоміжні
düsseldorf	дюссельдорф
termelt	ролик
csarnok	холл
csarnok	зал
csarnok	зали
csarnok	ратуша
csarnok	голл
csarnok	зала
spider	павук
interaktív	інтерактивна
interaktív	інтерактивний
interaktív	інтерактивне
sex	стать
sex	секс
sex	sex
feltöltött	завантажено
autóval	автомобілем
autóval	машина
autóval	авто
autóval	автомобіль
paramount	paramount
hivatkozást	посиланням
hivatkozást	посилання
hivatkozást	link
hivatkozást	лінк
alkotók	творців
szépség	краса
csomag	зграя
csomag	пачку
csomag	пакунок
kai	кай
kazahsztán	казахстані
kazahsztán	казахстан
kazahsztán	казахстану
puy	пюї
utazási	подорож
utazási	подорожувати
utazási	подорожі
linnaeus	лінней
radioaktív	радіоактивних
lezárt	оточує
jamaica	ямайки
vallott	признався
kopasz	лиса
kopasz	лисий
kaukázusi	кавказ
kaukázusi	кавказька
bokor	кущі
bokor	буш
bokor	кущ
búza	пшениці
búza	житом
bónusz	бонус
bónusz	бонуси
hónapja	місяця
hónapja	місяць
mióta	відтоді
mióta	відколи
amy	емі
jelentéktelen	неважливо
jelentéktelen	марними
alpha	alpha
alpha	альфа
sör	пиво
hughes	хьюз
morva	моравська
jake	джейка
jake	джейк
sorba	черги
sorba	чергу
sorba	черга
sorba	поставити
hopkins	гопкінс
stark	старк
stark	старка
ned	нед
gks	гкс
niger	нігер
megjelölt	позначено
megjelölt	позначене
megjelölt	відмічені
megjelölt	позначені
megjelölt	помічено
kizárólagos	ексклюзивний
kizárólagos	ексклюзив
kizárólagos	ексклюзивні
szemét	сміття
szemét	сміття
szemét	маячня
szemét	смітник
szemét	викинути
lakás	рівна
lakás	квартира
lakás	оселя
lakás	житло
trilógia	трилогія
dakota	дакота
szombaton	субота
julianna	джуліанна
évenként	щорічно
koncepció	поняття
koncepció	концепція
jeanne	іванна
jeanne	джоан
jeanne	жанна
átalakított	змінений
átalakított	змінено
átalakított	змінене
átalakított	змінені
átalakított	перетворено
átalakított	перетворились
átalakított	адаптовано
előnyös	корисними
törlése	вилучення
törlése	видалити
törlése	вилучити
alább	нижче
alább	знизу
bizonyítékok	докази
burgenland	бургенланд
bsc	bsc
ávila	авіла
eduardo	едуардо
fizikusok	фізиків
simpson	сімпсон
nílus	ніла
vallások	релігії
vallások	релігій
élőlény	організм
orange	апельсин
orange	помаранчевий
számláló	лічильник
számláló	чисельник
elkerülése	ховався
elkerülése	уникнути
elkerülése	уникайте
elkerülése	уникати
elkerülése	запобігання
konszenzus	консенсусу
michelle	мішель
paula	паула
gerhard	герхард
elszenvedett	подолали
közreműködő	внески
nicaragua	нікарагуа
castro	кастро
vandalizmus	вандалізму
rhône	рон
mobile	мобільна
mobile	мобільний
mobile	мобільного
mobile	мобільні
glenn	гленн
stein	стайн
gombák	гриби
gombák	гриба
gombák	гриби
gombák	грибів
ablakok	вікон
ablakok	windows
ablakok	вікна
brno	брно
reagál	відповідає
reagál	реагує
évszázad	ст
évszázad	століття
évszázad	century
armstrong	армстронг
csomópont	вузол
aranyos	мило
aranyos	милі
próbáltam	намагалися
próbáltam	спробували
próbáltam	спробував
próbáltam	намагався
próbáltam	пробував
palermo	палермо
bezárt	закрита
bezárt	закрито
bezárt	закриті
bezárt	зачинено
csökkentése	зменшити
csökkentése	заднє
csökkentése	сприятиме
csökkentése	зменшення
rain	дощ
auto	автоматичні
auto	автоматичний
auto	авто
auto	автоматично
kitörés	епідемія
kitörés	breakout
kitörés	виверження
kitörés	спалах
freddie	фредді
apache	apache
esküvő	весілля
hudson	хадсон
utcák	вулицям
utcák	вулиць
utcák	вуличками
utcák	вулицями
utcák	вулиці
technikailag	технічно
technikailag	формально
alekszandrovics	олександрович
perui	перуанський
perui	перу
koreográfus	хореограф
recept	рецепт
recept	рецепт
társaságok	корпоративному
társaságok	компаній
társaságok	компанії
társaságok	компаній
társaságok	компаніями
megszüntetése	завершення
siemens	siemens
kiadások	витрати
kiadások	видатки
kiadások	витратами
kiadások	зняття
kiadások	витрати
ábrázol	розміщеному
nyelvészet	мовознавство
hollywoodi	голлівуд
hollywoodi	hollywood
divat	мода
divat	fashion
christoph	крістоф
összeg	сума
összeg	суму
összeg	сума
összeg	суму
összeg	сум
nicole	ніколь
nepál	непал
távközlési	телекомунікаційний
kocsik	автомобілі
kocsik	тачки
felújítás	реконструкція
professzionális	фахівець
professzionális	професійний
professzionális	професіонал
professzionális	professional
professzionális	професійні
houston	houston
ulrich	ульріх
működés	дія
működés	операція
működés	функціонування
lika	ліка
istennő	богиня
hidak	мости
hidak	мостів
kultúrák	культур
lombard	ломбард
vívás	фехтування
waters	вод
fbi	фбр
későn	запізнюється
későn	пізно
későn	запізно
vert	вер
vert	верт
cape	мис
hallani	чуємо
hallani	чути
hallani	почути
hallani	чую
kimondottan	спеціально
kimondottan	конкретно
kiadatlan	неопубліковані
lili	лілі
lili	лілія
lili	лілі
harald	гаральд
plus	плюс
plus	plus
érvénytelen	некоректний
érvénytelen	некоректна
érvénytelen	неправильний
kövér	жирний
kövér	жиру
kövér	жирна
kövér	жири
nézett	подивився
nézett	глянув
kínál	пропонує
kínál	пропозиції
kínál	пропозиція
kolostorban	монастир
kerék	кермо
kerék	колесо
kerék	колеса
vegyész	хімік
fejlesztések	вдосконалення
fejlesztések	покращення
fejlesztések	розробок
emelet	підлога
emelet	поверх
szimmetrikus	симетричний
szimmetrikus	симетричне
kártya	карт
kártya	карти
kártya	карток
kártya	картки
kártya	картка
kártya	картку
tankönyv	підручник
tankönyv	присвячена
tankönyv	посібник
instrumentális	інструментальний
holmes	холмс
kötés	плетіння
kötés	бинт
kötés	бонд
tulajdonság	властивості
tulajdonság	властивість
tulajdonság	майна
tulajdonság	власність
tulajdonság	майно
tulajdonság	властивості
légkör	атмосфера
légkör	атмосферні
légkör	атмосферний
kurd	курдська
kurd	курди
mainz	mainz
orne	орн
terveket	designs
varázsló	майстер
varázsló	чарівник
varázsló	майстра
varázsló	фокусник
varázsló	чарівник
varázsló	чаклун
heinz	гайнц
sárgás	сірою
producerek	продюсери
producerek	виробники
nyelveket	мови
nyelveket	мов
felmérés	опитування
felmérés	опитування
felmérés	опитування
caf	каф
eugène	ежен
gyanús	підозрілим
gyanús	підозрюю
gyanús	підозрюваний
henger	циліндр
henger	циліндри
műsorok	показує
venezia	венеція
csökkenő	низом
csökkenő	скорочуються
csökkenő	зменшується
csökkenő	зменшення
todd	тодд
todd	тод
parma	парма
infrastruktúra	інфраструктура
seattle	seattle
fegyvereket	зброї
fegyvereket	зброя
fegyvereket	зброю
vágy	бажання
vágy	бажанням
vágy	забаганки
vágy	lust
ugrás	стрибати
ugrás	перехід
ugrás	стрибок
ugrás	перейти
erotikus	erotic
homo	людина
homo	homo
hibrid	гібридна
dráva	драва
bon	бон
robbie	роббі
morris	морріс
europa	europa
europa	уєфа
cukor	цукерки
cukor	вата
cukor	кенді
cukor	прикраси
cukor	цукор
terhes	вагітна
terhes	вагітності
terhes	вагітною
terhes	вагітні
érvek	аргументи
érvek	аргументів
városokat	міста
városokat	городи
városokat	містах
városokat	міст
triász	triassic
tömör	компактний
tömör	стислий
tömör	суцільна
tömör	твердий
tömör	суцільний
tömör	суцільне
tömör	лаконічні
áthelyezték	впорядковувати
kórházi	лікарня
kórházi	шпиталь
komédia	комедія
komédia	комедії
komédia	фарс
ita	іта
víztározó	водосховище
roth	рот
csont	кістки
csont	кісточки
csont	кістка
bennett	беннетт
csőre	дзьоб
arizona	аризона
jegyzett	підписані
baseball	бейсбол
egyezik	збігається
egyezik	матчів
egyezik	відповідає
egyezik	сірники
egyezik	збіг
egyezik	відповідність
egyezik	матч
egyezik	двобій
egyezik	сірники
bolond	дурень
algebra	алгебра
kínaiak	китайською
kínaiak	китайські
kínaiak	китайська
kínaiak	китайці
kínaiak	китайський
igazgatóság	директорія
tibet	тибету
őszintén	чесно
toyota	toyota
ovális	овал
megosztott	спільну
megosztott	поширив
megosztott	спільні
megosztott	поширили
megosztott	спільний
megosztott	розділена
megosztott	розділив
tematikus	тематичний
követői	читачів
követői	читачі
egyenlítői	екваторіальної
napokban	днів
napokban	дні
munkahelyek	завдання
munkahelyek	задачі
munkahelyek	джобс
hanna	ганна
hanna	ганна
hanna	ханна
hanna	hanna
halottak	помер
halottak	померла
halottak	мертвий
halottak	dead
utalt	називають
burton	бертон
nacionalista	націоналістична
csatornák	канали
csatornák	канали
csatornák	каналізацію
csatornák	каналізації
kezelő	оператор
kezelő	керівник
kezelő	менеджер
kezelő	куратором
vatikáni	ватикан
vatikáni	ватикані
porsche	порше
porsche	porsche
haiti	гаїті
hírhedt	notorious
tokiói	токіо
tokiói	tokyo
józan	тверезий
költség	вартість
költség	кошти
költség	коштує
ricardo	рікардо
részleteket	відомості
részleteket	подробиці
részleteket	деталі
mel	мел
alpesi	alpine
törtek	дробів
galamb	горлиця
galamb	голуба
galamb	голуб
szervező	організатор
szervező	організатора
szervező	організатор
szervező	організатора
macskák	коти
macskák	кішки
elpusztította	знищені
elpusztította	знищено
elpusztította	зруйновано
elpusztította	знищили
hús	meat
hús	ковбасу
hús	плоті
hús	плоть
hús	легку
követelt	вимагав
bástya	бастіон
bástya	тура
serena	серена
vosges	вогези
felipe	феліпе
hirdetett	повідомляється
hirdetett	рекламні
hirdetett	підвищили
hirdetett	рекламний
logó	логотип
katalógus	каталоги
katalógus	каталог
katalógus	каталог
platform	платформи
platform	платформу
platform	платформа
platform	платформи
nyelvtan	граматики
nyelvtan	граматика
kollektív	колектив
hazafias	патріотичний
hazafias	патріотична
rogers	роджерс
tudor	тудор
tizenegyedik	одинадцята
jefferson	джефферсон
meghívást	запрошую
meghívást	запросити
meghívást	запрошення
meghívást	запрошення
akkád	аккадська
feladatai	завдання
feladatai	задачі
vállalja	передачі
vállalja	передача
viselkedik	поводить
viselkedik	поводиться
viselkedik	поводить
glasgow	glasgow
suriname	суринаму
légió	легіон
gyalogság	піхота
értelmezni	грамотно
bauer	бауер
muzulmán	мусульмани
muzulmán	мусульманин
fajták	порід
fajták	сортів
hivatkozásokat	посилання
montana	монтана
stratégia	стратегія
stratégia	стратегії
nélkülözhetetlen	незамінний
nélkülözhetetlen	незамінна
nélkülözhetetlen	необхідних
nélkülözhetetlen	необхідного
nélkülözhetetlen	необхідний
biztonság	безпека
biztonság	безпеки
biztonság	security
biztonság	сейф
biztonság	безпечний
biztonság	безпечно
biztonság	безпека
len	льон
struktúra	структура
struktúra	структури
ismétlődő	дублікат
ismétlődő	дублювати
ismétlődő	повторне
ismétlődő	постійної
ismétlődő	повторюється
ismétlődő	повторюються
ismétlődő	повторюється
ismétlődő	повторюється
felvételeket	стрічок
felvételeket	recordings
bűnös	винен
bűnös	винним
bűnös	винний
kiejtés	вимова
kén	сірка
kén	сірка
admirális	адмірал
tarka	pied
váltakozó	почергово
váltakozó	змінний
tedd	додаю
tedd	ставимо
tedd	класти
tedd	поставити
puha	soft
puha	ніжні
zavaros	хмарно
zavaros	бентежить
zavaros	тлумачення
liechtenstein	ліхтенштейн
jessica	джессіка
jessica	джесіка
hubert	юбер
gers	жер
hitte	повірила
hitte	вірив
hitte	здавалось
hitte	вірила
hitte	вірили
rap	реп
januárban	січні
januárban	січень
januárban	січня
sértő	наступ
sértő	операція
sértő	образа
iowa	айова
medina	медіна
törvényeket	законів
törvényeket	закони
kölcsön	запозичено
kölcsön	позичив
kölcsön	кредити
kölcsön	борг
kölcsön	кредитні
kölcsön	кредит
kölcsön	кредиту
kölcsön	позичити
clarke	кларк
kezdeményezés	ініціатива
túlélte	вижив
túlélte	пережив
túlélte	вижила
túlélte	вижили
régiók	регіони
régiók	регіонів
régiók	регіонах
régiók	областях
régiók	ділянку
régiók	регіон
módosult	змінили
módosult	змінений
módosult	змінено
módosult	змінене
módosult	змінені
algoritmus	алгоритм
hallgatta	слухав
hallgatta	послухав
hallgatta	слухала
randy	ренді
ferde	похилий
ferde	slant
ontario	онтаріо
megállapítani	вберегти
riporter	репортер
esély	шансів
esély	шанси
esély	шанс
esély	вірогідність
szárnyas	крилаті
ünnepség	церемонія
ünnepség	святкування
kaliforniában	каліфорнію
kaliforniában	california
kaliforniában	каліфорнія
rossi	россі
bis	bis
kibocsátott	видала
kibocsátott	виданий
kibocsátott	випущено
laboratóriumi	лабораторія
berg	берг
állampolgár	житель
állampolgár	громадянин
albrecht	альбрехт
gomba	гриби
gomba	гриба
gomba	гриби
gomba	грибів
gomba	гриб
gomba	гриби
szavazott	проголосували
szavazott	голосував
szavazott	проголосував
nyelveken	мови
nyelveken	мов
afganisztán	афганістану
afganisztán	афганістан
steiner	штайнер
szándéka	намір
elérés	охоплення
visszafelé	назад
visszafelé	назад
ptolemaiosz	птолемей
cliff	скелі
memorial	меморіал
nicola	нікола
képviselt	представлено
egyenletes	порівну
egyenletes	рівномірно
egyenletes	стабільний
egyenletes	рівно
leveleket	листи
leveleket	літер
leveleket	літери
brecht	брехт
martínez	мартінес
növényzet	рослинність
julien	жульєн
antarktisz	антарктида
antarktisz	антарктиди
üzemeltetett	здійснюються
cartman	картман
beavatkozás	завада
beavatkozás	втручання
tolkien	толкін
karcsú	slim
karcsú	струнка
karcsú	струнка
tanít	вчить
tanít	навчальні
tanít	навчати
tanít	викладати
tanít	навчає
tanít	викладає
kétséges	сумнівів
kétséges	сумнів
kétséges	сумніву
kétséges	сумніваюся
kétséges	сумніватися
kétséges	сумнівну
kétséges	сумнівною
dobó	глечик
technikák	методику
technikák	експериментувати
technikák	методики
színésznők	акторок
zte	zte
átjáró	портал
átjáró	шлюз
átjáró	проїзд
átjáró	пасаж
átjáró	переїзд
leslie	леслі
pusztító	руйнівну
pusztító	вигідний
bolygók	планети
pearl	перл
pearl	перли
pearl	перлина
pearl	перлини
erősíti	зміцнює
átdolgozott	виправлений
rétegek	шари
rétegek	шарів
álma	сон
álma	dream
álma	мрія
essen	ессен
találkozni	знайомство
találkozni	зустрічаються
romantika	романтика
feldolgozó	процесор
elena	олена
elena	елена
elektron	електрон
konferencián	конференція
konferencián	конференції
telek	земля
sűrűsége	щільність
sűrűsége	щільності
par	par
singer	співак
singer	співачка
singer	співака
lejárt	застарілий
anatómiai	анатомо
zambia	замбії
leon	леон
laosz	лаосу
verset	вірш
verset	вірша
verset	поема
casa	каса
vezetni	драйв
vezetni	пристрій
vezetni	привід
vezetni	drive
rico	ріко
haydn	гайдн
felhasználás	використати
felhasználás	використовувати
felhasználás	користування
felhasználás	використання
felhasználás	споживання
korong	диск
korong	диску
korong	пак
korong	диск
hűséges	вірний
hűséges	вірний
hűséges	вірним
elektronikai	електроніка
venezuelai	венесуельський
venezuelai	венесуели
kötőjel	дефіс
paradicsom	помідор
paradicsom	помідори
paradicsom	рай
paradicsom	раю
paradicsom	paradise
fenntartása	утримати
fenntartása	підтримання
fenntartása	зберігати
fenntartása	підтримувати
fenntartása	супровід
álláspont	розташування
álláspont	позиція
álláspont	положення
álláspont	позиції
fenyegető	лякає
fenyegető	погрожує
házigazda	вузол
házigazda	ведуча
harmadszor	третє
harmadszor	третій
harmadszor	третя
faktor	фактори
faktor	коефіцієнт
faktor	фактор
federico	федеріко
növelése	збільшити
növelése	підвищити
samantha	саманта
emily	емілі
hbo	серіалу
szingapúr	сінгапурі
szingapúr	сінгапуру
eredményezett	призвела
giacomo	джакомо
hektáros	акрі
oszlopok	колони
oszlopok	стовпи
oszlopok	стовпчиками
oszlopok	колонки
oszlopok	стовпчиків
oszlopok	стовпчики
martina	мартіна
darwin	дарвін
domenico	доменіко
küld	посилає
küld	надсилає
küld	відправляє
küld	відсилання
küld	надсилання
küld	надіслати
küld	відправити
küld	надсилати
küld	відіслати
küld	надсилання
doug	дуг
lakók	мешканці
lakók	мешканців
republikánus	республіканська
rosszindulatú	образливий
rosszindulatú	шкідливим
rosszindulatú	шкідливий
rövidítések	скорочення
rövidítések	абревіатур
arabok	араби
elemzés	аналіз
tehetségét	таланти
veronika	вероніка
nomád	кочовий
nomád	nomad
járvány	епідемія
járvány	зараза
járvány	чума
járvány	пандемія
járvány	епідемія
megfigyelő	спостерігач
megfigyelő	спостерігача
lille	лілль
vicces	смішний
vicces	смішне
vicces	смішні
vicces	веселі
vicces	смішно
vicces	кумедні
vicces	сміху
vicces	веселий
hónapok	місяці
hónapok	місяцями
hónapok	місяців
laurent	лоран
enged	дозволяє
gázok	гази
válás	розлучення
chan	чан
másképpen	інакше
halászat	рибалку
halászat	рибалити
halászat	тунця
létrejövő	остаточні
létrejövő	отриманий
létrejövő	остаточна
lánc	ланцюги
lánc	ланцюжок
lánc	ланцюг
oxid	оксид
illetékes	компетентний
fortuna	фортуна
nielsen	нільсен
leeds	leeds
vega	вега
befejeződött	завершено
befejeződött	завершені
befejeződött	виконано
boris	борис
fenyegeti	загрожує
kliens	клієнта
kliens	клієнт
módosítani	зміна
módosítani	змінити
koalíció	коаліція
koalíció	коаліції
tűzoltó	пожежник
szex	стать
szex	секс
szex	sex
nagyobbak	точніше
nagyobbak	більший
nagyobbak	більшого
nagyobbak	більшим
nagyobbak	більший
nagyobbak	більші
nagyobbak	більше
nagyobbak	більша
utazók	подорожніх
utazók	traveller
utazók	мандрівник
utazók	мандрівники
kőolaj	олива
kőolaj	олія
kőolaj	нафта
kőolaj	нафтовий
kőolaj	нафту
kőolaj	нафта
spin	лічильника
hallottam	почув
hallottam	чув
hallottam	почула
hallottam	чули
hallottam	чула
hasonlóképpen	взаємно
hasonlóképpen	аналогічно
hálózatok	мережах
hálózatok	спільноти
hálózatok	мережі
hálózatok	мереж
krónikus	хронічне
rajza	креслення
rajza	малюнок
rajza	малювання
mónika	моніка
evolúciós	еволюційна
logikus	логічна
logikus	логічний
logikus	логічне
utasítások	інструкції
utasítások	настанови
utasítások	вказівки
kertészeti	рослинництво
kertészeti	садівництво
hasi	косий
jürgen	юрген
vád	звинувачення
vád	видатки
vád	звинувачення
vád	обвинувачення
vád	звинувачення
vád	наклеп
végrehajtása	реалізувати
lábai	ніжки
lábai	ноги
ellenálló	стійкі
ellenálló	опору
