martha	마사
återstående	남음
kaffe	커피
kanon	대포
kanon	캐넌포
kanon	캐논
expert	전문가
wing	날개
äga	소유
frisk	건강하게
frisk	건강
frisk	건강한
flickvän	여자친구
trädgårdar	낙원
trädgårdar	정원
monark	군주
monark	모나크
programvara	소프트웨어
ateljé	스튜디오
sittplatser	좌석
sittplatser	좌석
sittplatser	자리
konferens	회담
konferens	콘퍼런스
konferens	회의
comeback	컴백
alive	alive
erövra	정복
gäng	갱스
orkestern	오케스트라
orkestern	교향악단
glädje	delight
glädje	기쁨
glädje	조이
glädje	기쁨이
parma	파르마
avslutat	완료
avslutat	완료되었습니다
avslutat	완료
avslutat	완료되었습니다
välkommen	환영
välkommen	환영합니다
tågen	기차
tågen	열차
sundet	해협
sundet	해협
synd	sin
cohen	코헨
verkan	영향
verkan	효과
förbjudet	금지
förbjudet	금지
förbjudet	차단됨
uggla	올빼미
uggla	부엉이
summan	합계
norris	노리스
vätska	수분
vätska	수액
vätska	액체
vätska	액체
vätska	리퀴드
koloni	식민지
glada	해피
glada	행복
glada	행복해
glada	행복하다
glada	행복한
bog	어깨
bog	어깨
torpet	오두막
torpet	코티지
torpet	크로프트
kara	카라
kara	kara
kara	카라라
arboga	쿠웨이트
marine	마린
marine	해병대
cork	코르크
flowers	꽃이
sas	sas
fysiskt	물리적
fysiskt	물리
moment	순간
elfte	열한번째
connor	코너
graz	그라츠
princess	공주
princess	공주님
princess	프린세스
darwin	다윈
positioner	직위
positioner	입장
positioner	포지션
besegrat	패배
duett	듀엣
duett	duet
wii	wii
leonardo	레오나르도
femma	fifth
femma	다섯번째
draken	드래곤볼
draken	드래곤
industriella	공업
industriella	산업
kärna	커널
kärna	핵심
kärna	코어
segovia	세고비아
översätta	번역중
översätta	번역하기
översätta	번역
hector	헥토르
hector	헥터
tveksam	의심스럽다
tveksam	의심
fabriker	밀스
frost	프로스트
frost	서리
smalare	얇은
slutliga	기말고사
slutliga	파이널
slutliga	결승전
malawi	말라위
rumänska	루마니아
rumänska	루마니아인
rumänska	루마니아어
upphovsman	작가
upphovsman	저자
upphovsman	제작자
upphovsman	작성자
jagar	사냥
jagar	헌트
jagar	사냥
aktier	주식
aktier	공유
mercury	수성은
mercury	수성
mercury	머큐리
varm	따뜻하다
journalister	기자
journalister	기자
journalister	저널리스트
buskar	덤불
illustration	일러스트
illustration	삽화
bruins	브루인스
släpps	발매
släpps	개봉
skatter	보물
skatter	보물
skatter	세금
derek	데릭
jackie	재키
webster	웹스터
troll	트롤
komplex	콤플렉스
komplex	복합체
påståenden	주장
påståenden	발급
rådets	협의회
rådets	평의회
behandlingen	시술
behandlingen	치료
senat	상원
senat	상원의원
eda	eda
mikronesien	미크로네시아
angels	천사
angels	천사들
frågar	물어본다
huvudkontoret	본부
huvudkontoret	본사
kul	재미
raven	까마귀
raven	레이븐
hoffmann	호프먼
hoffmann	호프만
track	트랙
track	추적
markerade	표시됨
markerade	하이라이트
växellåda	변속기
växellåda	전송
växellåda	기어박스
mutant	돌연변이
komponenter	구성요소
komponenter	부품
komponenter	성분
anpassa	조정
anpassa	설정
anpassa	적응
kasta	던지기
kasta	깁스
kasta	캐스트
kasta	캐스팅
kasta	던지기
kasta	삭제
kasta	무시
kasta	버리기
kasta	폐기
sultan	술탄
väsen	본질
voice	목소리
voice	음성
temperaturer	기온
temperaturer	온도
tungt	무겁게
tungt	무거워
tungt	무거운
tungt	무거움
konsul	영사
lön	급여
lön	월급
lön	임금
lön	임금
maraton	마라톤
blanda	섞어
blanda	믹스
blanda	혼합
behövdes	필요함
attacker	공격
bön	기도
dreams	드림
bologna	볼로냐
meddelanden	커뮤니케이션
meddelanden	통신
meddelanden	커뮤니케이션스
meddelanden	메시지
meddelanden	알림
meddelanden	메시지
meddelanden	메시징
moderata	적당히
reporter	기자
reporter	리포터
jemen	예멘
jemen	남예멘
jemen	예멘
shell	껍질
harper	하퍼
moderat	적당히
memoarer	회상록
memoarer	회고록
memoarer	회고록
autonom	자치구
autonom	자율
muhammed	무하마드
muhammed	무함마드
muhammed	모하메드
muhammed	무함마드
ökning	증가
ökning	증가
anseende	평판
anseende	명성
stänga	닫기
stänga	닫습니다
stänga	닫아
stänga	닫기
katalanska	카탈루냐
katalanska	카탈루냐어
zone	지대
zone	zone
zone	영역
förväxla	혼동
rubens	루벤스
näringsliv	업체
näringsliv	사업
näringsliv	비즈니스
näringsliv	엔터프라이즈
näringsliv	기업
ledarna	리더
ledarna	지도자
allvarlig	심각한
allvarlig	심각해
allvarlig	심각하다
allvarlig	심각하게
hanson	핸슨
helikopter	헬리콥터
helikopter	헬기
förlora	lose
hayes	헤이즈
hayes	헤이스
tillfällig	임시
tillfällig	일시적
bevisa	증명
utbyggnad	확장
utbyggnad	연장
utbyggnad	확장자
utbyggnad	확대
utbyggnad	팽창
utbyggnad	급팽창
utbyggnad	전개
utbyggnad	확장
omar	오마르
broken	깨짐
broken	부러진
broken	깨진
hallen	복도
model	모델
model	모형
misstänkt	의심
misstänkt	의심
misstänkt	의심스러운
misstänkt	용의자
inblandning	개입
inblandning	간섭
statistisk	통계학
oscars	오스카
rebecca	리베카
rebecca	레베카
sporten	스포츠
josephine	조세핀
ursäkt	사과
ursäkt	사과
randy	랜디
cunningham	커닝햄
cunningham	커닝엄
uttrycka	익스프레스
virus	바이러스성
virus	바이러스
virus	바이러스
väggarna	성벽
elektroniska	전자
elektroniska	일렉트로닉
joyce	조이스
simning	수영
symtom	증상
symtom	증세
kids	키즈
kids	애들
kids	아이들
kids	어린이
sing	sing
sing	노래
wei	웨이
asura	아수라
individuell	개별
individuell	개인
chambers	챔버스
avgång	사직
avgång	출발
avgång	출국
definitionen	정의
freedom	자유
freedom	프리덤
däck	타이어
däck	갑판
däck	타이어
däck	타이어
rättvisa	정의
rättvisa	공정성
hero	히어로
hero	영웅
övergripande	수평
övergripande	전반적으로
övergripande	전체적으로
övergripande	전반
anländer	도착하다
anländer	도착
anländer	도착
studerar	공부하기
studerar	공부
dagligen	일일
dagligen	데일리
dagligen	일간
dagligen	일상
afrikansk	아프리카
skådespel	서커스
klockor	시계
klockor	시계
ching	칭칭
kontinuerligt	지속적으로
kontinuerligt	지속
kontinuerligt	연속
hämtat	가져온
cuenca	쿠엥카
tappade	떨어짐
kostnad	비용
hanarna	남성
hanarna	수컷
stycket	문단
stycket	단락
chuck	척척
chuck	투척
konventionen	조약
konventionen	협약
konventionen	컨벤션
rimligt	합리적
diablo	디아블로
future	미래
future	퓨처
train	열차
train	기차
train	트레인
brasilianska	브라질
brasilianska	브라질
golvet	바닥
agerande	행동
agerande	활동
agerande	작업
agerande	동작
agerande	액션
täta	잦은
täta	자주
förhandlingarna	협상
krigen	전쟁
sexton	열여섯
genomgående	지속적으로
mass	미사
mass	매스
mass	대량
mass	질량
yngste	막내
höst	가을이
höst	가을
höst	떨어지지
höst	떨어지는
höst	떨어짐
historiken	역사
historiken	내역
historiken	히스토리
historiken	기록
lou	루키
unikt	고유
unikt	독특한
droger	약물
droger	의약품
droger	약품
droger	마약
banker	뱅크
banker	은행
banker	뱅크스
rufus	루퍼스
rufus	루푸스
sändebud	특사
grundande	파운데이션
grundande	재단
grundande	창립
permanenta	영구적
permanenta	영구
placeringar	투자
anklagade	피고
anklagade	피고인
marknadsföring	마케팅
marknadsföring	홍보
marknadsföring	프로모션
marknadsföring	승진
etablerad	설립
protestantiska	개신교
grafik	아트워크
grafik	삽화
grafik	예술작품
grafik	그래픽
grafik	그래픽
grafik	그래픽스
tittare	시청자
tittare	뷰어
tittare	시청자
ärenden	케이스
ärenden	사례
ärenden	심부름
stammen	부족
granskning	검토
granskning	검토하기
granskning	검수
granskning	리뷰
korsning	건널
korsning	건널목
korsning	건너
korsning	교차
korsning	교차점
korsning	교차로
möbler	가구
kostnader	비용
kostnader	비용
kostnader	비용
försvunnen	실종
försvunnen	누락
försvunnen	missing
upplevde	경험
binder	바인딩
revolutionära	혁명
herrgården	맨션
herrgården	저택
skriftliga	서면
onödigt	불필요한
onödigt	불필요
lust	욕망
lust	욕구
lust	욕망이
lust	욕망
lust	성욕
korsningen	교차
korsningen	교차점
korsningen	교차로
uttryckte	표명
winston	윈스턴
sunset	선셋
sunset	석양
sunset	일몰
benson	벤슨
feel	feel
feel	기분
feel	느낌
samarbeta	협력
samarbeta	협업
samarbeta	협조
samarbeta	협력
gerard	제라드
variabel	변광성
variabel	변수
volkswagen	폭스바겐
uppskattade	추정
gibraltar	지브롤터
anklagades	피고
anklagades	피고인
panorama	파노라마
panorama	파노라마
flygning	flying
flygning	플라잉
flygning	날아라
flygning	비행
flygning	항공편
flygning	비행
circle	서클
circle	circle
eur	eur
avlägsna	리모콘
avlägsna	원격
avlägsna	리모컨
avlägsna	삭제
avlägsna	지우기
avlägsna	제거
avlägsna	삭제하기
avenue	애비뉴
raser	경주
raser	인종
raser	품종
kåren	군단
dec	적위
roosevelt	루스벨트
roosevelt	루즈벨트
medium	미디엄
medium	미디어
medium	중간
mhz	mhz
points	점수
points	지점
points	포인트
vistelse	거주지
vistelse	주택
vistelse	레지던스
vistelse	주택지
vistelse	머무르지
vistelse	머물러
vistelse	숙박
vistelse	머무르고
ambassaden	대사관
danskarna	덴마크인
gill	아가미
depression	우울증
begravning	매장
begravning	장례
begravning	장례식장
begravning	장례식
begravning	장례
astronomiska	천문
nordlig	북부
kopior	복사
kopior	복사본
kopior	사본
geologiska	지질학
geologiska	지질
geologiska	지질학
geologiska	지질
cykel	사이클링
cykel	사이클
cykel	자전거
cykel	자전거
cykel	주기
cykel	순환
cykel	사이클
browns	브라운스
arg	앵그리
arg	화나
arg	화난
arg	화가
arg	mad
christie	크리스티
motivet	동기
inspirerat	영감
jesse	제시
baryton	바리톤
hållning	자세
bryggeri	맥주
bryggeri	양조
inträde	항목
inträde	입장료
inträde	입학
samverkan	시너지
samverkan	상호작용
symptom	증상
symptom	증세
symptom	증상
symptom	증세
motsatsen	반대편
motsatsen	반대로
motsatsen	반대
marge	마지
våningen	바닥
fixa	fix
fixa	고쳐
fixa	고치
fixa	고치기
sändningar	발송
rykten	소문
rykten	소문
rykten	소문
trycka	인쇄
trycka	프린트
tunneln	터널
vinyl	비닐
software	소프트웨어
våldsamma	폭력적인
våldsamma	폭력적
ståndpunkt	직위
ståndpunkt	위치
ståndpunkt	포지션
hjul	바퀴
hjul	바퀴
frances	프랜시스
dragspel	아코디언
korsar	건널
korsar	건널목
korsar	건너
förväntas	예상
omloppsbana	궤도
uppsättningar	세트
invandrare	이민
invandrare	이민자
märkt	표시됨
tänk	생각하기
tänk	생각
brad	브래드
modernt	모던
modernt	현대
modernt	근대
modernt	근황
redskap	기어
redskap	톱니바퀴
sammansatt	합성
sammansatt	컴포지트
sammansatt	작곡
sammansatt	자작곡
sammansatt	화합물
sammansatt	복합
sammansatt	복합체
etapper	단계
fäste	드류
fäste	드루
nomineringar	후보
nåd	자비
nåd	그레이스
nåd	은혜
colón	콜론
varna	경고
motorvägar	고속도로
motorvägar	고속도로
globen	글로브
kämpar	파이팅
dickson	딕슨
utöva	운동
ref	ref
formatet	형식
formatet	포맷
formatet	형식으로
meningar	어구
meningar	문구
meningar	문장
varg	늑대
varg	볼프
varg	울프
false	거짓
false	가짜
sandra	산드라
sandra	샌드라
sämsta	최악의
sämsta	최악
lorenz	로렌츠
lorenz	로렌즈
department	부서
musikal	뮤지컬
speed	속력
speed	속도
speed	스피드
date	날짜
date	데이트
ingång	항목
ingång	입구
platta	평평한
platta	플랫
platta	평평하게
add	추가하기
add	추가
sanders	샌더스
märkligt	이상한
märkligt	이상하다
märkligt	특이
early	초기
early	일찍
avdelningar	챔버스
stipendiet	장학금
alperna	알프스
alperna	알파인
fat	배럴
fat	배럴
bayer	바이어
mördade	살해
mördade	살인
lägret	캠프
ibm	ibm
abbey	수도원
hud	스킨
hud	피부
frivillig	자발적
frivillig	자원봉사자
frivillig	자원봉사
religioner	종교
signaler	신호
cornwall	콘월
tillåta	허용
tillåta	허용하기
tillåta	허가
tillåta	허용
mira	미라
nigel	나이젤
fungerande	일하기
fungerande	함수형
faith	믿음
faith	신념
faith	신앙
dickinson	디킨슨
lider	고통받고
bonn	bonn
vana	버릇
vana	습관
diff	diff
diff	차이점
tai	태극권
tai	타이
kännetecken	특성
kännetecken	특징
stämma	sue
stämma	고소
motsatt	반대편
motsatt	반대로
motsatt	반대
införande	소개
införande	도입
införande	소개팅
införande	삽입
sexuellt	성적
icao	icao
proteiner	단백질
proteiner	단백질
väsentligt	필수
carol	캐럴
carol	캐롤
danskt	덴마크어
danskt	덴마크
marino	마리노
anpassade	커스텀
anpassade	맞춤
råda	충고
råda	조언
rädsla	공포
rädsla	두려움
rädsla	공포증
tucker	터커
hen	암탉
undantaget	예외
boxning	복싱
ledda	led
ärkebiskopen	주교
ärkebiskopen	대주교
moral	도덕
moral	도덕
moral	도덕성
moral	도덕
lila	보라색
lila	자주색
lila	릴라
lila	라일라
vänskap	우정
vänskap	우정
nobels	노벨
träna	열차
träna	기차
träna	트레인
wolff	울프
waters	워터스
teenage	십대
riktad	감독
riktad	방향성
wave	파도
wave	웨이브
wave	물결
wave	파동
fabian	파비안
kock	주방장
kock	셰프
kock	요리사
kock	요리사
väntan	기다림
phillip	필립
kampanjen	캠페인
kampanjen	전역
catch	캐치
myers	마이어스
programmering	프로그래밍
skarp	샤프
skarp	예리
hare	토끼
hare	산토끼
hare	토끼
gorge	협곡
gorge	계곡
nicole	니콜
lola	롤라
fulla	가득
fulla	취해
störningar	소란
störningar	간섭
extern	외부
mångfald	다양성
identisk	동일한
identisk	동일
identisk	동일함
nybörjare	초보자
nybörjare	초보자
nybörjare	초보
nybörjare	초보자
nybörjare	신참
nybörjare	rookie
fett	뚱뚱한
fett	지방
fett	살찐
export	내보내기
export	수출
export	내보내기
export	수출
export	내보내기
board	보드
board	게시판
board	이사회
undre	아래쪽
joy	기쁨
joy	조이
joy	기쁨이
salem	세일럼
salem	살렘
rättegång	재판
anklagelser	고소
levt	살았던
jeremy	제레미
rasmussen	라스무센
barbuda	바부다
lib	lib
frånvaro	부재
uttryckt	표명
fairfield	페어필드
ashley	애슐리
newport	뉴포트
psykiska	심리학
psykiska	심리
psykiska	심리적
psykiska	멘탈
psykiska	정신
neutrala	중성
neutrala	중립성
neutrala	중립
tolkar	인터프리터
uppdelat	나눈
dieter	디터
skilsmässa	이혼
elektricitet	전력
elektricitet	전기
adler	애들러
adler	아들러
tank	탱크
tank	전차
ankomst	입국
ankomst	도착
flyttad	감동
dodge	닷지
förlaga	모델
förlaga	모형
förlaga	견본
angelo	젤로
angelo	안젤로
turism	관광
mari	마리
bertrand	베르트랑
bertrand	버트런드
uzbekistan	우즈베키스탄
absoluta	절대
absoluta	절대적
denver	덴버
galan	갈라
paus	브레이크
paus	휴식
paus	break
redigerar	편집
redigerar	수정
redigerar	편집
redigerar	수정
upphovsrätt	저작권
upphovsrätt	저작권자
upphovsrätt	저작권
landsbygd	시골
homo	호모
tips	힌트
tips	힌트
täcka	커버
täcka	덮개
täcka	표지
täcka	붕어
emmy	에미상
butik	상점
butik	가게
butik	쇼핑
butik	부티크
butik	매장
butik	가게
butik	상점
butik	스토어
alliance	동맹
alliance	얼라이언스
sporter	스포츠
rosor	장미
labour	노동
manuellt	수동
manuellt	설명서
manuellt	매뉴얼
julen	크리스마스
petra	페트라
plain	평원
plain	평범
farligt	위험한
farligt	위험하다
farligt	위험
chief	과장
chief	치프
lancaster	랭커스터
koreanska	한국인
koreanska	한국
koreanska	한국어
lera	mud
lera	머드
lera	진흙
lera	클레이
rund	라운드
record	레코드
record	녹음
record	녹화
record	기록
mail	편지
mail	메일
mail	우편
erkänna	고백
erkänna	인정
episod	에피소드
hjälte	히어로
hjälte	영웅
brandy	브랜디
reagerar	공감
smiths	스미스
våning	바닥
fötter	발발
kingdom	왕국
kingdom	킹덤
stadsdelar	동네
shah	샤샤
shah	샤이니
sannolikhet	확률
sannolikhet	확률론
sparta	스파르타
pin	pin
pin	고정
förbättringar	향상
förbättringar	개선
förbättringar	향상
förbättringar	개선
esc	esc
högste	슈프림
massor	많이
massor	넉넉한
griffiths	그리피스
daly	데일리
modellerna	모델
modellerna	모형
arabisk	아랍인
arabisk	아랍
arabisk	아라비아어
arabisk	아라비아
arabisk	아랍어
arabisk	아라비아어
arabisk	아라비아
skidåkning	스키
signatur	서명
operationer	작전
operationer	운영
operationer	수술
dracula	드라큘라
lionel	라이오넬
lionel	리오넬
freddie	프레디
grundaren	설립자
grundaren	창시자
grundaren	창립자
ljust	가볍게
ljust	가벼운
ljust	라이트
ljust	가벼움
ljust	밝아
ljust	밝고
ljust	밝은
ljust	밝게
konsekvent	지속적으로
konsekvent	일관성
tomma	비어
hello	여보세요
hello	헬로
hello	hello
keep	유지
grafiska	그래픽
mckenzie	매켄지
sons	아들들
tjock	두껍게
tjock	두꺼운
tjock	뚱뚱한
tjock	지방
tjock	살찐
beatrice	베아트리스
tobago	토바고
begär	요청
begär	요청하기
begär	갈망
ros	장미
ros	로즈
mohammad	모하마드
kännedom	지식인
kännedom	지식
nämna	언급
nämna	언급하기
leden	계급
midnight	자정
midnight	midnight
midnight	미드나이트
midnight	미드나잇
truman	트루먼
nordliga	북부
kilogram	킬로그램
kilogram	킬로미터
kilogram	킬로그램
mackenzie	맥켄지
mackenzie	매켄지
stephan	슈테판
århundraden	세기
thierry	티에리
konstitution	헌법
rumänsk	루마니아
rumänsk	루마니아인
rumänsk	루마니아어
plattform	플랫폼
jury	배심원
server	서버
guernsey	건지
vargas	바르가스
konstitutionen	헌법
farliga	위험한
farliga	위험하다
farliga	위험
avbröts	중단됨
zon	지대
zon	zone
zon	영역
baldwin	보두앵
baldwin	볼드윈
munspel	하모니카
stabil	안정화
stabil	안정환
stabil	안정적
stabil	안정
verklig	진짜
verklig	리얼
verklig	레알
toni	토니
rickard	리차드
rickard	리처드
utökning	팽창
utökning	급팽창
utökning	전개
utökning	확장
utökning	확장
utökning	연장
utökning	확장자
utökning	확대
marta	마르타
int	int
roses	장미
sakta	느린
sakta	느려
sakta	느리게
sakta	천천히
hermes	헤르메스
avslutande	닫힘
avslutande	폐쇄
avslutande	닫기
emirat	에미레이트
emirat	토후국
krigare	전사
krigare	워리어스
krigare	전사
krigare	워리어
kontrollerade	제어
framsteg	진행
transporter	발송
transporter	교통수단
transporter	운송
transporter	교통
transporter	교통수단
transporter	운송
transporter	수송
transporter	교통
heltal	정수형
heltal	정수
heltal	정수
molly	몰리
laga	fix
laga	고쳐
laga	고치
laga	고치기
måndag	월요일부터
måndag	월요
måndag	먼데이
måndag	월요일
ytor	표면
ytor	플롯
ardennes	아르덴
step	스텝
step	단계
step	걸음
joey	조이
gatorna	거리
gatorna	길거리
billigare	저렴한
idrott	스포츠
idrott	스포츠
woody	우디
strukturer	구조물
strukturer	구조
sträng	엄격한
sträng	문자열
sträng	스턴
sträng	stern
backe	언덕
enorm	거대
enorm	거대한
enorm	어마어마한
köp	구매
köp	구입
köp	구매하기
köp	사기
köp	구매
alfons	알피
alfons	알폰소
religiöst	종교
ira	ira
konton	계좌
konton	계정
hitlers	히틀러
organiska	유기적
rider	승마
rider	라이딩
rider	놀이기구
rider	라이더
romantiska	낭만
romantiska	낭만주의
romantiska	로맨틱
romantiska	낭만적
olympia	올림피아
mausoleum	영묘
tenderar	경향
tenderar	경향이
parodi	패러디
karlsruhe	카를스루에
parterna	파티
poliser	경찰
poliser	경찰관
leader	리더
leader	지도자
zero	제로
stormen	폭풍
stormen	폭풍우
stormen	스톰
rot	루트
rot	뿌리
kungligt	로열
kungligt	로얄
skyddat	보호
fjäll	스케일
fjäll	축척
fjäll	척도
fjäll	규모
fjäll	저울
indikerar	나타냅니다
färd	여행
baba	바바
fredag	금요일
fredag	프라이데이
konstigt	이상한
konstigt	이상한
konstigt	이상하다
tjocka	두껍게
tjocka	두꺼운
hals	목구멍
hals	목이
genomför	구현
telefon	전화
telefon	전화기
telefon	전화번호
telefon	휴대폰
telefon	전화
telefon	전화기
koncept	concept
koncept	컨셉
koncept	개념
koncept	컨셉
koncept	개념
koncept	concepts
jordbävningen	지진
jordbävningen	대지진
tillträde	접속
tillträde	접근
tillträde	액세스
resande	여행
resande	여행
resande	여행객
resande	여행자
rodrigo	로드리고
givet	주어진
eddy	에디
pax	팍스
building	건물
building	건축
building	빌딩
fyllt	채워진
regleras	규제
sluten	비공개
sluten	닫힌
belägg	증거
inn	inn
inn	여관
rostock	로스토크
matematisk	수학
orientering	오리엔테이션
orientering	방향
orientering	지향
lördag	토요일
montevideo	몬테비데오
skönhet	아름다움
skönhet	미녀
skönhet	미용
skönhet	미모
skönhet	미인
timothy	티모시
peer	피어
peer	동료
kopplade	연결됨
highway	고속도로
highway	하이웨이
förstod	이해
leicester	leicester
leicester	레스터
sister	여동생
sister	언니
sister	누나
cyrus	사이러스
linus	라이너스
linus	linus
linus	리노
linus	리누스
cia	cia
tavlor	사진
tavlor	사진들
tavlor	픽처스
påverkad	영향받음
påverkad	영향권
aluminium	알루미늄
aluminium	알루미늄
resonemang	추리
resonemang	추론
nos	주둥이
nos	nis
nos	코코
nos	nos
atmosfär	대기
atmosfär	분위기
mystery	미스테리
mystery	미스터리
kimberley	킴벌리
oden	오딘
fint	나이스
avslutar	출구
lukas	루가
lukas	루크
ombud	에이전트
ombud	프록시
ombud	대리
ombud	에이전트
ombud	요원
ombud	대리인
ombud	대표자
ombud	대표
ella	엘라
wonder	원더
wonder	궁금해
mono	모노
golem	골렘
manuskript	사본
bravo	bravo
bravo	브라보
brottning	레슬링
måla	paint
måla	페인트
måla	페인팅
bord	탁자
bord	식탁
bord	테이블
bord	테이블
tungvikt	헤비웨이트
tungvikt	헤비
plural	복수형
plural	복수
carey	캐리
föredrag	강의
föredrag	강연
föredrag	회담
föredrag	강의
föredrag	강연
föredrag	talk
ringar	반지
ringar	고리
förstörde	파괴됨
morfar	할아버지
morfar	할아버지
morfar	외할아버지
rod	로드
rod	지팡이
århundradet	세기
lightning	라이트닝
lightning	번개
murar	성벽
skuggan	섀도우
skuggan	섀도
skuggan	그림자
skuggan	그늘
uttalat	발음
pain	통증
pain	통증이
pain	고통
itunes	아이튠스
itunes	아이튠즈
konceptet	concept
konceptet	컨셉
konceptet	개념
cache	캐시
mask	마스크
mask	벌레
cash	캐시
cash	현금
cash	cash
kontrolleras	제어
ala	ala
lidande	고통
lamm	양고기
airways	항공
sanning	진실
sanning	진리
frivilligt	자발적
värderingar	가치관
värderingar	가치
isak	이삭
vinnarna	우승자
vinnarna	수상자
vinnarna	승자
professorn	교수
professorn	교수님
warwick	워릭
harbor	항구
harbor	항만
iranska	이란어군
iranska	이란
reggae	레게
uppträdande	행동
rotterdam	로테르담
salisbury	솔즈베리
himmel	하늘
himmel	천국
himmel	하늘
himmel	스카이
himmel	하늘
kista	흉부
kista	가슴이
kista	가슴
morales	모랄레스
ralf	랄프
ralf	랠프
simone	시몬
simone	시모네
förlorad	분실
förlorad	로스트
förlorad	잃어버린
skidskytte	바이애슬론
sjunker	침몰
utsatta	취약
gates	게이츠
förbjudna	금지
förbjudna	금지
förbjudna	차단됨
brottare	레슬링
hop	힙합
torr	건조
torr	드라이
kamera	사진기
kamera	카메라
shore	해안
shore	해변
oakland	오클랜드
ireland	아일랜드
specialiserade	전문
fokusera	집중
fokusera	초점
fokusera	집중하기
fokusera	포커스
knop	매듭
knop	매듭
jenkins	젱킨스
bur	새장
bur	cage
bur	케이지
flykten	탈출
matilda	마틸다
pioneer	파이어니어
pioneer	파이오니아
indianapolis	인디애나폴리스
klocka	시계
klocka	시계
klocka	클럭
kommissarie	경감
kommissarie	검사관
kommissarie	조사관
eduardo	에두아르도
metallica	메탈리카
carina	카리나
arrangerar	선별
arrangerar	편곡
winnipeg	위니펙
genomföras	구현
jämn	심지어
jämn	조차도
jämn	부드럽게
upplevelser	경험
