partigiani	partisaner
beata	blessed
bis	ekstranummer
werner	werner
perfetta	perfekt
perfetta	perfekte
perfetta	perfect
perfetta	fejlfri
perfetta	fejlfrit
pontefice	ypperstepræst
autrice	forfatteren
autrice	forfatter
autrice	forslagsstiller
autrice	ophavsmand
marsiglia	marseille
marsiglia	marseille
marsiglia	marseilles
prete	præst
marcos	marcos
cadavere	lig
cadavere	kadaver
periferia	forstad
periferia	forstæder
periferia	forstæderne
periferia	forstad
periferia	periferi
periferia	periferien
periferia	udkanten
periferia	forstæder
cranio	kranium
cranio	kranie
cranio	kranium
cranio	kraniet
nono	niende
iscritto	tilmeldte
iscritto	tilmeldt
que	que
cosenza	cosenza
sguardo	blik
borgogna	burgund
borgogna	burgundy
orizzontale	vandret
orizzontale	vandrette
orizzontale	horisontalt
orizzontale	horisontal
catturare	fange
catturare	fang
catturare	opsamling
assisi	assisi
strati	lag
strati	lag
strati	laget
strati	strata
campana	klokke
campana	bell
hart	hart
frederick	frederik
frederick	frederick
tombe	graves
tombe	grave
tombe	gravene
tombe	grave
studia	undersøgelse
studia	studie
studia	studier
ricostruita	rekonstruerede
ricostruita	rekonstrueret
ricostruita	genskabt
ricostruita	genopbygget
ricostruita	ombygget
ricostruita	genopbygges
gambe	benene
gambe	legs
gambe	ben
puro	rene
puro	ren
puro	rent
miles	miles
miles	kilometer
miles	km
miles	mil
connessione	forbindelse
connessione	tilslutning
connessione	tilknytning
connessione	forbinder
olandesi	nederlandske
olandesi	nederlandsk
olandesi	hollandske
olandesi	hollandsk
olandesi	hollænder
marcus	marcus
rappresentanza	repræsentation
rappresentanza	repræsentationen
anziani	seniorer
anziani	ældre
predecessore	forgænger
intellettuale	intellektuelle
intellettuale	intellektuel
intellettuale	intellektuelt
marittima	maritime
full	mæt
full	fuld
full	fuldt
full	fulde
full	full
classiche	klassikere
classiche	klassisk
classiche	klassiker
classiche	klassiske
classiche	classic
efficacia	effektiviteten
efficacia	effektivitet
efficacia	effekt
efficacia	effektivitet
spot	plet
spot	spot
batterie	batteri
batterie	batteriet
batterie	batteri
batterie	batterier
batterie	batterierne
minnesota	minnesota
collezioni	samlinger
gigi	gigi
riservato	forbeholdt
riservato	afsat
riservato	reserveret
riservato	fortroligt
riservato	fortrolige
riservato	fortrolig
manoscritto	manuskriptet
manoscritto	manuskript
jake	jake
completamento	udfyldelse
completamento	afslutning
completamento	færdiggørelse
completamento	fuldførelse
acronimo	akronym
acronimo	forkortelse
murphy	murphy
premiato	belønnes
premiato	belønnet
armatura	rustning
armatura	panser
armatura	rustning
armatura	panser
buio	dark
buio	mørke
buio	mørkt
buio	mørk
buio	mørke
buio	mørket
dono	gaven
dono	gave
allevamento	avl
allevamento	avlsdyr
allevamento	opdræt
statistica	statistikker
statistica	statistik
statistica	statistisk
aaron	aaron
jules	jules
johannes	johannes
prestigio	prestige
main	vigtigste
main	main
munizioni	ammunition
munizioni	ammunition
munizioni	ammunition
munizioni	krigsmateriel
votato	stemt
votato	stemte
votato	kåret
esisteva	eksisteret
esisteva	fandtes
esisteva	eksisterede
trionfo	triumf
identificato	identificeret
identificato	identificerede
english	englændere
english	engelske
english	engelsk
english	english
lettori	læserskare
lettori	læser
lettori	læseren
lettori	læserne
lettori	læsere
ohio	ohio
approvato	godkendt
approvato	godkendte
organizzatore	organisator
organizzatore	organisator
organizzatore	arrangøren
organizzatore	arrangør
glenn	glenn
vertici	topmøder
industrie	industries
industrie	industrier
industrie	brancher
gemelli	tvilling
gemelli	twin
gemelli	tvillinger
gemelli	tvillingerne
invitato	indbudt
invitato	inviteret
invitato	inviterede
presumibilmente	formentlig
presumibilmente	formodentligt
presumibilmente	antagelig
presumibilmente	formodentlig
presumibilmente	antageligt
presumibilmente	angiveligt
presumibilmente	påstås
presumibilmente	antageligt
presumibilmente	angiveligt
presumibilmente	påstået
pareri	meninger
pareri	udtalelser
riuniti	genforenet
meccanico	mekaniker
meccanico	mekaniske
meccanico	mekanisk
lane	bane
lane	lane
trilogia	trilogi
servire	servering
servire	serv
servire	tjene
servire	tjener
torres	torres
ampliato	udvidede
ampliato	udvidet
incluse	omfattet
incluse	inkluderet
incluse	omfattede
incluse	inkluderede
incluse	medtaget
temporaneamente	midlertidig
temporaneamente	midlertidigt
temporaneamente	midlertidig
temporaneamente	midlertidigt
dame	dame
virgilio	virgil
virgilio	virgilio
grassi	fats
grassi	fedtstoffer
grassi	grassi
grassi	fedtstof
grassi	fed
grassi	fedt
grassi	fede
contenuta	indeholdte
contenuta	indesluttet
contenuta	indeholdt
panzer	panzer
cecilia	cecilia
marziali	martial
marziali	krigsret
sopravvissuti	overlevende
sopravvissuti	efterladte
sopravvissuti	overlevet
sopravvissuti	overlevede
acquisizione	anskaffelse
acquisizione	erhvervelse
acquisizione	overtagelse
morris	morris
depressione	depression
javier	javier
spessore	tykkelse
identificazione	identificering
identificazione	identifikation
operativa	udløsende
operativa	operative
operativa	operativ
operativa	operativt
operativa	operationelt
operativa	operationel
operativa	operationelle
operativa	operativt
inviata	afsendt
inviata	sendes
inviata	sendte
inviata	sendt
petto	brystkassen
petto	brystkasse
petto	brystet
petto	bryst
petto	kiste
petto	bryst
circostanze	omstændigheder
circostanze	omstændighed
circostanze	omstændighederne
circostanze	omstændigheder
igor	igor
descrivere	beskriv
devil	djævelen
devil	devil
devil	djævel
interpretazioni	fortolkninger
terrestri	jordbaseret
terrestri	jordbaserede
biografie	biografier
biografie	biografi
repubblicano	republikanere
repubblicano	republikanske
repubblicano	republikaner
repubblicano	republikanerne
pavimento	gulvet
pavimento	etage
pavimento	gulv
legali	lovligt
legali	lovlige
legali	juridiske
legali	juridisk
zucchero	sukker
funzionalità	funktionalitet
funzionalità	funktioner
pdc	pdc
sacerdoti	præsterne
sacerdoti	præster
este	este
clero	præster
clero	gejstlige
rappresentazioni	fremstillinger
rappresentazioni	repræsentationer
rappresentazioni	forestillinger
frontale	front
frontale	foran
frontale	forside
frontale	frontal
frontale	frontalt
england	englands
england	england
ordinario	ordinært
ordinario	ordinær
soppressione	afskaffelse
soppressione	ophævelse
soppressione	sletning
soppressione	undertrykkelse
soci	partnerne
soci	samarbejdspartnere
soci	partners
soci	makkere
soci	partnere
pérez	perez
pérez	pérez
hugh	hugh
again	igen
eserciti	hære
secondarie	sekundære
secondarie	sekundær
secondarie	sekundært
specializzata	specialiseret
specializzata	specialiserede
specializzata	specialiseret
specializzata	specialiserede
manovra	manøvre
manovra	manøvrere
manovra	manøvre
manovra	manøvrere
valencia	valencia
variazione	variation
variazione	variationer
variazione	skift
variazione	ændring
variazione	forandring
variazione	ændr
archivi	arkiv
archivi	arkiverne
archivi	arkiver
archivi	arkivet
away	væk
sospensione	suspension
sospensione	suspendering
sospensione	ophæng
sospensione	suspenderet
sospensione	udsættelse
pirati	piraterne
pirati	sørøvere
pirati	pirater
pirati	sørøver
pirati	pirat
tavole	tabellerne
tavole	tabeller
tavole	borde
veneziano	venetianske
wallace	wallace
loggia	loggia
pesaro	pesaro
sultano	sultanen
sultano	sultan
toro	toro
toro	taurus
toro	bull
eletti	valgt
eletti	folkevalgt
eletti	folkevalgte
eletti	valgte
superman	superman
modern	moderne
mass	masse
mass	mass
mass	messe
percentuali	procenter
percentuali	procentsatser
emissione	udstedelse
emissione	udstedelsen
emissione	udstedelse
emissione	udstedende
emissione	emission
massimi	maxima
after	efter
ferite	tilskadekomne
ferite	kvæstede
ferite	kvæstelser
ferite	skader
ferite	personskader
ferite	sår
kiev	kiev
phoenix	phoenix
alluminio	aluminium
alluminio	aluminium
vendere	sælge
vendere	sælger
vendere	sælge
vendere	sælger
datato	datede
datato	datet
datato	dateret
corno	hornet
corno	horn
piatti	retter
piatti	tallerkener
piatti	opvask
piatti	tallerkner
futuri	fremtidig
futuri	fremtidige
futuri	fremtiden
futuri	kommende
futuri	fremover
futuri	fremtid
futuri	futures
protesta	protest
protesta	protestere
protesta	protester
rachel	rachel
immacolata	pletfri
immacolata	pletfri
canti	syng
canti	sing
canti	synge
canti	remser
canti	sange
intellettuali	intellektuelle
intellettuali	intellektuelle
intellettuali	intellektuel
intellettuali	intellektuelt
elia	elijah
elia	elia
elia	elias
bersaglio	målet
bersaglio	mål
manifesto	plakat
manifesto	manifestet
manifesto	manifest
manifesto	åbenbar
manifesto	manifestere
manifesto	manifestet
manifesto	manifest
napoletano	napolitanske
fedeltà	troskab
fedeltà	troskab
fedeltà	loyalitet
raw	rå
raw	ubehandlet
raw	råt
raw	raw
illustri	fornem
illustri	fornemt
integrato	integreret
integrato	integrerede
integrato	indlejret
integrato	indlejrede
integrato	indbygget
perfino	selv
tomáš	tomáš
watson	watsons
watson	watson
interfaccia	interface
interfaccia	brugerflade
interfaccia	grænseflader
interfaccia	grænseflade
finanziaria	finansiel
finanziaria	finansielt
finanziaria	økonomisk
terrore	terror
terrore	rædsel
terrore	terroren
mod	forsvarsministeriet
mod	mod
reynolds	reynolds
martiri	martyrer
istanbul	istanbul
colorado	colorado
für	für
separati	adskilt
separati	separeret
separati	separat
separati	særskilt
separati	adskilt
separati	separate
continuato	fortsatte
continuato	fortsættes
continuato	fortsat
colorazione	farvestof
colorazione	farvning
parità	paritet
parità	ligestilling
parità	lighed
parità	ligebehandling
etiopia	etiopien
sandra	sandra
soggiorno	ophold
soggiorno	bliv
illinois	illinois
magico	magi
magico	trylleri
magico	magic
magico	magiske
magico	magisk
magico	magiske
magico	magisk
orleans	orleans
spalla	skulder
spalla	skulderen
spalla	bov
spalla	medhjælper
challenge	challenge
challenge	udfordring
challenge	udfordringen
scipione	scipio
scipione	scipione
bach	bach
getto	jetfly
getto	jet
bros	bros
phillips	phillips
giocate	play
giocate	spille
giocate	spil
giocate	leg
sentito	hørte
sentito	hørt
sloveno	slovenske
sloveno	slovensk
sloveno	slovenske
sloveno	slovensk
call	call
call	ring
call	opkald
call	kald
call	ringe
indiani	indianere
indiani	indere
indiani	indianer
indiani	indianerne
indiani	indianer
indiani	indiske
indiani	inder
indiani	indisk
indiani	indian
scalo	mellemlanding
geometria	geometri
biagio	blaise
millennio	årtusinde
millennio	årtusindskiftet
millennio	millennium
millennio	årtusind
giganti	giants
giganti	kæmper
giganti	kæmpe
giganti	gigant
giganti	giant
giganti	gigantisk
zia	moster
zia	tante
zia	faster
zia	moster
zia	tante
zia	moster
zia	faster
zia	tante
zia	zia
rimosso	fjernet
rimosso	afhentes
rimosso	fjernede
traduzioni	oversat
traduzioni	oversættelse
traduzioni	oversættelser
happy	lykkelig
happy	tillykke
happy	glade
happy	tilfreds
happy	glad
happy	happy
voll	voll
estrazione	ekstraktion
estrazione	udtrækning
estrazione	udtræk
estrazione	udvinding
estrazione	udtrækning
estrazione	udvinder
estrazione	udvinding
accompagnamento	ledsagende
accompagnamento	ledsage
accompagnamento	ledsager
accompagnamento	medfølgende
minerali	malm
minerali	mineraler
minerali	malm
minerali	malme
minerali	mineralske
minerali	mineral
ticino	ticino
mondi	verdener
mozart	mozart
fissa	fastsat
fissa	faste
fissa	fast
fissa	fikseret
distinguere	skelne
distinguere	sondre
distinguere	skelner
distinguere	skelne
bmw	bmw
campionessa	mester
campionessa	champion
monarchia	monarki
adolfo	adolfo
adolfo	adolphus
adolfo	adolphe
adolfo	adolf
installazione	montering
installazione	installering
installazione	installation
installazione	anlæg
installazione	installerer
installazione	installer
installazione	installation
installazione	installerer
installazione	installere
spin	spin
michigan	michigan
violoncello	cello
applicata	anvendte
applicata	anvendt
applicata	ansøgt
applicata	ansøgte
collaboratori	kollegaer
collaboratori	kolleger
collaboratori	samarbejdspartnere
collaboratori	bidragydere
collaboratori	bidragsydere
monferrato	montferrat
esposti	udstillet
esposti	blottet
esposti	eksponerede
esposti	udsat
esposti	afsløret
esposti	eksponeret
joão	joão
leon	leon
alexandre	alexandre
colli	colli
colli	hills
colli	bakker
colli	bakkerne
grotte	huler
grotte	hulerne
alessandra	alexandra
alessandra	alessandra
definiti	fastlagt
definiti	afgrænset
definiti	definerede
definiti	defineret
abiti	kjoler
abiti	tøjet
abiti	tøj
assi	aksler
assi	esser
assi	akser
assi	økser
ostilità	fjendtlighed
ostilità	fjendtlig
ostilità	fjendtlighederne
rodríguez	rodriguez
rodríguez	rodríguez
hop	hop
compleanno	fødselsdagen
compleanno	fødselsdag
cristoforo	christoffer
cristoforo	christopher
ernest	ernest
carrara	carrara
severo	severus
severo	severo
severo	alvorlig
severo	alvorlige
severo	alvorligt
severo	svær
severo	agter
severo	stern
return	retur
return	returnere
return	afkast
cecil	cecil
governi	regeringer
governi	regeringerne
esistere	eksisterer
esistere	eksistere
esistere	findes
pallone	kolbe
pallone	kolben
pallone	ballonen
pallone	ballon
pallone	bal
pallone	bold
pallone	ball
pallone	kugle
recitato	reciterede
attraversato	krydsede
attraversato	krydset
adatta	egnede
adatta	passende
adatta	egnet
adatta	velegnet
adatta	passer
adatta	passede
adatta	tilpas
adatta	fit
arizona	arizona
wagner	wagner
promosse	promoveret
promosse	promoverede
promosse	fremmet
promosse	forfremmet
cristallo	krystal
cristallo	crystal
vercelli	vercelli
secco	tørre
secco	tørt
secco	tør
annibale	hannibal
crollo	kollapse
crollo	sammenbrud
crollo	kollaps
cosimo	cosimo
body	body
body	lig
body	kroppen
body	krop
combatté	kæmpede
combatté	udkæmpet
combatté	kæmpet
combatté	sloges
affetto	ømhed
affetto	hengivenhed
amanda	amanda
picco	højdepunkt
picco	peak
negozi	forretninger
negozi	butikker
rca	rca
cancellazioni	aflysninger
cancellazioni	afbud
cancellazioni	aflysning
cancellazioni	annullering
cancellazioni	afbud
ignazio	ignacio
ignazio	ignatius
ignazio	ignazio
ronald	ronald
retro	retro
naso	snude
naso	næsen
naso	næse
melbourne	melbourne
peste	plage
peste	pest
peste	pesten
ghost	ghost
ghost	spøgelset
ghost	spøgelse
harvey	harvey
isaac	isaac
isaac	isak
pausa	bryde
pausa	pause
pausa	bræk
pausa	bryd
pausa	break
pausa	pause
razze	racer
razze	racer
razze	avler
know	ved
know	vide
know	kender
know	kend
formando	formning
hunt	jagten
hunt	hunt
hunt	jagt
hunt	jage
coloni	kolonister
coloni	bosættere
testimone	vidnet
testimone	vidne
testimone	vidner
mercati	markederne
mercati	markeder
viceversa	omvendt
vacante	ledige
vacante	ledig
crebbe	vokset
crebbe	voksede
lontana	fjernt
sfruttare	udnytte
tele	tele
palmer	palmer
scrivi	skrive
scrivi	skriv
scrivi	skriver
reed	reed
emily	emily
napoletana	napolitanske
acquisito	erhvervede
acquisito	anskaffet
acquisito	erhvervet
rivalità	rivalisering
rivalità	rivalisering
provoca	provokerer
sequel	fortsættelser
sequel	efterfølger
pellicole	film
pellicole	folie
pellicole	filme
pellicole	film
hms	hms
reality	virkeligheden
reality	realitet
reality	realiteter
reality	reality
reality	virkelighed
transizione	overgang
transizione	overgangsperiode
transizione	overgangsordning
taiwan	taiwans
taiwan	taiwan
taiwan	taiwanske
circondato	omringet
circondato	omgivet
pour	hæld
pour	skænk
pour	pour
cardinali	kardinaler
müller	müller
müller	müller
müller	muller
xxi	xxi
cantato	sunget
cantato	sang
cantato	sunget
freccia	pil
colpevole	skyldige
colpevole	skyldig
protocollo	protokollen
protocollo	protokol
claire	claire
folla	flok
folla	publikum
concorrente	deltager
concorrente	konkurrerende
concorrente	konkurrent
concorrente	konkurrenten
libia	libyen
libia	libyens
uniforme	uniformen
uniforme	ensartet
uniforme	uniform
josh	josh
ribellione	oprør
ribellione	oprøret
raro	sjælden
raro	sjældne
raro	sjældent
fausto	fausto
fausto	faust
dimostrazione	demo
dimostrazione	demonstration
dimostrazione	påvisning
concesse	bevilgede
concesse	ydet
concesse	tildelt
concesse	bevilget
concesse	indrømmet
eseguiti	henrettet
eseguiti	henrettede
eseguiti	udførte
eseguiti	udført
impressione	indtryk
impressione	visning
run	kør
run	løbe
run	run
run	løb
run	kørt
aperti	åbent
aperti	åbn
aperti	åben
duchessa	hertuginden
duchessa	hertuginde
cavo	kabel
cavo	kablet
cavo	kabler
cavo	cable
gallese	welsh
gallese	walisiske
carmelo	carmelo
carmelo	carmel
separata	adskilt
separata	separeret
separata	separat
separata	særskilt
separata	adskilt
separata	separate
siviglia	sevilla
invita	invitationer
invita	opfordrer
invita	inviterer
invita	inviterer
invita	inviterede
invita	invitere
invita	invitation
omicidi	drabsafdelingen
omicidi	drab
omicidi	mordene
omicidi	mord
residente	resident
residente	beboer
residente	bosat
residente	bosiddende
umbria	umbria
atletico	atletisk
holmes	holmes
diga	dam
diga	dæmningen
diga	dæmning
diga	dige
reato	forbrydelse
reato	lovovertrædelse
reato	forbrydelser
reato	kriminalitet
reato	forbrydelse
continuamente	løbende
continuamente	kontinuerligt
continuamente	uafbrudt
continuamente	konstant
militante	militante
sismica	seismiske
contemporaneo	nutidige
contemporaneo	moderne
trasformare	transformere
trasformare	forvandle
got	fik
got	har
got	got
associati	associerede
associati	tilhørende
associati	associeret
associati	tilknyttet
filadelfia	philadelphia
vertice	topmøde
vertice	topmødet
attuazione	gennemførelse
attuazione	implementering
attuazione	iværksættelse
attuazione	gennemførelsen
gregory	gregory
gregory	gregor
narrativa	fortælling
narrativa	fiktion
procuratore	anklagemyndighed
procuratore	anklager
procuratore	anklagemyndigheden
procuratore	anklageren
operatori	operatører
menzione	nævne
menzione	nævner
menzione	nævn
dar	dar
verbo	verbum
distribuita	fordelt
distribuita	uddelt
distribuita	distribueret
distribuita	omdelt
suggerisce	antyder
suggerisce	foreslår
uguali	lige
uguali	equal
uguali	ligemænd
creatore	skaber
creatore	opretter
creatore	skaber
creatore	skaberen
leva	løftestang
leva	gearing
macchia	pletten
macchia	plet
macchia	pletter
macchia	plet
macchia	sløret
macchia	slør
intenzioni	intentionerne
intenzioni	hensigter
intenzioni	intentioner
intenzioni	hensigtserklæring
intenzioni	hensigt
rudolf	rudolf
soglia	tærskel
ortodossa	ortodokse
hope	håber
hope	hope
hope	håb
hope	håbet
liberato	befriet
liberato	befriede
liberato	frigjort
liberato	frigjorte
liberato	befriede
liberato	befriet
automatica	automatiske
automatica	automatisk
automatica	automatgear
pirenei	pyrenæerne
guardare	se
guardare	kigger
guardare	ser
nuotatore	svømmer
rivali	rivaler
rivali	rivaliserende
rivali	rival
manoscritti	manuskripter
manoscritti	manuskriptet
manoscritti	manuskript
controllata	datterselskab
controllata	kontrollerede
controllata	styrede
controllata	styret
controllata	kontrolleret
rettore	dekan
rettore	dean
rettore	rektor
beatles	beatles
beatles	beatle
costruttori	bygherrer
costruttori	producenter
costruttori	fabrikanterne
costruttori	fabrikanter
costruttori	fremstillere
significativa	meningsfuldt
significativa	meningsfuld
significativa	meningsfyldt
significativa	betydningsfuldt
significativa	betydelige
significativa	betydende
significativa	betydelig
significativa	væsentlig
significativa	signifikant
bombardamenti	bombninger
bombardamenti	bombe
bombardamenti	bombning
bombardamenti	bombeangreb
bombardamenti	bombningen
lou	lou
tubo	pipe
tubo	pibe
tubo	rør
tubo	tube
tubo	rør
adottata	vedtaget
adottata	adopteret
decisivo	beslutsom
decisivo	afgørende
contenenti	indeholder
contenenti	indeholdende
impostazione	indstilling
canonico	canon
canonico	kanonisk
rex	rex
soffitto	loft
giove	jupiter
comprensione	forståelse
comprensione	forståelse
comprensione	forstående
fisici	fysiske
fisici	fysisk
recensioni	anmeldelser
arrivata	ankom
arrivata	ankommet
vangelo	gospel
caratterizzati	kendetegnet
caratterizzati	karakteriseret
caratterizzati	karakteriseres
caratterizzati	karakteriseret
cesena	cesena
rogers	rogers
imperatrice	kejserinden
imperatrice	kejserinde
ieri	igår
intervallo	rækkevidde
intervallo	afstand
intervallo	sortiment
intervallo	interval
intervallo	interval
poetica	poetisk
divisi	divideret
divisi	opdelt
divisi	splittet
violinista	violinist
violinista	spillemand
pericoloso	farlig
pericoloso	farligt
pericoloso	farlige
pericoloso	farlig
pericoloso	farligt
pericoloso	farlige
true	sand
true	sandt
true	true
true	rigtigt
analogo	analoge
analogo	analogt
analogo	analog
secondario	sekundære
secondario	sekundær
secondario	sekundært
slovenia	slovenien
negativa	negativt
negativa	negative
negativa	negativ
gaio	gaius
organista	organist
crociera	cruising
crociera	sejltur
crociera	krydstogt
crociera	cruise
sonic	sonic
anteprima	forhåndsvisning
carol	carol
han	han
pura	rene
pura	ren
pura	rent
inaugurazione	indsættelse
inaugurazione	indvielse
inaugurazione	åbning
inaugurazione	åbner
adolf	adolf
correre	kør
correre	løbe
correre	run
correre	løb
correre	kørt
aggiornata	ajourført
aggiornata	opdaterede
aggiornata	opdateret
eccezionalmente	undtagelsesvist
eccezionalmente	undtagelsesvis
beat	beat
beat	slået
beat	slå
sprint	sprint
dinamo	dynamo
dinamo	dinamo
liberty	liberty
liberty	frihed
trinità	trinity
guillermo	guillermo
gallia	gallien
aggiungendo	tilføjelse
aggiungendo	tilføjer
australian	australske
australian	australsk
violento	voldelige
violento	voldsomt
violento	voldelig
violento	voldeligt
violento	voldsom
riforme	reformer
riforme	reformen
riforme	reform
riforme	reformer
riforme	reformerne
cipro	cypern
demoni	dæmon
demoni	dæmonen
demoni	dæmonerne
demoni	dæmoner
favorire	favorisere
favorire	begunstigelse
massachusetts	massachusetts
corde	reb
corde	tove
corde	tovværk
corde	snore
corde	strenge
cellula	celle
presidenti	formænd
presidenti	præsidenter
presidenti	præsidenten
presidenti	formand
presidenti	præsident
mine	miner
mine	minerne
mine	mit
mine	mine
mine	min
digimon	digimon
carità	velgørende
carità	velgørenhed
carità	charity
leggende	legender
leggende	sagn
leggende	legenden
leggende	legende
leggende	legender
leggende	sagn
saverio	xavier
saverio	saverio
molecole	molekyle
molecole	molekyler
sacrificio	ofre
sacrificio	opofrelse
sacrificio	ofring
sacrificio	aflivning
sacrificio	offer
architetti	arkitekter
cava	stenbruddet
cava	stenbrud
cava	cava
sospetto	mistanke
sospetto	mistænksomhed
sospetto	mistænkelig
sospetto	mistænkeligt
sospetto	suspekt
sospetto	mistænkelige
sospetto	mistænksom
sospetto	mistanke
sospetto	mistænkelig
sospetto	suspekt
sospetto	mistænkt
sospetto	mistænkte
terminale	terminal
terminale	terminalen
lombardi	lombardi
benzina	benzin
benzina	benzin
zar	zar
elementare	elementær
elementare	grundskole
elementare	elementært
elementare	elementære
elementare	elementær
elementare	grundstoffer
elementare	elementært
reggente	regent
five	fem
rispettare	respekt
rispettare	respektere
rispettare	respekter
olanda	holland
fatica	udmattelse
fatica	træthed
generazioni	generationers
generazioni	generationerne
generazioni	generationer
hal	hal
derivati	derivater
derivati	afledede
consentito	tilladt
consentito	tilladte
consentito	tilladt
consentito	tilladte
seggi	pladser
seggi	sæder
cantare	syng
cantare	sing
cantare	synge
cantare	sang
cantare	synger
cantare	synge
cantare	syngende
referendum	folkeafstemning
referendum	folkeafstemningen
referendum	folkeafstemning
referendum	folkeafstemninger
apostolo	apostel
fischio	fløjte
fischio	fløjten
lodi	lodi
contee	amter
contee	amterne
gestore	driftsleder
gestore	manager
gestore	leder
teramo	teramo
israeliano	israelske
israeliano	israelsk
israeliano	israelere
indie	indie
africano	afrikanske
africano	afrikansk
africano	afrika
suite	suite
suite	suiten
suite	suiter
qualifica	kvalificerede
qualifica	kvalificerende
qualifica	kvalificeret
qualifica	kvalifikationer
qualifica	kvalifikation
qualifica	kvalificering
guillaume	guillaume
see	eea
see	eøs
lino	lino
lino	linned
lino	hør
ira	lra
ira	ira
ira	vrede
make	lav
make	foretag
make	lave
conduzione	handlemåde
conduzione	adfærd
curtis	curtis
enormi	kæmpe
enormi	kæmpestort
enormi	enorm
enormi	enorme
enormi	enormt
efficienza	effektiviteten
efficienza	virkningsgrad
