din	from
diferite	farkli
diferite	değişik
baza	üs
baza	baz
baza	üssü
baza	taban
special	ozel
special	özeldir
special	özel
valea	vadi
valea	valley
valea	vadisi
comune	müşterek
comune	sarma
comune	eklem
ele	onlar
stadium	stadyumu
stadium	stadyum
svg	svg
zona	bölge
zona	zone
zona	bölge
zona	alanı
zona	alan
dat	verildi
dat	verilmiş
dat	verilen
slovenia	slovenya
americii	amerika
americii	america
satului	köyü
satului	köy
împărat	imparator
localitatea	semt
resedinta	ikamet
resedinta	konut
viața	life
viața	hayat
viața	yaşam
viața	ömür
bun	güzel
bun	iyi
cet	cet
format	oluştu
format	oluşturulmuş
format	format
format	biçim
format	biçimi
format	formatı
primit	alındı
primit	alınan
primit	aldı
președinte	başkan
președinte	cumhurbaşkanı
președinte	baskan
președinte	başkan
președinte	baskan
lângă	yakın
lângă	yakınında
lângă	yakınındaki
oameni	halk
oameni	kişiler
oameni	insanlar
oameni	millet
istoric	tarihçi
istoric	tarihi
istoric	tarihsel
istoric	tarihi
istoric	geçmiş
istoric	tarih
suprafață	yüzeyi
suprafață	yüzey
suprafață	bölge
suprafață	alanı
suprafață	alan
europa	avrupa
europa	europa
europa	avrupa
universitatea	üniversite
universitatea	university
universitatea	üniversitesi
team	team
team	ekip
team	takım
copii	çocuklar
copii	cocuklar
copii	çocuk
copii	çocuklar
aproximativ	yaklaşık
aproximativ	yaklaşık
aproximativ	kabaca
lucru	şey
lucru	çalış
lucru	çalışma
lucru	iş
lucru	çalışmak
cazul	case
cazul	vaka
cazul	dava
români	rumen
români	romen
folosit	kullanılan
folosit	kullanılmış
folosit	kullanıldı
folosit	kullanılır
orice	herhangi
clubnat	clubnat
ibn	ibn
mihai	mihai
mihai	michael
acum	şimdi
acum	simdi
centrul	merkezi
centrul	merkez
centrul	center
centrul	orta
centrul	merkezi
centrul	merkez
centrul	orta
centrul	centre
reprezintă	temsil
san	san
teritoriul	bölge
teritoriul	bölgesi
van	van
van	minibüs
van	kamyonet
ungaria	macaristan
număr	rakam
număr	numara
număr	numarası
număr	sayı
cauza	sebebi
cauza	nedeni
cauza	çünkü
bulgaria	bulgaristan
engleză	ingiliz
engleză	türkçe
engleză	turkish
engleză	ingilizce
serie	serisi
serie	dizi
serie	seri
sua	amerika
sua	abd
sua	usa
vechi	eski
vechi	yaşlı
vechi	old
vechi	ihtiyar
reședința	ikamet
reședința	konut
munții	dağları
munții	dağlar
munții	dağ
munții	dağlara
limbi	dil
limbi	diller
limbi	dilleri
fel	kibar
fel	nazik
apelor	suları
apelor	waters
apelor	sular
fotbal	futbol
fotbal	football
fotbal	futbol
regele	kral
regele	king
fiul	oğul
fiul	evlat
fiul	oğlum
anterior	önceden
anterior	önceki
nouă	yeni
nouă	dokuzu
nouă	dokuz
evoluția	evrim
viteză	hızlı
viteză	hız
viteză	sürat
viteză	speed
viteză	hızı
paul	paul
palomar	palomar
orașe	kentler
orașe	şehirler
orașe	şehirleri
institutul	enstitüsü
institutul	enstitü
satele	köyleri
lansat	serbest
lansat	başlatılan
lansat	başlattı
istorice	tarihi
istorice	tarihsel
trecut	geçmiş
articolul	yazı
articolul	madde
articolul	makale
mulți	birçok
viață	life
viață	hayat
viață	yaşam
viață	ömür
informații	bilgi
informații	bilgilendirme
informații	bilgiler
titlu	başlık
titlu	manşet
titlu	başlık
titlu	unvan
titlu	başlığı
titlu	ünvan
goluri	gol
goluri	hedefler
goluri	amaçlar
goluri	hedefleri
titlul	başlık
titlul	unvan
titlul	başlığı
titlul	ünvan
album	albüm
york	york
von	von
pagina	sayfaya
pagina	sayfa
pagina	sayfada
pagina	sayfası
pagina	sayfayı
imperiul	empire
imperiul	imparatorluk
imperiul	imparatorluğu
moartea	olum
moartea	ölüm
moartea	death
apare	görünüyor
fața	yüzün
fața	yüzünü
fața	yüz
fața	yüzü
fața	face
armata	ordu
formă	şekil
formă	şekli
formă	biçim
formă	formu
formă	biçim
formă	form
color	renk
color	rengi
color	renkli
color	renk
color	rengi
german	alman
german	almanca
ștefan	stephen
ștefan	stefan
rolul	rolün
rolul	rol
mică	ufak
mică	küçük
mică	kucuk
des	des
des	sıklıkla
des	sıkça
transilvania	transilvanya
epocă	klasik
începând	başlamak
începând	başlıyor
începând	başlıyorum
începând	başlangıç
principal	main
principal	ana
principal	müdire
principal	müdür
forma	şekil
forma	şekli
forma	biçim
forma	formu
forma	biçim
forma	form
carol	carol
mici	ufak
mici	küçük
mici	kucuk
astăzi	bugün
astăzi	bugünde
astăzi	bügün
astăzi	bugun
robert	robert
apărut	göründü
eliberare	sürüm
eliberare	serbest
eliberare	kurtuluş
european	avrupa
european	avrupalı
mic	ufak
mic	küçük
mic	kucuk
mic	minik
mic	küçük
mic	az
mic	mikrofon
câștigat	kazanılan
câștigat	kazandı
câștigat	won
gen	cinsiyeti
gen	cinsiyet
gen	tür
gen	türü
gen	tarz
gen	cins
gen	gen
caracterizată	nitelendirdi
com	com
importante	önemlidir
importante	onemli
importante	önemli
der	der
aur	altınlar
aur	altın
aur	gold
aur	altin
luat	alınmış
luat	alındı
luat	alınan
luat	aldı
luat	alınır
murit	öldü
murit	öldüm
germană	alman
germană	almanca
kitt	kitt
orbită	yörünge
rotație	döndürme
rotație	rotasyon
rotație	dönüş
pol	pol
pol	direk
pol	kutup
pol	kutbu
lume	world
lume	dünya
lume	dunya
local	yerli
local	lokal
local	yöresel
local	yerel
fapt	gerçek
anglia	ingiltere
politică	ilke
politică	politika
politică	poliçe
politică	politikası
politică	politikamız
politică	politika
politică	siyaset
spacewatch	spacewatch
devine	devine
revista	dergi
revista	magazin
asta	bu
asta	bunu
asta	bu
asta	bunu
vasile	vasile
vasile	basil
profesor	profesör
profesor	hocam
profesor	öğretmen
profesor	öğretmenim
profesor	hoca
planetelor	gezegenleri
planetelor	gezegenler
cinci	five
cinci	beş
acolo	orada
acolo	orda
lumea	world
lumea	dünya
lumea	dunya
muzică	music
muzică	müzik
situat	bulunan
david	davud
david	davut
david	david
țara	ülke
țara	vatan
vol	vol
etnică	etnik
centru	merkezi
centru	merkez
centru	center
centru	orta
centru	merkezi
centru	merkez
centru	orta
centru	centre
alt	alt
istorie	tarihi
istorie	geçmiş
istorie	tarih
austria	avusturya
districtul	ilçesi
districtul	bölge
districtul	semt
districtul	bahşı
districtul	ilçe
altitudine	irtifa
altitudine	yükseklik
periheliu	günberi
regatul	krallık
conține	içerdiği
conține	içerir
conține	içeriyor
activitatea	etkinlik
activitatea	faaliyet
activitatea	aktivite
activitatea	hareketler
activitatea	aktiviteler
sultan	sultan
inițial	başlangıçta
inițial	aslen
inițial	başlangıçta
artă	sanat
artă	art
body	ceset
body	vücut
body	beden
imagini	görüntüler
imagini	resimler
imagini	görseller
imagini	resimler
imagini	fotoğraflar
imagini	resimleri
rusia	rusya
spune	söyle
spune	de
spune	söyleyin
domeniul	alan
școala	okula
școala	okulumuz
școala	okulu
școala	okul
școala	school
polonia	polonya
succes	başarılar
succes	başarılı
succes	başarı
provincie	il
studii	çalış
studii	çalışma
studii	çalışmalar
studii	çalışmaları
inclusiv	dahil
primar	birincil
francez	fransız
francez	fransızlar
francez	fransız
francez	fransızca
privind	izlerken
privind	izlemek
privind	izleyen
privind	izliyorum
privind	izliyor
scriitor	yazar
jean	jean
sistemul	sistem
sistemul	sistemi
începe	başlayın
începe	başla
începe	başlangıç
începe	başlat
ziua	gündüz
ziua	gun
ziua	gün
single	tekli
single	single
single	tek
single	bekar
războiul	savaş
războiul	war
războiul	savas
world	world
world	dünya
world	dunya
internațional	international
internațional	yurtdışı
internațional	uluslararası
franceză	fransızlar
franceză	fransız
franceză	fransızca
william	william
ministru	bakan
ministru	bakanı
ministru	bakanım
important	önemlidir
important	onemli
important	önemli
familie	ailesi
familie	family
familie	aile
politic	siyasi
politic	politik
politic	siyasal
chișinău	chișinău
țări	ülkeler
țări	ülkelere
țări	ülkeleri
funcția	işlevi
funcția	fonksiyon
funcția	işlev
funcția	fonksiyonu
jpl	jpl
lucrări	çalışır
lucrări	çalışıyor
publicat	yayınlanan
publicat	yayınlanmış
publicat	yayınlandı
publicat	yayımlandı
mircea	mircea
curs	rota
curs	kurs
probabil	muhtemelen
sistem	sistem
sistem	sistemi
politice	siyasi
politice	politik
politice	siyasal
sudul	güney
sudul	güneyli
sudul	güney
sudul	güneye
vreme	hava
autor	yazar
autor	yazarı
mediu	çevre
mediu	ortam
mediu	ortalama
mediu	medyum
mediu	ortam
mediu	orta
spania	ispanya
funcție	işlevi
funcție	fonksiyon
funcție	işlev
funcție	fonksiyonu
categoria	kategori
categoria	kategorisi
nivel	düzey
nivel	seviye
web	web
web	ağ
web	internet
top	üst
top	üstü
top	top
top	üstte
mihail	mikhail
mihail	michael
mihail	mihail
biserică	church
biserică	kiliseye
biserică	kilise
realizat	elde
cartea	kitap
filme	filmleri
filme	filmler
filme	film
filme	filmler
filme	film
filme	sinema
noua	yeni
căsătorit	evli
căsătorit	evlendi
png	png
muzeul	müze
muzeul	müzesi
muzeul	museum
city	sehir
city	city
city	şehir
construit	inşa
luptă	savaş
luptă	muharebe
luptă	savas
luptă	kavga
luptă	savaş
luptă	dövüşün
luptă	dövüş
luptă	mücadele
unit	birleşik
unit	birlik
unit	united
unit	birleşmiş
luni	ay
luni	aylardır
luni	aylar
luni	aylarca
luni	pazartesi
jucat	oynadı
zone	bölgeler
zone	alanlar
zone	alanları
zone	bölgeler
radio	radio
radio	radyo
radio	telsiz
romano	romano
istorică	tarihi
istorică	tarihsel
deja	çoktan
deja	zaten
deja	şimdiden
monument	anıt
monument	anıtı
europene	avrupa
europene	avrupalı
fac	yapıyor
dreapta	doğru
dreapta	sağa
dreapta	sağ
dreapta	dogru
moment	anı
moment	an
componenta	bileşeni
componenta	bileşen
cantonul	canton
vârsta	age
vârsta	yaş
vârsta	yaşı
toți	all
toți	hepsini
toți	tamamı
toți	hepsi
toți	tümü
bază	üs
bază	baz
bază	üssü
bază	taban
ultima	sonuncusu
ultima	last
ultima	sonuncu
ultima	son
origine	köken
origine	kökeni
actor	aktör
actor	oyuncu
literatură	edebiyatı
literatură	edebiyat
anderson	anderson
veche	eski
veche	yaşlı
veche	old
veche	ihtiyar
timișoara	temeşvar
les	les
les	leş
guvernul	devlet
guvernul	hükümet
estul	doğuya
estul	doğu
estul	doğuda
total	toplam
total	tamamıyla
total	kesinlikle
total	tamamen
total	tamamiyle
japonia	japonya
sibiu	sibiu
petru	petru
petru	peter
conte	sayar
conte	say
conte	kont
conte	conte
alba	alba
bavaria	bavyera
roma	rome
roma	roma
roma	romanlar
roma	roma
specii	tür
specii	türler
cupa	kupa
cupa	kupası
cupa	cup
cupa	fincan
cupa	bardak
bătălia	savaş
bătălia	muharebe
bătălia	savas
ceva	birşeyler
ceva	birşey
membri	üye
membri	üyeler
membri	üyeleri
calitate	kaliteli
calitate	kalite
calitate	kalitesi
scrie	yazma
scrie	yazın
scrie	yaz
euro	avro
euro	euro
uniunii	sendika
uniunii	birlik
uniunii	birliği
scurt	kisa
scurt	kısa
scurt	kısa
mama	anne
mama	annem
mama	anne
mama	annesi
mama	ana
creat	yaratılmış
creat	oluşturuldu
creat	yaratıldı
creat	yarattı
creat	oluşturulan
campionatul	şampiyonası
campionatul	şampiyonluk
campionatul	şampiyona
del	del
locuri	mekanlar
locuri	yerleri
locuri	yerler
locuri	koltuklar
uri	uri
mănăstirea	manastır
mănăstirea	manastırı
america	amerika
america	america
produs	üretildi
produs	üretilmiş
produs	üretilen
produs	ürün
ultimul	sonuncusu
ultimul	last
ultimul	sonuncu
ultimul	son
condus	azimli
președintele	başkan
președintele	cumhurbaşkanı
președintele	baskan
andrei	andrey
andrei	andrei
radu	radu
brazilia	brezilya
suceava	suceava
james	james
surse	kaynakları
surse	kaynaklar
obicei	alışkanlık
compania	şirket
compania	firma
compania	bölük
etnic	etnik
echipe	ekipler
echipe	takımlar
sezonul	sezonu
sezonul	mevsim
sezonul	sezon
central	merkezi
central	merkez
dan	dan
unii	bazı
unii	bazıları
unii	bazılarını
unii	kimisi
liga	league
liga	birlik
liga	lig
liga	ligi
liga	liga
rol	rolün
rol	rol
loire	loire
brașov	brașov
india	hindistan
india	hint
construită	inşa
uniunea	sendika
uniunea	birlik
uniunea	birliği
obținut	elde
cărți	kartlar
cărți	kartları
cărți	kart
cărți	kitapları
cărți	kitap
cărți	kitaplar
opera	opera
rock	taş
rock	kaya
rock	rock
zonă	bölge
zonă	zone
zonă	bölge
zonă	alanı
zonă	alan
stil	tarz
stil	stil
stil	tarzı
stil	biçim
pus	koy
video	görüntülü
video	video
teatru	tiyatro
teatru	tiyatro
ziarul	gazete
www	www
militară	askeriye
militară	ordu
militară	asker
militară	askerlik
militară	askeri
post	post
post	gönderi
mureș	mureș
românesc	rumen
românesc	romen
plus	artı
plus	plus
richard	richard
china	çin
codul	kodu
codul	şifre
codul	kod
administrația	idare
administrația	yönetim
administrația	yönetimi
administrația	idari
fiica	kızı
fiica	kızım
fiica	kizi
scopul	nişan
scopul	hedef
scopul	amaç
scopul	amacı
scopul	hedefi
scopul	gol
scopul	amaç
scopul	hedef
grupul	gurup
grupul	grup
grupul	grubu
victor	galip
victor	victor
michael	michael
londra	londra
londra	london
insula	adası
insula	ada
poziția	konum
poziția	mevki
poziția	pozisyon
poziția	istikamet
charles	charles
forțele	güçler
forțele	kuvvetler
forțele	kuvvetleri
albumul	albüm
diverse	çeşitli
diverse	çeşitli
intrat	girdi
intrat	girilen
șase	six
șase	alti
șase	altı
director	direktör
director	müdür
director	yönetmen
director	yönetici
director	dizin
director	dizini
director	rehberi
website	site
militar	askeriye
militar	ordu
militar	asker
militar	askerlik
militar	askeri
originală	orijinal
originală	özgün
originală	orjinal
originală	aslı
state	devletler
state	eyaletler
state	state
state	eyalet
state	devlet
pop	pop
azi	bugün
azi	bugünde
azi	bügün
azi	bugun
uneori	bazen
university	üniversite
university	university
university	üniversitesi
cultural	kültürel
cultural	kültür
trimis	gönderildi
trimis	gönderilen
trimis	gönderdi
trimis	gönderilmiş
bar	bar
bar	çubuk
henric	henry
folosite	kullanılan
folosite	kullanılmış
folosite	kullanıldı
folosite	kullanılır
jumătate	yarı
jumătate	yarısı
jumătate	yarim
jumătate	yarım
capitala	başkent
capitala	sermaye
capitala	başkenti
fizice	fiziki
fizice	fiziksel
mexico	meksika
activitate	etkinlik
activitate	faaliyet
activitate	aktivite
activitate	hareketler
activitate	aktiviteler
mesa	mesa
sfântul	aziz
sfântul	azize
sfântul	saint
științe	bilimleri
științe	bilimler
soția	eş
soția	eşi
soția	karın
soția	karısı
metri	metre
metri	metre
imperiului	empire
imperiului	imparatorluk
imperiului	imparatorluğu
centrală	merkezi
centrală	merkez
vii	vii
singur	yalnız
singur	tekli
singur	single
singur	tek
singur	bekar
singur	yalniz
singur	yanlız
singur	yalnızlık
singur	yalnız
public	kamu
public	halk
public	alenen
nevoie	ihtiyaç
nevoie	lazım
nevoie	ihtiyacım
nevoie	gerek
nevoie	ihtiyaç
nevoie	gerekliydi
nevoie	lazımdı
oamenii	insanlar
oamenii	halk
oamenii	kişiler
oamenii	insanlar
oamenii	millet
caz	case
caz	vaka
caz	dava
televiziune	tv
televiziune	televizyon
curtea	saray
curtea	mahkeme
curtea	court
probleme	sıkıntı
probleme	bela
probleme	dert
probleme	sorun
probleme	problemler
probleme	sorunlar
probleme	sorunları
probleme	meseleler
probleme	sorunlar
publice	kamu
publice	halk
regia	yöneten
regia	yönetmen
regia	yönlendirilmiş
plan	plân
plan	planla
plan	plan
plan	planı
naturale	doğal
naturale	dogal
facultatea	üniversite
facultatea	kolej
facultatea	college
facultatea	fakülte
facultatea	öğretim
pământ	earth
pământ	toprak
pământ	dünya
pământ	yeryüzü
pământ	toprak
pământ	arsa
pământ	arazi
pământ	kara
pământ	land
viena	viyana
houten	houten
principale	main
principale	ana
prim	prime
prim	asal
prim	prim
arte	sanat
arte	sanatlar
alți	diğer
alți	diğeri
alți	öteki
alți	diger
seria	serisi
seria	dizi
seria	seri
dezvoltarea	kalkınma
dezvoltarea	geliştirme
dezvoltarea	gelişme
dezvoltarea	gelişim
dezvoltarea	geliştirme
dezvoltarea	gelişmekte
dezvoltarea	geliştirmek
direct	düz
direct	direk
direct	direkt
direct	doğrudan
direct	direk
direct	direkt
direct	doğrudan
șef	şef
șef	reis
palatul	saray
palatul	sarayı
palatul	palace
termenul	terimi
termenul	vade
termenul	terim
termenul	dönem
altele	diğer
altele	diğeri
altele	öteki
altele	diger
altele	diger
altele	diğerleri
altele	diğerlerini
altele	başkaları
carte	kitap
auto	auto
auto	otomobil
auto	otomatik
auto	oto
africa	afrika
religie	din
religie	dinin
religie	dini
conducerea	yönetim
conducerea	yönetimi
conducerea	menajerlik
conducerea	liderlik
asia	anadolu
asia	asya
final	bitir
final	son
final	sonu
final	bitiş
final	final
adus	getirilmiş
adus	getirildi
adus	getirdi
para	armut
următoarea	sonraki
următoarea	sırada
următoarea	sıradaki
părți	parçalar
părți	parçaları
părți	partiler
fratele	kardeş
fratele	kardeşim
fratele	birader
fratele	kardes
fratele	abi
membrii	üye
membrii	üyeler
membrii	üyeleri
acord	sözleşme
acord	anlaşma
ambele	ikisi
ambele	darısı
ambele	ikiside
teatrul	tiyatro
teatrul	tiyatro
stânga	soldaki
stânga	soldan
stânga	sol
stânga	sola
catolici	katolikler
catolici	katolik
press	press
press	basın
press	basin
press	basında
press	bas
traducere	çevirisi
traducere	tercüme
traducere	çevirmen
traducere	çeviri
ludovic	louis
dumnezeu	allahım
dumnezeu	allah
dumnezeu	tanrı
momentul	anı
momentul	an
drumul	karayolu
drumul	yol
