மற்றும்	y
கலந்து	asistiendo
கலந்து	asistir
இலங்கை	ceilán
இங்கு	aquí
இங்கு	aca
இங்கு	aqui
இங்கு	acá
கி	kyi
அமெரிக்க	americano
அமெரிக்க	american
அமெரிக்க	estadounidense
அமெரிக்க	americanos
அமெரிக்க	americana
அடிப்படை	base
அடிப்படை	básica
அடிப்படை	básicos
அடிப்படை	basic
அடிப்படை	básicas
அடிப்படை	básico
பெயர்	nombre
பெயர்	name
பெயர்	denominación
பெயர்	label
பெயர்	etiqueta
பெயர்	etiquetar
மூன்று	tres
ஆண்கள்	varones
ஆண்கள்	machos
ஆண்கள்	men
ஆண்கள்	hombres
ஆண்கள்	hombres
ஆண்கள்	mens
ஒன்று	reunir
ஒன்று	una
ஒன்று	one
ஒன்று	uno
ஐக்கிய	united
ஐக்கிய	unidos
ஐக்கிய	unido
ஐக்கிய	unió
ஐக்கிய	unida
புதிய	novedad
புதிய	nuevas
புதிய	nuevos
புதிய	nuevo
புதிய	novedades
புதிய	nueva
புதிய	frescas
புதிய	fresh
புதிய	frescos
புதிய	fresco
புதிய	fresca
அவரது	sus
அவரது	su
அவரது	ella
அவரது	su
அவரது	her
மொத்தம்	totales
மொத்தம்	total
மொத்தம்	totales
இவை	éstas
இவை	estos
இவை	estas
இவை	éstos
சிறந்த	grandioso
சிறந்த	genial
சிறந்த	estupendo
சிறந்த	gran
சிறந்த	mejores
சிறந்த	best
சிறந்த	mejor
சிறந்த	excelente
சிறந்த	excelentes
அரசு	gobierno
அரசு	gobierno
வசதிகள்	facilidades
வசதிகள்	instalaciones
இந்தியா	india
பெரிய	grandioso
பெரிய	genial
பெரிய	estupendo
பெரிய	gran
பெரிய	big
பெரிய	grande
பெரிய	gran
பெரிய	grandes
பெரிய	large
பெரிய	grande
பெரிய	grandes
ஊரக	rural
ஊரக	rurales
நாள்	día
நாள்	dia
நாள்	day
பிறப்பு	genérica
பிறப்பு	genérico
பிறப்பு	nacidos
பிறப்பு	born
பிறப்பு	nacido
பிறப்பு	nacimientos
பிறப்பு	natalidad
பிறப்பு	nacimiento
பிறப்பு	parto
பிறப்பு	escotilla
இருந்தது	fue
இருந்தது	estaba
இருந்தது	era
முக்கிய	main
முக்கிய	principales
முக்கிய	principal
முக்கிய	importante
முக்கிய	importantes
பல்வேறு	variedad
பல்வேறு	varios
பல்வேறு	varias
இருந்த	eran
இருந்த	estaban
இருந்த	fueron
திரைப்படங்கள்	peliculas
திரைப்படங்கள்	cine
திரைப்படங்கள்	películas
பிற	otras
பிற	otro
பிற	otros
அவர்கள்	ellas
அவர்கள்	ellos
அவர்கள்	ellos
அவர்கள்	ellas
மொழி	lengua
மொழி	idioma
மொழி	lenguaje
மொழி	idiomas
முறை	método
முறை	procedimiento
முறை	modalidad
முறை	mode
முறை	modo
கோயில்	templos
கோயில்	sien
கோயில்	temple
கோயில்	templo
விருது	laudo
விருது	premios
விருது	adjudicación
விருது	premio
விருது	galardón
பொதுவாக	generalidades
பொதுவாக	generales
பொதுவாக	general
அக்டோபர்	octubre
அக்டோபர்	oct
செய்து	comprometido
செய்து	comprometidos
செய்து	cometido
செய்து	comprometida
தன்	sus
தன்	su
தொடர்ந்து	mantener
தொடர்ந்து	conservar
இரண்டாம்	segundos
இரண்டாம்	segunda
இரண்டாம்	segundas
இரண்டாம்	segundo
இரண்டாம்	secundaria
இரண்டாம்	secundario
இரண்டாம்	secundarios
இரண்டாம்	secundarias
சென்னை	chennai
வரும்	viene
வரும்	viene
வரும்	venida
வரும்	coming
வரும்	llegando
வரும்	venir
மே	may
மே	mayo
ஒவ்வொரு	cada
ஒவ்வொரு	cada
மட்டுமே	únicamente
மட்டுமே	solo
மட்டுமே	sólo
மட்டுமே	solamente
வரலாறு	historia
வரலாறு	historial
பகுதியில்	superficie
பகுதியில்	zona
பகுதியில்	area
பகுதியில்	área
நூல்கள்	libros
சேர்ந்த	pertenencia
சேர்ந்த	pertenecientes
பின்	alfiler
பின்	pin
பின்	despues
பின்	after
பின்	tras
பின்	después
பின்	volver
பின்	espalda
பின்	regreso
பின்	back
இல்லை	not
இல்லை	no
நவம்பர்	noviembre
அதிக	alto
அதிக	high
அதிக	elevada
அதிக	alta
காலத்தில்	periodo
காலத்தில்	período
மிக	very
மிக	muy
மீது	vehementemente
நான்கு	cuatro
நான்கு	four
பிறகு	luego
பிறகு	entonces
பிறகு	posteriormente
பிறகு	después
பிறகு	despues
பிறகு	after
பிறகு	tras
பிறகு	después
அரசியல்	políticos
அரசியல்	politicas
அரசியல்	políticas
அரசியல்	politica
அரசியல்	política
அரசியல்	político
பகுதி	parciales
பகுதி	parcial
பகுதி	superficie
பகுதி	zona
பகுதி	area
பகுதி	área
பகுதி	region
பகுதி	comarca
பகுதி	región
பகுதி	part
பகுதி	parte
பகுதி	segmentos
பகுதி	segmentar
பகுதி	segmento
பற்றி	acerca
பற்றி	sobre
ஆறு	seis
ஆறு	six
ஆறு	rio
ஆறு	río
மீண்டும்	again
மீண்டும்	nuevamente
இங்கிலாந்து	inglaterra
காலம்	temporada
காலம்	periodo
காலம்	período
காலம்	hora
காலம்	tiempo
காலம்	time
நிலை	posicion
நிலை	posición
நிலை	state
நிலை	estado
நிலை	nivel
நிலை	level
ஒரே	mismo
ஒரே	misma
ஒரே	igual
போர்	guerra
போர்	war
காரணமாக	due
காரணமாக	debido
பொருள்	material
பொருள்	materiales
பொருள்	producto
பொருள்	objetar
பொருள்	objeto
பொருள்	sinónimos
பொருள்	sujeto
பொருள்	asignatura
பொருள்	asunto
பொருள்	súbdito
பொருள்	tema
அறிவியல்	ciencia
அறிவியல்	ciencias
பேச்சு	discurso
பேச்சு	hablar
பேச்சு	habla
பேச்சு	hable
பேச்சு	talk
பேச்சு	charla
இதனால்	con
அனைத்து	todas
அனைத்து	all
அனைத்து	todo
அனைத்து	todos
கல்வி	educación
கல்வி	enseñanza
கல்வி	educacion
ஏப்ரல்	apr
ஏப்ரல்	april
ஏப்ரல்	abril
உலக	mundial
உலக	mundo
உலக	world
உலக	mundial
உலக	global
உலக	globales
கே	gays
கே	homosexual
கே	gay
முடியும்	pueden
முடியும்	puedo
முடியும்	lata
முடியும்	can
முடியும்	puede
கீழ்	down
கீழ்	abajo
கீழ்	bajar
கீழ்	inferior
கீழ்	debajo
கீழ்	bajo
கீழ்	under
கீழ்	inferior
இடம்	lugar
இடம்	place
இடம்	lugar
இடம்	ubicacion
இடம்	ubicación
இடம்	emplazamiento
இடம்	localización
இடம்	espaciales
இடம்	space
இடம்	espacial
இடம்	espacio
செப்டம்பர்	setiembre
செப்டம்பர்	septiembre
பேர்	otras
பேர்	otros
பெரும்	grandioso
பெரும்	genial
பெரும்	estupendo
பெரும்	gran
பெரும்	insolente
சி	chi
சி	ji
நாடுகள்	paises
நாடுகள்	países
தொகுதி	álbumes
தொகுதி	system
தொகுதி	sistema
தொகுதி	módulo
தொகுதி	modulo
தொகுதி	módulos
கிழக்கு	este
கிழக்கு	oriente
கிழக்கு	east
கிழக்கு	oriente
கிழக்கு	orientales
கிழக்கு	oriental
கிழக்கு	eastern
அமைப்பு	configurar
அமைப்பு	configuración
அமைப்பு	system
அமைப்பு	sistema
அமைப்பு	organizacion
அமைப்பு	organización
அமைப்பு	estructura
அளவு	monto
அளவு	cantidad
அளவு	importe
அளவு	cantidad
அளவு	balanza
அளவு	baremo
அளவு	escalar
அளவு	escala
அளவு	size
அளவு	talla
அளவு	tamaño
நகர்	nagar
மற்ற	otras
மற்ற	otro
மற்ற	otros
மற்ற	misc
இந்து	hindúes
இந்து	hindú
இவற்றையும்	éstas
இவற்றையும்	estos
இவற்றையும்	estas
இவற்றையும்	éstos
தற்போது	now
தற்போது	ahora
தற்போது	actualmente
பாடல்	canto
பாடல்	cancion
பாடல்	canción
பாடல்	song
உண்டு	disponible
உண்டு	disponibles
உண்டு	tener
உண்டு	tengan
உண்டு	han
உண்டு	tienen
வாழும்	living
வாழும்	vivir
வாழும்	viviendo
இருக்கிறது	disponible
இருக்கிறது	disponibles
நிறுவனம்	compañia
நிறுவனம்	empresa
நிறுவனம்	compañía
நிறுவனம்	companía
நிறுவனம்	empleadores
நிறுவனம்	empleador
நிறுவனம்	empresario
நிறுவனம்	organizacion
நிறுவனம்	organización
நிறுவனம்	organizacion
நிறுவனம்	organización
நபர்கள்	pueblo
நபர்கள்	gente
நபர்கள்	personas
காலனி	colonia
மேற்கு	occidental
மேற்கு	west
மேற்கு	occidente
மேற்கு	oeste
மேற்கு	occidental
மேற்கு	occidente
மேற்கு	western
மேற்கு	occidentales
மேற்கு	oeste
தலைவர்	president
தலைவர்	presidenta
தலைவர்	presidente
தலைவர்	dirigente
தலைவர்	lider
தலைவர்	leader
தலைவர்	líder
முதலில்	primera
முதலில்	primeras
முதலில்	primer
முதலில்	primeros
முதலில்	primero
சார்ந்த	relativa
சார்ந்த	pariente
சார்ந்த	relativo
சார்ந்த	dependencia
சார்ந்த	basada
சார்ந்த	basado
மேல்	top
மேல்	arriba
மேல்	cima
நாடு	pais
நாடு	país
மட்டும்	únicamente
மட்டும்	solo
மட்டும்	sólo
மட்டும்	solamente
அடிப்படையில்	básicamente
அடிப்படையில்	basicamente
எண்	conde
எண்	cuenta
எண்	recuento
எண்	número
எண்	numero
குறிப்பிட்ட	declaró
குறிப்பிட்ட	declarado
குறிப்பிட்ட	especificó
குறிப்பிட்ட	especificada
குறிப்பிட்ட	especificado
குறிப்பிட்ட	especificados
குறிப்பிட்ட	específicas
குறிப்பிட்ட	específicos
குறிப்பிட்ட	específica
குறிப்பிட்ட	especifico
குறிப்பிட்ட	específico
செய்ய	hacer
செய்ய	make
சிறிய	small
சிறிய	pequeñas
சிறிய	pequeño
சிறிய	pequeña
சிறிய	pequeños
சிறிய	poco
சிறிய	little
சிறிய	pequeño
சிறிய	pequeña
சிறிய	poquito
வந்த	vinieron
வேறு	otras
வேறு	otro
வேறு	otros
மார்ச்	marcha
மார்ச்	marchen
மார்ச்	marzo
நிலையில்	condicion
நிலையில்	estado
நிலையில்	condición
நிலையில்	etapa
நிலையில்	escenario
நிலையில்	stage
பெண்	chica
பெண்	niña
பெண்	muchacha
பெண்	mujer
பெண்	mujer
பெண்	hembra
பெண்	hembras
பெண்	femenino
வெற்றி	exitos
வெற்றி	exito
வெற்றி	éxitos
வெற்றி	éxito
வெற்றி	victorias
வெற்றி	gana
வெற்றி	gane
வெற்றி	ganar
வெற்றி	ganando
வெற்றி	ganados
வெற்றி	ganó
வெற்றி	ganado
வெற்றி	gané
வெற்றி	gano
வெற்றி	victory
வெற்றி	win
வெற்றி	triunfo
வெற்றி	ganar
வெற்றி	gana
வெற்றி	gane
வெற்றி	gano
இணைப்பு	conexion
இணைப்பு	conexión
இணைப்பு	link
இணைப்பு	enlazar
இணைப்பு	enlace
இணைப்பு	vínculo
இணைப்பு	adjunto
இணைப்பு	apego
திரைப்படம்	pelicula
திரைப்படம்	cine
திரைப்படம்	movie
திரைப்படம்	película
திரைப்படம்	pelicula
திரைப்படம்	cine
திரைப்படம்	película
திரைப்படம்	film
வகை	categoria
வகை	categoría
வகை	escribe
வகை	type
வகை	escriba
வகை	tipo
வகை	modalidad
வகை	mode
வகை	modo
ஐந்து	cinco
ஐந்து	five
அதே	mismo
அதே	misma
அதே	igual
சிறப்பு	destacada
சிறப்பு	destacado
சிறப்பு	destacados
சிறப்பு	destacadas
சிறப்பு	especiales
சிறப்பு	especial
சிறப்பு	special
தமிழர்	tamiles
விட	than
சுமார்	acerca
சுமார்	sobre
கட்டுரைகள்	articulos
கட்டுரைகள்	artículos
படி	leído
படி	lea
படி	leer
படி	lectura
படி	escalón
படி	step
படி	paso
மனித	humano
மனித	humanas
மனித	humana
மனித	humanos
பெரும்பாலும்	casi
பெரும்பாலும்	menudo
பெரும்பாலும்	frecuentemente
பெரும்பாலும்	principalmente
பெரும்பாலும்	mayormente
கட்சி	parte
கட்சி	partido
கட்சி	fiesta
கட்சி	party
பொது	comunes
பொது	frecuente
பொது	común
பொது	frecuentes
பொது	common
பொது	público
பொது	publico
பொது	públicas
பொது	públicos
பொது	generalidades
பொது	generales
பொது	general
கல்லூரி	college
கல்லூரி	colegio
கல்லூரி	universidad
இசை	music
இசை	música
இசை	musica
முறையில்	modalidad
முறையில்	mode
முறையில்	modo
நாட்டின்	pais
நாட்டின்	país
மத்திய	céntrica
மத்திய	central
மத்திய	centrales
மத்திய	céntrico
மில்லியன்	millones
மில்லியன்	millón
மில்லியன்	millon
மில்லியன்	millones
நகரம்	ciudad
எந்த	cualquier
எந்த	cualquiera
எந்த	cuáles
எந்த	cuál
எந்த	cual
எனப்படும்	llamados
எனப்படும்	llamado
எனப்படும்	llamé
எனப்படும்	llamada
நீர்	agua
செய்யும்	haciendo
இணைந்து	unir
இணைந்து	únete
இணைந்து	unirse
விக்கிப்பீடியா	wikipedia
சென்று	gone
சென்று	ido
பார்க்க	véase
பார்க்க	see
பார்க்க	ver
பார்க்க	vea
அணி	matrices
அணி	matrix
அணி	matriz
அணி	equipo
அணி	team
எழுதிய	escrito
எழுதிய	escritas
எழுதிய	escrita
எழுதிய	escritos
எழுதிய	escribí
எழுதிய	escribió
எழுதிய	escribía
நிலையம்	estacion
நிலையம்	estación
தொடர்பான	relacionada
தொடர்பான	afines
தொடர்பான	conexo
தொடர்பான	conexas
தொடர்பான	relacionado
மீட்டர்	contadores
மீட்டர்	metros
மீட்டர்	medidores
மீட்டர்	medidor
மீட்டர்	metros
இடத்தில்	lugar
இடத்தில்	place
கோவில்	templos
கோவில்	sien
கோவில்	temple
கோவில்	templo
மாதம்	mes
மதுரை	madurai
ஆய்வு	estudio
ஆய்வு	estudiar
ஆய்வு	estudia
ஆய்வு	investigaciones
ஆய்வு	investigación
ஆய்வு	investigacion
வட	norte
குறைந்த	menor
குறைந்த	baja
குறைந்த	bajos
குறைந்த	bajas
குறைந்த	low
குறைந்த	bajo
குறைந்த	menos
டிசம்பர்	diciembre
டிசம்பர்	dec
டிசம்பர்	dic
முன்	fachada
முன்	frontal
முன்	front
முன்	frente
முன்	delantero
முன்	pre
முன்	antes
வாழ்க்கை	vida
வாழ்க்கை	life
சனவரி	enero
புனித	santo
புனித	santísimo
புனித	holy
புனித	santa
ஆகியவை	vis
இரண்டாவது	segundos
இரண்டாவது	segunda
இரண்டாவது	segundas
இரண்டாவது	segundo
இரண்டாவது	secundaria
இரண்டாவது	secundario
இரண்டாவது	secundarios
இரண்டாவது	secundarias
ஆங்கிலம்	inglés
ஆங்கிலம்	ingles
ஆங்கிலம்	espanol
அங்கு	allí
அங்கு	ahi
அங்கு	ahí
தொழில்	empresa
தொழில்	negocio
தொழில்	negocios
தொழில்	industria
தொழில்	profesión
பழைய	viejo
பழைய	antiguo
பழைய	viejos
பழைய	antigua
பழைய	vieja
பழைய	mayores
ஆண்டுகள்	años
ஆண்டுகள்	anos
குறிப்பாக	particularmente
குறிப்பாக	especialmente
குறிப்பாக	especialmente
குறிப்பாக	específicamente
குறிப்பாக	concretamente
குறிப்பாக	especialmente
பார்க்கவும்	visite
பார்க்கவும்	visitar
பார்க்கவும்	visita
பார்க்கவும்	watch
பார்க்கவும்	mirar
பார்க்கவும்	mira
பார்க்கவும்	reloj
துறை	departamento
துறை	puerto
துறை	puertos
துறை	babor
துறை	oporto
குறிக்கும்	apuntando
குறிக்கும்	señalando
கடல்	marinos
கடல்	marinas
கடல்	marino
கடல்	marina
கடல்	marine
கடல்	mar
கடல்	océano
கடல்	mar
கடல்	oceano
போல	gustar
போல	like
போல	como
இதற்கு	para
சிறு	small
சிறு	pequeñas
சிறு	pequeño
சிறு	pequeña
சிறு	pequeños
சிறு	menor
சிறு	menores
சிறு	minor
தென்	sur
உயர்	alto
உயர்	high
உயர்	elevada
உயர்	alta
உயர்	lujo
உயர்	deluxe
வடக்கு	norte
ஆட்சி	reino
ஆட்சி	kingdom
ஆட்சி	regla
ஆட்சி	gobernanza
ஆட்சி	gobernación
ஆட்சி	gobierno
ஆட்சி	gobernabilidad
ஆட்சி	reinar
ஆட்சி	reinado
மக்களின்	pueblo
மக்களின்	gente
மக்களின்	personas
நோய்	enfermedades
நோய்	enfermedad
நோய்	enfermedad
தேர்தல்	elección
தேர்தல்	elecciones
தேர்தல்	eleccion
தேர்தல்	electorales
உற்பத்தி	produccion
உற்பத்தி	producción
உற்பத்தி	manufactura
உற்பத்தி	fabricación
ஆக	ago
ஆக	agosto
வந்தது	llegaron
வந்தது	llegamos
வந்தது	llegado
வந்தது	llegó
வந்தது	vinieron
கலை	arts
கலை	arte
கலை	artes
கலை	arte
தங்கள்	sus
தங்கள்	su
சமூக	sociales
சமூக	social
போல்	bol
போல்	gustar
போல்	like
போல்	como
தர	quality
தர	calidad
தர	cualidad
நூற்றாண்டு	siglo
நூற்றாண்டு	century
அவருடைய	sus
அவருடைய	su
உலகின்	mundos
அமெரிக்கா	america
அமெரிக்கா	américa
அமெரிக்கா	américas
அமெரிக்கா	américa
பகுதிகளில்	áreas
பகுதிகளில்	zonas
பகுதிகளில்	areas
வந்து	ven
வந்து	venid
வந்து	vente
வந்து	venga
வந்து	vengan
பரிசு	premiado
பரிசு	premio
பரிசு	obsequio
பரிசு	regalo
பரிசு	regalar
பிரிவு	categoria
பிரிவு	categoría
பிரிவு	division
பிரிவு	división
பிரிவு	seccion
பிரிவு	sección
உடல்	cuerpo
உடல்	corporal
உடல்	cadáver
உடல்	body
உடல்	carrocería
இவர்கள்	éstas
இவர்கள்	estos
இவர்கள்	estas
இவர்கள்	éstos
கூட	hasta
கூட	incluso
கூட	aun
கூட	igualmente
கூட	además
கூட	también
கூட	tambien
கூட	también
கூட	too
கூட	demasiado
கூட	tambien
எழுத்தாளர்	escritora
எழுத்தாளர்	escritor
எழுத்தாளர்	writer
குழு	grupo
குழு	group
குழு	agrupar
இலக்கிய	literatura
இலக்கிய	literaria
இலக்கிய	literarios
இலக்கிய	literario
விளையாட்டு	videojuegos
விளையாட்டு	juego
விளையாட்டு	juegos
விளையாட்டு	deportivo
விளையாட்டு	deportes
விளையாட்டு	deporte
விளையாட்டு	juego
விளையாட்டு	deportes
விளையாட்டு	sport
விளையாட்டு	deporte
உறுப்பினர்கள்	diputados
உறுப்பினர்கள்	miembros
இறப்பு	fallecimiento
இறப்பு	death
இறப்பு	muerte
இறப்பு	defunción
இறப்பு	mortalidad
அடி	pies
அடி	golpeó
அடி	hit
அடி	golpear
துணை	compañero
துணை	pareja
துணை	socio
துணை	partner
துணை	socia
துணை	apoyo
துணை	soporte
துணை	vicepresidente
துணை	vicios
துணை	vice
துணை	vicio
துணை	submarino
துணை	sub
துணை	adjunto
துணை	adjunta
துணை	ayudante
துணை	diputado
பதிப்பு	edición
பதிப்பு	edition
பதிப்பு	version
பதிப்பு	versión
சொல்	say
சொல்	dí
சொல்	decir
சொல்	diga
சொல்	di
சொல்	word
சொல்	palabra
சொல்	decir
தெற்கு	sur
கட்டுரை	ensayo
கட்டுரை	articulo
கட்டுரை	artículo
கட்டுரை	composición
கட்டுரை	articulos
கட்டுரை	artículos
வட்டம்	circunferencia
வட்டம்	círculo
வட்டம்	circle
வட்டம்	circulo
சராசரி	promedio
சராசரி	media
சராசரி	mean
தொலைக்காட்சி	televisor
தொலைக்காட்சி	television
தொலைக்காட்சி	televisión
தொலைக்காட்சி	televisiones
முன்னாள்	antiguo
முன்னாள்	ex
எண்ணிக்கை	conde
எண்ணிக்கை	cuenta
எண்ணிக்கை	recuento
எண்ணிக்கை	pedazo
எண்ணிக்கை	frecuencias
எண்ணிக்கை	periodicidad
எண்ணிக்கை	frecuencia
தவிர	excluir
தவிர	excluya
தவிர	excluye
தவிர	excepto
தவிர	salvo
நடிகர்	actor
பாடல்கள்	cantos
பாடல்கள்	canciones
பாடல்கள்	songs
இன்று	today
இன்று	hoy
சட்டம்	bastidor
சட்டம்	marco
சட்டம்	frame
சட்டம்	derecho
சட்டம்	leyes
சட்டம்	legislación
சட்டம்	ley
சட்டம்	legales
சட்டம்	jurídicas
சட்டம்	legal
சட்டம்	jurídico
சட்டம்	ley
சட்டம்	acta
சட்டம்	acto
சட்டம்	act
அருகில்	cerca
அருகில்	cercano
அருகில்	cercana
அருகில்	cerca
நேரம்	hora
நேரம்	tiempo
நேரம்	time
முதலாவது	primera
முதலாவது	primeras
முதலாவது	primer
முதலாவது	primeros
முதலாவது	primero
நாம்	dejemos
நாம்	let
மூலமாக	via
மூலமாக	vía
மூலமாக	mediante
மூலமாக	through
உணவு	alimentación
உணவு	alimento
உணவு	alimentos
உணவு	comida
குறித்து	acerca
குறித்து	sobre
பெப்ரவரி	febrero
பகுதிகள்	segmentos
பகுதிகள்	componente
பகுதிகள்	regiones
பகுதிகள்	repuestos
பகுதிகள்	piezas
பகுதிகள்	partes
பகுதிகள்	áreas
பகுதிகள்	zonas
பகுதிகள்	areas
நிறுவனங்கள்	organizaciones
நிறுவனங்கள்	compañias
நிறுவனங்கள்	empresas
நிறுவனங்கள்	compañías
ஜனவரி	enero
எழுத்தாளர்கள்	guionistas
எழுத்தாளர்கள்	escritores
எழுத்தாளர்கள்	redactores
நல்ல	buenas
நல்ல	bien
நல்ல	bueno
நல்ல	buena
நல்ல	buenos
அடுத்த	proxima
அடுத்த	próximo
அடுத்த	siguiente
அடுத்த	próxima
அடுத்த	next
படம்	foto
படம்	fotografía
படம்	photo
படம்	foto
படம்	imagen
படம்	imágen
பாதுகாப்பு	defensas
பாதுகாப்பு	defensa
பாதுகாப்பு	seguro
பாதுகாப்பு	safe
பாதுகாப்பு	segura
பாதுகாப்பு	proteccion
பாதுகாப்பு	protección
பாதுகாப்பு	inocuidad
பாதுகாப்பு	seguridad
பாதுகாப்பு	seguridad
தந்தை	padre
பங்கு	rol
பார்க்கப்பட்ட	visto
பார்க்கப்பட்ட	vistos
பயன்படுத்தி	usando
பயன்படுத்தி	utilizando
அவர்களின்	sus
அவர்களின்	su
செய்த	hecha
செய்த	made
செய்த	hecho
நியூ	niue
பதிவு	impresión
பதிவு	registrarse
பதிவு	inscribirse
பதிவு	registrarse
பதிவு	registro
பதிவு	registro
பதிவு	récord
பதிவு	grabar
பதிவு	inscripción
பதிவு	registro
பதிவு	matrícula
பதிவு	inscripciones
பதிவு	post
பதிவு	poste
பதிவு	publicar
பதிவு	publicación
ஐரோப்பிய	europeos
ஐரோப்பிய	europeo
ஐரோப்பிய	europea
ஐரோப்பிய	europeas
முழுவதும்	plenamente
முழுவதும்	totalmente
முழுவதும்	completamente
முழுவதும்	totalmente
முழுவதும்	completamente
முழுவதும்	lleno
முழுவதும்	full
முழுவதும்	llena
முழுவதும்	plena
முழுவதும்	completo
முழுவதும்	completado
முழுவதும்	completa
முழுவதும்	completar
முழுவதும்	completas
முழுவதும்	completo
பயனர்	usuarios
பயனர்	usuario
தொடர்	serie
தொடர்	serial
தொடர்	continúe
தொடர்	continúa
தொடர்	continuar
தொடர்	procedan
தொடர்	proceder
தொடர்	proceda
போன்றவை	etc
ஜூன்	jun
ஜூன்	june
ஜூன்	junio
வழியாக	via
வழியாக	vía
உறுப்பினர்	miembro
உறுப்பினர்	membresía
உறுப்பினர்	miembros
உறுப்பினர்	pertenencia
உறுப்பினர்	afiliación
உறுப்பினர்	clienta
உறுப்பினர்	cliente
உறுப்பினர்	clientes
ஆசிரியர்	redactor
ஆசிரியர்	editor
ஆசிரியர்	editora
ஆசிரியர்	maestra
ஆசிரியர்	profe
ஆசிரியர்	maestro
ஆசிரியர்	docente
ஆசிரியர்	profesor
ஆசிரியர்	profesora
ஆசிரியர்	autor
ஆசிரியர்	autora
ஆஃப்	off
ஆஃப்	apagado
முக்கியமான	importante
முக்கியமான	importantes
முக்கியமான	crítico
முக்கியமான	critica
முக்கியமான	críticos
முக்கியமான	crítica
தொடர்பு	contacto
தொடர்பு	contactar
தொடர்பு	contactos
தொடர்பு	contacta
செய்தார்	did
செய்தார்	hizo
ஜூலை	julio
ஆற்றல்	energías
ஆற்றல்	energia
ஆற்றல்	energética
