در	dveře
اثر	účinek
اثر	efekt
پس	pak
یکی	nekdo
یکی	někoho
یکی	někdo
یکی	jedno
یکی	jednu
یکی	jeden
یکی	jedna
بازیکنان	hráče
بازیکنان	hráčů
بازیکنان	hráči
بازیکنان	přehrávače
آثار	artefaktů
آثار	artefakty
آثار	dopady
آثار	efekty
آثار	účinky
آثار	vlivy
وی	wei
وی	wii
روستاهای	vesnic
روستاهای	vesnice
دیگر	další
دیگر	více
دیگر	víc
دیگر	more
دیگر	ostatní
دیگر	jiná
دیگر	jiné
دیگر	jiný
دیگر	další
دیگر	ostatní
دیگر	jiní
دیگر	jiné
می	májový
می	máj
می	květen
می	května
می	mei
عنوان	titulek
عنوان	popisek
پیوند	link
پیوند	odkaz
پیوند	souvislost
پیوند	propojené
پیوند	bonde
پیوند	kauce
پیوند	pouto
پیوند	bond
پیش	než
پیش	před
پیش	předtím
بحث	hádání
بحث	diskuse
بحث	diskuze
بیرون	ven
بیرون	venku
بیرون	out
افراد	lidí
افراد	lidi
افراد	lidé
افراد	lidem
افراد	people
دوره	kurz
دوره	kurs
دوره	epochu
دوره	období
دهه	desetiletí
دهه	dekády
دهه	desetiletí
دهه	dekády
متر	metry
متر	metrů
متر	měřiče
متر	metr
متر	metry
متر	metrů
متر	metr
کاربر	uživatele
کاربر	uživatelem
کاربر	uživatel
مناطق	kraje
مناطق	okrsků
مناطق	plochy
مناطق	oblasti
هر	každý
هر	každé
هر	jakékoliv
هر	jakýkoliv
هر	jakoukoli
هر	jakoukoliv
هر	jakékoli
باشگاه	klub
باشگاه	club
باشگاه	klubová
باشگاه	klubu
باشگاه	tělocvična
باشگاه	gym
باشگاه	tělocvik
باشگاه	tělocvičně
باشگاه	posilovny
باشگاه	fenerbahçe
شهرهای	obce
شهرهای	obcí
دانشگاه	univerzita
دانشگاه	university
دانشگاه	univerzity
دانشگاه	vysoká
مورد	case
مورد	případě
مورد	pouzdro
مورد	případ
سده	století
ثبت	těžba
ثبت	log
وجود	existence
وجود	existenci
زبان	jazyky
زبان	jazyků
زبان	jazyk
زبان	jazyk
زادگان	potomek
مسکونی	obytné
شماره	číslo
شماره	počet
کار	zaměstnání
کار	práce
کار	job
کار	práci
کار	práce
کار	prace
کار	pracovní
کار	práci
کار	pracovat
کار	pracující
کار	pracovní
اما	ale
بازیگران	natáčení
بازیگران	herci
بازیگران	herce
بازیگران	aktéři
بازیگران	herců
روی	roy
روی	zinku
فرودگاه	letištní
فرودگاه	letiště
صورت	tvář
صورت	obličej
صورت	face
مرکز	ústřední
مرکز	centrální
مرکز	centrála
مرکز	centrum
مرکز	střed
مرکز	center
مرکز	centrum
مرکز	středisko
مرکز	střed
مرکز	centre
زمان	dob
زمان	čas
زمان	doba
زمان	time
شرکت	firemní
شرکت	korporátní
شرکت	společnosti
شرکت	firma
شرکت	společnost
مقاله	esej
مقاله	článek
مقاله	článku
مقاله	předměty
مقاله	článků
مقاله	výrobky
مقاله	články
تیم	tim
تیم	time
تیم	mužstvo
تیم	tým
تیم	team
مرد	člověk
مرد	muž
مرد	man
انگلیسی	česky
انگلیسی	anglické
انگلیسی	angličtina
انگلیسی	anglicky
نظر	komentář
نظر	komentovat
نظر	komentáře
نظر	názor
نظر	stanovisko
جهانی	international
جهانی	mezinárodní
جهانی	univerzální
جهانی	celosvětová
جهانی	global
جهانی	globální
جهانی	world
جهانی	svět
جهانی	světový
جهانی	světová
جهانی	světové
همچنین	rovněž
همچنین	také
همچنین	též
همچنین	taky
همچنین	taky
زندگی	bydlení
زندگی	žijící
زندگی	life
زندگی	zivot
زندگی	životní
زندگی	život
زن	ženská
زن	žena
زن	samice
زن	ženská
زن	žena
زن	manželku
زن	žena
زن	manželka
زن	manželce
زیر	níže
زیر	podpalubí
زیر	pod
هستند	jsou
جوایز	ocenění
جوایز	ceny
روستا	village
روستا	vesnice
تهران	teheránu
بازی	hru
بازی	zápas
بازی	hra
بازی	hry
بازی	hrách
بازی	hrajte
بازی	hra
بازی	play
بازی	přehrát
بازی	hrát
تاریخی	historický
تاریخی	historické
تاریخی	historická
تاریخی	historický
تاریخی	historické
تاریخی	historická
سرشماری	sčítání
فرانسه	francouzština
فرانسه	francouzské
فرانسه	francouzsky
فرانسه	francouzská
فرانسه	francouz
فرانسه	francii
فرانسه	francie
جنگ	válka
جنگ	války
جنگ	válce
جنگ	válku
باید	musí
دست	ruce
دست	ruka
دست	paži
دست	paže
دست	ruku
دست	ruka
دست	ruku
شورای	radu
شورای	rady
شورای	rada
محل	místo
محل	misto
محل	lokace
محل	místo
محل	poloha
محل	umístění
محل	lokalita
های	hai
توابع	funkcí
توابع	funkce
کتاب	kniha
کتاب	knihu
کتاب	rezervovat
کتاب	knížka
کتاب	knihy
کتاب	knih
کتاب	knížky
آلمان	německý
آلمان	německy
آلمان	německá
آلمان	němčina
آلمان	němec
آلمان	německé
آلمان	německo
سطح	hladiny
سطح	úrovně
سطح	povrch
سطح	povrchu
سطح	level
سطح	úrovně
سطح	úroveň
سطح	hladina
سطح	úrovni
اصلی	main
اصلی	hlavní
اصلی	originální
اصلی	originál
اصلی	původní
اصلی	primární
ساخت	stavebnictví
ساخت	výstavba
ساخت	stavba
ساخت	konstrukce
ساخت	zpracovatelský
ساخت	výroba
ساخت	výrobní
المپیک	olympijské
المپیک	olympic
المپیک	olympijský
المپیک	olympiádě
اول	nejdřív
اول	nejprve
اول	první
اول	nejdříve
سازمان	organizaci
سازمان	organizace
سازمان	organizaci
سازمان	organizace
سازمان	agentura
سه	tři
دارای	proslulý
کند	dělá
مرکزی	středem
مرکزی	ústřední
مرکزی	centrální
مرکزی	centrála
ایالت	stát
ایالت	státní
زنده	živá
زنده	živý
فارسی	persky
فارسی	perské
بین	fazole
بین	mezi
انگلستان	england
انگلستان	anglie
دوم	druhé
دوم	druhá
دوم	druhý
موسیقی	hudbu
موسیقی	music
موسیقی	hudba
موسیقی	hudební
گروه	band
گروه	kapela
گروه	pásmo
گروه	skupinu
گروه	skupiny
گروه	skupina
جایزه	bonus
جایزه	prémie
جایزه	bonusy
جایزه	příplatek
جایزه	cena
جایزه	ocenění
جایزه	zadání
بیشتر	nejvíc
بیشتر	většina
بیشتر	nejvíce
بیشتر	další
بیشتر	více
بیشتر	víc
بیشتر	more
جنوبی	jižní
جنوبی	jižní
جنوبی	jih
روز	dne
روز	den
روز	denní
جمهوری	republice
جمهوری	republiky
جمهوری	republic
جمهوری	republika
مرگ	smrt
مرگ	death
مرگ	smrti
مرگ	úmrtí
ولی	ale
داد	dodd
آمریکایی	američan
آمریکایی	american
آمریکایی	americká
آمریکایی	americké
آمریکایی	americký
نقش	roli
نقش	role
نقش	úloha
منطقه	region
منطقه	regionu
منطقه	oblast
منطقه	kraj
منطقه	pásmo
منطقه	zóna
منطقه	okres
منطقه	okrsek
منطقه	oblasti
منطقه	oblast
منطقه	plocha
بسیار	velice
بسیار	velmi
بسیار	mnohé
بسیار	mnozí
بسیار	mnoha
بسیار	mnoho
بسیار	moc
بسیار	mnoho
اسلامی	islámský
اسلامی	islámské
بزرگ	velký
بزرگ	velké
بزرگ	velká
بزرگ	velký
بزرگ	velké
بزرگ	velká
بزرگ	big
اروپا	europe
اروپا	evropě
اروپا	evropa
اروپا	evropy
اروپا	evropu
اروپا	europa
روستایی	venkova
روستایی	venkov
روستایی	venkovské
روستایی	vesničan
روستایی	sedlák
آمار	statistiky
آمار	statistika
فعالیت	aktivitu
فعالیت	činnost
فعالیت	aktivity
فعالیت	aktivita
اشاره	nápověda
زاده	narodil
زاده	narozena
زاده	narozen
محمد	mohammad
محمد	muhammad
محمد	mohamed
محمد	mohamed
بریتانیا	británie
بریتانیا	britská
بریتانیا	britové
بریتانیا	britský
بریتانیا	british
بریتانیا	britské
بریتانیا	británie
بریتانیا	britannia
مانند	jako
مانند	like
چند	málokdo
چند	multi
شمالی	sever
شمالی	severní
شمالی	severní
شمالی	karolíně
شمالی	karolína
آب	vodu
آب	vody
آب	voda
خورشیدگرفتگی	zatmění
ایرانی	perské
ایرانی	íránský
ایرانی	íránské
اطلاعات	info
اطلاعات	informace
اطلاعات	informace
اطلاعات	informování
ایجاد	vytvoření
ایجاد	vytváření
ایجاد	vytvořit
ایجاد	tvorba
ایجاد	vznik
ایجاد	vytvoření
ایجاد	vytváření
ایجاد	tvoření
ایجاد	vytvoření
ایجاد	vytváření
مالک	majitel
مالک	vlastník
مالک	majitelka
مالک	malik
امنیت	bezpečnostní
امنیت	ochranka
امنیت	jistota
امنیت	bezpečnost
امنیت	zabezpečení
امنیت	bezpečnosti
امنیت	bezpečnost
امنیت	bezpečí
نوع	druh
نوع	typu
نوع	typ
نوع	type
مردم	lidí
مردم	lidi
مردم	lidé
مردم	lidem
مردم	people
دلیل	rozum
دلیل	důvod
دلیل	příčina
روستای	village
روستای	vesnice
دور	daleko
دور	pryč
اولین	evelyn
مربوط	relevantní
مربوط	související
بار	naložit
بار	načíst
بار	zatížení
بار	barr
بار	baru
بار	bar
دریا	moře
دریا	mořská
شما	vy
شما	jsi
شما	ty
شما	vaše
شما	váš
شما	tvůj
شما	tvoje
شما	vaši
برابر	rovni
برابر	rovný
برابر	rovné
برابر	rovná
تولید	výroba
تولید	produkce
تولید	výroby
تولید	výroba
تولید	generovat
تپه	kopce
تپه	hill
تپه	kopec
تنها	samotná
تنها	sama
تنها	sám
تنها	jedině
تنها	jen
تنها	jenom
تنها	pouze
تنها	osamělý
تنها	osamělá
تنها	osamělé
علی	ali
شرقی	východ
شرقی	východní
شرقی	orientální
شرقی	východní
یونسکو	unesco
یونسکو	stránky
یونسکو	weby
یونسکو	lokality
برخی	nějaké
برخی	některý
برخی	někteří
برخی	některé
برخی	některým
میان	mezi
جهان	world
جهان	svět
جهان	světový
جهان	světová
جهان	světové
جام	hrnek
جام	cup
جام	pohár
جام	kelímek
جام	šálek
ها	huh
ها	hm
ها	hmmm
ارتفاع	výška
ارتفاع	výška
ارتفاع	výšku
ارتفاع	výšky
کد	kód
کشف	objevil
کشف	objeven
کشف	objevili
کشف	objevila
کشف	objevit
کشف	objevovat
کشف	nález
کشف	objevování
کشف	objev
کشف	discovery
نشان	odznak
حذف	odebírání
حذف	mazání
حذف	odstranit
حذف	odebrat
حذف	smazat
حذف	odstranit
حذف	vymazat
تلویزیونی	tv
تلویزیونی	televizní
تلویزیونی	televize
غربی	west
غربی	západ
غربی	západní
غربی	západ
غربی	western
غربی	západní
گرفته	přijata
گرفته	přijatá
دوران	období
دوران	doby
دوران	éry
دوران	éra
شامل	zahrnut
شامل	zahrnuty
شامل	včetně
شامل	zahrnuto
شامل	zahrnuté
شامل	zahrnovat
شامل	zahrnout
شامل	zahrnuje
شدن	získání
شدن	dostávám
بهترین	nejlepší
بهترین	nejlépe
بهترین	nej
بهترین	best
بهترین	nejlepsi
دولت	stát
دولت	státní
دولت	vládou
دولت	vláda
دولت	vlády
همراه	mobil
همراه	mobilní
همراه	doprovázen
همراه	průvodní
همراه	doprovázející
چپ	levá
چپ	vlevo
چپ	levý
چپ	doleva
ایتالیا	italia
ایتالیا	itálie
ایتالیا	italské
ایتالیا	itálie
ایتالیا	italská
ایتالیا	italský
ایتالیا	italsky
صفحه	stránky
صفحه	strana
صفحه	stránka
صفحه	page
صفحه	stránku
مجلس	parlament
مجلس	parlamentu
مجلس	montáž
مجلس	sestava
مجلس	shromáždění
تحت	pod
آغاز	start
آغاز	začátek
آغاز	začít
آغاز	spustit
آغاز	počátek
آغاز	začátek
آغاز	začíná
آغاز	začínám
آغاز	začínáme
ویکی	wiki
ویکی	vicky
راه	stezka
راه	cesta
راه	způsob
کشتی	lodě
کشتی	lodí
کشتی	lodi
کشتی	loď
کشتی	wrestling
کشتی	lodi
کشتی	loď
کشتی	člun
بودند	byli
بودند	byly
الگو	vzor
الگو	vzorec
توجه	pozor
توجه	pozornost
بن	bene
بن	ben
همه	všichni
همه	každý
همه	vse
همه	všichni
همه	všechno
همه	všechny
همه	vše
همه	všichni
همه	každý
همه	všem
کوچک	malé
کوچک	malý
کوچک	malá
کوچک	málo
کوچک	malý
کوچک	malá
کوچک	nezletilý
کوچک	menší
ژاپن	japonsko
رسمی	úředník
رسمی	oficiální
رسمی	úřední
رسمی	formální
رسمی	formálně
اسلام	islám
سپتامبر	září
پرونده	case
پرونده	případě
پرونده	pouzdro
پرونده	případ
پرونده	spis
پرونده	soubor
ماه	měsíc
ماه	měsíců
ماه	měsíce
ماه	měsících
ماه	měsíční
ماه	měsíci
ماه	měsíc
ماه	moon
اوت	srpen
اوت	srpna
اوت	august
اوت	srpen
اوت	aug
تابستانی	letní
تابستانی	léto
چون	protože
چون	když
چون	kdy
آوریل	apr
آوریل	duben
آوریل	duben
آوریل	dubna
تغییر	měním
تغییر	pozměnit
تغییر	upravit
تغییر	změnit
تغییر	změna
تغییر	změny
مجموعه	sběr
مجموعه	kolekce
مجموعه	sbírky
مجموعه	sbírka
مجموعه	shromažďování
سیاسی	politická
سیاسی	politické
سیاسی	politický
شکل	tvar
شکل	forma
شکل	formulář
شکل	formě
شکل	postava
مارس	březen
مارس	března
مارس	pochodovat
مارس	pochod
مارس	marsu
مارس	mars
درخواست	požadavek
درخواست	žádost
درخواست	požádat
کیلومتر	kilometr
کیلومتر	kilometrů
کیلومتر	kilometry
کیلومتر	kilometr
کیلومتر	kilometrů
کیلومتر	kilometry
جمله	věta
جمله	trest
جمله	rozsudek
گردشگری	turistika
گردشگری	ruchu
گردشگری	turistická
گردشگری	turistické
گردشگری	turista
گردشگری	pamětihodnosti
شهری	městský
شهری	městská
شهری	městské
شهری	obecní
شهری	město
ممکن	možné
ممکن	možný
لیگ	league
لیگ	liga
لیگ	lize
لیگ	ligy
روسیه	ruské
روسیه	ruská
روسیه	rusky
روسیه	ruský
روسیه	rus
روسیه	rusko
منابع	zdroje
منابع	zdrojů
منابع	zdroje
منابع	prostředky
نخستین	nejdřív
نخستین	nejprve
نخستین	první
نخستین	nejdříve
شاه	král
شاه	king
شاه	krále
شاه	králi
شاه	shah
جنوب	jižní
جنوب	jižní
جنوب	jih
طور	mount
طور	tur
تشکیل	formace
تشکیل	tvorba
تشکیل	sestava
فوت	noha
فوت	nohu
فوت	foote
اکتبر	říjen
اکتبر	října
ژوئن	červen
ژوئن	června
چه	co
امکان	možné
امکان	možný
امکان	možnost
نویسندگان	autory
نویسندگان	autoři
نویسندگان	autorů
سر	sar
سر	head
سر	hlavu
سر	hlavička
سر	hlava
سر	hlav
سر	hlavy
حزب	párty
حزب	večírek
حزب	strana
حزب	party
ما	naše
ما	náš
ما	naší
ما	naši
ما	nase
فرهنگ	kulturu
فرهنگ	kultura
فرهنگ	kultury
برندگان	vítěze
برندگان	vítězové
برندگان	vítězů
دیگری	další
بدون	bez
خانه	house
خانه	sněmovna
خانه	domeček
خانه	dům
خانه	doma
خانه	domov
خانه	domácí
خانه	domů
دسامبر	prosince
دسامبر	prosinec
دسامبر	prosinci
موارد	položky
موارد	předměty
موارد	položek
موارد	bedny
موارد	případech
موارد	pouzdra
موارد	případy
هند	indie
هند	india
هند	indii
آلبوم	album
آلبوم	alba
آزاد	volná
آزاد	volné
آزاد	volný
آزاد	free
آزاد	zdarma
چاپ	vytisknout
چاپ	tisknout
چاپ	tisk
چاپ	otisk
چاپ	tisk
علمی	věda
علمی	vědy
علمی	vědecká
علمی	vědecké
علمی	vědecký
نوامبر	listopadu
نوامبر	listopad
نوامبر	listopad
آسیا	asijský
آسیا	asijská
آسیا	asijské
شمال	sever
شمال	severní
شمال	severní
پایان	ukončit
پایان	end
پایان	konec
پایان	končící
پایان	ukončení
علوم	věda
علوم	vědy
علوم	vědy
علوم	věd
جان	jan
جان	john
جان	honza
سید	sida
سید	side
سید	sid
کالیفرنیا	kalifornie
کالیفرنیا	californie
کالیفرنیا	california
قرن	století
بازیگر	herečka
بازیگر	herečky
بازیگر	herec
بازیگر	herce
صنایع	odvětví
صنایع	průmysl
گونه	tvář
گونه	druh
گونه	druhy
کانادا	kanada
کانادا	kanady
کانادا	kanadský
کانادا	kanadská
کانادا	kanadské
اسپانیا	španělsko
اسپانیا	španělsky
اسپانیا	španělština
اسپانیا	španělská
اسپانیا	španělské
زمین	zemi
زمین	země
زمین	zem
رئیس	šéfe
رئیس	šéf
برزیل	brazílie
برزیل	brazílie
برزیل	brazilské
برزیل	brazilský
سبک	světle
سبک	lehké
سبک	světlo
سبک	styl
سبک	stylu
بالا	horní
بالا	top
بالا	vrchol
بالا	bala
جدید	nový
جدید	nově
جدید	nové
جدید	nová
جدید	novinka
تصویر	obrázek
تصویر	image
تصویر	obraz
غیر	non
حضور	účast
حضور	přítomnosti
حضور	přítomnost
وارد	ward
عضو	členka
عضو	člena
عضو	poslanec
عضو	členské
عضو	člen
عضو	darování
عضو	dárcovství
عضو	příspěvek
عضو	dar
میراث	odkaz
میراث	dědictví
زنان	ženské
زنان	ženský
زنان	dámské
زنان	ženy
نظامی	armáda
نظامی	vojenský
نظامی	vojenská
نظامی	vojenské
قمری	lunární
آذربایجان	ázerbájdžánu
جای	místo
جای	misto
جای	jai
هیچ	jakékoliv
هیچ	jakýkoliv
هیچ	jakoukoli
هیچ	jakoukoliv
هیچ	jakékoli
چین	bradu
چین	chin
چین	brada
چین	china
چین	čína
چین	číně
سیستم	systém
سیستم	system
سیستم	systému
ظاهر	zdání
ظاهر	vzhled
ادامه	pokračovat
ادامه	pokračujte
ادامه	pokračoval
ادامه	pokračovalo
ادامه	pokračovala
ادامه	pokračování
درجه	stupeň
درجه	stupně
درجه	tituly
درجه	stupňů
درجه	hodnost
درجه	stupně
درجه	stupeň
انتخاب	vyberte
انتخاب	vybrat
انتخاب	vyberte
انتخاب	vybrat
انتخاب	zvolte
انتخاب	volba
انتخاب	výběr
موجود	dostupný
موجود	dostupná
موجود	dostupné
موجود	existující
موجود	stávající
دستی	návod
دستی	manuál
دستی	příručka
دستی	ruční
دستی	manuální
فقط	prostě
فقط	jen
فقط	jenom
اعلام	vyhlášen
اعلام	prohlásil
اعلام	prohlášení
اعلام	deklarace
اعلام	oznámit
نسبت	poměr
اعضای	členové
اعضای	členy
اعضای	poslanci
اعضای	členů
مسابقات	turnaje
مسابقات	turnaj
تلفن	telefonní
تلفن	telefon
تلفن	telefonní
تلفن	telefon
داستان	story
داستان	příběh
داستان	příběhy
سوم	iii
سوم	třetí
خط	čára
خط	řádek
خط	linka
خط	linie
قانون	právo
قانون	zákon
قانون	law
قانون	pravidlo
درگذشت	zemřel
علت	rozum
علت	důvod
علت	příčina
مهم	důležitý
مهم	důležitá
مهم	důležité
مهم	důležití
منبع	zdroj
منبع	zdroj
میلیون	milion
میلیون	milionů
میلیون	miliony
میلیون	milionu
کمک	pomozte
کمک	pomoc
کمک	pomoci
جهت	směry
جهت	směr
جهت	směr
جهت	orientace
جهت	zaměření
هوایی	anténa
هوایی	vzduchu
هوایی	ovzduší
هوایی	vzduch
هوایی	air
حتی	dokonce
نمایش	ukázat
نمایش	zobrazit
نمایش	představení
نمایش	show
آمریکای	amerika
آمریکای	ameriko
آمریکای	ameriky
ناحیه	region
ناحیه	regionu
ناحیه	oblast
ناحیه	kraj
ناحیه	okres
ناحیه	okrsek
ناحیه	oblasti
ناحیه	oblast
ناحیه	plocha
طراحی	návrh
طراحی	design
طراحی	projektování
طراحی	konstrukce
طراحی	navrhování
طراحی	projektování
آموزش	vyučování
آموزش	učení
آموزش	výuka
آموزش	výuky
آموزش	trénink
آموزش	výcvik
آموزش	školení
آموزش	vzdělávání
آموزش	školství
آموزش	vzdělání
قلعه	zámek
قلعه	castle
قلعه	hrad
قلعه	pevnost
قلعه	pevnosti
ویرایش	úprava
ویرایش	upravit
ویرایش	úpravy
ویرایش	úprava
ویرایش	střih
حکومت	vládou
حکومت	vláda
حکومت	vlády
نمایندگان	zástupci
نمایندگان	představitele
نمایندگان	zástupců
نمایندگان	zástupci
نمایندگان	představitelé
نمایندگان	delegáti
بازدید	navštívil
بازدید	navštívila
بازدید	navštívili
بازدید	recenze
بازدید	přezkumu
بازدید	přezkum
بازدید	návštěvu
بازدید	navštívit
بازدید	návštěva
بازدید	navštivte
بازدید	návštěv
بازدید	návštěvy
بازدید	návštěva
شیمیایی	chemická
شیمیایی	chemikálie
شیمیایی	chemické
شیمیایی	chemický
شیمیایی	chemikálie
مساحت	oblasti
مساحت	oblast
مساحت	plocha
ادبیات	literaturu
ادبیات	literatura
موضوع	téma
موضوع	předmět
موضوع	subjekt
شبکه	síť
شبکه	síť
شبکه	sítě
برنامه	aplikace
برنامه	app
برنامه	aplikaci
برنامه	program
برنامه	rozvrh
برنامه	naplánovat
برنامه	harmonogram
برنامه	rozpis
برنامه	programu
برنامه	program
کاربران	uživatele
کاربران	uživatelů
کاربران	uživatelé
تولد	narozeniny
تولد	narozeniny
تولد	zrození
تولد	narození
تولد	porod
تبدیل	proměnit
تبدیل	převést
تبدیل	přepočet
تبدیل	přeměna
تبدیل	konverze
تبدیل	proměnit
تبدیل	proměna
تبدیل	přeměna
تبدیل	transformace
تبدیل	proměny
دریایی	námořní
دریایی	mariňák
دریایی	marine
دریایی	mořských
دریایی	mořská
سن	sen
سن	stáří
سن	věk
سن	věku
سن	seine
سن	san
سن	svatý
سن	světec
سن	svatá
سن	saint
عربی	arabský
عربی	arabské
عربی	arabsky
عربی	arabský
عربی	arabské
روش	roche
روش	metodu
روش	metoda
روش	způsob
بازیکن	hráče
بازیکن	hráči
بازیکن	přehrávač
بازیکن	hráč
بازیکن	hráče
بازیکن	hráčů
بازیکن	hráči
بازیکن	přehrávače
رفته	pryč
بودن	bytí
بودن	být
نتیجه	výsledek
نتیجه	výsledky
نتیجه	výsledků
نتیجه	výsledek
نتیجه	výsledkem
نتیجه	závěr
نتیجه	závěry
انقلاب	revoluce
انقلاب	revoluci
تگزاس	texasu
تگزاس	texas
عراق	irák
عراق	iráku
شروع	start
شروع	začátek
شروع	začít
شروع	spustit
شروع	začíná
شروع	začínám
شروع	začínáme
هنر	umění
هنر	umění
هنر	art
زمینه	pozadí
زمینه	zázemí
قسمت	part
قسمت	část
قسمت	díl
قسمت	epizoda
بررسی	přezkoušení
بررسی	kontrola
بررسی	šek
بررسی	kontrola
بررسی	zkontrolovat
بررسی	zkontrolujte
مدیر	vedoucí
مدیر	správce
مدیر	manažer
مدیر	správce
مدیر	ředitel
مدیر	ředitelka
باز	otevřená
باز	otevřít
باز	otevřeno
باز	zpět
باز	zpátky
باز	záda
ترکیه	turecko
ترکیه	krocan
ترکیه	turecký
ترکیه	turecké
ترکیه	turecká
مدال	medaile
مدال	vyznamenání
مدال	medaili
مدال	medaile
حقوق	mzda
حقوق	plat
حقوق	právo
حقوق	zákon
حقوق	law
حقوق	práva
حقوق	práv
عمومی	obecné
عمومی	obecný
عمومی	veřejné
عمومی	veřejně
عمومی	veřejnost
عمومی	veřejný
عمومی	veřejná
عمومی	obecně
عمومی	všeobecné
عمومی	obecné
حسین	hossein
حسین	husajn
حسین	hussain
ترجمه	překlady
ترجمه	překlad
ترجمه	přeložit
ترجمه	překládat
دقیقه	minuty
دقیقه	zápis
دقیقه	minut
دقیقه	minuta
دقیقه	minutu
رنگ	barevně
رنگ	barva
رنگ	barevně
رنگ	barva
افزایش	navýšení
افزایش	zvýšit
افزایش	zvýšení
افزایش	nárůst
افزایش	zvyšování
افزایش	zvýšený
افزایش	zvýšená
افزایش	zvýšení
افزایش	zvýšené
طبیعی	přírodní
طبیعی	přirozený
طبیعی	přirozené
طبیعی	přirozená
طبیعی	normální
معروف	slavná
معروف	slavní
معروف	slavný
معروف	slavné
مدیریت	spravovat
مدیریت	správa
مدیریت	správa
مدیریت	řízení
مدیریت	management
مدیریت	vedení
گل	květiny
گل	květy
گل	kytka
گل	květ
گل	květina
گل	cíl
گل	gól
گل	branky
انتشار	nakladatelství
انتشار	vydavatelství
انتشار	zveřejňování
انتشار	publikování
انتشار	zveřejnění
انتشار	publikovat
انتشار	zveřejní
انتشار	zveřejnit
انتشار	rozmnožování
انتشار	emise
نیاز	potřebovat
نیاز	potřebuji
نیاز	potřebují
نیاز	potřeba
نیاز	potřebná
نیاز	potřeba
نیاز	potřebné
نیاز	potřebný
نیاز	potřeboval
نیاز	potřeb
نیاز	potřebuje
نیاز	potřeby
نیاز	požadované
نیاز	požadováno
نیاز	vyžadováno
توضیح	komentář
توضیح	komentovat
توضیح	komentáře
ترکیب	směs
ترکیب	kombinovat
ترکیب	složení
ترکیب	kombinaci
ترکیب	kombinace
دریافت	přijímající
دریافت	příjem
دریافت	obdržet
دریافت	přijímat
دریافت	recepce
دریافت	příjem
دریافت	recepci
رشته	řetězec
رشته	nitě
رشته	vlákno
رشته	nit
موافق	souhlasím
موافق	souhlasit
هنری	henryho
هنری	jindřich
هنری	henry
مواد	léky
مواد	drogy
مواد	materiál
مواد	materiály
مواد	materiál
کارگردانی	namířených
کارگردانی	režie
استرالیا	australský
استرالیا	austrálie
اجتماعی	společenské
اجتماعی	sociální
اجتماعی	společenský
اجتماعی	společenská
بانی	bonnie
جریان	současné
جریان	aktuální
جریان	současná
جریان	současný
جریان	streaming
جریان	plynout
جریان	tok
جریان	průtok
جریان	toku
جریان	potok
جریان	stream
طریق	prostřednictvím
طریق	via
طریق	přes
نویسنده	spisovatel
نویسنده	autor
نویسنده	spisovatelka
نویسنده	autor
نویسنده	autorka
نویسنده	autora
ژانویه	lednu
ژانویه	leden
ژانویه	ledna
کنار	stranou
کنار	straně
کنار	strana
کنار	boční
کنار	side
انرژی	energii
انرژی	energetická
انرژی	energie
انرژی	energetika
انتخابات	volební
