elst	эльст
klatre	восхождение
personlighet	личности
personlighet	индивидуальность
personlighet	личность
tidsskrifter	журналы
oberstløytnant	полковник
sjanse	шанс
stanset	перестал
stanset	остановилось
stanset	прекратил
stanset	остановились
stanset	остановился
sakte	медленно
sakte	потихоньку
halve	половины
halve	половина
halve	половину
halve	наполовину
skritt	шаг
skritt	этапы
skritt	ступеньки
skritt	шаги
castilla	кастилия
castilla	кастилья
organisk	органические
organisk	органических
organisk	органический
hundrevis	сотнями
hundrevis	сотни
amanda	аманда
søsteren	сестра
bratt	крутых
rot	беспорядок
rot	бардак
rot	беспорядок
rot	рут
rot	корень
palmer	палмер
jennifer	дженифер
jennifer	дженнифер
kjerne	core
kjerne	ядро
kjerne	ядро
kjerne	ядра
dømte	осужден
dømte	осужденным
dømte	осужденные
dømte	осужденный
dømte	судили
opplevd	опытные
opplevd	опытных
opplevd	опытный
made	сделанные
made	сделано
made	сделана
made	сделал
made	сделаны
skuespillerinnen	актриса
olivier	оливье
tjue	twenty
tjue	двадцать
eksport	экспорт
eksport	экспортировать
eksport	экспорт
sonja	соня
institut	institut
institut	институт
mozart	моцарта
mozart	моцарт
names	названия
names	имена
leon	леон
mater	метр
mater	мэтр
mater	кормление
jenny	дженни
tsjekkiske	чешская
tsjekkiske	чешской
tsjekkiske	чешский
prinsen	принц
prinsen	принс
prinsen	князь
skulpturer	скульптуры
skulpturer	скульптура
skulpturer	скульптуры
skulpturer	скульптура
brekke	сломать
brekke	перерыв
brekke	взлом
grey	серая
grey	серый
grey	серые
grey	грей
valencia	валенсия
valencia	валенсии
pastor	пастора
pastor	пастор
forandringer	изменения
innsiden	внутри
innsiden	изнутри
innsiden	внутрь
bryst	груди
bryst	грудь
bryst	груди
bryst	грудь
pike	пайк
analyser	разбивки
analyser	анализировать
analyser	проанализировать
analyser	проанализировать
analyser	анализировать
hersket	постановил
sørger	трауре
sådan	такие
sektor	сектор
krysse	кросс
krysse	крест
krysse	креста
låt	песня
låt	песнь
låt	song
metamorfose	метаморфозы
strukturer	структуры
strukturer	структур
montana	монтана
serbiske	сербии
serbiske	сербские
serbiske	сербская
presenterer	представляем
presenterer	представляя
presenterer	представляем
ghana	гане
ghana	ганы
ghana	гана
tallinn	таллин
stafetten	реле
rapporter	пожаловаться
rapporter	отчёт
rapporter	доклад
rapporter	отчет
rapporter	отчеты
rapporter	доклады
romantisk	романтический
romantisk	романтик
romantisk	романтика
romantisk	романтическая
kosovo	косово
mind	разум
mind	ум
avansert	расширенный
avansert	передовые
avansert	передовых
komponerte	сочинять
tórshavn	торсхавн
begrense	ограничить
begrense	ограничение
please	пожалуйста
biologi	биология
biologi	биологии
søstre	сёстры
søstre	сестры
bestemmelser	регламент
bestemmelser	правила
bestemmelser	положения
munnen	рот
verdensbasis	worldwide
cameron	камерон
cameron	кэмерон
rasende	ярости
ofre	пострадавшие
ofre	жертвы
ofre	потерпевшие
siri	сири
vara	вара
kjøper	покупателя
kjøper	покупатель
kjøper	покупателем
kjøper	покупка
kjøper	покупать
uka	недели
uka	неделю
uka	неделя
offer	пострадавшие
offer	жертвы
offer	потерпевшие
offer	потерпевший
offer	жертва
offer	пострадавший
fana	фана
plyndret	разграблены
hanna	ханна
avhenger	зависит
avhenger	смотря
pat	пэт
holmes	холмс
columbus	колумб
leonardo	леонардо
testet	испытанию
inkludere	включить
inkludere	включать
besøke	посетить
besøke	визит
besøke	визита
besøke	посещение
væske	жидкость
væske	жидкость
væske	жидкий
væske	жидкости
graf	граф
graf	график
materiell	материал
materiell	материалы
materiell	материалы
suite	люкс
falske	ложь
falske	ложный
falske	ложное
falske	ложные
stora	stora
sichuan	сычуань
ulrich	ульрих
fekter	фехтовальщик
spirit	дух
spirit	духом
odin	один
variasjon	вариации
variasjon	разнообразие
variasjon	разновидность
variasjon	разновидности
mrs	миссис
husk	помним
husk	помню
husk	запомнить
husk	помните
husk	помни
husk	помнишь
macao	макао
macao	макао
spesialisert	специализированных
spesialisert	специализированный
spesialisert	специализированная
spesialisert	специализированные
skatter	сокровище
skatter	клад
skatter	сокровища
skatter	сокровищ
skatter	сокровища
skatter	налоги
plasseringen	размещения
plasseringen	размещение
skillet	разграничение
skillet	различие
skillet	различия
harvey	харви
sosiologi	социологии
hestesport	конного
stipend	стипендий
stipend	стипендии
stipend	стипендия
stipend	стипендию
stipend	стипендии
moses	моисей
moses	мозес
kairo	каир
kairo	каире
veiledning	проводник
veiledning	гид
veiledning	руководства
veiledning	руководство
begrensninger	ограниченность
begrensninger	ограничения
begrensninger	ограничения
begrensninger	пределы
atferd	поведение
padling	каноэ
bakterier	бактерии
hand	рука
hand	руку
logo	логотип
miami	майами
kalender	календарь
komposisjon	композиция
komposisjon	состав
dekk	шины
dekk	обложки
dekk	прикрытие
dekk	обложка
dekk	обложку
dekk	покрытия
dekk	палубу
dekk	палубе
bomber	бомбы
portretter	портреты
innspill	вклад
innspill	ввод
haiti	гаити
utløste	вызвало
spesifikt	конкретных
spesifikt	конкретное
spesifikt	конкретный
spesifikt	конкретная
spesifikt	конкретные
spesifikt	конкретно
uttrykt	выражено
uttrykt	выразил
uttrykt	выраженное
uttrykt	выраженные
uttrykt	выраженную
pilot	пилот
pilot	экспериментальных
mats	коврики
sint	злой
sint	злость
sint	злая
sint	зол
sint	безумная
sint	бешеный
sint	безумный
iranske	иранский
iranske	ирана
iranske	иранские
kreta	крит
ønskelig	желаемое
ønskelig	желаемых
ønskelig	желательно
child	дитя
child	детский
child	ребенок
child	ребёнок
child	ребенка
progressiv	прогрессивное
progressiv	прогрессивного
lært	научилась
lært	узнал
lært	научился
luke	люка
luke	люк
bratte	крутых
peters	питерс
jules	джулс
jules	жюль
elseif	elseif
rammer	рамки
kjennskap	знакомство
kapital	столица
kapital	капитал
kapital	capital
kamera	камера
kamera	камеру
kamera	фотоаппарат
gibraltar	гибралтаре
gibraltar	гибралтар
fullføre	полный
fullføre	полная
fullføre	завершить
maine	мэн
roberto	роберто
distribusjon	распространение
distribusjon	распределение
distribusjon	распределения
augusta	августа
xiii	xiii
ankomst	прибытия
ankomst	прибытие
ankomst	прибывшие
ankomst	прибывающих
høgskole	коллегия
høgskole	колледж
skriv	напиши
skriv	пиши
skriv	пишите
skriv	напишите
skriv	написать
skriv	type
skriv	тип
fyret	маяк
trives	процветать
babylon	вавилон
fett	толстый
fett	толстая
fett	жир
fett	жирный
betaling	кассе
betaling	оплата
betaling	платежи
betaling	выплата
betaling	платеж
betaling	оплаты
betaling	платежи
betaling	выплаты
roosevelt	рузвельт
roosevelt	рузвельта
blokkering	блокировка
blokkering	блокирование
blokkering	блокирует
blokkering	заблокировать
blokkering	блокировка
blokkering	блок
blokkering	блокировать
vilkår	условия
vilkår	термины
vilkår	условия
bølger	волн
bølger	волны
gerd	герд
glansvinger	голубянки
masters	masters
masters	мастерс
masters	мастера
masters	хозяева
palass	дворцы
palass	дворец
eine	eine
banker	бэнкс
banker	банки
begått	совершено
begått	совершенные
milton	милтон
ruta	маршрут
ruta	трасса
problematisk	проблематичным
forsiktig	осторожно
forsiktig	осторожен
forsiktig	осторожнее
forsiktig	аккуратно
forsiktig	нежно
forsiktig	мягко
gyldig	действительный
gyldig	действительное
leire	клей
leire	клэй
leire	глины
trekkspill	аккордеон
tykk	толстый
tykk	толстая
tykk	толщиной
tykk	толстые
vanskeligheter	трудности
vanskeligheter	трудность
vanskeligheter	сложность
vanskeligheter	трудности
kontroversielle	спорные
kontroversielle	спорных
kontroversielle	спорный
lin	лин
kraften	усилие
kraften	силы
kraften	сила
kraften	force
kraften	силу
nba	нба
fylte	заполнена
fylte	заполнены
fornuftig	разумным
fornuftig	разумная
fornuftig	разумно
fornuftig	разумный
fornuftig	разумное
fornuftig	разумные
kanter	края
bestefar	дед
bestefar	деда
bestefar	дедушка
bestefar	дед
bestefar	деда
bestefar	дедушка
bestefar	дед
sony	sony
sony	сони
beskrivelsen	описание
sverdrup	свердруп
sevilla	севилья
sevilla	севилье
innspilling	запись
forklart	пояснил
forklart	объяснили
forklart	объяснила
forklart	пояснила
forklart	объяснил
trygg	безопасно
trygg	безопасное
trygg	сейф
handle	shop
handle	магазин
handle	акт
heidi	хайди
vern	верн
princeton	принстон
sitat	цитирую
sitat	цитата
register	зарегистрироваться
register	регистра
register	регистр
register	зарегистрировать
register	реестр
register	регистрация
knight	найт
knight	конь
knight	рыцарь
vegas	вегасе
vegas	вегас
bla	бла
aristoteles	аристотель
temperaturer	температуры
temperaturer	температура
avløst	облегчение
lovlig	юридический
lovlig	правовая
lovlig	правовой
lovlig	юридическая
lovlig	законных
lovlig	законные
rovers	rover
beslutning	решение
sainte	сент
bengt	бенгт
yuan	юаней
six	шесть
six	six
six	шестеро
six	шестой
fotnoter	сноски
ward	уорд
kjære	мед
kjære	родная
kjære	дорогая
kjære	дорогая
kjære	дорогие
kjære	дорогой
speed	скорость
speed	скорости
creek	крик
creek	ручей
cole	коул
troll	тролль
troll	тролли
iver	ивер
iver	рвение
peak	пик
sukker	сахар
note	нота
note	записка
note	примечание
ide	ide
ide	идея
behandler	обработки
behandler	переработка
behandler	обработка
behandler	угощения
ensemble	ансамбль
disk	диск
ekstreme	крайней
ekstreme	крайние
ekstreme	крайняя
ekstreme	крайний
skall	оболочка
skall	shell
flying	полёт
flying	полет
flying	летать
angi	комплект
angi	сет
angi	набор
angi	установить
angi	войти
angi	введите
angi	ввод
hoppe	прыгать
hoppe	прыжок
hoppe	прыгнуть
hoppe	хоппе
geologi	геологии
seattle	сиэтле
seattle	сиэтл
innover	внутреннего
innover	внутрь
geologiske	геологических
hjul	колеса
hjul	колесо
hjul	колеса
hjul	колёса
beskrivelser	описания
circuit	цепь
prinsipp	принцип
prinsipp	принципы
delhi	дели
landevei	шоссе
fiende	враг
fiende	враги
østlig	восточные
østlig	восточная
østlig	восточной
østlig	восточное
pensjon	пенсии
pensjon	пенсию
pensjon	пенсия
vitne	свидетели
vitne	свидетелям
vitne	свидетелей
vitne	свидетель
håndverk	ремесел
heaven	рай
heaven	небеса
heaven	небо
avslo	отклонена
avslo	отклонила
avslo	отклонили
avslo	отказался
avslo	отказались
avslo	отказался
yorkshire	йоркшире
undersøkt	рассмотрел
undersøkt	исследовал
sjøsatt	запущен
sjøsatt	запущена
gylne	золотая
gylne	золотые
gylne	золотой
gylne	golden
cdu	хдс
utgiver	издательство
utgiver	издатель
utgiver	издателей
øyeblikk	moments
øyeblikk	мгновения
øyeblikk	моменты
øyeblikk	момент
øyeblikk	минута
øyeblikk	мгновение
utfordringer	задачи
utfordringer	проблемы
utfordringer	вызовы
ordinær	обычных
ordinær	обычный
ordinær	обычная
ordinær	обычные
nora	нора
lei	лей
produksjoner	productions
uganda	уганде
uganda	уганда
uganda	уганду
blanke	блестящие
blanke	блестящая
blanke	блестящий
samtaler	переписки
samtaler	разговоры
samtaler	беседы
flatt	квартиру
flatt	квартира
arrangere	организовать
elite	элиты
elite	элита
artikel	artikel
seksten	шестнадцать
seksten	sixteen
riga	рига
ahmed	ахмед
kjemiker	химик
baptiste	батист
tegneserier	comics
tegneserier	комиксы
tegneserier	комикс
woods	лесу
woods	вудс
woods	лес
representasjon	представительство
stabil	стабильно
stabil	стабильный
stabil	стабильная
stabil	стабильной
stabil	стабильное
kjøp	покупки
kjøp	приобрести
kjøp	покупка
kjøp	закупка
kjøp	купить
kjøp	покупать
kjøp	покупки
kjøp	закупки
owen	оуэн
bretagne	бриттани
bangladesh	бангладеш
bros	bros
herskere	правители
tykke	толстый
tykke	толстая
tykke	толщиной
tykke	толстые
jiang	цзян
tomme	дюйм
tomme	пусто
tomme	пустая
tomme	пустой
tomme	пустое
tomme	пустые
cat	кэт
cat	кот
cat	кпп
cat	кошка
cat	cat
coast	береговая
coast	побережье
coast	берег
fyller	наполнения
fyller	заполнение
fyller	наполняет
fortjener	заслуживает
fortjener	заслуживают
fortjener	заслуживает
before	до
before	перед
before	прежде
mektig	могущественный
mektig	могучий
mektig	могущественный
mektig	мощная
mektig	мощные
mektig	мощный
avslutte	закончить
avslutte	завершить
kontoret	кабинет
kontoret	канцелярия
kontoret	офис
sporene	шпоры
markedsføring	сбыт
markedsføring	маркетинг
markedsføring	маркетинга
eugene	евгений
eugene	юджин
maur	муравей
maur	муравьи
bombefly	бомбардировщик
bombefly	бомбардировщики
boks	box
boks	ящик
boks	коробку
boks	коробка
boks	шкатулка
clarke	кларк
fattig	бедные
fattig	бедный
fattig	бедная
fattig	бедных
segl	печать
mayer	майер
fisker	рыбка
fisker	рыба
fisker	рыбы
fisker	рыбак
mecklenburg	мекленбург
floyd	флойд
tottenham	тоттенхэм
opprettes	создается
opprettes	создает
opprettes	созданные
opprettes	созданный
opprettes	создано
opprettes	создана
opprettes	создан
avlange	удлиненные
frø	семя
frø	семенной
frø	семена
frø	семян
frø	семена
mercury	ртути
mercury	ртуть
mercury	меркурий
vegetasjon	растительности
vegetasjon	растительность
policy	политика
utvist	высланы
utvist	исключили
maksimalt	максимальный
maksimalt	максимальное
maksimalt	максимальная
maksimalt	максимум
paolo	паоло
massiv	массовые
germain	жермен
simpson	симпсон
earl	эрл
rogers	роджерс
salget	продажа
salget	продажи
salget	продаж
kobayashi	кобаяси
forsvarer	защитника
forsvarer	защитник
produsenten	производитель
produsenten	продюсер
rafael	рафаэль
rafael	рафаэль
regime	режим
overrasket	удивлена
overrasket	удивил
overrasket	удивлён
overrasket	удивлен
any	любой
any	любую
any	любые
any	любое
any	любая
opplevelser	опыт
opplevelser	опытом
tiger	тигр
dominerer	доминирующим
dominerer	доминирует
ost	сыр
takt	такт
brygge	пирс
brygge	пьер
muhammed	мухаммед
muhammed	мухаммад
ambassaden	посольства
ambassaden	посольство
eduard	эдуард
carnegie	карнеги
intervjuer	интервью
intervjuer	собеседования
intervjuer	беседы
madison	мэдисон
kvalifisere	квалифицировать
survey	обследование
survey	опрос
survey	обследования
konsekvent	последовательно
konsekvent	последовательная
konsekvent	последовательно
village	деревне
village	село
village	деревня
gælisk	гэльский
elektrisitet	электричество
elektrisitet	электроэнергии
konkurrere	соревноваться
konkurrere	конкурировать
glemt	забыли
glemt	забыл
glemt	забыла
glemt	забыл
glemt	забыли
bue	поклон
bue	лук
bokstavelig	буквально
bokstavelig	буквально
dypere	глубже
christen	кристен
systems	системы
systems	систем
romantiske	романтический
romantiske	романтик
romantiske	романтика
romantiske	романтическая
sykler	велосипеды
sykler	велосипеды
sykler	мотоциклы
sykler	велосипеде
claudius	клавдий
fond	фонд
pokémon	pokémon
pokémon	покемон
johanna	джоанна
johanna	джоанна
johanna	иоанна
philipp	филипп
philipp	philipp
kjemper	гигантов
montgomery	монтгомери
slank	слим
alba	альба
uheldig	неудача
uheldig	неудачно
unesco	юнеско
påstand	претензия
påstand	утверждение
hektar	акров
knust	вдребезги
knust	сломан
knust	сломана
knust	разбил
knust	разбили
seile	парус
seile	паруса
oppfunnet	изобрел
oppfunnet	изобрели
oppfunnet	изобрёл
konservativ	консервативные
display	отображения
display	отображение
display	показ
andorra	андорры
andorra	андорра
falsk	ложь
falsk	ложный
falsk	ложное
falsk	ложные
falsk	фальшивый
falsk	фальшивка
falsk	фальшивые
falsk	подделка
munk	монах
munk	монк
clements	клементс
ombygging	реконструкция
tomas	томас
tomas	томаш
mali	мали
hals	горла
hals	горло
hals	шею
hals	шея
fet	смелый
fet	смелые
fet	толстый
fet	толстая
fet	жир
fet	жирный
summen	сумма
spinner	вращается
nikolai	николай
waters	водах
hydrogen	водорода
hydrogen	водород
tester	тесты
tester	испытания
tester	испытания
tester	проверка
tester	испытание
tester	тестирование
imdb	imdb
curtis	кёртис
curtis	кертис
ukrainske	украинский
ukrainske	украинские
ukrainske	украинская
ukrainske	украинцы
carlsen	карлсен
without	без
todd	тодд
nøyaktige	точные
nøyaktige	точная
nøyaktige	точный
nøyaktige	точной
castro	кастро
himmel	рай
himmel	небеса
himmel	небо
himmel	sky
himmel	скай
himmel	неба
himmel	небо
phoenix	феникс
ibm	ibm
rob	роб
rob	ограбить
rca	rca
manuelt	вручную
westwood	westwood
gudinne	богиня
arms	оружие
arms	вооружений
arms	руки
urter	трав
urter	травы
omgivelser	окружение
omgivelser	окрестности
filosofisk	философские
velkjent	знакомы
velkjent	знакомый
velkjent	знакомые
velkjent	знакомое
velkjent	знакомая
velkjent	знакомо
kerremans	kerremans
erstatter	замена
erstatter	заменяет
erstatter	замену
erstatter	замена
erstatter	замены
skarp	острая
skarp	острые
skarp	шарп
skarp	острый
slåss	бои
stanford	стэнфорд
marcel	марсель
overgrep	злоупотребления
overgrep	надругательство
overgrep	злоупотребление
rex	рекс
gaver	подарки
gaver	дары
gaver	подарки
marseille	марсель
marseille	марселе
player	игрок
player	проигрыватель
mel	мука
mel	муку
mel	муки
mel	мэл
mel	мел
muntlig	устный
muntlig	устно
muntlig	устные
muntlig	устное
utah	юта
drøm	сон
drøm	dream
drøm	мечта
auto	auto
auto	авто
lind	линд
uci	uci
edith	эдит
utøverne	спортсменов
utøverne	спортсмены
tilbudet	предложение
kamerun	камеруна
kamerun	камеруне
kamerun	камерун
ferguson	фергюсон
ferdigheter	навыков
ferdigheter	навыки
fremmed	чужой
fremmed	незнакомец
stjernene	звёзды
stjernene	звезды
command	команда
command	командования
command	командование
madsen	мэдсен
tolkes	толковать
signal	сигнал
españa	эспанья
instrumental	инструментальной
kaster	бросать
kaster	бросает
løpere	бегунов
oppdage	выявления
oppdage	обнаружение
oppdage	обнаружение
oppdage	обнаружить
tilnærming	подход
board	доска
board	правление
vogt	фогт
jylland	ютландии
utslipp	выбросы
busser	автобусы
busser	автобусов
zhou	чжоу
verb	глагол
verb	глаголы
marina	marina
marina	марина
satse	пари
satse	ставка
løve	лев
interesserte	заинтересованных
interesserte	заинтересованная
interesserte	интересует
interesserte	заинтересованным
interesserte	интересно
interesserte	заинтересованные
setninger	приговоры
grov	грубый
margin	разницы
dødelig	смертельная
dødelig	смертельный
dødelig	смертельной
dødelig	смертельный
dødelig	смертельно
dødelig	смертельная
dødelig	смертельно
dødelig	смертный
krise	кризис
krise	кризиса
vurderte	оценили
vurderte	оценил
vurderte	оценила
vinduer	windows
vinduer	окна
richmond	ричмонд
imo	имо
plukket	выбрала
plukket	выбрал
krogh	крог
innsikt	insight
innsikt	статистика
innsikt	статистику
next	далее
next	следующий
next	следующая
next	next
alessandro	алессандро
ideologi	идеология
ideologi	идеологии
salme	гимн
salme	псалом
modifisert	измененный
modifisert	измененные
modifisert	изменена
modifisert	изменено
ekstern	внешнее
ekstern	внешние
ekstern	внешняя
ekstern	внешних
ekstern	внешний
sammenslåingen	слияние
sammenslåingen	объединить
sammenslåingen	объединение
sammenslåingen	объединение
sammenslåingen	слияние
symboliserer	символизирует
jefferson	джефферсон
temple	храм
vellykkede	успешное
vellykkede	успешные
vellykkede	успешно
vellykkede	успешного
vellykkede	успешная
vellykkede	успешный
shandong	шаньдун
internt	внутренние
internt	внутреннего
internt	внутренняя
internt	внутренний
internt	внутреннее
internt	внутренне
søkt	применяется
søkt	прикладной
søkt	искали
due	голуби
due	голубь
due	голубь
krigene	войн
krigene	войны
jung	чжон
jung	чон
richards	ричардс
edda	эдда
guyana	гвиана
guyana	гайана
norfolk	норфолк
notert	отметило
notert	отметила
heyerdahl	хейердал
clara	клара
posthumt	посмертно
harper	харпер
tunneler	туннели
tunneler	туннелях
control	контроля
control	контроль
control	управление
kid	парень
emmy	эмми
elin	элин
queens	королевы
kulturelt	культурно
gun	пистолет
gun	пушка
gun	оружие
gun	ствол
enger	пастбища
yale	йель
ifk	ifk
brød	хлеба
brød	хлеб
ain	айн
aluminium	алюминия
aluminium	алюминия
bestilt	заказал
bestilt	заказали
bestilt	приказал
bestilt	заказал
nebraska	небраски
brakt	принес
brakt	привезли
brakt	принесли
brakt	принесла
cornelius	корнелий
skoger	лесу
skoger	вудс
skoger	лес
skoger	леса
slovakisk	словацкой
slovakisk	словацкая
medley	medley
sirkel	круг
innerste	сокровенные
bensin	бензин
bensin	бензина
bensin	газа
bensin	бензин
bensin	газ
bensin	бензин
sapporo	саппоро
trenge	нужно
trenge	нужна
trenge	потребность
stol	председатель
stol	кресло
stol	стул
mhz	мгц
midlertidige	временный
midlertidige	временная
midlertidige	временное
midlertidige	временно
midlertidige	временные
omgivelsene	окружение
omgivelsene	окрестности
bryllup	свадеб
bryllup	свадьбы
bryllup	свадьбу
bryllup	свадьбы
bryllup	свадебный
bryllup	свадьба
bowie	боуи
registrering	регистрация
kiel	киль
korrupsjon	коррупция
korrupsjon	коррупции
stopp	остановить
stopp	стоп
stopp	прекратить
munnspill	гармошка
kontakter	контакты
norwich	норвич
newman	ньюман
størrelser	размеры
eiker	спицы
wimbledon	уимблдон
aviation	авиация
aviation	авиации
nevada	невада
ulykke	авария
ulykke	аварии
ulykke	случайность
ulykke	дтп
tillate	позволяя
tillate	разрешить
tillate	разрешить
limited	ограниченные
limited	ограниченное
limited	ограниченная
limited	ограниченный
initiativet	инициатива
legeme	body
legeme	тела
legeme	тело
nature	характер
nature	характера
nature	натура
nature	природа
mag	мэг
lilla	фиолетовый
utlendinger	иностранцы
utlendinger	иностранцев
hytte	коттедж
hytte	дача
hytte	домик
religiøst	религиозно
religiøst	религиозное
religiøst	религиозный
religiøst	религиозная
religiøst	религиозных
kaffe	кофе
skyldig	виновны
skyldig	виновен
irene	ирен
dam	пруд
dam	шашки
dam	дам
dam	плотины
dam	гэс
heinz	хайнц
nanjing	нанкине
gallia	галлии
operation	эксплуатация
operation	операция
keramikk	керамические
keramikk	керамика
fiendtlige	враждебность
fiendtlige	враждебной
fiendtlige	противник
fiendtlige	враждебные
fiendtlige	враждебно
slektning	родственник
slektning	относительной
slektning	относительное
slektning	относительные
slektning	относительный
slektning	относительная
metropolitan	метрополитен
volvo	volvo
guitar	гитару
guitar	гитара
guitar	гитары
sinn	разум
sinn	ум
sinn	умы
restaurering	восстановление
restaurering	восстановления
kampanjen	кампании
kampanjen	кампания
vogner	колесниц
vogner	вагонов
vogner	вагоны
vogner	вагонов
registrere	зарегистрироваться
registrere	регистра
registrere	регистр
registrere	зарегистрировать
registrere	реестр
registrere	регистрация
need	нужно
need	нужна
need	потребность
tobias	тобиас
satset	пари
satset	ставка
lam	лам
lam	ягнят
wade	уэйд
hedret	честь
hedret	заслуженный
hedret	честь
hedret	заслуженный
måles	измеренная
måles	измеряется
daily	ежедневная
daily	daily
daily	ежедневно
daily	ежедневный
fenomener	явления
fenomener	феномен
fenomener	явлений
hyllest	дань
hyllest	должное
hyllest	почтение
betraktelig	значительно
betraktelig	значительно
betraktelig	существенно
lesning	читаем
lesning	чтения
lesning	читаю
lesning	чтение
verdifulle	ценное
verdifulle	ценный
verdifulle	ценная
verdifulle	ценные
opus	opus
legat	посланец
drivstoff	горючее
drivstoff	топлива
drivstoff	топливо
emanuel	эмануэль
plast	пластмасс
plast	пластик
plast	пластик
plast	пластиковый
plast	пластиковые
plast	пластика
følelse	ощущение
følelse	чувство
følelse	ощущения
tonnasje	тоннажа
visa	визы
visa	визу
visa	виза
visa	visa
åpnes	откроется
åpnes	открывается
åpnes	открывает
hampshire	хэмпшир
utallige	бесчисленные
lorenzo	лоренцо
#dfffdf	#dfffdf
oppgjør	разборка
oppgjør	разборки
medium	средняя
