kategória	категорија
usa	usa
usa	сад
rokov	години
nie	не
september	септември
úmrtia	смрт
úmrtia	смртта
neskôr	покасно
neskôr	подоцна
slovenský	словачкиот
slovenský	словачки
slovenský	словачка
aby	make
aby	направи
storočia	векови
storočia	века
storočia	век
nad	nad
nad	над
nad	погоре
nad	наведените
nad	одозгора
jpg	jpg
časti	делови
stránka	страница
stránka	страницата
stránka	site
stránka	сајт
skupiny	група
skupiny	групно
skupiny	групни
skupiny	групна
skupiny	групи
html	html
roka	година
roka	year
ktorú	кои
ktorú	која
ktorú	кое
časť	рез
časť	оддел
časť	отсек
časť	секција
časť	дел
ngc	ngc
október	октомври
mesta	град
mesta	градче
mesta	град
mesta	градско
mesta	градот
mesta	градски
marec	марш
marec	март
august	август
august	аугуст
august	aug
skupina	група
skupina	групно
skupina	групни
skupina	групна
veľmi	многу
potom	потоа
potom	тогаш
oficiálna	официјално
oficiálna	службен
oficiálna	службено
oficiálna	официјална
narodenia	раѓање
narodenia	раѓањето
tento	ова
tento	оваа
tento	овој
osobnosti	личности
osobnosti	особини
osobnosti	карактер
osobnosti	личност
bratislava	братислава
november	ноември
december	декември
december	дек
stal	станав
stal	станаа
stal	постана
stal	стана
stal	станала
iba	само
iba	само
roky	години
oblasti	област
oblasti	подрачје
oblasti	подрачја
oblasti	области
január	јануари
súbor	датотека
mal	имаа
mal	имаше
mal	мал
mal	mal
proti	против
apríl	apr
apríl	април
sveta	ворлд
sveta	world
sveta	свет
sveta	светот
sveta	свету
bez	без
najmä	воглавно
najmä	главно
najmä	поготово
najmä	особено
najmä	посебно
viac	уште
viac	повеќе
február	фебруари
február	февруари
náhľad	преглед
mužov	мажи
mužov	мажите
mužov	луѓе
mužov	машки
názov	вероисповед
názov	име
názov	титула
názov	наслов
okolo	околу
okolo	наоколу
ešte	сепак
prvý	прв
prvý	први
prvý	прво
prvý	прва
text	текст
máj	мајски
máj	мај
slovenskej	словачкиот
slovenskej	словачки
slovenskej	словачка
spolu	вкупно
spolu	вкупен
spolu	тотал
spolu	вкупна
spolu	заедно
preto	оттука
preto	затоа
tom	tom
tom	том
majstrovstvá	шампионат
majstrovstvá	првенство
majstrovstvá	шампионски
majstrovstvá	биатлон
saint	светец
saint	свети
saint	сеинт
saint	света
okrem	освен
bar	бар
bar	bar
americký	американска
americký	американски
americký	американец
júl	јули
júl	jul
cez	виа
cez	преку
cez	via
cez	низ
cez	преку
česko	czechia
asi	веројатно
asi	највероватно
asi	најверојатно
asi	погоди
jeden	една
jeden	едната
jeden	еден
jeden	едно
objavil	откриени
objavil	откриено
objavil	откриена
ktorých	чија
ktorých	чиј
ktorých	чии
ktorých	чие
vojny	војна
vojny	војни
rok	година
rok	year
ulica	улични
ulica	улица
ulica	уличен
album	албум
dátum	датум
dátum	дата
žien	женка
žien	женско
žien	женски
žien	женска
žien	жени
žien	женски
žien	жените
tieto	овие
tieto	oвие
januára	јануари
toto	ова
toto	оваа
toto	овој
toto	тото
ktorí	кои
ktorí	кој
všetky	сите
francúzsky	французи
francúzsky	француски
mestá	градови
mestá	градови
svoje	нејзините
svoje	своите
svoje	својата
svoje	нејзини
žije	животи
žije	живота
český	чешкиот
český	чешки
český	чешка
často	често
často	честопати
často	често
často	честопати
ján	јан
ján	јован
ján	џон
niekoľko	неколку
okres	реон
okres	округ
jún	џун
jún	јуни
jún	џун
šablóny	обрасци
šablóny	шаблон
šablóny	образец
dnes	денес
dnes	денеска
slovensko	словачка
pretože	бидејќи
ani	ниту
ani	ани
ani	ниту
ktorého	чија
ktorého	чиј
ktorého	чии
ktorého	чие
nové	ново
nové	нов
nové	нови
nové	нова
všetkých	сите
štátu	состојба
štátu	држава
ďalšie	дополнително
ďalšie	дополнителни
ďalšie	дополнителна
ďalšie	додатни
ďalšie	дополнителен
ďalšie	следниот
ďalšie	следна
ďalšie	следно
ďalšie	следни
ďalšie	следен
ďalšie	macedonian
ďalšie	други
ďalšie	понатамошно
ďalšie	уште
ďalšie	повеќе
tým	екипа
tým	тим
meno	име
dve	два
dve	двајца
dve	две
dva	два
dva	двајца
dva	две
mala	имаа
mala	имаше
mala	mala
style	стил
približne	околу
približne	за
približne	приближно
približne	отприлика
približne	приближно
táto	ова
táto	оваа
táto	овој
prvé	прв
prvé	први
prvé	прво
prvé	прва
martin	мартин
http	http
tri	тројца
tri	три
tri	тројка
loire	лоара
nich	ги
nich	нив
začal	почна
začal	започна
začal	почнал
začal	почнаа
praha	прага
stránke	страница
stránke	страницата
film	филм
film	филмски
film	филмска
film	филм
spoločnosti	корпорациите
spoločnosti	корпорации
spoločnosti	компанија
spoločnosti	претпријатија
spoločnosti	компании
peter	питер
peter	петар
mali	имаа
mali	имаше
mali	мали
mali	mali
patrí	припаѓа
slovenská	словачкиот
slovenská	словачки
slovenská	словачка
strany	страници
strany	партиите
strany	партии
strany	забави
slovensky	англиски
prvá	прв
prvá	први
prvá	прво
prvá	прва
van	van
van	комби
van	ван
van	комбе
nemecký	германски
nemecký	герман
nemecký	германска
storočí	векови
storočí	века
storočí	век
hlavne	воглавно
hlavne	главно
hlavne	поготово
hlavne	особено
hlavne	посебно
hlavne	претежно
hlavne	воглавно
hlavne	најмногу
hlavne	најчесто
hlavne	главно
astronóm	астроном
rod	род
bude	ке
bude	вил
bude	ќе
titul	титула
titul	наслов
kostol	црква
týchto	овие
týchto	oвие
republiky	република
republiky	republic
republiky	републиката
republiky	републики
možno	можеби
možno	можеби
ženy	женките
ženy	жени
ženy	женски
ženy	жените
ďalej	понатамошно
ďalej	следниот
ďalej	следна
ďalej	следно
ďalej	следни
ďalej	следен
kedy	кога
územia	територии
územia	територија
systém	систем
ide	ide
potok	тек
potok	поток
potok	проток
potok	stream
latinsky	латинска
latinsky	латино
latinsky	латиница
latinsky	латински
góly	голови
góly	цели
spisovateľ	писателка
spisovateľ	писател
európy	европа
pôvodne	првично
pôvodne	првично
pôvodne	првобитно
pôvodne	изворно
súhvezdie	соѕвездие
známy	позната
známy	познати
známy	познат
známy	познаник
veľkosť	големина
john	јован
john	џон
klub	клуб
objektov	објекти
objektov	предмети
isbn	исбн
slovenské	словачкиот
slovenské	словачки
slovenské	словачка
portál	порталот
portál	портал
článok	член
článok	статија
ľudí	народ
ľudí	луѓе
územie	територија
možné	можно
možné	можни
možné	возможно
možné	можен
zomrel	почина
zomrel	умре
zomrel	умрел
zomrel	починал
zomrel	умрела
niektoré	некои
hudobné	музика
hudobné	музички
hudobné	музичка
hudobné	мјузикл
hudobné	музичко
herec	глумец
herec	актер
hry	игри
veľký	голем
veľký	голема
veľký	големи
veľký	големо
veľký	голем
veľký	голема
veľký	големи
života	живот
života	life
života	животот
septembra	септември
kráľ	крал
kráľ	кинг
kráľ	кралот
iii	iii
maďarsku	унгарија
hráči	играчи
vlády	влада
vlády	владите
vlády	влади
môžu	може
môžu	можи
môžu	можат
miest	места
zároveň	симултано
zároveň	истовремено
napriek	инает
mieste	место
mieste	site
mieste	сајт
kráľa	крал
kráľa	кинг
kráľa	кралот
tam	tam
tam	там
tam	таму
spoločnosť	општество
spoločnosť	компанија
oblasť	регион
oblasť	област
oblasť	област
oblasť	подрачје
nej	ја
nej	нејзината
nej	неа
nej	нејзе
vek	возраст
vek	старост
takmer	речиси
takmer	скоро
štadión	стадион
muži	мажи
muži	мажите
muži	луѓе
muži	машки
októbra	октомври
život	живот
život	life
život	животот
mája	мајски
mája	мај
dňa	ден
národné	национални
národné	национална
národné	национален
národné	национално
jozef	јосиф
jozef	џозеф
center	средина
center	центар
syn	синот
syn	синко
syn	сине
syn	син
marca	марш
marca	март
dĺžka	должина
augusta	август
augusta	аугуст
veľké	голем
veľké	голема
veľké	големи
veľké	големо
veľké	голем
veľké	голема
veľké	големи
školy	школи
školy	училишта
školy	училиште
školy	школа
nový	ново
nový	нов
nový	нови
nový	нова
obsahuje	содржи
anderson	андерсон
správa	пријави
správa	извештај
správa	пораката
správa	порака
správa	администрација
štát	земја
štát	држава
štát	кантри
štát	состојба
štát	држава
pomocou	користење
pomocou	користејќи
hráč	играчот
hráč	играч
banskej	банска
júna	јуни
júna	џун
cesta	патека
cesta	рута
cesta	патување
cesta	начин
cesta	road
cesta	пат
apríla	април
dostal	имам
krajiny	земја
krajiny	држава
krajiny	кантри
krajiny	пејсаж
krajiny	сцена
krajiny	пејзаж
krajiny	земји
krajiny	држави
začala	почна
začala	започна
začala	почнал
začala	почнаа
ceny	цени
ceny	награди
žilo	живееја
žilo	живеел
žilo	живееше
žilo	живеев
žilo	живееле
číslo	број
typ	тип
politik	политичар
následne	последователно
košice	кошице
rôznych	разни
spojené	соединети
spojené	јунајтед
spojené	обединета
spojené	обединето
spojené	обединети
júla	јули
práve	само
niektorých	некои
čas	времето
čas	време
prípade	случај
prípade	кејс
novembra	ноември
víťaz	добитник
víťaz	победничка
víťaz	победникот
víťaz	победник
decembra	декември
nemecko	germany
nemecko	германија
hlavné	мајорот
hlavné	мајор
hlavné	главни
hlavné	главен
hlavné	главна
hlavné	главното
galaxia	галаксијата
galaxia	галаксија
galaxia	galaxy
awards	награди
vrátane	вклучувајќи
vrátane	inclusive
hviezdna	ѕвездена
troch	тројца
troch	три
troch	тројка
postupne	постепено
práce	работа
práce	дело
práce	работно
veľká	голем
veľká	голема
veľká	големи
veľká	големо
veľká	голем
veľká	голема
veľká	големи
množstvo	сума
množstvo	износ
množstvo	количество
množstvo	количина
množstvo	количество
opäť	повторно
opäť	одново
opäť	пак
priezvisko	презимето
priezvisko	презиме
otec	тате
otec	тато
otec	татко
otec	татка
otec	татко
com	com
com	ком
než	одошто
než	отколку
než	одколку
svete	ворлд
svete	world
svete	свет
svete	светот
svete	свету
podobne	слично
stránky	сајтови
stránky	локалитети
stránky	страници
diela	работи
diela	дела
poloha	позиција
poloha	положба
poloha	локација
niekedy	некогаш
niekedy	понекогаш
niekedy	некогаш
typu	тип
deň	ден
druhý	второ
druhý	втор
druhý	втори
druhý	втората
druhý	втора
články	статии
články	натписи
články	артикли
články	написи
vtedy	потоа
vtedy	тогаш
jedna	една
jedna	едната
jedna	еден
jedna	едно
každý	сите
každý	секого
každý	секоја
každý	секое
každý	секој
každý	секоја
sur	сур
obrázok	слика
obrázok	слика
obrázok	фигура
obrázok	бројка
celý	цела
celý	целина
obyvateľstva	популација
obyvateľstva	население
členovia	членки
členovia	членовите
členovia	членови
stále	сеуште
stále	уште
stále	сепак
jednotky	единици
jednotky	трупи
jednotky	војници
dejiny	историја
alpes	алпи
priemerný	просечен
priemerný	просечни
priemerný	просечно
priemerný	просек
priemerný	просечна
priemerný	просечни
diskusia	расправа
diskusia	дискусии
diskusia	дискусија
diskusia	дебатираат
diskusia	расправа
diskusia	дебата
program	програм
program	програма
program	агенда
program	агендата
program	програма
gitara	гитара
jedným	една
jedným	едната
jedným	еден
jedným	едно
článku	член
článku	статија
hudobný	музички
hudobný	музичка
hudobný	мјузикл
hudobný	музичко
kolo	скут
kolo	округла
kolo	круг
kolo	рунда
začali	почна
začali	започна
začali	почнал
začali	почнаа
strana	партиски
strana	партиска
strana	забава
strana	журка
strana	партија
strana	страница
strana	страницата
strana	страната
strana	страна
francúzsko	франс
francúzsko	франција
obdobia	периоди
dobe	времето
dobe	време
autor	автор
park	парк
park	park
popis	насловот
popis	опис
cena	цена
pravdepodobne	веројатно
pravdepodobne	највероватно
pravdepodobne	најверојатно
der	дер
nová	ново
nová	нов
nová	нови
nová	нова
rieky	река
rieky	ривер
rieky	реката
rieky	реки
rieky	риверс
rieky	реките
rôzne	разни
rôzne	различен
rôzne	различно
rôzne	поинакво
rôzne	различна
rôzne	поинаку
rôzne	поинаков
rôzne	разно
obdobie	период
obdobie	period
škola	училиште
škola	школа
klubu	клуб
februára	фебруари
februára	февруари
františek	францис
františek	франсис
františek	френсис
františek	ференц
albumy	албуми
dielo	работа
dielo	дело
dielo	работно
väčšina	повеќето
väčšina	најмногу
väčšina	мнозинство
zápasy	совпаѓања
zápasy	натпревари
zápasy	борби
zápasy	тепачки
zápasy	игри
neho	него
neho	го
turnaj	турнир
rovnako	еднакво
rovnako	подеднакво
rovnako	истите
rovnako	истото
rovnako	исто
rovnako	исти
rovnako	ист
rovnako	иста
druh	тип
druh	врсти
druh	видови
stavby	конструкции
stavby	структури
stavby	градби
priamo	стрејт
priamo	исправен
priamo	право
priamo	direct
priamo	директни
priamo	директна
priamo	директен
priamo	дирекно
priamo	директно
metrov	метри
metrov	метри
anglický	англиски
albumu	албум
funkcia	функција
funkcia	карактеристика
von	аут
von	надвор
článkov	статии
článkov	натписи
článkov	артикли
článkov	написи
štátov	државите
štátov	држави
južnej	јужен
južnej	јужна
južnej	јужни
južnej	југ
južnej	јужно
južnej	јужна
piesne	песни
verzia	верзија
hoci	иако
hoci	иако
image	слика
york	јорк
rad	серија
rad	серии
rad	рад
rad	ред
rad	редица
rad	row
európe	европа
členom	членка
členom	член
zatiaľ	сепак
výška	подигнување
výška	висина
túto	ова
túto	оваа
túto	овој
stav	статус
stav	услов
stav	состојба
william	вилијам
menom	именуван
menom	именувана
menom	именувани
krajine	земја
krajine	држава
krajine	кантри
marne	марне
právo	десно
právo	надесно
právo	право
právo	закон
stretnutie	назначување
stretnutie	закажано
stretnutie	закажување
stretnutie	назначувањето
stretnutie	средба
stretnutie	состанок
stretnutie	обединување
oficiálne	официјално
oficiálne	службен
oficiálne	службено
oficiálne	официјална
oficiálne	официјално
oficiálne	службено
vznikla	произлезе
vznikla	воскресна
univerzity	универзитети
univerzity	универзитет
viacerých	повеќекратни
viacerých	повеќекратна
viacerých	повеќекратен
tímov	екипи
tímov	тимови
san	san
san	сан
david	дејвид
david	david
david	давид
rozhodca	судија
rozhodca	судијата
rozhodca	судија
rozhodca	судијата
rozhodca	судија
zmysle	значење
informácie	инфо
informácie	информации
informácie	информација
informácie	информации
veľa	многумина
veľa	многу
dokonca	дури
deti	деца
deti	деца
deti	бебиња
malo	мало
malo	имаа
malo	имаше
rakúsko	австриска
rakúsko	австрија
znamená	значи
severnej	северен
severnej	северна
dom	куќа
dom	хаус
dom	дом
dom	dom
vody	вода
vody	воден
vody	води
jan	јан
patria	припаѓаат
patria	припаѓам
www	www
vždy	секогаш
práva	дозволи
práva	права
ľudia	народ
ľudia	луѓе
známe	позната
známe	познати
známe	познат
známe	позната
známe	запознаен
známe	познато
herečka	глумица
herečka	актерка
hrad	тврдина
hrad	замок
menej	помалку
menej	помалце
hier	игри
bgcolor	bgcolor
známa	позната
známa	познати
známa	познат
les	шума
les	вудс
les	шуми
les	лес
les	шума
les	шумски
skôr	поарно
skôr	претходно
skôr	порано
systému	систем
štyri	four
štyri	четри
štyri	четири
štyri	четворица
zeme	земја
zeme	земјата
zeme	земјо
lode	бродови
lode	чамци
lode	бродови
lode	бродовите
banská	банска
banská	рударска
banská	рударство
banská	рударството
banská	рударски
sám	сами
sám	сама
sám	сам
básnik	поет
úplne	апсолутно
úplne	комплетно
úplne	сосема
úplne	потполно
úplne	целосно
úplne	тотално
úplne	сосема
úplne	целосно
dní	денови
dní	дена
ďalší	друг
ďalší	друга
ďalší	следниот
ďalší	следна
ďalší	следно
ďalší	следни
ďalší	следен
skladateľ	текстописец
skladateľ	композитор
kto	кои
kto	кој
rozdiel	разлика
rozdiel	диференцијални
tím	екипа
tím	тим
družstvo	одред
družstvo	кооперативни
matematik	математичар
armády	армии
armády	војски
armády	армија
armády	војска
rady	совет
rady	совети
rady	совет
world	ворлд
world	world
world	свет
world	светот
world	свету
označenie	назнака
označenie	индикација
označenie	идентификација
druhá	второ
druhá	втор
druhá	втори
druhá	втората
druhá	втора
mužstvo	машкост
mužstvo	екипа
mužstvo	тим
musí	мора
musí	must
jazyk	јазик
jazyk	јазикот
jazyk	јазик
obvode	периметар
obvode	периметарот
predtým	претходно
predtým	пред
finále	финале
finále	финале
finále	финалето
open	отворено
open	отворени
open	отворена
open	отворен
open	опен
open	отвори
činnosť	активности
činnosť	дејност
činnosť	активност
činnosť	активности
vojna	војна
vrch	top
vrch	топ
vrch	врвот
paul	пол
paul	паул
paul	павле
seine	сена
súťaže	натпреварувања
súťaže	натпревари
súťaže	натпревари
súťaže	конкуренција
súťaže	конкурс
súťaže	натпреварување
súťaže	натпревар
väčšinou	претежно
väčšinou	воглавно
väčšinou	најмногу
väčšinou	најчесто
väčšinou	главно
ivan	иван
pracoval	работел
pracoval	работев
pracoval	работеше
pracoval	функционираше
pracoval	работено
česká	чешкиот
česká	чешки
česká	чешка
pas	пасош
cesty	патеки
cesty	правци
cesty	патишта
šírka	ширина
základné	основно
základné	суштински
základné	основни
základné	основно
základné	основни
základné	башиќ
základné	основна
základné	основен
základné	основните
chránené	заштитени
chránené	заштитена
chránené	заштитен
chránené	заштитено
rýchlosť	брзина
rýchlosť	стапка
rýchlosť	брзина
pozícia	позиција
pozícia	положба
podarilo	управувани
podarilo	успеаа
podarilo	успеа
podarilo	успеала
mnoho	многумина
prezident	претседател
knihy	книги
prírodná	природна
prírodná	природни
prírodná	природен
prírodná	природно
cieľom	нишани
prahe	прага
študoval	студираше
študoval	студирал
študoval	учела
filozof	филозоф
rhône	рона
spev	пеам
spev	пеејќи
spev	пее
spev	пеат
spev	пеење
častí	делови
hral	играше
hral	одиграно
hral	одигран
hral	свирел
organizácie	организации
organizácie	организација
organizácie	организации
organizácie	организација
ostrov	островот
ostrov	остров
kráľovstvo	кралство
kráľovstvo	царство
pavol	павол
pavol	пол
pavol	паул
pavol	павле
triedy	класи
triedy	настава
triedy	часови
triedy	клас
triedy	класа
americká	американска
americká	американски
americká	американец
hlavný	главни
hlavný	главен
hlavný	главна
hlavný	главното
vznikol	произлезе
vznikol	воскресна
play	пушти
play	играј
play	свири
kluby	клубови
najviac	повеќето
najviac	најмногу
calais	кале
sídlo	седиштето
sídlo	штабови
sídlo	штаб
sídlo	седиште
sídlo	седишта
člen	членка
člen	член
vznik	појавување
vznik	појава
karol	карол
druhov	врсти
druhov	видови
nikdy	никогаш
činnosti	активности
lebo	бидејќи
centre	средина
centre	центар
centre	средина
centre	центар
prevažne	воглавно
prevažne	главно
prevažne	претежно
prevažne	воглавно
prevažne	најмногу
prevažne	најчесто
prevažne	главно
štáty	државите
štáty	држави
štáty	земји
štáty	држави
robert	роберт
robert	робер
hudba	музика
dvojhra	синглови
dvojhra	поединечно
off	исклучен
off	исклучена
off	off
off	исклучено
cirkvi	цркви
cirkvi	црква
stupeň	диплома
stupeň	степен
stupeň	одделение
stupeň	оцена
michal	михал
michal	михаел
michal	мајкл
michal	михаил
michal	michael
význam	релевантност
význam	важност
význam	значење
význam	значење
význam	важност
budova	градба
budova	зграда
budova	градење
malé	малечко
malé	мала
malé	мал
malé	мали
malé	мало
malé	мала
malé	мал
malé	литл
malé	мали
malé	малку
malé	мало
raz	еднаш
jedno	една
jedno	едната
jedno	еден
jedno	едно
nord	норд
tretiny	третини
šport	sport
šport	спорт
šport	спортови
šport	спортски
šport	спорт
človek	човечко
človek	човек
človek	човечки
človek	човечка
človek	маж
človek	чоек
človek	човек
človek	мен
človek	човекот
jean	жан
jean	џин
spevák	пејачка
spevák	пеач
spevák	пејач
spevák	сингер
des	des
des	дез
pomerne	донекаде
pomerne	умерено
pomerne	релативно
polovici	средината
minulosti	минато
minulosti	изминатите
minulosti	минати
udalostí	настани
diel	работи
diel	дела
ostatné	macedonian
ostatné	други
ostatné	друѓи
ostatné	други
skóre	оценка
skóre	резултат
skóre	поен
skóre	безбројни
skóre	оценки
kultúry	култура
kultúry	култури
kultúry	културите
black	црн
black	црна
black	црно
black	црни
black	црнец
filmy	филмови
filmy	филмови
filmy	кино
stanice	станици
rock	рок
rock	камен
rock	карпа
české	чешкиот
české	чешки
české	чешка
české	ческе
napísal	напишано
napísal	напишани
napísal	пишано
napísal	пишан
napísal	напиша
napísal	пишувал
napísal	напишаа
napísal	напишал
napísal	напишав
dal	дал
dal	дале
dal	даде
dal	дал
dal	дадов
dal	дадоа
liga	лига
liga	лига
funkcie	функција
funkcie	функции
funkcie	карактеристики
matka	мајко
matka	мајката
matka	мајка
kategórie	категорија
kategórie	категории
republika	република
republika	republic
republika	републиката
rodiny	семејствата
rodiny	фамилии
rodiny	семејства
najlepší	најдобар
najlepší	најдобро
najlepší	најдобри
najlepší	најдобра
najlepší	бест
pieseň	песна
univerzite	универзитет
juraj	јурај
hrá	претставите
hrá	свири
futbalista	фудбалерот
futbalista	фудбалер
niekoľkých	неколку
centrum	centrum
centrum	средина
centrum	центар
centrum	средина
centrum	центар
druhy	врсти
druhy	видови
federácie	федерација
federácie	федерацијата
federácie	федерации
mohol	може
tie	тие
tie	оние
rieka	река
rieka	ривер
rieka	реката
richard	ришар
richard	ричард
najprv	прв
najprv	први
najprv	прво
najprv	прва
rusko	русија
data	податок
data	податоци
fontsize	fontsize
hokej	хокеј
miliónov	милион
miliónov	милиони
miliónov	милионски
miliónov	милиони
doby	периоди
najčastejšie	претежно
najčastejšie	воглавно
najčastejšie	најмногу
najčastejšie	најчесто
najčastejšie	главно
top	top
top	топ
top	врвот
skladba	песна
ríše	империи
ríše	царство
ríše	империја
ríše	царство
ríše	царства
city	град
city	градско
city	градот
city	градски
city	чувства
city	чуства
účasti	учество
skladby	траки
skladby	траги
skladby	трагови
skladby	песни
získala	стекнат
získala	стекнато
získala	стекнати
získala	стекнато
získala	стекна
získala	добиен
získala	добиени
získala	примен
získala	добиени
získala	доби
získala	примена
získala	примиле
mape	мап
mape	карта
mape	мапа
mape	мапата
most	мост
dobre	добра
dobre	добро
dobre	добар
ulice	улици
mapa	мап
mapa	карта
mapa	мапа
mapa	мапата
vladimír	владимир
vladimír	vladimir
sily	снага
sily	сила
sily	силата
sily	сили
sily	силите
súčasť	дел
súčasť	компонента
členov	членки
členov	членовите
členov	членови
fyzik	физичар
mená	имиња
powiat	жупанија
powiat	округот
powiat	округ
powiat	powiat
domov	дом
domov	дома
domov	домот
domov	home
významné	значајни
významné	значителна
významné	значајно
významné	значајна
významné	значителен
významné	значаен
krajina	земја
krajina	држава
krajina	кантри
krajina	пејсаж
krajina	сцена
krajina	пејзаж
budovy	градба
budovy	зграда
budovy	градење
budovy	градби
budovy	згради
milan	milan
milan	милано
milan	милан
kým	додека
taliansko	италија
model	модел
university	универзитет
prípadne	евентуално
km²	km²
hviezdy	ѕвезди
miesta	места
miesta	локации
projekt	проект
kniha	книга
viacero	неколку
viacero	повеќекратни
viacero	повеќекратна
viacero	повеќекратен
mária	мери
mária	мари
mária	марија
niečo	нешто
motor	моторот
motor	мотор
motor	моторни
motor	мотор
motor	моторно
celkom	вкупно
celkom	вкупен
celkom	тотал
celkom	вкупна
názvy	титули
názvy	наслови
názvy	имиња
krajín	земји
krajín	држави
james	џејмс
james	џемс
vedie	води
založené	основана
založené	основани
založené	основано
založené	основан
založené	засновано
založené	базирано
európskej	европски
európskej	европско
európskej	европска
pohár	стакло
pohár	чашка
pohár	куп
pohár	шолја
pohár	пехар
jednotlivých	поединец
jednotlivých	индивидуален
jednotlivých	индивидуална
jednotlivých	индивидуа
jednotlivých	индивидуални
manželka	сопруга
manželka	жена
mohli	може
nobelovej	нобеловата
nobelovej	нобел
music	музика
divadlo	театар
divadlo	театар
malý	малечко
malý	мала
malý	мал
malý	мали
malý	мало
malý	мала
malý	мал
malý	литл
malý	мали
malý	малку
malý	мало
seba	себе
seba	себеси
seba	самиот
seba	себе
seba	себеси
seba	самиот
vplyv	влијанието
vplyv	влијание
vplyv	влијание
vplyv	ефект
štefan	стивен
štefan	stefan
štefan	стефан
štefan	штефан
štefan	степан
mimo	надвор
michael	михаел
michael	мајкл
michael	михаил
michael	michael
existuje	постои
celkovo	вкупно
celkovo	вкупен
celkovo	тотал
celkovo	вкупна
celkovo	севкупно
celkovo	општо
zákon	закон
vodné	вода
vodné	воден
nástroje	инструменти
nástroje	алатки
nástroje	алати
nástroje	алат
hmotnosť	масовен
hmotnosť	масовно
hmotnosť	маса
hmotnosť	масовни
hmotnosť	миса
hmotnosť	тежина
vpravo	десно
vpravo	надесно
vpravo	право
stanica	станица
bývalý	поранешно
bývalý	поранешни
bývalý	поранешен
bývalý	поранешна
bývalý	бивши
garonne	гарона
tvar	облик
tvar	форма
jednotka	одред
jednotka	единица
založená	основана
založená	основани
založená	основано
založená	основан
založená	засновано
založená	базирано
pedagóg	педагог
taliansky	италијанска
taliansky	италијански
taliansky	италијанецот
taliansky	италијанец
pohľad	поглед
records	рекорди
records	евиденција
records	записи
alexander	александар
alexander	александер
ruský	руска
ruský	руски
ruský	руско
vzhľadom	разгледува
vzhľadom	размислува
vzhľadom	дадена
vzhľadom	дадени
vzhľadom	дадено
vzhľadom	даден
teraz	сега
všetko	сè
všetko	се
všetko	све
všetko	сѐ
všetko	сите
homo	хомо
iný	различен
iný	различно
iný	поинакво
iný	различна
iný	поинаку
iný	поинаков
iný	macedonian
iný	други
iný	друг
iný	друга
iný	друѓи
iný	други
povrchu	површина
povrchu	површината
veku	возраст
veku	старост
britský	британски
britský	британска
britský	британскиот
služby	сервиси
služby	услуги
služby	служби
služby	услуги
služby	служба
služby	сервис
služby	услуга
márie	мари
márie	мери
zem	земја
zem	земјата
zem	земјо
kostola	црква
vrátil	вратен
vrátil	вратени
loď	брод
loď	брод
loď	чамец
tréner	тренер
tréner	тренер
