den	az
art	művészet
art	art
art	faj
art	állatfaj
art	fajok
riket	birodalom
wales	wales
david	david
david	dávid
com	com
sidan	oldalt
sidan	oldal
sidan	oldalra
sidan	oldalam
sidan	side
resultat	előadás
resultat	teljesítmény
resultat	eredmény
resultat	eredmények
resultat	eredményei
resultat	eredmény
gav	adta
gav	adott
når	eléri
ibland	néha
ibland	időnként
ibland	alkalmanként
ibland	esetenként
dessutom	ezenfelül
dessutom	továbbá
enda	egyedülálló
enda	single
enda	egyetlen
enda	szingli
kända	ismeretes
kända	ismertek
kända	ismert
kända	híres
kända	híresség
universitet	egyetemek
universitet	university
universitet	egyetem
rgb	rgb
libanon	libanon
libanon	libanoni
paris	párizs
paris	párizsi
paris	párizsban
kamerun	kamerun
border	határ
border	határon
border	határokon
trots	ellenére
musik	zene
maria	mary
maria	mária
maria	mária
maria	maria
tillbaka	vissza
kung	kinga
form	alakja
form	forma
form	formát
form	alakzat
form	űrlap
form	forma
form	formájában
form	nyomtatvány
der	der
fått	kapott
fått	fogadott
fått	beérkezett
historia	sztori
historia	történet
historia	story
historia	története
historia	mese
historia	történelme
historia	előzmények
historia	történelem
nova	nova
dal	dal
dal	völgyet
dal	völgy
dal	völgyben
dal	valley
låten	dal
låten	dalt
låten	song
fiji	fidzsi
tjeckien	csehország
tjeckien	cseh
james	james
james	jakab
albumet	album
samtidigt	egyszerre
samtidigt	egyidejűleg
kring	körül
kring	körbe
män	hímek
män	férfi
män	férfiak
män	emberek
lång	magas
lång	hosszú
alger	algír
alger	alga
alger	hínár
gift	méreg
gift	házas
gift	házasok
gift	méreg
album	album
album	albumok
ner	lefelé
ner	le
innehåller	tartalmazza
innehåller	tartalmaz
innehåller	tartalmaznak
disk	korong
disk	lemez
disk	lemezt
räknas	számít
little	kis
little	kicsi
little	kevés
wilhelm	wilhelm
gånger	idők
gånger	időpontok
gånger	times
brook	brook
övriga	egyéb
övriga	más
övriga	másoknak
övriga	egyéb
övriga	mások
övriga	egyebek
professor	professzor
las	las
division	hadosztály
division	körzet
division	részleg
division	divízió
martin	márton
martin	martin
urval	kiválasztási
urval	válogatás
urval	kiválasztás
urval	kijelölés
urval	mintavétel
urval	minta
city	city
city	városi
city	város
totalt	teljes
totalt	összesen
totalt	átfogó
totalt	összességében
alexander	sándor
alexander	alexander
arena	aréna
period	időszak
period	időtartam
period	periódus
utc	utc
grönland	grönlandi
grönland	grönland
dag	dag
dag	nap
dag	napon
dag	nappal
dag	napot
låg	alacsonyan
låg	alacsony
året	évjárat
året	éve
året	évi
året	év
timur	timur
europa	európa
europa	europe
europa	európában
europa	europa
kalifornien	kaliforniai
kalifornien	california
kalifornien	kalifornia
kalifornien	kaliforniában
aldrig	sosem
aldrig	soha
gruppen	csoport
gruppen	csoportban
miljoner	millió
miljoner	milliók
miljoner	millió
henry	henrik
henry	henry
växter	üzemek
växter	növények
växter	növény
växter	üzem
växter	növény
står	áll
står	állva
står	áll
seed	vetőmag
seed	mag
sex	hat
sex	szex
sex	sex
spelar	játszik
spelar	játszik
spelar	játszom
peak	csúcs
ser	tűnik
ser	ser
ledamot	tag
orkidéer	orchideák
orkidéer	orchidea
särskilt	különösen
särskilt	különösen
särskilt	főleg
friedrich	friedrich
liv	élet
liv	életem
liv	life
liv	liv
queensland	queensland
bildades	kialakult
bildades	alakított
bildades	alakult
kvar	bal
kvar	balra
medlemmar	tagjai
medlemmar	tagok
medlemmar	tagoknak
medlemmar	képviselők
sida	oldalt
sida	oldal
längre	magasabbak
längre	magasabb
längre	hosszabb
längre	többé
område	terület
område	környék
gustaf	gustaf
gustaf	garfield
anders	anders
fortfarande	még
min	enyém
min	min
airport	reptér
airport	repülőtér
befolkningen	populáció
befolkningen	népesség
befolkningen	lakosság
översättning	fordítás
louis	louis
louis	lajos
ordförande	elnök
ordförande	elnök
http	http
joseph	joseph
joseph	józsef
kanske	talán
kanske	talán
numera	napjainkban
numera	manapság
smith	kovács
smith	smith
världen	világ
världen	world
världen	vilag
användare	felhasználó
användare	felhasználói
användare	felhasználói
användare	felhasználók
varierad	sokszínű
varierad	változatos
tar	szed
tar	veszi
honduras	honduras
bolivia	bolívia
länder	országokban
länder	országok
ytterligare	tovább
ytterligare	további
ytterligare	kiegészítő
ytterligare	további
guld	arany
kuba	kubában
kuba	kuba
center	középre
center	központ
center	center
dotter	lányom
dotter	lánya
god	jó
luanda	luanda
grupp	csoport
grupp	csoportban
väl	hát
bandet	heveder
lars	lars
rätt	jobbra
rätt	helyes
rätt	korrekt
roll	szerepet
roll	szerep
roll	szerepe
svampar	gombát
svampar	gomba
svampar	gombák
svampar	szivacs
svampar	gomba
svampar	gombás
svampar	gombák
svampar	gomba
ryska	orosz
ryska	oroszul
ryska	oroszország
wien	bécs
wien	bécsi
via	via
laguna	laguna
italien	olaszország
syrien	szíriában
syrien	szíria
matcher	gyufa
matcher	egyezés
matcher	egyezik
matcher	játék
matcher	játékok
arter	faj
arter	állatfaj
arter	fajok
hjälp	segíteni
hjälp	segítség
kriget	háború
klassen	óra
klassen	osztály
gustav	gustav
gustav	garfield
university	university
university	egyetem
van	furgon
anna	anna
anna	annának
fredrik	frederick
fredrik	fredrik
fler	több
fler	more
fler	további
fler	tobb
kort	kártyák
kort	lapok
kort	kártya
kort	rövid
kort	alacsony
kort	röviden
kort	rövid
kort	kártya
ungern	hungary
ungern	magyarország
gitarr	gitár
serie	sorozat
serie	soros
serie	sorozat
gjort	kész
ledde	vezetett
ledde	led
red	lovagolt
guinea	guinea
guinea	guineai
ecuador	ecuador
michael	michael
michael	mihály
ovan	fölötte
ovan	felett
ovan	fölött
ovan	fent
ovan	fenti
ovan	felette
rapport	jelentést
rapport	jelentés
rapport	beszámoló
lika	egyenlően
lika	egyformán
lika	egyenlők
lika	egyenlőek
lika	egyenlő
kallad	hívott
tycker	gondolkodik
brittisk	britek
brittisk	angol
brittisk	brit
använda	használatával
använda	használata
använda	felhasználva
använda	használat
använda	használata
använda	felhasználás
använda	használni
använda	használt
använda	felhasznált
fransk	francia
fransk	franciák
ungefär	kb
ungefär	nagyjából
ungefär	körülbelül
ungefär	durván
ungefär	nagyjából
ungefär	megközelítőleg
ungefär	hozzávetőleg
ungefär	körülbelül
tal	tal
tal	beszéde
tal	beszéd
tal	szám
tal	száma
tal	számok
shan	shan
gäller	vonatkozik
iii	iii
sarajevo	szarajevó
människor	emberek
människor	emberek
slutade	leállt
slutade	megállt
world	világ
world	world
world	vilag
august	augusztusban
august	august
august	augusztus
zeeland	zéland
zeeland	zeeland
visar	kijelzők
visar	műsorok
visar	mutatja
head	fejet
head	fej
head	fejét
flyttade	elköltözött
flyttade	költözött
nästan	majdnem
nästan	majdnem
egna	saját
ursprungligen	kezdetben
ursprungligen	eleinte
ursprungligen	eredetileg
nytt	újdonság
nytt	új
sheng	sheng
brittiska	britek
brittiska	angol
brittiska	brit
etiopien	etiópia
grande	grande
grottor	barlangok
grottor	barlangok
christian	keresztény
christian	christian
christian	keresztények
just	pontosan
labrador	labrador
newfoundland	newfoundland
klubben	klub
klubben	club
yta	felszín
yta	felület
yta	felszíni
yta	terület
yta	környék
livskraftig	életképes
aires	aires
vatten	víz
vatten	vizet
vatten	vizei
vatten	vizek
vatten	waters
spelare	lejátszó
spelare	játékos
spelare	játékosok
spelare	szereplők
buenos	buenos
andersson	andersson
igen	újra
start	start
start	kezdés
start	kezdeni
start	startup
oftast	általában
oftast	rendszerint
oftast	leginkább
oftast	főleg
oftast	főként
oftast	többnyire
true	igaz
true	igazi
richard	richárd
richard	richard
reservoar	víztározó
berlin	berlin
berlin	berlinben
berlin	berlini
byte	byte
studerade	tanult
studerade	tanultam
medlem	tag
ännu	mégis
jan	jan
liten	kis
liten	kicsik
liten	kicsi
liten	kis
liten	kicsi
liten	kevés
liten	kicsi
liten	pici
liten	apró
guatemala	guatemala
version	verzió
version	változat
manitoba	manitoba
information	információ
information	tájékoztatás
information	információk
guyana	guyana
stränder	shores
stränder	tengerpart
stränder	strandok
love	szeretettel
love	love
love	szeretet
love	szerelem
national	nemzeti
national	országos
national	national
sur	savanyú
sur	sur
använder	használatával
använder	használata
använder	felhasználva
typ	típus
typ	típusa
spelades	játszott
spelades	játszottam
arbete	munkahelyi
arbete	munka
bättre	jobb
bättre	jobban
problem	gond
problem	probléma
problem	baj
problem	gondok
problem	probléma
problem	problémák
problem	problémákat
problem	problémákkal
problem	gond
problem	baj
problem	problémák
problem	kérdések
grand	grand
são	são
irland	írország
säga	mondd
alltså	ezért
edward	edward
grundades	alapították
grundades	alapított
grundades	alapította
grundades	megalapozott
varmt	forró
varmt	hot
varmt	meleg
varmt	dögös
varmt	meleg
varmt	melegen
laget	csapat
laget	team
botten	alul
botten	alja
botten	alsó
botten	fenék
lilla	kis
lilla	kicsi
lilla	kevés
lilla	lilla
dog	meghalt
year	évjárat
year	éve
year	évi
year	év
bror	testvér
washington	washingtonban
washington	washington
hög	high
hög	magas
hög	magasan
vuxna	felnőtt
vuxna	felnőtteknek
vuxna	felnőttek
vuxna	felnőtt
vuxna	nagykorú
stod	állt
stod	álltam
internationella	international
internationella	nemzetközi
daniel	dániel
daniel	daniel
mark	mark
arbetade	bevált
arbetade	dolgozott
arbetade	működött
marie	marie
marie	mária
japan	japán
förutom	kivéve
förutom	amellett
förutom	azonkívül
förutom	emellett
ville	ville
dagar	napok
dagar	napokban
dagar	napokat
dagar	napokon
församlingen	gyülekezet
församlingen	közgyűlés
församlingen	gyűlés
församlingen	szerelvény
direkt	közvetlen
direkt	direct
direkt	közvetlenül
direkt	egyenes
direkt	közvetlenül
records	feljegyzések
records	records
records	nyilvántartások
records	nyilvántartás
stift	pin
stift	egyházmegye
lund	lund
politiska	politikai
politiska	politika
bezirk	bezirk
haft	volt
mitten	középre
mitten	közép
mitten	középső
mitten	középre
mitten	központ
mitten	center
georg	george
georg	györgy
georg	georg
alltid	mindig
otto	otto
united	united
united	egyesült
