категория	категорія
индекс	покажчик
индекс	індекс
улица	стріт
улица	вулиця
население	населення
население	населення
работы	роботи
работы	робота
работы	працюю
работы	працюють
работы	роботу
работы	робочий
имена	назви
имена	імена
вместе	разом
упоминание	згадую
упоминание	згадай
здесь	тут
истории	історії
истории	публікації
истории	розповіді
истории	журнал
истории	історія
истории	історії
которая	какой
которая	який
которая	які
которая	яке
которая	яка
александр	александр
александр	олександр
александр	александер
армии	армії
армии	армій
армии	армії
армии	армія
армии	військо
армии	армійський
деление	ділення
деление	дивізіон
деление	поділ
деление	поділ
хотя	хоча
хотя	хоча
хотя	щоправда
кроме	окрім
кроме	крім
игроки	гравців
игроки	гравці
другие	інший
другие	інша
другие	інші
другие	інше
другие	інших
другие	інших
другие	інші
другие	іншими
получил	got
история	публікації
история	історія
история	сюжет
история	розповідь
история	публікація
история	журнал
история	історія
история	історії
себя	себе
себя	собі
себя	собою
себя	виступили
себя	себе
себя	власноруч
себя	собі
себя	собою
совета	рада
совета	ради
фильм	фільм
фильм	кіно
фильм	фільм
фильм	плівка
рождения	народження
пункты	елементів
пункты	пункти
пункты	елементи
пункты	абзаци
времени	тайм
времени	час
либо	або
участник	член
участник	учасник
участник	учасника
участник	члена
участник	учасник
страница	сторінку
страница	сторінка
страница	сторінки
страница	пейдж
участие	участь
участие	участі
участие	участь
википедии	вікіпедія
три	три
три	втрьох
три	трійка
человека	людина
человека	людський
автор	автор
автор	автора
автор	автором
республики	республіка
внутреннее	внутрішнє
внутреннее	внутрішній
внутреннее	внутрішня
внутреннее	внутрішні
внутреннее	внутрішнє
внутреннее	внутрішній
внутреннее	площина
эти	ці
статей	статті
статей	статтями
статей	статей
случае	регістр
случае	справа
случае	випадок
случае	випадку
центр	центр
центр	центр
округ	графство
округ	повіт
округ	жупанія
округ	округ
округ	улус
округ	округ
округ	нохія
округ	район
жизни	життя
жизни	лайф
жизни	життів
жизни	живе
генерал	загальні
генерал	генерал
генерал	загальний
генерал	загальне
родился	народження
родился	народився
родился	борн
родился	народилась
родился	народилася
союза	union
союза	союз
союза	юніон
кто	хто
кто	who
связи	лінки
связи	посилання
связи	посиланнями
связи	посилань
связи	комунікацій
день	день
день	дню
день	дня
именно	саме
период	строк
период	період
община	громада
община	спільнота
община	спільноти
индексы	індекси
индексы	індекси
округа	райони
франции	франції
франции	франція
франции	францію
группа	група
группа	групова
группа	груповий
группа	групу
группа	спільнота
имя	назва
игры	ігор
игры	games
игры	ігри
цифровой	цифрове
цифровой	digital
цифровой	цифрова
цифровой	цифровий
поэтому	отже
поэтому	тому
санкт	sankt
санкт	санкт
идентификатор	ідентифікатор
ширина	ширина
ширина	ширину
ширина	товщина
ширина	ширину
просто	просто
просто	щойно
регион	ділянку
регион	регіон
тогда	потім
тогда	тоді
конце	завершити
конце	кінець
конце	закінчити
конце	закінчиться
конце	закінчення
отечественной	патріотичний
отечественной	патріотична
вот	тут
работал	спрацювало
работал	працював
работал	працювали
работал	працювала
церкви	церкви
церкви	церквах
церкви	храми
церкви	церков
церкви	церква
церкви	костел
клуб	club
клуб	клуб
наук	наук
ввп	ввп
больше	більше
федерации	федерація
наиболее	найцікавіше
наиболее	більшість
изображения	зображення
изображения	зображень
изображения	зображення
советский	радянський
советский	радянська
советский	радянські
степени	градуси
степени	градусів
степени	градус
степени	ступінь
северо	northwestern
изображение	зображення
награды	чеснот
награды	чесноти
награды	вшановує
награды	винагороди
награды	нагороди
ранее	раніше
ранее	раніше
википедия	вікіпедія
перед	перед
перед	before
германии	німецька
германии	німець
германии	герман
германии	німецькою
германии	німецький
германии	німеччини
германии	німеччині
германии	німеччина
германии	німеччину
владимир	владімір
владимир	володимир
владимир	владимир
владимир	владімір
москва	московська
москва	moscow
москва	москва
системы	систем
системы	systems
стала	став
стала	стали
стала	стало
стороны	боки
стороны	сторони
стороны	сторін
стороны	вечірок
стороны	вечірки
стороны	партій
совет	рада
совет	ради
академии	академія
академии	академії
две	два
две	дві
две	двоє
две	двох
две	двійка
николай	ніколай
николай	микола
николай	микола
николай	миколай
николай	ніколас
николай	миколая
николай	микола
некоторые	дехто
некоторые	деякі
некоторые	якесь
некоторые	якийсь
некоторые	трохи
менее	менше
роль	ролі
роль	роль
дом	дім
дом	домівка
дом	домашній
дом	додому
дом	дом
дом	хати
дом	будинок
значимость	значущість
значимость	відповідність
высоты	висоти
русский	російська
русский	російською
русский	російську
член	член
член	учасник
член	учасника
член	члена
член	пеніс
член	дік
член	член
орден	замовити
орден	ордер
орден	наказ
орден	порядок
сам	себе
сам	собі
сам	собою
сам	виступили
сын	сина
сын	сину
сын	син
пока	поки
пока	бувай
общины	громад
общины	муніципалітетів
общины	громада
общины	спільнота
общины	спільноти
число	число
число	кількість
число	номер
число	номера
эта	цей
эта	ця
нужно	need
нужно	треба
нужно	потрібно
нужно	потреби
нужно	потреба
большой	великі
большой	великих
большой	великі
большой	велике
большой	велика
большой	великий
большой	біг
количество	число
количество	кількість
количество	номер
количество	номера
количество	кількість
являются	надаються
институт	інститут
институт	institut
институт	інститут
институт	установа
институт	інститут
институт	установи
компании	компанія
компании	компанії
компании	компаній
компании	компаніями
церковь	церква
церковь	костел
советского	радянський
советского	радянська
советского	радянські
проект	project
проект	проект
проект	чернетку
проект	чернетка
проект	чернетки
много	багато
много	багато
много	багатьох
много	багато
много	сильно
сельский	сільське
сельский	сільська
вопрос	випуск
вопрос	видання
вопрос	запитання
вопрос	питання
новый	нові
новый	нове
новый	нова
новый	новий
новый	створити
образование	освіта
образование	освіти
образование	education
тоже	теж
тоже	надто
тоже	занадто
момент	момент
момент	мить
момент	момент
фильмы	films
фильмы	фільми
фильмы	фільмів
фильмы	знімали
фильмы	фільми
фильмы	кіно
часто	часто
часто	часто
часто	часті
почти	майже
партии	вечірок
партии	вечірки
партии	партій
глава	розділ
глава	глава
глава	главу
настоящее	сьогодення
настоящее	подарунок
настоящее	теперішній
настоящее	присутні
настоящее	присутня
стали	сталь
европы	європу
европы	європа
европы	європі
организации	організація
организации	установа
организации	організації
организации	організацій
сейчас	тепер
сейчас	зараз
империи	empires
империи	імперія
река	річка
река	ріка
участников	учасників
участников	учасники
участников	учасникам
альбом	альбому
альбом	альбом
одна	наодинці
одна	поодинці
одна	сама
одна	самі
одна	одна
одна	one
одна	одне
одна	один
станции	станція
станции	станції
станции	вокзал
станции	станції
людей	народ
людей	людей
людей	люди
возможно	maybe
возможно	можливо
возможно	можливе
возможно	можливо
возможно	можлива
возможно	ймовірно
возможно	орієнтовно
сергей	сергій
сергей	сергій
окончил	змістовні
окончил	здобули
иван	іван
иван	іванко
пояс	пояс
команды	команд
команды	команди
команды	команди
такие	такі
шаблон	взірець
шаблон	взірцем
шаблон	візерунок
шаблон	шаблон
шаблон	шаблон
шаблон	template
ссылки	посилання
ссылки	лінки
ссылки	посилання
ссылки	посиланнями
ссылки	посилань
многие	багато
многие	багатьох
жизнь	життя
жизнь	лайф
серии	серія
серии	серії
серии	ряд
серии	ряди
участники	учасників
участники	учасники
участники	учасникам
участники	приїзд
участники	учасники
участники	члени
начал	почалося
начал	почалось
начал	почали
начал	розпочато
начал	почався
начал	почато
культуры	культур
часовой	sentry
часовой	водоспади
проекта	project
проекта	проект
команда	екіпаж
команда	відділення
команда	загін
команда	наказую
команда	командний
команда	команда
команда	команда
достаточно	достатньо
достаточно	досить
краткое	коротко
краткое	лаконічні
позже	згодом
позже	пізніше
позже	потому
другой	інший
другой	інша
другой	інші
другой	інше
другой	інших
другой	інший
другой	інша
источники	джерела
источники	джерел
данные	дані
данные	data
война	війна
школы	школах
школы	шкіл
школы	школа
школы	училище
герой	герой
иванович	іванович
михаил	михайло
михаил	михайло
михаил	майкл
михаил	michael
михаил	михаїл
михаил	mihail
текст	текстовий
текст	текст
первая	перше
первая	перша
первая	перший
песни	пісень
песни	пісні
песни	songs
которое	какой
которое	який
которое	які
которое	яке
которое	яка
женщин	жінок
женщин	жінки
участником	учасник
книги	книжки
книги	книг
книги	книги
полностью	повноцінного
полностью	повністю
полностью	цілком
полностью	повністю
полностью	повністю
жителей	мешканці
жителей	мешканців
честь	честь
честь	пошани
честь	заслужений
честь	заслужений
честь	поважно
честь	честь
честь	шанувати
честь	вшанування
звание	звання
звание	вартості
решение	рішенням
решение	рішення
решение	розчин
решение	вирішення
чемпионат	чемпіонський
чемпионат	чемпіонат
деятельность	заняття
деятельность	діяльності
деятельность	діяльність
деятельность	активність
деятельность	дії
деятельность	діяльності
деятельность	дія
деятельность	діяльність
еще	більше
данных	дані
данных	data
назначен	призначена
назначен	оргкомітет
назначен	призначені
назначен	призначив
плотность	щільність
плотность	щільності
берегу	берега
берегу	берег
итог	єдесталу
россия	росії
россия	росію
россия	росія
ничего	nothing
ничего	ніщо
ничего	небуття
ничего	нічого
села	села
села	сб
села	сидячи
села	сіли
села	сидів
села	sat
названия	заголовки
названия	назви
названия	імена
сан	сан
должен	повинен
должен	слід
должен	повинно
должен	should
должен	мусить
должен	має
должен	повинен
права	права
король	кінг
король	король
король	цар
края	край
края	краї
края	ребро
края	край
края	ребра
края	edge
обычно	зазвичай
обычно	зазвичай
обычно	зазвичай
умер	помер
умер	померла
умер	помер
умер	померла
умер	мертвий
умер	dead
власти	влади
службы	послуги
службы	служби
службы	служби
службы	service
службы	служба
службы	послуга
службы	сервіс
система	система
система	системи
система	системний
система	системне
система	системна
университет	університет
должны	повинен
должны	слід
должны	повинно
должны	should
должны	мусить
должны	має
должны	повинен
слова	слів
слова	слова
флаг	прапором
флаг	прапорець
флаг	прапор
флаг	прапора
версии	версія
версии	версії
версии	версій
различных	different
различных	інше
различных	різні
различных	різних
различных	відмінні
различных	особливі
различных	різноманітні
различных	різні
вновь	знов
вновь	знову
отец	тато
отец	батька
отец	батько
отец	батьку
отец	отець
общества	суспільство
общества	товариства
общества	товариство
общества	товариств
обсуждение	дискусії
обсуждение	дискусія
обсуждение	обговорення
рода	рода
многих	багато
многих	багатьох
войска	поповнення
войска	війська
детей	діти
детей	дітьми
детей	дітей
источник	джерело
источник	джерела
вскоре	soon
вскоре	скоро
члены	учасники
члены	члени
должность	розташування
должность	позиція
должность	положення
должность	позиції
обсуждения	дискусії
обсуждения	обговорення
обсуждения	дискусії
обсуждения	дискусія
обсуждения	обговорення
действия	бойовики
действия	дії
действия	дія
действия	дії
действия	активність
действия	дії
действия	діяльності
действия	дія
действия	діяльність
дивизии	поділ
участника	учасник
музей	museum
музей	музей
ряд	рядок
душу	душу
душу	душа
душу	soul
душу	душею
дома	дім
дома	домівка
дома	домашній
дома	додому
дома	земляк
дома	домівки
дома	будинки
дома	будинків
дома	будинках
дома	доми
дома	будинки
дома	будинків
дома	домів
некоторых	дехто
некоторых	деякі
некоторых	якесь
некоторых	якийсь
некоторых	трохи
почему	чому
почему	нащо
почему	навіщо
школа	школа
школа	училище
выше	вищими
выше	вища
выше	вищий
выше	вище
выше	вищу
выше	вищий
выше	вище
выше	вищі
выше	вища
чел	cel
чел	людина
чел	чоловік
чел	мужчина
чел	man
медаль	медаль
земли	земель
земли	земля
режиссёр	режисер
режиссёр	директор
правила	правила
правила	статут
правила	постанов
полка	полиці
полка	полк
линии	лінія
линии	рядок
линии	рядка
линии	пряма
линии	лінії
линии	рядками
линии	рядків
линии	лініями
линии	рядки
места	розташування
места	адреси
места	місця
места	адрес
места	місць
места	місця
места	місцини
места	місця
места	сидіння
существует	існує
категории	категорія
категории	категорії
ссылка	посиланням
ссылка	посилання
ссылка	link
ссылка	лінк
ссылка	довідник
ссылка	посилання
ссылка	зразковий
компания	компанія
используется	використовується
используется	використана
используется	використані
используется	використано
тысяч	тисяча
начало	запустити
начало	розпочати
начало	старт
начало	запускати
начало	початок
начало	почати
начало	початок
начало	починаючи
начало	починається
начало	початок
начало	починаються
начало	запуск
начало	початки
италии	італії
италии	італія
италии	італію
италии	італійською
италии	італійський
италии	італієць
италии	італійська
италии	італійської
положение	ситуацію
положение	ситуація
положение	становище
положение	ситуації
положение	розташування
положение	позиція
положение	положення
положение	позиції
мужчин	самці
мужчин	чоловіки
северной	північна
северной	норт
северной	північний
северной	північ
северной	північна
северной	північний
северной	північне
острова	острови
острова	острів
дело	регістр
дело	справа
дело	випадок
дело	випадку
полк	полк
полк	полк
теперь	тепер
теперь	зараз
станция	станція
станция	станції
станция	вокзал
профессор	професор
особенно	особливо
особенно	особливо
американский	американський
американский	американець
американский	американські
американский	американська
американский	американської
право	закон
право	право
впоследствии	послідовно
великобритании	британці
великобритании	британська
великобритании	британські
великобритании	british
великобритании	англієць
чемпион	шам
чемпион	чемпіон
лучше	краща
лучше	better
лучше	краще
лучше	кращі
шаблоны	шаблони
шаблоны	шаблони
шаблоны	візерунки
оно	оно
правило	правило
андрей	андрей
андрей	андрій
андрей	кириченко
андрей	андрій
андрей	андрей
андрей	ендрю
роли	ролі
роли	роль
роли	raleigh
роли	ролі
сезон	season
сезон	сезон
сезон	сезону
люди	людини
люди	люди
люди	народ
люди	людей
люди	люди
управление	контроль
управление	контрольна
управление	керування
управление	керування
управление	управління
управление	менеджмент
управление	керівництво
управление	керування
управление	управління
сделать	make
сделать	зробити
длина	тривалість
длина	довжина
длина	довжини
хорошо	хороші
хорошо	гарні
хорошо	добрий
хорошо	добре
хорошо	ясно
хорошо	ок
хорошо	гаразд
хорошо	добре
иногда	інколи
иногда	деколи
иногда	іноді
вместо	натомість
вместо	замість
тип	типу
тип	тип
кладбище	кладовище
кладбище	цвинтар
кладбище	кладовище
кладбище	цвинтар
средняя	середня
средняя	посередині
средняя	середньої
средняя	середина
средняя	середній
средняя	середній
средняя	середнє
средняя	середня
средняя	середнього
средняя	середній
средняя	носій
средняя	середня
средняя	середні
театр	театрі
театр	театр
театр	театр
художник	маляр
художник	вазописець
художник	художник
художник	художниця
художник	митець
художник	виконавець
художник	художник
российская	російська
российская	російською
российская	російську
одно	одна
одно	one
одно	одне
одно	один
алексей	alexey
алексей	олексій
алексей	олексій
алексей	олексій
алексей	алексей
алексей	алексіс
алексей	алена
коммуны	муніципалітетів
возможность	нагода
возможность	можливість
возможность	можливість
возможность	притягнути
какой	що
какой	яка
какой	чим
создания	створення
создания	витвір
премия	високоякісний
премия	преміум
премия	premium
премия	премія
премия	нагорода
выпускники	випускники
сср	рср
новые	нові
новые	нове
новые	нова
новые	новий
новые	створити
основные	головний
основные	основне
основные	головна
основные	головні
основные	головне
основные	базові
основные	базове
основные	основні
основные	базовий
основные	основний
всегда	завжди
известные	відома
известные	відоме
известные	відомі
южной	південна
южной	південний
южной	південна
южной	південь
южной	південний
метров	метрах
метров	метрів
метров	метри
метров	метрів
метров	метри
практически	майже
практически	практично
практически	практично
корпуса	корпус
президент	президент
президент	президенти
четыре	четвірка
четыре	чотирьох
четыре	чотири
стоит	варта
стоит	варто
стоит	варте
стоит	варті
информация	info
информация	інформації
информация	інформація
информация	відомості
информация	інформація
большая	великі
большая	великих
большая	великі
большая	велике
большая	велика
большая	великий
большая	біг
большинство	найцікавіше
большинство	більшість
большинство	більшість
большинство	більшістю
кино	фільм
кино	кіно
кино	знімали
кино	фільми
кино	кіно
кино	фільм
кино	плівка
кино	кінематограф
кино	cinema
кино	кіно
номер	число
номер	кількість
номер	номер
номер	номера
деревни	селах
деревни	села
деревни	сіл
силы	примусово
силы	примусити
силы	сила
силы	force
силы	сил
силы	сили
силы	військах
внимание	увага
внимание	фокус
внимание	фокусування
внимание	focus
государства	стани
государства	штати
примерно	приблизно
александра	олександра
александра	александра
писатель	письменник
писатель	writer
писатель	письменник
движения	рухи
движения	рухів
движения	навантаження
движения	пробки
движения	трафік
движения	рух
роман	роман
дней	днів
дней	дні
новых	нові
новых	нове
новых	нова
новых	новий
новых	створити
клубы	клуби
клубы	жир
клубы	клубів
джон	джон
джон	іоанн
джон	іван
джон	йон
джон	джон
граф	кількість
граф	рахувати
граф	відлік
граф	граф
граф	графіка
граф	графік
процент	відсотки
процент	відсоток
провинции	провінції
новая	нові
новая	нове
новая	нова
новая	новий
новая	створити
известен	відома
известен	відоме
известен	відомі
мини	mini
мини	міні
памятник	монумент
сил	сил
сил	сили
сил	військах
каждый	всім
каждый	усіх
каждый	усі
каждый	усім
каждый	всіх
каждый	кожен
каждый	кожні
каждый	кожну
каждый	кожного
каждый	кожному
каждый	кожен
каждый	кожна
потом	потім
потом	тоді
герб	герб
герб	трава
герб	емблема
счёт	рахунок
счёт	рахунок
счёт	результат
счёт	оцінка
книга	книжка
книга	книжечки
книга	книга
книга	книги
отношения	взаємини
отношения	відносини
отношения	стосунки
отношения	взаємовідношення
доктор	лікар
доктор	лікаря
доктор	доктор
доктор	лікарю
использовать	використати
использовать	використовувати
использовать	користування
использовать	використання
стран	країн
стран	країни
происходит	відбувається
происходит	відбувалися
заголовок	напис
заголовок	підпис
заголовок	шапка
заголовок	заголовок
заголовок	шапки
заголовок	назва
заголовок	заголовок
заголовок	титул
лучший	кращий
лучший	найкраща
лучший	найкращий
лучший	найкраще
лучший	найкращі
восточной	східних
восточной	східна
восточной	східної
восточной	східні
видов	виді
видов	вид
видов	види
удалось	переживали
удалось	худоби
удалось	вдалося
удалось	зуміли
удалось	керується
удалось	успішне
западной	західний
западной	західні
западной	західна
всем	everybody
всем	усі
всем	усі
всем	всі
всем	все
всем	всіх
всем	всім
всем	усіх
всем	усі
всем	усім
всем	всіх
здание	будівля
здание	будівництво
здание	будуємо
здание	будівельні
здание	будівлі
слово	словом
слово	слово
дочь	донька
дочь	дочка
фон	тло
фон	тло
фон	тла
последний	останній
последний	остання
последний	останнє
представляет	представляє
правил	правила
точки	крапок
точки	крапки
точки	точки
точки	очки
точки	пункти
точки	очок
точки	балів
мария	мері
мария	марічка
мария	маріє
мария	марія
коммуна	комуни
партия	вечірка
партия	партії
партия	вечірки
партия	партія
партия	party
партия	пакетного
страницы	сторінки
страницы	сторінок
страницы	сторінку
страницы	сторінка
страницы	сторінки
страницы	пейдж
спасибо	дякую
спасибо	дякуємо
позднее	згодом
позднее	пізніше
позднее	потому
включает	включення
включает	входить
включает	включає
актёр	актор
включая	включаючи
включая	включно
включая	зокрема
дмитрий	дмитро
дмитрий	дмитро
дмитрий	дмитрій
дмитрий	дмитро
дмитрий	dmytro
правительства	уряди
получила	got
председатель	президент
