den	the
öst	istočnim
öst	istočni
öst	istočnoj
öst	istočna
öst	istočne
region	regija
von	von
jakarta	jakarta
wat	wat
wat	vat
file	dosije
file	datoteka
file	arhiva
file	file
släkte	generacija
släkte	genera
släkte	genus
sydlig	južni
västlig	zapadu
västlig	zapadna
västlig	zapadnim
västlig	zapadne
västlig	zapadni
blir	postati
blir	postanu
blir	postale
blir	postao
blir	postaje
sydvästra	jugozapadnom
sydvästra	jugozapad
sydvästra	jugozapadne
sydvästra	jugozapadna
tillsammans	zajedno
samhällen	zajednica
samhällen	društvima
samhällen	društva
samhällen	društava
lite	lite
republiken	republika
öppet	otvoreno
öppet	otvorene
öppet	otvorena
öppet	otvoren
öppet	otvoreno
öppet	open
öppet	transparentno
delstat	država
innan	pre
innan	prije
fram	ispred
fram	front
canberra	canberra
mål	ciljevi
mål	ciljevi
mål	gol
mål	cilj
län	županija
län	okrug
län	pokrajina
län	županije
bosnien	bosna
afghanistan	afganistan
john	john
hercegovina	hercegovina
administrativ	upravna
nordöstra	sjeveroistoku
bara	samo
bara	samo
ska	ska
ontario	ontario
plats	mjesto
plats	lokacija
carl	carl
församling	parohija
församling	skupština
río	río
land	zemlja
land	land
land	kopnena
land	zemlja
dess	its
amerikansk	američki
amerikansk	amerikanac
helsingfors	helsinki
tid	vrijeme
ofta	često
ofta	često
tog	uzela
tog	uzeo
några	neki
kommer	will
kommer	će
kommer	ce
kommer	dođu
kommer	dolaze
kommer	dolazi
kommer	doći
kommer	dolazi
exempel	primjer
exempel	primjeri
någon	svakoga
någon	svako
någon	neko
någon	iko
någon	neko
någon	neko
någon	bilo
saint	sveti
saint	saint
något	donekle
något	nešto
gjorde	jeste
san	san
stor	velika
stor	velikih
stor	veliki
stor	velikih
stor	veliki
ingen	nijedan
ingen	nijedna
ingen	niko
staden	grad
staden	grad
kallt	hladno
jawa	jawa
varit	bio
får	ovca
får	ovce
naturlig	prirodno
mest	većina
mest	većinom
mest	uglavnom
webbplats	web
webbplats	sajtu
webbplats	sajt
ger	davanju
ger	davanje
ger	dajući
ger	daje
ger	daje
mosaik	mozaik
team	timovi
team	ekipe
team	tim
team	ekipa
började	počelo
började	počeo
började	započeo
började	počela
började	započela
började	počeo
började	počela
hela	cijela
hela	čitava
gör	make
gör	načiniti
honom	ga
honom	njega
gick	otišla
gick	prošao
gick	otišao
kyrka	crkva
nordvästra	sjeverozapadu
nordvästra	sjeverozapad
angola	angole
vad	što
columbia	columbia
columbia	kolumbija
tyskland	njemačka
svg	svg
distrikt	okruzi
distrikt	okruga
distrikt	okrug
fuktigt	damp
fuktigt	vlažne
fyra	četiri
eftersom	jer
mexiko	meksiko
london	london
används	korištene
används	koristi
används	korišteno
används	korišten
början	počevši
början	početak
början	počeci
vann	osvojen
vann	pobijedio
vann	pobijedila
vann	osvojena
vann	pobjedio
går	ide
hur	kako
bay	zaliv
barn	deca
barn	djeca
barn	djece
barn	djecu
barn	djeca
barn	dijete
ekonomiska	ekonomske
ekonomiska	ekonomska
ekonomiska	ekonomski
kunde	može
dem	ih
både	oboje
övrigt	ostala
övrigt	ostale
övrigt	drugim
övrigt	drugi
övrigt	razni
artikel	članak
gunung	gunung
england	engleska
hennes	njena
hennes	njen
hennes	njena
hennes	joj
argentina	argentina
mountain	planina
grund	osnova
grund	osnovu
grekland	grčka
deras	njihov
deras	njihovi
deras	njihovo
deras	njihova
deras	njihove
distriktet	okrug
dam	brana
dam	ledi
dam	dami
dam	dama
dam	lady
karl	charles
karl	karl
idag	danas
skådespelare	glumaca
skådespelare	glumci
skådespelare	glumac
personer	osobe
personer	narod
fanns	postojala
fanns	postojalo
fanns	postojao
fanns	postojale
spelade	igrala
spelade	odigrana
spelade	igrao
spelade	svirao
spelade	odigrano
spelade	odigrali
bli	postati
bli	postanu
bli	postale
bli	postao
endast	samo
öar	ostrva
danmark	danska
danmark	danmark
son	sin
österrike	austrija
river	rijeka
helt	potpuno
helt	sasvim
helt	potpuno
artiklar	članaka
artiklar	članci
därefter	naknadno
jean	jean
redan	već
cirka	circa
cirka	približno
före	pre
före	prije
william	william
william	vilim
känd	poznat
känd	poznato
känd	poznata
känd	poznate
känd	poznati
känd	poznata
känd	poznat
känd	poznate
känd	slavni
engelska	engleski
departement	odjel
departement	katedri
departement	odjeljenje
departement	departmenta
departement	ministarstva
departement	ministarstvo
antal	računaju
antal	grof
antal	broji
antal	broj
vill	želi
vill	žele
des	des
författare	autori
författare	pisac
författare	pisci
författare	pisaca
författare	piscima
författare	autor
wikipedia	wikipedia
los	los
vissa	određenim
vissa	određene
vissa	neki
cobar	cobar
cst	cst
äldre	stariji
äldre	starije
äldre	starije
äldre	starija
äldre	stariji
gamla	stare
gamla	stara
gamla	staro
gamla	stari
allt	sve
allt	all
allt	svi
allt	sve
lag	tim
lag	ekipa
lag	timovi
lag	ekipe
johan	john
johan	johan
innebär	znači
diskussion	diskusija
vidare	dalje
vidare	daljnje
medan	dok
kommuner	općina
kommuner	općine
kyrkan	crkva
punta	punta
eet	eet
iucn	iucn
kullar	brdima
kullar	brda
kullar	hills
black	crni
black	crna
asien	azija
varje	svaki
varje	svaki
varje	svaka
bild	slika
bild	imidžu
bild	imidž
bild	slika
france	francuska
politiker	politika
politiker	političari
politiker	političar
göra	make
göra	načiniti
left	lijevo
band	trake
band	bendova
band	bendovi
band	bend
band	traka
band	traka
rio	rio
rock	rok
rock	rock
söderut	jug
sista	last
sista	poslednji
sista	poslednja
sista	posljednja
sista	zadnja
sista	posljednji
sista	finale
sista	završni
sista	konačni
george	george
delar	dijeljenje
delar	dijela
delar	dijelovi
delar	delovi
delar	dijelove
delar	dionica
delar	dijeli
auto	auto
hett	hot
hett	vrelo
norrut	sjever
själv	lično
själv	sebe
själv	sobom
själv	sebi
åren	godina
höjd	visini
höjd	visina
höjd	visina
säsongen	sezona
poäng	tačaka
poäng	rezultat
poäng	rezultatom
poäng	desetine
poäng	skor
poäng	tačka
istället	umjesto
istället	umesto
arroyo	arroyo
peking	peking
peking	peking
tyska	njemački
sätt	načine
sätt	načini
sätt	načina
sätt	način
egypten	egipat
stad	grad
stad	grad
norge	norveška
loma	loma
york	jork
york	york
york	yorka
därför	stoga
makedonien	makedonija
peter	peter
peter	petar
franska	francuski
vilken	kom
vilken	koja
vilken	koju
västerut	zapadu
västerut	zapad
kallas	nazvana
kallas	zvao
kallas	nazvan
kallas	pozvala
österut	istok
omkring	oko
göteborg	göteborg
göteborg	göteborg
schweiz	švicarska
fall	slučaj
fall	slučajevi
fall	jesen
fall	pad
tiden	vrijeme
bästa	najbolji
bästa	best
style	stil
style	style
artikeln	članak
fil	dosije
fil	datoteka
fil	arhiva
fil	file
brasília	brasília
främst	uglavnom
främst	primarno
främst	prevashodno
källa	izvor
båda	oboje
kabul	kabul
bergstopp	hilltop
malmö	malmö
delas	dijele
slutet	kraj
olympiska	olimpijski
ast	ast
annan	ostala
annan	ostale
annan	drugim
annan	drugi
uppsala	uppsala
isbn	isbn
mätare	metara
mätare	metra
madrid	madrid
måste	moraju
måste	mora
antarktis	antarktik
antarktis	antarktik
erik	erik
erik	eric
paul	paul
skrev	pisala
skrev	napisao
skrev	pisao
film	film
film	film
robert	robert
serien	serija
serien	seriji
bra	dobro
bra	dobar
bra	dobre
fem	fem
fem	pet
ryssland	rusija
thomas	thomas
santiago	santiago
deltog	prisustvovala
deltog	prisustvovao
deltog	učestvovalo
deltog	učestvovali
deltog	učestvovao
deltog	učestvovala
tysk	njemački
vilka	ko
vilka	koji
vilka	kom
vilka	koja
vilka	koju
språk	jezici
språk	jezike
språk	jezik
kinesiska	kineski
lappland	lapland
nuvarande	trenutna
nuvarande	prisutan
officiell	zvanična
officiell	zvaničnik
officiell	zvanične
officiell	zvanični
officiell	službeni
källor	izvori
källor	izvora
stort	velika
stort	velikih
stort	veliki
stort	velikih
stort	veliki
sång	vokal
sång	pjevanje
sång	pjesma
amerikanska	američki
amerikanska	amerikanac
samband	veza
globalt	globalnom
globalt	globalno
globalt	globalni
globalt	globalno
kroatien	hrvatska
egen	own
egen	vlastiti
egen	sopstvenog
egen	sopstvene
egen	sopstveni
egen	posjeduju
egen	običaj
pst	pst
pdt	pdt
utanför	izvan
mestadels	većinom
mestadels	uglavnom
kvinnor	ženke
kvinnor	žene
tredje	treći
tredje	treća
tredje	treće
blivit	postati
blivit	postanu
blivit	postale
blivit	postao
charles	charles
art	art
art	umjetnost
art	vrsta
riket	rajh
riket	rajha
riket	kraljevina
wales	vels
com	com
sidan	page
sidan	stranica
sidan	strani
sidan	strana
resultat	nastup
resultat	rezultati
resultat	rezultat
gav	dala
gav	dao
gav	dali
når	dostiže
når	dostigne
ibland	ponekad
ibland	povremeno
enda	single
enda	sole
jabal	jabal
kända	poznat
kända	poznato
kända	poznata
kända	poznate
kända	poznati
kända	poznata
kända	poznat
kända	poznate
kända	slavni
universitet	univerzitetima
universitet	univerziteti
universitet	univerzitet
rgb	rgb
libanon	liban
paris	pariz
utgör	predstavlja
kamerun	kamerun
border	granica
trots	uprkos
musik	muzika
maria	merjem
maria	marija
maria	maria
tillbaka	nazad
tillbaka	back
tillbaka	vrati
kung	king
kung	kralj
barat	barat
form	oblik
form	formi
form	oblik
form	formirati
form	forma
form	formi
form	formiraju
der	der
fått	primio
fått	dobio
fått	dobila
historia	priča
historia	historija
nova	nova
dal	dal
dal	dolina
låten	pjesma
fiji	fidži
tjeckien	češki
james	james
albumet	album
samtidigt	istovremeno
kring	oko
män	mužjaci
män	muškarci
lång	visoka
lång	visok
lång	visoki
lång	dugi
lång	dug
lång	dugu
lång	long
lång	dugo
alger	alge
gift	otrova
gift	otrov
gift	udata
gift	oženjen
gift	oženio
gift	otrov
album	album
album	albuma
ner	down
ner	oboren
ner	dole
innehåller	sadrži
innehåller	sadrže
disk	diska
disk	disk
disk	disku
little	malu
little	malo
little	mali
little	mala
wilhelm	wilhelm
gånger	puta
brook	brook
övriga	ostala
övriga	ostale
övriga	drugim
övriga	drugi
övriga	ostali
övriga	drugi
professor	profesor
km²	km²
las	las
division	diviziji
division	podjela
division	divizija
martin	martin
urval	selekcija
urval	izbor
urval	uzorak
urval	uzorka
urval	uzorku
city	grad
totalt	ukupno
totalt	sveukupno
totalt	sveukupni
totalt	sveukupna
alexander	aleksandar
alexander	alexander
arena	arena
utc	utc
grönland	grenland
dag	dag
dag	dan
låg	niski
låg	nizak
låg	low
året	godina
timur	timur
europa	evropa
kalifornien	kalifornija
aldrig	nikad
gruppen	grupa
miljoner	milion
miljoner	milioni
miljoner	milione
henry	henri
henry	henry
växter	biljke
växter	biljke
står	stoji
står	stajanje
står	stoji
sex	šest
sex	spol
spelar	predstave
spelar	sviranje
spelar	igraju
spelar	playing
peak	vrhunac
peak	peak
bort	away
bort	daleko
ser	izgleda
ser	ser
ledamot	član
ledamot	članica
särskilt	posebno
särskilt	posebno
särskilt	naročito
friedrich	friedrich
liv	život
liv	liv
queensland	queensland
bildades	formirane
bildades	formirana
kvar	lijevo
medlemmar	članovi
sida	page
sida	stranica
längre	duže
gustaf	gustaf
gustaf	garfield
anders	andersa
anders	anders
fortfarande	ipak
min	rudniku
min	moje
min	rudnik
min	min
airport	aerodrom
befolkningen	populacija
översättning	prevođenje
louis	louis
ordförande	predsjednik
ordförande	predsjedavajući
http	http
joseph	joseph
kanske	možda
kanske	možda
smith	smith
världen	world
världen	svjetski
världen	svijet
användare	korisnički
användare	korisnik
användare	korisnici
användare	korisnika
tar	uzimanje
tar	uzimanja
tar	uzima
tar	uzimajući
tar	uzima
far	otac
honduras	honduras
bolivia	bolivija
länder	zemljama
länder	zemlje
ytterligare	dalje
ytterligare	daljnje
ytterligare	dodatne
ytterligare	dodatnih
guld	zlato
kuba	kuba
center	centar
dotter	ćerka
dotter	kćerka
god	dobro
god	dobar
god	dobre
luanda	luanda
grupp	grupa
väl	pa
lars	lars
rätt	pravo
rätt	desno
rätt	pravilna
roll	uloga
svampar	gljiva
svampar	gljivice
ryska	ruski
henne	njen
henne	njena
henne	joj
wien	beč
via	putem
via	preko
laguna	laguna
italien	italija
syrien	sirija
matcher	mečevi
matcher	mečevima
matcher	mečeva
matcher	mečeve
matcher	igara
matcher	igre
matcher	igrama
arter	vrsta
hjälp	pomoći
hjälp	pomogne
hjälp	pomoć
kriget	rat
kriget	ratu
klassen	predavanje
gustav	gustav
gustav	garfield
university	univerzitet
van	van
anna	ana
anna	anna
fredrik	fridrik
fredrik	frederick
fredrik	frederik
fredrik	fredrik
fler	više
kort	karte
kort	kratko
kort	kratko
kort	karta
kort	kartica
ungern	mađarska
gitarr	gitara
serie	serija
serie	seriji
serie	serijske
serie	serijski
serie	serijskog
serie	serijska
serie	serie
gjort	uradio
gjort	urađen
gjort	završeno
gjort	urađeno
ledde	vodio
ledde	vodili
ledde	predvodio
ledde	predvodi
guinea	gvineja
ecuador	ekvador
tanjung	tanjung
michael	michael
ovan	iznad
rapport	izveštaj
rapport	izvještaj
lika	jednako
lika	jednaki
lika	jednakih
lika	jednake
lika	jednaka
kallad	nazvana
kallad	zvao
kallad	nazvan
kallad	pozvala
tycker	misli
tycker	misle
brittisk	britanski
brittisk	britansko
brittisk	britanska
brittisk	britanske
brittisk	britanci
använda	koristeći
använda	koristimo
använda	upotreba
använda	iskoristi
använda	koristi
använda	koriste
använda	korištene
använda	koristi
använda	korišteno
använda	korišten
fransk	francuski
ungefär	oko
ungefär	približno
ungefär	približno
tal	tal
tal	talj
tal	govor
tal	broj
tal	brojevi
shan	šan
gäller	primjenjuje
iii	iii
sarajevo	sarajeva
sarajevo	sarajevo
sarajevo	sarajevu
människor	ljudi
människor	narod
slutade	prestala
slutade	zaustavljen
slutade	okončana
slutade	okončan
world	world
world	svjetski
world	svijet
august	august
zeeland	zeland
zeeland	zeeland
visar	pokazujući
visar	prikazivanja
visar	pokazuje
head	glava
flyttade	preselio
nästan	skoro
nästan	skoro
egna	own
egna	vlastiti
egna	sopstvenog
egna	sopstvene
egna	sopstveni
egna	posjeduju
ursprungligen	prvobitno
ursprungligen	isprva
ursprungligen	prvobitno
nytt	novi
brittiska	britanski
brittiska	britansko
brittiska	britanska
brittiska	britanske
brittiska	britanci
etiopien	etiopiji
grande	grande
vars	cije
christian	hrišćanski
christian	christian
christian	hrišćanska
christian	kršćanska
christian	hrišćanin
christian	kristijan
just	precizno
labrador	labrador
newfoundland	newfoundland
klubben	kluba
yta	površine
yta	površina
aires	aires
vatten	voda
vatten	vodama
spelare	igrač
spelare	igrači
buenos	buenos
andersson	andersson
igen	opet
igen	ponovo
start	početak
start	start
start	početka
start	startup
start	pokretanju
oftast	obično
oftast	većinom
oftast	uglavnom
true	istina
true	tačna
richard	ričard
richard	richard
reservoar	reservoir
berlin	berlin
byte	bajt
studerade	studirao
studerade	proučili
studerade	učio
studerade	proučen
studerade	proučavao
studerade	proučio
medlem	član
medlem	članica
ännu	ipak
jan	jan
liten	male
liten	mali
liten	malu
liten	malo
liten	mali
liten	mala
guatemala	gvatemala
version	verzija
manitoba	manitoba
information	informacija
guyana	gvajana
stränder	plaže
love	ljubav
national	nacionalni
national	nacionalna
sur	kisela
sur	sur
använder	koristeći
typ	tip
typ	type
spelades	igrala
spelades	odigrana
spelades	igrao
spelades	svirao
spelades	odigrano
spelades	odigrali
arbete	rad
bättre	bolji
bättre	bolje
problem	problem
problem	problemi
problem	nevolje
grand	velika
grand	grand
grand	reisul
são	são
irland	irska
säga	kažu
alltså	stoga
edward	edvard
edward	edward
bst	bst
grundades	osnovana
grundades	osnovan
grundades	utemeljena
grundades	osnovano
varmt	hot
varmt	vrelo
varmt	toplim
varmt	toplom
varmt	tople
laget	tim
laget	ekipa
botten	dno
lilla	malu
lilla	malo
lilla	mali
lilla	mala
lilla	lilla
dog	poginuo
dog	umro
dog	umrlo
dog	umrla
year	godina
bror	brat
bror	bror
washington	washington
washington	vašington
hög	visoko
hög	visoki
vuxna	odraslih
vuxna	odrasle
stod	stajao
stod	iznosila
internationella	međunarodno
internationella	međunarodni
internationella	international
daniel	danijel
daniel	daniel
daniel	danijela
mark	marka
mark	mark
arbetade	radio
marie	marie
marie	mari
japan	japan
förutom	osim
förutom	pored
dagar	dana
församlingen	skupština
direkt	direktni
direkt	direktna
direkt	direktan
direkt	direktno
records	rekordi
records	zapisi
stift	pin
stift	diocese
lund	lund
politiska	politička
politiska	politički
bezirk	bezirk
haft	imao
mitten	srednji
mitten	centar
georg	george
georg	georg
alltid	uvijek
alltid	uvek
otto	otto
united	ujedinjene
united	united
united	ujedinjena
united	ujedinjeni
aktiv	aktivna
aktiv	aktivni
aktiv	aktivan
inget	ništa
silver	srebro
henrik	henrik
henrik	henri
henrik	henry
walker	walker
karriär	karijeru
karriär	karijere
karriär	karijera
karriär	karijere
president	predsjednik
federationen	federacija
mitt	rudniku
mitt	moje
mitt	rudnik
kungliga	royal
kungliga	kraljevska
kungliga	kraljevsko
kungliga	kraljevski
alto	alto
nils	nils
slut	kraj
liknande	slični
liknande	slične
liknande	sličan
liknande	slična
liknande	sličnim
belägen	lociran
belägen	smještena
högre	viša
högre	višem
league	liga
johannes	johannes
johannes	john
person	osoba
person	osobe
anspråk	ustvrdio
anspråk	preuzela
anspråk	tvrdili
anspråk	tvrdio
anspråk	tvrdnje
anspråk	tvrdi
anspråk	tvrdeći
anspråk	tvrde
anspråk	tvrdnju
pointe	pointe
komma	comma
komma	dolazi
anses	smatran
små	male
små	mali
spela	play
spela	igrati
spela	igraju
spela	sviranje
spela	igraju
spela	playing
bilder	slike
bilder	pictures
bilder	slike
bilder	fotografije
bilder	fotografija
nummer	broj
nummer	brojevi
länge	dugi
länge	dug
länge	dugu
länge	long
länge	dugo
hand	šaka
slaget	bitka
spelet	igra
väg	put
väg	ruta
väg	rute
väg	put
rum	sobe
rum	sobu
rum	soba
rum	sobe
pierre	pierre
djur	životinje
djur	životinje
central	central
central	centralni
central	centralna
färg	boja
färg	boji
färg	boje
färg	boju
färg	boja
strand	obalu
strand	shore
strand	obala
strand	plaža
säsong	sezona
företaget	kompanija
regi	usmjeren
regi	režija
regi	režirao
punkt	paragraf
punkt	tačka
punkt	tačka
big	velikih
big	veliki
områden	regije
områden	područja
områden	oblasti
gifte	udata
gifte	oženjen
gifte	oženio
europeiska	evropljanin
europeiska	evropski
skriva	pisu
skriva	napiši
skriva	pišu
skriva	typing
skriva	pisanje
international	međunarodno
international	međunarodni
international	international
börjar	počinje
börjar	započinje
börjar	počinje
börjar	započinje
börjar	počevši
börjar	polazna
börjar	počev
börjar	počinje
börjar	počinju
börjar	počevši
börjar	početak
avsnitt	sekcije
avsnitt	odeljak
avsnitt	sekcija
avsnitt	epizode
avsnitt	epizoda
avsnitt	epizode
avsnitt	epizoda
bas	baza
bas	bas
bas	bas
sankt	sveti
sankt	saint
serra	serra
verkar	izgleda
eget	own
eget	vlastiti
eget	sopstvenog
eget	sopstvene
eget	sopstveni
eget	posjeduju
sulawesi	sulawesi
fotboll	nogomet
fotboll	fudbal
fotboll	nogomet
fotboll	fudbala
fotboll	fudbalu
fotboll	football
fotboll	fudbal
bok	knjiga
lyckades	uspjeli
lyckades	uspjela
lyckades	uspio
lyckades	uspjeli
lyckades	uspjela
lyckades	uspio
#aaa	#aaa
sven	sven
île	île
white	bijela
white	bijeli
ord	riječ
ord	riječi
ord	reči
referens	referenca
tall	visoka
tall	visok
tall	visoki
tall	bor
tall	pine
fortsatte	nastavljena
fortsatte	nastavila
fortsatte	nastavljen
fortsatte	nastavio
delvis	djelimična
delvis	djelimični
delvis	djelomično
delvis	delimično
delvis	djelimično
delvis	delimično
delvis	djelimično
museum	muzej
sju	sedam
unit	jedinica
verksamhet	operacija
verksamhet	operacijama
verksamhet	aktivnosti
verksamhet	aktivnost
lever	jetra
position	pozicija
position	položaj
minst	minimalno
minst	minimum
minst	minimalna
minst	najmanje
adolf	adolph
adolf	adolf
albert	albert
betyder	znači
ned	neda
belgien	belgija
böcker	knjige
böcker	knjiga
olof	olof
texas	texas
victoria	viktorija
victoria	victoria
officiella	zvanična
officiella	zvaničnik
officiella	zvanične
officiella	zvanični
officiella	službeni
bakom	iza
rev	reefs
rev	rev
rev	greben
långa	dugi
långa	dug
långa	dugu
långa	long
långa	dugo
heinrich	heinrich
fotbollsspelare	fudbalera
fotbollsspelare	nogometaš
fotbollsspelare	fudbaler
solid	čvrsto
solid	čvrste
magnus	magnus
slott	zamkovi
slott	dvorac
slott	palata
slott	palača
familj	porodica
familj	porodično
huset	kuća
regeringen	kabinet
regeringen	vlast
trummor	drums
spel	igra
spel	igara
spel	igre
spel	igrama
aten	atene
aten	atina
svenskt	švedski
rad	linija
rad	redom
sett	vidjeli
sett	viđena
sett	vidio
sett	viđen
länet	županija
länet	okrug
johansson	johansson
hus	kuća
långt	dugi
långt	dug
långt	dugu
långt	long
långt	dugo
förlorade	izgubljeni
förlorade	izgubila
förlorade	izgubljena
förlorade	izgubili
förlorade	izgubio
tio	tio
tio	deset
par	par
par	nekoliko
par	pari
par	parova
par	parovi
par	pair
par	par
enbart	samo
stefan	stephen
stefan	stefan
fast	zabio
fast	fiksni
åtta	osam
arabiska	arab
arabiska	arapsko
