категорија	kategória
ден	nappal
ден	napot
состојба	állapot
состојба	állami
состојба	állam
состојба	állapota
состојба	feltétel
состојба	állapot
дијаметар	átmérője
дијаметар	átmérő
дијаметар	átmérőjű
рим	róma
особено	különösen
особено	különösen
особено	főleg
означена	megjelöltek
означена	megjelölt
италија	italia
италија	olaszország
тогаш	akkor
тогаш	aztán
реката	folyami
реката	folyó
леќа	objektív
леќа	lencse
леќа	lencse
земји	országokban
земји	országok
шаблон	minta
шаблон	sablon
член	tag
член	árucikk
член	cikk
беа	voltak
познат	ismeretes
познат	ismertek
познат	ismert
познат	híres
познат	híresség
округ	megyei
округ	megye
округ	körzet
округ	járás
округ	kerület
затоа	ezért
американски	amerikai
област	terület
област	környék
јужна	dél
јужна	déli
јужна	dél
јужна	délre
јужна	déli
едно	egy
етапа	színpad
етапа	színpadon
забележан	látó
износ	összeg
филмови	filmek
филмови	filmeket
филмови	mozi
филмови	filmek
филмови	filmeket
англиски	angolul
англиски	angol
бугарија	bulgária
првенство	bajnokság
опсерваторија	obszervatórium
дури	még
грција	görögország
однос	közösülés
однос	kapcsolat
содржи	tartalmazza
содржи	tartalmaz
милиони	millió
милиони	milliók
милиони	millió
збор	szó
збор	szava
февруари	februárban
февруари	februári
февруари	február
работа	állás
работа	meló
работа	munka
работа	munkahelyi
работа	munka
функција	függvény
функција	funkció
држава	ország
држава	országban
држава	állapot
држава	állami
држава	állam
календари	naptárak
секоја	minden
секоја	mindegyik
русија	oroszország
постои	létezik
метри	méter
метри	méter
големи	nagyok
големи	nagyméretű
големи	nagy
големи	nagyok
големи	nagy
четири	négy
џон	john
џон	jános
џон	jon
олимписки	olimpiai
делови	alkatrész
делови	alkatrészek
делови	részek
политика	szabályzat
политика	politika
политика	politika
видови	fajták
видови	faj
видови	állatfaj
видови	fajok
империја	birodalom
империја	empire
главен	főnök
главен	fő
главен	main
главен	főbb
врска	hivatkozás
врска	kapcsolat
врска	link
врска	linket
врска	hivatkozást
врска	kapcsolat
врска	kötés
врска	kötvény
врска	kötelék
врска	bond
свети	ragyogás
свети	ragyog
свети	szent
свети	saint
свети	szent
свети	ragyogás
свети	ragyog
вклучувајќи	beleértve
телескоп	teleszkóp
групи	csoportok
групи	csoportoknak
најчесто	leginkább
најчесто	főleg
најчесто	főként
најчесто	többnyire
награда	jutalom
награда	díj
награда	jutalom
награда	nyeremény
награда	díj
награда	díjat
значи	aljas
разговор	társalgás
разговор	beszélgetés
разговор	beszélgetést
разговор	társalgás
разговор	beszélgetés
разговор	chat
разговор	csevegés
филм	filmet
филм	mozi
филм	film
филм	fólia
филм	film
википедија	wikipédia
крај	befejezés
крај	vége
крај	vég
вода	víz
вода	vizet
резултат	pontszám
резултат	eredmény
улога	szerepet
улога	szerep
улога	szerepe
претседател	elnök
училиште	iskolában
училиште	iskola
училиште	suli
страница	oldalt
страница	oldal
западна	nyugati
западна	nyugat
западна	western
нови	újdonság
нови	új
песни	dallamok
песни	dalok
песни	dalokat
организација	szervezés
организација	szervezet
организација	szervezés
организација	szervezet
лидери	vezetői
лидери	vezetők
познато	ismerős
случај	ügy
случај	case
случај	eset
редослед	megrendelés
редослед	rendelés
редослед	rend
редослед	parancs
сезона	szezont
сезона	idény
сезона	évszak
сезона	évad
сезона	szezon
игра	játék
игра	game
игра	meccs
веќе	már
веќе	máris
основа	indokok
населба	megegyezés
населба	elszámolási
населба	rendezés
населба	egyezség
населба	település
населба	elszámolás
населба	szomszédsági
населба	szomszédság
населба	környék
сили	erők
обично	általában
обично	rendszerint
обично	általában
обично	szokásos
подредени	alárendeltjei
бројни	számos
промени	módosítások
промени	változtatások
промени	változás
промени	változások
промени	változtatás
промени	változás
промени	változtatás
промени	megváltozott
промени	változások
разлика	megkülönböztetés
разлика	különbséget
разлика	diff
разлика	különbség
употреба	használat
употреба	használat
употреба	használata
употреба	felhasználás
употреба	használni
форма	alakja
форма	forma
форма	formát
форма	alakzat
форма	űrlap
форма	forma
форма	formájában
форма	nyomtatvány
договор	üzlet
договор	egyezség
договор	alku
договор	megállapodás
договор	egyetértés
договор	megegyezés
договор	egyezség
договор	szerződéssel
договор	szerződés
договор	szerződéssel
договор	szerződés
изграден	épült
изграден	épített
изграден	felépített
изграден	beépített
некој	bárkinek
некој	valaki
некој	bárkit
некој	bárki
некој	valaki
некој	valakit
некој	valaki
лига	league
лига	liga
лига	liga
влијание	ütközés
влијание	becsapódás
влијание	hatás
влијание	hatása
влијание	befolyása
влијание	befolyással
влијание	befolyás
членови	tagjai
членови	tagok
членови	tagoknak
членови	képviselők
починал	meghalt
површина	felszín
површина	felület
површина	felszíni
површина	asztali
површина	asztal
после	után
после	after
после	miután
после	utána
фудбалери	focisták
острови	szigetek
острови	szigeteket
острови	isles
вештачки	mesterségesen
вештачки	mesterséges
самиот	magam
самиот	magad
ред	megrendelés
ред	rendelés
ред	rend
ред	parancs
ред	sort
ред	sor
лица	személyek
лица	arcokat
лица	arcok
почеток	start
почеток	kezdés
почеток	kezdeni
почеток	kezdetek
почеток	kezdete
почеток	eleje
почеток	kezdet
народи	népek
син	fiam
син	fiuk
албум	album
никола	nikola
никола	nicola
македонска	macedón
нова	újdonság
нова	új
австралија	ausztrália
тур	tour
тур	turné
тур	túra
повеќето	legtöbb
александар	sándor
александар	alexander
вилијам	william
вилијам	vilmos
татко	apa
татко	apu
движење	mozgás
движење	indítvány
движење	költözés
движење	mozgó
движење	mozog
движење	mozgás
дело	okirat
дело	munkahelyi
дело	munka
власт	hatóság
власт	energia
власт	erő
власт	power
власт	hatalom
прва	először
прва	első
мора	kell
англија	anglia
англија	england
англија	angliai
развој	fejlesztés
развој	fejlődés
развој	fejlesztési
развој	fejlődő
развој	fejlesztése
деца	gyerekek
деца	kölykök
деца	gyerekek
деца	gyermekeknek
деца	gyermek
деца	gyermekek
лево	bal
лево	balra
главно	főként
главно	főleg
главно	elsősorban
главно	leginkább
главно	főleg
главно	főként
главно	többnyire
србија	szerbia
сега	most
кариера	karrier
кариера	karrier
општини	önkormányzatok
општини	települések
храм	templom
храм	szentély
храм	temploma
храм	temple
ниво	szint
ниво	szintű
облик	alakja
облик	forma
облик	formát
облик	alakzat
тим	tim
тим	csapat
тим	team
сателити	műholdak
ера	korszak
музика	zene
германски	németül
германски	német
видете	lásd
археолошки	régészeti
близина	közelben
близина	közeli
дали	tette
универзитет	university
универзитет	egyetem
море	tengeren
море	tengeri
море	tenger
пати	idők
пати	időpontok
пати	times
пет	öt
пет	öten
париз	párizs
париз	párizsi
париз	párizsban
целосно	teljesen
целосно	teljesen
целосно	teljesen
поле	mező
минути	perc
минути	jegyzőkönyv
минути	percek
листа	jegyzék
листа	lista
мала	kis
мала	kicsik
мала	kicsi
мала	kis
мала	kicsi
мала	kevés
вредност	érték
вредност	értéke
поделени	osztva
поделени	megosztott
поделени	megosztva
британија	britannia
поврзани	kapcsolódott
поврзани	kapcsolt
поврзани	összekapcsolt
поврзани	kapcsolatban
поврзани	kapcsolt
поврзани	kapcsolódott
поврзани	kapcsolódó
поврзани	összekapcsolt
поврзани	összefüggő
поврзани	kapcsolódó
поврзани	rokonok
поврзани	rokon
поврзани	kapcsolatban
саксонија	szászország
саксонија	szász
свет	világ
свет	world
свет	vilag
потекло	eredetű
потекло	eredet
потекло	eredete
потекло	származás
потекло	eredet
владетел	uralkodó
шпанија	spanyolország
спорт	sport
спорт	sport
спорт	sportban
програма	program
програма	program
мали	kis
мали	kicsik
мали	kicsi
мали	kis
мали	kicsi
мали	kevés
мали	mali
куќа	house
куќа	ház
куќа	házon
институции	intézmények
буда	buddha
трка	faj
трка	futam
трка	verseny
крал	kinga
таму	ott
веднаш	azonnal
слика	képet
слика	kép
слика	fénykép
слика	kép
слика	képet
слика	festés
слика	festmény
статија	árucikk
статија	cikk
ссср	szovjetunió
статии	árucikkek
статии	cikkek
евреите	zsidók
евреите	héberek
евреите	zsidók
француски	francia
француски	franciák
партија	party
партија	buli
партија	parti
природни	természetes
кралство	királyság
државите	államok
државите	államokat
река	folyami
река	folyó
политички	politikailag
политички	politikai
политички	politika
области	körzetek
области	térségek
области	területek
право	egyenesen
право	egyenes
право	jobbra
серија	sorozat
енергија	energia
значајни	jelentős
значајни	szignifikáns
значајни	érdemi
значајни	tartalmas
значајни	értelmezhető
островот	sziget
островот	szigeten
образование	oktatási
образование	oktatás
дена	napok
дена	napokban
дена	napokat
дена	napokon
добро	jó
извршување	végrehajtani
извршување	kivégzés
извршување	végrehajtás
извршување	kivitelezés
наведени	felsorolt
тука	itt
смртта	halál
римјаните	rómaiak
родени	született
родени	megszületett
натпревари	gyufa
натпревари	egyezés
натпревари	egyezik
натпревари	versenyek
натпревари	versenyek
албанија	albánia
книга	könyv
книга	könyvet
речиси	majdnem
азија	ázsiai
азија	ázsia
песна	pálya
песна	vágány
песна	nyomon
песна	dal
песна	dalt
песна	song
всушност	igazából
всушност	valójában
боја	színek
боја	színes
боја	színe
боја	szín
боја	festés
боја	festék
боја	színes
боја	színe
боја	szín
прави	csinál
прави	teszi
понекогаш	néha
води	érdeklődők
води	vezet
води	érdeklődő
води	vizei
води	vizek
води	waters
води	ólom
води	vezet
поглед	megtekintés
поглед	kilátás
поглед	nézet
заедница	közösség
заедница	közösségi
стил	stílus
рок	szikla
рок	kő
рок	rock
мухамед	muhammad
мухамед	mohammed
мухамед	mohamed
мухамед	muhammed
комитет	bizottság
африка	afrikai
африка	afrika
населени	lakott
континент	kontinensen
континент	kontinens
животот	élet
животот	életem
животот	life
регион	régió
регион	régiók
моќ	energia
моќ	erő
моќ	power
моќ	hatalom
сила	erőt
сила	erő
сила	force
сила	erő
исток	keletre
исток	keleti
исток	kelet
извештај	jelentést
извештај	jelentés
извештај	beszámoló
лондон	londoni
лондон	londonban
лондон	london
лондон	londonba
кина	porcelán
кина	kína
кина	china
права	jogai
права	jogokkal
права	jogok
елементи	elemei
елементи	elemek
елементи	bejegyzések
теорија	elmélet
најголем	legnagyobb
значење	jelentősége
орбита	orbitális
орбита	pályára
езеро	tó
езеро	tavi
езеро	tavon
руски	orosz
руски	oroszul
руски	oroszország
нешто	valami
нешто	valamit
црна	fekete
црна	black
натпревар	versengés
натпревар	konkurencia
натпревар	verseny
натпревар	mérkőzés
натпревар	egyezés
натпревар	találat
натпревар	meccs
натпревар	gyufa
натпревар	egyezik
натпревар	pályázat
натпревар	verseny
смрт	halál
мислења	vélemény
мислења	vélemények
културни	kulturális
милениум	millennium
пари	pénz
пари	pénzt
средината	közép
најголема	legnagyobb
најголема	legnagyobb
најголема	legnagyobb
наместо	helyett
наместо	ehelyett
наместо	helyette
веб	web
веб	háló
веб	webes
петар	peter
петар	péter
петар	petar
царство	királyság
царство	birodalom
царство	empire
царство	birodalom
влада	kormány
влада	kormányzat
јазикот	nyelve
јазикот	nyelv
човек	ember
човек	emberi
човек	férfi
човек	ember
направи	készítette
направи	készült
направи	tett
мека	puha
мека	lágy
мал	kis
мал	kicsik
мал	kicsi
мал	kis
мал	kicsi
мал	kevés
мал	mal
изградена	épült
изградена	épített
изградена	felépített
изградена	beépített
системи	rendszerek
системи	systems
семејство	családi
семејство	családtag
семејство	család
услови	követelmény
услови	előírások
услови	követelmények
услови	állapotok
услови	feltételek
услови	fogalmak
услови	feltételek
услови	kifejezések
пол	nemek
пол	nemi
пол	neme
пол	paul
пол	pál
кралот	kinga
поголем	nagyobb
поголем	nagyobbak
поголем	nagyobb
поголем	nagyobb
поголем	nagyobbak
заштита	védelmet
заштита	védelme
заштита	védelem
заштита	oltalom
сан	szan
сан	san
лав	oroszlán
лав	leo
општествени	társadalmi
општествени	szociális
турција	pulyka
турција	törökország
најмногу	legtöbb
најмногу	leginkább
најмногу	főleg
најмногу	főként
најмногу	többnyire
победа	win
победа	nyerni
победа	győzelem
победа	nyerj
победа	győzelem
мајка	anyu
мајка	anya
мајка	édesanyám
мајка	anya
малку	kis
малку	kicsi
малку	kevés
разни	többféle
разни	különféle
разни	különböző
дава	ad
надвор	kint
надвор	kívül
надвор	ki
клуб	klub
клуб	club
слики	képeket
слики	képek
слики	képeket
слики	képek
слики	fényképek
слики	fotók
слики	fényképek
слики	képek
војска	katonaság
војска	katonai
војска	hadsereg
војска	sereg
војска	hadsereg
одредени	bizonyos
уметност	művészet
уметност	művészetek
уметност	művészeti
уметност	művészet
уметност	art
помалку	kevesebbet
помалку	kevesebb
помалку	kevésbé
географија	földrajz
ниту	sem
растојание	távolság
растојание	távolság
втор	másodszor
втор	másodperc
втор	második
покраина	tartomány
покраина	tartományban
медина	medina
височина	magasság
рем	remus
себе	magam
себе	magad
јован	jovan
јован	john
јован	jános
извори	forrás
извори	források
жени	nők
жени	asszonyok
жени	női
жени	nő
должина	hossza
должина	hossz
должина	hosszúság
големо	nagyok
големо	nagy
знаме	zászló
знаме	megjelölés
знаме	lobogó
живи	élve
живи	életben
живи	él
избран	választott
избран	kiválasztottak
избран	kiválasztott
избран	kijelölt
избран	kiválasztva
избран	kiválasztott
функции	funkciók
функции	feladatok
нирвана	nirvana
вели	mondja
секогаш	mindig
вкупно	teljes
вкупно	összesen
прво	először
прво	első
вклучува	tartalmazza
итн	stb
факултет	kollégium
факултет	főiskola
факултет	egyetem
тип	fickó
тип	guy
тип	pasi
тип	srác
тип	típus
тип	típusa
половина	fele
софија	sofia
софија	sophia
месеци	hónap
месеци	hónapokig
месеци	hónapok
знаменитости	tereptárgyak
знаменитости	látnivalók
жена	nő
жена	asszony
жена	nö
жена	feleségem
жена	felesége
жена	feleség
проблеми	gond
проблеми	baj
проблеми	gondok
проблеми	probléma
проблеми	problémák
проблеми	problémákat
проблеми	problémákkal
претходно	korábban
претходно	korábban
претходно	korábbi
претходно	előző
претходно	korábbi
контрола	kontroll
контрола	irányítás
контрола	vezérlő
контрола	ellenőrzési
контрола	ellenőrzés
училишта	iskolákban
училишта	iskolák
училишта	iskola
север	észak
север	északi
север	északra
север	sever
простор	távolság
простор	űr
простор	tér
стана	lettem
стана	lett
стана	vált
војни	háborúk
доаѓа	érkező
доаѓа	beérkező
доаѓа	bejövő
доаѓа	jön
доаѓа	jövök
доаѓа	jön
поголема	nagyobb
поголема	nagyobb
поголема	nagyobbak
сојуз	szojuz
сојуз	szövetség
ниска	alacsonyan
ниска	alacsony
источна	kelet
источна	keleti
шест	hat
никогаш	sosem
никогаш	soha
линија	line
линија	sor
линија	vonal
види	lásd
види	nézd
орбитата	pályára
верзија	verzió
верзија	változat
тело	test
тело	testem
тело	holttest
историски	történelmi
историски	történelmileg
историски	történelmi
историски	történeti
книги	könyveket
книги	könyvek
книги	könyv
процес	eljárás
процес	folyamat
центарот	belváros
центарот	belvárosban
центарот	belvárosi
дом	otthon
дом	itthon
дом	haza
дом	dom
индија	india
исламска	iszlám
успеал	sikerült
главна	fő
главна	main
главна	főbb
јапонија	japán
советски	szovjetek
советски	szovjet
грчки	görög
возраст	kor
возраст	életkor
југ	dél
југ	délre
југ	déli
музеј	múzeumi
музеј	múzeum
музеј	museum
запад	nyugat
запад	nyugati
писател	író
поп	fater
поп	pop
награди	jutalmat
награди	jutalom
награди	díjak
награди	gála
награди	díjak
награди	díjakat
награди	nyeremény
зборови	szavakat
зборови	szavak
официјално	hivatalos
официјално	tisztviselő
официјално	hivatalosan
музички	zenés
музички	zenei
музички	musical
единици	egységek
единици	egység
состав	összetétel
состав	összetétele
полска	lengyel
полска	lengyelország
издание	kiadás
економија	közgazdaságtan
економија	gazdaság
економија	közgazdasági
економија	gazdaság
економија	gazdaságos
фаза	szakasz
фаза	fázis
фаза	színpad
фаза	színpadon
средства	pénzeszközök
средства	alapok
втора	másodszor
втора	másodperc
втора	második
најдобар	legjobbak
најдобар	legjobb
најдобар	best
парк	park
физика	fizika
стадион	stadion
стадион	stadionban
марија	mária
марија	maria
куп	coop
куп	kupac
куп	halom
куп	kupa
куп	csésze
куп	cup
куп	pohár
куп	bögre
народ	emberek
седиште	ülést
седиште	ülés
цели	célkitűzések
цели	célokat
цели	célok
успех	sikeres
успех	siker
официјална	hivatalos
официјална	tisztviselő
долари	usd
долари	dollárban
долари	dollár
долари	dollár
ракета	rakéta
ракета	rakéta
интернет	interneten
интернет	internet
општи	általános
општи	tábornok
доста	elég
белград	belgrád
храна	étel
храна	élelem
храна	élelmiszerek
храна	táplálék
храна	élelmiszer
банка	bank
југославија	jugoszlávia
архитектура	felépítés
архитектура	építészet
централна	központi
манастир	kolostorban
манастир	kolostor
манастир	kolostor
манастир	zárda
односи	kapcsolatok
односи	kapcsolatok
врвот	felül
врвот	top
врвот	csúcs
врвот	felső
врвот	legfelső
италијански	olasz
италијански	olaszország
можност	lehetőséget
можност	lehetőség
премиер	premier
дополнителни	kiegészítő
дополнителни	további
големина	mérete
големина	méret
уредување	edit
уредување	módosítás
уредување	szerkesztés
уредување	szerkesztése
уредување	vágás
уредување	szerkesztés
уредување	vágó
борба	harc
борба	csata
борба	küzdelem
борба	harcok
борба	harc
борба	harcol
борба	küzdelem
борба	verekedés
борба	harcolni
борба	harc
борба	harcolni
цркви	templomok
редовни	rendszeresen
редовни	rendszeres
редовни	normál
планината	mount
планината	hegy
производство	előállítás
производство	gyártás
производство	előállítás
производство	gyártás
производство	termelés
производство	termelési
производство	előállítás
производство	gyártási
производство	gyártás
извор	forrás
маса	táblázat
маса	asztali
маса	tábla
маса	asztal
маса	tömeges
маса	tömege
маса	mise
маса	tömeg
планетата	planet
планетата	bolygónak
планетата	bolygónk
планетата	bolygó
гора	gora
иван	ivan
иван	iván
карта	térkép
карта	térképet
карта	jegyet
карта	jegy
карта	kártya
брег	partra
брег	part
брег	shore
брег	bragg
брег	part
брег	tengerpart
посебно	különösen
посебно	főleg
посебно	különleges
посебно	speciális
главни	fő
главни	main
главни	főbb
средина	környezet
средина	környezetvédelem
средина	középre
средина	közép
средина	középső
средина	középre
средина	központ
средина	center
средина	középre
средина	központ
средина	centrum
територија	terület
територија	területe
создавање	létrehozása
создавање	alkotás
создавање	teremtés
создавање	létrehozása
создавање	létrehozva
имаше	volt
единица	egység
единица	unit
брат	tesó
брат	testvér
хрватска	horvátország
поделен	osztva
поделен	megosztott
поделен	megosztva
поделен	osztott
армија	sereg
армија	hadsereg
рамнина	síkság
уметноста	művészet
уметноста	art
случаи	ügyek
случаи	esetekben
случаи	esetek
роман	római
роман	roman
роман	újszerű
роман	regény
востание	felkelés
европски	európai
медал	érem
медал	medál
медал	kitüntetés
постојано	folyamatosan
постојано	folyamatosan
постојано	állandóan
постојано	állandó
постојано	folyamatos
постоеле	léteztek
постоеле	létezett
џамија	mecset
животни	állat
животни	állatok
портал	portál
портал	átjáró
шлезвиг	schleswig
закон	jogszabályok
закон	jog
закон	jogszabály
закон	törvény
мрежа	rács
мрежа	hálózat
мрежа	hálózati
мрежа	network
пристап	belépés
пристап	hozzáférést
пристап	hozzáférés
оддалеченост	távolság
користење	használat
користење	használatával
користење	használata
користење	felhasználva
канада	kanada
канада	kanadai
среден	középre
среден	közép
среден	középső
среден	közepes
окрузи	körzetek
окрузи	megyék
војници	katonák
војници	katonák
војници	csapatok
активности	tevékenységei
активности	tevékenységek
активности	tevékenység
активности	műveletek
активности	fellépések
активности	akciók
активности	intézkedések
активности	cselekvések
активности	tevékenységek
активности	tevékenység
активности	aktivitás
финалето	döntő
финалето	vizsgák
материјал	anyagok
материјал	anyag
материјал	anyaga
жените	nők
жените	asszonyok
жените	női
жените	nő
победи	win
победи	nyerni
победи	győzelem
победи	nyerj
победи	nyert
победи	győz
победи	nyert
последниот	utoljára
последниот	utolsónak
последниот	last
последниот	utolsó
зад	mögötte
зад	mögött
птици	madarak
организации	szervezetek
организации	szervezetek
писмо	levélben
писмо	betű
писмо	levél
писмо	levelet
писмо	levele
гол	meztelenül
гол	meztelen
гол	gól
гол	cél
совет	tanácsadás
совет	tanácsok
совет	tanács
совет	tanácsot
совет	tipp
совет	füles
совет	tanács
човекот	férfi
човекот	ember
национален	nemzeti
национален	országos
национален	national
