que	że
est	wschodnia
est	est
vida	zycie
vida	life
vida	życia
vida	dożywocie
vida	życie
poder	moc
poder	władza
poder	siła
poder	zasilanie
poder	power
totes	wszystkie
totes	wszystko
totes	all
totes	wszyscy
situat	położony
gener	styczeń
gener	stycznia
gener	styczniu
tipus	rodzaj
tipus	wpisz
tipus	typ
habitatge	mieszkalnictwa
juny	czerwca
juny	june
juny	czerwiec
diferents	inna
diferents	różne
diferents	inny
diferents	różnych
parelles	par
parelles	pary
parelles	par
parelles	parami
parelles	pary
diversos	kilkanaście
diversos	kilka
diversos	kilku
català	kataloński
fitxa	arkusz
fitxa	arkusze
títol	tytuł
títol	tytułem
oest	zachodnia
oest	west
oest	zachodni
oest	zachód
desembre	grudzień
desembre	grudnia
desembre	grudniu
què	jakie
què	co
san	san
nacional	krajowa
nacional	krajowe
nacional	national
nacional	narodowy
nacional	krajowy
nacional	krajowych
nacional	nacional
abril	kwietnia
abril	april
abril	kwiecień
major	major
agost	sierpnia
agost	augusta
agost	august
agost	sierpień
vivint	żyjący
vivint	żywe
poble	wiosce
poble	wioska
poble	village
poble	wioski
poble	wieś
centre	środek
centre	centrum
centre	center
centre	ośrodek
centre	centrum
centre	ośrodek
centre	centre
perquè	bo
perquè	ponieważ
aquestes	tych
aquestes	te
riu	rzeki
riu	river
riu	rzeka
disc	dysk
disc	płyta
mostra	przykładowe
mostra	próbka
mostra	próbki
mostra	próba
mostra	pokaż
mostra	pokaz
novembre	listopada
novembre	listopadzie
novembre	listopad
obres	działa
obres	prace
obres	dziala
millor	najlepsza
millor	najlepszy
millor	najlepiej
millor	best
millor	najlepsze
sistema	układ
sistema	systemu
sistema	system
sistema	systemowe
santa	mikołaj
juliol	lipca
juliol	lipiec
diverses	kilkanaście
diverses	kilka
diverses	kilku
total	całkowita
total	ogółem
total	suma
total	łącznie
universitat	uniwersytety
universitat	uniwersytetu
universitat	university
universitat	uczelnia
universitat	uniwersytet
dia	dnia
dia	dzień
dia	dzien
mitjà	średnio
mitjà	średnie
mitjà	średni
mitjà	średnia
data	termin
data	randka
data	data
world	świat
world	swiat
world	świata
world	świecie
world	world
departament	wydział
departament	departament
departament	dział
construcció	konstrukcja
construcció	budowa
construcció	budownictwo
vol	lotu
vol	lot
premi	nagrodę
premi	nagroda
premi	nagrody
premi	wyróżnienie
premi	nagrodę
premi	nagroda
premi	nagrody
exemple	przykładowy
exemple	przykładowe
exemple	przykład
febrer	luty
febrer	lutego
escola	szkoły
escola	szkoła
cinc	pięciu
cinc	pięć
espècie	gatunki
espècie	gatunek
principals	główne
principals	główna
principals	main
principals	główny
madrid	madryt
font	źródło
font	źródła
zona	strefie
zona	obszar
zona	zone
zona	strefy
zona	strefa
los	los
grans	duża
grans	duży
grans	dużych
grans	duże
banda	band
banda	pasmo
banda	zespołu
banda	zespół
central	centralnego
central	central
central	centralny
central	środkowa
central	centralne
central	centralna
província	województwo
província	prowincji
província	prowincja
oficial	oficer
oficial	funkcjonariusz
oficial	oficerze
superfície	powierzchnię
superfície	powierzchni
superfície	powierzchnia
maria	mario
maria	marii
maria	maria
molts	wielu
molts	wiele
equip	ekipa
equip	team
equip	drużyny
equip	drużyna
equip	zespół
amèrica	ameryka
amèrica	america
amèrica	americas
ara	ara
ara	teraz
qui	kto
qui	kogo
qui	who
dir	dir
punt	wykop
punt	punt
punt	punkt
punt	pkt
punt	point
cest	cest
iii	iii
algunes	niektóre
algunes	niektórzy
algunes	trochę
regne	królestwie
regne	królestwa
regne	królestwo
john	jan
john	johna
john	janek
john	john
john	jana
actualment	obecnie
actualment	aktualnie
cas	case
cas	sprawa
cas	przypadek
unitats	jednostki
unitats	jednostek
unitats	agregaty
causa	przyczyna
activitats	działania
activitats	działalności
activitats	działalność
president	przewodniczący
president	prezes
president	prezydent
president	przewodnicząca
president	prezydenci
article	artykułu
article	artykul
article	artykuł
exèrcit	army
exèrcit	wojska
exèrcit	wojsko
exèrcit	armia
exèrcit	armii
música	muzyka
música	music
música	muzyki
aigua	woda
aigua	wody
increment	zwiększenie
increment	wzrost
llavors	wtedy
llavors	ziarna
llavors	nasion
llavors	nasiona
conegut	znani
conegut	znany
conegut	znana
conegut	znane
conegut	znajomość
terra	earth
terra	ziemi
terra	ziemia
gray	siwy
gray	gray
gray	szary
gray	szara
gray	szare
saint	święty
saint	święta
saint	saint
època	epoka
època	epoki
època	era
barra	barra
barra	bar
sèrie	szeregi
sèrie	serie
sèrie	series
sèrie	seria
sèrie	serii
art	sztuka
art	sztuki
art	art
art	sztukę
club	club
club	klub
club	klubie
càrrec	opłata
càrrec	ładunek
etapa	etap
etapa	scena
etapa	faza
etapa	etapie
rgb	rgb
república	republiki
república	republika
parís	paryżu
parís	paryż
ordre	dowództwo
ordre	polecenie
ordre	komenda
ordre	polecenia
ordre	porządek
ordre	zamówienie
ordre	kolejność
donar	dawać
donar	dajesz
donar	daj
cosa	rzecz
ell	go
llista	listy
llista	wykaz
llista	lista
llista	spis
llista	listę
cet	cet
important	ważne
important	wazne
important	ważny
important	ważna
segon	druga
segon	drugi
segon	drugie
cal	cala
cal	cal
servei	usługi
servei	służba
servei	obsługa
servei	serwis
gridcolor	gridcolor
serveis	usługi
serveis	usług
morir	die
alemanya	niemcami
alemanya	niemcy
piràmide	piramida
piràmide	piramidy
lightgrey	lightgrey
darkgrey	darkgrey
sfondo	sfondo
antic	stare
antic	stary
antic	old
antic	stara
plaça	plac
plaça	kwadrat
plaça	kwadratowy
plaça	square
plaça	kwadratowe
plaça	plac
plaça	plaza
comtat	hrabstwo
comtat	okręg
comtat	hrabstwa
comtat	powiat
pare	ojcze
pare	ojciec
pare	rodzic
pare	rodzica
pare	rodziców
pare	rodzice
informació	informacje
informació	informacja
mar	morza
mar	morze
actual	prąd
actual	bieżące
actual	aktualne
actual	bieżący
actual	aktualny
serie	serie
castell	zamek
castell	castle
castell	zamku
castell	castell
york	jorku
york	jork
york	york
països	krajów
països	kraje
moment	moment
moment	chwili
moment	chwila
anglès	angielski
anglès	anglik
tal	tal
illa	wyspy
illa	wyspa
illa	island
període	okres
territori	terytoria
territori	terytorium
londres	londynu
londres	london
londres	londynie
londres	londyn
internacional	international
internacional	międzynarodowe
internacional	międzynarodowy
internacional	międzynarodowych
internacional	międzynarodowa
premis	nagród
premis	nagrody
premis	nagród
premis	nagrody
josep	josep
josep	józefie
josep	joseph
josep	józef
josep	józefa
center	środek
center	centrum
center	center
center	ośrodek
museu	muzeum
museu	museum
establiments	placówki
establiments	zakłady
establiments	zakładów
edats	wieki
districte	okręg
districte	dzielnicy
districte	dystrykt
districte	dzielnica
districte	rejon
districte	powiat
pàgina	stronę
pàgina	stronie
pàgina	page
pàgina	strona
pàgina	strony
dies	dni
dies	days
havien	mial
havien	miałem
havien	miała
havien	miał
camp	dziedzina
camp	pole
camp	boisko
camp	pola
camp	field
camp	obozy
camp	obozu
camp	camp
camp	obóz
llengua	język
llengua	język
llengua	języku
base	baza
base	podstawa
base	base
base	bazy
base	podstawa
base	podstawie
base	podstawy
llarg	długi
llarg	długa
llarg	długo
llarg	długie
llarg	long
capital	kapitał
capital	stolica
capital	kapitału
capital	stolicy
capital	capital
alt	wysoka
alt	wysokie
alt	high
alt	wysoki
alt	wysoko
alt	alt
diagrama	diagram
diagrama	schemat
diagrama	wykres
diagrama	wykres
edifici	budowanie
edifici	budynek
línia	wiersz
línia	linia
línia	line
línia	linii
política	polityka
política	polityki
política	polityka
política	politycy
política	polityki
metres	metry
metres	metrów
metres	liczniki
metres	metry
metres	metrach
metres	metrów
finalment	wreszcie
finalment	nareszcie
francisco	francisco
costat	side
planta	roślin
planta	rośliny
planta	roślina
gènere	gatunek
gènere	płeć
gènere	płci
vegades	razy
vegades	times
vegades	czasy
majoria	większość
majoria	większości
natural	naturalne
natural	naturalny
natural	naturalnych
natural	naturalna
unió	union
unió	związek
unió	unia
unió	unii
tard	późna
tard	późny
tard	późno
veure	patrz
veure	zobacz
director	dyrektor
director	dyrektora
director	reżyser
director	dyrektorze
força	siłę
força	siły
força	siła
força	wytrzymałość
força	siły
força	siła
força	force
codi	kodu
codi	code
codi	kod
distribució	dystrybucji
distribució	dystrybucja
distribució	rozkład
origen	pochodzenia
origen	pochodzenie
persona	osoba
persona	osoby
cos	body
cos	ciało
cos	nadwozia
cos	ciała
primers	pierwszy
primers	pierwsze
primers	najpierw
primers	pierwsza
espècies	gatunki
espècies	gatunek
william	william
william	williamie
william	wilhelm
william	williama
batalla	bitwa
batalla	battle
batalla	bitwie
batalla	bitwy
batalla	walka
sol	słońce
sol	sun
sol	słońca
sol	słoneczko
suport	wsparcia
suport	wsparcie
suport	wspieranie
classificació	klasyfikacji
classificació	klasyfikacja
itàlia	włochy
fiscals	prokuratorów
comarca	hrabstwo
comarca	shire
pere	piotra
pere	peter
pere	piotruś
pere	piotrze
pere	piotr
top	top
top	szczyt
top	góra
califòrnia	kalifornii
califòrnia	california
califòrnia	kalifornia
cop	policjant
cop	gliny
cop	glina
cop	gliniarz
fitxer	plik
fitxer	pliku
peix	ryby
peix	ryba
peix	ryb
peix	rybka
peix	rybki
militar	wojskowy
militar	wojsko
militar	wojskowe
militar	wojska
costa	costa
popular	popularny
popular	popularnych
popular	popularne
popular	popularna
anomenat	nazwany
anomenat	nazwane
temporada	sezonie
temporada	sezon
treball	zlecenie
treball	pracy
treball	praca
treball	pracuj
treball	prace
treball	pracy
treball	praca
treball	roboty
vila	vila
mare	matko
mare	matka
estudis	studia
estudis	badania
estudis	studiów
eleccions	wybory
eleccions	wyborach
eleccions	wyborów
articles	wyroby
articles	artykułów
articles	artykuły
discussió	dyskusja
discussió	omówienie
discussió	dyskusji
discussió	dyskusje
discussió	dyskusję
polític	polityk
polític	polityka
polític	politycy
conjunt	ustaw
conjunt	set
conjunt	zestaw
conjunt	komplet
llibre	książkę
llibre	książka
llibre	książki
llibre	księga
roma	rzym
estil	styl
estil	style
moviment	przemieszczanie
moviment	ruch
imperi	imperium
imperi	empire
divisió	podział
divisió	wydział
divisió	dywizji
membre	członka
membre	członkowskie
membre	członkiem
membre	członek
sempre	zawsze
porta	drzwi
porta	porta
teatre	teatrze
teatre	teatr
teatre	teatr
teatre	teatru
membres	posłowie
membres	członkowie
membres	członkom
membres	członków
membres	członkami
ells	je
ells	ich
ells	im
resta	odejmowanie
moltes	wielu
moltes	wiele
acord	porozumienie
acord	umowa
acord	porozumienia
jocs	mecze
jocs	gier
jocs	gry
rebre	otrzymywać
rebre	odbierać
rebre	otrzymać
rebre	otrzymujących
rebre	odbiór
rebre	otrzymywanie
rebre	odbieranie
illes	wyspy
illes	isles
avui	dzisiaj
avui	today
avui	dziś
http	http
alta	wysoka
alta	wysokie
alta	high
alta	wysoki
alta	wysoko
alta	alta
posició	położenie
posició	stanowisko
posició	pozycja
format	formatu
format	formacie
format	format
espanyol	hiszpanie
espanyol	hiszpańskie
espanyol	hiszpańska
espanyol	hiszpański
sovint	czesto
sovint	często
comte	liczyć
comte	licz
comte	hrabia
jersey	jersey
canvi	zmiana
canvi	zmiany
canvi	zmienić
canvi	zmień
opció	opcję
opció	opcja
germà	rodzeństwo
germà	bracie
germà	brat
comunes	wspólnej
comunes	wspólny
comunes	częste
comunes	często
comunes	wspólne
material	surowiec
material	tworzywo
material	materiał
material	materiały
superior	superior
superior	przełożony
pas	step
pas	krok
nivell	poziom
nivell	poziomie
nivell	poziomu
valència	valencia
crear	tworzy
crear	stwórz
crear	tworzyć
crear	utwórz
consell	council
consell	rady
consell	rada
consell	radzie
consell	podpowiedź
consell	wskazówka
creu	krzyż
creu	krzyżyk
creu	krzyża
creu	cross
ben	bena
ben	ben
futbol	football
futbol	futbol
antiga	były
antiga	poprzedni
antiga	dawne
antiga	poprzednie
volta	volta
interior	wnętrze
interior	wnętrz
interior	wnętrza
interior	wewnętrzne
josé	jose
josé	josé
finals	finale
finals	finały
finals	zakończenia
paper	papier
entorn	środowiska
entorn	środowisko
entorn	otoczenie
únic	unikalne
únic	unikatowe
únic	unikalny
únic	wyjątkowy
únic	niepowtarzalny
institut	instytutu
institut	institute
institut	instytut
àfrica	afryka
cultura	kultura
cultura	kultury
baix	niska
baix	niskie
baix	niski
baix	low
baix	nisko
mitjançant	poprzez
mitjançant	przez
espai	przestrzeni
espai	kosmos
espai	przestrzeń
equips	zespoły
equips	zespołów
equips	drużyny
equips	ekipy
pau	pokoju
pau	peace
pau	pokój
pau	pau
qualsevol	jakikolwiek
qualsevol	dowolny
qualsevol	jakiekolwiek
civil	cywilne
civil	obywatelskiego
civil	cywilny
civil	cywilne
civil	cywile
civil	cywilny
civil	cywil
civil	cywilnej
torre	wieża
torre	tower
torre	wieży
comerç	handlu
comerç	handel
comerç	trade
carrer	street
carrer	ulica
carrer	ulicy
etc	etc
etc	itd
etc	itp
direcció	kierunku
direcció	kierunek
nens	dzieci
nens	dzieciaki
nens	dzieci
elements	elementy
elements	artykuły
elements	pozycji
elements	przedmioty
elements	pozycje
elements	elementy
elements	pierwiastki
mapa	mapa
mapa	mapy
mapa	mapę
mapa	mapie
especialment	zwłaszcza
especialment	szczególnie
procés	proces
procés	procesy
versió	wersja
versió	wersji
versió	wersję
dret	prawo
occidental	occidental
municipal	komunalnych
vall	doliny
vall	valley
vall	dolina
vall	dolinie
local	miejscowa
local	lokalny
local	lokalna
local	lokalne
local	miejscowy
local	lokalnych
guanyar	win
guanyar	wygrana
guanyar	wygraj
guanyar	wygrać
ibn	ibn
desenvolupament	rozwój
desenvolupament	rozwoju
desenvolupament	opracowywanie
desenvolupament	opracowanie
vertical	pionowa
vertical	pionowo
vertical	pionowe
set	siódemka
set	siedmiu
set	siedem
set	pragnienie
grups	grup
grups	grupy
grups	grupach
campionat	mistrzostwa
campionat	championship
campionat	mistrzostw
campionat	mistrzostwo
diu	diu
pla	plan
classificades	sklasyfikowane
classificades	tajne
classificades	tajna
classificades	tajny
original	oryginalna
original	pierwotnym
original	oryginalny
original	oryginał
original	oryginalne
déu	bóg
déu	boże
projecte	projekt
projecte	project
vers	wers
situació	sytuacje
situació	sytuacji
situació	sytuacja
carrera	kariera
carrera	kariery
carrera	karierę
carrera	carrera
alemany	niemiecka
alemany	niemcy
alemany	niemieckim
alemany	niemieckie
alemany	niemiecki
oriental	oriental
filla	córka
filla	córeczka
societat	społeczeństwo
societat	society
societat	towarzystwo
societat	społeczeństwa
sis	szóstka
sis	six
sis	sześć
forces	sił
forces	siły
bisbe	biskup
bisbe	bishop
bisbe	goniec
real	real
real	prawdziwy
real	prawdziwe
èxit	sukces
èxit	sukcesu
èxit	sukcesów
èxit	sukcesy
èxit	powodzenie
social	społeczna
social	towarzyskie
social	społeczne
social	socjalna
social	społeczny
social	społecznego
relació	relacje
relació	związku
relació	relacja
relació	stosunki
relació	związek
carles	karol
carles	charles
carles	karola
dona	kobiety
dona	kobieta
punts	kropki
punts	punkty
punts	punktów
mitjana	wredne
mitjana	średnia
densitat	gęstości
densitat	gęstość
clubs	kluby
clubs	trefl
clubs	klubów
imatge	obrazek
imatge	obraz
imatge	wizerunek
producció	produkcji
producció	produkcja
pedra	kamienia
pedra	stone
pedra	kamienie
pedra	kamień
tracta	traktowanie
tracta	traktować
tracta	traktuj
tracta	leczyć
cultural	kulturowe
cultural	kulturalny
cultural	kultury
cultural	kulturalne
home	mężczyzna
home	człowiek
home	man
administració	administracja
administració	administracji
administració	podawanie
resultats	rezultaty
resultats	wyniki
malgrat	pomimo
malgrat	mimo
resum	przegląd
resum	podsumowanie
resum	streszczenie
resum	zestawienie
resum	podsumowanie
california	kalifornii
california	california
california	kalifornia
gràcies	dzieki
gràcies	dziękujemy
gràcies	dzięki
econòmiques	gospodarcza
econòmiques	ekonomiczne
econòmiques	gospodarcze
econòmiques	ekonomiczna
econòmiques	ekonomiczny
automòbils	samochody
automòbils	samochodów
escut	tarcze
escut	osłony
escut	tarcza
escut	osłona
escut	tarczy
autor	autor
autor	autora
autor	autorka
cantó	canton
productes	wyroby
productes	produktów
productes	produkty
estructura	struktura
estructura	konstrukcja
estructura	struktury
lliga	league
lliga	liga
lliga	lidze
lliga	ligi
ciutats	miasta
gairebé	prawie
categoria	kategoria
categoria	kategorii
partits	dopasowania
partits	mecze
partits	zapałki
estudi	nauka
estudi	studium
estudi	badania
estudi	badanie
estudi	studia
estudi	studio
muntanya	górski
muntanya	mountain
muntanya	góra
muntanya	góry
estudiant	studiuje
estudiant	studentka
estudiant	studenci
estudiant	uczeń
estudiant	uczennica
estudiant	student
sobretot	zwłaszcza
sobretot	szczególnie
longitud	długość
longitud	długości
academy	academy
academy	akademia
academy	akademii
reparació	naprawy
reparació	naprawa
reparació	remont
serra	serra
propietaris	właściciele
propietaris	właścicielami
propietaris	właścicieli
comunitat	społeczność
comunitat	społeczności
comunitat	wspólnoty
comunitat	wspólnota
lluís	lluís
lluís	ludwik
lluís	louis
lluís	ludwika
fons	fons
fons	tła
fons	kontekst
fons	tle
fons	tło
fons	dół
fons	dno
fons	dnie
fons	dole
fons	dolna
milions	milion
milions	mln
milions	miliony
milions	miliony
milions	milionów
revista	czasopismo
revista	magazyn
revista	magazynek
revista	czasopisma
familiars	krewni
familiars	krewnych
jove	młoda
jove	młody
jove	młode
jove	młodzi
jove	young
bottom	dół
bottom	dno
bottom	dnie
bottom	dole
bottom	dolna
palau	palau
detall	szczegół
elaboració	przygotowanie
elaboració	preparat
elaboració	przygotowania
elaboració	przygotowywanie
sur	sur
sexe	płci
sexe	płeć
sexe	seksu
sexe	seks
sexe	sex
camí	ścieżki
camí	ścieżkę
camí	ścieżka
camí	drogę
emperador	imperator
emperador	cesarzem
emperador	cesarza
emperador	cesarz
estadístiques	statystyka
estadístiques	statystyki
campió	mistrz
campió	champion
campió	mistrzyni
control	control
control	sterowanie
control	kontrola
copa	copa
principalment	głownie
principalment	głównie
llei	prawa
llei	prawo
interès	interesie
interès	odsetki
interès	odsetek
interès	zainteresowanie
interès	zainteresowania
participar	uczestniczyć
gràfic	wykres
anual	coroczne
anual	roczny
anual	roczne
anual	rocznie
anual	roczna
fan	fana
fan	wachlarz
fan	wiatrak
fan	fan
fan	wentylator
defensa	obronie
defensa	obrony
defensa	obrona
defensa	obrony
defensa	obrona
llocs	lokale
llocs	miejsca
llocs	miejsc
mai	mai
mai	nigdy
ministre	ministrze
ministre	ministrowie
ministre	minister
alçada	wysokości
alçada	wzrost
alçada	wysokość
gràfica	wykres
funció	funkcja
funció	funkcje
funció	funkcji
dècada	dekady
dècada	dekadę
activitat	aktywność
activitat	działalności
activitat	czynność
activitat	działalność
activitat	aktywności
presenta	prezentów
presenta	przedstawia
presenta	prezentuje
presenta	prezenty
anterior	poprzednia
anterior	poprzedni
anterior	poprzednie
anterior	wcześniejsze
tour	zwiedzanie
tour	tour
tour	wycieczka
ella	ona
ella	jej
ella	ją
mèxic	meksyk
públic	odbiorcy
públic	publiczność
públic	odbiorców
públic	publiczne
públic	public
públic	publiczna
públic	społeczeństwo
públic	publiczny
programa	programu
programa	program
programa	programy
programa	programu
programa	program
façana	fasadą
can	można
can	can
jaume	james
jaume	jakub
jaume	jamesa
jaume	jakuba
jaume	jaume
francesc	francesc
cinema	kino
cinema	kina
juan	juan
juan	juana
petita	małych
petita	mały
petita	małe
petita	niewielkie
petita	mała
petita	male
tropes	żołnierzy
tropes	wojska
tropes	oddziały
construir	zbudować
construir	budować
construir	budowanie
fundació	podstawa
fundació	fundacja
fundació	fundacji
fundació	podkład
fundació	foundation
podria	mógłby
esquerra	lewy
esquerra	lewo
patrimoni	dziedzictwo
patrimoni	dziedzictwa
referència	odniesienie
referència	referencyjne
referència	odniesienia
inici	start
inici	rozpoczęcie
inici	zacznij
inici	początek
zones	tereny
zones	obszary
zones	obszarach
zones	powierzchnie
realitzar	wykonać
hall	hala
hall	sala
hall	holu
hall	hall
àrea	teren
àrea	powierzchnia
àrea	obszarze
àrea	obszar
imagesize	imagesize
medalla	medal
timeaxis	timeaxis
aproximadament	około
plotarea	plotarea
scalemajor	scalemajor
dateformat	dateformat
massa	mass
massa	masie
massa	masy
massa	masa
massa	msza
alignbars	alignbars
pos	pos
veu	głos
veu	glos
veu	głosu
pobresa	bieda
pobresa	biedy
pobresa	ubóstwa
pobresa	ubóstwo
brasil	brazylia
scaleminor	scaleminor
formació	kształcenie
formació	szkolenia
formació	trening
formació	szkolenie
formació	treningi
backgroundcolors	backgroundcolors
organització	organizacja
organització	organizacji
resultat	rezultat
resultat	efekt
resultat	wynik
anglaterra	anglia
anglaterra	anglii
anglaterra	england
possible	możliwy
possible	mozliwe
possible	możliwa
possible	możliwe
duc	duke
duc	książę
mesos	miesiące
mesos	miesięcy
mesos	miesiącach
terres	ziemie
professor	profesor
professor	profesorze
musical	muzyczne
musical	musical
musical	muzyczny
ingressos	dochód
ingressos	przychód
ingressos	przychody
ingressos	dochodów
ingressos	dochody
joc	mecz
joc	game
joc	gry
joc	gra
mas	mas
robert	robert
robert	robercie
llengües	języki
llengües	języków
comune	comune
transport	przewóz
transport	transportu
transport	dojazd
transport	transport
transport	przewóz
transport	transportu
transport	transportowe
transport	transport
jean	jean
jean	jeana
creació	tworzenie
creació	tworzenia
creació	utworzenie
creació	stworzenie
grec	grecki
grec	grecka
grec	grecja
grec	greckie
caps	reszka
caps	głowy
caps	glowy
caps	głowice
caps	orzeł
príncep	książę
príncep	prince
model	wzór
model	model
model	modelka
tercer	trzecia
tercer	trzeci
tercer	trzecie
jugador	player
jugador	gracz
jugador	zawodnik
jugador	gracza
jugador	odtwarzacz
municipis	gmin
municipis	gminy
llindar	próg
sons	dźwięki
sons	brzmi
pàrquing	parkowanie
pàrquing	parking
victòria	zwycięstwa
victòria	zwycięstwo
victòria	wiktoria
victòria	wiktorii
victòria	victoria
restauració	przywrócenie
restauració	odbudowa
restauració	odtworzenie
restauració	przywrócenia
antoni	antoni
principis	zasady
principis	zasadami
fent	robienie
fent	robię
fent	robi
fent	robienie
fent	zrobienie
rússia	rosja
llogaters	lokatorów
tractat	traktatem
tractat	traktaty
tractat	traktatu
tractat	traktat
tractat	traktacie
david	dawid
david	david
escriptor	autor
escriptor	pisarz
jordi	jordi
naixement	urodzenia
naixement	poród
naixement	narodziny
viquipèdia	wikipedia
estiu	summer
estiu	letnie
estiu	letni
estiu	lato
nelson	nelson
press	prasa
press	prasie
press	naciśnij
press	prasy
índia	indie
orde	porządek
orde	zamówienie
orde	kolejność
parts	części
parts	partie
parts	imprezy
parts	przyjęcia
manuel	manuel
residències	rezydencja
residències	rezydencje
probablement	pewnie
probablement	prawdopodobnie
italià	włoska
italià	włochy
italià	włoski
italià	włoch
italià	włoskie
antonio	antonia
antonio	antonio
capita	mieszkańca
catalans	katalończycy
mestre	mistrz
mestre	mistrzu
xina	china
xina	chin
xina	chiny
tanmateix	jakkolwiek
tanmateix	jednak
tanmateix	jednakże
plantes	rośliny
plantes	roślin
fabricació	wytwarzanie
fabricació	produkcja
fabricació	wytwarzanie
fabricació	produkcja
las	las
