پِدر	father
پُرانا	antiquated
پُرانا	obsolete
پرانک	animate
پِرانی	beloved
پِرانی	lover
پِرانی	living
پِرانی	man
پِرانی	breathing
پِرانی	ghost
پِرانی	animal
پِرانی	alive
پرائشچت	atonement
پرائشچت	penance
پرایا	alien
پرایا	foreign
پرایا	unknown
پرایا	strange
پرب	festival
پرب	gem
پرب	knot
پرباس	journey
پرباسی	traveller
پرباسی	foreigner
پِرَبال	sprout
پربت	hill
پربت	mountain
پربت	hill
پربتی	mountaineer
پربندھ	tie
پربندھ	discipline
پربندھ	bond
پربندھ	management
پربندھ	link
پربندھ	arrangement
پربندھک	manager
پربندھک	administrator
پربودھ	intelligence
پربودھ	wisdom
پربودھ	sense
پربی	festival
پربِین	clever
پربِین	pretty
پربِین	shrewd
پِربھا	lustre
پِربھا	light
پِربھا	brilliance
پِربھا	splendour
پِربھا	radiance
پربھات	morning
پربھات	dawn
پِربھاتی	singing
پِربھاکر	sun
پِربھاکر	luminous
پِربھاکر	moon
پِربھاکر	fire
پِربھاکر	radiant
پربھاؤ	effect
پربھاؤ	power
پربھاؤ	quality
پربھاؤ	influence
پربھاؤ	strength
پربھاؤ	force
پربھاؤ	efficacy
پربھو	principal
پربھو	master
پربھو	god
پربھو	lord
پرِبھوگ	enjoyment
پرِبھوگ	entertainment
پرپٹ	plain
پرپٹ	flat
پرپٹ	level
پرپٹی	india
پرپر	throbbing
پرپر	smart
پرپرانا	tingle
پرپراہٹ	tingling
پرپنچ	treachery
پرپنچ	delusion
پرپنچ	fraud
پرپنچ	cheat
پرپنچ	amplification
پرپنچ	deceit
پرپنچ	expansion
پرپنچ	illusion
پرت	crust
پرت	stratum
پرت	fold
پرت	flake
پرت	layer
پرتاب	pomp
پرتاب	bounty
پرتاب	grandeur
پرتاب	light
پرتاب	favour
پرتاب	splendour
پرتاب	glitter
پرتاب	aim
پرتاب	shine
پرتاپ	dignity
پرتاپ	heat
پرتاپ	generosity
پرتاپ	magnanimity
پرتاپ	splendour
پرتاپ	warmth
پرتاپ	glory
پرتال	check
پرتال	luggage
پرتال	load
پرتال	testing
پرتالنا	measure
پرتالنا	assess
پُرتگال	portugal
پُرتگالی	portuguese
پرتِگّیا	promise
پرتِگّیا	commitment
پرتِگّیا	agreement
پُرتگیز	portuguese
پُرتگیزی	portuguese
پرتلا	strap
پرتَو	beam
پرتَو	light
پرتَو	reflection
پرتَو	image
پرتَو	ray
پرتی	wasteland
پِرتی	map
پِرتی	account
پِرتی	status
پرتیت	grace
پرتیت	goodwill
پرتیکشا	wait
پرتیکشا	longing
پرتیکشا	desire
پرتھا	tradition
پرتھا	fame
پرتھا	renown
پرتھا	custom
پرتھک	apart
پرتھک	single
پرتھک	separate
پرتھم	initial
پرتھم	original
پرتھم	primary
پرتھم	first
پرتھوی	world
پرتھوی	ground
پرتھوی	earth
پرجا	dependant
پرجا	race
پرجا	tenant
پرجا	family
پرجا	subject
پرجا	descendant
پرچ	particle
پرچ	splinter
پرچ	piece
پِرچ	saucer
پرچار	diffusion
پرچار	currency
پرچار	custom
پرچار	promulgation
پرچار	preaching
پرچار	propagation
پرچار	diffusion
پرچار	currency
پرچار	custom
پرچار	promulgation
پرچار	propaganda
پرچار	preaching
پرچار	propagation
پرچارک	propagandist
پرچارک	preacher
پرچانا	coax
پرچانا	charm
پرچانا	tame
پرچخ	piece
پرچخ	fragment
پُرچک	flattery
پُرچک	sign
پُرچک	indication
پُرچک	hint
پُرچک	encouragement
پُرچک	support
پرچلت	current
پرچلت	customary
پرچلت	recognized
پرچلت	prevailing
پرچلن	current
پرچلن	circulating
پرچم	tassel
پرچم	banner
پرچم	tassel
پرچم	ensign
پرچم	flag
پرچم	banner
پرچنڈ	furious
پرچنڈ	intense
پرچنڈ	brave
پرچنڈ	bold
پرچنڈ	passionate
پرچنڈ	violent
پرچنڈ	intolerable
پرچنڈ	enraged
پرچنڈ	vehement
پرچنڈمورتی	oleander
پرچُول	curiosity
پرچُول	search
پرچُول	habit
پرچُول	obsession
پرچُول	addiction
پرچُون	grocery
پرچُون	retail
پرچُونی	grocer
پرچہ	letter
پرچہ	magazine
پرچہ	chit
پرچہ	message
پرچہ	newspaper
پرچہ	periodical
پرچی	permit
پرچی	note
پرچی	letter
پرچی	chit
پرچی	slip
پرچی	vote
پرچین	pierced
پرچھا	verdict
پرچھا	settlement
پرچھا	decision
پرچھانواں	demon
پرچھانواں	shadow
پرچھانواں	reflection
پرچھانواں	jinn
پرچھانواں	image
پرچھانواں	shade
پرچھائیں	imagination
پرچھائیں	shadow
پرچھائیں	reflection
پرچھائیں	shade
پرچھی	sack
پرچھی	pouch
پرچھی	bag
پرخاش	animosity
پرخچا	part
پرخچا	bit
پرخچا	splinter
پرخچا	piece
پرداخت	completion
پرداخت	patronage
پرداخت	upbringing
پرداخت	assistance
پرداخت	help
پرداخت	perfection
پرداخت	caring
پرداخت	correction
پرداخت	support
پرداختہ	adorned
پرداختہ	finished
پرداختہ	polished
پرداز	finishing
پرداز	habit
پرداز	perfection
پرداز	finish
پرداز	style
پرداز	performing
پرداز	accomplishment
پرداز	completing
پرداز	performer
پردازی	elegance
پردازی	perfection
پردازی	decoration
پردان	offering
پردان	presenting
پردگی	modest
پردوش	mistake
پردوش	sin
پردوش	offence
پردہ	seclusion
پردہ	excuse
پردہ	privacy
پردہ	modesty
پردہ	secrecy
پردہ	cover
پردہ	concealment
پردہ	screen
پردہ	pretext
پردہ	veil
پردہ	seclusion
پردہ	excuse
پردہ	privacy
پردہ	modesty
پردہ	secrecy
پردہ	cover
پردہ	concealment
پردہ	screen
پردہ	pretext
پردہ	veil
پردہ	curtain
پردیپ	light
پردیپ	lantern
پردیپ	brilliance
پردیپ	splendour
پردیپ	lamp
پردھان	chief
پردھان	president
پردھان	principal
پردھان	leader
پردھان	head
پردھان	intellect
پردھان	wisdom
پردھانتا	greatness
پُرزہ	wicked
پُرزہ	down
پُرزہ	sharp
پُرزہ	bit
پُرزہ	shrewd
پُرزہ	nap
پُرزہ	piece
پُرزہ	scrap
پُرس	questioning
پُرس	asking
پرسا	hatchet
پُرسا	condolence
پرساد	favour
پرساد	goodwill
پُرسان	asking
پُرسان	helper
پُرسان	guardian
پرست	worshipper
پرستار	fan
پرستار	servant
پرستار	worshipper
پرستار	fan
پرستار	servant
پرستار	worshipper
پرستان	worshippers
پرِستان	fairyland
پرِستان	wonderland
پرستاؤ	beginning
پرستاؤ	opportunity
پرستاؤ	introduction
پرستاؤ	occasion
پرستاؤ	prelude
پرستش	devotion
پرستش	adoration
پرستش	worship
پرِستک	swift
پرستی	adoration
پرستی	worship
پرستیدہ	respected
پرستھان	departure
پرسدھ	renowned
پرسدھ	famous
پُرسِش	respect
پُرسِش	asking
پُرسِش	questioning
پرسن	pleased
پرسن	flourishing
پرسن	bright
پرسن	delighted
پرسن	clear
پرسنّتا	happiness
پرسنّتا	delight
پرسنگ	discourse
پرسنگ	saying
پرسنگ	devotion
پرسنگ	attachment
پرسنگ	company
پرسنگ	adherence
پرسُوت	childbirth
پرسُوت	begotten
پرسول	spear
پُرسہ	condolence
پرسیا	sickle
پرش	axe
پرش	hatchet
پُرش	height
پُرش	husband
پُرش	man
پُرش	male
پرشاسن	administration
پرشاسن	management
پرِشد	congregation
پرِشد	council
پرِشد	assembly
پرِشد	meeting
پرِشد	audience
پرشن	question
پرشن	query
پُرکار	decorated
پُرکار	thick
پُرکار	wise
پرَکار	difference
پرَکار	kind
پرَکار	mode
پرَکار	disparity
پرَکار	way
پرَکار	method
پرکاش	diffusion
پرکاش	light
پرکاش	splendour
پرکاش	shine
پرکاش	disclosure
پرکالا	stair
پرکالا	ladder
پرکالا	steps
پرکالہ	portion
پرکالہ	part
پرکالہ	piece
پرکالہ	spark
پرکان	axle
پرکان	axis
پرکانا	persuade
پرکانا	coax
پرکانا	charm
پرَکٹ	manifest
پرَکٹ	evident
پرَکٹ	clear
پرَکٹ	apparent
پرَکرتی	space
پرکشا	test
پرکشا	investigation
پرکشا	examination
پرکوپ	rage
پرکوپ	excitement
پرکوٹا	fence
پرکوٹا	boundary
پرکوٹا	wall
پِرکی	sore
پِرکی	boil
پرکھ	proof
پرکھ	trial
پرکھ	test
پرکھ	inspection
پرکھ	examination
پرکھ	scrutiny
پُرُکھ	male
پُرکھا	man
پُرکھا	progenitor
پُرکھا	ancestor
پرکھنا	test
پرکھنا	evaluate
پرکھیا	tester
پرکھیا	inspector
پرگاہ	rubbish
پرگت	attachment
پرگت	friendship
پرگت	bond
پرگیان	intelligence
پرگیان	wisdom
پرگیان	knowledge
پرگیان	erudition
پرگھٹ	evident
پرگھٹ	clear
پرَلے	doomsday
پرم	best
پرم	chief
پرم	supreme
پرم	excessive
پرم	great
پرم	superior
پرم	first
پرم	paramount
پرما	beauty
پرما	style
پرمانڑو	atom
پرمپرا	order
پرمپرا	method
پرمپرا	custom
پرمپرا	row
پرمپرا	tradition
پرمپرا	succession
پرُمکھ	chief
پرُمکھ	principal
پرُمکھ	head
پرمل	barley
پرمل	maize
پرمل	fragrant
پرمنڈل	sphere
پرمنڈل	ball
پرمنڈل	circle
پرمنڈل	orb
پرمنڈل	circular
پرمنڈل	round
پرمنڈل	globe
پرمیشور	god
پرَن	yesterday
پرَن	moonlight
پرَن	pleiades
پرن	wing
پرن	leaf
پِرَن	promise
پِرَن	pledge
پِرَن	agreement
پرناش	destruction
پرناش	death
پرناش	end
پرناش	disappearance
پرنالا	conduit
پرِنام	result
پرِنام	alteration
پرِنام	change
پرِنام	transformation
پرِنام	end
پرِنام	cause
پرِنام	finish
پرِنام	reason
پرِنام	consequence
پرنام	bow
پرنانا	marry
پرنتو	yet
پرنتو	still
پرنتو	but
پرند	flying
پرند	pearl
پرند	bird
پرند	hope
پرند	winged
پُرندر	thief
پرندہ	flyer
پرندہ	aeroplane
پرندہ	flyer
پرندہ	aeroplane
پرندہ	bird
پرنی	catheter
پرنی	chief
پرنی	guide
پرنی	lord
پُرو	heaven
پُرو	numerous
پُرو	many
پروا	attention
پروا	worry
پروا	concern
پروا	want
پروا	inclination
پروا	care
پروا	anxiety
پروا	affection
پرِوار	family
پرواز	arrogance
پرواز	flying
پرواز	flight
پرواز	departure
پرواز	pride
پرواز	access
پرواز	reach
پروان	true
پروان	just
پروان	authentic
پروانجات	licenses
پروانجات	grants
پروانجات	permits
پروانجات	letters
پروانچہ	order
پروانچہ	licence
پروانچی	messenger
پروانگی	order
پروانگی	command
پروانگی	order
پروانگی	command
پروانگی	permission
پروانہ	warrant
پروانہ	permit
پروانہ	letter
پروانہ	lover
پروانہ	servant
پروانہ	licence
پرواہ	drain
پروائی	needy
پروائی	indigent
پروجن	desire
پروجن	wish
پروجن	interest
پروجن	need
پرور	supporter
پرور	patron
پرورتن	exchange
پرورتن	barter
پروردِگار	providence
پروردِگار	inventor
پروردِگار	god
پروردہ	servant
پروردہ	supported
پروردہ	bred
پرورِش	benevolence
پرورِش	support
پرورِش	patronage
پرورِش	maintenance
پرورِش	kindness
پروری	nourishing
پروسا	served
پروسیا	waiter
پُرولتاری	proletariat
پُرولتاری	proletarian
پِرونا	pierce
پروی	dove
پرویز	precious
پرویز	refined
پرویز	cultured
پرویز	lucky
پرویز	victorious
پرویز	happy
پرویزن	sieve
پِرویش	entrance
پِرویش	admission
پروین	pleiades
پرَوین	knowing
پرَوین	intelligent
پرَوین	excellent
پرَوین	clever
پرّہ	side
پرّہ	edge
پرّہ	border
پرّہ	extremity
پرہلاد	happiness
پرہلاد	joy
پرہلاد	pleasure
پرہیز	temperance
پرہیز	caution
پرہیز	sobriety
پرہیز	prevention
پرہیز	care
پرہیز	continence
پرہیز	temperance
پرہیز	caution
پرہیز	abstinence
پرہیز	sobriety
پرہیز	prevention
پرہیز	care
پرہیز	continence
پرہیزگاری	sobriety
پرہیزگاری	abstinence
پری	lover
پری	beloved
پری	peri
پری	lover
پری	fairy
پری	beloved
پری	peri
پُری	habitation
پُری	village
پُری	town
پُری	abode
پُری	filling
پُری	fullness
پرے	beyond
پرے	away
پرِیّا	lovely
پریاگ	altar
پریاگ	india
پَرِیت	ghost
پرِیت	love
پرِیت	affection
پرِیت	liking
پریتا	reel
پرِیتم	husband
پرِیتم	lover
پریتن	struggle
پریتن	endeavour
پریتن	effort
پریچَے	foreword
پریچَے	introduction
پریچَے	preface
پریدہ	scattered
پریدہ	flown
پریڈ	parade
پریشان	wretched
پریشان	scattered
پریشان	dispersed
پریشان	perplexed
پریشان	unfortunate
پریشان	ruined
پریشان	disgusted
پریشان	troubled
پریشان	deranged
پریشان	agitated
پریشان	disturbed
پریشانی	anxiety
پریشانی	distress
پریشانی	anxiety
پریشانی	trouble
پریشانی	distress
پریکھا	regret
پریکھا	concern
پریکھا	objection
پریکھا	complaint
پریکھا	sorrow
پریم	love
پریم	friendship
پریم	kindness
پریم	affection
پریمی	lover
پریمیکا	beloved
پریوا	pigeon
پریوا	messenger
پریوا	dove
پرِیوار	family
پریوگ	effort
پریوگ	usage
پریوگ	procedure
پڑا	useless
پڑا	prostrate
پڑا	idle
پڑاخا	cracker
پڑاخا	bang
پڑاقا	cracker
پڑاقا	bang
پڑائو	station
پڑائو	halt
پڑائو	camp
پڑت	rate
پڑتا	share
پڑتا	contribution
پڑتا	cost
پڑتا	dividend
پڑتا	portion
پڑتا	quota
پڑتال	review
پڑتال	inspection
پڑتال	revision
پڑتال	investigation
پڑتال	comparison
پڑتال	check
پڑتال	audit
پڑتی	wasteland
پڑچون	grocery
پڑخچے	pieces
پڑم	raft
پڑنا	interfere
پڑنا	halt
پڑنا	participate
پڑنا	encamp
پڑنا	fall
پڑنا	meddle
پِڑوانا	crush
پِڑوانا	squeeze
پڑوس	vicinity
پڑوس	neighbourhood
پڑی	anxiety
پڑی	calamity
پڑی	worry
پڑیَل	lazy
پڑیَل	rubbish
پڑھا	learned
پڑھا	read
پڑھا	recited
پڑھا	literate
پڑھانا	instruct
پڑھانا	tempt
پڑھانا	teach
پڑھانا	coax
پڑھانا	educate
پڑھائی	reading
پڑھائی	reading
پڑھائی	study
پڑِھن	mullet
پڑھنا	read
پڑھنا	recite
پڑھنا	decipher
پڑھنا	study
پڑھنا	learn
پڑھنت	incantation
پز	baking
پز	cooking
پِزشک	physician
پِزوہش	investigation
پِزوہش	search
پِزوہش	examination
پِزوہش	interrogation
پِژمان	sad
پِژمان	sorrowful
پژمُردگی	sadness
پژمُردہ	sad
پژمُردہ	withered
پژہ	mound
پس	behind
پس	back
پس	consequently
پس	after
پِساچ	ghost
پسادست	debt
پسادست	borrowing
پسارا	expansion
پسارنا	expand
پسارنا	extend
پسارنا	stretch
پسارنا	display
پسارنا	spread
پساری	grocer
پِسان	powder
پِسان	meal
پِسان	flour
پساوا	residue
پساوا	refuse
پسپا	defeated
پسپائی	retreat
پسپائی	defeat
پست	tired
پست	under
پست	inactive
پست	below
پست	bad
پست	tired
پست	under
پست	down
پست	inactive
پست	below
پست	bad
پِستان	dug
پِستان	udder
پِستان	bust
پِستانیہ	mammal
پُستک	book
پُستک	manuscript
پُستک	volume
پِستہ	pistachio
پستی	backwardness
پستی	fatigue
پستی	inferiority
پستی	tiredness
پستی	backwardness
پستی	fatigue
پستی	inferiority
پستی	tiredness
پِسر	boy
پِسر	son
پسند	choice
پسند	approval
پسند	preference
پسند	choice
پسند	approval
پسند	liking
پسند	preference
پسندیدگی	approval
پسندیدہ	liked
پسندیدہ	admired
پسندیدہ	approved
پسندیدہ	selected
پسندیدہ	chosen
پسندیدہ	liked
پسندیدہ	favourite
پسندیدہ	admired
پسندیدہ	approved
پسندیدہ	selected
پسندیدہ	chosen
پِسنہارا	miller
پسُو	beast
پسُو	animal
پسُو	cattle
پِسّو	flea
پسواڑہ	flank
پسواڑہ	side
پسیج	prepared
پسیج	moisture
پسیج	ready
پسیجنا	sweat
پسیجنا	soften
پسیجنا	sweat
پسیجنا	soften
پسین	last
پسین	posterior
پسینہ	perspiration
پسینہ	perspiration
پسینہ	sweat
پِشاچ	ghost
پِشاور	peshawar
پُشپ	flower
پُشپک	flower
پُشت	protector
پُشت	descent
پُشت	back
پُشت	assistance
پُشت	generation
پُشت	patron
پُشت	support
پُشتارا	mass
پُشتارا	burden
پُشتارا	heap
پُشتارا	bundle
پُشتارا	load
پُشتانہ	background
پُشتاول	reinforcement
پُشتہ	buttress
پُشتہ	bank
پُشتہ	dyke
پُشتی	alliance
پُشتی	support
پُشتی	help
پُشتی	prop
پُشتَین	ancestors
پُشتَین	lineage
پُشتَینی	hereditary
پُشتَینی	ancestral
پشک	dew
پُشکر	tank
پُشکر	intoxication
پُشکر	battle
پُشکر	war
پُشکر	lake
پُشکر	pond
پِشکِل	goats
پِشکِل	deer
پشم	hair
پشم	fur
پشم	wool
پشُو	animal
پشُو	cattle
پشّہ	mosquito
پشّہ	trivial
پشیمان	repentant
پشیمان	penitent
پشیمان	ashamed
پشیمانی	regret
پشیمانی	shame
پشیمانی	remorse
پشیمانی	repentance
پُف	puff
پکا	cooked
پکّا	firm
پکّا	expert
پکّا	shrewd
پکّا	sure
پکّا	standard
پکّا	cooked
پکّا	sharp
پکّا	experienced
پکّا	fast
پکّا	clever
پکّا	valid
پکّا	mature
پکّا	baked
پکّا	ripe
پکّا	cunning
پکّا	certain
پکاپن	maturity
پکاپن	strength
پُکار	summons
پُکار	pronouncement
پُکار	shout
پُکار	cry
پُکار	call
پُکار	proclamation
پُکار	complaint
پُکارا	proclaimed
پُکارا	repute
پُکارا	fame
پُکارا	renown
پُکارا	pronounced
پُکارا	called
پُکارنا	beg
پُکارنا	invoke
پُکارنا	pray
پُکارے	openly
پکانا	cook
پکانا	bake
پکائو	ripening
پکائی	cooking
پکائی	ripening
پکپن	maturity
پکڑ	hold
پکڑ	arrest
پکڑ	altercation
پکڑ	objection
پکڑ	criticism
پکڑ	grasp
پکڑ	accountability
پکڑ	capture
پکڑ	hold
پکڑ	arrest
پکڑ	altercation
پکڑ	grip
پکڑ	objection
پکڑ	criticism
پکڑ	grasp
پکڑ	accountability
پکڑ	capture
پکڑدھکڑ	raid
پکڑدھکڑ	arrests
پکڑدھکڑ	brawl
پکڑا	caught
پکڑائی	seizing
پکڑائی	catching
پکڑائی	apprehension
پکڑائی	capture
پکڑنا	hold
پکڑنا	catch
پکڑنا	handle
پکڑنا	receive
پکڑنا	arrest
پکڑنا	get
پکڑنا	overtake
پکڑنا	detect
پکڑنا	discover
پکڑنا	grasp
پکڑنا	capture
پکڑوانا	seize
پکش	flank
پکش	feather
پکش	wing
پکش	side
پکشی	winged
پکشی	bird
پکنا	cook
پکنا	mature
پکنا	cook
پکنا	mature
پکی	cooked
پکھ	flank
پکھ	wing
پکھارنا	rinse
پکھارنا	clean
پکھارنا	wash
پکھاوجی	drummer
پُکھراج	topaz
پکھڑی	petal
پکھوا	support
پکھوا	flank
پکھوا	side
پکھوا	lap
پکَھوٹا	flank
پکَھوٹا	wing
پکَھوٹا	side
پکھیرو	bird
پگ	pug
پگ	foot
پگ	turban
پگ	step
پگا	family
پگا	offspring
پگار	salary
پگار	road
پگار	path
پگار	pay
پگار	garden
پگار	wages
پگاہ	morning
پگاہ	dawn
پگڑی	individual
پگڑی	person
پگڑی	individual
پگڑی	person
پگڑی	turban
پگّل	crazy
پگّل	mad
پگلا	crazy
پگلا	lunatic
پگلا	mad
پِگلنا	melt
پگنا	adore
پگوڈا	pagoda
پگھارنا	rinse
پگھارنا	wash
پِگھلانا	melt
پِگھلانا	soften
پِگھلنا	melt
پِگھلنا	yield
پِگھلنا	thaw
پُل	bridge
پُل	causeway
پلّا	shad
پلّا	ladle
پلّا	target
پلّا	scissors
پلّا	distance
پِلّا	puppy
پِلّا	cub
پلاتک	fugitive
پلاتک	runaway
پلاس	canvas
پِلاس	pliers
پِلپِل	pepper
پِلپِلا	cowardly
پِلپِلا	timid
پِلپِلا	soft
پِلپِلاہٹ	softness
پُلپُلاہٹ	softness
پُلپُلاہٹ	fear
پلٹا	revenge
پلٹا	revolution
پلٹانا	return
پلٹانا	repel
پلٹائو	contradiction
پلٹائو	reaction
پُلٹِس	poultice
پلٹن	platoon
پلٹن	crowd
پلٹن	mob
پلٹنا	return
پلٹنا	retreat
پِلَچنا	adhere
پلستر	plaster
پلشت	polluted
پلشت	impure
پلشتی	pollution
پلشتی	impurity
پلک	instant
پلک	moment
پلنا	cradle
پلنا	thrive
پلنا	nurtured
پِلنا	storm
پِلنا	attack
پِلنٹیوں	abundant
پُلندا	heap
پُلندا	bundle
پُلندا	stack
پلنگ	bed
پلنگ	cheetah
پلنگ	bed
پلنگ	cheetah
پلُّو	edge
پِلُّو	worm
پلوآ	domesticated
پلوآ	tame
پلُوتا	curse
پلَوتھی	squat
پَلّہ	side
پَلّہ	rank
پَلّہ	step
پَلّہ	status
پَلّہ	edge
پَلّہ	stair
پلیت	ghost
پلید	impure
پلید	polluted
پلید	unclean
پلید	defiled
پلید	ghost
پلید	jinn
پلید	foul
پلید	nasty
پلیدی	pollution
پلیدی	impurity
پن	but
لڑکپن	childhood
پِن	pin
پُن	alms
پُن	virtue
پُن	charity
پُن	man
پُن	male
پنا	width
پنّا	foil
پنّا	emerald
پِنّا	lump
پِنّا	reel
پِناک	club
پِناک	staff
پناہ	asylum
پناہ	refuge
پناہ	protection
پناہ	asylum
پناہ	refuge
پناہ	shelter
پناہ	protection
پنبئی	yellowish
پنپنا	grow
پنپنا	recover
پنپنا	prosper
پنپنا	thrive
پنپنا	revive
پنپنا	sprout
پنپنا	germinate
پِنپنانا	whistle
پِنپنانا	whimper
پنت	religion
پنت	belief
پنت	road
پنت	path
پنت	sect
پنت	faith
پنتھ	road
پنتھ	path
پنتھ	sect
پنتھ	era
پنتھ	way
پنتھی	sectarian
پنتھی	traveller
پنج	five
پنجابی	punjabi
پنجاہ	fifty
پنجاہم	fiftieth
پِنجر	rib
پِنجر	cage
پِنجر	skeleton
پِنجرا	cage
پِنجرا	hutch
پِنجری	rib
پِنجری	coffin
پِنجری	funeral
پنجشنبہ	thursday
پنجم	fifth
پِنجنا	join
پِنجنا	stitch
پنجہ	power
پنجہ	clutch
پنجہ	control
پنجہ	possession
پنجہ	grasp
پنجہ	claw
پنجہ	paw
پنجیرا	pots
پنچ	arbitrator
پنچ	judge
پنچ	five
پنچال	knowing
پنچال	expert
پنچال	wise
پنچال	experienced
پنچال	clever
پنچال	cunning
پنچالی	expert
پنچالی	scholar
پنچایت	fraternity
پنچایت	nonsense
پنچایت	arbitration
پنچایت	community
پنچایتی	bastard
پنچم	soprano
پنچم	treble
پنچم	fifth
پُنچھلّا	follower
پنچھی	wanderer
پنچھی	bird
پند	counsel
پند	advice
پِندار	arrogance
پِندار	opinion
پِندار	thought
پِندار	pride
پِندار	notion
پِندار	imagination
پندرھواں	fifteenth
پِنڈ	settlement
پِنڈ	lump
پِنڈ	body
پِنڈ	village
پنڈا	intelligence
پنڈا	learning
پنڈا	wisdom
پنڈا	knowledge
پِنڈا	lump
پِنڈا	person
پِنڈا	body
پِنڈارا	bandit
پنڈِت	master
پنڈِت	professor
پنڈِت	astrologer
پنڈِت	learned
پنڈِت	wise
پنڈِت	brahman
پنڈِتائی	learning
پنڈِتائی	pedantry
پنڈِتائی	priesthood
پنڈک	eunuch
پنڈک	hermaphrodite
پِنڈلی	shin
پنڈھلانا	coax
پُنر	second
پُنر	again
پُنر	also
پُنر	another
پنسار	sprinkling
پنسار	watering
پنساری	spices
پنساری	grocer
پنسال	level
