que	toga
març	mart
setembre	septembar
principal	glavne
principal	glavna
principal	glavno
principal	glavni
menys	manje
color	boja
color	boji
color	boje
color	boju
color	boja
món	world
món	svjetski
món	svijet
octubre	oktobar
empresa	kompanija
abans	pre
abans	prije
edat	uzrast
edat	godište
edat	doba
edat	age
edat	starost
web	web
jpg	jpg
dins	unutrašnjost
dins	unutar
església	crkva
maig	maj
terme	terme
casa	kuća
història	priča
història	historija
país	zemlja
segona	drugi
joan	john
joan	joan
final	kraj
govern	vlast
est	istok
est	est
vida	život
poder	power
poder	vlast
totes	all
totes	svi
totes	sve
situat	smještena
gener	januar
tipus	tip
tipus	type
habitatge	stanovanje
habitatge	stambeni
juny	juni
diferents	drugačija
diferents	drugačije
diferents	različita
diferents	različito
diferents	različiti
diferents	različitih
parelles	parova
parelles	parovi
parelles	pari
diversos	nekoliko
català	katalonski
títol	titula
oest	zapadu
oest	zapad
desembre	decembar
què	što
san	san
nacional	nacionalni
nacional	nacionalna
nacional	nacional
abril	april
major	major
agost	august
vivint	živi
vivint	living
vivint	živo
vivint	živa
poble	selo
centre	centar
centre	centar
perquè	jer
aquestes	ove
riu	rijeka
disc	disc
mostra	uzorak
mostra	uzorka
mostra	uzorku
mostra	show
mostra	emisiju
mostra	nastup
mostra	šou
mostra	sou
novembre	novembar
obres	radovi
obres	funkcioniše
obres	radi
millor	najbolji
millor	best
espanya	španija
sistema	sistem
santa	santa
juliol	jula
juliol	juli
diverses	nekoliko
total	ukupno
universitat	univerzitet
dia	dan
mitjà	medium
mitjà	srednji
mitjà	srednjim
mitjà	srednje
mitjà	srednja
data	datum
world	world
world	svjetski
world	svijet
departament	odjel
departament	katedri
departament	odjeljenje
departament	departmenta
construcció	izgradnja
construcció	građevinarstvo
construcció	građevinski
vol	leta
vol	let
premi	nagrada
premi	nagrade
exemple	primjer
febrer	februar
escola	škola
cinc	pet
espècie	vrsta
principals	glavne
principals	glavna
principals	glavno
principals	glavni
madrid	madrid
font	izvor
zona	zona
zona	zonu
los	los
grans	velika
grans	velikih
grans	veliki
banda	bend
central	central
central	centralni
central	centralna
província	pokrajina
oficial	oficire
oficial	oficir
oficial	oficirom
superfície	površine
superfície	površina
maria	marija
maria	maria
molts	mnoge
molts	mnogi
cens	popis
equip	tim
equip	ekipa
amèrica	amerika
amèrica	amerika
ara	ara
ara	oltar
ara	sada
ara	now
ara	sad
qui	ko
qui	koji
dir	dir
punt	punt
punt	tačka
cest	cest
iii	iii
algunes	neki
regne	kraljevina
regne	kraljevstvo
john	john
actualment	trenutno
cas	slučaj
unitats	jedinice
unitats	jedinica
causa	prouzrokovati
causa	uzrok
activitats	aktivnosti
president	predsjednik
article	članak
exèrcit	vojska
exèrcit	armija
música	muzika
aigua	voda
increment	povećanje
increment	porast
increment	povećati
llavors	potom
llavors	onda
llavors	tada
llavors	zatim
conegut	poznat
conegut	poznato
conegut	poznata
conegut	poznate
conegut	poznanika
terra	zemlja
gray	gray
gray	siva
saint	sveti
saint	saint
època	epohe
època	epoha
barra	barra
barra	bar
sèrie	serija
sèrie	seriji
art	art
art	umjetnost
club	kluba
càrrec	optužba
càrrec	naboj
etapa	faza
etapa	bina
rgb	rgb
república	republika
parís	pariz
ordre	naredba
ordre	komandu
ordre	komanda
ordre	naređenje
ordre	naredbu
ordre	reda
ordre	red
donar	daj
donar	dati
donar	dajte
cosa	stvar
ell	ga
ell	njega
llista	spisak
llista	lista
cet	cet
important	važnom
important	važna
important	važno
important	bitan
important	važnih
important	bitno
segon	drugi
europa	evropa
cal	cal
servei	služba
servei	servis
gridcolor	gridcolor
serveis	usluge
serveis	usluga
morir	umri
alemanya	njemačka
piràmide	piramida
lightgrey	lightgrey
darkgrey	darkgrey
sfondo	sfondo
antic	stare
antic	stara
antic	staro
antic	stari
antic	antić
plaça	kvadrat
plaça	plaza
comtat	županija
comtat	okrug
pare	otac
pare	roditelja
pare	roditelj
informació	informacija
mar	moru
mar	more
actual	trenutna
serie	serie
castell	dvorac
york	jork
york	york
york	yorka
països	zemljama
països	zemlje
moment	trenutak
moment	momenat
moment	moment
anglès	engleski
tal	tal
tal	talj
illa	ostrvo
territori	teritorije
territori	teritorija
londres	london
internacional	međunarodno
internacional	međunarodni
internacional	international
premis	nagrade
premis	nagrade
josep	josep
josep	joseph
center	centar
museu	muzej
establiments	ustanovama
edats	vijek
edats	godišta
districte	okrug
pàgina	page
pàgina	stranica
dies	dana
havien	imao
camp	polje
camp	logor
camp	camp
camp	kamp
camp	kampu
llengua	jezik
llengua	jezik
base	baza
base	osnova
base	osnovu
llarg	dugi
llarg	dug
llarg	dugu
llarg	long
llarg	dugo
capital	kapital
alt	visoko
alt	visoki
alt	alt
diagrama	dijagram
edifici	zgrada
línia	linija
política	politika
política	politika
metres	metara
metres	metara
finalment	konačno
francisco	francisco
costat	strani
costat	strana
planta	biljke
gènere	žanru
gènere	spol
mateixa	ista
mateixa	isti
mateixa	isto
vegades	puta
majoria	većina
natural	prirodno
unió	savez
unió	unija
unió	union
tard	kasni
tard	kasno
aconseguir	get
veure	vidi
veure	jie
veure	vide
veure	vidjeti
veure	see
veure	vidimo
director	režiser
director	direktor
força	snage
força	snaga
força	sila
codi	kod
distribució	distribuciji
distribució	distribucija
distribució	distribuciju
origen	porijekla
origen	porijeklo
catalana	catalana
persona	osoba
persona	osobe
cos	tijela
cos	tijelo
cos	tijelu
cos	telo
primers	prvo
primers	prvi
espècies	vrsta
william	william
william	vilim
batalla	bitka
sol	sunce
suport	podrška
classificació	klasifikacija
itàlia	italija
fiscals	tužioci
comarca	okrug
pere	peter
pere	petar
top	top
califòrnia	kalifornija
cop	policajca
cop	policajac
fitxer	dosije
fitxer	datoteka
fitxer	arhiva
fitxer	file
peix	ribe
militar	vojska
costa	costa
popular	popularna
popular	popularan
popular	popularni
anomenat	nazvana
anomenat	nazvane
anomenat	nazvan
anomenat	proglašen
temporada	sezona
treball	posao
treball	rad
vila	vila
mare	majka
estudis	studijama
estudis	proučavanja
estudis	studije
eleccions	izbori
articles	članaka
articles	članci
discussió	diskusija
polític	političar
conjunt	setu
conjunt	set
conjunt	postavio
conjunt	postavljeni
posteriorment	naknadno
llibre	knjiga
roma	rim
estil	stil
estil	style
moviment	pokret
imperi	carstvo
divisió	diviziji
divisió	podjela
divisió	divizija
membre	član
membre	članica
sempre	uvijek
sempre	uvek
porta	vrata
teatre	theater
teatre	pozorište
teatre	pozorište
membres	članovi
ells	ih
resta	subtraction
moltes	mnoge
moltes	mnogi
acord	sporazum
jocs	igara
jocs	igre
jocs	igrama
rebre	primaju
rebre	prima
rebre	primanje
illes	ostrva
avui	danas
http	http
alta	visoko
alta	visoki
alta	alta
posició	pozicija
posició	položaj
format	formatu
format	formata
format	format
espanyol	španski
sovint	često
comte	računaju
comte	grof
comte	broji
jersey	jersey
canvi	promjena
canvi	izmjena
canvi	promjene
canvi	promjeni
canvi	promene
canvi	promena
opció	opcija
germà	brat
comunes	zajednički
comunes	zajedničkim
comunes	zajedničku
material	materijal
material	material
pas	korak
nivell	nivo
valència	valencia
crear	stvaraju
crear	napravi
crear	stvoriti
crear	kreiranje
consell	vijeće
creu	krst
ben	benu
ben	bene
ben	ben
futbol	nogomet
futbol	fudbala
futbol	fudbalu
futbol	football
futbol	fudbal
antiga	bivši
interior	enterijera
josé	josé
finals	finale
finals	završeci
paper	papir
entorn	okruženju
entorn	okoliš
entorn	sredina
entorn	okolina
entorn	okruženje
únic	jedinstveni
únic	jedinstveno
únic	jedinstven
únic	jedinstvena
institut	institut
institut	institutu
institut	zavod
àfrica	afrika
cultura	kultura
baix	niski
baix	nizak
baix	low
mitjançant	kroz
espai	prostor
equips	timovi
equips	ekipe
pau	mira
pau	pau
qualsevol	bilo
civil	civilno
civil	civilna
civil	civilno
civil	civilna
civil	civilni
torre	toranj
comerç	trgovina
carrer	street
carrer	ulice
carrer	ulica
etc	etc
etc	itd
direcció	smjer
direcció	pravac
nens	deca
nens	djeca
nens	djece
nens	djecu
nens	djeca
elements	predmeta
elements	predmete
elements	stavke
elements	predmeti
elements	elemenata
elements	elementima
elements	elementa
elements	elemente
elements	elementi
mapa	karta
especialment	posebno
especialment	naročito
procés	proces
versió	verzija
dret	pravo
dret	desno
municipal	općinskom
municipal	općinsko
vall	dolina
local	lokalnom
local	lokalni
guanyar	pobjeda
guanyar	pobijedi
guanyar	osvoji
ibn	ibn
desenvolupament	razvoj
vertical	vertikalna
set	sedam
set	žedan
grups	grupe
campionat	championship
campionat	šampionat
campionat	prvenstvo
pla	plan
classificades	klasificirane
classificades	klasifikovan
original	originalni
original	originalna
original	prvobitni
original	originalne
original	original
déu	allah
déu	allaha
déu	allahu
déu	bog
projecte	projekt
projecte	projekat
vers	stih
situació	situacija
situació	stanje
carrera	karijeru
carrera	karijere
carrera	karijera
carrera	carrera
alemany	njemački
oriental	orijentalna
filla	ćerka
filla	kćerka
societat	društvo
sis	šest
bisbe	biskup
real	real
real	pravi
èxit	uspjeh
social	društvena
social	društvene
social	društvenu
social	socijalna
carles	charles
dona	žena
punts	tačaka
punts	tačke
punts	tačaka
mitjana	mean
densitat	gustoća
clubs	klubovi
clubs	klubova
imatge	imidžu
imatge	imidž
imatge	slika
producció	proizvodnja
pedra	stone
pedra	kamen
pedra	kameno
pedra	kameni
cultural	kulturna
cultural	kulturno
cultural	kulturni
cultural	kulturnih
home	muškarac
administració	uprava
administració	administracija
resultats	rezultati
malgrat	uprkos
resum	overview
resum	sažetak
california	kalifornija
gràcies	hvala
econòmiques	ekonomske
econòmiques	ekonomska
econòmiques	ekonomski
automòbils	automobile
automòbils	automobili
automòbils	automobila
escut	štita
escut	štit
autor	autor
cantó	kanton
productes	proizvodi
estructura	struktura
estructura	strukturi
estructura	strukture
lliga	liga
ciutats	gradovi
gairebé	skoro
categoria	kategoriju
categoria	kategorija
partits	mečevi
partits	mečevima
partits	mečeva
partits	mečeve
estudi	proučiti
estudi	studija
estudi	proučavanja
estudi	studio
muntanya	planina
estudiant	proučava
estudiant	proučavaju
estudiant	student
sobretot	posebno
sobretot	naročito
longitud	dužina
longitud	longitude
academy	akademija
reparació	popravke
serra	serra
propietaris	vlasnici
propietaris	vlasnike
comunitat	zajednica
lluís	lluís
lluís	louis
fons	fons
fons	pozadinu
fons	pozadina
fons	dno
milions	milion
milions	milioni
milions	milione
revista	magazin
familiars	rodbina
jove	mladi
jove	mlada
jove	young
jove	mladić
bottom	dno
palau	palau
detall	detalj
elaboració	priprema
elaboració	pripreme
sur	sur
sexe	spol
camí	put
emperador	imperator
estadístiques	statistika
campió	šampion
control	kontrolisanje
control	kontrolisati
control	kontroliše
control	kontroli
control	kontrola
copa	copa
copa	kup
principalment	uglavnom
interès	kamata
participar	učestvuju
participar	učestvovati
anual	godišnjim
anual	godišnji
anual	godišnjem
anual	godišnja
fan	navijač
fan	fan
defensa	odbrana
defensa	odbranu
defensa	odbrana
llocs	mesta
llocs	mjesta
mai	mai
mai	nikad
ministre	ministar
alçada	visina
funció	funkcija
dècada	decenija
activitat	aktivnost
presenta	predstavlja
anterior	prethodna
anterior	prethodnim
anterior	prethodni
anterior	prethodno
anterior	prethodnom
anterior	prethodne
tour	turneja
tour	tour
ella	ona
ella	njen
ella	njena
ella	joj
mèxic	meksiko
públic	publika
públic	javni
públic	javnost
públic	javna
públic	javno
programa	program
programa	program
façana	fasada
can	može
jaume	james
jaume	jaume
francesc	francesc
cinema	kino
cinema	kinematografija
cinema	cinema
juan	juan
petita	male
petita	mali
tropes	trupe
construir	izgradnji
construir	gradi
construir	grade
construir	graditi
construir	sagraditi
fundació	foundation
fundació	fondacija
fundació	temelj
podria	može
esquerra	lijevo
patrimoni	naslijeđe
patrimoni	baština
patrimoni	nasljeđe
referència	referenca
inici	početak
inici	start
inici	početka
zones	područja
zones	oblasti
realitzar	izvode
hall	vijećnica
hall	dvorana
hall	hall
imagesize	imagesize
medalla	medalja
medalla	medalju
timeaxis	timeaxis
aproximadament	približno
aproximadament	približno
plotarea	plotarea
scalemajor	scalemajor
dateformat	dateformat
massa	masa
alignbars	alignbars
pos	pos
veu	glas
pobresa	siromaštvo
pobresa	siromaštva
brasil	brazil
scaleminor	scaleminor
formació	obuke
formació	trening
formació	obuka
formació	treninga
formació	obuku
backgroundcolors	backgroundcolors
organització	organizacija
resultat	rezultat
anglaterra	engleska
possible	mogući
possible	moguće
duc	vojvoda
mesos	meseci
mesos	mjesecima
evolucionat	razvio
evolucionat	evoluirala
evolucionat	evoluirao
evolucionat	evoluirali
evolucionat	razvijen
professor	profesor
musical	muzičkim
musical	muzičke
musical	muzički
musical	muzička
musical	mjuzikl
musical	musical
ingressos	prihod
joc	igra
mas	mas
robert	robert
llengües	jezici
llengües	jezike
comune	comune
transport	prijevoz
transport	prevoz
transport	transport
transport	transport
jean	jean
creació	stvaranje
grec	grčki
caps	glava
príncep	princ
príncep	prince
particulars	pojedinci
model	model
model	modela
tercer	treći
tercer	treća
tercer	treće
jugador	igrač
municipis	općina
municipis	općine
llindar	praga
llindar	prag
sons	zvuči
sons	zvukova
sons	sounds
pàrquing	parking
victòria	pobjeda
victòria	viktorija
victòria	victoria
restauració	obnovu
principis	principi
fent	pravljenje
fent	izrada
fent	čime
rússia	rusija
llogaters	stanari
tractat	sporazum
escriptor	pisac
jordi	jordi
naixement	rođenja
naixement	rodila
viquipèdia	wikipedia
estiu	ljeto
nelson	nelson
press	press
press	štampa
índia	indija
orde	naređenje
orde	naredbu
orde	reda
orde	red
parts	dijela
parts	dijelovi
parts	delovi
parts	dijelove
parts	stranaka
parts	stranke
manuel	manuel
residències	stambenih
probablement	vjerovatno
italià	italijanski
antonio	antonio
capita	capita
capita	stanovniku
mestre	gospodar
mestre	master
mestre	majstor
xina	kina
tanmateix	međutim
plantes	biljke
las	las
permet	dozvoliti
permet	omogućile
permet	dozvoljavaju
permet	dopusti
explotacions	farmi
explotacions	farme
romà	rimski
romà	rimsko
romà	roman
número	broj
ruta	put
ruta	ruta
ruta	rute
entrada	ulazak
entrada	upis
caràcter	karaktera
caràcter	karakter
caràcter	lik
companyia	kompanija
binomial	binomna
eds	eds
deu	deset
reis	kraljevi
port	luka
port	port
restes	ostaci
restes	ostaje
portar	prenose
conca	nizija
conca	cuenca
festival	festival
arts	umjetnost
ramon	ramon
gratuït	free
mitjans	media
mitjans	mediji
mitjans	znači
drets	prava
llibres	knjige
llibres	knjiga
inclou	obuhvaća
inclou	obuhvata
inclou	uključuje
governador	guverner
compositor	kompozitor
tercera	treći
tercera	treća
tercera	treće
capella	kapela
bona	dobro
bona	dobar
bona	dobre
personatges	likovi
teoria	teorija
comunicació	komunikacija
llum	svjetlost
blanc	bijela
blanc	bijeli
aragó	aragón
massachusetts	massachusetts
meitat	polovina
meitat	polovinu
meitat	pola
lliure	free
mans	mans
aleshores	potom
aleshores	onda
aleshores	tada
aleshores	zatim
pobles	narodi
presència	prisustvo
televisió	televizija
últim	last
últim	poslednji
últim	poslednja
últim	posljednja
últim	zadnja
últim	posljednji
tema	tema
tema	tema
humans	ljudi
humans	čovjek
estació	stanica
associació	udruženje
associació	asocijacija
pintor	slikar
menor	manja
japó	japan
problemes	problemi
objectiu	gol
objectiu	cilj
marc	marc
marc	okvir
xviii	xviii
national	nacionalni
national	nacionalna
acció	akcija
ocupació	okupacije
ocupació	okupacija
mascles	mužjaci
casos	slučajevi
fonts	izvori
fonts	izvora
noves	novi
pont	most
imatges	slike
principi	princip
dreta	pravo
dreta	desno
velocitat	brzina
velocitat	brzina
valor	vrijednost
qualitat	kvalitet
qualitat	kvaliteta
generalitat	generalitat
professional	profesionalne
professional	profesionalna
professional	profesionalni
professional	professional
referències	reference
temple	hram
vista	pogled
museum	muzej
aquí	tu
aquí	ovde
aquí	ovdje
energia	energija
classe	predavanje
dinastia	dinastija
front	ispred
front	front
macdonald	macdonald
prova	test
prova	pokušaj
prova	try
barri	naselje
segles	vijekova
segles	vijekovima
recent	nedavne
recent	nedavni
recent	nedavna
recent	nedavnim
monestir	samostan
animals	životinje
via	putem
via	preko
wiley	wiley
parlament	parlament
educació	obrazovanje
característiques	karakteristike
actor	glumac
influència	uticaja
influència	utjecaj
influència	uticaj
castella	kastilje
viure	live
accés	pristup
accés	pristupa
accés	access
conté	sadrži
gent	narod
especial	posebna
especial	specijalno
especial	specijalni
xarxa	mrežu
xarxa	mreže
xarxa	mreža
prentice	prentice
nucli	jezgro
nucli	jezgra
nucli	jezgro
nucli	jezgra
nucli	kernel
decidir	odlučiti
decidir	odluče
mesura	mjerenje
mesura	mjera
mesura	mjeri
sala	sobu
sala	soba
sala	sobe
literatura	književnost
cech	cech
clima	klima
comença	početak
comença	start
comença	početka
selecció	selekcija
selecció	izbor
congrés	kongres
papa	papa
sentit	čulo
von	von
personal	osoblje
fotografia	fotografija
castellà	španski
dirigida	usmjeren
dirigida	režija
dirigida	režirao
khan	khan
khan	kan
domini	domen
domini	vlast
corona	corona
aviat	ubrzo
aviat	uskoro
fort	jaka
fort	jaki
canal	kanal
canal	kanal
canal	kanalu
canal	channel
honor	časti
honor	čast
quantitat	količina
quantitat	iznos
quantitat	veličina
quantitat	kvantitet
nascut	born
nascut	rođen
nascut	rođena
nascut	rođeni
girona	girona
secció	odeljak
secció	sekcija
enric	henri
enric	henry
life	život
acadèmia	akademija
cançó	pjesma
capacitat	kapacitet
capacitat	kapaciteti
mallorca	mallorca
normalment	obično
normalment	obično
generalment	općenito
generalment	generalno
generalment	uopšteno
catedral	katedrala
der	der
cor	srce
ocupar	zauzimaju
noms	imena
sistemes	sistemi
disseny	dizajn
pintura	slikarstvo
svg	svg
coll	vrat
senyor	sir
senyor	ser
senyor	gospodara
senyor	gospodar
senyor	gospod
senyor	gospodaru
senyor	lord
hectàrees	hektara
biblioteca	biblioteka
territoris	teritorije
territoris	teritorija
esdevenir	postaju
esdevenir	postavši
rus	ruski
genera	generiše
genera	generisati
genera	generišu
formes	forme
formes	formama
formes	oblici
formes	oblike
campanya	kampanje
campanya	kampanji
campanya	kampanja
campanya	kampanju
alcalde	gradonačelnik
mes	mjesec
recerca	istraživanje
recerca	istraživanja
successor	nasljednik
successor	nasljednika
successor	nasljednica
carretera	put
blackwell	blackwell
relacions	odnosi
fusta	drva
fusta	drvo
llatí	latinski
malden	malden
potser	možda
britànic	britanski
britànic	britansko
britànic	britanska
britànic	britanske
britànic	britanci
negre	crni
negre	crna
publicat	objavljenog
publicat	objavljen
publicat	objavljene
publicat	objavljeni
publicat	objavljena
publicat	postavljenim
xvi	xvi
importància	važnost
importància	važnosti
importància	značaj
paul	paul
aigües	vodama
independència	nezavisnost
lleó	lav
respecte	poštovanje
palomar	palomar
propi	own
propi	vlastiti
propi	sopstvenog
propi	sopstvene
propi	sopstveni
propi	posjeduju
industrials	industrijske
industrials	industrijska
industrials	industrijski
industrials	industrijalaca
etapes	etapa
etapes	stadijuma
personatge	karaktera
personatge	karakter
personatge	lik
aire	vazduh
considerat	smatran
editorial	izdavač
petites	male
petites	mali
unitat	jedinica
american	američki
american	amerikanac
atac	napad
extrem	ekstremni
extrem	krajnjem
extrem	ekstremne
extrem	ekstremnim
plana	ravan
plana	ravne
diari	novine
diari	žurnal
diari	dnevnika
diari	dnevniku
diari	dnevnik
figura	figura
figura	cifra
figura	figure
figura	umjetničko
peces	komadi
peces	komada
tècnica	tehnika
diferència	razlika
lluita	hrvanje
lluita	borba
orquestra	orkestar
òpera	opera
àrab	arapski
volum	volumen
reina	queen
reina	kraljica
argentina	argentina
argentina	argentinac
peixos	ribe
àlbum	album
comercial	komercijalne
comercial	komercijalni
comercial	reklama
exposició	izložba
exposició	izložbe
exposició	izloženost
exposició	izlaganje
arriba	stiže
bandera	zastava
proves	testovi
proves	testiranje
equipaments	oprema
apartaments	apartmana
apartaments	stanova
berlín	berlin
nau	brod
austràlia	australija
última	last
última	poslednji
última	poslednja
última	posljednja
última	zadnja
última	posljednji
james	james
cançons	pesama
cançons	pjesme
cançons	pesme
cançons	pjesmama
cançons	pjesama
piano	klavir
maría	maría
maría	merjem
temes	teme
temes	teme
fets	činjenica
fets	činjenice
funcions	funkcija
funcions	funkcije
economia	privreda
matrimoni	brak
independent	independent
independent	nezavisno
independent	nezavisni
independent	nezavisna
treballs	jobs
treballs	poslovi
idea	ideja
tradició	tradicija
federació	federacija
charles	charles
actriu	glumica
formant	formiranje
formant	formirajući
inc	inc
mercat	pijaci
mercat	tržište
mercat	tržišta
evitar	izbjeći
evitar	izbjegavati
evitar	izbjegne
evitar	izbjegavanja
grau	razreda
grau	grau
grau	stepenu
grau	stepen
grau	stepena
compte	račun
compte	obzir
compte	računa
sector	sektor
creat	kreirana
creat	stvoreno
creat	stvorena
creat	stvoren
creat	stvorio
nit	night
llac	jezero
favor	prilog
motiu	razum
ajuda	pomoći
ajuda	pomogne
ajuda	pomoć
condicions	pojmove
condicions	uslovi
generals	generali
dur	hard
dur	teško
comú	zajednički
comú	zajedničkim
comú	zajedničku
efecte	efekt
efecte	efekat
americà	američki
americà	amerikanac
paraula	riječ
donat	donat
entitat	entitet
muntanyes	planine
muntanyes	planina
tradicional	tradicionalna
tradicional	tradicionalne
tradicional	tradicionalno
sanitaris	toaleta
poeta	pjesnik
net	neto
net	net
guillem	william
guillem	vilim
problema	problem
propietat	imovine
propietat	vlasništvo
propietat	imovina
propietat	imovinu
propietat	imovinska
canvis	promjene
composició	sastav
composició	kompozicija
composició	sastavu
freshwater	freshwater
frontera	granica
històric	historijska
històric	historijsko
històric	historijski
egipte	egipat
pocs	par
pocs	nekoliko
conèixer	ispuniti
escrit	pisani
escrit	napisano
escrit	zapisano
escrit	napisao
escrit	pisan
escrit	pisao
edicions	edits
parla	govori
xvii	xvii
diferent	drugačija
diferent	drugačije
diferent	različita
diferent	različito
diferent	različiti
diferent	različitih
trobat	našla
trobat	pronađen
trobat	pronađena
trobat	pronašli
trobat	pronašao
trobat	utvrdila
escala	skala
george	george
permetre	dozvoliti
permetre	omogućile
permetre	dozvoljavaju
permetre	dopusti
bretanya	bretanje
vuit	osam
passat	prošlost
nombrosos	brojne
nombrosos	brojni
revolució	revolucija
competició	takmičenje
indústria	industrija
arquitectura	arhitektura
luis	luis
peu	foot
agrícola	poljoprivredni
locals	lokalnom
locals	lokalni
gen	gen
utilitzat	korištene
utilitzat	koristi
utilitzat	korišteno
utilitzat	korišten
realitat	stvarnost
aquells	oni
aquells	one
armes	oružje
armes	oružja
armes	puške
armes	oružje
armes	guns
quarta	četvrta
quarta	četvrti
quarta	četvrto
quarta	četvrtog
quarta	četvrtom
martí	martí
martí	martin
mica	mica
similar	slični
similar	slične
similar	sličan
similar	slična
similar	sličnim
seguretat	obezbjeđenje
seguretat	sigurnost
seguretat	bezbjednost
seguretat	bezbjednosti
seguretat	sigurnost
www	www
militars	vojska
pertany	pripada
present	prisutan
pes	težina
camps	polja
autors	autori
festa	stranka
festa	partija
soldats	vojnici
comissió	komisija
soviètica	sovjetski
portugal	portugal
xiii	xiii
canadà	kanada
arxiu	arhiv
arxiu	dosije
arxiu	datoteka
arxiu	arhiva
arxiu	file
millors	najboljih
arribada	dolazak
màxim	maksimalna
màxim	maksimalni
màxim	maksimalne
màxim	maksimum
màxim	maksimalno
línies	linije
àustria	austrija
germans	braće
germans	braća
objectes	objekti
marca	marka
marca	mark
moderna	moderna
moderna	savremena
moderna	savremen
artistes	umjetnici
entitats	entiteta
fase	faze
fase	faza
amor	ljubav
altitud	visini
altitud	visina
ciències	nauka
pis	kata
pis	spratu
pis	poda
pis	sprat
darrer	last
darrer	poslednji
darrer	poslednja
darrer	posljednja
darrer	zadnja
darrer	posljednji
defunció	smrt
hores	sati
cursa	trka
cursa	rasa
doble	dvostruki
doble	dupla
doble	dvostruko
doble	dvostruke
àsia	azija
anderson	anderson
península	poluostrvo
distància	udaljenost
econòmica	ekonomske
econòmica	ekonomska
econòmica	ekonomski
tarragona	tarragona
oscar	oskar
oscar	oscar
traducció	prevođenje
termes	pojmove
termes	uslovi
joves	mladi
joves	mlada
joves	young
joves	mladić
normal	normalno
normal	normalan
normal	normalni
normal	normalne
normal	normalna
felip	philip
felip	filip
botiga	radnja
botiga	shop
botiga	radnja
botiga	prodavnica
botiga	store
richard	ričard
richard	richard
tropical	tropske
tropical	tropski
tropical	tropska
puig	puig
vots	glasove
vots	glasova
vots	glasa
vots	glasovima
llarga	dugi
llarga	dug
llarga	dugu
llarga	long
llarga	dugo
destaca	osvjetljava
nombroses	brojne
nombroses	brojni
regions	regije
taula	sto
jesús	isus
industrial	industrijske
industrial	industrijska
industrial	industrijski
física	fizika
element	elemenat
element	element
pàgines	stranica
pàgines	listovi
ferro	željezo
artista	umjetnik
mida	veličina
mida	veličine
enciclopèdia	enciklopedija
secretari	sekretar
socials	društvena
socials	društvene
socials	društvenu
socials	socijalna
objecte	objekat
directament	direktno
esposa	supruga
esposa	žena
rep	prima
albert	albert
materials	materijale
materials	materijalima
materials	materijala
materials	materijali
retirar	povuče
roca	rok
roca	rock
notes	note
notes	nota
comercials	komercijalne
comercials	komercijalni
comercials	reklama
marina	marina
salvador	salvador
usuari	korisnički
usuari	korisnik
cort	sud
plata	srebro
comandant	komadant
comandant	komandant
hivern	zima
paraules	riječi
paraules	reči
temperatura	temperatura
romans	rimljani
contingut	sadržaj
contingut	sadržaja
lleida	lleida
suïssa	švicarska
evolució	evolucija
representació	zastupljenost
representació	predstavništvo
representació	predstavljanja
comandament	naredba
comandament	komandu
comandament	komanda
vora	edge
vora	granica
xii	xii
cantant	pjevačica
cantant	pjevač
cantant	pjevanje
existència	postojanja
existència	postojanje
llibertat	sloboda
llibertat	sloboda
malaltia	bolest
