que	dat
bona	lekker
bona	goed
personatges	personages
personatges	tekens
personatges	karakters
teoria	theorie
comunicació	communicatie
comunicació	mededeling
llum	light
llum	lichte
llum	licht
blanc	wit
blanc	witte
aragó	aragón
aragó	aragon
massachusetts	massachusetts
meitat	helft
meitat	half
kitt	kitt
lliure	free
lliure	vrij
lliure	gratis
mans	mans
aleshores	dan
aleshores	daarna
pobles	volkeren
presència	aanwezigheid
televisió	televisie
últim	laatste
tema	topic
tema	onderwerp
tema	thema
humans	mensjes
humans	mensen
humans	menselijk
humans	menselijke
humans	mens
estació	station
associació	vereniging
associació	associatie
pintor	kunstschilder
pintor	schilder
menor	minor
menor	mineur
menor	minderjarige
japó	japan
problemes	problemen
objectiu	doelstelling
objectiu	doel
objectiu	goal
objectiu	doelpunt
marc	marc
marc	frame
marc	kader
xviii	xviii
xviii	achttiende
national	nationaal
national	nationale
acció	action
acció	optreden
acció	aktie
acció	actie
ocupació	bezigheid
ocupació	beroep
ocupació	bezetting
mascles	reuen
mascles	mannetjes
casos	gevallen
fonts	bronnen
noves	nieuw
noves	nieuwe
pont	brug
pont	bridge
imatges	beelden
imatges	afbeeldingen
principi	beginsel
principi	principe
dreta	juist
dreta	recht
dreta	rechts
velocitat	snelheid
velocitat	speed
velocitat	toerental
valor	waarde
qualitat	kwaliteit
generalitat	generalitat
professional	professioneel
professional	professionele
professional	professional
referències	verwijzingen
referències	referenties
temple	tempel
vista	weergave
vista	uitzicht
vista	bekijk
vista	bekijken
museum	museum
aquí	hier
energia	energie
arc	arc
classe	klasse
classe	class
classe	klas
dinastia	dynastie
dinastia	dynasty
wheeler	wheeler
front	front
front	voorkant
front	voorzijde
macdonald	macdonald
prova	test
prova	testen
prova	probeer
prova	proberen
barri	buurt
segles	eeuwenlang
segles	eeuwen
recent	recente
recent	recent
monestir	klooster
animals	dieren
via	via
wiley	wiley
parlament	parlement
educació	opvoeding
educació	onderwijs
característiques	functies
característiques	kenmerken
actor	actor
actor	acteur
influència	beïnvloeden
influència	invloed
influència	beïnvloeding
castella	castilië
viure	leef
viure	live
viure	leven
accés	toegang
conté	bevat
gent	mensen
gent	personen
especial	speciaal
especial	bijzonder
especial	speciale
especial	special
xarxa	netwerk
prentice	prentice
nucli	kern
nucli	core
nucli	kernel
decidir	beslis
decidir	beslissen
mesura	meting
mesura	meten
mesura	metingen
mesura	opmeten
mesura	meet
mesura	meten
mesura	maatstaf
mesura	maatregel
sala	kamer
literatura	literatuur
cech	cech
clima	klimaat
comença	start
comença	begin
comença	starten
comença	beginnen
selecció	selectie
congrés	congres
papa	paus
sentit	zintuig
von	von
personal	personeel
fotografia	fotograferen
fotografia	foto
fotografia	fotografie
fotografia	fotograferen
castellà	spaanse
castellà	spaans
dirigida	geregisseerd
dirigida	gerichte
dirigida	regisseerde
khan	khan
domini	domein
domini	dominion
corona	corona
aviat	snel
aviat	spoedig
aviat	binnenkort
aviat	soon
aviat	weldra
fort	sterk
fort	sterke
fort	sterken
canal	kanaal
canal	kanaal
honor	eren
honor	eer
quantitat	bedrag
quantitat	hoeveelheid
quantitat	kwantiteit
nascut	born
nascut	geboren
girona	girona
secció	afdeling
secció	sectie
enric	enric
enric	hendrik
enric	henry
life	life
life	leven
acadèmia	academy
acadèmia	academie
cançó	nummer
cançó	song
cançó	zang
cançó	lied
cançó	liedje
capacitat	capaciteit
normalment	meestal
normalment	gewoonlijk
normalment	normaliter
normalment	gewoonlijk
normalment	normaal
catedral	kathedraal
der	der
cor	heart
cor	hart
cor	hartje
ocupar	bezetten
noms	namen
sistemes	systemen
disseny	ontwerp
disseny	design
disseny	vormgeving
disseny	ontwerpen
pintura	schilderen
pintura	verven
pintura	schilderkunst
pintura	schilderij
svg	svg
coll	hals
coll	nek
senyor	meneer
senyor	heer
senyor	lord
senyor	heere
hectàrees	hectare
hectàrees	hectaren
biblioteca	bibliotheek
territoris	gebieden
territoris	gebiedsdelen
esdevenir	worden
rus	russisch
rus	rus
rus	russische
genera	genereert
genera	genereren
genera	genereert
formes	vormen
formes	formulieren
formes	vormen
campanya	campagne
campanya	veldtocht
alcalde	burgemeester
mes	maandje
mes	maand
recerca	onderzoek
recerca	research
successor	opvolger
carretera	weg
pallars	pallars
blackwell	blackwell
relacions	relaties
relacions	betrekkingen
relacions	relaties
fusta	hout
llatí	latijnse
llatí	latijns
llatí	latijn
malden	malden
potser	misschien
britànic	britten
britànic	britse
britànic	brits
negre	zwarte
negre	black
negre	zwart
publicat	gepubliceerd
publicat	verschenen
publicat	gepubliceerde
publicat	uitgegeven
publicat	gepost
publicat	geplaatste
publicat	geplaatst
xvi	xvi
collette	collette
importància	belangrijkheid
importància	belang
paul	paulus
paul	paul
aigües	wateren
independència	zelfstandigheid
independència	onafhankelijkheid
independència	independence
independència	onafhankelijk
lleó	lion
lleó	leeuw
respecte	respecteer
respecte	respect
respecte	respecteren
palomar	palomar
propi	eigen
industrials	industrieel
industrials	industriële
industrials	industriëlen
etapes	fasen
etapes	etappes
etapes	stadia
personatge	personage
personatge	karakter
aire	lucht
considerat	beschouwd
considerat	overwogen
editorial	uitgeverij
editorial	uitgever
editorial	redactie
editorial	hoofdartikel
editorial	redactionele
petites	kleine
petites	klein
petites	smal
fos	gesmolten
unitat	eenheid
unitat	unit
american	amerikaan
american	amerikaans
american	amerikaanse
atac	attack
atac	aanvallen
atac	aanval
extrem	extreme
extrem	extreem
plana	plat
diari	krant
diari	kranten
diari	dagblad
diari	tijdschrift
diari	journal
diari	dagboek
diari	dagboek
figura	figuur
peces	nummers
peces	tracks
peces	sporen
peces	rupsbanden
peces	stuks
peces	stukken
peces	stukjes
tècnica	techniek
diferència	verschil
lluita	worstel
lluita	worstelen
lluita	vechten
lluita	strijd
lluita	gevecht
lluita	vecht
orquestra	orkest
orquestra	orchestra
òpera	opera
àrab	arabische
àrab	arabisch
volum	volume
reina	koningin
reina	queen
argentina	argentinië
argentina	argentinië
argentina	argentijns
argentina	argentijnse
peixos	vissen
àlbum	album
comercial	commerciële
comercial	commercieel
exposició	tentoonstelling
exposició	expositie
exposició	belichting
exposició	blootstelling
arriba	arriveert
bandera	vlag
proves	proeven
proves	testen
proves	tests
proves	tests
proves	testen
equipaments	materiaal
equipaments	uitrusting
equipaments	apparatuur
equipaments	materieel
apartaments	appartementen
berlín	berlijn
nau	schip
austràlia	australië
última	laatste
james	james
james	jacobus
cançons	nummers
cançons	liederen
cançons	songs
cançons	liedjes
piano	piano
maría	mary
maría	maria
posterior	achterste
posterior	achterkant
posterior	achteraan
posterior	achterhoede
posterior	achterzijde
temes	onderwerpen
fets	feiten
funcions	functies
economia	economie
matrimoni	trouwen
matrimoni	huwelijk
independent	zelfstandig
independent	onafhankelijke
independent	onafhankelijk
treballs	klussen
treballs	jobs
treballs	vacatures
treballs	banen
idea	idee
idea	ideetje
tradició	traditie
tradició	tradities
federació	federatie
charles	karel
charles	charles
escolars	scholieren
escolars	schoolkinderen
actriu	actrice
inc	inc
mercat	marketplace
mercat	marktplaats
mercat	marktplein
mercat	markt
evitar	vermijd
evitar	voorkom
evitar	vermijdt
evitar	vermijden
grau	graad
grau	grau
grau	graad
compte	rekening
compte	account
sector	sector
creat	aangemaakt
creat	gecreëerd
creat	gemaakt
creat	geschapen
nit	avond
nit	nacht
nit	avondje
llac	meer
motiu	reden
motiu	rede
ajuda	helpen
ajuda	hulp
ajuda	help
condicions	termen
condicions	voorwaarden
generals	generaals
dur	moeilijk
dur	hard
dur	harde
comú	gemeenschappelijk
comú	vaak
efecte	effect
americà	amerikaan
americà	amerikaans
americà	amerikaanse
paraula	woord
donat	donat
entitat	entiteit
muntanyes	bergen
tradicional	traditioneel
tradicional	traditionele
sanitaris	toiletten
poeta	dichter
net	net
net	netto
guillem	willem
guillem	william
problema	probleem
propietat	eigenschap
propietat	eigendom
propietat	vastgoed
canvis	veranderingen
canvis	wijzigingen
composició	compositie
composició	samenstelling
freshwater	zoetwater
frontera	grens
històric	historisch
històric	historische
egipte	egypte
pocs	weinigen
pocs	paar
pocs	weinig
conèixer	ontmoet
conèixer	ontmoeten
escrit	schriftelijke
escrit	geschreven
edicions	bewerkingen
parla	spreekt
xvii	xvii
diferent	verschillend
diferent	verschillende
diferent	anders
trobat	gevonden
escala	schaal
