teologiju	teológia
zanimanja	povolaní
zanimanja	povolania
molitva	teme
molitva	modlitbu
molitva	modlitbe
molitva	modlitba
cohen	cohen
faktora	činitele
faktora	faktorov
faktora	faktory
pink	pink
pink	ružovú
pink	ružové
pink	ružový
pink	ružová
doseljenika	osadníkov
amazonas	amazonas
wagner	wagner
kontinuirano	plynule
kontinuirano	nepretržité
kontinuirano	nepretržitá
kontinuirano	nepretržite
kontinuirano	priebežne
kontinuirano	nepretržitá
kontinuirano	priebežné
kontinuirano	nepretržitý
kontinuirano	nepretržité
molu	móle
molu	mólo
molu	pier
vještica	čarodejnice
vještica	čarodejnica
vještica	bosorka
ham	šunka
ham	ham
pirati	piráti
pirati	pirátov
pretvoriti	previesť
pojedinci	jedincov
pojedinci	jednotlivci
pojedinci	jedinci
pojedinci	jedince
pojedinci	jednotlivcov
trst	trieste
jorge	jorge
stope	miery
stope	sadzby
stope	stopách
stope	kroky
biografski	biografické
izjava	prehlásenie
izjava	výkaz
izjava	vyhlásenie
izjava	vyjadrenie
suprotnosti	protiklady
sandra	sandra
jonathan	jonathan
hrabrost	odvaha
hrabrost	odvahu
hrabrost	odvahy
menadžer	vedúci
menadžer	manažér
menadžer	správca
piramida	pyramída
piramida	pyramídy
piramida	pyramídy
kapitala	kapitál
garcia	garcia
gonzález	gonzález
čvor	uzol
čvor	uzol
bek	beck
bek	quarterback
musa	musa
eduard	eduard
odgovarajući	porovnávanie
odgovarajući	zhodné
odgovarajući	zodpovedajúce
odgovarajući	zodpovedajúca
udovica	vdovy
udovica	vdova
tumačenje	interpretácia
tumačenje	výklad
tumačenje	interpretácie
tumačenje	tlmočenie
podgorica	podgorica
harmonika	harmoniku
harmonika	harmoniku
spora	spóry
spora	namietať
spora	spore
spora	sporu
spora	spor
spora	námietka
trgovac	účastník
trgovac	obchodník
trgovac	predajca
trgovac	díler
trgovac	predajcu
legendarni	legendárna
legendarni	legendárny
klasificira	klasifikuje
želeći	chcieť
želeći	prajeme
obveza	povinnosť
obveza	záväzok
obveza	odhodlanie
obveza	záväzok
obveza	angažovanosť
hooper	hooper
radovan	radovan
nebeska	nebeské
nebeska	nebeský
nebeska	nebeská
rukopis	rukopis
postignut	dosiahnutý
postignut	dosiahnutá
postignut	dosiahnuté
postignut	dosiahol
postignut	dosiahli
dostupne	dostupný
dostupne	dostupná
dostupne	dostupné
ulaganja	investícia
ulaganja	investovanie
ulaganja	investície
ulaganja	investovanie
ulaganja	investície
sahranjen	pochovaný
sahranjen	pochovaná
sahranjen	pochovali
sahranjen	pochované
pregovori	rokovania
pregovori	vyjednávanie
pregovori	rokovanie
pregovori	vyjednávania
pregovori	rokovania
pregovori	vyjednávanie
novčanice	účty
šteta	ľútosť
šteta	škoda
hlađenja	chladenie
hlađenja	chladiace
hlađenja	chladenia
hlađenja	chladiaci
lisica	líška
lisica	fox
lisica	líšky
napetosti	napätie
napetosti	napätia
najmanja	najmenších
najmanja	najmenšia
najmanja	najmenšiu
najmanja	najmenšie
najmanja	najmenší
lazar	lazarus
lazar	lazar
litara	litre
litara	litrov
litara	litra
litara	litre
prepoznati	rozoznať
prepoznati	spoznal
prepoznati	rozpoznať
prepoznati	uznávať
prepoznati	rozpoznať
prepoznati	uznať
whitley	whitley
tvrtko	tvrtko
milorad	milorad
nezadovoljstvo	nespokojnosť
nezadovoljstvo	nespokojnosť
cestom	cestná
cestom	cestný
cestom	road
cestom	cesta
definirana	definovaný
definirana	vymedzená
definirana	definované
definirana	definovaná
nebeski	nebeské
nebeski	nebeský
okrunjen	korunovaný
udaljeno	vzdialené
udaljeno	vzdialený
udaljeno	vzdialená
udaljeno	diaľkové
udaljeno	vzdialený
udaljeno	vzdialené
fernández	fernández
izborni	volebné
izborni	volebného
izborni	volebná
izborni	volebný
islanda	island
smanjen	znížená
smanjen	znížené
smanjen	znížený
evolucija	evolúcia
evolucija	vývoj
evolucija	evolúcie
prijateljstvo	priateľstvo
prijateljstvo	priateľstva
poletio	letel
poletio	letela
poletio	leteli
poletio	lietal
ulmus	ulmus
francuza	francúz
jose	jose
jose	josé
jose	josé
tehnološki	technologicky
tehnološki	technologické
blake	blake
neuspjeh	zlyhanie
neuspjeh	neúspech
savršeno	perfektný
savršeno	perfektné
savršeno	dokonalá
savršeno	perfektne
savršeno	perfektná
elvis	elvis
carska	cisársky
carska	imperial
vena	žila
vena	žily
skoplje	skopje
ram	ram
cao	cao
rukopisa	rukopisy
rukopisa	rukopis
nedjelja	nedeľa
nedjelja	nedeľu
željka	željko
bjelokosti	slonoviny
doktorat	doktorát
doktorat	phd
churchill	churchill
psa	psíka
psa	psa
psa	psík
psa	psie
psa	pes
vaše	tvoje
vaše	váš
vaše	vaša
vaše	vaše
vaše	tvoja
vaše	tvoj
felix	felix
koeficijent	koeficient
proslave	oslavy
proslave	osláv
ubijena	zavraždená
ubijena	zavraždení
ubijena	zavraždený
mlijeka	mlieka
mlijeka	mlieko
motiva	motív
motiva	motívy
porta	porta
snijeg	snehu
snijeg	snehulienka
snijeg	sneh
snijeg	sneženie
snijeg	snow
ravna	byt
ravna	ploché
ravna	plochá
domovina	vlasti
domovina	vlasť
domovina	krajine
domovina	krajiny
domovina	štát
domovina	krajina
domovina	vlasti
domovina	vlasť
objavljivanje	uverejnenie
objavljivanje	uverejňovanie
objavljivanje	uverejnení
objavljivanje	publikácia
objavljivanje	zverejnenie
objavljivanje	zverejňovanie
objavljivanje	uverejňuje
objavljivanje	uverejňovanie
objavljivanje	posielanie
objavljivanje	vydávanie
objavljivanje	publikovanie
objavljivanje	zverejnenie
objavljivanje	uverejňovanie
objavljivanje	vydavateľstvo
nadvojvoda	arcivojvoda
atomi	atómov
bratstva	bratstvá
bratstva	bratstva
bratstva	bratstvo
bratstva	bratstva
bratstva	bratstvo
diktature	diktatúra
diktature	diktatúry
poštovanje	dodržiavanie
poštovanje	rešpektu
poštovanje	rešpektovať
poštovanje	rešpekt
nude	ponúka
nude	ponúkajú
obična	obyčajná
obična	obyčajné
obična	bežný
obična	obyčajný
imanje	panstvo
imanje	majetok
istarski	istrie
rama	rama
zatvara	zavrie
zatvara	uzatvára
zatvara	zatvára
bilja	bylín
bilja	bylinky
mons	mons
ferrari	ferrari
povod	príležitosť
povod	príležitosti
reagira	reaguje
reagira	zareaguje
reagira	reaguje
reagira	odpovedá
reagira	zareaguje
reagira	reaguje
barnard	barnard
dokazuje	preukáže
dokazuje	dokazuje
goveda	dobytka
goveda	dobytok
argentinski	argentínska
komunistički	komunistická
komunistički	komunista
moskvu	moskve
moskvu	moskvy
moskvu	moskva
stavi	daj
obećao	sľúbila
obećao	sľúbili
obećao	sľúbil
zaštićeni	chránené
zaštićeni	chránená
zaštićeni	chránený
hughes	hughes
vidljive	viditeľný
vidljive	viditeľné
vidljive	viditeľná
procese	procesy
procese	procesov
izbjegao	predišlo
izbjegao	vyhnúť
izbjegao	zabránilo
izbjegao	vyhol
curtis	curtis
marx	marx
ujedinjeni	united
ujedinjeni	zjednotená
ujedinjeni	zjednotení
ujedinjeni	spojené
opcija	opcia
opcija	možnosť
opcija	možnost
opcija	voľba
temeljni	zásadný
temeljni	zásadná
ovisnost	závislosť
ovisnost	závislosť
plinovi	plyny
čuvanje	strážiť
čuvanje	stráženie
čuvanje	udržiavanie
tunela	tuneloch
tunela	tunely
tunela	tunelov
dennis	dennis
dennis	denis
arterija	tepny
arterija	artérie
arterija	tepnu
arterija	tepny
arterija	artérie
bor	bor
bor	pine
položio	prešiel
položio	prešli
položio	prešlo
hendrix	hendrix
financija	financií
financija	financovanie
financija	financovať
financija	financie
obljetnica	výročie
lorenzo	lorenzo
apsolutno	úplne
apsolutno	absolútne
salvador	salvador
građanin	občan
građanin	občana
dario	dario
vjerovali	uverili
vjerovali	uveril
vjerovali	verili
vjerovali	veril
vjerovali	verila
vjerovali	dôveryhodné
vjerovali	verila
vjerovali	dôveryhodný
zenica	zenica
radno	práce
radno	dielo
radno	praca
radno	práca
radno	pracovné
radno	pracuje
radno	pracovných
radno	pracovná
radno	práca
radno	pracovné
mirage	mirage
preživjelih	preživších
preživjelih	prežili
preživjelih	neprežil
opisana	opísal
opisana	popísaný
opisana	opísané
opisana	popísané
opisana	opísaná
okružuje	obklopuje
okružuje	okolité
okružuje	okolitých
bantu	bantu
zrakom	vzduchom
makarska	makarska
naučiti	učiť
hebrejski	hebrejčine
albanija	albánsko
albanija	albánska
balada	balada
srbe	srbov
srbe	srbi
wolfgang	wolfgang
aerodrom	letisko
aerodrom	letiskové
aerodrom	letiska
hort	hort
virovitica	virovitica
din	din
din	dekan
din	deana
din	dean
slavenski	slovanská
zastupnici	poslanci
zastupnici	mps
zastupnici	zástupcov
zastupnici	zástupcovia
zastupnici	zákonodarcov
atom	atom
mladu	nevesta
leopard	leopard
lijep	pekny
lijep	pekný
lijep	pekná
lijep	pekne
lijep	pekné
lijep	nice
pijesak	piesok
pijesak	piesku
armenski	arménskej
armenski	arménska
konstantno	plynule
konstantno	nepretržité
konstantno	nepretržitá
konstantno	nepretržite
konstantno	priebežne
konstantno	neprestajne
konstantno	neustále
konstantno	konštantné
konstantno	konštanta
konstantno	konštantný
konstantno	neustále
vaš	tvoje
vaš	váš
vaš	vaša
vaš	vaše
vaš	tvoja
vaš	tvoj
castro	castro
raja	raja
raja	neba
raja	nebesá
raja	nebo
raja	raja
raja	raj
raja	paradise
manastira	kláštorov
full	plné
full	plná
full	plnú
full	full
full	plný
povećan	zvýšený
povećan	zvýšená
povećan	zvýšil
povećan	zvýšenie
povećan	zvýšené
prefektura	prefektúre
opisati	popísať
opisati	opísať
misu	hmota
misu	omšu
misu	hmotnosť
autonomna	autonómna
autonomna	samostatná
autonomna	autonómne
spremnik	nádrž
spremnik	tank
spremnik	nádoba
spremnik	kontajner
spremnik	kontajnery
efekti	efekty
efekti	účinky
efekti	vplyvy
violinu	husle
povjerenstvo	komisia
povjerenstvo	komisie
povjerenstvo	komisii
atmosfera	atmosféru
atmosfera	atmosféry
atmosfera	atmosféra
pristaše	priaznivcov
abraham	abraham
zvezda	hviezda
zvezda	star
zvezda	hviezdička
zvezda	hviezdny
ice	ľadová
ice	ice
ice	lad
ice	ľadový
ice	ľadu
ice	ľad
ice	ľadové
atrakcija	príťažlivosť
atrakcija	atrakcie
atrakcija	zaujímavosti
izjave	vyhlásenia
izjave	výkazy
lipa	pery
litve	litva
litve	litve
liang	liang
staklo	sklenená
staklo	pohár
staklo	sklo
staklo	sklá
staklo	pohárik
lang	lang
biskupi	biskupov
negativno	negatívne
negativno	negatívna
negativno	negatívny
negativno	záporné
prestižnu	prestížnej
biljni	rastlinné
biljni	rastlinný
zapošljava	zamestnáva
prince	princa
prince	princom
prince	prince
prince	princovi
prince	princ
gov	gov
leća	šošovky
leća	šošovky
ponudi	ponúknuť
ponudi	ponuka
ponudi	ponuku
skladišta	skladu
skladišta	skladisko
skladišta	sklad
skladišta	sklade
skladišta	sklady
ikona	ikonu
ikona	ikona
pueblo	pueblo
velebit	velebit
main	hlavné
main	hlavná
main	main
main	hlavný
main	hlavny
usmjerena	cielený
usmjerena	namierené
prikazivanje	ukazovať
prikazivanje	zobrazovanie
zaključuje	uzatvára
pećina	jaskyňu
pećina	jaskyne
pećina	jaskyňa
preci	predkov
preci	predkovia
mehmed	mehmed
dres	dres
dres	drese
dres	jersey
voyager	voyager
ralph	ralph
lišće	odchádza
lišće	listy
lišće	listov
mještani	miestny
mještani	miestni
inspiriran	inšpirovala
inspiriran	inšpiráciu
inspiriran	inšpiroval
lubanja	lebku
lubanja	lebky
lubanja	lebka
proze	prózy
pokrenula	spustený
pokrenula	spustené
pokrenula	spustená
sfr	sfr
mare	mare
projekcija	projekcia
projekcija	prognóza
projekcija	projekcie
projekcija	premietanie
dominik	dominik
dominik	dominic
dominik	dominik
bear	macko
bear	medvedí
bear	bear
bear	medveď
bear	medvedík
kraći	kratšie
kraći	kratšia
kraći	kratší
primirje	prímerie
primirje	prímerie
studiji	štúdiá
obnavlja	obnovuje
obnavlja	obnoví
mitchell	mitchell
kljun	zobák
jasenovac	jasenovac
neprijatelji	nepriateľov
neprijatelji	nepriateľom
neprijatelji	nepriatelia
izložen	odhalený
izložen	vystavená
izložen	odhalené
izložen	vystavený
izložen	vystavené
une	une
tan	tan
luna	luna
zvjezdana	hviezdna
zvjezdana	hviezdny
zabrane	zákazy
fotograf	fotografa
fotograf	fotograf
fotograf	fotografka
greben	útes
alen	allen
alen	alen
božice	bohyne
ain	ain
bože	boh
bože	boha
bože	bože
make	vyrobiť
make	make
make	urobiť
make	aby
mirjana	mirjana
ansambl	komplet
edo	edo
divlji	wild
divlji	divé
divlji	divá
divlji	divoký
divlji	voľne
rijetka	vzácne
rijetka	zriedkavé
rijetka	vzácny
nichols	nichols
bon	bon
singer	speváka
singer	spevák
singer	singer
singer	speváčka
bački	bački
joan	joan
hardcore	hardcore
nila	níle
otpornost	odolnosť
spisateljica	spisovateľ
spisateljica	spisovateľka
ten	tan
otpad	šrotu
otpad	šrot
otpad	odpad
otpad	odpady
otpad	plytvanie
spremni	pripravený
spremni	pripravená
spremni	pripravené
spremni	pripravení
dvorište	dvore
dvorište	dvor
dvorište	dvore
dvorište	dvor
dvorište	lodenica
dvorište	dvore
dvorište	dvor
dvorište	lodenice
pogreške	chyby
pogreške	chýb
pogreške	chyby
pogreške	chýb
lisa	lisa
lisa	lisu
uporište	stronghold
uporište	opory
oslobodio	oslobodil
marsa	marťan
marsa	marse
marsa	mars
kemija	chémia
groba	hrobu
groba	hrobe
groba	hrob
rossi	rossi
marketing	marketing
marketing	obchodovanie
izložena	odhalený
izložena	vystavená
izložena	odhalené
izložena	vystavený
izložena	vystavené
mlijeko	mlieka
mlijeko	mlieko
označeni	označené
označeni	označená
označeni	označený
označeni	označení
znakove	znaky
znakove	znamenia
znakove	príznaky
znakove	značky
legije	légie
počast	hold
počast	pocta
tehničar	technik
tehničar	technika
gljiva	huba
gljiva	huby
generator	generátora
generator	generátor
peruu	peru
ispit	test
ispit	skúška
ispit	skúške
ispit	skúšku
poslužitelj	server
pomak	posunúť
pomak	posun
pomak	vyrovnať
pomak	kompenzácie
pomak	posun
pomak	vyrovnanie
inicijativa	iniciatívu
inicijativa	iniciatívy
inicijativa	iniciatíva
wien	wien
gubitaka	strát
gubitaka	prehry
gubitaka	straty
jabuka	jablko
jabuka	jablkový
jabuka	apple
bihać	bihać
pearl	pearl
pearl	perla
božanstvo	božstvo
božanstvo	božstvo
morris	morris
nastava	výučba
nastava	učenie
nastava	vyučovanie
nastava	triedy
nedavni	najnovšie
nedavni	posledných
nedavni	posledné
nedavni	nedávny
nedavni	nedávne
nedavni	nedávna
vjerska	náboženských
vjerska	náboženské
vjerska	náboženský
vjerska	náboženská
vjerska	veriaci
baterije	batéria
baterije	batérie
baterije	baterka
baterije	akumulátory
baterije	batérie
baterije	batérií
baterije	baterky
meksički	mexické
meksički	mexický
sicilije	sicília
ćelija	cely
ćelija	bunka
ćelija	bunky
ćelija	cele
ćelija	bunku
shvati	porozumieť
shvati	pochopiť
shvati	rozumieť
rothschild	rothschild
uvjerenja	viery
uvjerenja	presvedčenie
uvjerenja	presvedčenia
brojeve	počty
brojeve	čísla
pjevao	sang
pjevao	spievala
pjevao	zaspieval
pjevao	spievali
pjevao	spieval
krater	kráter
vitamin	vitamín
vitamin	vitamínu
aplikacija	prihláška
aplikacija	aplikácia
aplikacija	žiadosť
aplikacija	uplatňovanie
aplikacija	aplikácie
aplikacija	app
aplikacija	aplikácia
aplikacija	aplikácii
aplikacija	aplikáciu
aplikacija	aplikácie
torino	torino
igračke	hračiek
igračke	hračky
šupljine	dutiny
šupljine	dutiny
šupljine	dutín
spašavanje	ukladanie
spašavanje	šetrenie
spašavanje	úspory
spašavanje	úspora
spašavanje	záchrana
spašavanje	záchranné
spašavanje	zachrániť
spašavanje	záchranu
spašavanje	záchranná
wei	wei
stambene	obytných
stambene	obytné
glover	glover
čuda	zázrakov
čuda	zázraky
čuda	zázraky
čuda	divy
dublje	hlbší
dublje	hlbšie
opsada	obliehanie
springs	pružiny
springs	pramene
springs	prameňov
springs	springs
prodor	zlom
prodor	prielom
turista	turistický
turista	turista
turista	turistická
turista	turistické
turista	turistov
turista	turisti
kampanja	kampaň
obveze	povinnosťami
obveze	povinností
obveze	záväzky
obveze	povinnosti
obveze	záväzky
obveze	záväzkov
obveze	povinnosť
obveze	záväzok
mara	mara
odredište	cieľ
drvena	drevené
drvena	drevená
drvena	drevený
drvena	drevených
drvena	wood
drvena	drevo
pošta	mail
pošta	pošta
cska	cska
predavač	lektor
fontana	fontana
fontana	fontána
fontana	fontáne
fontana	fontány
fontana	fontány
sektora	sektor
sektora	odvetvie
sektora	sektorov
sektora	odvetvia
sektora	sektory
faust	faust
duke	duke
duke	vojvoda
boban	boban
andreas	andreas
piramide	pyramída
piramide	pyramídy
piramide	pyramídy
glad	hladomor
glad	hlad
glad	hladu
glad	hlad
zeleno	green
zeleno	zelený
zeleno	zelené
zeleno	zelenú
zeleno	zelená
dick	kokot
izbjeglice	utečencov
izbjeglice	utečencom
izbjeglice	utečenci
senj	senj
spojena	zlúčené
spojena	zlúčený
zastupljenost	reprezentácia
zastupljenost	zastúpenie
zastupljenost	zastupovanie
zastupljenost	zastúpenia
putanje	trasy
putanje	cesty
izumio	vynašiel
izumio	vymyslený
trogir	trogir
izvješća	hlásenia
izvješća	správ
izvješća	správy
zabave	večierky
zabave	strany
varijacije	varianty
varijacije	variácie
varijacije	odchýlky
varijacije	odchýlka
varijacije	variácie
sánchez	sánchez
siriji	sýria
khl	khl
postojeći	existujúce
postojeći	existujúca
postojeći	existujúci
postojeći	existujúcu
postojeći	existujúcich
standardna	štandardný
standardna	štandard
standardna	norma
standardna	štandardné
aluminija	hliníka
aluminija	hliníkové
aluminija	hliník
aluminija	hliníkové
aluminija	hliník
vozi	disk
vozi	pohon
vozi	jazdiť
donald	donald
naredbe	príkazov
naredbe	príkazy
naredbe	objednávky
naredbe	príkazy
naredbe	rozkazy
naredbe	uznesenia
umjetni	umelých
umjetni	umelé
umjetni	umelá
umjetni	umelý
profesionalno	profesionálne
profesionalno	profesionál
profesionalno	odborná
profesionalno	profesionálny
profesionalno	profesionálna
profesionalno	odborne
okus	chut
okus	chuť
okus	chuti
okus	chuť
okus	príchuť
tropske	tropické
tropske	tropického
canis	canis
almanah	almanach
poplava	povodňovej
poplava	záplavy
poplava	povodne
poplava	záplavy
poplava	povodne
sergio	sergio
primjeni	aplikovať
primjeni	použiť
primjeni	uplatniť
tramvaj	električka
tramvaj	vozík
tramvaj	vozíka
tramvaj	vozíku
kraljevsko	kráľovská
kraljevsko	royal
kraljevsko	kráľovský
kraljevsko	kráľovské
sim	sim
sim	sim
bosanskih	bosniansky
leone	leone
leone	leon
probiti	preniknúť
urb	urb
ukratko	krátko
ukratko	stručne
ukratko	krátka
ukratko	krátky
ukratko	krátke
pjevala	sang
pjevala	spievala
pjevala	zaspieval
pjevala	spievali
pjevala	spieval
japansko	japonské
japansko	japonská
japansko	japonci
japansko	japonsky
japansko	japonský
pečat	pečiatka
pečat	známka
pečat	seal
pečat	pečať
pečat	tesnenie
ebert	ebert
prehrane	výživu
prehrane	výživa
prehrane	výživy
natječaj	tender
natječaj	súťaž
violina	husle
maxim	maxim
počinio	spáchané
počinio	zaviazala
počinio	spáchal
