din	fra
forma	form
forma	formen
carol	carol
mici	small
mici	små
mici	småt
mici	lille
astăzi	idag
robert	robert
eliberare	release
eliberare	udslip
eliberare	frigivelse
eliberare	slip
eliberare	udsætning
eliberare	befrielse
eliberare	frigørelse
european	europæisk
european	europæiske
mic	small
mic	små
mic	småt
mic	lille
mic	små
mic	lille
mic	mic
minore	mindreårige
minore	mindreårig
minore	mindre
câștigat	vandt
câștigat	vundet
gen	køn
gen	genre
gen	slægter
gen	slægt
gen	gen
caracterizată	kendetegnet
caracterizată	karakteriseret
caracterizată	karakteriseres
caracterizată	karakteriseret
importante	vigtig
importante	vigtigt
importante	vigtige
aur	guld
aur	gold
luat	indtaget
luat	udtaget
luat	taget
murit	døde
germană	tysk
germană	tysker
germană	tyske
kitt	kitt
orbită	kredsløb
rotație	rotation
rotație	drejning
pol	pol
pol	polak
pol	pæl
pol	stang
lume	world
lume	verden
local	lokalt
local	lokale
local	lokalt
local	lokal
local	local
fapt	fakta
fapt	faktum
fapt	fact
anglia	englands
anglia	england
politică	politik
politică	politik
devine	devine
revista	bladet
revista	tidsskrift
revista	blad
revista	magasin
asta	dette
asta	denne
vasile	vasile
vasile	basse
vasile	basilikum
profesor	professor
profesor	læreren
profesor	lærer
planetelor	planeterne
planetelor	planeter
cinci	fem
acolo	der
lumea	world
lumea	verden
muzică	music
muzică	musik
muzică	musikken
situat	beliggende
situat	lokaliseret
situat	placeret
situat	beliggende
david	david
țara	landet
țara	land
țara	lande
vol	vol
etnică	etnisk
etnică	etniske
centru	centrum
centru	midtpunkt
centru	center
centru	midten
centru	centreret
centru	centret
centru	centrum
centru	centre
centru	center
centru	centreret
istorie	historik
istorie	historie
austria	østrig
districtul	distriktet
districtul	district
districtul	distrikt
altitudine	højde
regatul	kongeriget
regatul	kongerige
conține	indholder
conține	indeholder
activitatea	aktiviteten
activitatea	aktivitet
sultan	sultanen
sultan	sultan
inițial	oprindeligt
inițial	oprindelig
inițial	oprindeligt
inițial	oprindelig
inițial	oprindeligt
inițial	oprindelige
inițial	indledende
inițial	oprindelig
artă	art
artă	kunsten
artă	kunst
numeroase	talrige
body	body
body	lig
body	kroppen
body	krop
imagini	billeder
imagini	billeder
rusia	rusland
rusia	ruslands
spune	sig
domeniul	domæne
școala	skolen
școala	school
școala	skole
polonia	polen
polonia	polens
succes	succes
provincie	provins
provincie	provinsen
studii	undersøgelse
studii	studie
studii	studier
studii	undersøgelser
studii	studier
primar	borgmester
primar	borgmesteren
primar	primære
primar	primært
primar	primær
francez	franskmand
francez	franskmanden
francez	fransk
francez	franskmænd
francez	franskmand
francez	french
francez	franske
privind	kigger
privind	ser
scriitor	forfatter
scriitor	skribent
jean	jean
sistemul	systemet
sistemul	ordning
sistemul	system
începe	start
începe	starter
începe	begynd
ziua	dag
ziua	dagen
ziua	kampdag
sur	sur
single	single
single	enkelt
single	enlige
single	enlig
urmat	fulgte
urmat	efterfulgt
urmat	fulgt
urmat	følges
războiul	krigen
războiul	krig
războiul	war
războiul	krige
world	world
world	verden
xix	xix
internațional	international
internațional	internationalt
internațional	internationale
franceză	fransk
franceză	franskmænd
franceză	franskmand
franceză	french
franceză	franske
pare	synes
william	william
william	vilhelm
ministru	ministeren
ministru	minister
important	vigtig
important	vigtigt
important	vigtige
familie	familien
familie	familie
familie	family
politic	politisk
politic	politisk
chișinău	chișinău
țări	landene
țări	lande
funcția	funktion
funcția	funktionen
jpl	jpl
lucrări	arbejder
lucrări	virker
publicat	offentliggjort
publicat	udkommet
publicat	offentliggjorte
publicat	udgivet
publicat	offentliggøres
mircea	mircea
curs	kursus
probabil	formentlig
probabil	sikkert
probabil	formodentlig
probabil	sandsynligvis
considerat	overvejede
considerat	overvejes
considerat	overvejet
considerat	betragtede
sistem	systemet
sistem	ordning
sistem	system
politice	politisk
sudul	sydlige
sudul	sydpå
sudul	sydlige
sudul	syd
vreme	vejret
vreme	vejr
autor	forfatteren
autor	forfatter
autor	forslagsstiller
autor	ophavsmand
mediu	miljø
mediu	gennemsnitlige
mediu	gennemsnitlig
mediu	gennemsnit
mediu	medium
mediu	mellemstor
mediu	medie
mediu	mediet
prea	også
dezambiguizare	flertydig
spania	spanien
funcție	funktion
funcție	funktionen
categoria	kategori
nivel	niveau
nivel	plan
nivel	level
web	web
web	www
web	spind
top	øverst
top	øverste
top	top
top	toppen
mihail	mikhail
mihail	michael
mihail	mihail
biserică	church
biserică	kirken
biserică	kirke
realizat	indset
realizat	realiseret
realizat	indså
realizat	opnåede
realizat	opnået
realizat	fuldført
realizat	realiserede
realizat	realiseret
realizat	indså
cartea	bogen
cartea	book
cartea	bog
filme	film
filme	film
noua	ny
noua	nyt
noua	nye
căsătorit	gifte
căsătorit	gift
png	png
muzeul	museum
muzeul	museet
city	city
city	byen
city	storby
city	by
afluent	biflod
construit	bygget
construit	byggede
construit	opbygget
construit	indbygget
luptă	battle
luptă	slag
luptă	kamp
luptă	slaget
luptă	kæmpe
luptă	kamp
luptă	kæmp
luptă	slåskamp
unit	forenet
unit	united
unit	forenede
luni	måneder
luni	mandags
luni	mandag
jucat	spillet
jucat	afspillet
jucat	spillede
zone	zoner
zone	områder
zone	arealer
radio	radioen
radio	radio
romano	romano
istorică	historiske
istorică	historisk
istorică	historiske
istorică	historisk
deja	allerede
monument	monument
europene	europæisk
europene	europæiske
fac	laver
dreapta	højre
dreapta	rigtigt
dreapta	ret
moment	moment
moment	øjeblik
componenta	bestanddel
componenta	komponenten
componenta	komponent
cantonul	canton
vârsta	alder
vârsta	alderen
km²	km²
toți	alle
toți	alt
bază	base
bază	basen
bază	basis
ultima	sidste
ultima	sidst
origine	oprindelse
origine	oprindelsessted
recensământ	optælling
recensământ	folketælling
actor	skuespilleren
actor	skuespiller
actor	aktør
literatură	litteratur
literatură	litteraturen
anderson	anderson
veche	gammelt
veche	old
veche	gamle
veche	gammel
les	les
participat	deltog
participat	deltaget
guvernul	regering
guvernul	regeringen
estul	east
estul	østpå
estul	øst
total	samlet
total	totalt
japonia	japan
sibiu	sibiu
petru	petru
petru	peter
conte	tælling
conte	tæller
conte	optælling
conte	greve
conte	tælle
conte	conte
alba	alba
bavaria	bayern
roma	rom
roma	roms
roma	romaer
roma	romaerne
roma	roma
specii	dyrearter
specii	art
specii	dyreart
specii	arter
cupa	kop
cupa	pokalen
cupa	bæger
cupa	cup
bătălia	battle
bătălia	slag
bătălia	kamp
bătălia	slaget
ceva	noget
membri	medlemmer
membri	medlemmerne
calitate	kvalitet
calitate	kvaliteten
scrie	skrive
scrie	skriv
scrie	skriver
euro	euroen
euro	euro
uniunii	union
uniunii	fagforening
uniunii	fagforeningen
uniunii	unionen
scurt	kort
scurt	short
scurt	korte
scurt	kortfattede
scurt	kortfattet
mama	mor
mama	mom
mama	mor
mama	moder
creat	oprettede
creat	skabt
creat	oprettet
campionatul	mesterskabet
campionatul	mesterskab
campionatul	championship
del	del
locuri	pladser
locuri	steder
locuri	pladser
locuri	sæder
uri	uri
mănăstirea	klostret
mănăstirea	kloster
mănăstirea	klosteret
america	america
america	amerika
america	usa
produs	fremstillede
produs	fremstillet
produs	produceret
produs	producerede
produs	vare
produs	produkt
produs	produktet
ultimul	sidste
ultimul	sidst
condus	kørt
condus	drevet
președintele	præsidenten
președintele	formand
președintele	præsident
andrei	andrej
andrei	andrej
andrei	andrei
radu	radu
brazilia	brasilien
brazilia	brasiliens
suceava	suceava
james	james
declarat	erklæret
surse	kilder
obicei	vane
obicei	vaner
compania	selskab
compania	firma
compania	kompagni
compania	virksomhed
etnic	etnisk
etnic	etniske
echipe	holdene
echipe	hold
echipe	teams
sezonul	årstid
sezonul	sæsonen
sezonul	sæson
central	central
central	centralt
dan	dan
unii	nogle
liga	league
liga	ligaen
liga	liga
liga	liga
rol	rolle
loire	loire
brașov	brașov
india	india
india	indien
construită	bygget
construită	byggede
construită	opbygget
construită	indbygget
construită	konstruerede
construită	konstrueret
uniunea	union
uniunea	fagforening
uniunea	fagforeningen
uniunea	unionen
obținut	opnåede
obținut	opnået
obținut	opnåede
obținut	opnået
cărți	kort
cărți	cards
cărți	kortspil
cărți	bøger
opera	opera
opera	operaen
rock	klippe
rock	rokke
rock	sten
rock	rock
zonă	område
zonă	zone
zonă	areal
zonă	område
stil	stil
stil	style
pus	put
pus	sætte
video	videoen
video	video
teatru	teatret
teatru	teater
teatru	biograf
teatru	teatret
teatru	teater
ziarul	avispapir
ziarul	avisen
ziarul	avis
ziarul	dagbladet
www	www
militară	militæret
militară	militære
militară	militær
militară	militært
post	indlæg
post	opslag
post	post
mureș	mureș
românesc	rumænske
românesc	rumænsk
plus	plus
richard	richard
china	porcelæn
china	china
china	kina
codul	koder
codul	kode
codul	koden
administrația	indgivelse
administrația	forvaltning
administrația	administration
fiica	datter
fiica	datteren
scopul	aim
scopul	sigt
scopul	formål
scopul	formal
scopul	mål
situată	beliggende
grupul	gruppe
grupul	group
grupul	gruppen
victor	viktor
victor	victor
michael	michael
londra	london
insula	øen
poziția	position
poziția	stilling
poziția	holdning
poziția	overskrift
charles	charles
forțele	styrkerne
forțele	styrker
forțele	kræfter
albumul	album
albumul	plade
albumul	albummet
diverse	forskellige
diverse	diverse
diverse	forskelligt
intrat	indtastede
intrat	trådte
intrat	indtastet
șase	seks
șase	six
director	direktør
director	instruktør
director	direktøren
director	bestyrelsesmedlem
director	mappe
director	register
director	mappen
website	website
website	hjemmeside
website	webside
website	hjemmesiden
website	websted
militar	militæret
militar	militære
militar	militær
militar	militært
originală	originalt
originală	oprindelige
originală	oprindelig
originală	originale
originală	oprindeligt
originală	original
state	stater
state	staterne
state	stat
state	state
state	delstat
state	tilstand
pop	pop
azi	idag
university	university
university	universitet
university	universitetet
cultural	kulturelle
cultural	kulturel
cultural	kulturelt
trimis	afsendt
trimis	sendes
trimis	sendte
trimis	sendt
bar	bar
henric	henrik
henric	henry
folosite	brugte
folosite	anvendt
folosite	brugt
folosite	udnyttet
jumătate	halvt
jumătate	halvleg
jumătate	halvdelen
jumătate	halv
capitala	hovedstaden
capitala	kapitalen
capitala	hovedstad
capitala	kapital
fizice	fysiske
fizice	fysisk
mexico	mexico
activitate	aktiviteten
activitate	aktivitet
mesa	mesa
sfântul	sankt
sfântul	helgen
sfântul	saint
științe	videnskaber
soția	konen
soția	kone
soția	hustru
metri	målere
metri	meter
metri	meter
imperiului	empire
imperiului	imperiet
imperiului	imperium
centrală	central
centrală	centralt
vii	vii
singur	alene
singur	single
singur	enkelt
singur	enlige
singur	enlig
singur	ensomt
singur	ensom
singur	ensomme
public	offentlighed
public	offentligt
public	offentlige
public	offentligheden
public	offentlig
public	offentligt
nevoie	behov
nevoie	nødvendig
nevoie	påkrævet
oamenii	mennesker
oamenii	mennesker
oamenii	personer
oamenii	folk
oamenii	people
televiziune	tv
televiziune	fjernsynet
televiziune	fjernsyn
curtea	domstolen
curtea	retten
curtea	domstol
probleme	ballade
probleme	problemer
probleme	besvær
probleme	problemer
probleme	spørgsmål
probleme	emner
probleme	problemer
probleme	mærkesager
publice	offentlighed
publice	offentligt
publice	offentlige
publice	offentligheden
publice	offentlig
regia	instrueret
plan	plan
naturale	naturlige
naturale	naturligt
naturale	naturlig
naturale	natural
facultatea	kollegium
facultatea	college
facultatea	fakultet
facultatea	fakultetet
facultatea	fakulteter
pământ	jorden
pământ	earth
pământ	jord
pământ	jordens
pământ	jord
pământ	lander
pământ	land
viena	wien
viena	wiener
houten	houten
principale	vigtigste
principale	main
prim	prime
prim	prim
arte	arts
arte	kunst
alți	andre
alți	andet
seria	serier
seria	serie
seria	serien
dezvoltarea	udviklingen
dezvoltarea	udvikling
direct	lige
direct	straight
direct	direkte
direct	direct
direct	direkte
șef	chef
șef	chief
șef	høvding
palatul	slot
palatul	paladset
palatul	palads
palatul	palace
termenul	term
termenul	benævnelse
altele	andre
altele	andet
altele	andre
carte	bogen
carte	book
carte	bog
auto	auto
auto	automatisk
africa	afrika
religie	religion
religie	religions
minor	mindreårige
minor	mindreårig
minor	mindre
conducerea	management
conducerea	forvaltning
conducerea	ledelsen
conducerea	ledelse
conducerea	lederskab
conducerea	ledelse
asia	asien
asia	asia
final	slutning
final	afslutning
final	slut
final	ende
final	ophør
final	afsluttende
final	endeligt
final	endelige
final	endelig
adus	bragt
adus	bragte
adus	medbragte
para	pærer
para	pære
para	para
următoarea	næste
părți	reservedele
părți	dele
părți	fester
părți	parter
părți	parterne
părți	partier
fratele	broder
fratele	brormand
fratele	brother
fratele	bror
membrii	medlemmer
membrii	medlemmerne
acord	enighed
acord	overenskomst
acord	aftale
ambele	både
ambele	begge
teatrul	teatret
teatrul	teater
teatrul	biograf
teatrul	teatret
teatrul	teater
stânga	venstre
catolici	katolikker
press	press
press	presse
press	tryk
traducere	oversat
traducere	oversættelse
ludovic	louis
ludovic	ludvig
dumnezeu	gud
momentul	moment
momentul	øjeblik
drumul	vejen
drumul	vej
drumul	landevej
evenimente	begivenheder
evenimente	hændelser
evenimente	arrangementer
evenimente	events
evenimente	begivenhederne
district	distriktet
district	district
district	distrikt
und	und
luna	luna
luna	måne
luna	månen
luna	moon
luna	måneder
luna	måneden
luna	måned
publică	offentlighed
publică	offentligt
publică	offentlige
publică	offentligheden
publică	offentlig
publică	offentliggør
publică	offentliggøre
arad	arad
poet	poet
poet	digter
peter	peter
victoria	victoria
fondat	grundlagde
fondat	grundlagt
nivelul	niveau
nivelul	plan
nivelul	level
rus	russeren
rus	russer
rus	russiske
rus	russisk
rus	rus
poartă	gate
poartă	porten
poartă	låge
poartă	port
poartă	slid
poartă	bære
martin	martin
observatorul	overvågningscenter
observatorul	observatoriet
observatorul	observatorium
