から	från
クラブ	klubben
クラブ	klubba
クラブ	klöver
クラブ	klubbar
クラブ	klubbor
クラブ	klubbarna
中央	centrala
中央	centralen
中央	central
中央	centralt
中央	mellersta
中央	centrum
中央	center
中央	mitten
中央	centrumet
中央	centrum
中央	centre
同じ	samma
同じ	detsamma
設立	fastställd
設立	etablerade
設立	inrättad
設立	etablerad
設立	etablerat
設立	införlivande
設立	införlivandet
設立	inrättning
設立	anläggning
設立	etablering
設立	inrättandet
設立	inrättande
考え	tänkande
考え	tänka
考え	funderar
考え	tänker
考え	tänkte
考え	funderingar
考え	tankar
教育	utbildning
プロ	pro
プロ	proffs
設置	montering
設置	installation
設置	anläggning
発表	kungörelse
発表	tillkännagivandet
発表	tillkännagivande
発表	meddelande
小学校	grundläggande
小学校	elementära
小学校	elementär
編集	edit
編集	redigera
編集	redigerar
編集	redigerar
編集	redigera
編集	redigering
編集	ändra
編集	modifiera
シーズン	årstid
シーズン	säsong
シーズン	säsongen
シーズン	seasons
シーズン	årstider
シーズン	säsonger
ファイル	filer
ファイル	akter
ファイル	mappar
ファイル	arkiv
ファイル	file
ファイル	fil
フランス	frankrike
フランス	france
都市	staden
都市	city
都市	ort
都市	stad
都市	orten
都市	städer
都市	orter
都市	resmål
都市	städerna
出版	förlag
出版	förläggare
出版	utgivare
出版	förlag
出版	publicering
出版	publicera
出版	utgivning
出版	publicerar
出版	offentliggörande
出版	publikation
出版	publicering
会社	firma
会社	bestämd
会社	sällskap
会社	bolag
会社	företag
会社	företaget
会社	bolag
会社	företag
世紀	sekel
世紀	århundraden
世紀	sekler
世紀	sekel
世紀	århundrade
世紀	århundradet
ノート	not
ノート	observera
ノート	obs
ノート	anteckning
ノート	anmärkning
ノート	anteckningsböcker
ノート	sedlar
ノート	anteckningar
ノート	noterar
ノート	anmärkningar
ノート	noter
ノート	anteckningsbok
京都	kyoto
社会	sällskapet
社会	samhälle
社会	samhället
社会	samhällen
ドイツ	tyskland
開催	innehas
開催	höll
開催	hölls
開催	hålls
シングル	enda
シングル	ensamstående
シングル	single
シングル	singel
シングル	enstaka
センター	centrum
センター	center
センター	mitten
センター	centrumet
センター	centrum
センター	centre
終了	sluta
終了	avsluta
終了	slutför
終了	avsluta
終了	slutet
終了	end
終了	slut
終了	avsluta
終了	avslutade
終了	klar
終了	avslutat
終了	färdiga
終了	färdig
終了	utgång
終了	utförsel
終了	utträde
終了	avsluta
中心	centrum
中心	center
中心	mitten
中心	centrumet
中心	centrum
中心	centre
内容	innehållet
内容	innehåll
内容	innehållet
内容	innehåll
内容	innehållsförteckning
文化	kulturen
文化	kulturens
文化	kultur
イギリス	england
ドラマ	drama
ドラマ	dramatik
ドラマ	dramat
ドラマ	dramer
さらに	vidare
さらに	ytterligare
中国	china
中国	kina
撮影	fotografering
撮影	fotografi
撮影	filmar
撮影	filma
選手権	mästerskap
選手権	championships
選手権	mästerskap
選手権	championship
選手権	mästerskapet
野球	baseboll
野球	baseball
指定	beteckning
指定	benämning
指定	ange
指定	specificera
指定	precisera
位置	ställning
位置	position
位置	ståndpunkt
位置	befattning
以下	nedan
以下	nedanför
マン	mann
卒業	examen
卒業	examen
卒業	gradering
人物	person
人物	personen
公開	offentliga
公開	offentligt
公開	offentlig
公開	publicera
公開	offentliggöra
北海道	hokkaido
北海道	hokkaidō
最終	senast
最終	senaste
最終	sista
最終	sist
最終	slutliga
最終	final
最終	slutligt
最終	sista
最終	slutgiltigt
最終	slutlig
アニメ	anime
確認	bekräftelse
確認	bekräftar
確認	bekräfta
一般	allmän
一般	allmänna
一般	allmänt
歴史	historia
歴史	historik
歴史	historiken
選挙	val
選挙	val
計画	planeras
計画	planerade
計画	planerad
計画	planerat
計画	planering
計画	planera
計画	planerar
計画	planerar
計画	planen
計画	plan
計画	planera
計画	planerar
計画	planer
経済	ekonomierna
経済	ekonomier
経済	sparsamhet
経済	ekonomin
経済	ekonomi
ページ	sida
ページ	sidan
ページ	page
ページ	sidorna
ページ	sidor
教授	professor
教授	professorn
ラジオ	radion
ラジオ	radio
劇場	theater
劇場	teater
劇場	teatern
劇場	teater
劇場	theatre
グループ	gruppen
グループ	grupp
グループ	gruppera
グループ	grupper
グループ	grupperna
英語	swedish
英語	engelska
女性	kvinnan
女性	woman
女性	kvinna
女性	kvinnliga
女性	hona
女性	kvinnligt
女性	kvinna
女性	kvinnor
地区	distriktet
地区	valdistrikt
地区	distrikt
獲得	tjäna
獲得	förtjäna
得点	score
得点	poäng
コメント	kommentera
コメント	kommentar
コメント	kommenterar
コメント	kommentera
コメント	kommenterade
コメント	kommenterat
コメント	anmärkningar
コメント	kommentarer
コメント	synpunkter
漫画	serier
漫画	komiker
漫画	serietidningar
漫画	manga
他の	andra
他の	övriga
就任	antagande
廃止	avskaffades
廃止	avskaffas
廃止	avskaffade
廃止	avskaffat
廃止	avskaffande
販売	säljer
販売	sälja
販売	försäljning
攻撃	attacker
攻撃	angrepp
攻撃	attentat
攻撃	angrepp
攻撃	attack
攻撃	attackera
攻撃	anfall
攻撃	attentat
サッカー	fotboll
リー	lee
議員	senator
議員	senatorn
全国	rikstäckande
全国	landsomfattande
デビュー	debut
協会	föreningen
協会	förening
協会	association
路線	rutter
フジ	fuji
自分	själv
戦争	kriga
戦争	kriget
戦争	krig
戦争	war
戦争	krigen
戦争	krig
戦争	wars
製作	produktionen
製作	produktion
製作	tillverkning
部分	delen
部分	del
番号	tal
番号	antal
番号	nummer
当初	inledningsvis
当初	initialt
当初	ursprungligen
最初	först
最初	första
受賞	awards
受賞	utmärkelser
受賞	utmärkelse
受賞	tilldelning
期間	löptid
期間	längd
期間	varaktighet
期間	perioden
期間	period
期間	tidsperiod
広島	hiroshima
場所	ställe
場所	place
場所	placera
場所	plats
場所	platsen
場所	läge
場所	plats
場所	platser
場所	ställen
技術	technology
技術	tekniken
技術	teknik
技術	teknologi
海軍	flotta
海軍	navy
海軍	flottan
海軍	marinen
リンク	länk
リンク	länken
リンク	länka
リンク	anknyter
リンク	länkar
合併	samgående
合併	fusion
合併	sammanslagning
合併	fusioner
合併	koncentrationer
合併	sammanslagning
合併	sammanslagningar
道路	vägar
道路	landsväg
道路	road
道路	väg
道路	vägen
特定	specifik
特定	specifika
特定	särskilda
特定	specifikt
特定	specificerat
特定	specificerade
特定	angiven
特定	specificerad
特定	angivet
朝日	asahi
意味	innebörd
意味	betydelse
意味	mening
意味	innebörd
意味	betydelser
システム	systemet
システム	system
システム	system
システム	systems
モデル	modeller
モデル	modellerna
モデル	förlagor
モデル	modellen
モデル	förebild
モデル	model
モデル	förlaga
モデル	modell
対応	korrespondens
列車	träna
列車	tåget
列車	train
列車	tåg
列車	tågen
列車	tåg
建設	byggverksamhet
建設	byggande
建設	konstruktion
とき	när
最後	senast
最後	senaste
最後	sista
最後	sist
科学	vetenskap
科学	naturvetenskap
科学	vetenskapen
理由	anledningar
理由	orsaker
理由	skäl
理由	anledning
理由	förnuft
理由	skäl
理由	orsak
そして	och
一つ	en
一つ	ett
一つ	one
最高	bästa
最高	bäst
ブロック	kvarter
ブロック	blockerar
ブロック	blockeringar
ブロック	block
ブロック	blockera
ブロック	blocket
ブロック	blocka
ブロック	blockering
ブロック	block
車両	fordon
車両	fordon
車両	fordonets
車両	fordonet
自動車	bil
自動車	bil
人口	populationer
人口	befolkningar
人口	populationen
人口	befolkning
人口	befolkningen
人口	folkmängd
人口	population
特に	särskilt
特に	speciellt
特に	särskilt
営業	affärsverksamhet
営業	affärer
営業	business
営業	företag
営業	näringsliv
発生	förekomst
新聞	tidningen
新聞	tidningspapper
新聞	tidning
新聞	dagstidning
新聞	dagstidningar
新聞	tidningar
連続	kontinuitet
連続	kontinuiteten
連続	kontinuerlig
連続	kontinuerliga
連続	fortlöpande
連続	kontinuerligt
政府	regering
政府	regeringen
構成	konfiguration
構成	inställning
構成	sammansättningen
構成	sammansättning
構成	strukturen
構成	struktur
構成	strukturera
構成	konfigurationer
構成	konstellationer
最大	maximal
最大	maximalt
最大	maximum
最大	högsta
最大	största
最大	störst
キャラクター	karaktär
キャラクター	tecken
キャラクター	rollfigur
キャラクター	tecken
キャラクター	figurer
キャラクター	karaktärer
小説	novell
小説	romanen
小説	roman
小説	romaner
小説	noveller
それぞれ	varje
それぞれ	vardera
機関	organen
機関	organ
機関	institution
機関	institutionen
機関	institutioner
機関	institut
機関	institutionerna
参照	hänvisning
参照	referens
参照	hänvisningar
参照	referenser
参照	referera
メンバー	medlem
メンバー	medlemmen
メンバー	ledamot
メンバー	medlemmars
メンバー	medlemmarna
メンバー	medlemmar
メンバー	ledamöter
発行	utfärdat
発行	utfärdad
発行	utfärdade
発行	utgivna
発行	utfärdande
発行	utgivande
発行	utfärdar
発行	utfärdande
発行	utgivande
発行	utgivning
発行	emission
発行	utfärdande
発行	emission
画像	avbildningar
画像	bilder
画像	bilden
画像	bild
画像	avbild
画像	bilden
画像	image
画像	bild
状態	stat
状態	statliga
状態	delstat
状態	statligt
状態	skick
状態	villkor
名称	valör
名称	benämning
名称	namnge
名称	namn
名称	name
名称	namn
ダム	dam
ダム	dammen
ダム	damm
ホーム	hem
ホーム	hemma
ホーム	hemmet
ホーム	home
運行	insats
運行	operation
運行	drift
投稿	inlägg
投稿	publicera
投稿	inlägget
投稿	post
投稿	inlägg
投稿	stolpar
投稿	publicerar
名前	namnge
名前	namn
名前	name
名前	namn
福岡	fukuoka
施設	anläggningar
施設	faciliteter
施設	institution
施設	institutionen
施設	anläggning
調査	undersökningar
調査	enkäter
調査	undersökningen
調査	utredning
調査	undersökning
調査	besiktning
調査	undersökning
調査	enkät
製造	tillverkas
製造	tillverkade
製造	tillverkat
製造	tillverkad
製造	framställt
イタリア	italien
ロシア	ryss
ロシア	ryskt
ロシア	rysk
ロシア	ryska
ロシア	ryssland
独立	självständig
独立	självständiga
独立	oberoende
独立	självständigt
独立	fristående
独立	självständighet
独立	oberoende
独立	självständigt
独立	oavhängighet
独立	independence
物語	monogatari
物語	berättelse
物語	händelse
物語	story
物語	historia
物語	berättelse
神社	helgedom
企画	planering
企画	planera
企画	planerar
サン	san
名古屋	märsta
名古屋	nagoya
通常	normalt
通常	vanligtvis
通常	brukar
通常	vanligtvis
通常	vanligen
通常	oftast
企業	företagsamhet
企業	företagande
企業	näringsliv
企業	företag
企業	enterprise
航空	aviation
航空	luftfart
航空	air
航空	luft
スーパー	super
帝国	imperiet
帝国	imperium
帝国	rike
帝国	empire
トン	ton
トン	ton
トン	massvis
トン	ton
トン	ton
影響	påverkan
影響	inflytande
影響	påverka
影響	influenser
勝利	segrar
勝利	win
勝利	vinst
勝利	vinna
勝利	vinn
勝利	vinner
勝利	vinster
勝利	segrar
勝利	segern
勝利	seger
勝利	segra
勝利	vinna
勝利	vinnande
デザイン	mönster
デザイン	konstruktioner
デザイン	designar
デザイン	designa
デザイン	utformning
デザイン	konstruktion
デザイン	design
デザイン	utforma
デザイン	designa
デザイン	utformning
デザイン	utforma
デザイン	designar
全て	everything
全て	allt
全て	allting
本社	huvudkontor
本社	huvudkontoret
本社	högkvarter
本社	högkvarteret
人間	mänskliga
人間	mänsklig
人間	mänskligt
人間	människa
千葉	chiba
アン	anne
アン	ang
アン	ann
交通	trafik
交通	trafiken
交通	transporter
交通	transport
交通	transporter
交通	transportera
交通	transport
組織	organisation
組織	organisationen
組織	organisering
組織	organisation
組織	organisationen
組織	organisering
構造	strukturerna
構造	konstruktioner
構造	strukturer
構造	strukturen
構造	struktur
構造	strukturera
戦い	battle
戦い	slaget
戦い	kamp
戦い	strid
実施	genomförande
実施	implementering
実施	genomförandet
ここ	här
以前	före
以前	förut
以前	innan
サービス	tjänster
サービス	gudstjänst
サービス	tjänsten
サービス	service
サービス	tjänst
統合	konsolidera
統合	befästa
統合	integrerade
統合	integrerad
統合	integrerat
統合	sammanfoga
統合	sammanfogning
統合	integrering
統合	integration
統合	integrationen
テーマ	teman
テーマ	tema
面積	area
面積	område
面積	området
面積	yta
エンジン	motorns
エンジン	motor
エンジン	motorn
エンジン	motorer
ビル	räkning
ビル	bill
日本語	japansk
日本語	japanska
日本語	japaner
日本語	japanskt
契約	avtal
契約	kontrakt
契約	kontraktet
契約	kontrakt
設定	preferenser
設定	inställningar
設定	inställningar
設定	fälla
設定	konfigurera
設定	konfiguration
設定	konfiguration
設定	inställning
設定	konfigurera
設定	anpassa
ライブ	leva
ライブ	live
ライブ	levande
含む	innehåller
含む	inkluderar
含む	innefattar
含む	ingår
含む	inbegriper
含む	inbegripet
含む	inkluderat
含む	inklusive
専門	expertis
専門	sakkunskap
専門	specialiserade
専門	specialiserat
専門	specialiserad
機能	funktion
機能	funktionen
機能	befattning
機能	funktioner
機能	funktionen
機能	funktionalitet
身長	höjd
身長	höjden
身長	längd
所在地	platser
所在地	platsen
所在地	läge
所在地	plats
完成	färdigställande
完成	komplettering
表記	notation
運転	köra
運転	bilkörning
運転	körning
運転	kör
写真	photo
写真	foto
写真	fotografering
写真	fotografi
写真	fotografera
写真	foto
写真	fotografi
写真	fota
写真	bilden
写真	bild
関連	relevanta
関連	relevant
関連	relaterad
関連	relaterat
関連	släkt
関連	närstående
関連	relaterade
書店	bokhandel
書店	bokhandeln
高い	high
高い	höga
高い	hög
高い	högt
高い	tall
高い	lång
高い	dyra
高い	dyr
高い	dyrt
生産	produktionen
生産	produktion
生産	tillverkning
横浜	yokohama
上の	ovanstående
上の	ovan
上の	ovanför
宇宙	universum
管理	management
管理	ledning
管理	hantering
管理	förvaltning
管理	hantera
バー	stång
バー	galler
バー	bars
バー	barer
バー	bar
ジョン	johannes
ジョン	john
ジョン	johan
部隊	trupp
公園	parkera
公園	parken
公園	park
公園	stadsparken
公園	parker
公園	parks
スポーツ	sporten
スポーツ	sport
スポーツ	idrott
スポーツ	idrotten
スポーツ	sporter
スポーツ	sport
スポーツ	idrott
スポーツ	sports
脚本	manus
脚本	manus
脚本	skript
目的	mål
目的	syften
目的	målsättningar
目的	syftar
目的	syften
目的	syfte
目的	ändamål
目的	målsättning
目的	objektiv
目的	objektivt
生活	life
生活	livet
生活	livstid
生活	liv
カード	kort
カード	cards
カード	kortspel
カード	kort
カード	kortet
基本	grundprinciper
基本	grundprinciperna
基本	grundläggande
基本	grunderna
基本	basics
基本	grundläggande
基本	basic
新潟	niigata
女優	skådespelerskor
女優	aktris
女優	skådespelerska
不明	okända
不明	okänd
不明	okänt
タイトル	rubriker
タイトル	titlar
タイトル	avd
タイトル	avdelning
タイトル	titel
タイトル	rubrik
政治	politik
政治	politiker
電気	el
電気	elektricitet
電気	electric
電気	elektriskt
電気	elektrisk
電気	elektriska
警察	polis
警察	poliser
警察	polisen
作成	skapa
作成	skapar
作成	skapande
作成	skapelsen
作成	skapelse
作成	skapandet
作成	skapad
作成	skapat
作成	skapade
作成	skapats
作成	skapades
ガン	pistol
ガン	gun
予定	planerad
予定	planeras
予定	planerade
予定	planerad
予定	planerat
スター	stjärnan
スター	stjärna
スター	star
経営	management
経営	ledning
経営	hantering
経営	förvaltning
自由	friheten
自由	frihet
自由	freedom
自由	liberty
自由	frihet
自由	gratis
自由	fri
自由	free
自由	ledig
自由	fritt
自由	fria
自由	friheterna
自由	friheter
過去	förbi
過去	förflutet
過去	förflutna
陸軍	arméns
陸軍	arme
陸軍	armén
陸軍	army
陸軍	armé
運営	insats
運営	operation
運営	drift
愛知	aichi
表示	utsikt
表示	vy
表示	visa
社長	president
社長	ordförande
社長	ordföranden
社長	talmannen
社長	talmän
社長	presidenter
団体	organisationer
団体	organisation
団体	organisationen
団体	organisering
工業	industriell
工業	industriellt
工業	industriella
通り	gatan
通り	street
通り	gata
外部	extern
外部	externt
外部	yttre
外部	externa
通信	korrespondens
通信	kommunikation
通信	meddelande
通信	kommunikation
通信	meddelanden
通信	kommunikationer
俳優	aktörer
俳優	skådespelare
俳優	aktris
俳優	skådespelerska
俳優	aktör
俳優	skådespelare
スペシャル	speciellt
スペシャル	särskild
スペシャル	speciell
スペシャル	särskilda
スペシャル	speciella
少年	boy
少年	pojke
少年	gosse
少年	pojk
病院	sjukhus
病院	sjukhuset
病院	sjukhusen
病院	sjukhus
結婚	äktenskap
結婚	äktenskapet
結婚	giftermål
個人	personlig
個人	personliga
個人	personligt
個人	individuell
個人	individuellt
個人	individ
個人	individuella
個人	privatpersoner
個人	individer
区間	intervall
銀行	bank
銀行	bankverksamhet
銀行	bankväsendet
銀行	bank
研究所	institute
研究所	institut
研究所	institutet
主に	främst
主に	huvudsakligen
主に	primärt
主に	främst
主に	huvudsakligen
学園	gakuen
彼女	hon
彼女	she
ニュース	nyheter
ニュース	news
ニュース	nyhet
ニュース	nyheterna
その他	annan
その他	övrig
その他	övriga
その他	andra
その他	övrigt
その他	annat
その他	andra
その他	övriga
ソフト	mjuk
ソフト	mjuka
ソフト	soft
ソフト	mjukt
文学	litteratur
文学	litteraturen
能力	förmågan
能力	förmåga
なし	ingen
なし	inga
なし	utan
江戸	edo
学者	lärd
学者	lärda
国内	inhemsk
国内	inhemskt
国内	inhemska
国内	inrikes
空港	flygplats
空港	flygplatsen
空港	airport
空港	flygplatser
ヨーク	york
高速	snabbt
高速	snabb
高速	snabba
言語	språken
言語	språk
言語	språket
言語	språk
設計	designa
設計	utformning
設計	konstruktion
設計	design
設計	utforma
韓国	sydkorea
韓国	korea
リリース	frigörande
リリース	frisläppande
リリース	utgåva
リリース	släpp
リリース	release
リリース	släppa
リリース	utsläpp
リリース	utgåvor
ベスト	västen
ベスト	väst
ベスト	bästa
ベスト	bäst
現代	nutida
現代	samtida
会議	konferensen
会議	konferens
会議	möten
会議	sammanträden
会議	sammanträde
会議	möte
会議	mötet
バンド	band
バンド	musikgrupp
バンド	band
追加	add
追加	addera
追加	tillfogar
追加	tillfoga
成功	framgångsrika
成功	framgångsrik
成功	lyckad
成功	lyckat
成功	framgångsrikt
成功	framgångar
成功	succé
成功	framgång
移動	drag
移動	flytta
移動	rörliga
移動	flytta
移動	flytt
移動	flyttar
国民	nationella
国民	national
国民	nationellt
国民	nationell
国民	nations
国民	nationen
国民	nation
ファン	fläktar
ファン	fans
ファン	fläkt
ファン	beundrare
ファン	fan
すべて	everything
すべて	allt
すべて	allting
すべて	allt
すべて	alla
山口	yamaguchi
運動	övning
運動	motion
運動	utöva
運動	rörelser
運動	rörelsen
運動	rörelse
運動	förflyttning
環境	omgivning
環境	miljön
環境	miljö
環境	miljöer
環境	omgivningar
発足	invigning
大きな	big
大きな	stora
大きな	stor
大きな	stort
競技	tävling
競技	konkurrens
会長	ordförande
会長	styrelseordförande
会長	ordförande
ヨーロッパ	eu
ヨーロッパ	europe
ヨーロッパ	europa
紹介	introduktion
紹介	inledning
紹介	införande
紹介	införsel
紹介	remiss
形式	blankett
形式	formulär
形式	form
形式	bilda
工場	fabriker
工場	fabrikerna
工場	fabriken
工場	fabrik
工場	factory
相手	motståndare
戦闘	battle
戦闘	slaget
戦闘	kamp
戦闘	strid
戦闘	strid
戦闘	kamp
戦闘	bekämpa
労働	arbetsmarknad
労働	labour
労働	arbetarpartiet
労働	arbetskraft
労働	arbetarpartiet
労働	arbetarnas
労働	arbetskraft
事務所	kontor
事務所	kontoret
事務所	office
限定	limited
限定	begränsat
限定	begränsade
限定	begränsad
データ	data
データ	uppgifter
作戦	insats
作戦	operation
作戦	drift
オリジナル	originalitet
オリジナル	ursprungliga
オリジナル	ursprungligt
オリジナル	originellt
オリジナル	original
オリジナル	ursprunglig
オリジナル	original
可能性	möjligheter
可能性	möjligheterna
可能性	möjligt
可能性	möjlig
可能性	möjliga
可能性	möjlighet
演出	iscensätta
種類	typ
種類	typer
文字	karaktär
文字	tecken
文字	rollfigur
文字	tecken
文字	figurer
文字	karaktärer
大統領	president
大統領	ordförande
大統領	ordföranden
大統領	talmannen
協力	samarbete
指導	vägledning
指導	vägledningen
判断	omdöme
判断	domen
判断	omdöme
連邦	federationen
連邦	federation
ネット	net
ネット	nät
ネット	netto
ネット	nät
共和国	republik
共和国	republiken
引退	pensionera
引退	pensionär
引退	pensionerade
引退	pensionerad
部門	departement
部門	department
部門	avdelning
部門	avdelningen
部門	departementet
産業	industrin
産業	industri
産業	bransch
決勝	slutliga
決勝	final
決勝	slutligt
決勝	sista
決勝	slutgiltigt
決勝	slutlig
プロデューサー	producenter
プロデューサー	producent
系統	anor
誕生	födda
誕生	födslar
誕生	födelse
誕生	födsel
誕生	födseln
指揮	command
指揮	kommando
指揮	kommandot
レース	lopp
レース	race
レース	ras
レース	tävla
レース	tävling
レース	racing
レース	kapplöpning
レース	spetsar
レース	spets
静岡	shizuoka
郵便	mail
郵便	post
郵便	posta
郵便	brev
神奈川	kanagawa
岡山	okayama
埼玉	saitama
項目	poster
カップ	cups
カップ	muggar
カップ	koppar
カップ	kopp
カップ	bägare
カップ	cup
ラン	run
ラン	springa
ラン	kör
ラン	spring
レイ	stråle
レイ	ray
移転	transfer
移転	överföra
移転	överlåtelse
移転	överföring
移転	flyttning
移転	omlokalisering
ほぼ	nästan
ほぼ	nästan
交差点	korsning
交差点	korsningen
イベント	händelser
イベント	evenemang
イベント	händelse
イベント	evenemang
イベント	event
イベント	evenemanget
異なる	avvikande
異なる	olika
異なる	annorlunda
神戸	kobe
カー	kerr
出典	källor
出典	källa
関西	kansai
ほとんど	nästan
行動	uppträdande
行動	beteenden
行動	beteende
行動	uppförande
行動	beteendemässiga
行動	beteenden
行動	beteende
行動	uppförande
重要	viktiga
重要	viktig
重要	viktigt
プロジェクト	projekt
プロジェクト	project
プロジェクト	projicera
プロジェクト	projektet
プロジェクト	projektets
プロジェクト	projekt
九州	kyushu
電車	träna
電車	tåget
電車	train
電車	tåg
電車	tågen
電車	tåg
建築	arkitektur
クラス	klasser
クラス	klasserna
クラス	lektioner
クラス	klass
クラス	klassen
導入	introduktion
導入	inledning
導入	införande
導入	införsel
アジア	asien
アジア	asia
全体	totalt
全体	generellt
全体	överlag
全体	övergripande
全体	hel
全体	hela
タイ	thailand
タイ	tai
普通	ordinarie
普通	vanliga
普通	normalt
普通	normala
普通	normal
一人	en
一人	ett
一人	one
長野	nagano
施行	påtvingade
施行	påtvingat
施行	påtvingad
舞台	stadier
舞台	etapper
舞台	faser
舞台	scen
舞台	etapp
舞台	stadium
舞台	skede
スペイン	spanien
意見	yttrande
意見	yttrandet
意見	opinion
意見	åsikter
意見	yttranden
再び	igen
再び	återigen
発見	upptäck
発見	upptäcker
発見	upptäcka
発見	upptäck
発見	upptäcker
発見	upptäcka
発見	upptäckt
発見	upptäckter
発見	upptäckten
発見	discovery
鈴木	suzuki
ローマ	roman
ローマ	romerska
ローマ	romersk
ローマ	rome
ローマ	rom
ローマ	romer
ローマ	roma
保護	skyddar
保護	skydda
保護	skydda
保護	beskydda
保護	beskydd
保護	skydd
少女	flicka
少女	tjej
試験	prövning
試験	undersökning
試験	examen
試験	examina
多数	många
多数	talrika
反対	emot
反対	mot
反対	motsatsen
反対	mittemot
反対	motsatt
反対	motsatta
きく	ets
作家	författarna
作家	upphovsmän
作家	författare
作家	writer
作家	skribent
作家	författare
作家	författare
作家	författaren
作家	upphovsman
作家	författare
地球	jorden
地球	earth
地球	jord
方法	metoden
方法	metod
特徴	karakteristika
特徴	särdrag
特徴	kännetecken
特徴	egenskaper
特徴	funktioner
特徴	funktionen
