터치스크린	pekskärm
받았습니다	mottagen
받았습니다	mottagna
아키오	akio
블라디보스토크	vladivostok
인플레이션	inflation
인플레이션	inflationen
인질	gisslan
인질	gisslan
켈트	keltiska
후지사와	fujisawa
생태	ekologiska
생태	ekologiskt
생태	ekologisk
증언	vittna
증언	vittnar
증언	vittne
증언	bevittna
증언	vittnesbörd
증언	vittnesmål
트루먼	truman
노보루	noboru
모하마드	mohammad
오마르	omar
축하	firande
축하	högtider
축하	festligheter
축하	firandet
축하	firande
일반인	allmän
일반인	allmänna
일반인	allmänt
싱어	singer
싱어	sångare
싱어	sångerska
바바	baba
관세	tullen
관세	tull
관세	taxa
벨파스트	belfast
잔혹한	grym
잔혹한	grymma
얼라이언스	alliance
얼라이언스	allians
얼라이언스	alliansen
하이드	hyde
벨라	bella
인사이드	inside
인사이드	inomhus
인사이드	inne
인사이드	insidan
인사이드	inuti
네번째	fjärde
제네시스	uppkomst
제네시스	genesis
브릿	brit
잉글리시	swedish
잉글리시	engelska
스쿼시	squash
냉각	kylning
냉각	kyla
냉각	nedkylning
냉각	kylning
레즈비언	lesbiska
레즈비언	flata
레즈비언	lesbisk
레즈비언	lesbiska
차단되었습니다	blockerade
차단되었습니다	blockerat
차단되었습니다	blockeras
차단되었습니다	blockerad
차단되었습니다	spärrad
램프	lykta
램프	lampa
램프	lyktor
램프	lampor
포격	beskjutningen
포격	bombardemang
새크라멘토	sacramento
콴타스	qantas
힉스	hicks
힉스	higgs
영화관	teatrar
영화관	teatrar
영화관	biografer
영화관	theater
영화관	teater
레지옹	legion
레지옹	legionen
깨진	bruten
깨진	broken
깨진	brutet
깨진	trasig
깨진	trasigt
특공대	commando
풀기	utdraget
풀기	utdrag
풀기	extrakt
풀기	extrahera
풀기	löser
풀기	lösa
풀기	lös
딜런	dillon
딜런	dylan
선샤인	sunshine
선샤인	solsken
폴란드어	polskt
폴란드어	polsk
폴란드어	polska
마스터즈	masters
마스터즈	herrar
표본	prov
표본	stickprov
표본	urval
보내기	sändande
보내기	sänder
보내기	skickar
보내기	skicka
보내기	sända
보내기	sänd
보내기	skicka
황소자리	tauri
황소자리	oxe
황소자리	taurus
위조	förfalskare
위조	förfalskning
위조	smitt
위조	förfalskat
위조	förfalskade
위조	förfalskad
위조	förfalskningar
위조	förfalskning
위조	förfalskningar
위조	förfalskning
위조	förfalskade
마사시	masashi
게오르기	georgy
고추	chili
고추	pepper
고추	peppar
고추	paprika
고추	chili
가슴이	kista
가슴이	bröstkorg
가슴이	bröst
가슴이	bröstet
인용된	noterade
인용된	citerade
인용된	citeras
오리엔트	orienten
아나톨리아	anatolien
스탠더드	standarden
스탠더드	standard
스토어	lagrar
스토어	butiker
스토어	förvaras
스토어	lagra
스토어	butiken
스토어	butik
패치	fläckar
패치	plåster
패치	plåster
패치	patch
포트리스	fästningen
포트리스	fästning
탐험	utforskar
탐험	utforska
탐험	upptäcktsresande
탐험	explorer
탐험	expeditionen
탐험	expedition
탐험	utforska
탐험	prospektering
탐험	utforskning
탐험	utforskare
탐험	upptäcktsresande
대처	orka
대처	klarar
대처	thatcher
덕이	doug
클라리넷	klarinett
제레미	jeremy
강아지	valpar
강아지	valpen
강아지	valp
버터	smör
캐피탈	huvudstaden
캐피탈	capitol
캐피탈	huvudstad
캐피탈	kapitalet
캐피탈	capital
캐피탈	huvudstaden
캐피탈	kapital
예언자	profet
예언자	profeten
예언자	profeter
예언자	profeterna
평형	jämvikt
제곱	torg
제곱	square
제곱	fyrkantig
제곱	kvadrat
제곱	fyrkant
제곱	torget
마트	mart
면책	immunitet
앨리슨	allison
앨리슨	alison
쇼팽	chopin
애너하임	anaheim
자동화	automatiska
자동화	automatiserade
자동화	automatiserad
자동화	automatisk
자동화	automatisera
자동화	automatisering
자동화	automatik
나카이	nakai
매력적인	charming
매력적인	charmig
매력적인	charmerande
샤프	skarp
샤프	sharp
샤프	vassa
샤프	skarpa
샤프	skarpt
채워	fylla
채워	fyll
백조자리	cygnus
백조자리	cygni
마나	mana
폴로	polo
포츠머스	portsmouth
기차	träna
기차	tåget
기차	train
기차	tåg
기차	tågen
기차	tåg
강좌	banor
강좌	kurser
쿠키	cookies
쿠키	kakor
쿠키	cookie
쿠키	kaka
이오니아	joniska
복잡도	komplexitet
발명	uppfinna
발명	uppfinner
발명	uppfinning
발명	uppfinningsrikedom
발명	uppfinningar
발명	uppfinningar
발명	uppfinna
발명	uppfinner
발명	uppfann
발명	påhittad
발명	uppfanns
발명	uppfinnare
편견	partisk
편견	partiskhet
편견	fördomar
조지타운	georgetown
버퍼	buffert
버퍼	buffertar
증인	vittnen
증인	vittne
증인	vittne
증인	bevittna
모니카	monica
클라인	klein
응답하라	svara
평화로운	fridfullt
평화로운	fredlig
평화로운	fredligt
평화로운	fridfull
평화로운	fredliga
끝없는	oändlig
끝없는	ändlös
끝없는	oändliga
끝없는	ändlösa
이웃집	granne
이웃집	grannen
더러운	otäck
더러운	smutsig
더러운	smutsiga
더러운	smutsig
더러운	smutsiga
더러운	smutsigt
스프링필드	springfield
부서	departement
부서	department
부서	avdelning
부서	avdelningen
부서	departementet
노드	nod
노드	noder
노드	knutpunkter
박해	förföljelser
박해	förföljelse
박해	förföljelsen
박해	förtryck
바흐	bach
다무라	tamura
발전기	generatorer
발전기	generator
발전기	generatorn
트라이앵글	triangeln
트라이앵글	triangel
욕구	lust
욕구	önskan
욕구	åtrå
욕구	längtan
선포	förklarade
선포	deklarerat
선포	deklarerade
선포	deklarera
선포	deklarerar
바벨	babel
타지키스탄	tadzjikiska
타지키스탄	tadzjikistan
스웨덴어	svenskt
스웨덴어	svensk
스웨덴어	svenska
잠비아	zambia
길거리	gatan
길거리	street
길거리	gata
길거리	gator
길거리	streets
길거리	gatorna
글로리아	gloria
흡혈귀	vampyr
흡혈귀	vampyrer
무엇이든	oavsett
레이아웃	layout
스케치	skisser
스케치	skiss
스케치	teckna
자극	stimulans
자극	stimulans
자극	stimulering
자극	stimuleras
자극	stimulera
자극	stimulerande
자극	stimulerar
자극	irritation
갑옷	rustning
갑옷	pansar
갑옷	rustning
갑옷	pansar
평행	parallell
평행	parallella
평행	parallellt
미드웨이	midway
미드웨이	halvvägs
슈트	dräkt
슈트	kostym
현명한	vist
현명한	klokt
현명한	vis
현명한	klok
현명한	kloka
김치	kimchi
시온	zion
시온	sion
나카하라	nakahara
아스타나	astana
노부유키	nobuyuki
수잔	susan
장례	begravning
장례	begravningen
장례	begravning
아라키	araki
프라이부르크	freiburg
그리스인	greker
그리스인	grekerna
열기	öppna
열기	open
열기	öppet
열기	öppen
열기	öppnas
열기	öppnar
셔틀	färja
셔틀	skyttel
셔틀	skytteln
순교자	martyrer
순교자	martyr
피스	frid
피스	freden
피스	peace
피스	fridens
피스	fred
정밀	noggrannhet
정밀	precision
같음	jämlikar
샌드위치	smörgås
샌드위치	sandwich
샌드위치	mackan
샌드위치	smörgåsar
모의	håna
센타우루스자리	centaurus
센타우루스자리	centauri
에이전시	agentur
에이전시	byrån
에이전시	byrå
바리	bari
아토스	athos
디렉터리	katalogen
디렉터리	katalog
디렉터리	korgar
디렉터리	mappar
디렉터리	kataloger
디렉터리	katalog
디렉터리	korg
디렉터리	mapp
디렉터리	kataloger
떨어지지	hösten
떨어지지	faller
떨어지지	fall
떨어지지	ramla
떨어지지	höst
떨어지지	falla
리어	lear
열정	entusiastisk
열정	entusiasm
열정	entusiastiska
열정	entusiastisk
열정	entusiastiskt
열정	passionerade
열정	passionerad
열정	passionerat
열정	passion
열정	passioner
이동식	flyttbara
예배	tillbedjan
예배	dyrka
예배	gudstjänst
예배	tillbedjan
예배	tillbe
예배	dyrkan
수백만	miljontals
수백만	miljoner
글로브	globe
글로브	globen
기린	giraff
기린	kirin
기린	giraffer
수년	years
수년	åratal
수년	åren
수년	år
아이패드	ipad
파산	bankrutt
파산	bankrutt
파산	konkurs
파산	konkurser
버펄로	buffalo
버펄로	buffel
버펄로	bufflar
무작위로	slumpvis
무작위로	slumpmässigt
무작위로	slumpmässiga
무작위로	random
무작위로	slumpmässigt
무작위로	slumpvis
무작위로	slumpmässig
징병제	värnplikt
배경색	bakgrund
배경색	bakgrunden
이겨	beat
이겨	slå
우울	deprimerad
우울	nedtryckt
우울	deprimerade
우울	deprimerande
우울	melankoli
낙하산	fallskärm
홀로코스트	förintelse
홀로코스트	förintelsen
클론	kloner
클론	klon
디스커버리	upptäckt
디스커버리	upptäckter
디스커버리	upptäckten
디스커버리	discovery
테크	tech
샐리	sally
절약	spara
절약	sparande
절약	sparar
알마티	almaty
곱셈	multiplikation
곱셈	förökning
곱셈	multiplicera
스와	suwa
투르	turer
교정	kalibrering
교정	rättelser
교정	rättelse
교정	korrigering
교정	rättade
교정	korrigerade
교정	korrigerat
교정	rättat
앙투안	antoine
리히텐슈타인	liechtenstein
리히텐슈타인	lichtenstein
변동이	variation
장례식	begravningen
장례식	begravning
장례식	begravningar
오데사	odessa
사모아	samoa
레이먼드	raymond
저널리스트	journalisten
저널리스트	journalist
저널리스트	journalister
차드	tchad
차드	chad
장학금	stipendier
장학금	stipendium
장학금	stipendiet
무하마드	muhammad
무하마드	muhammed
체르노빌	tjernobyl
강력	kraftfull
강력	mäktiga
강력	mäktig
강력	mäktigt
해석학	analytisk
해석학	analytiska
해석학	analytiskt
해석학	analyser
해석학	analys
카사블랑카	casablanca
어디로	var
어디로	där
어디로	vart
커먼즈	underhuset
커먼즈	commons
레지던트	hemmahörande
레지던트	bosatta
레지던트	bosatt
레지던트	invånare
레지던트	boende
레지던트	bosatta
레지던트	hemvist
파라오	faraoner
파라오	farao
소음	buller
소음	oväsen
소음	oljud
소음	brus
소음	oljud
공백	mellanslag
공백	blanksteg
공백	utrymmen
갇힌	fångad
갇힌	fångade
갇힌	instängd
제조사	leverantör
제조사	försäljare
제조사	säljare
제조사	tillverkare
제조사	tillverkaren
레슬리	lesley
레슬리	leslie
에미레이트	emirat
에미레이트	emirates
응원	heja
응원	pigga
응원	cheerleading
학대	missbruk
학대	missbruka
학대	övergrepp
올림포스	olympus
세계화	globalisering
세계화	globaliseringen
에리크	erik
에리크	eric
에리크	erik
퍼레이드	paraden
퍼레이드	parade
퍼레이드	parad
퍼레이드	parader
리버티	liberty
리버티	frihet
로크	locke
투르크메니스탄	turkmenistan
투르크메니스탄	turkmenska
기저	basis
기저	grund
기저	grundval
포위전	belägring
포위전	belägringen
코카콜라	coke
코카콜라	kola
코카콜라	koks
코카콜라	cola
흐른	rinnande
오스트레일리아인	australiensare
화합	harmoni
화합	harmony
포탈	portaler
포탈	portal
포탈	portalen
히브리	hebreiska
맥도날드	mcdonald
맥도날드	mcdonalds
맥도날드	macdonald
맥도날드	mcdonalds
윤리학	etiska
윤리학	etisk
윤리학	etik
브레스트	brest
통치자	härskare
낚시	mete
낚시	fiska
낚시	fisket
낚시	fiskar
낚시	fiske
밀리미터	millimeter
밀리미터	millimeter
밀리미터	millimeters
밀리미터	millimeter
밀리미터	millimeter
노퍽	norfolk
기울여	luta
기울여	lutning
커스텀	anpassade
커스텀	sed
커스텀	anpassad
커스텀	egen
커스텀	anpassat
비참한	eländiga
비참한	olycklig
디랙	dirac
호환성	kompatibilitet
수마트라	sumatra
전망	utsikter
전망	framtidsutsikter
전망	utsikter
전망	outlook
전망	framtidsutsikter
전망	utsikter
메콩	mekong
앨릭스	alex
보나파르트	bonaparte
선덜랜드	värmdö
선덜랜드	sunderland
동정	sympatier
동정	medkänsla
동정	sympati
동정	medkänsla
동정	medlidande
칼리아리	cagliari
전자공학	electronics
전자공학	elektronik
수익	inkomster
수익	inkomst
수익	intäkter
수익	intäkt
수익	avkastning
수익	intäkter
수익	inkomster
수익	intäkter
수익	vinster
수익	vinst
검토하기	översyn
검토하기	granskning
검토하기	granska
검토하기	omprövning
검토하기	recension
랠프	ralf
랠프	ralph
전구	glödlampa
아이오딘	jod
돌연변이	mutagen
돌연변이	mutant
돌연변이	mutation
돌연변이	mutationer
데이지	kajsa
데이지	daisy
토리	tory
토리	tori
무신론	ateism
무신론	ateist
무신론	ateister
실험실	laboratoriet
실험실	laboratorium
실험실	laboratorier
실험실	labb
실험실	labbet
실험실	lab
홈즈	holmes
페레스	peres
페레스	pérez
간지	kanji
플랑드르	flamländska
지우	klart
지우	tydlig
지우	rensa
지우	sudda
지우	radera
반대편	motsatsen
반대편	mittemot
반대편	motsatt
반대편	motsatta
수렴	konvergens
프로그래머	programmerare
프로그래머	programmerare
관광객	turist
관광객	turister
관광객	turisterna
제럴드	gerald
습작	fuktigt
습작	fuktiga
도끼	yxa
도끼	yxan
도끼	yxa
월리스	wallace
재판소	domstolen
재판소	revisionsrätten
재판소	court
재판소	domstol
둘레	omkrets
둘레	omfång
상업용	reklamfilm
상업용	kommersiell
상업용	kommersiella
상업용	kommersiellt
수영장	pooler
수영장	poolen
수영장	pool
수영장	biljard
이민자	invandrade
이민자	invandrare
환영	välkommen
환영	välkomna
데이먼	damon
자발적	frivilliga
자발적	frivilligt
자발적	frivillig
황소	tjur
황소	bull
안달루시아	andalusiska
안달루시아	andalusien
화랑	galleriet
화랑	galleri
스택	stapla
스택	stack
스택	stacks
스택	högar
큐슈	kyushu
에픽	episk
블로거	bloggare
블로거	bloggare
친구들이	kompisar
친구들이	vänner
파인	tall
파인	pine
재무	ekonomiskt
재무	finansiellt
재무	finansiell
재무	finansiella
재무	finans
재무	finanser
재무	finansiering
재무	finansiera
재무	finansierar
치과	tandläkaren
치과	tandläkare
치과	tandläkare
치과	tandvård
치과	tandläkare
치과	tandvård
알렌	alan
인코딩	koda
인코딩	kodning
몰리	mollie
몰리	molly
몰리	morley
트루	tru
화살	pilarna
화살	pilar
화살	pilen
화살	pil
화살	arrow
심리학자	psykolog
섹션	avsnitt
섹션	sektionen
섹션	sektion
섹션	avdelning
섹션	avsnittet
섹션	avsnitt
섹션	sektioner
햄릿	hamlet
구문	fras
구문	syntax
그린란드	grönland
그린란드	grönländska
루브르	louvren
초원	gräsmark
초원	vall
초원	ängen
초원	äng
초원	meadow
무시	ignorera
무시	kasta
무시	kasseras
무시	släng
무시	avvisa
무시	ogilla
무시	avskeda
무시	avfärda
무시	ignoreras
무시	ignorerade
무시	ignorerat
땅콩	nöt
땅콩	muttrar
땅콩	nuts
땅콩	nötter
땅콩	jordnötter
닐스	nils
대표자	ombud
대표자	företrädare
대표자	representativ
대표자	representativt
대표자	representant
가끔은	ibland
미러	speglar
미러	spegel
미러	spegla
다카오카	takaoka
결제	betalar
결제	betala
결제	kassan
결제	avbetalning
결제	betalning
결제	utbetalning
결제	utbetalningar
결제	betalningar
트럼프	trump
갈릴레이	galilei
브룩	brooke
브룩	bäck
브룩	brook
카이사르	caesar
아름답다	vackra
아름답다	vacker
아름답다	vackert
단자	förbindelsen
단자	förbindelse
역설	paradox
역설	paradoxer
불행한	olyckliga
불행한	olycklig
불행한	missnöjd
불행한	olyckligt
불행한	olyckliga
불행한	olycklig
안도라	andorra
마리야	marie
띄어쓰기	avstånd
띄어쓰기	mellanrum
폐기물	avfall
폐기물	avfall
허가서	licens
허가서	körkort
허가서	license
호위함	fregatt
어린시절	barndomen
어린시절	barndom
어린시절	barndoms
어메이징	otroligt
어메이징	fantastiskt
어메이징	amazing
어메이징	fantastiska
어메이징	fantastisk
브렛	brett
알토	alto
올리비아	olivia
브라질리아	brasilia
브라질리아	brasília
칼데라	caldera
켄타	kenta
급한	angeläget
급한	brådskande
급한	akut
솔리드	solid
솔리드	solitt
외할아버지	farfar
외할아버지	morfar
캐머런	cameron
눈물이	tårar
의사소통	kommunikation
의사소통	meddelande
충전	laddning
넓이	breda
넓이	bred
넓이	brett
넓이	wide
베스	beth
임상	klinisk
임상	kliniskt
임상	kliniska
최단	kortaste
최단	kortast
전세	stadga
전세	charter
전세	stadgan
몽키	apan
몽키	apa
몽키	monkey
터빈	turbin
터빈	turbiner
사슴	hjortar
사슴	rådjur
사슴	hjort
시에라	sierra
로건	logan
카와시마	kawashima
기독교인	kristna
소원	önskan
소원	önskar
소원	önska
소원	wish
소원	önskemål
소원	önskar
소원	önskningar
병행	samtidig
병행	samtidiga
존경하는	respekterade
존경하는	respekterat
존경하는	respekteras
존경하는	respekterad
비례	proportionell
비례	proportionerligt
비례	proportionella
비례	proportionerlig
비례	proportionellt
비례	proportionalitet
비례	proportioner
비례	proportion
비례	andel
런타임	runtime
반박	motbevisa
베스트셀러	bästsäljare
베스트셀러	bästsäljande
모니터링	övervakade
모니터링	övervakat
모니터링	övervakas
모니터링	övervakning
모니터링	uppföljning
모니터링	bildskärm
모니터링	övervaka
모니터링	övervakare
모니터링	monitor
오크	orch
엣지	kant
엣지	edge
엣지	kanten
하모니카	munspel
파이썬	python
쓸데없는	värdelös
쓸데없는	värdelöst
쓸데없는	värdelösa
쓸데없는	oanvändbar
난이도	svårighet
난이도	svårigheter
난이도	svårighetsgrad
브룩스	brooke
브룩스	bäckar
브룩스	brooks
나뭇잎	löv
나뭇잎	löven
나뭇잎	blad
나뭇잎	löv
현관	veranda
현관	verandan
미니애폴리스	minneapolis
스바루	subaru
사담	saddam
팟캐스트	podcast
파라	farah
아이디어	uppslag
아이디어	idéer
아이디어	idé
관습	tullen
관습	tull
관습	brukligt
관습	sedvanligt
캐롤라이나	carolina
인터랙티브	interaktiv
인터랙티브	interaktiva
인터랙티브	interaktivt
부상당한	sårad
부상당한	skadad
부상당한	skadade
부상당한	sårade
페널티	påföljd
페널티	straff
합금	legeringar
합금	legering
합금	legeringar
케이시	casey
기꺼이	gladeligen
기꺼이	gärna
퍼거슨	ferguson
수사관	utredare
수사관	utredarna
우회	omväg
우회	kringgå
우회	bypass
드레이크	drake
애니멀	djur
죄수	interner
죄수	fångar
기증	donationer
기증	donation
기증	gåva
훔볼트	humboldt
맬컴	malcolm
푸틴	putin
푸틴	putins
패킷	paket
패킷	packet
다카기	takagi
공학자	ingenjör
프리덤	friheten
