kategória	categorie
narodenia	geboorte
tento	dit
tento	deze
osobnosti	persoonlijkheden
osobnosti	persoonlijkheid
bratislava	bratislava
november	november
november	nov
december	december
december	dec
stal	werden
stal	werd
iba	alleen
iba	enkel
iba	slechts
iba	gewoon
roky	jaar
roky	jaren
oblasti	gebied
oblasti	oppervlakte
oblasti	oppervlakten
oblasti	gebieden
január	januari
súbor	dossier
súbor	bestand
mal	hadden
mal	had
mal	gehad
mal	mal
proti	tegen
apríl	apr
apríl	april
sveta	wereld
bez	zonder
najmä	voornamelijk
najmä	hoofdzakelijk
najmä	vooral
viac	more
viac	meer
február	februari
február	feb
náhľad	preview
náhľad	voorbeeld
mužov	mannen
názov	denominatie
názov	naam
názov	titel
okolo	rondom
okolo	rond
ešte	toch
prvý	eerste
prvý	eerst
text	tekst
máj	mogen
máj	may
máj	mei
máj	mag
máj	moge
slovenskej	slowaakse
slovenskej	slowaaks
spolu	totaal
spolu	samen
preto	vandaar
preto	daarom
tom	tom
majstrovstvá	kampioenschap
majstrovstvá	biatlon
saint	heilige
okrem	behalve
bar	bar
americký	amerikaan
americký	amerikaans
americký	amerikaanse
júl	juli
júl	jul
cez	via
asi	waarschijnlijk
jeden	one
jeden	één
jeden	een
jeden	eén
objavil	ontdekte
objavil	ontdekt
ktorých	wiens
vojny	oorlog
vojny	oorlog
vojny	oorlogen
rok	jaar
ulica	straat
album	album
dátum	datum
žien	vrouwelijke
žien	vrouw
žien	vrouwtje
žien	vrouwelijk
žien	vrouwen
tieto	deze
januára	januari
majú	heb
majú	hebben
toto	dit
toto	deze
toto	toto
ktorí	wie
ktorí	who
všetky	allen
všetky	alle
všetky	allemaal
všetky	alles
francúzsky	frans
francúzsky	fransen
francúzsky	franse
mestá	steden
svoje	its
žije	leeft
žije	levens
žije	woont
český	tsjechische
český	tsjechisch
český	český
často	regelmatig
často	veelvuldig
často	frequent
často	vaak
často	dikwijls
často	vaak
ján	jan
ján	ján
ján	johannes
ján	john
niekoľko	meerdere
niekoľko	verschillende
niekoľko	verscheidene
okres	district
jún	jun
jún	juni
jún	june
šablóny	sjablonen
šablóny	sjabloon
šablóny	template
dnes	vandaag
slovensko	slowakije
pretože	want
pretože	omdat
ani	noch
ani	ani
ani	noch
ktorého	wiens
slovenska	slovenska
nové	nieuw
nové	nieuwe
všetkých	allen
všetkých	alle
všetkých	allemaal
všetkých	alles
štátu	staat
štátu	state
ďalšie	bijkomend
ďalšie	bijkomende
ďalšie	aanvullend
ďalšie	aanvullende
ďalšie	extra
ďalšie	volgende
ďalšie	volgend
ďalšie	overige
ďalšie	andere
ďalšie	ander
ďalšie	overig
ďalšie	verdere
ďalšie	verder
ďalšie	more
ďalšie	meer
tým	team
meno	naam
dve	twee
dve	two
dva	twee
dva	two
mala	hadden
mala	had
mala	gehad
mala	mala
style	stijl
style	style
približne	ongeveer
približne	over
približne	grofweg
približne	ruwweg
približne	ongeveer
táto	dit
táto	deze
prvé	eerste
prvé	eerst
martin	maarten
martin	martin
http	http
tri	tri
tri	drie
tri	three
loire	loire
nich	hen
začal	begonnen
začal	gestart
začal	begon
začal	opgestart
začal	begonnen
začal	begon
praha	praag
stránke	bladzijde
stránke	pagina
film	filmpje
film	film
film	film
spoločnosti	gezelschap
spoločnosti	bedrijf
spoločnosti	onderneming
spoločnosti	bedrijven
peter	petrus
peter	peter
mali	hadden
mali	had
mali	gehad
mali	mali
patrí	behoort
patrí	hoort
slovenská	slowaakse
slovenská	slowaaks
strany	bladzijden
strany	partijen
strany	feestjes
svg	svg
slovensky	engels
slovensky	engelsen
prvá	eerste
prvá	eerst
van	busje
nemecký	duits
nemecký	duitse
storočí	eeuwenlang
storočí	eeuwen
storočí	eeuw
hlavne	voornamelijk
hlavne	hoofdzakelijk
hlavne	vooral
hlavne	voornamelijk
hlavne	hoofdzakelijk
hlavne	meestal
hlavne	vooral
astronóm	astronoom
rod	hengel
rod	idd
rod	rod
bude	will
bude	zal
bude	zullen
titul	titel
kostol	kerk
týchto	deze
republiky	republiek
republiky	republieken
možno	misschien
možno	misschien
ženy	vrouwtjes
ženy	vrouwen
ženy	vrouwen
ďalej	verdere
ďalej	verder
ďalej	volgende
ďalej	volgend
kedy	wanneer
územia	gebieden
územia	gebiedsdelen
územia	grondgebied
územia	territorium
systém	systeem
systém	stelsel
ide	going
ide	gaan
ide	goes
ide	gaat
ide	ide
potok	beek
potok	stroom
potok	stream
latinsky	latijnse
latinsky	latijns
latinsky	latijn
góly	doelstellingen
góly	doelpunten
góly	goals
góly	doelen
spisovateľ	schrijver
spisovateľ	schrijfster
pôvodne	aanvankelijk
pôvodne	oorspronkelijk
súhvezdie	sterrenbeelden
súhvezdie	constellatie
súhvezdie	sterrenbeeld
známy	bekende
známy	gekend
známy	gekende
známy	bekend
známy	kennismaking
známy	kennis
haute	haute
veľkosť	grootte
veľkosť	afmeting
veľkosť	omvang
veľkosť	formaat
veľkosť	maat
john	johannes
john	john
klub	club
objektov	objecten
objektov	voorwerpen
isbn	isbn
slovenské	slowaakse
slovenské	slowaaks
portál	portal
portál	poort
portál	portaal
článok	artikel
ľudí	mensjes
ľudí	mensen
ľudí	mensen
ľudí	personen
územie	grondgebied
územie	territorium
palomar	palomar
možné	mogelijke
možné	mogelijk
zomrel	gestorven
zomrel	overleden
zomrel	stierf
niektoré	enkele
niektoré	sommigen
niektoré	sommige
hudobné	muziek
hudobné	muzikale
hudobné	musical
hudobné	muzikaal
herec	actor
herec	acteur
hry	games
hry	spelletjes
hry	spellen
veľký	large
veľký	groot
veľký	grote
veľký	big
veľký	groot
veľký	grote
života	life
života	leven
septembra	september
kráľ	konings
kráľ	king
kráľ	koning
iii	iii
maďarsku	hongarije
hráči	spelers
vlády	regering
vlády	overheid
vlády	overheden
vlády	regeringen
môžu	kan
môžu	kunt
môžu	kunnen
miest	plaatsen
zároveň	tegelijk
zároveň	tegelijkertijd
zároveň	gelijktijdig
napriek	ondanks
mieste	spot
mieste	site
kráľa	konings
kráľa	king
kráľa	koning
tam	tam
tam	daar
tam	er
spoločnosť	samenleving
spoločnosť	genootschap
spoločnosť	maatschappij
spoločnosť	gezelschap
spoločnosť	bedrijf
spoločnosť	onderneming
oblasť	regio
oblasť	oblast
oblasť	gebied
oblasť	oppervlakte
nej	haar
vek	ouderdom
vek	leeftijd
takmer	bijna
takmer	bijna
štadión	stadion
štadión	stadium
muži	reuen
muži	mannetjes
muži	mannen
októbra	oktober
októbra	october
život	life
život	leven
mája	mogen
mája	may
mája	mei
mája	mag
mája	moge
dňa	dag
dňa	dagje
národné	nationaal
národné	nationale
jozef	jozef
jozef	jozef
jozef	joseph
center	centrum
center	centreren
syn	zoon
syn	son
marca	maart
marca	marcheren
dĺžka	lengte
dĺžka	lengtegraad
augusta	august
augusta	augustus
augusta	augusta
veľké	large
veľké	groot
veľké	grote
veľké	big
veľké	groot
veľké	grote
veľké	veľké
školy	scholen
školy	school
nový	nieuw
nový	nieuwe
nový	nový
obsahuje	bevat
anderson	anderson
správa	verslag
správa	rapporteren
správa	rapport
správa	bericht
správa	boodschap
správa	berichtje
správa	administratie
správa	toediening
štát	land
štát	staat
štát	state
pomocou	gebruiken
hráč	speler
hráč	player
hráč	gamer
banskej	banská
júna	juni
júna	june
kitt	kitt
cesta	pad
cesta	route
cesta	journey
cesta	reis
cesta	manier
cesta	way
cesta	weg
apríla	april
dostal	got
dostal	heb
dostal	kreeg
krajiny	land
krajiny	landschap
krajiny	landen
začala	begonnen
začala	gestart
začala	begon
začala	opgestart
začala	begonnen
začala	begon
ceny	prijzen
žilo	woonde
žilo	leefde
žilo	leefden
číslo	nummer
číslo	aantal
číslo	getal
typ	typ
typ	type
typ	soort
politik	politica
politik	politicus
pyrénées	pyrénées
následne	vervolgens
mesa	ikke
mesa	mesa
košice	košice
košice	kosice
rôznych	diverse
rôznych	verschillende
spojené	united
spojené	verenigde
spojené	verenigd
júla	juli
práve	gewoon
niektorých	enkele
niektorých	sommigen
niektorých	sommige
čas	tijd
prípade	geval
prípade	case
prípade	zaak
novembra	november
víťaz	winnares
víťaz	winnaar
decembra	december
nemecko	duitsland
hlavné	majoor
hlavné	major
hlavné	hoofdvak
hlavné	belangrijkste
hlavné	voornaamste
hlavné	main
galaxia	sterrenstelsel
galaxia	melkwegstelsel
galaxia	galaxy
galaxia	melkweg
awards	prijsuitreiking
awards	awards
awards	onderscheidingen
vrátane	inclusief
vrátane	inclusief
vrátane	inclusieve
hviezdna	stellaire
troch	drie
troch	three
postupne	geleidelijk
práce	werk
práce	arbeid
práce	werken
veľká	large
veľká	groot
veľká	grote
veľká	big
veľká	groot
veľká	grote
veľká	veľká
množstvo	bedrag
množstvo	hoeveelheid
množstvo	kwantiteit
opäť	alweer
opäť	opnieuw
opäť	nogmaals
priezvisko	familienaam
priezvisko	achternaam
otec	pap
otec	vader
otec	pa
otec	papa
otec	paps
otec	vader
com	com
svete	wereld
podobne	evenzo
podobne	evenzo
stránky	sites
stránky	bladzijden
diela	werkt
diela	werken
poloha	positie
poloha	lokatie
poloha	locatie
poloha	ligging
niekedy	soms
typu	typ
typu	type
typu	soort
deň	dag
deň	dagje
houten	houten
druhý	tweede
články	artikelen
články	artikels
vtedy	dan
vtedy	daarna
jedna	one
jedna	één
jedna	een
jedna	eén
každý	iedereen
každý	iedereen
každý	elk
každý	ieder
každý	iedere
každý	elke
každý	elk
každý	ieder
každý	elke
sur	sur
obrázok	foto
obrázok	imago
obrázok	beeld
obrázok	afbeelding
obrázok	figuur
celý	hele
celý	gehele
celý	hele
celý	geheel
obyvateľstva	bevolking
obyvateľstva	populatie
členovia	leden
stále	nog
jednotky	units
jednotky	eenheden
jednotky	troepen
dejiny	geschiedenis
alpes	alpes
priemerný	gemiddelde
priemerný	gemiddeld
priemerný	middelmatige
priemerný	middelmatig
diskusia	discussie
diskusia	discussies
diskusia	discussie
diskusia	debat
keďže	sinds
keďže	sedert
program	programma
program	programmeren
program	agenda
program	programma
gitara	guitar
gitara	gitaar
jedným	one
jedným	één
jedným	een
jedným	eén
článku	artikel
hudobný	muzikale
hudobný	musical
hudobný	muzikaal
kolo	lap
kolo	ronde
kolo	rondje
kolo	round
kolo	rond
začali	begonnen
začali	gestart
začali	begon
začali	opgestart
začali	begonnen
začali	begon
strana	feest
strana	partij
strana	feestje
strana	party
strana	bladzijde
strana	pagina
strana	kant
strana	zijde
strana	side
strana	zijkant
francúzsko	frankrijk
taktiež	ook
obdobia	tijdvakken
obdobia	perioden
obdobia	periodes
dobe	tijd
autor	auteur
autor	schrijver
park	parkeren
park	park
popis	onderschrift
popis	titel
popis	beschrijving
popis	signalement
popis	omschrijving
cena	prijzen
cena	prijs
pravdepodobne	waarschijnlijk
pravdepodobne	waarschijnlijke
pravdepodobne	waarschijnlijk
der	der
nová	nieuw
nová	nieuwe
nová	nová
rieky	rivier
rieky	river
rieky	rivieren
rôzne	diverse
rôzne	verschillende
rôzne	verschillend
rôzne	verschillende
rôzne	anders
rôzne	diversen
rôzne	diverse
rôzne	divers
obdobie	tijdvak
obdobie	periode
škola	school
klubu	club
februára	februari
františek	františek
františek	frans
františek	francis
františek	franciscus
františek	ferenc
albumy	albums
dielo	werk
dielo	arbeid
dielo	werken
nakoniec	uiteindelijk
väčšina	meesten
väčšina	most
väčšina	meeste
väčšina	meest
väčšina	meerderheid
zápasy	wedstrijden
zápasy	lucifers
zápasy	gevechten
zápasy	games
zápasy	spelletjes
zápasy	spellen
neho	hem
turnaj	toernooi
turnaj	tournament
turnaj	tornooi
rovnako	evenzo
rovnako	hetzelfde
rovnako	zelfde
rovnako	same
druh	typ
druh	type
druh	soort
druh	diersoort
druh	diersoorten
druh	soorten
druh	soort
stavby	constructies
stavby	structuren
priamo	rechtdoor
priamo	straight
priamo	recht
priamo	rechtstreeks
priamo	directe
priamo	direct
priamo	rechtstreekse
priamo	rechtstreeks
priamo	direct
metrov	meters
metrov	meter
metrov	meters
metrov	meter
anglický	engels
anglický	engelsen
albumu	album
funkcia	functie
funkcia	kenmerk
funkcia	functie
von	eruit
von	uit
von	out
článkov	artikelen
článkov	artikels
štátov	staten
južnej	zuidelijk
južnej	zuid
južnej	zuiden
piesne	nummers
piesne	liederen
piesne	songs
piesne	liedjes
verzia	versie
hoci	hoewel
hoci	alhoewel
hoci	hoewel
image	imago
image	beeld
image	afbeelding
york	york
rad	serie
rad	reeks
rad	reeksen
rad	series
rad	rad
rad	rij
rad	roei
rad	roeien
rad	row
ktorým	leggen
členom	lid
zatiaľ	toch
zatiaľ	intussen
zatiaľ	ondertussen
výška	hoogte
výška	hoogte
výška	lengte
túto	dit
túto	deze
stav	status
stav	conditie
stav	aandoening
stav	voorwaarde
stav	toestand
william	willem
william	william
png	png
menom	genoemd
menom	genaamd
menom	benoemde
krajine	land
marne	marne
právo	juist
právo	recht
právo	rechts
právo	wet
stretnutie	afspraak
stretnutie	benoeming
stretnutie	aanstelling
stretnutie	ontmoeting
stretnutie	vergadering
stretnutie	meeting
stretnutie	bijeenkomst
stretnutie	vergaderen
stretnutie	weerzien
stretnutie	reünie
stretnutie	hereniging
stretnutie	réunion
oficiálne	ambtenaar
oficiálne	officiële
oficiálne	officieel
oficiálne	officieel
vznikla	ontstond
univerzity	universiteiten
univerzity	universiteit
viacerých	meerdere
viacerých	meervoudige
viacerých	veelvoud
viacerých	meervoudig
tímov	ploegen
tímov	teams
david	david
rozhodca	rechter
rozhodca	judge
rozhodca	oordelen
rozhodca	scheidsrechter
rozhodca	scheidsrechter
rozhodca	ref
bystrici	bystrica
zmysle	betekenis
informácie	info
informácie	gegevens
informácie	informatie
bystrica	bystrica
veľa	veel
veľa	velen
veľa	vele
veľa	veel
veľa	much
dokonca	zelfs
deti	kids
deti	kinderen
deti	kinderen
deti	kindjes
deti	babies
malo	malo
malo	hadden
malo	had
malo	gehad
malo	moet
rakúsko	oostenrijk
znamená	betekend
znamená	betekent
dom	huis
dom	dom
vody	water
vody	wateren
jan	jan
patria	behoren
www	www
vždy	altijd
práva	toestemmingen
práva	rechten
ľudia	mensjes
ľudia	mensen
ľudia	mensen
ľudia	personen
známe	bekende
známe	gekend
známe	gekende
známe	bekend
známe	vertrouwd
známe	bekend
herečka	actrice
hrad	kasteel
menej	minder
menej	minder
hier	games
hier	spelletjes
hier	spellen
bgcolor	bgcolor
známa	bekende
známa	gekend
známa	gekende
známa	bekend
les	bos
les	bossen
les	houtsoorten
les	les
les	woud
les	bos
les	bossen
skôr	liever
skôr	eerder
systému	systeem
systému	stelsel
štyri	four
štyri	vier
zeme	aarde
zeme	earth
lode	schepen
banská	banská
banská	mijnbouw
sám	alone
sám	alleen
básnik	dichter
úplne	absoluut
úplne	volledig
úplne	compleet
dní	dagen
dní	days
ďalší	volgende
ďalší	volgend
skladateľ	songwriter
skladateľ	componist
kto	wie
kto	who
rozdiel	verschil
rozdiel	differentiële
tím	team
družstvo	squad
družstvo	team
družstvo	coöperatie
družstvo	coöperatieve
družstvo	coöperatief
matematik	wiskundige
armády	legers
armády	leger
armády	landmacht
rady	adviezen
rady	advies
rady	raad
mať	heb
mať	hebben
world	wereld
označenie	markering
označenie	markeren
označenie	aanwijzing
označenie	aanduiding
označenie	benaming
označenie	indicatie
označenie	aanduiding
označenie	etikettering
označenie	identificatie
druhá	tweede
mužstvo	mannelijkheid
mužstvo	team
musí	moeten
musí	moet
jazyk	tongue
jazyk	tong
jazyk	taal
jazyk	taalgebruik
obvode	omtrek
obvode	perimeter
priezviská	achternamen
predtým	eerder
predtým	voordien
predtým	vroeger
predtým	voorheen
predtým	voordat
predtým	vóór
finále	finale
finále	finale
finále	finales
open	open
open	openen
činnosť	activiteiten
činnosť	activiteit
činnosť	activiteit
vojna	oorlog
vrch	top
vrch	bovenste
vrch	bovenkant
paul	paulus
paul	paul
seine	seine
súťaže	competities
súťaže	wedstrijden
súťaže	prijsvragen
súťaže	wedstrijden
súťaže	concurrentie
súťaže	mededinging
súťaže	competitie
väčšinou	voornamelijk
väčšinou	hoofdzakelijk
väčšinou	meestal
väčšinou	vooral
ivan	ivan
pracoval	werkte
pracoval	gewerkt
česká	tsjechische
česká	tsjechisch
pas	pas
pas	paspoort
cesty	paden
cesty	routes
cesty	wegen
šírka	breedtegraad
šírka	breedte
základné	essentiële
základné	onmisbaar
základné	essentieel
základné	fundamentele
základné	basic
chránené	beschermde
chránené	beschermd
chránené	beschutte
chránené	beschut
rýchlosť	tarief
rýchlosť	snelheid
rýchlosť	speed
rýchlosť	toerental
pozícia	positie
podarilo	beheerde
podarilo	beheerd
mnoho	veel
mnoho	velen
mnoho	vele
prezident	president
prezident	voorzitter
knihy	boeken
prírodná	natuurlijk
prírodná	natuurlijke
cieľom	aim
cieľom	richten
prahe	praag
študoval	bestudeerde
študoval	studeerde
študoval	bestudeerd
filozof	filosoof
rhône	rhône
spev	gezang
spev	zang
spev	zingen
častí	onderdelen
častí	delen
hral	gespeelde
hral	speelde
hral	afgespeeld
hral	gespeeld
organizácie	organisaties
organizácie	organisatie
organizácie	organisaties
organizácie	organisatie
ostrov	eiland
kráľovstvo	koninkrijk
pavol	pavol
pavol	paulus
pavol	paul
triedy	lessen
triedy	klassen
triedy	klasse
triedy	class
triedy	klas
americká	amerikaan
americká	amerikaans
americká	amerikaanse
hlavný	belangrijkste
hlavný	voornaamste
hlavný	main
vznikol	ontstond
play	speel
play	spelen
play	afspelen
kluby	clubs
najviac	meesten
najviac	most
najviac	meeste
najviac	meest
calais	calais
sídlo	herenhuis
sídlo	hoofdkantoor
sídlo	hoofdkwartier
sídlo	seat
sídlo	zitplaats
sídlo	stoel
sídlo	zetel
člen	lid
vznik	opkomst
karol	karol
druhov	diersoort
druhov	diersoorten
druhov	soorten
druhov	soort
nikdy	nooit
nikdy	never
činnosti	activiteiten
činnosti	activiteit
lebo	want
lebo	omdat
centre	centrum
centre	centreren
centre	centrum
centre	centreren
prevažne	grotendeels
prevažne	voornamelijk
prevažne	hoofdzakelijk
prevažne	voornamelijk
prevažne	hoofdzakelijk
prevažne	meestal
prevažne	vooral
prevažne	overwegend
prevažne	voornamelijk
prevažne	hoofdzakelijk
štáty	staten
štáty	landen
robert	robert
hudba	muziek
dvojhra	singles
dvojhra	vrijgezellen
off	af
cirkvi	kerken
cirkvi	kerk
stupeň	graad
stupeň	graad
michal	michal
michal	michiel
michal	michaël
michal	michael
význam	relevantie
význam	belangrijkheid
význam	belang
význam	betekenis
význam	betekenis
budova	bouwen
malé	kleine
malé	klein
malé	smal
malé	kleine
malé	weinig
malé	little
malé	klein
malé	malé
raz	ooit
raz	eens
jedno	one
jedno	één
jedno	een
jedno	eén
nord	nord
šport	sport
šport	sporten
človek	menselijk
človek	menselijke
človek	mens
človek	man
jean	jean
spevák	zanger
spevák	singer
spevák	zangeres
des	des
pomerne	ietwat
pomerne	enigszins
pomerne	enigzins
pomerne	matig
pomerne	gematigd
pomerne	relatief
polovici	midden
minulosti	voorbij
minulosti	verleden
udalostí	gebeurtenissen
udalostí	evenementen
diel	werkt
diel	werken
ostatné	overige
ostatné	andere
ostatné	ander
ostatné	overig
ostatné	overige
ostatné	andere
ostatné	overigen
ostatné	anderen
cca	ca
cca	cca
skóre	scoren
skóre	score
skóre	scoort
skóre	scores
kultúry	cultuur
kultúry	cultures
kultúry	culturen
black	zwarte
black	black
black	zwart
filmy	films
filmy	films
filmy	bioscoop
stanice	stations
rock	rotsen
rock	rots
rock	steen
rock	rock
české	tsjechische
české	tsjechisch
české	české
napísal	schriftelijke
napísal	geschreven
napísal	schreven
napísal	schreef
dal	dal
dal	gaf
liga	league
liga	liga
liga	liga
funkcie	functie
funkcie	functies
funkcie	functies
funkcie	kenmerken
matka	moeder
matka	moedertje
stalo	gebeurde
kategórie	categorie
kategórie	categorieën
republika	republiek
rodiny	families
rodiny	gezinnen
najlepší	best
najlepší	beste
pieseň	nummer
pieseň	song
pieseň	zang
pieseň	lied
pieseň	liedje
univerzite	universiteit
juraj	juraj
hrá	speelt
hrá	toneelstukken
futbalista	voetballer
futbalista	profvoetballer
niekoľkých	meerdere
niekoľkých	verschillende
niekoľkých	verscheidene
centrum	centrum
centrum	centrum
centrum	centreren
centrum	centrum
centrum	centreren
druhy	diersoort
druhy	diersoorten
druhy	soorten
druhy	soort
federácie	federatie
federácie	federaties
mohol	kan
mohol	kon
moselle	moselle
rieka	rivier
rieka	river
richard	richard
najprv	eerste
najprv	eerst
rusko	rusland
data	gegevens
data	data
hokej	ijshockey
hokej	hockey
miliónov	miljoen
miliónov	miljoenen
doby	tijdvakken
doby	perioden
doby	periodes
najčastejšie	voornamelijk
najčastejšie	hoofdzakelijk
najčastejšie	meestal
najčastejšie	vooral
top	top
top	bovenste
top	bovenkant
silla	silla
herschel	herschel
skladba	nummer
skladba	song
skladba	zang
skladba	lied
skladba	liedje
ríše	rijken
ríše	keizerrijk
ríše	rijk
ríše	imperium
ríše	empire
city	stad
city	gevoelens
účasti	deelneming
účasti	participatie
účasti	deelname
skladby	nummers
skladby	tracks
skladby	sporen
skladby	rupsbanden
skladby	nummers
skladby	liederen
skladby	songs
skladby	liedjes
získala	verkregen
získala	verworven
získala	behaald
získala	verkregen
získala	ontvangen
mape	plattegrond
mape	kaart
most	brug
most	bridge
dobre	lekker
dobre	goed
dobre	oké
dobre	oke
ulice	straatjes
ulice	straat
ulice	straten
mapa	plattegrond
mapa	kaart
vladimír	vladimír
vladimír	vladimir
sily	sterkte
sily	kracht
sily	forces
sily	krachten
súčasť	deel
súčasť	gedeelte
súčasť	bestanddeel
súčasť	onderdeel
súčasť	component
členov	leden
fyzik	fysicus
fyzik	natuurkundige
mená	namen
mená	voornamen
powiat	county
powiat	graafschap
domov	thuis
domov	home
domov	huis
domov	startpagina
významné	significant
krajina	land
krajina	landschap
budovy	bouwen
budovy	gebouwen
milan	milaan
kým	till
kým	terwijl
kým	tot
lat	lat
taliansko	italië
model	model
university	universiteit
prípadne	mogelijk
km²	km²
hviezdy	sterren
miesta	plaatsen
miesta	locaties
projekt	project
kniha	boek
viacero	meerdere
viacero	verschillende
viacero	verscheidene
viacero	meerdere
viacero	meervoudige
viacero	veelvoud
viacero	meervoudig
mária	mária
mária	mary
mária	maria
mária	marie
mária	marja
mária	maria
niečo	iets
motor	engine
motor	motor
motor	motorische
motor	motor
celkom	totaal
názvy	titels
názvy	namen
krajín	landen
james	james
james	jacobus
vedie	leads
vedie	leidt
založené	gegrond
založené	opgericht
založené	gesticht
založené	gebaseerd
európskej	europese
európskej	europees
pohár	glas
pohár	glazen
pohár	kopje
pohár	beker
jednotlivých	individu
jednotlivých	individueel
manželka	echtgenoot
manželka	echtgenote
manželka	vrouw
manželka	echtgenote
mohli	kan
mohli	kon
nobelovej	nobel
music	muziek
divadlo	bioscoop
divadlo	theater
divadlo	theater
malý	kleine
malý	klein
malý	smal
malý	kleine
malý	weinig
malý	little
malý	klein
seba	mijzelf
seba	zelf
seba	mezelf
seba	ikzelf
seba	jezelf
seba	jijzelf
seba	uzelf
vplyv	impact
vplyv	inslag
vplyv	effect
vplyv	botsing
vplyv	beïnvloeden
vplyv	invloed
vplyv	beïnvloeding
vplyv	effect
štefan	stephen
štefan	štefan
štefan	stefan
štefan	stepan
mimo	buiten
mimo	buitenkant
michael	michiel
michael	michaël
michael	michael
existuje	bestaat
celkovo	totaal
celkovo	globaal
zákon	wet
vodné	water
avšak	echter
sts	sts
nástroje	instrumenten
nástroje	tools
nástroje	gereedschap
nástroje	gereedschappen
nástroje	hulpmiddelen
nástroje	nutsvoorzieningen
nástroje	nutsbedrijven
hmotnosť	mass
hmotnosť	massa
hmotnosť	gewicht
vpravo	juist
vpravo	recht
vpravo	rechts
stanica	station
saône	saône
bývalý	voormalig
bývalý	voormalige
garonne	garonne
tvar	shape
tvar	vorm
jednotka	squad
jednotka	team
jednotka	eenheid
jednotka	unit
založená	gegrond
založená	opgericht
založená	gesticht
založená	gebaseerd
taliansky	italiaanse
taliansky	italiaan
taliansky	italiaans
pohľad	weergave
pohľad	uitzicht
pohľad	bekijk
pohľad	bekijken
records	records
alexander	aleksandr
alexander	alexander
ruský	russisch
ruský	rus
ruský	russische
vzhľadom	overwegen
vzhľadom	gegeven
teraz	nu
všetko	alles
všetko	allen
všetko	alle
všetko	allemaal
všetko	alles
homo	homo
côte	côte
iný	verschillend
iný	verschillende
iný	anders
iný	overige
iný	andere
iný	ander
iný	overig
iný	overige
iný	andere
iný	overigen
iný	anderen
povrchu	bovengronds
povrchu	oppervlak
týmto	hierbij
veku	ouderdom
veku	leeftijd
britský	britten
britský	britse
britský	brits
služby	diensten
služby	dienstverlening
služby	dienst
služby	service
#aaa	#aaa
márie	marie
márie	mary
márie	maria
zem	aarde
zem	earth
zem	grond
kostola	kerk
vrátil	teruggegeven
vrátil	teruggekeerd
vrátil	geretourneerd
vrátil	teruggestuurd
loď	schip
loď	boot
tréner	trainer
tréner	opleider
tréner	trainer
