stregone	ساحر.
nozione	اندازہ
nozione	تصوّر
nozione	رجحان
riparazioni	پہنچ.
riparazioni	شہرت
riparazioni	چرچا.
riparazioni	سدھارنا
riparazioni	رجوع
riparazioni	رسائی
riparazioni	مرجع
riparazioni	مقبولیت
progettare	عّیار
credenze	اعتماد.
lampada	چمکنا.
lampada	دیکھنا.
militanza	جارحیت
sopportare	قائم
must	بوسیدگی
must	پھپھوند.
adotta	اپنانا
adotta	گودلینا.
adotta	(رپورٹ
industrial	صنعتی.
esplorare	جستجو
esplorare	تفتیش
cut	ٹکڑے
cut	چاقو
cut	نگینے
cut	قیمت
cut	کٹوتی
cut	فلم
cut	انقطاع.
cut	کمیشن
cut	دوڑنا.
cut	ملانا.
cut	کاٹنے
cut	بالوں
cut	ڈرامے
cut	کنجی
cut	ٹکڑے
cut	چاقو
cut	نگینے
cut	قیمت
cut	کٹوتی
cut	فلم
cut	انقطاع.
cut	تراشنا
cut	کمیشن
cut	دوڑنا.
cut	ملانا.
cut	کاٹنے
cut	بالوں
cut	ڈرامے
cut	کنجی
stern	دنبالہ.
stern	درشت
stern	پشت.
stern	پچھاڑی
ridge	مگری
ridge	کھجورا
umido	بھیگا.
umido	مایوسی
umido	بھیگا.
umido	مایوسی
umido	نم
umido	بھیگا
umido	شراب
umido	(پینٹ
umido	تری
umido	متوڑا
umido	برسات
umido	مریل
umido	فضول.
umido	(ملک
umido	بھگونا
umido	رطوبت.
umido	مشروب.
umido	گیلا
umido	نمی
terremoti	ہنگامہ.
terremoti	ہلچل
terremoti	ہنگامہ.
terremoti	ہلچل
terremoti	زلزلہ
marna	میرا.
coincidenza	توارد
irregolari	اصول
irregolari	مستقل
irregolari	استثنائی
paternità	نژاد
paternità	پدریت
paternità	ابویت
paternità	اصلیت.
paternità	باپتا.
paternità	اَبوت
doppi	دولا
doppi	توام
doppi	موڑنا
doppi	جوڑا
doppi	دوڑنا.
doppi	مثنیٰ
doppi	جڑواں
doppi	دوتا.
doppi	مضاعف
doppi	بھوت.
doppi	زوج
purple	ارغوانی
vandalo	اسپین
ribalta	تڑاقا
ribalta	پھٹکارنا.
ribalta	چٹکی
ribalta	چٹاخا.
ribalta	الٹاکرنا.
stereo	بیّن.
stereo	مجسّم
iraniano	پشتو
iraniano	ایرانی
armonico	متوازن
armonico	مترنم
armonico	ہموار
armonico	وزن
matura	مطالبہ)
matura	پختہ
matura	فہمیدہ
matura	رسیدہ
matura	سنجیدہ
matura	رسیدہ.
matura	مطالبہ)
matura	پختہ
matura	فہمیدہ
matura	رسیدہ
matura	سنجیدہ
matura	بالغ
matura	رسیدہ.
duck	دُبکنا
duck	بچنا
duck	پیارے
metabolismo	استحالہ
metabolismo	تحوّل
metabolismo	تحوّلی
uranio	یورینیم
bionda	بھورے
tartaruga	کچھوا
tartaruga	کچھوا
attraversamento	چوراہا.
slow	تدریجی
slow	سست.
slow	متأمل
slow	مندا
slow	تدریجی
slow	سست.
slow	متأمل
musulmana	مسلم.
precursore	نقیب
precursore	نقیب
caverna	غار
caverna	غار
diagramma	نقشہ
pescatore	نوکا.
finiti	غائب
finiti	جمع
agnello	مسکین
magiche	پُراسرار
magiche	طلسمی
magiche	جادوئی.
magiche	ساحرانہ.
cantate	گنگنانا
cantate	(ہوا
cantate	گانا
cantate	گنگنانا
cantate	(ہوا
moss	کائی
aspirazione	امنگ.
aspirazione	تنفس.
malese	ملائی.
vola	کتا.
vola	پرواز
vola	گھڑی
vola	سیانا
vola	ہشیار
vola	اڑنا
vola	لانگنا.
vola	مکھی
vola	طیران
vola	کتا.
vola	مگس
vola	پرواز
vola	گھڑی
vola	سیانا
vola	ہشیار
vola	اڑنا
vola	لانگنا.
vola	مکھی
vola	طیران
prevalere	رائج
prevalere	ورغلانا.
prevalere	رواں
disuso	چھوڑدینا
disuso	موقوفی
orientalista	مستشرق
modeste	شائستہ
modeste	معتدل
modeste	جھینپو
modeste	مہذب.
modeste	شائستہ
modeste	معتدل
modeste	شرمیلا
modeste	جھینپو
modeste	مہذب.
torta	انڈا
torta	مکھن
torta	افراتفری.
win	free
win	شرط
win	فتح.
win	کھیل
sultanato	سلطنت
escape	(گیس
escape	(وعدے
escape	(خطرے
escape	بچاؤ
chaos	انتشار
chaos	بدنظمی
chaos	افراتفری
chaos	انتشار
chaos	بدنظمی
restrizioni	حائلشے.
restrizioni	رکاوٹ
restrizioni	مزاحمت
restrizioni	پابندی
restrizioni	حائلشے.
restrizioni	رکاوٹ
restrizioni	تحدید
restrizioni	مزاحمت
holding	حصص
tira	پٹانا
tira	پہنچ.
tira	کشش.
tira	روکنے
tira	کسالا
tira	چلنا
tira	محنت
kitty	بلوٹا
kitty	بلونگڑا
comodo	کارآمد.
svantaggio	بندش
svantaggio	رکاوٹ
svantaggio	نقصان
lattea	دودھیا
lattea	نحیف
copiare	مثل
copiare	مثنّیٰ
copiare	نسخہ
copiare	نقّالی
copiare	چربہ
copiare	نقل
copiare	مثل
copiare	مثنّیٰ
copiare	نسخہ
copiare	نقّالی
stringa	حروف
stringa	جکڑنا.
enigma	چیستاں
enigma	متناقضہ.
colla	چپکو.
colla	چپکانے
colla	ملصق
colla	جوڑنے
colla	چپکانا.
benedetta	مردود
benedetta	مرحوم
benedetta	ملعون
benedetta	مقّدس.
benedetta	مغفور
eddy	گردِاب.
eddy	بگولا.
eddy	بھنور
eddy	گردِاب.
eddy	بگولا.
spie	جاسوس
spie	مخبر
intima	ذاتی
intima	(ملاوٹ
intima	نجی
intima	لازمی
intima	خلقی.
intima	فطری
intima	یگانگت.
intima	ذاتی
intima	(ملاوٹ
intima	نجی
intima	لازمی
intima	مانوس
intima	خلقی.
intima	فطری
intima	یگانگت.
teschio	کھوپڑی
teschio	سر
teschio	کھوپڑی
collisione	تصادم
collisione	ٹکّر
collisione	تصادم
pensate	غور
pensate	(بعدہ
pensate	فکر
pensate	سوچ.
superamento	ابلنا
superamento	مصارف
superamento	وسعت.
superamento	(وقت
care	خبرداری
care	توجہ
care	پریشانی.
care	for
care	تحفظ
care	احتیاط
care	فکر
medusa	ڈھیلا
medusa	کمزور
immaginaria	خیالی
think	غور
think	(بعدہ
think	فکر
think	سوچ.
peccati	نامعقول
peccati	گناہ
peccati	اثم
peccati	نامعقول
peccati	پاپ
peccati	گناہ
peccati	اثم
proroga	تطاول
proroga	بڑھانے
proroga	اضافہ
proroga	حدود.
proroga	وسعت
proroga	توسیع
proroga	طوالت.
proroga	پھیلاؤ
proroga	پہنائی
disagio	تکلیف
patate	چھید
pack	بھرتی
pack	خصوصاً
pack	(تھئیٹر
pack	گلّہ
pack	لپیٹنا.
pack	بنڈل
pack	مٹّھا
pack	ٹکڑی
pack	غول
pack	ٹولا
pack	گروہ.
pack	پیکٹ
amaro	کڑوا
amaro	کڑوا
amaro	تلخ
scalare	صعود.
scalare	چڑھائی
scalare	چڑھنا.
scalare	غیرسمتی
scalare	میزانی
scalare	عددی
epic	عظیم
epic	بہادرانہ.
epic	زبردست
epic	عظیم
epic	بہادرانہ.
epic	زبردست
epic	رزمیہ
acri	میدان.
acri	ایکڑ.
sacrifici	نیاز.
sacrifici	وارنا.
sacrifici	بلیدان
sacrifici	نیاز.
sacrifici	وارنا.
pantera	پوما
pantera	تیندوا
trave	شہتیر
trave	بَلّی
apprendista	مبتدی
colomba	معصوم
colomba	قمری
colomba	فاختہ.
colomba	بھولا
partecipante	شریک
prontamente	فوراً
salsa	گستاخی
salsa	اچار
generica	جینس
generica	جینی.
eleggere	ممتاز
eleggere	چنیدہ
eleggere	منتخب
ricchezze	بہبود
ricchezze	ثروت.
ricchezze	دولت
ricchezze	(بعدہ
ricchezze	توانگری.
ricchezze	فلاح
bear	ریچھ
bear	بھالو
bear	موجب
bear	بوجھ
bear	جننا
bear	ریچھ
bear	بھالو
bear	بھوگنا
bear	موجب
bear	بوجھ
egizia	مصری
istruttore	اخوند.
istruttore	معلّم
istruttore	استاد
istruttore	آموزگار
satana	ابلیس
satana	شیطان
grafici	تشکیلات
grafici	اَشکالیات
incerto	غیریقینی
incerto	غیرواضح
incerto	متلون
assicurazione	بیمہ.
produttiva	خلّاق
produttiva	(بعدہ
doveri	برآمد
doveri	سعادتمندی
doveri	برآمد
doveri	سعادتمندی
doveri	محصول
idol	آسیب.
idol	دیوتا
orlo	حاشیہ
orlo	اٹکنا.
orlo	گوٹ.
orlo	کڑاڑا
orlo	کنارہ
orlo	گھاٹی
orlo	کگر
orlo	کڑاڑا
orlo	دہانہ
orlo	کنارہ
orlo	گھاٹی
orlo	کگر
orlo	چھجّا
orlo	غار
orlo	دہانہ
orlo	چھجّا
orlo	غار
orlo	لب
orlo	دہانہ
quintetto	پنجہ
quintetto	خمسہ
dipingere	روغن
dipingere	غازہ
dipingere	سرخی
oscuri	مخفی
oscuri	ناصاف.
oscuri	تاریک.
oscuri	مبہم
oscuri	دُھندلا
scenari	فلم
originalità	اپج.
originalità	تازگی
originalità	ابداء
originalità	اپج.
originalità	تازگی
originalità	بداعت
originalità	ابداء
indurre	بلانا
spettacolare	وقیع
spettacolare	نمایاں.
spettacolare	غیرمعمولی
porno	فحاشی
porno	فحش
porno	عریاں
porno	ہزلیہ.
didattico	ناصحانہ
didattico	علمی
didattico	معلمانہ
banale	معمولی
banale	فرسودہ
banale	فرسودہ
banale	ادنیٰ
preferenza	برتری
preferenza	مرجح.
preferenza	برتری
preferenza	ترجیح
preferenza	مرجح.
riprodurre	دہرانا
momentaneamente	عارضی
chat	(chatted
dolori	چوٹ
dolori	کرب
dolori	کوشش
dolori	اندوہ.
liscia	(نقشے
liscia	over
liscia	متوازن.
liscia	یکساں
liscia	یکسار
liscia	جھرّیوں
liscia	معتدل
liscia	down
liscia	دھچکے
liscia	چکنا.
liscia	مؤدب
liscia	(نقشے
liscia	over
liscia	متوازن.
liscia	یکساں
liscia	یکسار
liscia	جھرّیوں
liscia	معتدل
liscia	down
liscia	ہموار
liscia	دھچکے
liscia	چکنا.
liscia	مؤدب
asciutto	سادہ
asciutto	اڑنے
asciutto	یبوس
asciutto	(ملک
asciutto	خشک
asciutto	سوکھی.
asciutto	رُوکھا
asciutto	سادہ
asciutto	سُوکھا
asciutto	اڑنے
asciutto	یبوس
asciutto	(ملک
asciutto	خشک
asciutto	سوکھی.
musulmano	مسلم.
correttezza	انصاف
correttezza	حق
acustico	صوتیات
acustico	سمعی
acustico	صوتی.
acustico	سمعیات-
spontaneamente	فطری
spontaneamente	جبلی
santità	تقدس
santità	پاکی.
santità	حرمت
santità	تحریم
santità	پاکیزگی.
santità	تقدس
santità	متبرک
manico	قبضہ
manico	چلانا.
manico	ہلانا
manico	دستہ
ion	رواں.
ion	اِیون
concentrarsi	تقریب
concentrarsi	دلچسپی
degni	حضرت
degni	معزز
degni	حضرت
degni	لائق
degni	معزز
separare	کچدھات
separare	کاٹنا
separare	(بعدہ
separare	چھنٹائی
separare	الگ
separare	کچدھات
separare	کاٹنا
separare	(بعدہ
separare	چھنٹائی
separare	جداگانہ
sordi	وزن
sordi	اصم
legname	بن.
legname	past
riporto	مضمر
riporto	گھسنا.
riporto	ٹپّا.
riporto	مضمن
riporto	پہنچانا
riporto	مضمر
riporto	گھسنا.
riporto	ٹپّا.
riporto	مضمن
monaca	راہبہ.
lot	پانسہ
lot	قسمت
lot	مقسوم.
lot	تقدیر
lot	پانسہ
lot	قسمت
lot	مقسوم.
affiliati	اپنایا
carpenter	نجّار
carpenter	بڑھئی
carpenter	ترکھان
alluvione	(بارش
alluvione	جوار
alluvione	سمندر.
alluvione	اُچھال.
alluvione	طغیانی
alluvione	سینچنا
alluvione	دریا
alluvione	نہر
alluvione	مد
ruba	چوری.
ruba	in
ruba	(بعدہ
ruba	سرقہ
mangia	قلیل
mangia	at
mangia	رگڑ
mangia	ستانا
mangia	نگلنا
mangia	چبانا
mangia	خوراک
penetrare	into
penetrare	(اندھیرے
penetrare	حسّاس
penetrare	ذکی
favola	مشہور
favola	روایتی.
favola	روایات.
udienza	اظہارات
purezza	پاک.
purezza	طہارت.
purezza	صفائی
purezza	پاکیزگی
purezza	پاک.
purezza	طہارت.
tirare	پٹانا
tirare	پہنچ.
tirare	کشش.
tirare	روکنے
tirare	کسالا
tirare	چلنا
tirare	محنت
segnate	نمایاں.
reagire	(بعدہ
preistoria	فرسودہ.
bontà	مہربانی
bontà	کرم.
bontà	الطاف
bontà	فیاضی
bontà	مہربانی
bontà	خوبی
bontà	بھلائی
bontà	فیاضی
bontà	مہربانی
bontà	خوبی
bontà	نیکی
honey	دلبر.
honey	انگبینی.
honey	عسّل.
honey	شہد
honey	دلبر.
honey	انگبینی.
honey	عسّل.
natal	پیدائشی
natal	خِلقی.
indossato	معنی۲.
indossato	ماندہ
ammirazione	توصیف
ammirazione	تعریف
ammirazione	توصیف
marocchino	مراقشی.
pasto	خُورش
pasto	خُورش
pasto	کھانا
estreme	جابرانہ
estreme	انتہائی
estreme	ازحد
estreme	آخری
estreme	اختتامی.
estreme	سخت
palatino	حنکی.
sovrana	عمدہ
sovrana	مؤثر.
rising	خروج.
celtica	ویلز
celtica	کیلٹی
decade	عشرہ.
decade	دہلہ
decade	دہائی
decade	عشرہ.
decade	دہلہ
save	لعنت
save	سوائے
save	بدون
save	(صحت
save	پھٹکار
save	بجز
save	لعنت
save	سوائے
save	بدون
save	مگر
save	(صحت
save	پھٹکار
fascicolo	کاغذات
volontaria	اختیاری
volontaria	بالارادہ
vicolo	پٹڑی.
vicolo	باغ
mutazione	تبدیلی
inaugurale	افتتاح
monk	راہب
mecenate	مربیّ
mecenate	مربیّ
mecenate	سرپرست
twitter	تھرتھری.
twitter	لرزش
calcolato	دانستہ
calcolato	مطلوبہ.
ostaggi	کفالت.
ostaggi	ضمانت
articolato	گفتگو)
articolato	جوڑدار
articolato	صاف
articolato	مفصلی.
curvatura	خمیدگی.
curvatura	گولائی
curvatura	خمیدگی.
curvatura	کجی
curvatura	بل
curvatura	اینٹھ
curvatura	تانا.
abbondanti	فراواں
abbondanti	کثیر
button	ٹانکنا-
button	تکمہ
button	شمشیرزنی
button	ٹانکنا-
button	تکمہ
button	بٹن
button	شمشیرزنی
fantastici	طرفہ.
fantastici	نرالا
fantastici	بارعب
mirror	آئینہ
pollo	بزدل
pollo	کمزور
bara	زیورات
bara	تابوت
hook	پنجہ.
hook	جال.
hook	چرانا
hook	آنکڑا.
hook	درانتی
hook	پھندا
superficiali	معمولی
superficiali	سرسری
superficiali	سرسری-
superficiali	سطحی
superficiali	معمولی
superficiali	اوچھا
superficiali	اُتھلا
superficiali	اُوپری
superficiali	سرسری
superficiali	سرسری-
buca	رستہ
buca	کٹیا
buca	تکیہ
buca	سوراخ.
buca	پیالی
buca	سوراخ
buca	کٹھڑیا.
buca	نالی
buca	چھید
buca	رستہ
buca	کٹیا
buca	تکیہ
buca	سوراخ.
buca	پیالی
buca	سوراخ
buca	کٹھڑیا.
buca	نالی
buca	رخنہ.
buca	رخنہ.
buca	گڑھا
metafisica	تصوّراتی.
metafisica	خیالی
metafisica	الٰہیات.
strumentali	اسما
strumentali	سازینہ
urgenza	فوری
urgenza	جلد.
urgenza	شتابی
urgenza	جلدی
yen	اشتیاق.
yen	ہڑک
yen	طلب
molo	گھاٹ.
molo	کنارا
molo	جوڑنا.
australiani	آسٹریلوی.
australiani	آسٹریلیا
resistenti	مزاحم
grido	چیخ
grido	شوخ
grido	پکار
grido	چلّانا
grido	چیخنا
parlate	گفتگو
parlate	بولنا
parlate	(بندوق
sveglia	واقف.
dispari	ضمنی
dispari	فاضل-
dispari	ہنگامی
dispari	انوکھا
dispari	نرالا
dispari	رقم
dispari	زائد
dispari	اتفاقی
dispari	ضمنی
dispari	فاضل-
dispari	ہنگامی
dispari	انوکھا
dispari	نرالا
dispari	رقم
dispari	زائد
dispari	اتفاقی
dispari	عجیب
sketch	مسودہ.
sketch	خاکہ
sketch	مسودہ.
inverso	الٹی
inverso	الٹ.
inverso	ترتیب
inverso	تشکیل
inverso	نقیض
inverso	مقلوب.
inverso	معکوس
inverso	الٹنا
inverso	معکوس.
inverso	مصیبت
poetico	اعلیٰ
poetico	موزوں.
pronunciata	نمایاں
gestite	گھر
gestite	(جانوروں
deficit	خسارہ.
deficit	خسارہ
deficit	خسارہ.
filologia	لسانیات
stock	وراثت
stock	نژاد.
stock	پیوندی.
stock	فرسودہ
stock	خاندان
stock	تیار
stock	ترکاریاں
stock	اصل
paper	wallpapaer
paper	کاغذی.
paper	ہنڈی
paper	حقوق
paper	wallpapaer
paper	کاغذی.
paper	ہنڈی
paper	کاغذ
paper	حقوق
cherry	بکارت
cherry	دوشیزہ
cherry	دوشیزگی
sorprendente	حیرتناک
calvo	سپاٹ
calvo	واضح
ossido	آکسائڈ.
shield	بچانا
correlazione	ارتباط
correlazione	تعلق.
correlazione	رشتہ
prospero	موافق.
prospero	مبارک
prospero	سازگار
furioso	متشدّد.
furioso	چلاتا
furioso	بنکارتا
marcato	نمایاں.
ragionevole	متوازن
ragionevole	واضح
ragionevole	مناسب.
ragionevole	متوازن
ragionevole	واضح
ragionevole	معقول
ragionevole	مناسب.
ragionevole	مناسب
ragionevole	متوازن
ragionevole	بامعنی.
ragionevole	غنیمت
ragionevole	فہمیدہ.
ragionevole	مناسب
ragionevole	معقول
ragionevole	متوازن
ragionevole	بامعنی.
ragionevole	غنیمت
ragionevole	فہمیدہ.
opporsi	حریف
piacevole	خوشگوار
piacevole	پُرلطف
piacevole	دماغ
piacevole	مزیدار.
piacevole	خوشگوار
piacevole	پُرلطف
mancanti	غائب.
mancanti	گم
regolarità	باقاعدگی
brain	منتظم
brain	دماغ
brain	منتظم
brain	بھیجا
brain	دماغ
shell	سیپ
shell	صدف
shell	کوڑی
shell	خول
shell	سیپ
shell	صدف
shell	کوڑی
shell	قشر
oltremare	بدیسی
oltremare	ولایتی.
oltremare	بیرونی
commerciante	تاجر
commerciante	تاجر
commerciante	تجارتی
commerciante	کاروباری.
commerciante	تاجر
primitivi	خام
primitivi	بنیادی.
primitivi	اصلی
primitivi	ناپختہ.
tornado	عاصفہ
camicia	بلاؤز.
camicia	بلاؤز.
camicia	قمیص
tattico	(اسلحہ
lessico	لغت
lessico	فرہنگ
lessico	لفظیات
succedendo	وقوعہ
succedendo	اتفاق
succedendo	ماجرا.
succedendo	واقعہ
succedendo	وقوعہ
succedendo	اتفاق
succedendo	ماجرا.
destiny	مقدر
destiny	تقدیر
destiny	مقدر
specialisti	(بعدہ
invenzioni	اختراعیت.
instabile	متلون
instabile	لڑکھڑاتاہوا
controller	قبضہ
controller	قابو
controller	گرفت
always	ہمیشہ
concentrato	خلاصہ.
concentrato	(upon
concentrato	ست
concentrato	قوت
swift	پھرتیلا
swift	سمامہ.
molluschi	رخوہ
molluschi	صدفہ
molluschi	گھونگا
molluschi	رخوہ
molluschi	صدفہ
muse	موسیقی
orda	بھیڑ
orda	گلّہ
orda	دل
orda	بھیڑ
orda	گلّہ
corner	کونا
cuoio	پونچھنا.
cuoio	تسمہ
supremazia	مرتبہ
