din	від
formată	оформлено
formată	сформовано
paris	paris
paris	париж
gheorghe	георге
gheorghe	георгій
gheorghe	георгія
gheorghe	джордж
gheorghe	георг
tip	гай
tip	гі
tip	хлопець
tip	типу
tip	тип
premiul	премія
premiul	нагорода
putea	зміг
putea	могла
putea	змогли
putea	вдалось
putea	міг
persoane	осіб
persoane	особи
persoane	народ
persoane	людей
persoane	люди
constantin	константін
constantin	костянтин
etc	тощо
etc	etc
exemplu	приклад
exemplu	прикладу
descriere	напис
descriere	підпис
descriere	опис
george	георгій
george	георгія
george	джордж
george	георг
articol	стаття
articol	статтю
născut	народження
născut	народився
născut	борн
născut	народилась
născut	народилася
numărul	число
numărul	кількість
numărul	номер
numărul	номера
comitatul	графство
comitatul	повіт
comitatul	жупанія
harta	карта
harta	мапа
john	джон
john	іоанн
john	іван
jos	вниз
jos	down
jos	униз
jos	даун
marea	море
deoarece	адже
deoarece	бо
localitate	кредитування
aproape	майже
scris	писав
scris	записано
scris	написано
scris	записані
raport	повідомити
raport	скарга
raport	звіт
echipa	відділення
echipa	загін
echipa	команда
diferite	different
diferite	інше
diferite	різні
diferite	різних
diferite	відмінні
baza	основа
baza	базова
baza	база
baza	основою
baza	базовий
special	особливий
special	спеціальний
special	особливі
special	особливе
special	спеціальні
special	особлива
valea	валя
valea	долина
comune	спільна
comune	спільне
ele	вони
stadium	стадіон
stadium	стедіум
svg	svg
zona	зона
zona	область
zona	ділянка
zona	площа
zona	місцевість
dat	вказаний
dat	дано
dat	надано
dat	даного
slovenia	словенії
slovenia	словенія
americii	америка
satului	село
împărat	імператор
localitatea	кредитування
resedinta	резиденція
viața	життя
viața	лайф
bun	хороші
bun	гарні
bun	добрий
bun	добре
cet	cet
format	сформована
format	оформлено
format	сформовано
format	формат
format	форматування
primit	отримано
primit	отримані
primit	отриманий
primit	отримали
primit	отримала
președinte	президент
președinte	президенти
președinte	голова
președinte	головою
lângă	поблизу
lângă	поруч
lângă	поряд
lângă	близько
lângă	біля
oameni	народ
oameni	людей
oameni	люди
istoric	історичний
istoric	історичної
istoric	історичні
istoric	історик
istoric	історична
istoric	історичне
istoric	історичні
istoric	журнал
istoric	історія
istoric	історії
suprafață	поверхні
suprafață	поверхня
suprafață	область
suprafață	ділянка
suprafață	площа
suprafață	місцевість
europa	європу
europa	європа
europa	європі
europa	europa
europa	уєфа
universitatea	університет
team	команда
copii	діти
copii	дітям
copii	дітьми
copii	дітлахи
copii	дітки
copii	діти
copii	дітьми
copii	дітей
aproximativ	приблизні
aproximativ	приблизно
lucru	фішка
lucru	річ
lucru	затори
lucru	роботи
lucru	робота
lucru	працюю
lucru	працюють
lucru	роботу
lucru	робочий
cazul	регістр
cazul	справа
cazul	випадок
cazul	випадку
români	румунська
români	румуни
folosit	використовується
folosit	використана
folosit	використані
folosit	використано
orice	якісь
orice	панують
orice	шось
orice	розлуки
clubnat	clubnat
ibn	ібн
mihai	бенюк
mihai	михайло
mihai	майкл
mihai	michael
mihai	михаїл
acum	тепер
acum	зараз
recensământul	перепис
centrul	центр
centrul	центр
reprezintă	представляє
reprezintă	представляють
reprezintă	представляти
san	сан
teritoriul	територія
van	van
van	ван
van	фургон
ungaria	угорщини
ungaria	угорщині
ungaria	угорщина
număr	число
număr	кількість
număr	номер
număr	номера
cauza	спричинити
cauza	причина
cauza	причиною
bulgaria	болгарії
bulgaria	болгарія
engleză	англійською
engleză	англійська
serie	серія
serie	серії
serie	ряд
serie	ряди
sua	сша
sua	usa
vechi	старі
vechi	старе
vechi	старим
vechi	стара
vechi	старий
reședința	резиденція
munții	гори
limbi	мови
limbi	мов
fel	добрі
fel	вид
fel	різновид
apelor	вод
fotbal	футбол
fotbal	футбол
regele	кінг
regele	король
regele	цар
fiul	сина
fiul	сину
fiul	син
anterior	раніше
anterior	попереднє
anterior	попередні
anterior	попередній
anterior	попередня
nouă	нові
nouă	нове
nouă	нова
nouă	новий
nouă	створити
evoluția	еволюція
evoluția	evolution
viteză	швидкість
paul	пол
paul	пауль
paul	павло
orașe	міста
orașe	городи
orașe	містах
orașe	міст
institutul	інститут
satele	селах
satele	села
satele	сіл
lansat	випустили
lansat	випущено
lansat	запустили
lansat	розпочали
istorice	історична
istorice	історичне
istorice	історичні
trecut	минулий
trecut	минулі
trecut	минуле
articolul	стаття
articolul	статтю
mulți	багато
mulți	багатьох
viață	життя
viață	лайф
informații	відомості
informații	інформація
titlu	назва
titlu	заголовок
titlu	титул
goluri	цілі
goluri	голи
titlul	назва
titlul	заголовок
titlul	титул
album	альбому
album	альбом
york	йорк
von	фон
pagina	сторінку
pagina	сторінка
pagina	сторінки
pagina	пейдж
imperiul	імперія
moartea	death
moartea	смерть
moartea	смерті
fața	обличчя
fața	обличчям
fața	face
armata	армії
armata	армія
armata	військо
armata	армійський
formă	форму
formă	форма
formă	форму
formă	форма
color	колір
color	кольорова
color	колір
color	кольорова
german	німецька
german	німець
german	герман
german	німецькою
german	німецький
ștefan	стівен
ștefan	степан
ștefan	штефан
ștefan	стефан
ștefan	штефан
rolul	ролі
rolul	роль
mică	малий
mică	малі
mică	маленькі
mică	слюда
des	des
des	дез
des	часто
transilvania	трансільванія
epocă	vintage
începând	починаючи
începând	починається
începând	початок
începând	починаються
începând	запуск
principal	головний
principal	основне
principal	головна
principal	головні
principal	головне
principal	капітал
forma	форму
forma	форма
forma	форму
forma	форма
carol	керол
carol	колядки
mici	малий
mici	малі
mici	маленькі
astăzi	сьогодні
robert	роберт
robert	робер
eliberare	випуск
eliberare	реліз
eliberare	випуску
eliberare	звільнення
eliberare	визволення
eliberare	звільнення
european	європейський
european	європейські
european	європейська
mic	малий
mic	малі
mic	маленькі
mic	маленька
mic	маленький
mic	маленькі
mic	мікрофона
minore	мінор
minore	незначна
minore	молодший
minore	незначний
minore	молодші
câștigat	переміг
câștigat	виграв
câștigat	вон
câștigat	виграли
gen	стать
gen	статі
gen	гендерна
gen	жанр
gen	рід
gen	ґен
com	com
importante	важлива
importante	важливі
importante	важливий
importante	важливе
importante	важливо
der	дер
aur	золота
aur	gold
aur	золоті
aur	золото
luat	taken
luat	взято
luat	забрала
luat	зроблено
murit	помер
murit	померла
germană	німецька
germană	німець
germană	герман
germană	німецькою
germană	німецький
kitt	кітт
orbită	орбіта
rotație	обертання
rotație	поворот
pol	пол
pol	поле
pol	полюс
lume	світовий
lume	світ
lume	світе
lume	world
local	локально
local	локальні
local	місцеві
local	локальна
local	локальний
local	місцевий
fapt	факт
anglia	англія
politică	правила
politică	політики
politică	policy
politică	політика
politică	політикою
politică	політика
spacewatch	spacewatch
devine	стає
devine	стане
revista	журнал
revista	magazine
revista	часопис
asta	цей
asta	ця
asta	той
vasile	васіле
vasile	василь
profesor	професор
profesor	викладач
profesor	вчителю
profesor	вчитель
profesor	учитель
profesor	вчителька
planetelor	планети
acolo	туди
acolo	там
lumea	світовий
lumea	світ
lumea	світе
lumea	world
muzică	музика
muzică	музики
muzică	музик
muzică	музиці
muzică	музику
situat	розташовані
situat	знаходиться
situat	розташовано
situat	розташований
david	давід
david	девід
david	давид
țara	країни
țara	країна
țara	кантрі
vol	vol
etnică	національну
etnică	етно
etnică	етнічна
centru	центр
centru	центр
alt	ал
alt	alt
istorie	журнал
istorie	історія
istorie	історії
austria	австрія
austria	австрії
districtul	улус
districtul	округ
districtul	нохія
districtul	район
altitudine	висота
periheliu	перигелію
regatul	царство
regatul	kingdom
regatul	королівство
conține	містить
conține	містяться
activitatea	активність
activitatea	дії
activitatea	діяльності
activitatea	дія
activitatea	діяльність
sultan	султан
inițial	спочатку
inițial	початкова
inițial	початковий
inițial	початкове
artă	арт
artă	мистецтво
artă	художня
numeroase	безліч
body	тіло
body	тіла
imagini	зображення
imagini	зображень
imagini	зображення
imagini	картинки
rusia	росії
rusia	росію
rusia	росія
spune	say
spune	скажуть
spune	кажу
spune	сказати
spune	кажеш
domeniul	домен
școala	школа
școala	училище
polonia	польщу
polonia	польща
polonia	польщі
succes	успіх
provincie	провінція
studii	вивчення
studii	навчання
studii	студій
studii	вивчає
studii	дослідження
inclusiv	включаючи
inclusiv	включно
inclusiv	зокрема
primar	мер
primar	мера
primar	майор
primar	основний
primar	основне
primar	основна
francez	француза
francez	француз
francez	френч
francez	французька
francez	французькою
francez	французький
privind	дивиться
privind	дивитися
privind	дивлюсь
scriitor	writer
scriitor	письменник
jean	жан
jean	джин
sistemul	система
sistemul	системи
sistemul	системний
sistemul	системне
sistemul	системна
începe	запустити
începe	розпочати
începe	старт
începe	запускати
începe	початок
începe	почати
ziua	день
ziua	дню
ziua	дня
sur	сюр
single	окремі
single	single
single	самотній
războiul	війна
world	світовий
world	світ
world	світе
world	world
internațional	міжнародний
internațional	міжнародна
internațional	міжнародні
internațional	інтернаціонал
internațional	міжнародне
franceză	френч
franceză	французька
franceză	французькою
franceză	французький
pare	фотографування
pare	здається
william	вільям
ministru	міністр
ministru	міністру
important	важлива
important	важливі
important	важливий
important	важливе
important	важливо
familie	сімейство
familie	сімейний
familie	сімейні
familie	родина
politic	політично
politic	політичний
politic	політичне
politic	політична
politic	політичні
chișinău	кишинів
țări	країн
țări	країни
funcția	функція
funcția	функцію
funcția	функції
lucrări	працює
publicat	опублікований
publicat	оприлюднено
publicat	опубліковано
mircea	мірча
curs	курс
curs	майданчик
probabil	ймовірно
probabil	орієнтовно
considerat	вважається
considerat	вважаються
considerat	вважають
considerat	вважалося
sistem	система
sistem	системи
sistem	системний
sistem	системне
sistem	системна
politice	політичний
politice	політичне
politice	політична
politice	політичні
sudul	південна
sudul	південний
sudul	південна
sudul	південь
sudul	південний
vreme	погода
autor	автор
autor	автора
autor	автором
mediu	середовища
mediu	середовище
mediu	середній
mediu	середнє
mediu	середня
mediu	середнього
mediu	середній
mediu	носій
mediu	середня
mediu	середні
prea	теж
prea	надто
prea	занадто
spania	іспанію
spania	іспанія
spania	іспанії
funcție	функція
funcție	функцію
funcție	функції
categoria	категорія
nivel	рівень
web	web
web	веб
top	згори
top	вгорі
top	топ
top	верхній
top	найпопулярніші
top	зверху
mihail	михайло
mihail	михайло
mihail	майкл
mihail	michael
mihail	михаїл
mihail	mihail
biserică	церква
biserică	костел
realizat	зрозуміла
realizat	досягнуто
realizat	досяг
realizat	переможно
cartea	книжка
cartea	книжечки
cartea	книга
cartea	книги
filme	films
filme	фільми
filme	фільмів
filme	знімали
filme	фільми
filme	кіно
noua	нові
noua	нове
noua	нова
noua	новий
noua	створити
căsătorit	одружені
căsătorit	заміжня
căsătorit	одружена
căsătorit	заміж
căsătorit	одружений
png	png
muzeul	museum
muzeul	музей
city	місто
construit	побудовано
construit	побудували
construit	зібрано
odată	once
luptă	battle
luptă	битва
luptă	бій
luptă	бій
luptă	бійка
luptă	fight
unit	united
unit	юнайтед
luni	місяці
luni	місяцями
luni	місяців
luni	понеділок
jucat	грали
jucat	грала
jucat	грав
zone	зони
zone	зон
zone	області
zone	ділянки
zone	територіях
zone	площі
zone	районів
radio	радіо
radio	рації
romano	романо
istorică	історичний
istorică	історичної
istorică	історичні
istorică	історична
istorică	історичне
istorică	історичні
deja	уже
deja	вже
monument	монумент
europene	європейський
europene	європейські
europene	європейська
fac	займаюся
dreapta	правий
dreapta	права
dreapta	право
dreapta	праворуч
moment	момент
moment	мить
componenta	компонент
componenta	компонента
cantonul	кантон
vârsta	віці
vârsta	вік
vârsta	ера
vârsta	доба
km²	km²
toți	усі
toți	всі
toți	все
toți	всіх
bază	основа
bază	базова
bază	база
bază	основою
bază	базовий
ultima	останній
ultima	остання
ultima	останнє
origine	джерело
origine	походження
recensământ	перепис
actor	актор
literatură	література
anderson	андерсон
veche	старі
veche	старе
veche	старим
veche	стара
veche	старий
timișoara	тімішоара
les	лез
les	ле
les	лес
les	лесь
guvernul	правління
guvernul	уряд
estul	схід
total	усього
total	всього
total	загалом
total	загальна
total	загальний
total	повністю
japonia	японія
japonia	японію
japonia	японії
petru	петру
petru	петро
petru	пітер
conte	кількість
conte	рахувати
conte	відлік
conte	конте
alba	альба
bavaria	баварія
roma	рим
roma	roma
roma	роми
roma	рома
specii	виді
specii	вид
specii	види
cupa	чашка
cupa	чаша
cupa	кубок
bătălia	battle
bătălia	битва
bătălia	бій
ceva	щось
ceva	дещо
ceva	чимось
membri	учасники
membri	члени
calitate	якість
scrie	записати
scrie	напишіть
scrie	пишіть
scrie	виписати
scrie	написати
euro	євро
uniunii	union
uniunii	союз
uniunii	юніон
scurt	short
scurt	короткий
scurt	коротка
scurt	скорочено
scurt	коротке
scurt	короткі
scurt	коротко
mama	мамо
mama	мама
mama	матір
mama	мати
mama	матері
creat	створено
creat	створені
creat	створене
creat	створена
campionatul	чемпіонський
campionatul	чемпіонат
del	дель
del	del
locuri	місць
locuri	місця
locuri	місцини
locuri	місця
locuri	сидіння
uri	uri
mănăstirea	монастир
america	америка
produs	ролик
produs	добуток
produs	продукт
produs	товар
ultimul	останній
ultimul	остання
ultimul	останнє
condus	вивезли
președintele	президент
președintele	президенти
andrei	андрій
andrei	кириченко
andrei	андрій
andrei	андрей
radu	раду
brazilia	бразилії
brazilia	бразилія
brazilia	бразильська
suceava	suceava
james	джеймс
declarat	заявила
declarat	оголосив
declarat	оголошені
surse	джерела
surse	джерел
obicei	звичка
obicei	звички
obicei	звичкою
compania	компанія
etnic	національну
etnic	етно
etnic	етнічна
echipe	команди
sezonul	season
sezonul	сезон
sezonul	сезону
central	central
central	центральний
central	центральна
dan	дан
dan	dan
dan	ден
dan	закохатися
unii	дехто
unii	деякі
unii	якесь
unii	якийсь
unii	трохи
liga	ліга
liga	ліга
rol	ролі
rol	роль
loire	луар
brașov	брашов
india	індію
india	індія
india	індії
construită	побудовано
construită	побудували
construită	зібрано
construită	побудовано
construită	проведена
uniunea	union
uniunea	союз
uniunea	юніон
obținut	досягнуто
obținut	досяг
cărți	карт
cărți	карти
cărți	карток
cărți	картки
cărți	книжки
cărți	книг
cărți	книги
opera	opera
opera	опера
rock	скеля
rock	рок
rock	кручі
rock	rock
zonă	зона
zonă	область
zonă	ділянка
zonă	площа
zonă	місцевість
stil	стиль
pus	додаю
pus	ставимо
pus	класти
pus	поставити
video	відео
video	відеозапис
teatru	театрі
teatru	театр
teatru	театр
ziarul	газета
www	www
militară	військові
militară	військовий
post	дописі
post	опублікувати
post	допис
post	допису
mureș	муреш
românesc	румунська
plus	плюс
plus	plus
richard	річард
china	china
china	китаї
china	китаю
china	китай
codul	код
administrația	адміністрація
administrația	адміністрації
administrația	адміністрування
fiica	донька
fiica	дочка
scopul	aim
scopul	мета
scopul	мета
grupul	група
grupul	групова
grupul	груповий
grupul	групу
grupul	спільнота
victor	віктор
victor	переможцю
michael	михайло
michael	майкл
michael	michael
michael	михаїл
londra	лондонський
londra	london
londra	лондон
insula	острів
poziția	розташування
poziția	позиція
poziția	положення
poziția	позиції
poziția	шапки
charles	шарль
charles	чарльз
forțele	сил
forțele	сили
forțele	військах
albumul	альбому
albumul	альбом
diverse	різноманітні
diverse	різні
diverse	різні
diverse	різне
intrat	ввели
intrat	введений
intrat	введено
intrat	введена
intrat	увійшов
șase	шість
șase	шестеро
director	режисер
director	директор
director	каталог
website	сайті
website	сайт
militar	військові
militar	військовий
originală	оригінал
originală	оригінальна
originală	оригінальне
originală	початкове
originală	оригінальний
state	стани
state	штати
state	стан
state	держава
pop	поп
pop	pop
azi	сьогодні
uneori	інколи
uneori	деколи
uneori	іноді
university	університет
cultural	культурний
cultural	культурні
trimis	надіслано
trimis	надіслані
bar	bar
bar	бар
bar	смужка
henric	генрі
henric	генріх
henric	анрі
folosite	використовується
folosite	використана
folosite	використані
folosite	використано
jumătate	пів
jumătate	півтори
jumătate	половина
jumătate	половину
jumătate	наполовину
capitala	капітал
capitala	столиця
fizice	фізична
fizice	фізичні
fizice	фізичне
mexico	мексики
mexico	мексиці
mexico	мексика
activitate	активність
activitate	дії
activitate	діяльності
activitate	дія
activitate	діяльність
mesa	меса
sfântul	святий
sfântul	saint
sfântul	сен
științe	наук
soția	дружині
soția	дружина
metri	метрах
metri	метрів
metri	метри
metri	метрів
metri	метри
imperiului	імперія
centrală	central
centrală	центральний
centrală	центральна
vii	vii
singur	наодинці
singur	поодинці
singur	сама
singur	самі
singur	окремі
singur	single
singur	самотній
singur	самотнім
singur	самотня
singur	самотні
singur	самотньо
public	публічний
public	громадське
public	паблік
public	відкритий
public	публічна
public	громадського
public	публічно
nevoie	need
nevoie	треба
nevoie	потрібно
nevoie	потреби
nevoie	потреба
nevoie	потрібним
nevoie	потреби
nevoie	потрібен
nevoie	потрібною
nevoie	необхідний
oamenii	людини
oamenii	люди
oamenii	народ
oamenii	людей
oamenii	люди
caz	регістр
caz	справа
caz	випадок
caz	випадку
televiziune	телебачення
curtea	судові
curtea	суд
probleme	біді
probleme	біда
probleme	проблем
probleme	проблеми
probleme	питань
probleme	проблеми
probleme	питання
publice	публічний
publice	громадське
publice	паблік
publice	відкритий
publice	публічна
publice	громадського
regia	орієнтований
regia	направлена
plan	плануємо
plan	спланувати
plan	планувати
plan	план
naturale	натуральний
naturale	натуральна
naturale	натуральні
naturale	природний
naturale	природні
facultatea	коледж
facultatea	коледжі
facultatea	внз
facultatea	факультету
facultatea	факультет
pământ	землею
pământ	earth
pământ	землі
pământ	земля
pământ	земля
viena	відень
houten	гутен
principale	головний
principale	основне
principale	головна
principale	головні
principale	головне
prim	prime
prim	прим
arte	мистецтво
alți	інший
alți	інша
alți	інші
alți	інше
alți	інших
seria	серія
seria	серії
seria	ряд
seria	ряди
dezvoltarea	розвитку
dezvoltarea	розвиток
dezvoltarea	розробка
dezvoltarea	проведення
dezvoltarea	розробку
dezvoltarea	розвиваються
direct	чесні
direct	стріт
direct	прямі
direct	прямо
direct	відверта
direct	пряма
direct	прямий
direct	direct
direct	прямі
direct	напряму
direct	безпосередньо
șef	шеф
șef	вождь
șef	головний
palatul	палац
termenul	термін
altele	інший
altele	інша
altele	інші
altele	інше
altele	інших
altele	інших
altele	інші
altele	іншими
carte	книжка
carte	книжечки
carte	книга
carte	книги
auto	автоматичні
auto	автоматичний
auto	авто
auto	автоматично
africa	африка
religie	релігія
religie	релігії
minor	мінор
minor	незначна
minor	молодший
minor	незначний
minor	молодші
conducerea	управління
conducerea	менеджмент
conducerea	керівництво
conducerea	керування
conducerea	лідерство
conducerea	лідерства
asia	азія
final	завершити
final	кінець
final	закінчити
final	закінчиться
final	закінчення
final	фінал
final	остаточний
final	final
adus	привезли
adus	принесли
adus	приніс
para	груші
para	груша
para	para
următoarea	наступний
următoarea	наступна
următoarea	next
următoarea	наступне
următoarea	далі
părți	частини
părți	частинами
părți	вечірок
părți	вечірки
părți	партій
fratele	брат
fratele	брата
fratele	братик
membrii	учасники
membrii	члени
acord	угода
acord	угоду
